root_id,alignment,method,credit_capture,one_step_progress,iterative_progress
864691135277186789,0.8,random paths,0.19025894355297565,0.3763933638375045,0.1846738586762785
864691135324623260,0.8,random paths,0.2832067190981059,0.4813070522724467,0.2728171208755346
864691135409937097,0.8,random paths,0.20661854266985516,0.3915862604345005,0.19285343554465345
864691135739661169,0.8,random paths,0.3807484825385149,0.5766807600339378,0.3672022820965822
864691135810666525,0.8,random paths,0.1560632732036612,0.3215031299794619,0.15194932483652562
864691136043380566,0.8,random paths,0.25233749446048914,0.4472794464739434,0.24418215505130986
864691135060651419,1.0,ancestry-shuffled paths,0.07580843548925766,0.20387911131163844,0.0720470500691667
864691135196576298,1.0,ancestry-shuffled paths,0.38253508744714876,0.5672972092189965,0.37692448067594486
864691135277186789,1.0,ancestry-shuffled paths,0.14291913978131002,0.332309403424886,0.13525843135856125
864691135324623260,1.0,ancestry-shuffled paths,0.26223454743733415,0.4449066447090476,0.25742739028831074
864691135409937097,1.0,ancestry-shuffled paths,0.17787605795086836,0.3579187147928532,0.17000902126379056
864691135739661169,1.0,ancestry-shuffled paths,0.302155837306262,0.4972088927462173,0.28996162594212627
864691135810666525,1.0,ancestry-shuffled paths,0.09451279322523867,0.24330455529300082,0.0902905205554099
864691136043380566,1.0,ancestry-shuffled paths,0.16830525468207752,0.34027167801629277,0.16384501788265832
864691135060651419,1.0,depth bins,0.11949881366795993,0.2916546123450908,0.10864556505172702
864691135196576298,1.0,depth bins,0.40128881470352107,0.5980633848691119,0.3877951583024048
864691135277186789,1.0,depth bins,0.20029729572855198,0.40536888373482194,0.18378607678702968
864691135324623260,1.0,depth bins,0.3300138099315645,0.5426553098280285,0.3109080874783439
864691135409937097,1.0,depth bins,0.18482637219330092,0.3748370736044665,0.17417152814957226
864691135739661169,1.0,depth bins,0.3315583958525622,0.5410454077794078,0.31295228330652297
864691135810666525,1.0,depth bins,0.15795499977273025,0.3449913276831873,0.14574760636514966
864691136043380566,1.0,depth bins,0.2506195735005172,0.45713842343716016,0.2333431839816086
864691135060651419,1.0,morphology-selected paths,1.0,1.0,0.9643118199572347
864691135196576298,1.0,morphology-selected paths,1.0,1.0,0.9950272156944251
864691135277186789,1.0,morphology-selected paths,1.0,1.0,0.9340929590699336
864691135324623260,1.0,morphology-selected paths,1.0,1.0,0.9869782355922012
864691135409937097,1.0,morphology-selected paths,0.9999999999999998,1.0,0.9682868987510422
864691135739661169,1.0,morphology-selected paths,1.0,1.0,0.9750334564027948
864691135810666525,1.0,morphology-selected paths,1.0,1.0,0.9569853307120025
864691136043380566,1.0,morphology-selected paths,1.0,1.0,0.976410196016517
864691135060651419,1.0,random paths,0.13728373046778045,0.2887591236859166,0.1372924231056226
864691135196576298,1.0,random paths,0.5279496468944136,0.6934336224695848,0.5158355714609415
864691135277186789,1.0,random paths,0.22004270218608868,0.3986554623742641,0.2135669935089962
864691135324623260,1.0,random paths,0.30301548581011656,0.4834419823693922,0.2926614631333657
864691135409937097,1.0,random paths,0.23345363411504422,0.4053097331372788,0.21811152566226927
