root_id,stream,method,requested_channels,effective_rank,wiring_nonzeros,n_weighted_coordinates
864691135324623260,21,morphology-selected paths,8,8,14,34
864691135324623260,21,random paths,8,7,23,34
864691135324623260,21,depth bins,8,8,34,34
864691135324623260,21,ancestry-shuffled paths,8,7,14,34
864691135324623260,22,morphology-selected paths,8,8,14,34
864691135324623260,22,random paths,8,8,45,34
864691135324623260,22,depth bins,8,8,34,34
864691135324623260,22,ancestry-shuffled paths,8,8,14,34
864691135324623260,23,morphology-selected paths,8,8,14,34
864691135324623260,23,random paths,8,8,27,34
864691135324623260,23,depth bins,8,8,34,34
864691135324623260,23,ancestry-shuffled paths,8,8,14,34
864691135324623260,24,morphology-selected paths,8,8,14,34
864691135324623260,24,random paths,8,8,70,34
864691135324623260,24,depth bins,8,8,34,34
864691135324623260,24,ancestry-shuffled paths,8,8,14,34
864691135324623260,25,morphology-selected paths,8,8,14,34
864691135324623260,25,random paths,8,8,16,34
864691135324623260,25,depth bins,8,8,34,34
864691135324623260,25,ancestry-shuffled paths,8,8,14,34
864691135324623260,26,morphology-selected paths,8,8,14,34
864691135324623260,26,random paths,8,8,17,34
864691135324623260,26,depth bins,8,8,34,34
864691135324623260,26,ancestry-shuffled paths,8,8,14,34
864691135324623260,27,morphology-selected paths,8,8,14,34
864691135324623260,27,random paths,8,8,45,34
864691135324623260,27,depth bins,8,8,34,34
864691135324623260,27,ancestry-shuffled paths,8,8,14,34
864691135324623260,28,morphology-selected paths,8,8,14,34
864691135324623260,28,random paths,8,7,28,34
864691135324623260,28,depth bins,8,8,34,34
864691135324623260,28,ancestry-shuffled paths,8,8,14,34
864691135324623260,29,morphology-selected paths,8,8,14,34
864691135324623260,29,random paths,8,8,52,34
864691135324623260,29,depth bins,8,8,34,34
864691135324623260,29,ancestry-shuffled paths,8,8,14,34
864691135324623260,30,morphology-selected paths,8,8,14,34
864691135324623260,30,random paths,8,8,24,34
864691135324623260,30,depth bins,8,8,34,34
864691135324623260,30,ancestry-shuffled paths,8,7,14,34
864691135324623260,31,morphology-selected paths,8,8,14,34
864691135324623260,31,random paths,8,7,9,34
864691135324623260,31,depth bins,8,8,34,34
864691135324623260,31,ancestry-shuffled paths,8,8,14,34
864691135324623260,32,morphology-selected paths,8,8,14,34
864691135324623260,32,random paths,8,8,18,34
864691135324623260,32,depth bins,8,8,34,34
864691135324623260,32,ancestry-shuffled paths,8,8,14,34
864691135324623260,33,morphology-selected paths,8,8,14,34
864691135324623260,33,random paths,8,8,45,34
864691135324623260,33,depth bins,8,8,34,34
864691135324623260,33,ancestry-shuffled paths,8,8,14,34
864691135324623260,34,morphology-selected paths,8,8,14,34
864691135324623260,34,random paths,8,8,15,34
864691135324623260,34,depth bins,8,8,34,34
864691135324623260,34,ancestry-shuffled paths,8,7,14,34
864691135324623260,35,morphology-selected paths,8,8,14,34
864691135324623260,35,random paths,8,8,28,34
864691135324623260,35,depth bins,8,8,34,34
864691135324623260,35,ancestry-shuffled paths,8,8,14,34
864691135324623260,36,morphology-selected paths,8,8,14,34
864691135324623260,36,random paths,8,8,16,34
864691135324623260,36,depth bins,8,8,34,34
864691135324623260,36,ancestry-shuffled paths,8,7,14,34
864691135324623260,37,morphology-selected paths,8,8,14,34
864691135324623260,37,random paths,8,7,29,34
864691135324623260,37,depth bins,8,8,34,34
864691135324623260,37,ancestry-shuffled paths,8,7,14,34
864691135324623260,38,morphology-selected paths,8,8,14,34
864691135324623260,38,random paths,8,8,16,34
864691135324623260,38,depth bins,8,8,34,34
864691135324623260,38,ancestry-shuffled paths,8,8,14,34
864691135324623260,39,morphology-selected paths,8,8,14,34
864691135324623260,39,random paths,8,8,17,34
864691135324623260,39,depth bins,8,8,34,34
864691135324623260,39,ancestry-shuffled paths,8,7,14,34
864691135409937097,0,morphology-selected paths,8,8,54,70
864691135409937097,0,random paths,8,8,23,70
864691135409937097,0,depth bins,8,8,70,70
864691135409937097,0,ancestry-shuffled paths,8,8,54,70
864691135409937097,1,morphology-selected paths,8,8,54,70
864691135409937097,1,random paths,8,8,30,70
864691135409937097,1,depth bins,8,8,70,70
864691135409937097,1,ancestry-shuffled paths,8,8,54,70
864691135409937097,2,morphology-selected paths,8,8,54,70
864691135409937097,2,random paths,8,8,36,70
864691135409937097,2,depth bins,8,8,70,70
864691135409937097,2,ancestry-shuffled paths,8,7,54,70
864691135409937097,3,morphology-selected paths,8,8,54,70
864691135409937097,3,random paths,8,8,55,70
864691135409937097,3,depth bins,8,8,70,70
864691135409937097,3,ancestry-shuffled paths,8,8,54,70
864691135409937097,4,morphology-selected paths,8,8,54,70
864691135409937097,4,random paths,8,8,20,70
864691135409937097,4,depth bins,8,8,70,70
864691135409937097,4,ancestry-shuffled paths,8,8,54,70
864691135409937097,5,morphology-selected paths,8,8,54,70
864691135409937097,5,random paths,8,8,13,70
864691135409937097,5,depth bins,8,8,70,70
864691135409937097,5,ancestry-shuffled paths,8,8,54,70
864691135409937097,6,morphology-selected paths,8,8,54,70
864691135409937097,6,random paths,8,8,118,70
864691135409937097,6,depth bins,8,8,70,70
864691135409937097,6,ancestry-shuffled paths,8,8,54,70
864691135409937097,7,morphology-selected paths,8,8,54,70
864691135409937097,7,random paths,8,8,49,70
864691135409937097,7,depth bins,8,8,70,70
864691135409937097,7,ancestry-shuffled paths,8,8,54,70
864691135409937097,8,morphology-selected paths,8,8,54,70
864691135409937097,8,random paths,8,8,34,70
864691135409937097,8,depth bins,8,8,70,70
864691135409937097,8,ancestry-shuffled paths,8,8,54,70
864691135409937097,9,morphology-selected paths,8,8,54,70
864691135409937097,9,random paths,8,8,63,70
864691135409937097,9,depth bins,8,8,70,70
864691135409937097,9,ancestry-shuffled paths,8,8,54,70
864691135409937097,10,morphology-selected paths,8,8,54,70
864691135409937097,10,random paths,8,8,32,70
864691135409937097,10,depth bins,8,8,70,70
864691135409937097,10,ancestry-shuffled paths,8,8,54,70
864691135409937097,11,morphology-selected paths,8,8,54,70
864691135409937097,11,random paths,8,8,52,70
864691135409937097,11,depth bins,8,8,70,70
864691135409937097,11,ancestry-shuffled paths,8,8,54,70
864691135409937097,12,morphology-selected paths,8,8,54,70
864691135409937097,12,random paths,8,8,15,70
864691135409937097,12,depth bins,8,8,70,70
864691135409937097,12,ancestry-shuffled paths,8,7,54,70
864691135409937097,13,morphology-selected paths,8,8,54,70
864691135409937097,13,random paths,8,8,32,70
864691135409937097,13,depth bins,8,8,70,70
864691135409937097,13,ancestry-shuffled paths,8,8,54,70
864691135409937097,14,morphology-selected paths,8,8,54,70
864691135409937097,14,random paths,8,8,35,70
864691135409937097,14,depth bins,8,8,70,70
864691135409937097,14,ancestry-shuffled paths,8,8,54,70
864691135409937097,15,morphology-selected paths,8,8,54,70
864691135409937097,15,random paths,8,8,15,70
864691135409937097,15,depth bins,8,8,70,70
864691135409937097,15,ancestry-shuffled paths,8,7,54,70
864691135409937097,16,morphology-selected paths,8,8,54,70
864691135409937097,16,random paths,8,8,16,70
864691135409937097,16,depth bins,8,8,70,70
864691135409937097,16,ancestry-shuffled paths,8,7,54,70
864691135409937097,17,morphology-selected paths,8,8,54,70
864691135409937097,17,random paths,8,8,43,70
864691135409937097,17,depth bins,8,8,70,70
864691135409937097,17,ancestry-shuffled paths,8,8,54,70
864691135409937097,18,morphology-selected paths,8,8,54,70
864691135409937097,18,random paths,8,8,15,70
864691135409937097,18,depth bins,8,8,70,70
864691135409937097,18,ancestry-shuffled paths,8,8,54,70
864691135409937097,19,morphology-selected paths,8,8,54,70
864691135409937097,19,random paths,8,8,58,70
864691135409937097,19,depth bins,8,8,70,70
864691135409937097,19,ancestry-shuffled paths,8,8,54,70
864691135409937097,20,morphology-selected paths,8,8,54,70
864691135409937097,20,random paths,8,8,47,70
864691135409937097,20,depth bins,8,8,70,70
864691135409937097,20,ancestry-shuffled paths,8,8,54,70
864691135409937097,21,morphology-selected paths,8,8,54,70
864691135409937097,21,random paths,8,8,99,70
864691135409937097,21,depth bins,8,8,70,70
864691135409937097,21,ancestry-shuffled paths,8,6,54,70
864691135409937097,22,morphology-selected paths,8,8,54,70
864691135409937097,22,random paths,8,8,17,70
864691135409937097,22,depth bins,8,8,70,70
864691135409937097,22,ancestry-shuffled paths,8,8,54,70
864691135409937097,23,morphology-selected paths,8,8,54,70
864691135409937097,23,random paths,8,8,28,70
864691135409937097,23,depth bins,8,8,70,70
864691135409937097,23,ancestry-shuffled paths,8,8,54,70
864691135409937097,24,morphology-selected paths,8,8,54,70
864691135409937097,24,random paths,8,8,31,70
864691135409937097,24,depth bins,8,8,70,70
864691135409937097,24,ancestry-shuffled paths,8,8,54,70
864691135409937097,25,morphology-selected paths,8,8,54,70
864691135409937097,25,random paths,8,8,28,70
864691135409937097,25,depth bins,8,8,70,70
864691135409937097,25,ancestry-shuffled paths,8,8,54,70
864691135409937097,26,morphology-selected paths,8,8,54,70
864691135409937097,26,random paths,8,8,21,70
864691135409937097,26,depth bins,8,8,70,70
864691135409937097,26,ancestry-shuffled paths,8,7,54,70
864691135409937097,27,morphology-selected paths,8,8,54,70
864691135409937097,27,random paths,8,8,16,70
864691135409937097,27,depth bins,8,8,70,70
864691135409937097,27,ancestry-shuffled paths,8,8,54,70
864691135409937097,28,morphology-selected paths,8,8,54,70
864691135409937097,28,random paths,8,8,107,70
864691135409937097,28,depth bins,8,8,70,70
864691135409937097,28,ancestry-shuffled paths,8,8,54,70
864691135409937097,29,morphology-selected paths,8,8,54,70
864691135409937097,29,random paths,8,8,81,70
864691135409937097,29,depth bins,8,8,70,70
864691135409937097,29,ancestry-shuffled paths,8,8,54,70
864691135409937097,30,morphology-selected paths,8,8,54,70
864691135409937097,30,random paths,8,8,35,70
864691135409937097,30,depth bins,8,8,70,70
864691135409937097,30,ancestry-shuffled paths,8,8,54,70
864691135409937097,31,morphology-selected paths,8,8,54,70
864691135409937097,31,random paths,8,8,43,70
864691135409937097,31,depth bins,8,8,70,70
864691135409937097,31,ancestry-shuffled paths,8,8,54,70
864691135409937097,32,morphology-selected paths,8,8,54,70
864691135409937097,32,random paths,8,8,26,70
864691135409937097,32,depth bins,8,8,70,70
864691135409937097,32,ancestry-shuffled paths,8,8,54,70
864691135409937097,33,morphology-selected paths,8,8,54,70
864691135409937097,33,random paths,8,8,12,70
864691135409937097,33,depth bins,8,8,70,70
864691135409937097,33,ancestry-shuffled paths,8,8,54,70
864691135409937097,34,morphology-selected paths,8,8,54,70
864691135409937097,34,random paths,8,8,20,70
864691135409937097,34,depth bins,8,8,70,70
864691135409937097,34,ancestry-shuffled paths,8,7,54,70
864691135409937097,35,morphology-selected paths,8,8,54,70
864691135409937097,35,random paths,8,8,21,70
864691135409937097,35,depth bins,8,8,70,70
864691135409937097,35,ancestry-shuffled paths,8,8,54,70
864691135409937097,36,morphology-selected paths,8,8,54,70
864691135409937097,36,random paths,8,8,23,70
864691135409937097,36,depth bins,8,8,70,70
864691135409937097,36,ancestry-shuffled paths,8,8,54,70
864691135409937097,37,morphology-selected paths,8,8,54,70
864691135409937097,37,random paths,8,8,12,70
864691135409937097,37,depth bins,8,8,70,70
864691135409937097,37,ancestry-shuffled paths,8,7,54,70
864691135409937097,38,morphology-selected paths,8,8,54,70
864691135409937097,38,random paths,8,8,23,70
864691135409937097,38,depth bins,8,8,70,70
864691135409937097,38,ancestry-shuffled paths,8,8,54,70
864691135409937097,39,morphology-selected paths,8,8,54,70
864691135409937097,39,random paths,8,8,18,70
864691135409937097,39,depth bins,8,8,70,70
864691135409937097,39,ancestry-shuffled paths,8,8,54,70
864691135739661169,0,morphology-selected paths,8,8,20,32
864691135739661169,0,random paths,8,8,16,32
864691135739661169,0,depth bins,8,8,32,32
864691135739661169,0,ancestry-shuffled paths,8,8,20,32
864691135739661169,1,morphology-selected paths,8,8,20,32
864691135739661169,1,random paths,8,8,19,32
864691135739661169,1,depth bins,8,8,32,32
864691135739661169,1,ancestry-shuffled paths,8,8,20,32
864691135739661169,2,morphology-selected paths,8,8,20,32
864691135739661169,2,random paths,8,8,43,32
864691135739661169,2,depth bins,8,8,32,32
864691135739661169,2,ancestry-shuffled paths,8,7,20,32
864691135739661169,3,morphology-selected paths,8,8,20,32
864691135739661169,3,random paths,8,7,17,32
864691135739661169,3,depth bins,8,8,32,32
864691135739661169,3,ancestry-shuffled paths,8,8,20,32
864691135739661169,4,morphology-selected paths,8,8,20,32
864691135739661169,4,random paths,8,8,50,32
864691135739661169,4,depth bins,8,8,32,32
864691135739661169,4,ancestry-shuffled paths,8,8,20,32
864691135739661169,5,morphology-selected paths,8,8,20,32
864691135739661169,5,random paths,8,7,19,32
864691135739661169,5,depth bins,8,8,32,32
864691135739661169,5,ancestry-shuffled paths,8,8,20,32
864691135739661169,6,morphology-selected paths,8,8,20,32
864691135739661169,6,random paths,8,8,14,32
864691135739661169,6,depth bins,8,8,32,32
864691135739661169,6,ancestry-shuffled paths,8,8,20,32
864691135739661169,7,morphology-selected paths,8,8,20,32
864691135739661169,7,random paths,8,8,59,32
864691135739661169,7,depth bins,8,8,32,32
864691135739661169,7,ancestry-shuffled paths,8,8,20,32
864691135739661169,8,morphology-selected paths,8,8,20,32
864691135739661169,8,random paths,8,7,17,32
864691135739661169,8,depth bins,8,8,32,32
864691135739661169,8,ancestry-shuffled paths,8,8,20,32
864691135739661169,9,morphology-selected paths,8,8,20,32
864691135739661169,9,random paths,8,7,13,32
864691135739661169,9,depth bins,8,8,32,32
864691135739661169,9,ancestry-shuffled paths,8,7,20,32
864691135739661169,10,morphology-selected paths,8,8,20,32
864691135739661169,10,random paths,8,8,47,32
864691135739661169,10,depth bins,8,8,32,32
864691135739661169,10,ancestry-shuffled paths,8,8,20,32
864691135739661169,11,morphology-selected paths,8,8,20,32
864691135739661169,11,random paths,8,8,20,32
864691135739661169,11,depth bins,8,8,32,32
864691135739661169,11,ancestry-shuffled paths,8,8,20,32
864691135739661169,12,morphology-selected paths,8,8,20,32
864691135739661169,12,random paths,8,7,19,32
864691135739661169,12,depth bins,8,8,32,32
864691135739661169,12,ancestry-shuffled paths,8,8,20,32
864691135739661169,13,morphology-selected paths,8,8,20,32
864691135739661169,13,random paths,8,7,19,32
864691135739661169,13,depth bins,8,8,32,32
864691135739661169,13,ancestry-shuffled paths,8,8,20,32
864691135739661169,14,morphology-selected paths,8,8,20,32
864691135739661169,14,random paths,8,8,22,32
864691135739661169,14,depth bins,8,8,32,32
864691135739661169,14,ancestry-shuffled paths,8,8,20,32
864691135739661169,15,morphology-selected paths,8,8,20,32
864691135739661169,15,random paths,8,8,37,32
864691135739661169,15,depth bins,8,8,32,32
864691135739661169,15,ancestry-shuffled paths,8,8,20,32
864691135739661169,16,morphology-selected paths,8,8,20,32
864691135739661169,16,random paths,8,8,25,32
864691135739661169,16,depth bins,8,8,32,32
864691135739661169,16,ancestry-shuffled paths,8,7,20,32
864691135739661169,17,morphology-selected paths,8,8,20,32
864691135739661169,17,random paths,8,8,29,32
864691135739661169,17,depth bins,8,8,32,32
864691135739661169,17,ancestry-shuffled paths,8,8,20,32
864691135739661169,18,morphology-selected paths,8,8,20,32
864691135739661169,18,random paths,8,8,25,32
864691135739661169,18,depth bins,8,8,32,32
864691135739661169,18,ancestry-shuffled paths,8,8,20,32
864691135739661169,19,morphology-selected paths,8,8,20,32
864691135739661169,19,random paths,8,8,29,32
864691135739661169,19,depth bins,8,8,32,32
864691135739661169,19,ancestry-shuffled paths,8,8,20,32
864691135739661169,20,morphology-selected paths,8,8,20,32
864691135739661169,20,random paths,8,8,26,32
864691135739661169,20,depth bins,8,8,32,32
864691135739661169,20,ancestry-shuffled paths,8,8,20,32
864691135739661169,21,morphology-selected paths,8,8,20,32
864691135739661169,21,random paths,8,7,46,32
864691135739661169,21,depth bins,8,8,32,32
864691135739661169,21,ancestry-shuffled paths,8,8,20,32
864691135739661169,22,morphology-selected paths,8,8,20,32
864691135739661169,22,random paths,8,8,25,32
864691135739661169,22,depth bins,8,8,32,32
864691135739661169,22,ancestry-shuffled paths,8,8,20,32
864691135739661169,23,morphology-selected paths,8,8,20,32
864691135739661169,23,random paths,8,8,23,32
864691135739661169,23,depth bins,8,8,32,32
864691135739661169,23,ancestry-shuffled paths,8,8,20,32
864691135739661169,24,morphology-selected paths,8,8,20,32
864691135739661169,24,random paths,8,8,47,32
864691135739661169,24,depth bins,8,8,32,32
864691135739661169,24,ancestry-shuffled paths,8,8,20,32
864691135739661169,25,morphology-selected paths,8,8,20,32
864691135739661169,25,random paths,8,8,29,32
864691135739661169,25,depth bins,8,8,32,32
864691135739661169,25,ancestry-shuffled paths,8,8,20,32
864691135739661169,26,morphology-selected paths,8,8,20,32
864691135739661169,26,random paths,8,8,25,32
864691135739661169,26,depth bins,8,8,32,32
864691135739661169,26,ancestry-shuffled paths,8,8,20,32
864691135739661169,27,morphology-selected paths,8,8,20,32
864691135739661169,27,random paths,8,8,14,32
864691135739661169,27,depth bins,8,8,32,32
864691135739661169,27,ancestry-shuffled paths,8,8,20,32
864691135739661169,28,morphology-selected paths,8,8,20,32
864691135739661169,28,random paths,8,8,18,32
864691135739661169,28,depth bins,8,8,32,32
864691135739661169,28,ancestry-shuffled paths,8,7,20,32
864691135739661169,29,morphology-selected paths,8,8,20,32
864691135739661169,29,random paths,8,7,24,32
864691135739661169,29,depth bins,8,8,32,32
864691135739661169,29,ancestry-shuffled paths,8,8,20,32
864691135739661169,30,morphology-selected paths,8,8,20,32
864691135739661169,30,random paths,8,8,43,32
864691135739661169,30,depth bins,8,8,32,32
864691135739661169,30,ancestry-shuffled paths,8,8,20,32
864691135739661169,31,morphology-selected paths,8,8,20,32
864691135739661169,31,random paths,8,7,15,32
864691135739661169,31,depth bins,8,8,32,32
864691135739661169,31,ancestry-shuffled paths,8,8,20,32
864691135739661169,32,morphology-selected paths,8,8,20,32
864691135739661169,32,random paths,8,8,23,32
864691135739661169,32,depth bins,8,8,32,32
864691135739661169,32,ancestry-shuffled paths,8,8,20,32
864691135739661169,33,morphology-selected paths,8,8,20,32
864691135739661169,33,random paths,8,7,28,32
864691135739661169,33,depth bins,8,8,32,32
864691135739661169,33,ancestry-shuffled paths,8,8,20,32
864691135739661169,34,morphology-selected paths,8,8,20,32
864691135739661169,34,random paths,8,7,40,32
864691135739661169,34,depth bins,8,8,32,32
864691135739661169,34,ancestry-shuffled paths,8,8,20,32
864691135739661169,35,morphology-selected paths,8,8,20,32
864691135739661169,35,random paths,8,7,48,32
864691135739661169,35,depth bins,8,8,32,32
864691135739661169,35,ancestry-shuffled paths,8,8,20,32
864691135739661169,36,morphology-selected paths,8,8,20,32
864691135739661169,36,random paths,8,8,53,32
864691135739661169,36,depth bins,8,8,32,32
864691135739661169,36,ancestry-shuffled paths,8,8,20,32
864691135739661169,37,morphology-selected paths,8,8,20,32
864691135739661169,37,random paths,8,7,33,32
864691135739661169,37,depth bins,8,8,32,32
864691135739661169,37,ancestry-shuffled paths,8,8,20,32
864691135739661169,38,morphology-selected paths,8,8,20,32
864691135739661169,38,random paths,8,8,25,32
864691135739661169,38,depth bins,8,8,32,32
864691135739661169,38,ancestry-shuffled paths,8,8,20,32
864691135739661169,39,morphology-selected paths,8,8,20,32
864691135739661169,39,random paths,8,8,16,32
864691135739661169,39,depth bins,8,8,32,32
864691135739661169,39,ancestry-shuffled paths,8,8,20,32
864691135810666525,0,morphology-selected paths,8,8,42,116
864691135810666525,0,random paths,8,8,25,116
864691135810666525,0,depth bins,8,8,116,116
864691135810666525,0,ancestry-shuffled paths,8,8,42,116
864691135810666525,1,morphology-selected paths,8,8,42,116
864691135810666525,1,random paths,8,8,66,116
864691135810666525,1,depth bins,8,8,116,116
864691135810666525,1,ancestry-shuffled paths,8,8,42,116
864691135810666525,2,morphology-selected paths,8,8,42,116
864691135810666525,2,random paths,8,8,34,116
864691135810666525,2,depth bins,8,8,116,116
864691135810666525,2,ancestry-shuffled paths,8,8,42,116
864691135810666525,3,morphology-selected paths,8,8,42,116
864691135810666525,3,random paths,8,8,137,116
864691135810666525,3,depth bins,8,8,116,116
864691135810666525,3,ancestry-shuffled paths,8,8,42,116
864691135810666525,4,morphology-selected paths,8,8,42,116
864691135810666525,4,random paths,8,8,77,116
864691135810666525,4,depth bins,8,8,116,116
864691135810666525,4,ancestry-shuffled paths,8,8,42,116
864691135810666525,5,morphology-selected paths,8,8,42,116
864691135810666525,5,random paths,8,8,58,116
864691135810666525,5,depth bins,8,8,116,116
864691135810666525,5,ancestry-shuffled paths,8,8,42,116
864691135810666525,6,morphology-selected paths,8,8,42,116
864691135810666525,6,random paths,8,8,64,116
864691135810666525,6,depth bins,8,8,116,116
864691135810666525,6,ancestry-shuffled paths,8,8,42,116
864691135810666525,7,morphology-selected paths,8,8,42,116
864691135810666525,7,random paths,8,8,74,116
864691135810666525,7,depth bins,8,8,116,116
864691135810666525,7,ancestry-shuffled paths,8,8,42,116
864691135810666525,8,morphology-selected paths,8,8,42,116
864691135810666525,8,random paths,8,8,92,116
864691135810666525,8,depth bins,8,8,116,116
864691135810666525,8,ancestry-shuffled paths,8,8,42,116
864691135810666525,9,morphology-selected paths,8,8,42,116
864691135810666525,9,random paths,8,8,38,116
864691135810666525,9,depth bins,8,8,116,116
864691135810666525,9,ancestry-shuffled paths,8,8,42,116
864691135810666525,10,morphology-selected paths,8,8,42,116
864691135810666525,10,random paths,8,8,31,116
864691135810666525,10,depth bins,8,8,116,116
864691135810666525,10,ancestry-shuffled paths,8,8,42,116
864691135810666525,11,morphology-selected paths,8,8,42,116
864691135810666525,11,random paths,8,8,70,116
864691135810666525,11,depth bins,8,8,116,116
864691135810666525,11,ancestry-shuffled paths,8,8,42,116
864691135810666525,12,morphology-selected paths,8,8,42,116
864691135810666525,12,random paths,8,8,34,116
864691135810666525,12,depth bins,8,8,116,116
864691135810666525,12,ancestry-shuffled paths,8,8,42,116
864691135810666525,13,morphology-selected paths,8,8,42,116
864691135810666525,13,random paths,8,8,28,116
864691135810666525,13,depth bins,8,8,116,116
864691135810666525,13,ancestry-shuffled paths,8,8,42,116
864691135810666525,14,morphology-selected paths,8,8,42,116
864691135810666525,14,random paths,8,8,63,116
864691135810666525,14,depth bins,8,8,116,116
864691135810666525,14,ancestry-shuffled paths,8,8,42,116
864691135810666525,15,morphology-selected paths,8,8,42,116
864691135810666525,15,random paths,8,8,161,116
864691135810666525,15,depth bins,8,8,116,116
864691135810666525,15,ancestry-shuffled paths,8,8,42,116
864691135810666525,16,morphology-selected paths,8,8,42,116
864691135810666525,16,random paths,8,8,34,116
864691135810666525,16,depth bins,8,8,116,116
864691135810666525,16,ancestry-shuffled paths,8,8,42,116
864691135810666525,17,morphology-selected paths,8,8,42,116
864691135810666525,17,random paths,8,8,42,116
864691135810666525,17,depth bins,8,8,116,116
864691135810666525,17,ancestry-shuffled paths,8,8,42,116
864691135810666525,18,morphology-selected paths,8,8,42,116
864691135810666525,18,random paths,8,8,32,116
864691135810666525,18,depth bins,8,8,116,116
864691135810666525,18,ancestry-shuffled paths,8,8,42,116
864691135810666525,19,morphology-selected paths,8,8,42,116
864691135810666525,19,random paths,8,8,158,116
864691135810666525,19,depth bins,8,8,116,116
864691135810666525,19,ancestry-shuffled paths,8,8,42,116
864691135810666525,20,morphology-selected paths,8,8,42,116
864691135810666525,20,random paths,8,8,84,116
864691135810666525,20,depth bins,8,8,116,116
864691135810666525,20,ancestry-shuffled paths,8,8,42,116
864691135810666525,21,morphology-selected paths,8,8,42,116
864691135810666525,21,random paths,8,8,28,116
864691135810666525,21,depth bins,8,8,116,116
864691135810666525,21,ancestry-shuffled paths,8,8,42,116
864691135810666525,22,morphology-selected paths,8,8,42,116
864691135810666525,22,random paths,8,8,26,116
864691135810666525,22,depth bins,8,8,116,116
864691135810666525,22,ancestry-shuffled paths,8,8,42,116
864691135810666525,23,morphology-selected paths,8,8,42,116
864691135810666525,23,random paths,8,8,26,116
864691135810666525,23,depth bins,8,8,116,116
864691135810666525,23,ancestry-shuffled paths,8,8,42,116
864691135810666525,24,morphology-selected paths,8,8,42,116
864691135810666525,24,random paths,8,8,32,116
864691135810666525,24,depth bins,8,8,116,116
864691135810666525,24,ancestry-shuffled paths,8,8,42,116
864691135810666525,25,morphology-selected paths,8,8,42,116
864691135810666525,25,random paths,8,8,26,116
864691135810666525,25,depth bins,8,8,116,116
864691135810666525,25,ancestry-shuffled paths,8,8,42,116
864691135810666525,26,morphology-selected paths,8,8,42,116
864691135810666525,26,random paths,8,8,48,116
864691135810666525,26,depth bins,8,8,116,116
864691135810666525,26,ancestry-shuffled paths,8,8,42,116
864691135810666525,27,morphology-selected paths,8,8,42,116
864691135810666525,27,random paths,8,8,10,116
864691135810666525,27,depth bins,8,8,116,116
864691135810666525,27,ancestry-shuffled paths,8,8,42,116
864691135810666525,28,morphology-selected paths,8,8,42,116
864691135810666525,28,random paths,8,8,85,116
864691135810666525,28,depth bins,8,8,116,116
864691135810666525,28,ancestry-shuffled paths,8,8,42,116
864691135810666525,29,morphology-selected paths,8,8,42,116
864691135810666525,29,random paths,8,8,34,116
864691135810666525,29,depth bins,8,8,116,116
864691135810666525,29,ancestry-shuffled paths,8,8,42,116
864691135810666525,30,morphology-selected paths,8,8,42,116
864691135810666525,30,random paths,8,8,84,116
864691135810666525,30,depth bins,8,8,116,116
864691135810666525,30,ancestry-shuffled paths,8,8,42,116
864691135810666525,31,morphology-selected paths,8,8,42,116
864691135810666525,31,random paths,8,8,16,116
864691135810666525,31,depth bins,8,8,116,116
864691135810666525,31,ancestry-shuffled paths,8,8,42,116
864691135810666525,32,morphology-selected paths,8,8,42,116
864691135810666525,32,random paths,8,8,22,116
864691135810666525,32,depth bins,8,8,116,116
864691135810666525,32,ancestry-shuffled paths,8,8,42,116
864691135810666525,33,morphology-selected paths,8,8,42,116
864691135810666525,33,random paths,8,8,18,116
864691135810666525,33,depth bins,8,8,116,116
864691135810666525,33,ancestry-shuffled paths,8,8,42,116
864691135810666525,34,morphology-selected paths,8,8,42,116
864691135810666525,34,random paths,8,8,19,116
864691135810666525,34,depth bins,8,8,116,116
864691135810666525,34,ancestry-shuffled paths,8,8,42,116
864691135810666525,35,morphology-selected paths,8,8,42,116
864691135810666525,35,random paths,8,8,25,116
864691135810666525,35,depth bins,8,8,116,116
864691135810666525,35,ancestry-shuffled paths,8,8,42,116
864691135810666525,36,morphology-selected paths,8,8,42,116
864691135810666525,36,random paths,8,8,14,116
864691135810666525,36,depth bins,8,8,116,116
864691135810666525,36,ancestry-shuffled paths,8,8,42,116
864691135810666525,37,morphology-selected paths,8,8,42,116
864691135810666525,37,random paths,8,8,32,116
864691135810666525,37,depth bins,8,8,116,116
864691135810666525,37,ancestry-shuffled paths,8,8,42,116
864691135810666525,38,morphology-selected paths,8,8,42,116
864691135810666525,38,random paths,8,8,131,116
864691135810666525,38,depth bins,8,8,116,116
864691135810666525,38,ancestry-shuffled paths,8,8,42,116
864691135810666525,39,morphology-selected paths,8,8,42,116
864691135810666525,39,random paths,8,8,54,116
864691135810666525,39,depth bins,8,8,116,116
864691135810666525,39,ancestry-shuffled paths,8,8,42,116
864691136043380566,0,morphology-selected paths,8,8,27,55
864691136043380566,0,random paths,8,8,10,55
864691136043380566,0,depth bins,8,8,55,55
864691136043380566,0,ancestry-shuffled paths,8,8,27,55
864691136043380566,1,morphology-selected paths,8,8,27,55
864691136043380566,1,random paths,8,8,24,55
864691136043380566,1,depth bins,8,8,55,55
864691136043380566,1,ancestry-shuffled paths,8,8,27,55
864691136043380566,2,morphology-selected paths,8,8,27,55
864691136043380566,2,random paths,8,8,15,55
864691136043380566,2,depth bins,8,8,55,55
864691136043380566,2,ancestry-shuffled paths,8,8,27,55
864691136043380566,3,morphology-selected paths,8,8,27,55
