heterogeneity,left_minus_right,metric,n_pairs,mean_difference,ci95_low,ci95_high,positive_pairs,ties,wilcoxon_p_two_sided
0,aligned_clean_credit - exact_clean_bp,final_test_accuracy,50,-0.00076171875,-0.0009863281301,-0.000537109376,5,8,9.365007071e-07
0.5,reliability_aligned_shunt - best_global_shunt,one_step_test_loss_decrease,50,0.0001653955072,0.0001226594625,0.0002082326624,43,0,1.449214082e-09
0.5,reliability_aligned_shunt - best_global_shunt,final_test_loss,50,-0.001613159662,-0.001954343167,-0.00126216578,6,0,1.443289932e-10
0.5,reliability_aligned_shunt - best_global_shunt,final_test_accuracy,50,0.000400390636,0.000126953134,0.000683593754,28,12,0.003234354594
0.5,reliability_aligned_shunt - noisy_no_shunt,one_step_test_loss_decrease,50,-0.001120598492,-0.001239000999,-0.001002296889,0,0,1.776356839e-15
0.5,reliability_aligned_shunt - noisy_no_shunt,final_test_loss,50,0.01445698088,0.01372925732,0.01519350894,50,0,1.776356839e-15
0.5,reliability_aligned_shunt - noisy_no_shunt,final_test_accuracy,50,-0.000126953116,-0.000537109374,0.00030273439,18,8,0.4752397357
0.5,reliability_aligned_shunt - shuffled_shunt,one_step_test_loss_decrease,50,4.83465216e-06,-5.817180133e-05,7.110567471e-05,25,0,0.7813934754
0.5,reliability_aligned_shunt - shuffled_shunt,final_test_loss,50,-0.000489462754,-0.001104085066,0.000137449832,20,0,0.0755620669
0.5,reliability_aligned_shunt - shuffled_shunt,final_test_accuracy,50,0.000136718756,-0.000234374996,0.000546875008,19,13,0.5494075936
0.5,reliability_aligned_shunt - anti_aligned_shunt,one_step_test_loss_decrease,50,7.789182042e-05,-1.974703453e-05,0.0001752069151,30,0,0.2260100303
0.5,reliability_aligned_shunt - anti_aligned_shunt,final_test_loss,50,-0.000408606282,-0.001269408457,0.0004572223905,21,0,0.3136656411
0.5,reliability_aligned_shunt - anti_aligned_shunt,final_test_accuracy,50,0.000605468764,0.00012695314,0.00116210938,24,12,0.02725604084
0.5,reliability_aligned_shunt - explicit_point_gate,one_step_test_loss_decrease,50,0,0,0,0,50,1
0.5,reliability_aligned_shunt - explicit_point_gate,final_test_loss,50,0,0,0,0,50,1
0.5,reliability_aligned_shunt - explicit_point_gate,final_test_accuracy,50,0,0,0,0,50,1
0.5,aligned_clean_credit - exact_clean_bp,one_step_test_loss_decrease,50,-0.0014078645,-0.001457878009,-0.001359492972,0,0,1.776356839e-15
0.5,aligned_clean_credit - exact_clean_bp,final_test_loss,50,0.0160994926,0.01542022648,0.01678084696,50,0,1.776356839e-15
0.5,aligned_clean_credit - exact_clean_bp,final_test_accuracy,50,-0.0005859375,-0.0008496093901,-0.000312500006,12,4,0.0003518421952
1,reliability_aligned_shunt - best_global_shunt,one_step_test_loss_decrease,50,0.0006151324319,0.0005303372147,0.0007011113259,49,0,3.552713679e-15
1,reliability_aligned_shunt - best_global_shunt,final_test_loss,50,-0.00687787862,-0.007597763595,-0.006153169085,0,0,1.776356839e-15
1,reliability_aligned_shunt - best_global_shunt,final_test_accuracy,50,0.000820312502,0.000273437502,0.001455078126,26,12,0.008018151293
1,reliability_aligned_shunt - noisy_no_shunt,one_step_test_loss_decrease,50,-0.001099151565,-0.001311354246,-0.0008672414985,5,0,7.237197508e-10
1,reliability_aligned_shunt - noisy_no_shunt,final_test_loss,50,0.0141939185,0.01326529709,0.01514941627,50,0,1.776356839e-15
1,reliability_aligned_shunt - noisy_no_shunt,final_test_accuracy,50,0.000527343742,-0.000117187508,0.001240234366,19,6,0.6649417944
1,reliability_aligned_shunt - shuffled_shunt,one_step_test_loss_decrease,50,0.0001492172282,-2.051689264e-05,0.0003402476516,28,0,0.2373529878
1,reliability_aligned_shunt - shuffled_shunt,final_test_loss,50,-0.001559449344,-0.00281556614,-0.0003442050085,19,0,0.03368779385
1,reliability_aligned_shunt - shuffled_shunt,final_test_accuracy,50,0.000146484372,-0.0006542968761,0.001142578118,13,13,0.2008258394
1,reliability_aligned_shunt - anti_aligned_shunt,one_step_test_loss_decrease,50,0.000208067911,-1.442466358e-05,0.000449603846,28,0,0.2373529878
1,reliability_aligned_shunt - anti_aligned_shunt,final_test_loss,50,-0.001646211748,-0.003138041033,-0.0001170660356,14,0,0.02237794256
1,reliability_aligned_shunt - anti_aligned_shunt,final_test_accuracy,50,0.000625000004,-0.0001855468781,0.00153344728,17,8,0.8558619382
1,reliability_aligned_shunt - explicit_point_gate,one_step_test_loss_decrease,50,0,0,0,0,50,1
1,reliability_aligned_shunt - explicit_point_gate,final_test_loss,50,0,0,0,0,50,1
1,reliability_aligned_shunt - explicit_point_gate,final_test_accuracy,50,0,0,0,0,50,1
1,aligned_clean_credit - exact_clean_bp,one_step_test_loss_decrease,50,-0.001526995618,-0.001581697748,-0.001475813958,0,0,1.776356839e-15
1,aligned_clean_credit - exact_clean_bp,final_test_loss,50,0.01747713846,0.01653510721,0.01846955039,50,0,1.776356839e-15
1,aligned_clean_credit - exact_clean_bp,final_test_accuracy,50,-0.000283203122,-0.000566406254,1.9531252e-05,15,10,0.03488883113
1.5,reliability_aligned_shunt - best_global_shunt,one_step_test_loss_decrease,50,0.001334411196,0.001224991251,0.001443713886,50,0,1.776356839e-15
1.5,reliability_aligned_shunt - best_global_shunt,final_test_loss,50,-0.01500278084,-0.01618825129,-0.01384090629,0,0,1.776356839e-15
1.5,reliability_aligned_shunt - best_global_shunt,final_test_accuracy,50,0.001015625006,0.000468749998,0.00161132814,32,4,0.001897374682
1.5,reliability_aligned_shunt - noisy_no_shunt,one_step_test_loss_decrease,50,-0.000157875896,-0.0006503719735,0.000385095182,17,0,0.1031659977
1.5,reliability_aligned_shunt - noisy_no_shunt,final_test_loss,50,0.00996434972,0.008361265275,0.0115673349,47,0,2.486899575e-14
1.5,reliability_aligned_shunt - noisy_no_shunt,final_test_accuracy,50,0.002587890614,0.001240234362,0.004189453108,30,2,0.002545115278
1.5,reliability_aligned_shunt - shuffled_shunt,one_step_test_loss_decrease,50,0.0006762180086,0.0003258062561,0.00105782685,31,0,0.004606102328
1.5,reliability_aligned_shunt - shuffled_shunt,final_test_loss,50,-0.003888634438,-0.005464741275,-0.002328130562,15,0,1.875907268e-05
1.5,reliability_aligned_shunt - shuffled_shunt,final_test_accuracy,50,0.001328124984,0.000205078106,0.00280273435,21,7,0.1954724863
1.5,reliability_aligned_shunt - anti_aligned_shunt,one_step_test_loss_decrease,50,0.001219257547,0.0006935667286,0.001800247316,33,0,0.0001302957842
1.5,reliability_aligned_shunt - anti_aligned_shunt,final_test_loss,50,-0.007005305764,-0.009253479603,-0.004776770406,10,0,3.992023654e-07
1.5,reliability_aligned_shunt - anti_aligned_shunt,final_test_accuracy,50,0.003642578124,0.001796875,0.005693359378,25,5,0.003891551056
1.5,reliability_aligned_shunt - explicit_point_gate,one_step_test_loss_decrease,50,0,0,0,0,50,1
1.5,reliability_aligned_shunt - explicit_point_gate,final_test_loss,50,0,0,0,0,50,1
1.5,reliability_aligned_shunt - explicit_point_gate,final_test_accuracy,50,0,0,0,0,50,1
1.5,aligned_clean_credit - exact_clean_bp,one_step_test_loss_decrease,50,-0.001634257356,-0.001693550259,-0.001578459318,0,0,1.776356839e-15
1.5,aligned_clean_credit - exact_clean_bp,final_test_loss,50,0.01842144885,0.01727449424,0.01962625191,50,0,1.776356839e-15
1.5,aligned_clean_credit - exact_clean_bp,final_test_accuracy,50,9.765622e-06,-0.000292968754,0.000322265628,20,10,0.6315674626
2,reliability_aligned_shunt - best_global_shunt,one_step_test_loss_decrease,50,0.001913093169,0.001789080132,0.002037913801,50,0,1.776356839e-15
2,reliability_aligned_shunt - best_global_shunt,final_test_loss,50,-0.01905200685,-0.02055291058,-0.01755227763,0,0,1.776356839e-15
2,reliability_aligned_shunt - best_global_shunt,final_test_accuracy,50,-0.000351562516,-0.000722656266,3.906248e-05,13,9,0.02706098221
2,reliability_aligned_shunt - noisy_no_shunt,one_step_test_loss_decrease,50,0.0009471050128,0.0001137655614,0.00191354938,28,0,0.2490848991
2,reliability_aligned_shunt - noisy_no_shunt,final_test_loss,50,0.00380983674,0.001367345448,0.006035657158,36,0,0.0002738644978
2,reliability_aligned_shunt - noisy_no_shunt,final_test_accuracy,50,0.00339843748,0.001240234348,0.005927734364,24,5,0.03923447936
2,reliability_aligned_shunt - shuffled_shunt,one_step_test_loss_decrease,50,0.0006216577362,0.0001352128667,0.001147553718,25,0,0.2150524562
2,reliability_aligned_shunt - shuffled_shunt,final_test_loss,50,-0.00670675432,-0.008550435198,-0.004954557666,6,0,3.134559279e-10
2,reliability_aligned_shunt - shuffled_shunt,final_test_accuracy,50,0.001289062484,-3.930666425e-05,0.002988281228,18,5,0.9684464197
2,reliability_aligned_shunt - anti_aligned_shunt,one_step_test_loss_decrease,50,0.00230624235,0.001449149773,0.003261759134,38,0,2.231043586e-06
2,reliability_aligned_shunt - anti_aligned_shunt,final_test_loss,50,-0.01366113294,-0.01656084465,-0.01079451906,5,0,3.614886168e-12
2,reliability_aligned_shunt - anti_aligned_shunt,final_test_accuracy,50,0.004033203108,0.001601562488,0.006914306638,23,1,0.0915078698
2,reliability_aligned_shunt - explicit_point_gate,one_step_test_loss_decrease,50,0,0,0,0,50,1
2,reliability_aligned_shunt - explicit_point_gate,final_test_loss,50,0,0,0,0,50,1
2,reliability_aligned_shunt - explicit_point_gate,final_test_accuracy,50,0,0,0,0,50,1
2,aligned_clean_credit - exact_clean_bp,one_step_test_loss_decrease,50,-0.001701870994,-0.001763470345,-0.001644015041,0,0,1.776356839e-15
2,aligned_clean_credit - exact_clean_bp,final_test_loss,50,0.01893244413,0.01766358921,0.02024797872,50,0,1.776356839e-15
2,aligned_clean_credit - exact_clean_bp,final_test_accuracy,50,0.00014648437,-0.00014648439,0.0004492187601,22,9,0.6390638445
