seed,reliability_heterogeneity,branch,signal_energy,noise_energy,signal_to_noise,optimal_reliability_gain,coefficient_noise_sd
7107,1,4,3.676694517e-05,2.762952443e-05,1.330712197,0.5709465969,1.06912909
7107,1,5,2.076349371e-05,8.811462913e-06,2.356418442,0.7020633699,0.5998907754
7107,1,6,3.404928306e-05,8.159945976e-06,4.172733884,0.8066786302,0.5752518085
7107,1,7,2.278607005e-05,3.083759244e-06,7.389056099,0.880797078,0.3577417536
7107,1.5,0,3.033690964e-05,0.0006093331186,0.04978706837,0.04742587318,5.000092063
7107,1.5,1,4.079196572e-05,0.0003477007814,0.1173191661,0.105000585,3.761885277
7107,1.5,2,3.815786405e-05,0.0001380265637,0.2764530466,0.2165790958,2.36931522
7107,1.5,3,2.396421252e-05,3.678657618e-05,0.6514390575,0.3944675128,1.239338114
7107,1.5,4,3.676694517e-05,2.395142411e-05,1.535063009,0.6055324872,0.9954263021
7107,1.5,5,2.076349371e-05,5.740131096e-06,3.617250785,0.7834209042,0.4841824911
7107,1.5,6,3.404928306e-05,3.994633495e-06,8.523756461,0.894999415,0.4024878925
7107,1.5,7,2.278607005e-05,1.134451627e-06,20.08553692,0.9525741268,0.2169813418
7107,2,0,3.033690964e-05,0.001656339144,0.01831563889,0.03,8.24375814
7107,2,1,4.079196572e-05,0.0007102577984,0.05743261927,0.05431326613,5.376637035
7107,2,2,3.815786405e-05,0.0002118794722,0.1800923121,0.1526086648,2.93552611
7107,2,3,2.396421252e-05,4.243570657e-05,0.564718122,0.3609072548,1.331100481
7107,2,4,3.676694517e-05,2.076296023e-05,1.770794952,0.6390927452,0.9268043798
7107,2,5,2.076349371e-05,3.739345591e-06,5.552707876,0.8473913352,0.3907922813
7107,2,6,3.404928306e-05,1.95553951e-06,17.41170806,0.9456867339,0.281609725
7107,2,7,2.278607005e-05,4.173414307e-07,54.59815003,0.98201379,0.1316058364
7108,0,0,1.931912593e-05,1.931912593e-05,1,0.5,0.8902760321
7108,0,1,2.084393018e-05,2.084393018e-05,1,0.5,0.9270215406
7108,0,2,2.911069601e-05,2.911069601e-05,1,0.5,1.094476308
7108,0,3,4.237382116e-05,4.237382116e-05,1,0.5,1.326207842
7108,0,4,3.681699933e-05,3.681699933e-05,1,0.5,1.231254805
7108,0,5,2.508664825e-05,2.508664825e-05,1,0.5,1.021457876
7108,0,6,3.109001452e-05,3.109001452e-05,1,0.5,1.137048757
7108,0,7,3.075051056e-05,3.075051056e-05,1,0.5,1.123976883
7108,0.5,0,1.931912593e-05,5.251482897e-05,0.3678794412,0.2689414214,1.467817031
7108,0.5,1,2.084393018e-05,4.257846043e-05,0.4895416596,0.3286525465,1.324936297
7108,0.5,2,2.911069601e-05,4.468675262e-05,0.6514390575,0.3944675128,1.356030533
7108,0.5,3,4.237382116e-05,4.888095679e-05,0.8668778998,0.4643463292,1.424402168
7108,0.5,4,3.681699933e-05,3.191584305e-05,1.153564995,0.5356536708,1.146375521
7108,0.5,5,2.508664825e-05,1.634242249e-05,1.535063009,0.6055324872,0.8244367796
7108,0.5,6,3.109001452e-05,1.52198573e-05,2.04272707,0.6713474535,0.7955617888
7108,0.5,7,3.075051056e-05,1.131248064e-05,2.718281828,0.7310585786,0.6817264405
7108,1,0,1.931912593e-05,0.0001427501053,0.1353352832,0.119202922,2.42002116
7108,1,1,2.084393018e-05,8.697617374e-05,0.2396510364,0.1933213698,1.893651996
7108,1,2,2.911069601e-05,6.859698096e-05,0.4243728457,0.2979366301,1.680090096
7108,1,3,4.237382116e-05,5.638736066e-05,0.7514772931,0.4290534031,1.529866943
7108,1,4,3.681699933e-05,2.766713899e-05,1.330712197,0.5709465969,1.067347579
7108,1,5,2.508664825e-05,1.064609231e-05,2.356418442,0.7020633699,0.6654175561
7108,1,6,3.109001452e-05,7.450754203e-06,4.172733884,0.8066786302,0.5566327354
7108,1,7,3.075051056e-05,4.161629056e-06,7.389056099,0.880797078,0.4134879877
7108,1.5,0,1.931912593e-05,0.0003880350173,0.04978706837,0.04742587318,3.989940363
7108,1.5,1,2.084393018e-05,0.0001776685846,0.1173191661,0.105000585,2.70648324
7108,1.5,2,2.911069601e-05,0.000105300688,0.2764530466,0.2165790958,2.08159231
7108,1.5,3,4.237382116e-05,6.504648542e-05,0.6514390575,0.3944675128,1.64314048
7108,1.5,4,3.681699933e-05,2.398403134e-05,1.535063009,0.6055324872,0.9937676041
7108,1.5,5,2.508664825e-05,6.935280338e-06,3.617250785,0.7834209042,0.5370703187
7108,1.5,6,3.109001452e-05,3.647454578e-06,8.523756461,0.894999415,0.3894606383
7108,1.5,7,3.075051056e-05,1.530977771e-06,20.08553692,0.9525741268,0.250793142
7108,2,0,1.931912593e-05,0.001054788536,0.01831563889,0.03,6.578299545
7108,2,1,2.084393018e-05,0.0003629284272,0.05743261927,0.05431326613,3.868214193
7108,2,2,2.911069601e-05,0.000161643191,0.1800923121,0.1526086648,2.579044158
7108,2,3,4.237382116e-05,7.503534862e-05,0.564718122,0.3609072548,1.764800952
7108,2,4,3.681699933e-05,2.079122672e-05,1.770794952,0.6390927452,0.9252600279
7108,2,5,2.508664825e-05,4.517912487e-06,5.552707876,0.8473913352,0.4334789856
7108,2,6,3.109001452e-05,1.785580967e-06,17.41170806,0.9456867339,0.272494913
7108,2,7,3.075051056e-05,5.63215247e-07,54.59815003,0.98201379,0.1521137298
7109,0,0,3.767418815e-05,3.767418815e-05,1,0.5,1.254481388
7109,0,1,2.894932947e-05,2.894932947e-05,1,0.5,1.100885104
7109,0,2,2.418218025e-05,2.418218025e-05,1,0.5,1.002353798
7109,0,3,2.80121981e-05,2.80121981e-05,1,0.5,1.078962498
7109,0,4,2.302245035e-05,2.302245035e-05,1,0.5,0.9797749189
7109,0,5,2.331028097e-05,2.331028097e-05,1,0.5,0.9857344982
7109,0,6,3.845447385e-05,3.845447385e-05,1,0.5,1.254877735
7109,0,7,3.252967008e-05,3.252967008e-05,1,0.5,1.153959758
7109,0.5,0,3.767418815e-05,0.0001024090611,0.3678794412,0.2689414214,2.068290148
7109,0.5,1,2.894932947e-05,5.913557897e-05,0.4895416596,0.3286525465,1.573429062
7109,0.5,2,2.418218025e-05,3.712117039e-05,0.6514390575,0.3944675128,1.241892898
7109,0.5,3,2.80121981e-05,3.231389116e-05,0.8668778998,0.4643463292,1.158850425
7109,0.5,4,2.302245035e-05,1.995765341e-05,1.153564995,0.5356536708,0.9122319595
7109,0.5,5,2.331028097e-05,1.518522747e-05,1.535063009,0.6055324872,0.7956038073
7109,0.5,6,3.845447385e-05,1.882506694e-05,2.04272707,0.6713474535,0.8780034889
7109,0.5,7,3.252967008e-05,1.196699685e-05,2.718281828,0.7310585786,0.6999119731
7109,1,0,3.767418815e-05,0.0002783766897,0.1353352832,0.119202922,3.410033961
7109,1,1,2.894932947e-05,0.000120797848,0.2396510364,0.1933213698,2.248807804
7109,1,2,2.418218025e-05,5.698333552e-05,0.4243728457,0.2979366301,1.538676237
7109,1,3,2.80121981e-05,3.727617369e-05,0.7514772931,0.4290534031,1.244653368
7109,1,4,2.302245035e-05,1.730084867e-05,1.330712197,0.5709465969,0.8493452239
7109,1,5,2.331028097e-05,9.892250269e-06,2.356418442,0.7020633699,0.6421459525
7109,1,6,3.845447385e-05,9.215654513e-06,4.172733884,0.8066786302,0.6143149289
7109,1,7,3.252967008e-05,4.402412114e-06,7.389056099,0.880797078,0.4245180708
7109,1.5,0,3.767418815e-05,0.0007567062972,0.04978706837,0.04742587318,5.622195526
7109,1.5,1,2.894932947e-05,0.0002467570341,0.1173191661,0.105000585,3.214086138
7109,1.5,2,2.418218025e-05,8.74730105e-05,0.2764530466,0.2165790958,1.906383849
7109,1.5,3,2.80121981e-05,4.300048911e-05,0.6514390575,0.3944675128,1.336809284
7109,1.5,4,2.302245035e-05,1.499772336e-05,1.535063009,0.6055324872,0.7907937251
7109,1.5,5,2.331028097e-05,6.444198192e-06,3.617250785,0.7834209042,0.5182873944
7109,1.5,6,3.845447385e-05,4.511446804e-06,8.523756461,0.894999415,0.429819285
7109,1.5,7,3.252967008e-05,1.619556908e-06,20.08553692,0.9525741268,0.2574832255
7109,2,0,3.767418815e-05,0.002056940977,0.01831563889,0.03,9.269433351
7109,2,1,2.894932947e-05,0.0005040572733,0.05743261927,0.05431326613,4.593700576
7109,2,2,2.418218025e-05,0.0001342765827,0.1800923121,0.1526086648,2.361964975
7109,2,3,2.80121981e-05,4.9603859e-05,0.564718122,0.3609072548,1.435788556
7109,2,4,2.302245035e-05,1.300119493e-05,1.770794952,0.6390927452,0.7362786039
7109,2,5,2.331028097e-05,4.198002397e-06,5.552707876,0.8473913352,0.4183189541
7109,2,6,3.845447385e-05,2.208541156e-06,17.41170806,0.9456867339,0.3007327498
7109,2,7,3.252967008e-05,5.958016903e-07,54.59815003,0.98201379,0.1561714706
7110,0,0,2.403507875e-05,2.403507875e-05,1,0.5,1.007975958
7110,0,1,2.578814872e-05,2.578814872e-05,1,0.5,1.026103221
7110,0,2,2.348282022e-05,2.348282022e-05,1,0.5,0.9789286153
7110,0,3,2.72338479e-05,2.72338479e-05,1,0.5,1.063801994
7110,0,4,2.048265618e-05,2.048265618e-05,1,0.5,0.9180608189
7110,0,5,1.798248425e-05,1.798248425e-05,1,0.5,0.8628083006
7110,0,6,3.317714637e-05,3.317714637e-05,1,0.5,1.161687368
7110,0,7,2.937139262e-05,2.937139262e-05,1,0.5,1.099030607
7110,0.5,0,2.403507875e-05,6.533411781e-05,0.3678794412,0.2689414214,1.661871402
7110,0.5,1,2.578814872e-05,5.267814948e-05,0.4895416596,0.3286525465,1.466547801
7110,0.5,2,2.348282022e-05,3.604760867e-05,0.6514390575,0.3944675128,1.212869645
7110,0.5,3,2.72338479e-05,3.141601362e-05,0.8668778998,0.4643463292,1.142567415
7110,0.5,4,2.048265618e-05,1.775596197e-05,1.153564995,0.5356536708,0.8547722579
7110,0.5,5,1.798248425e-05,1.171449259e-05,1.535063009,0.6055324872,0.6963878917
7110,0.5,6,3.317714637e-05,1.624159529e-05,2.04272707,0.6713474535,0.8128007486
7110,0.5,7,2.937139262e-05,1.08051315e-05,2.718281828,0.7310585786,0.6665957588
7110,1,0,2.403507875e-05,0.0001775965452,0.1353352832,0.119202922,2.73996273
7110,1,1,2.578814872e-05,0.000107607082,0.2396510364,0.1933213698,2.096048826
7110,1,2,2.348282022e-05,5.533535064e-05,0.4243728457,0.2979366301,1.502717106
7110,1,3,2.72338479e-05,3.624041359e-05,0.7514772931,0.4290534031,1.227164741
7110,1,4,2.048265618e-05,1.539225102e-05,1.330712197,0.5709465969,0.7958466345
7110,1,5,1.798248425e-05,7.631278013e-06,2.356418442,0.7020633699,0.5620670262
7110,1,6,3.317714637e-05,7.950937514e-06,4.172733884,0.8066786302,0.5686943622
7110,1,7,2.937139262e-05,3.974985739e-06,7.389056099,0.880797078,0.4043107654
7110,1.5,0,2.403507875e-05,0.0004827574617,0.04978706837,0.04742587318,4.517434834
7110,1.5,1,2.578814872e-05,0.0002198118993,0.1173191661,0.105000585,2.995756892
7110,1.5,2,2.348282022e-05,8.494324986e-05,0.2764530466,0.2165790958,1.861831327
7110,1.5,3,2.72338479e-05,4.180567251e-05,0.6514390575,0.3944675128,1.318025774
7110,1.5,4,2.048265618e-05,1.334320224e-05,1.535063009,0.6055324872,0.7409831797
7110,1.5,5,1.798248425e-05,4.971312557e-06,3.617250785,0.7834209042,0.4536542718
7110,1.5,6,3.317714637e-05,3.892315146e-06,8.523756461,0.894999415,0.3978998274
7110,1.5,7,2.937139262e-05,1.462315532e-06,20.08553692,0.9525741268,0.2452268752
7110,2,0,2.403507875e-05,0.001312270836,0.01831563889,0.03,7.447990901
7110,2,1,2.578814872e-05,0.000449015717,0.05743261927,0.05431326613,4.281655678
7110,2,2,2.348282022e-05,0.0001303932408,0.1800923121,0.1526086648,2.306765443
7110,2,3,2.72338479e-05,4.82255604e-05,0.564718122,0.3609072548,1.415614289
7110,2,4,2.048265618e-05,1.156692713e-05,1.770794952,0.6390927452,0.689901859
7110,2,5,1.798248425e-05,3.238507167e-06,5.552707876,0.8473913352,0.3661524138
7110,2,6,3.317714637e-05,1.905450416e-06,17.41170806,0.9456867339,0.2783995818
7110,2,7,2.937139262e-05,5.379558208e-07,54.59815003,0.98201379,0.1487376184
7111,0,0,3.112472201e-05,3.112472201e-05,1,0.5,1.135365118
7111,0,1,3.692202261e-05,3.692202261e-05,1,0.5,1.237487797
7111,0,2,2.42467977e-05,2.42467977e-05,1,0.5,1.009764041
7111,0,3,3.479789386e-05,3.479789386e-05,1,0.5,1.191575089
7111,0,4,2.312534969e-05,2.312534969e-05,1,0.5,0.9740903933
7111,0,5,2.280414127e-05,2.280414127e-05,1,0.5,0.972069724
7111,0,6,2.281149141e-05,2.281149141e-05,1,0.5,0.9749291363
7111,0,7,2.140751401e-05,2.140751401e-05,1,0.5,0.9471828602
7111,0.5,0,3.112472201e-05,8.460576625e-05,0.3678794412,0.2689414214,1.871900621
7111,0.5,1,3.692202261e-05,7.542161508e-05,0.4895416596,0.3286525465,1.768667099
7111,0.5,2,2.42467977e-05,3.722036224e-05,0.6514390575,0.3944675128,1.251074016
7111,0.5,3,3.479789386e-05,4.014163225e-05,0.8668778998,0.4643463292,1.279801014
7111,0.5,4,2.312534969e-05,2.004685457e-05,1.153564995,0.5356536708,0.9069393093
7111,0.5,5,2.280414127e-05,1.48555083e-05,1.535063009,0.6055324872,0.7845747256
7111,0.5,6,2.281149141e-05,1.116717536e-05,2.04272707,0.6713474535,0.6821311426
7111,0.5,7,2.140751401e-05,7.875384291e-06,2.718281828,0.7310585786,0.5744954451
7111,1,0,3.112472201e-05,0.000229982317,0.1353352832,0.119202922,3.08624237
7111,1,1,3.692202261e-05,0.0001540657748,0.2396510364,0.1933213698,2.527849821
7111,1,2,2.42467977e-05,5.713560126e-05,0.4243728457,0.2979366301,1.550051427
7111,1,3,3.479789386e-05,4.63059818e-05,0.7514772931,0.4290534031,1.374559312
7111,1,4,2.312534969e-05,1.737817518e-05,1.330712197,0.5709465969,0.8444174343
7111,1,5,2.280414127e-05,9.677458323e-06,2.356418442,0.7020633699,0.6332441849
7111,1,6,2.281149141e-05,5.466797559e-06,4.172733884,0.8066786302,0.4772684274
7111,1,7,2.140751401e-05,2.897191972e-06,7.389056099,0.880797078,0.3484491013
7111,1.5,0,3.112472201e-05,0.0006251567531,0.04978706837,0.04742587318,5.088353442
7111,1.5,1,3.692202261e-05,0.0003147143288,0.1173191661,0.105000585,3.61290416
7111,1.5,2,2.42467977e-05,8.770674801e-05,0.2764530466,0.2165790958,1.920477443
7111,1.5,3,3.479789386e-05,5.341695966e-05,0.6514390575,0.3944675128,1.47633365
7111,1.5,4,2.312534969e-05,1.5064756e-05,1.535063009,0.6055324872,0.7862056436
7111,1.5,5,2.280414127e-05,6.304274329e-06,3.617250785,0.7834209042,0.5111026198
7111,1.5,6,2.281149141e-05,2.676225149e-06,8.523756461,0.894999415,0.3339316116
7111,1.5,7,2.140751401e-05,1.065817364e-06,20.08553692,0.9525741268,0.2113450633
7111,2,0,3.112472201e-05,0.001699352242,0.01831563889,0.03,8.389276553
7111,2,1,3.692202261e-05,0.0006428754789,0.05743261927,0.05431326613,5.163707259
7111,2,2,2.42467977e-05,0.0001346353845,0.1800923121,0.1526086648,2.379426609
7111,2,3,3.479789386e-05,6.16199348e-05,0.564718122,0.3609072548,1.585643505
7111,2,4,2.312534969e-05,1.305930404e-05,1.770794952,0.6390927452,0.732006812
7111,2,5,2.280414127e-05,4.106850527e-06,5.552707876,0.8473913352,0.412519995
7111,2,6,2.281149141e-05,1.310123701e-06,17.41170806,0.9456867339,0.233642778
7111,2,7,2.140751401e-05,3.920922961e-07,54.59815003,0.98201379,0.1281872607
7112,0,0,3.230150242e-05,3.230150242e-05,1,0.5,1.155177233
7112,0,1,3.527703919e-05,3.527703919e-05,1,0.5,1.203579759
7112,0,2,2.918831422e-05,2.918831422e-05,1,0.5,1.095375884
7112,0,3,2.0068644e-05,2.0068644e-05,1,0.5,0.9085541751
7112,0,4,3.338167397e-05,3.338167397e-05,1,0.5,1.17034646
7112,0,5,2.658131807e-05,2.658131807e-05,1,0.5,1.056432623
7112,0,6,2.036593048e-05,2.036593048e-05,1,0.5,0.9211586753
7112,0,7,2.326188495e-05,2.326188495e-05,1,0.5,0.9796588353
7112,0.5,0,3.230150242e-05,8.780458705e-05,0.3678794412,0.2689414214,1.904565275
7112,0.5,1,3.527703919e-05,7.20613629e-05,0.4895416596,0.3286525465,1.720204374
7112,0.5,2,2.918831422e-05,4.480590147e-05,0.6514390575,0.3944675128,1.357145085
7112,0.5,3,2.0068644e-05,2.315048522e-05,0.8668778998,0.4643463292,0.9758248261
7112,0.5,4,3.338167397e-05,2.893783542e-05,1.153564995,0.5356536708,1.089666028
7112,0.5,5,2.658131807e-05,1.731610879e-05,1.535063009,0.6055324872,0.8526655182
7112,0.5,6,2.036593048e-05,9.969971403e-06,2.04272707,0.6713474535,0.6445094276
7112,0.5,7,2.326188495e-05,8.557569237e-06,2.718281828,0.7310585786,0.5941931197
7112,1,0,3.230150242e-05,0.0002386776134,0.1353352832,0.119202922,3.14009728
7112,1,1,3.527703919e-05,0.0001472016967,0.2396510364,0.1933213698,2.458584956
7112,1,2,2.918831422e-05,6.877988194e-05,0.4243728457,0.2979366301,1.681471
7112,1,3,2.0068644e-05,2.670558936e-05,0.7514772931,0.4290534031,1.048076292
7112,1,4,3.338167397e-05,2.508556999e-05,1.330712197,0.5709465969,1.014547481
7112,1,5,2.658131807e-05,1.128038959e-05,2.356418442,0.7020633699,0.688201472
7112,1,6,2.036593048e-05,4.880716347e-06,4.172733884,0.8066786302,0.4509455466
7112,1,7,2.326188495e-05,3.148153789e-06,7.389056099,0.880797078,0.3603963449
7112,1.5,0,3.230150242e-05,0.0006487930195,0.04978706837,0.04742587318,5.177145178
7112,1.5,1,3.527703919e-05,0.0003006928907,0.1173191661,0.105000585,3.513908042
7112,1.5,2,2.918831422e-05,0.0001055814525,0.2764530466,0.2165790958,2.083303219
7112,1.5,3,2.0068644e-05,3.080663306e-05,0.6514390575,0.3944675128,1.125677361
7112,1.5,4,3.338167397e-05,2.174612623e-05,1.535063009,0.6055324872,0.9446073978
7112,1.5,5,2.658131807e-05,7.348486364e-06,3.617250785,0.7834209042,0.5554596216
7112,1.5,6,2.036593048e-05,2.38931398e-06,8.523756461,0.894999415,0.3155142148
7112,1.5,7,2.326188495e-05,1.158141056e-06,20.08553692,0.9525741268,0.2185914328
7112,2,0,3.230150242e-05,0.001763602275,0.01831563889,0.03,8.535669377
7112,2,1,3.527703919e-05,0.0006142335076,0.05743261927,0.05431326613,5.022218044
7112,2,2,2.918831422e-05,0.0001620741823,0.1800923121,0.1526086648,2.581163934
7112,2,3,2.0068644e-05,3.55374535e-05,0.564718122,0.3609072548,1.209024123
7112,2,4,3.338167397e-05,1.885123623e-05,1.770794952,0.6390927452,0.8794887895
7112,2,5,2.658131807e-05,4.787091031e-06,5.552707876,0.8473913352,0.4483213183
7112,2,6,2.036593048e-05,1.169668731e-06,17.41170806,0.9456867339,0.2207566313
7112,2,7,2.326188495e-05,4.260562847e-07,54.59815003,0.98201379,0.132582406
7113,0,0,2.251170506e-05,2.251170506e-05,1,0.5,0.9696579348
7113,0,1,2.716082201e-05,2.716082201e-05,1,0.5,1.055884347
7113,0,2,2.963935026e-05,2.963935026e-05,1,0.5,1.108162999
7113,0,3,2.844597408e-05,2.844597408e-05,1,0.5,1.088961359
7113,0,4,2.50294782e-05,2.50294782e-05,1,0.5,1.013796915
7113,0,5,2.156811565e-05,2.156811565e-05,1,0.5,0.9462330313
7113,0,6,3.198176278e-05,3.198176278e-05,1,0.5,1.140702272
7113,0,7,2.288902564e-05,2.288902564e-05,1,0.5,0.9702624456
7113,0.5,0,2.251170506e-05,6.119315878e-05,0.3678794412,0.2689414214,1.598695662
7113,0.5,1,2.716082201e-05,5.548214637e-05,0.4895416596,0.3286525465,1.509112178
7113,0.5,2,2.963935026e-05,4.54982702e-05,0.6514390575,0.3944675128,1.372988022
7113,0.5,3,2.844597408e-05,3.281427994e-05,0.8668778998,0.4643463292,1.169589616
7113,0.5,4,2.50294782e-05,2.16975015e-05,1.153564995,0.5356536708,0.9439085737
7113,0.5,5,2.156811565e-05,1.405031293e-05,1.535063009,0.6055324872,0.7637214723
7113,0.5,6,3.198176278e-05,1.565640523e-05,2.04272707,0.6713474535,0.7981180527
7113,0.5,7,2.288902564e-05,8.42040196e-06,2.718281828,0.7310585786,0.5884939212
7113,1,0,2.251170506e-05,0.0001663402516,0.1353352832,0.119202922,2.635803544
7113,1,1,2.716082201e-05,0.0001133348823,0.2396510364,0.1933213698,2.156883538
7113,1,2,2.963935026e-05,6.984271157e-05,0.4243728457,0.2979366301,1.701100028
7113,1,3,2.844597408e-05,3.785340467e-05,0.7514772931,0.4290534031,1.256187704
7113,1,4,2.50294782e-05,1.880908453e-05,1.330712197,0.5709465969,0.8788381404
7113,1,5,2.156811565e-05,9.152922612e-06,2.356418442,0.7020633699,0.6164131541
7113,1,6,3.198176278e-05,7.664462597e-06,4.172733884,0.8066786302,0.5584212831
7113,1,7,2.288902564e-05,3.097692767e-06,7.389056099,0.880797078,0.3569396063
7113,1.5,0,2.251170506e-05,0.0004521596831,0.04978706837,0.04742587318,4.345705368
7113,1.5,1,2.716082201e-05,0.0002315122321,0.1173191661,0.105000585,3.082704298
7113,1.5,2,2.963935026e-05,0.000107212963,0.2764530466,0.2165790958,2.107623125
7113,1.5,3,2.844597408e-05,4.366636257e-05,0.6514390575,0.3944675128,1.349197639
7113,1.5,4,2.50294782e-05,1.630517969e-05,1.535063009,0.6055324872,0.818253482
7113,1.5,5,2.156811565e-05,5.96257128e-06,3.617250785,0.7834209042,0.4975179962
7113,1.5,6,3.198176278e-05,3.752073739e-06,8.523756461,0.894999415,0.390712036
7113,1.5,7,2.288902564e-05,1.139577484e-06,20.08553692,0.9525741268,0.2164948149
7113,2,0,2.251170506e-05,0.00122909745,0.01831563889,0.03,7.164856877
7113,2,1,2.716082201e-05,0.0004729163036,0.05743261927,0.05431326613,4.40592439
7113,2,2,2.963935026e-05,0.0001645786536,0.1800923121,0.1526086648,2.611295729
7113,2,3,2.844597408e-05,5.037198731e-05,0.564718122,0.3609072548,1.449094162
7113,2,4,2.50294782e-05,1.413459992e-05,1.770794952,0.6390927452,0.7618453614
7113,2,5,2.156811565e-05,3.884251815e-06,5.552707876,0.8473913352,0.4015556042
7113,2,6,3.198176278e-05,1.836796405e-06,17.41170806,0.9456867339,0.2733704816
7113,2,7,2.288902564e-05,4.192271281e-07,54.59815003,0.98201379,0.1313107429
7114,0,0,3.306864332e-05,3.306864332e-05,1,0.5,1.161389046
7114,0,1,3.021106258e-05,3.021106258e-05,1,0.5,1.118736174
7114,0,2,2.834966442e-05,2.834966442e-05,1,0.5,1.080191474
7114,0,3,2.834268815e-05,2.834268815e-05,1,0.5,1.081425173
7114,0,4,3.400354387e-05,3.400354387e-05,1,0.5,1.178888898
7114,0,5,2.809874645e-05,2.809874645e-05,1,0.5,1.079659764
7114,0,6,2.241043871e-05,2.241043871e-05,1,0.5,0.9659986057
7114,0,7,2.554155069e-05,2.554155069e-05,1,0.5,1.029557142
7114,0.5,0,3.306864332e-05,8.988989222e-05,0.3678794412,0.2689414214,1.914806823
7114,0.5,1,3.021106258e-05,6.171295536e-05,0.4895416596,0.3286525465,1.598942526
7114,0.5,2,2.834966442e-05,4.351852118e-05,0.6514390575,0.3944675128,1.338331957
7114,0.5,3,2.834268815e-05,3.269513291e-05,0.8668778998,0.4643463292,1.16149544
7114,0.5,4,3.400354387e-05,2.947692069e-05,1.153564995,0.5356536708,1.097619574
7114,0.5,5,2.809874645e-05,1.830462091e-05,1.535063009,0.6055324872,0.8714125565
7114,0.5,6,2.241043871e-05,1.097084336e-05,2.04272707,0.6713474535,0.6758826956
7114,0.5,7,2.554155069e-05,9.396211394e-06,2.718281828,0.7310585786,0.6244579728
7114,1,0,3.306864332e-05,0.0002443460606,0.1353352832,0.119202922,3.156982739
7114,1,1,3.021106258e-05,0.0001260627245,0.2396510364,0.1933213698,2.285272668
7114,1,2,2.834966442e-05,6.680367208e-05,0.4243728457,0.2979366301,1.658161975
7114,1,3,2.834268815e-05,3.771596083e-05,0.7514772931,0.4290534031,1.247494225
7114,1,4,3.400354387e-05,2.55528911e-05,1.330712197,0.5709465969,1.021952732
7114,1,5,2.809874645e-05,1.192434499e-05,2.356418442,0.7020633699,0.7033325393
7114,1,6,2.241043871e-05,5.370684864e-06,4.172733884,0.8066786302,0.4728965606
7114,1,7,2.554155069e-05,3.456672997e-06,7.389056099,0.880797078,0.3787529062
7114,1.5,0,3.306864332e-05,0.0006642014564,0.04978706837,0.04742587318,5.204984593
7114,1.5,1,3.021106258e-05,0.0002575117399,0.1173191661,0.105000585,3.266203182
7114,1.5,2,2.834966442e-05,0.0001025478459,0.2764530466,0.2165790958,2.054423882
7114,1.5,3,2.834268815e-05,4.350781216e-05,0.6514390575,0.3944675128,1.339860482
7114,1.5,4,3.400354387e-05,2.215123657e-05,1.535063009,0.6055324872,0.9515021512
7114,1.5,5,2.809874645e-05,7.767984064e-06,3.617250785,0.7834209042,0.5676721745
7114,1.5,6,2.241043871e-05,2.629173981e-06,8.523756461,0.894999415,0.3308727365
7114,1.5,7,2.554155069e-05,1.27163893e-06,20.08553692,0.9525741268,0.2297252501
7114,2,0,3.306864332e-05,0.001805486749,0.01831563889,0.03,8.581568812
7114,2,1,3.021106258e-05,0.000526026202,0.05743261927,0.05431326613,4.668188341
7114,2,2,2.834966442e-05,0.0001574174049,0.1800923121,0.1526086648,2.545383111
7114,2,3,2.834268815e-05,5.018908911e-05,0.564718122,0.3609072548,1.439065669
7114,2,4,3.400354387e-05,1.920241743e-05,1.770794952,0.6390927452,0.8859082378
7114,2,5,2.809874645e-05,5.060368217e-06,5.552707876,0.8473913352,0.4581782866
7114,2,6,2.241043871e-05,1.287090194e-06,17.41170806,0.9456867339,0.2315025671
7114,2,7,2.554155069e-05,4.678098191e-07,54.59815003,0.98201379,0.1393354075
7115,0,0,2.388658833e-05,2.388658833e-05,1,0.5,0.9959350915
7115,0,1,2.704449391e-05,2.704449391e-05,1,0.5,1.064083959
7115,0,2,2.460138897e-05,2.460138897e-05,1,0.5,1.009829609
7115,0,3,3.002880596e-05,3.002880596e-05,1,0.5,1.106320696
7115,0,4,2.508994809e-05,2.508994809e-05,1,0.5,1.019440185
7115,0,5,3.119389061e-05,3.119389061e-05,1,0.5,1.127038962
7115,0,6,3.464444956e-05,3.464444956e-05,1,0.5,1.192110253
7115,0,7,3.001299872e-05,3.001299872e-05,1,0.5,1.11494739
7115,0.5,0,2.388658833e-05,6.4930479e-05,0.3678794412,0.2689414214,1.64201937
7115,0.5,1,2.704449391e-05,5.52445198e-05,0.4895416596,0.3286525465,1.520831392
7115,0.5,2,2.460138897e-05,3.776468218e-05,0.6514390575,0.3944675128,1.251155252
7115,0.5,3,3.002880596e-05,3.464017939e-05,0.8668778998,0.4643463292,1.188234263
7115,0.5,4,2.508994809e-05,2.17499215e-05,1.153564995,0.5356536708,0.9491628124
7115,0.5,5,3.119389061e-05,2.03209187e-05,1.535063009,0.6055324872,0.9096531476
7115,0.5,6,3.464444956e-05,1.695990133e-05,2.04272707,0.6713474535,0.8340868058
7115,0.5,7,3.001299872e-05,1.10411652e-05,2.718281828,0.7310585786,0.6762497763
7115,1,0,2.388658833e-05,0.0001764993412,0.1353352832,0.119202922,2.707232261
7115,1,1,2.704449391e-05,0.0001128494761,0.2396510364,0.1933213698,2.173633108
