sweep,config_id,epoch,split,accuracy,strategy,core_type,use_shunting,rule_variant,error_broadcast_mode,dataset,seed
sweep_neurips_mlp_local_learning_20260219163529,config_14,11,test,0.11349999904632568,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,12,train,0.11216666549444199,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,12,valid,0.11238888651132584,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,12,test,0.11349999904632568,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,13,train,0.11216666549444199,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,13,valid,0.11238888651132584,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,13,test,0.11349999904632568,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,14,train,0.11216666549444199,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,14,valid,0.11238888651132584,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,14,test,0.11349999904632568,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,15,train,0.11233333498239517,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,15,valid,0.1124444454908371,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,15,test,0.11349999904632568,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,16,train,0.11400000005960464,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,16,valid,0.115388885140419,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,16,test,0.1168999969959259,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,17,train,0.11899999529123306,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,17,valid,0.12087036669254303,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,17,test,0.12189999967813492,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,18,train,0.14816667139530182,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,18,valid,0.15214814245700836,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,18,test,0.15399999916553497,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,19,train,0.25049999356269836,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,19,valid,0.2477777749300003,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,19,test,0.2515999972820282,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,2,train,0.11216666549444199,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,2,valid,0.11238888651132584,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,2,test,0.11349999904632568,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,20,train,0.25966665148735046,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,20,valid,0.25768518447875977,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,20,test,0.26159998774528503,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,21,train,0.29916664958000183,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,21,valid,0.3013518452644348,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,21,test,0.30489999055862427,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,22,train,0.2916666567325592,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,22,valid,0.29177775979042053,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,22,test,0.29739999771118164,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,23,train,0.3031666576862335,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,23,valid,0.306037038564682,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,23,test,0.31139999628067017,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,24,train,0.31583333015441895,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,24,valid,0.31675925850868225,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,24,test,0.3220999836921692,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,25,train,0.3188333213329315,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,25,valid,0.3202036917209625,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,25,test,0.3312000036239624,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,26,train,0.3113333284854889,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,26,valid,0.3124629557132721,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,26,test,0.3154999911785126,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,27,train,0.31833332777023315,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,27,valid,0.3232036828994751,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,27,test,0.3278999924659729,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,28,train,0.3153333365917206,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,28,valid,0.3182407319545746,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,28,test,0.3215000033378601,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,29,train,0.3343333303928375,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,29,valid,0.3329259157180786,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,29,test,0.34389999508857727,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,3,train,0.11216666549444199,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,3,valid,0.11238888651132584,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,3,test,0.11349999904632568,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,30,train,0.33916667103767395,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,30,valid,0.3427407443523407,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,30,test,0.35029998421669006,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,4,train,0.11216666549444199,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,4,valid,0.11238888651132584,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,4,test,0.11349999904632568,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,5,train,0.11216666549444199,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,5,valid,0.11238888651132584,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,5,test,0.11349999904632568,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,6,train,0.11216666549444199,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,6,valid,0.11238888651132584,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,6,test,0.11349999904632568,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,7,train,0.11216666549444199,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,7,valid,0.11238888651132584,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,7,test,0.11349999904632568,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,8,train,0.11216666549444199,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,8,valid,0.11238888651132584,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,8,test,0.11349999904632568,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,9,train,0.11216666549444199,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,9,valid,0.11238888651132584,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_14,9,test,0.11349999904632568,local_ca,dendritic_shunting,,3f,per_soma,mnist,46
sweep_neurips_mlp_local_learning_20260219163529,config_15,1,train,0.15199999511241913,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,1,valid,0.1440555453300476,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,1,test,0.14559999108314514,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,10,train,0.22349999845027924,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,10,valid,0.2167777717113495,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,10,test,0.22169999778270721,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,11,train,0.2150000035762787,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,11,valid,0.21255555748939514,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,11,test,0.22209998965263367,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,12,train,0.1979999989271164,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,12,valid,0.20075926184654236,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,12,test,0.20089998841285706,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,13,train,0.20783333480358124,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,13,valid,0.21090739965438843,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,13,test,0.21079999208450317,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,14,train,0.20616666972637177,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,14,valid,0.20929628610610962,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,14,test,0.21050000190734863,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,15,train,0.22083333134651184,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,15,valid,0.22214815020561218,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,15,test,0.22509999573230743,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,16,train,0.22499999403953552,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,16,valid,0.22833332419395447,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,16,test,0.22759999334812164,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,17,train,0.23083333671092987,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,17,valid,0.2313518524169922,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,17,test,0.2313999980688095,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,18,train,0.24433332681655884,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,18,valid,0.24375925958156586,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,18,test,0.24459999799728394,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,19,train,0.2603333294391632,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,19,valid,0.2622777819633484,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,19,test,0.26100000739097595,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,2,train,0.19200000166893005,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,2,valid,0.1875,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,2,test,0.19099999964237213,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,20,train,0.26466667652130127,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,20,valid,0.26807406544685364,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,20,test,0.26909998059272766,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,21,train,0.28716665506362915,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,21,valid,0.29088887572288513,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,21,test,0.28839999437332153,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,22,train,0.28733333945274353,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,22,valid,0.2863333225250244,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,22,test,0.28540000319480896,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,23,train,0.3228333294391632,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,23,valid,0.32346296310424805,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,23,test,0.3188000023365021,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,24,train,0.3398333191871643,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,24,valid,0.33792591094970703,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,24,test,0.3349999785423279,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,25,train,0.34849998354911804,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,25,valid,0.34644442796707153,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,25,test,0.34059998393058777,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,26,train,0.3554999828338623,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,26,valid,0.3552592396736145,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,26,test,0.3511999845504761,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,27,train,0.36683332920074463,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,27,valid,0.366129606962204,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,27,test,0.3619000017642975,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,28,train,0.36516666412353516,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,28,valid,0.3684629499912262,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,28,test,0.3642999827861786,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,29,train,0.36683332920074463,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,29,valid,0.3729074001312256,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,29,test,0.36890000104904175,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,3,train,0.10449999570846558,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,3,valid,0.1044074073433876,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,3,test,0.10279999673366547,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,30,train,0.3824999928474426,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,30,valid,0.3858703672885895,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,30,test,0.38189998269081116,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,4,train,0.08683333545923233,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,4,valid,0.09351851791143417,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,4,test,0.09129999577999115,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,5,train,0.10533333569765091,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,5,valid,0.09670370072126389,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,5,test,0.09759999811649323,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,6,train,0.17800000309944153,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,6,valid,0.17157407104969025,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,6,test,0.1736999899148941,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,7,train,0.140666663646698,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,7,valid,0.1422777771949768,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,7,test,0.1370999962091446,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,8,train,0.125,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,8,valid,0.12018518149852753,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,8,test,0.120899997651577,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,9,train,0.16966666281223297,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,9,valid,0.16640740633010864,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_15,9,test,0.1688999980688095,local_ca,dendritic_shunting,,5f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_16,1,train,0.11100000143051147,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,1,valid,0.10120370239019394,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,1,test,0.10099999606609344,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,10,train,0.15799999237060547,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,10,valid,0.14238888025283813,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,10,test,0.1460999995470047,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,11,train,0.14766666293144226,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,11,valid,0.1445370316505432,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,11,test,0.1412999927997589,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,12,train,0.18316666781902313,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,12,valid,0.1850740760564804,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,12,test,0.1858000010251999,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,13,train,0.2148333340883255,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,13,valid,0.2172962874174118,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,13,test,0.21779999136924744,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,14,train,0.22566665709018707,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,14,valid,0.2291296273469925,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,14,test,0.22869999706745148,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,15,train,0.2291666716337204,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,15,valid,0.23101851344108582,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,15,test,0.2303999960422516,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,16,train,0.22883333265781403,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,16,valid,0.23196296393871307,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,16,test,0.2321999967098236,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,17,train,0.2358333319425583,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,17,valid,0.23870369791984558,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,17,test,0.23799999058246613,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,18,train,0.250166654586792,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_16,18,valid,0.24698147177696228,local_ca,dendritic_shunting,,5f,per_soma,mnist,43
