seed,reliability_heterogeneity,branch,signal_energy,noise_energy,signal_to_noise,statistical_reliability,step_optimal_attenuation,optimal_reliability_gain,global_statistical_reliability,step_optimal_global_attenuation,coefficient_noise_sd
8110,1.5,1,2.682613499e-05,0.0002286594414,0.1173191661,0.105000585,0.21000117,0.21000117,0.1990660003,0.3981320006,3.087848737
8110,1.5,2,2.258298442e-05,8.168831813e-05,0.2764530466,0.2165790958,0.4331581915,0.4331581915,0.1990660003,0.3981320006,1.835173698
8110,1.5,3,3.126494107e-05,4.799365452e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.1990660003,0.3981320006,1.405633216
8110,1.5,4,2.014880144e-05,1.312571622e-05,1.535063009,0.6055324872,1,1,0.1990660003,0.3981320006,0.7362873466
8110,1.5,5,3.599800478e-05,9.951758094e-06,3.617250785,0.7834209042,1,1,0.1990660003,0.3981320006,0.639942388
8110,1.5,6,3.512892552e-05,4.121296248e-06,8.523756461,0.894999415,1,1,0.1990660003,0.3981320006,0.4120702184
8110,1.5,7,2.856920252e-05,1.422376839e-06,20.08553692,0.9525741268,1,1,0.1990660003,0.3981320006,0.242979002
8110,2,0,2.613718592e-05,0.001427041998,0.01831563889,0.03,0.03597241992,0.03597241992,0.09761459582,0.1952291916,7.684858373
8110,2,1,2.682613499e-05,0.0004670888309,0.05743261927,0.05431326613,0.1086265323,0.1086265323,0.09761459582,0.1952291916,4.413277029
8110,2,2,2.258298442e-05,0.0001253967154,0.1800923121,0.1526086648,0.3052173297,0.3052173297,0.09761459582,0.1952291916,2.273737265
8110,2,3,3.126494107e-05,5.536379983e-05,0.564718122,0.3609072548,0.7218145097,0.7218145097,0.09761459582,0.1952291916,1.50970831
8110,2,4,2.014880144e-05,1.137839331e-05,1.770794952,0.6390927452,1,1,0.09761459582,0.1952291916,0.6855297436
8110,2,5,3.599800478e-05,6.482963913e-06,5.552707876,0.8473913352,1,1,0.09761459582,0.1952291916,0.5165088584
8110,2,6,3.512892552e-05,2.017546205e-06,17.41170806,0.9456867339,1,1,0.09761459582,0.1952291916,0.2883142153
8110,2,7,2.856920252e-05,5.232631966e-07,54.59815003,0.98201379,1,1,0.09761459582,0.1952291916,0.1473742144
8111,0,0,4.836291163e-05,4.836291163e-05,1,0.5,1,1,0.5,1,1.393719688
8111,0,1,2.577978988e-05,2.577978988e-05,1,0.5,1,1,0.5,1,1.029906412
8111,0,2,2.450568234e-05,2.450568234e-05,1,0.5,1,1,0.5,1,1.006349162
8111,0,3,3.611856288e-05,3.611856288e-05,1,0.5,1,1,0.5,1,1.216207533
8111,0,4,3.988579057e-05,3.988579057e-05,1,0.5,1,1,0.5,1,1.27733412
8111,0,5,2.516858714e-05,2.516858714e-05,1,0.5,1,1,0.5,1,1.013821622
8111,0,6,2.438355905e-05,2.438355905e-05,1,0.5,1,1,0.5,1,0.9971894346
8111,0,7,2.835882761e-05,2.835882761e-05,1,0.5,1,1,0.5,1,1.082173015
8111,0.5,0,4.836291163e-05,0.0001314640239,0.3678794412,0.2689414214,0.5378828427,0.5378828427,0.428573124,0.857146248,2.297855296
8111,0.5,1,2.577978988e-05,5.266107466e-05,0.4895416596,0.3286525465,0.657305093,0.657305093,0.428573124,0.857146248,1.471983474
8111,0.5,2,2.450568234e-05,3.761776648e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.428573124,0.857146248,1.246843061
8111,0.5,3,3.611856288e-05,4.16651098e-05,0.8668778998,0.4643463292,0.9286926583,0.9286926583,0.428573124,0.857146248,1.306257279
8111,0.5,4,3.988579057e-05,3.457611036e-05,1.153564995,0.5356536708,1,1,0.428573124,0.857146248,1.189278257
8111,0.5,5,2.516858714e-05,1.639580069e-05,1.535063009,0.6055324872,1,1,0.428573124,0.857146248,0.8182734236
8111,0.5,6,2.438355905e-05,1.193676796e-05,2.04272707,0.6713474535,1,1,0.428573124,0.857146248,0.697706062
8111,0.5,7,2.835882761e-05,1.043262965e-05,2.718281828,0.7310585786,1,1,0.428573124,0.857146248,0.6563711128
8111,1,0,4.836291163e-05,0.0003573562671,0.1353352832,0.119202922,0.238405844,0.238405844,0.289094614,0.578189228,3.788522903
8111,1,1,2.577978988e-05,0.0001075722028,0.2396510364,0.1933213698,0.3866427396,0.3866427396,0.289094614,0.578189228,2.103817708
8111,1,2,2.450568234e-05,5.774564181e-05,0.4243728457,0.2979366301,0.5958732602,0.5958732602,0.289094614,0.578189228,1.544809373
8111,1,3,3.611856288e-05,4.806341218e-05,0.7514772931,0.4290534031,0.8581068062,0.8581068062,0.289094614,0.578189228,1.402974437
8111,1,4,3.988579057e-05,2.997326593e-05,1.330712197,0.5709465969,1,1,0.289094614,0.578189228,1.107292719
8111,1,5,2.516858714e-05,1.068086495e-05,2.356418442,0.7020633699,1,1,0.289094614,0.578189228,0.6604430021
8111,1,6,2.438355905e-05,5.843545198e-06,4.172733884,0.8066786302,1,1,0.289094614,0.578189228,0.4881657707
8111,1,7,2.835882761e-05,3.837949967e-06,7.389056099,0.880797078,1,1,0.289094614,0.578189228,0.3981092041
8111,1.5,0,4.836291163e-05,0.0009713950473,0.04978706837,0.04742587318,0.09485174636,0.09485174636,0.1554237712,0.3108475424,6.246218295
8111,1.5,1,2.577978988e-05,0.0002197406506,0.1173191661,0.105000585,0.21000117,0.21000117,0.1554237712,0.3108475424,3.00686049
8111,1.5,2,2.450568234e-05,8.864319868e-05,0.2764530466,0.2165790958,0.4331581915,0.4331581915,0.1554237712,0.3108475424,1.913982661
8111,1.5,3,3.611856288e-05,5.544426982e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.1554237712,0.3108475424,1.506852671
8111,1.5,4,3.988579057e-05,2.598316182e-05,1.535063009,0.6055324872,1,1,0.1554237712,0.3108475424,1.030959037
8111,1.5,5,2.516858714e-05,6.957932594e-06,3.617250785,0.7834209042,1,1,0.1554237712,0.3108475424,0.5330552679
8111,1.5,6,2.438355905e-05,2.860658814e-06,8.523756461,0.894999415,1,1,0.1554237712,0.3108475424,0.3415561835
8111,1.5,7,2.835882761e-05,1.411902889e-06,20.08553692,0.9525741268,1,1,0.1554237712,0.3108475424,0.2414654382
8111,2,0,4.836291163e-05,0.002640525505,0.01831563889,0.03,0.03597241992,0.03597241992,0.07072696847,0.1414539369,10.29827296
8111,2,1,2.577978988e-05,0.0004488701754,0.05743261927,0.05431326613,0.1086265323,0.1086265323,0.07072696847,0.1414539369,4.297525384
8111,2,2,2.450568234e-05,0.0001360728953,0.1800923121,0.1526086648,0.3052173297,0.3052173297,0.07072696847,0.1414539369,2.371379725
8111,2,3,3.611856288e-05,6.395856884e-05,0.564718122,0.3609072548,0.7218145097,0.7218145097,0.07072696847,0.1414539369,1.618422199
8111,2,4,3.988579057e-05,2.252422874e-05,1.770794952,0.6390927452,1,1,0.07072696847,0.1414539369,0.959887587
8111,2,5,2.516858714e-05,4.532669051e-06,5.552707876,0.8473913352,1,1,0.07072696847,0.1414539369,0.4302383668
8111,2,6,2.438355905e-05,1.400411663e-06,17.41170806,0.9456867339,1,1,0.07072696847,0.1414539369,0.2389774815
8111,2,7,2.835882761e-05,5.194100458e-07,54.59815003,0.98201379,1,1,0.07072696847,0.1414539369,0.1464561915
8112,0,0,3.330169768e-05,3.330169768e-05,1,0.5,1,1,0.5,1,1.163232165
8112,0,1,2.788237561e-05,2.788237561e-05,1,0.5,1,1,0.5,1,1.068509968
8112,0,2,2.730446434e-05,2.730446434e-05,1,0.5,1,1,0.5,1,1.058183357
8112,0,3,2.226310103e-05,2.226310103e-05,1,0.5,1,1,0.5,1,0.9602341467
8112,0,4,3.466340879e-05,3.466340879e-05,1,0.5,1,1,0.5,1,1.194424554
8112,0,5,2.073755902e-05,2.073755902e-05,1,0.5,1,1,0.5,1,0.9298888624
8112,0,6,2.515441052e-05,2.515441052e-05,1,0.5,1,1,0.5,1,1.032511221
8112,0,7,2.329654295e-05,2.329654295e-05,1,0.5,1,1,0.5,1,0.9845277929
8112,0.5,0,3.330169768e-05,9.052339967e-05,0.3678794412,0.2689414214,0.5378828427,0.5378828427,0.4343131658,0.8686263316,1.917845613
8112,0.5,1,2.788237561e-05,5.695608345e-05,0.4895416596,0.3286525465,0.657305093,0.657305093,0.4343131658,0.8686263316,1.527157222
8112,0.5,2,2.730446434e-05,4.191407319e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.4343131658,0.8686263316,1.311064415
8112,0.5,3,2.226310103e-05,2.568193403e-05,0.8668778998,0.4643463292,0.9286926583,0.9286926583,0.4343131658,0.8686263316,1.031331257
8112,0.5,4,3.466340879e-05,3.004894301e-05,1.153564995,0.5356536708,1,1,0.4343131658,0.8686263316,1.112084245
8112,0.5,5,2.073755902e-05,1.35092559e-05,1.535063009,0.6055324872,1,1,0.4343131658,0.8686263316,0.7505298036
8112,0.5,6,2.515441052e-05,1.231413187e-05,2.04272707,0.6713474535,1,1,0.4343131658,0.8686263316,0.7224197459
8112,0.5,7,2.329654295e-05,8.570319203e-06,2.718281828,0.7310585786,1,1,0.4343131658,0.8686263316,0.5971462917
8112,1,0,3.330169768e-05,0.0002460681124,0.1353352832,0.119202922,0.238405844,0.238405844,0.3001388466,0.6002776931,3.161992856
8112,1,1,2.788237561e-05,0.0001163457335,0.2396510364,0.1933213698,0.3866427396,0.3866427396,0.3001388466,0.6002776931,2.182674237
8112,1,2,2.730446434e-05,6.434074332e-05,0.4243728457,0.2979366301,0.5958732602,0.5958732602,0.3001388466,0.6002776931,1.624378129
8112,1,3,2.226310103e-05,2.96257801e-05,0.7514772931,0.4290534031,0.8581068062,0.8581068062,0.3001388466,0.6002776931,1.107692499
8112,1,4,3.466340879e-05,2.60487646e-05,1.330712197,0.5709465969,1,1,0.3001388466,0.6002776931,1.035420249
8112,1,5,2.073755902e-05,8.800456935e-06,2.356418442,0.7020633699,1,1,0.3001388466,0.6002776931,0.6057659241
8112,1,6,2.515441052e-05,6.028280551e-06,4.172733884,0.8066786302,1,1,0.3001388466,0.6002776931,0.5054572566
8112,1,7,2.329654295e-05,3.152844239e-06,7.389056099,0.880797078,1,1,0.3001388466,0.6002776931,0.3621875343
8112,1.5,0,3.330169768e-05,0.0006688824784,0.04978706837,0.04742587318,0.09485174636,0.09485174636,0.1668098652,0.3336197304,5.21324488
8112,1.5,1,2.788237561e-05,0.0002376625793,0.1173191661,0.105000585,0.21000117,0.21000117,0.1668098652,0.3336197304,3.119565397
8112,1.5,2,2.730446434e-05,9.876709506e-05,0.2764530466,0.2165790958,0.4331581915,0.4331581915,0.1668098652,0.3336197304,2.012566487
8112,1.5,3,2.226310103e-05,3.417526286e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.1668098652,0.3336197304,1.189707636
8112,1.5,4,3.466340879e-05,2.258109835e-05,1.535063009,0.6055324872,1,1,0.1668098652,0.3336197304,0.9640412549
8112,1.5,5,2.073755902e-05,5.732961371e-06,3.617250785,0.7834209042,1,1,0.1668098652,0.3336197304,0.4889244279
8112,1.5,6,2.515441052e-05,2.951094465e-06,8.523756461,0.894999415,1,1,0.1668098652,0.3336197304,0.3536545613
8112,1.5,7,2.329654295e-05,1.159866577e-06,20.08553692,0.9525741268,1,1,0.1668098652,0.3336197304,0.2196778441
8112,2,0,3.330169768e-05,0.001818211086,0.01831563889,0.03,0.03597241992,0.03597241992,0.07847963731,0.1569592746,8.595187723
8112,2,1,2.788237561e-05,0.0004854797843,0.05743261927,0.05431326613,0.1086265323,0.1086265323,0.07847963731,0.1569592746,4.458607749
8112,2,2,2.730446434e-05,0.0001516137142,0.1800923121,0.1526086648,0.3052173297,0.3052173297,0.07847963731,0.1569592746,2.493522778
8112,2,3,2.226310103e-05,3.942338693e-05,0.564718122,0.3609072548,0.7218145097,0.7218145097,0.07847963731,0.1569592746,1.277795291
8112,2,4,3.466340879e-05,1.957505511e-05,1.770794952,0.6390927452,1,1,0.07847963731,0.1569592746,0.8975829305
8112,2,5,2.073755902e-05,3.734674953e-06,5.552707876,0.8473913352,1,1,0.07847963731,0.1569592746,0.3946195827
8112,2,6,2.515441052e-05,1.444683682e-06,17.41170806,0.9456867339,1,1,0.07847963731,0.1569592746,0.2474423843
8112,2,7,2.329654295e-05,4.266910681e-07,54.59815003,0.98201379,1,1,0.07847963731,0.1569592746,0.1332413477
8113,0,0,2.450030254e-05,2.450030254e-05,1,0.5,1,1,0.5,1,1.000591527
8113,0,1,2.215478325e-05,2.215478325e-05,1,0.5,1,1,0.5,1,0.9575217702
8113,0,2,2.371030624e-05,2.371030624e-05,1,0.5,1,1,0.5,1,0.992257556
8113,0,3,3.133727724e-05,3.133727724e-05,1,0.5,1,1,0.5,1,1.137598403
8113,0,4,2.603485938e-05,2.603485938e-05,1,0.5,1,1,0.5,1,1.033998893
8113,0,5,2.363585273e-05,2.363585273e-05,1,0.5,1,1,0.5,1,0.9864395436
8113,0,6,3.40357318e-05,3.40357318e-05,1,0.5,1,1,0.5,1,1.180355517
8113,0,7,3.649851801e-05,3.649851801e-05,1,0.5,1,1,0.5,1,1.221877387
8113,0.5,0,2.450030254e-05,6.659872719e-05,0.3678794412,0.2689414214,0.5378828427,0.5378828427,0.4678000651,0.9356001303,1.649696533
8113,0.5,1,2.215478325e-05,4.525617549e-05,0.4895416596,0.3286525465,0.657305093,0.657305093,0.4678000651,0.9356001303,1.368528446
8113,0.5,2,2.371030624e-05,3.639681405e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.4678000651,0.9356001303,1.229383891
8113,0.5,3,3.133727724e-05,3.614958606e-05,0.8668778998,0.4643463292,0.9286926583,0.9286926583,0.4678000651,0.9356001303,1.221827816
8113,0.5,4,2.603485938e-05,2.256904422e-05,1.153564995,0.5356536708,1,1,0.4678000651,0.9356001303,0.9627178839
8113,0.5,5,2.363585273e-05,1.539731763e-05,1.535063009,0.6055324872,1,1,0.4678000651,0.9356001303,0.796172862
8113,0.5,6,3.40357318e-05,1.666190863e-05,2.04272707,0.6713474535,1,1,0.4678000651,0.9356001303,0.8258623398
8113,0.5,7,3.649851801e-05,1.342705441e-05,2.718281828,0.7310585786,1,1,0.4678000651,0.9356001303,0.7411060975
8113,1,0,2.450030254e-05,0.0001810341099,0.1353352832,0.119202922,0.238405844,0.238405844,0.3491027664,0.6982055327,2.719889765
8113,1,1,2.215478325e-05,9.244601477e-05,0.2396510364,0.1933213698,0.3866427396,0.3866427396,0.3491027664,0.6982055327,1.95595564
8113,1,2,2.371030624e-05,5.587140291e-05,0.4243728457,0.2979366301,0.5958732602,0.5958732602,0.3491027664,0.6982055327,1.52317787
8113,1,3,3.133727724e-05,4.170089706e-05,0.7514772931,0.4290534031,0.8581068062,0.8581068062,0.3491027664,0.6982055327,1.312293696
8113,1,4,2.603485938e-05,1.956460566e-05,1.330712197,0.5709465969,1,1,0.3491027664,0.6982055327,0.8963507891
8113,1,5,2.363585273e-05,1.003041409e-05,2.356418442,0.7020633699,1,1,0.3491027664,0.6982055327,0.6426052466
8113,1,6,3.40357318e-05,8.156698401e-06,4.172733884,0.8066786302,1,1,0.3491027664,0.6982055327,0.5778331988
8113,1,7,3.649851801e-05,4.939537272e-06,7.389056099,0.880797078,1,1,0.3491027664,0.6982055327,0.4495035703
8113,1.5,0,2.450030254e-05,0.0004921017313,0.04978706837,0.04742587318,0.09485174636,0.09485174636,0.2081632988,0.4163265977,4.484340109
8113,1.5,1,2.215478325e-05,0.0001888419769,0.1173191661,0.105000585,0.21000117,0.21000117,0.2081632988,0.4163265977,2.795530103
8113,1.5,2,2.371030624e-05,8.576612388e-05,0.2764530466,0.2165790958,0.4331581915,0.4331581915,0.2081632988,0.4163265977,1.887181735
8113,1.5,3,3.133727724e-05,4.810469511e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.2081632988,0.4163265977,1.409457798
8113,1.5,4,2.603485938e-05,1.696012426e-05,1.535063009,0.6055324872,1,1,0.2081632988,0.4163265977,0.8345588573
8113,1.5,5,2.363585273e-05,6.534203498e-06,3.617250785,0.7834209042,1,1,0.2081632988,0.4163265977,0.5186580988
8113,1.5,6,3.40357318e-05,3.993043672e-06,8.523756461,0.894999415,1,1,0.2081632988,0.4163265977,0.4042940204
8113,1.5,7,3.649851801e-05,1.817154211e-06,20.08553692,0.9525741268,1,1,0.2081632988,0.4163265977,0.272637697
8113,2,0,2.450030254e-05,0.001337671194,0.01831563889,0.03,0.03597241992,0.03597241992,0.1030182198,0.2060364396,7.393426922
8113,2,1,2.215478325e-05,0.0003857526182,0.05743261927,0.05431326613,0.1086265323,0.1086265323,0.1030182198,0.2060364396,3.995483535
8113,2,2,2.371030624e-05,0.0001316564042,0.1800923121,0.1526086648,0.3052173297,0.3052173297,0.1030182198,0.2060364396,2.338174005
8113,2,3,3.133727724e-05,5.549189237e-05,0.564718122,0.3609072548,0.7218145097,0.7218145097,0.1030182198,0.2060364396,1.51381607
8113,2,4,2.603485938e-05,1.47023569e-05,1.770794952,0.6390927452,1,1,0.1030182198,0.2060364396,0.7770266895
8113,2,5,2.363585273e-05,4.256635369e-06,5.552707876,0.8473913352,1,1,0.1030182198,0.2060364396,0.4186181562
8113,2,6,3.40357318e-05,1.954761226e-06,17.41170806,0.9456867339,1,1,0.1030182198,0.2060364396,0.2828734231
8113,2,7,3.649851801e-05,6.684936758e-07,54.59815003,0.98201379,1,1,0.1030182198,0.2060364396,0.1653631222
8114,0,0,2.612492716e-05,2.612492716e-05,1,0.5,1,1,0.5,1,1.034788327
8114,0,1,2.932173642e-05,2.932173642e-05,1,0.5,1,1,0.5,1,1.098890837
8114,0,2,2.593732263e-05,2.593732263e-05,1,0.5,1,1,0.5,1,1.03722402
8114,0,3,3.336939921e-05,3.336939921e-05,1,0.5,1,1,0.5,1,1.17279426
8114,0,4,2.406905297e-05,2.406905297e-05,1,0.5,1,1,0.5,1,0.9938030839
8114,0,5,2.562773079e-05,2.562773079e-05,1,0.5,1,1,0.5,1,1.024151424
8114,0,6,2.831365142e-05,2.831365142e-05,1,0.5,1,1,0.5,1,1.085081468
8114,0,7,2.756379953e-05,2.756379953e-05,1,0.5,1,1,0.5,1,1.06855223
8114,0.5,0,2.612492716e-05,7.101491477e-05,0.3678794412,0.2689414214,0.5378828427,0.5378828427,0.4486330695,0.8972661391,1.706077525
8114,0.5,1,2.932173642e-05,5.989630474e-05,0.4895416596,0.3286525465,0.657305093,0.657305093,0.4486330695,0.8972661391,1.570578776
8114,0.5,2,2.593732263e-05,3.981542453e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.4486330695,0.8972661391,1.285096287
8114,0.5,3,3.336939921e-05,3.849377083e-05,0.8668778998,0.4643463292,0.9286926583,0.9286926583,0.4486330695,0.8972661391,1.259629625
8114,0.5,4,2.406905297e-05,2.086493009e-05,1.153564995,0.5356536708,1,1,0.4486330695,0.8972661391,0.9252930617
8114,0.5,5,2.562773079e-05,1.669490479e-05,1.535063009,0.6055324872,1,1,0.4486330695,0.8972661391,0.8266107899
8114,0.5,6,2.831365142e-05,1.38607119e-05,2.04272707,0.6713474535,1,1,0.4486330695,0.8972661391,0.7592017039
8114,0.5,7,2.756379953e-05,1.014015517e-05,2.718281828,0.7310585786,1,1,0.4486330695,0.8972661391,0.6481096889
8114,1,0,2.612492716e-05,0.0001930385524,0.1353352832,0.119202922,0.238405844,0.238405844,0.3236680048,0.6473360095,2.812846304
8114,1,1,2.932173642e-05,0.0001223518031,0.2396510364,0.1933213698,0.3866427396,0.3866427396,0.3236680048,0.6473360095,2.24473406
8114,1,2,2.593732263e-05,6.11191854e-05,0.4243728457,0.2979366301,0.5958732602,0.5958732602,0.3236680048,0.6473360095,1.592204225
8114,1,3,3.336939921e-05,4.440506655e-05,0.7514772931,0.4290534031,0.8581068062,0.8581068062,0.3236680048,0.6473360095,1.352894404
8114,1,4,2.406905297e-05,1.808734677e-05,1.330712197,0.5709465969,1,1,0.3236680048,0.6473360095,0.8615059301
8114,1,5,2.562773079e-05,1.087571304e-05,2.356418442,0.7020633699,1,1,0.3236680048,0.6473360095,0.6671722384
8114,1,6,2.831365142e-05,6.785395908e-06,4.172733884,0.8066786302,1,1,0.3236680048,0.6473360095,0.5311925826
8114,1,7,2.756379953e-05,3.730354617e-06,7.389056099,0.880797078,1,1,0.3236680048,0.6473360095,0.3930983972
8114,1.5,0,2.612492716e-05,0.0005247331891,0.04978706837,0.04742587318,0.09485174636,0.09485174636,0.1887180101,0.3774360201,4.637599533
8114,1.5,1,2.932173642e-05,0.0002499313403,0.1173191661,0.105000585,0.21000117,0.21000117,0.1887180101,0.3774360201,3.208263781
8114,1.5,2,2.593732263e-05,9.382180066e-05,0.2764530466,0.2165790958,0.4331581915,0.4331581915,0.1887180101,0.3774360201,1.972703774
8114,1.5,3,3.336939921e-05,5.122413037e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.1887180101,0.3774360201,1.453064641
8114,1.5,4,2.406905297e-05,1.567952118e-05,1.535063009,0.6055324872,1,1,0.1887180101,0.3774360201,0.802116106
8114,1.5,5,2.562773079e-05,7.084864256e-06,3.617250785,0.7834209042,1,1,0.1887180101,0.3774360201,0.5384865539
8114,1.5,6,2.831365142e-05,3.321733974e-06,8.523756461,0.894999415,1,1,0.1887180101,0.3774360201,0.3716608621
8114,1.5,7,2.756379953e-05,1.372320772e-06,20.08553692,0.9525741268,1,1,0.1887180101,0.3774360201,0.2384262302
8114,2,0,2.612492716e-05,0.001426372693,0.01831563889,0.03,0.03597241992,0.03597241992,0.09254767755,0.1850953551,7.646108995
8114,2,1,2.932173642e-05,0.0005105415145,0.05743261927,0.05431326613,0.1086265323,0.1086265323,0.09254767755,0.1850953551,4.58537903
8114,2,2,2.593732263e-05,0.0001440223757,0.1800923121,0.1526086648,0.3052173297,0.3052173297,0.09254767755,0.1850953551,2.44413381
8114,2,3,3.336939921e-05,5.909036369e-05,0.564718122,0.3609072548,0.7218145097,0.7218145097,0.09254767755,0.1850953551,1.560651626
8114,2,4,2.406905297e-05,1.359223039e-05,1.770794952,0.6390927452,1,1,0.09254767755,0.1850953551,0.7468204513
8114,2,5,2.562773079e-05,4.615357294e-06,5.552707876,0.8473913352,1,1,0.09254767755,0.1850953551,0.4346220542
8114,2,6,2.831365142e-05,1.626127162e-06,17.41170806,0.9456867339,1,1,0.09254767755,0.1850953551,0.2600408984
8114,2,7,2.756379953e-05,5.048485986e-07,54.59815003,0.98201379,1,1,0.09254767755,0.1850953551,0.1446128187
8115,0,0,2.431831947e-05,2.431831947e-05,1,0.5,1,1,0.5,1,1.004058913
8115,0,1,2.528420128e-05,2.528420128e-05,1,0.5,1,1,0.5,1,1.017447312
8115,0,2,2.355664501e-05,2.355664501e-05,1,0.5,1,1,0.5,1,0.9835970504
8115,0,3,4.198442028e-05,4.198442028e-05,1,0.5,1,1,0.5,1,1.314799891
8115,0,4,3.380132991e-05,3.380132991e-05,1,0.5,1,1,0.5,1,1.17878024
8115,0,5,4.144787547e-05,4.144787547e-05,1,0.5,1,1,0.5,1,1.301818515
8115,0,6,2.989454556e-05,2.989454556e-05,1,0.5,1,1,0.5,1,1.116113937
8115,0,7,1.998632829e-05,1.998632829e-05,1,0.5,1,1,0.5,1,0.9100957164
8115,0.5,0,2.431831947e-05,6.610404591e-05,0.3678794412,0.2689414214,0.5378828427,0.5378828427,0.4612586904,0.9225173808,1.655413287
8115,0.5,1,2.528420128e-05,5.164872241e-05,0.4895416596,0.3286525465,0.657305093,0.657305093,0.4612586904,0.9225173808,1.45417643
8115,0.5,2,2.355664501e-05,3.616093437e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.4612586904,0.9225173808,1.218653727
8115,0.5,3,4.198442028e-05,4.843175757e-05,0.8668778998,0.4643463292,0.9286926583,0.9286926583,0.4612586904,0.9225173808,1.412149556
8115,0.5,4,3.380132991e-05,2.930162588e-05,1.153564995,0.5356536708,1,1,0.4612586904,0.9225173808,1.097518407
8115,0.5,5,4.144787547e-05,2.700076493e-05,1.535063009,0.6055324872,1,1,0.4612586904,0.9225173808,1.050720826
8115,0.5,6,2.989454556e-05,1.463462544e-05,2.04272707,0.6713474535,1,1,0.4612586904,0.9225173808,0.7809142706
8115,0.5,7,1.998632829e-05,7.352559281e-06,2.718281828,0.7310585786,1,1,0.4612586904,0.9225173808,0.5520009553
8115,1,0,2.431831947e-05,0.0001796894268,0.1353352832,0.119202922,0.238405844,0.238405844,0.3483715299,0.6967430599,2.729315099
8115,1,1,2.528420128e-05,0.0001055042434,0.2396510364,0.1933213698,0.3866427396,0.3866427396,0.3483715299,0.6967430599,2.078367168
8115,1,2,2.355664501e-05,5.550931274e-05,0.4243728457,0.2979366301,0.5958732602,0.5958732602,0.3483715299,0.6967430599,1.509883448
8115,1,3,4.198442028e-05,5.586918017e-05,0.7514772931,0.4290534031,0.8581068062,0.8581068062,0.3483715299,0.6967430599,1.516707129
8115,1,4,3.380132991e-05,2.54009319e-05,1.330712197,0.5709465969,1,1,0.3483715299,0.6967430599,1.021858539
8115,1,5,4.144787547e-05,1.758935286e-05,2.356418442,0.7020633699,1,1,0.3483715299,0.6967430599,0.8480554262
8115,1,6,2.989454556e-05,7.164258827e-06,4.172733884,0.8066786302,1,1,0.3483715299,0.6967430599,0.5463842692
8115,1,7,1.998632829e-05,2.7048554e-06,7.389056099,0.880797078,1,1,0.3483715299,0.6967430599,0.3348055036
8115,1.5,0,2.431831947e-05,0.0004884465036,0.04978706837,0.04742587318,0.09485174636,0.09485174636,0.2122791923,0.4245583845,4.499879858
8115,1.5,1,2.528420128e-05,0.000215516374,0.1173191661,0.105000585,0.21000117,0.21000117,0.2122791923,0.4245583845,2.970485558
8115,1.5,2,2.355664501e-05,8.521029265e-05,0.2764530466,0.2165790958,0.4331581915,0.4331581915,0.2122791923,0.4245583845,1.870710257
8115,1.5,3,4.198442028e-05,6.444873054e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.2122791923,0.4245583845,1.629006295
8115,1.5,4,3.380132991e-05,2.20195065e-05,1.535063009,0.6055324872,1,1,0.2122791923,0.4245583845,0.9514144517
8115,1.5,5,4.144787547e-05,1.145839145e-05,3.617250785,0.7834209042,1,1,0.2122791923,0.4245583845,0.6844805849
8115,1.5,6,2.989454556e-05,3.507203155e-06,8.523756461,0.894999415,1,1,0.2122791923,0.4245583845,0.382290068
8115,1.5,7,1.998632829e-05,9.950606928e-07,20.08553692,0.9525741268,1,1,0.2122791923,0.4245583845,0.203069803
8115,2,0,2.431831947e-05,0.001327735255,0.01831563889,0.03,0.03597241992,0.03597241992,0.1071676849,0.2143353699,7.419047637
8115,2,1,2.528420128e-05,0.0004402411313,0.05743261927,0.05431326613,0.1086265323,0.1086265323,0.1071676849,0.2143353699,4.245536875
8115,2,2,2.355664501e-05,0.0001308031683,0.1800923121,0.1526086648,0.3052173297,0.3052173297,0.1071676849,0.2143353699,2.317766229
8115,2,3,4.198442028e-05,7.434579951e-05,0.564718122,0.3609072548,0.7218145097,0.7218145097,0.1071676849,0.2143353699,1.749620252
8115,2,4,3.380132991e-05,1.908822355e-05,1.770794952,0.6390927452,1,1,0.1071676849,0.2143353699,0.8858265841
8115,2,5,4.144787547e-05,7.464443726e-06,5.552707876,0.8473913352,1,1,0.1071676849,0.2143353699,0.5524564276
8115,2,6,2.989454556e-05,1.716922053e-06,17.41170806,0.9456867339,1,1,0.1071676849,0.2143353699,0.2674778619
8115,2,7,1.998632829e-05,3.660623716e-07,54.59815003,0.98201379,1,1,0.1071676849,0.2143353699,0.1231680616
8116,0,0,3.120338148e-05,3.120338148e-05,1,0.5,1,1,0.5,1,1.141263868
8116,0,1,2.155824696e-05,2.155824696e-05,1,0.5,1,1,0.5,1,0.9393901904
