seed,reliability_heterogeneity,method,step_size,objective_smoothness,initial_test_loss,test_loss_after_one_step,one_step_test_loss_decrease,final_train_loss,final_test_loss,final_test_accuracy,mean_initial_statistical_reliability,mean_step_optimal_attenuation,step_optimal_global_attenuation,mean_shunt_conductance,mean_final_physical_attenuation,minimum_input_rate
8100,0.5,state_matched_additive,23.97683799,0.02085345867,0.3947064929,0.3919918725,0.002714620337,0.3531742476,0.3594928442,0.9951171875,0.5,0.8641019525,0.9043387041,0.3364288321,0.8654820129,0
8100,0.5,best_global_shunt,23.97683799,0.02085345867,0.3947064929,0.3920063748,0.002700118038,0.3550369435,0.3614246544,0.9946289062,0.5,0.8641019525,0.9043387041,0.1653664512,0.9072309223,0
8100,0.5,reliability_aligned_shunt,23.97683799,0.02085345867,0.3947064929,0.3916961252,0.003010367671,0.355887637,0.3625921591,0.9936523438,0.5,0.8641019525,0.9043387041,0.3364288321,0.8691828699,0
8100,0.5,shuffled_shunt,23.97683799,0.02085345867,0.3947064929,0.3921058365,0.002600656366,0.357916812,0.3646831825,0.9965820312,0.5,0.8641019525,0.9043387041,0.3370560213,0.8741807483,0
8100,0.5,anti_aligned_shunt,23.97683799,0.02085345867,0.3947064929,0.3923572347,0.002349258221,0.3572710764,0.3636486671,0.9936523438,0.5,0.8641019525,0.9043387041,0.3364211123,0.8732851513,0
8100,0.5,explicit_point_gate,23.97683799,0.02085345867,0.3947064929,0.3916961252,0.003010367671,0.355887637,0.3625921591,0.9936523438,0.5,0.8641019525,0.9043387041,0.3364288321,0.8691828699,0
8100,0.5,aligned_clean_credit,23.97683799,0.02085345867,0.3947064929,0.3910780557,0.003628437179,0.3542476907,0.3602831271,0.9965820312,0.5,0.8641019525,0.9043387041,0.3364288321,0.8720323315,0
8100,1,exact_clean_bp,23.97683799,0.02085345867,0.3947064929,0.3908640076,0.003842485295,0.3502999504,0.3561267994,0.9965820312,0.5,0.7598785813,0.6552514105,0,1,0
8100,1,noisy_no_shunt,23.97683799,0.02085345867,0.3947064929,0.3940926021,0.000613890799,0.356096891,0.3616164371,0.9946289062,0.5,0.7598785813,0.6552514105,0,1,0
8100,1,state_matched_additive,23.97683799,0.02085345867,0.3947064929,0.3940926021,0.000613890799,0.356096891,0.3616164371,0.9946289062,0.5,0.7598785813,0.6552514105,1.09669686,0.767718432,0
8100,1,best_global_shunt,23.97683799,0.02085345867,0.3947064929,0.3935036017,0.001202891211,0.362574637,0.3682243676,0.9946289062,0.5,0.7598785813,0.6552514105,0.8225016885,0.6671427244,0
8100,1,reliability_aligned_shunt,23.97683799,0.02085345867,0.3947064929,0.3929425664,0.001763926501,0.3620051412,0.3679310784,0.9931640625,0.5,0.7598785813,0.6552514105,1.09669686,0.7736129486,0
8100,1,shuffled_shunt,23.97683799,0.02085345867,0.3947064929,0.3928660587,0.001840434136,0.3633729667,0.3701075014,0.9975585938,0.5,0.7598785813,0.6552514105,1.098850367,0.7735993892,0
8100,1,anti_aligned_shunt,23.97683799,0.02085345867,0.3947064929,0.3947761185,-6.962557305e-05,0.3619061419,0.3670169263,0.9956054688,0.5,0.7598785813,0.6552514105,1.096649668,0.7685976164,0
8100,1,explicit_point_gate,23.97683799,0.02085345867,0.3947064929,0.3929425664,0.001763926501,0.3620051412,0.3679310784,0.9931640625,0.5,0.7598785813,0.6552514105,1.09669686,0.7736129486,0
8100,1,aligned_clean_credit,23.97683799,0.02085345867,0.3947064929,0.3913769519,0.003329541005,0.3583367105,0.364580605,0.9970703125,0.5,0.7598785813,0.6552514105,1.09669686,0.7713435729,0
8100,1.5,exact_clean_bp,23.97683799,0.02085345867,0.3947064929,0.3908640076,0.003842485295,0.3502999504,0.3561267994,0.9965820312,0.5,0.6908682667,0.3827779905,0,1,0
8100,1.5,noisy_no_shunt,23.97683799,0.02085345867,0.3947064929,0.3901478192,0.00455867366,0.3598826123,0.365288596,0.986328125,0.5,0.6908682667,0.3827779905,0,1,0
8100,1.5,state_matched_additive,23.97683799,0.02085345867,0.3947064929,0.3901478192,0.00455867366,0.3598826123,0.365288596,0.986328125,0.5,0.6908682667,0.3827779905,2.900665503,0.7024064743,0
8100,1.5,best_global_shunt,23.97683799,0.02085345867,0.3947064929,0.3915722946,0.003134198266,0.3759829285,0.3814527936,0.990234375,0.5,0.6908682667,0.3827779905,2.520790252,0.4015596859,0
8100,1.5,reliability_aligned_shunt,23.97683799,0.02085345867,0.3947064929,0.3910533464,0.003653146523,0.3631445733,0.3698614577,0.9931640625,0.5,0.6908682667,0.3827779905,2.900665503,0.6997095619,0
8100,1.5,shuffled_shunt,23.97683799,0.02085345867,0.3947064929,0.3907126155,0.003993877347,0.3746854153,0.378956445,0.994140625,0.5,0.6908682667,0.3827779905,2.914612842,0.7035161847,0
8100,1.5,anti_aligned_shunt,23.97683799,0.02085345867,0.3947064929,0.390619744,0.004086748901,0.3681224674,0.3726357381,0.9877929688,0.5,0.6908682667,0.3827779905,2.900501732,0.6981557642,0
8100,1.5,explicit_point_gate,23.97683799,0.02085345867,0.3947064929,0.3910533464,0.003653146523,0.3631445733,0.3698614577,0.9931640625,0.5,0.6908682667,0.3827779905,2.900665503,0.6997095619,0
8100,1.5,aligned_clean_credit,23.97683799,0.02085345867,0.3947064929,0.3916432532,0.003063239647,0.3609751722,0.3674507582,0.9975585938,0.5,0.6908682667,0.3827779905,2.900665503,0.7011873259,0
8100,2,exact_clean_bp,23.97683799,0.02085345867,0.3947064929,0.3908640076,0.003842485295,0.3502999504,0.3561267994,0.9965820312,0.5015017238,0.6464538489,0.1876642803,0,1,0
8100,2,noisy_no_shunt,23.97683799,0.02085345867,0.3947064929,0.3935750893,0.001131403582,0.3564820213,0.362391966,0.9995117188,0.5015017238,0.6464538489,0.1876642803,0,1,0
8100,2,state_matched_additive,23.97683799,0.02085345867,0.3947064929,0.3935750893,0.001131403582,0.3564820213,0.362391966,0.9995117188,0.5015017238,0.6464538489,0.1876642803,7.340307671,0.6488303616,0
8100,2,best_global_shunt,23.97683799,0.02085345867,0.3947064929,0.3925755326,0.0021309603,0.3797550918,0.3847192354,0.9970703125,0.5015017238,0.6464538489,0.1876642803,6.767000327,0.1980571262,0
8100,2,reliability_aligned_shunt,23.97683799,0.02085345867,0.3947064929,0.3922315283,0.002474964562,0.3625844186,0.3690866581,0.998046875,0.5015017238,0.6464538489,0.1876642803,7.340307671,0.6538885659,0
8100,2,shuffled_shunt,23.97683799,0.02085345867,0.3947064929,0.3916358924,0.003070600458,0.3607898887,0.3653179892,0.9975585938,0.5015017238,0.6464538489,0.1876642803,7.372050674,0.6540644423,0
8100,2,anti_aligned_shunt,23.97683799,0.02085345867,0.3947064929,0.3937625078,0.0009439850939,0.366240365,0.3710196577,1,0.5015017238,0.6464538489,0.1876642803,7.33984923,0.6524330002,0
8100,2,explicit_point_gate,23.97683799,0.02085345867,0.3947064929,0.3922315283,0.002474964562,0.3625844186,0.3690866581,0.998046875,0.5015017238,0.6464538489,0.1876642803,7.340307671,0.6538885659,0
8100,2,aligned_clean_credit,23.97683799,0.02085345867,0.3947064929,0.3918419085,0.002864584376,0.3628041981,0.3694999256,0.998046875,0.5015017238,0.6464538489,0.1876642803,7.340307671,0.655316916,0
8101,0,exact_clean_bp,23.88716902,0.02093173953,0.395466295,0.3909389283,0.004527366704,0.3362352105,0.3451716045,0.9975585938,0.5,1,1,0,1,0
8101,0,noisy_no_shunt,23.88716902,0.02093173953,0.395466295,0.3917930871,0.003673207916,0.3406734059,0.3485080041,0.9995117188,0.5,1,1,0,1,0
8101,0,state_matched_additive,23.88716902,0.02093173953,0.395466295,0.3917930871,0.003673207916,0.3406734059,0.3485080041,0.9995117188,0.5,1,1,0,1,0
8101,0,best_global_shunt,23.88716902,0.02093173953,0.395466295,0.3917930871,0.003673207916,0.3406734059,0.3485080041,0.9995117188,0.5,1,1,0,1,0
8101,0,reliability_aligned_shunt,23.88716902,0.02093173953,0.395466295,0.3917930871,0.003673207916,0.3406734059,0.3485080041,0.9995117188,0.5,1,1,0,1,0
8101,0,shuffled_shunt,23.88716902,0.02093173953,0.395466295,0.3917930871,0.003673207916,0.3406734059,0.3485080041,0.9995117188,0.5,1,1,0,1,0
8101,0,anti_aligned_shunt,23.88716902,0.02093173953,0.395466295,0.3917930871,0.003673207916,0.3406734059,0.3485080041,0.9995117188,0.5,1,1,0,1,0
8101,0,explicit_point_gate,23.88716902,0.02093173953,0.395466295,0.3917930871,0.003673207916,0.3406734059,0.3485080041,0.9995117188,0.5,1,1,0,1,0
8101,0,aligned_clean_credit,23.88716902,0.02093173953,0.395466295,0.3909389283,0.004527366704,0.3362352105,0.3451716045,0.9975585938,0.5,1,1,0,1,0
8101,0.5,exact_clean_bp,23.88716902,0.02093173953,0.395466295,0.3909389283,0.004527366704,0.3362352105,0.3451716045,0.9975585938,0.5,0.8641019525,0.8827420794,0,1,0
8101,0.5,noisy_no_shunt,23.88716902,0.02093173953,0.395466295,0.3914878716,0.003978423393,0.341921865,0.3505295985,0.9995117188,0.5,0.8641019525,0.8827420794,0,1,0
8101,0.5,state_matched_additive,23.88716902,0.02093173953,0.395466295,0.3914878716,0.003978423393,0.341921865,0.3505295985,0.9995117188,0.5,0.8641019525,0.8827420794,0.33711058,0.8664882679,0
8101,0.5,best_global_shunt,23.88716902,0.02093173953,0.395466295,0.3916548092,0.003811485852,0.3434620099,0.3518939317,0.9990234375,0.5,0.8641019525,0.8827420794,0.2077036212,0.8843664329,0
8101,0.5,reliability_aligned_shunt,23.88716902,0.02093173953,0.395466295,0.3915964753,0.003869819757,0.3448561434,0.3530759853,0.9990234375,0.5,0.8641019525,0.8827420794,0.33711058,0.8697523939,0
8101,0.5,shuffled_shunt,23.88716902,0.02093173953,0.395466295,0.3916553019,0.003810993166,0.3439409001,0.3522148598,0.9990234375,0.5,0.8641019525,0.8827420794,0.3369559675,0.8679524294,0
8101,0.5,anti_aligned_shunt,23.88716902,0.02093173953,0.395466295,0.3918489548,0.003617340268,0.3457729967,0.3545769597,0.9990234375,0.5,0.8641019525,0.8827420794,0.3371102807,0.8703566411,0
8101,0.5,explicit_point_gate,23.88716902,0.02093173953,0.395466295,0.3915964753,0.003869819757,0.3448561434,0.3530759853,0.9990234375,0.5,0.8641019525,0.8827420794,0.33711058,0.8697523939,0
8101,0.5,aligned_clean_credit,23.88716902,0.02093173953,0.395466295,0.3913356691,0.004130625899,0.3418988916,0.350376113,0.9970703125,0.5,0.8641019525,0.8827420794,0.33711058,0.8742013751,0
8101,1,exact_clean_bp,23.88716902,0.02093173953,0.395466295,0.3909389283,0.004527366704,0.3362352105,0.3451716045,0.9975585938,0.5,0.7598785813,0.6213006605,0,1,0
8101,1,noisy_no_shunt,23.88716902,0.02093173953,0.395466295,0.3906438932,0.004822401819,0.3393933599,0.3470218466,0.998046875,0.5,0.7598785813,0.6213006605,0,1,0
8101,1,state_matched_additive,23.88716902,0.02093173953,0.395466295,0.3906438932,0.004822401819,0.3393933599,0.3470218466,0.998046875,0.5,0.7598785813,0.6213006605,1.099237181,0.7681447731,0
8101,1,best_global_shunt,23.88716902,0.02093173953,0.395466295,0.3913380507,0.004128244325,0.3496277945,0.3566251935,0.9956054688,0.5,0.7598785813,0.6213006605,0.9530779929,0.6349159025,0
8101,1,reliability_aligned_shunt,23.88716902,0.02093173953,0.395466295,0.3914254952,0.004040799872,0.3501727019,0.3571907285,0.9975585938,0.5,0.7598785813,0.6213006605,1.099237181,0.7699716846,0
8101,1,shuffled_shunt,23.88716902,0.02093173953,0.395466295,0.3910475784,0.004418716595,0.349723417,0.356866343,0.9985351562,0.5,0.7598785813,0.6213006605,1.099913447,0.7701908921,0
8101,1,anti_aligned_shunt,23.88716902,0.02093173953,0.395466295,0.3910946268,0.004371668211,0.3488453228,0.3565903663,0.9985351562,0.5,0.7598785813,0.6213006605,1.099438606,0.7676859303,0
8101,1,explicit_point_gate,23.88716902,0.02093173953,0.395466295,0.3914254952,0.004040799872,0.3501727019,0.3571907285,0.9975585938,0.5,0.7598785813,0.6213006605,1.099237181,0.7699716846,0
8101,1,aligned_clean_credit,23.88716902,0.02093173953,0.395466295,0.3917457212,0.003720573872,0.3489567485,0.3568753819,0.9965820312,0.5,0.7598785813,0.6213006605,1.099237181,0.7697838427,0
8101,1.5,exact_clean_bp,23.88716902,0.02093173953,0.395466295,0.3909389283,0.004527366704,0.3362352105,0.3451716045,0.9975585938,0.5,0.6908682667,0.3523410316,0,1,0
8101,1.5,noisy_no_shunt,23.88716902,0.02093173953,0.395466295,0.3899944015,0.005471893516,0.3514992239,0.3602900732,0.9970703125,0.5,0.6908682667,0.3523410316,0,1,0
8101,1.5,state_matched_additive,23.88716902,0.02093173953,0.395466295,0.3899944015,0.005471893516,0.3514992239,0.3602900732,0.9970703125,0.5,0.6908682667,0.3523410316,2.908171475,0.6964055371,0
8101,1.5,best_global_shunt,23.88716902,0.02093173953,0.395466295,0.392374722,0.003091573058,0.3678770267,0.3741559048,0.9965820312,0.5,0.6908682667,0.3523410316,2.874212484,0.3673998762,0
8101,1.5,reliability_aligned_shunt,23.88716902,0.02093173953,0.395466295,0.391772363,0.00369393202,0.3567216332,0.364209553,0.9951171875,0.5,0.6908682667,0.3523410316,2.908171475,0.7017524296,0
8101,1.5,shuffled_shunt,23.88716902,0.02093173953,0.395466295,0.3904543107,0.005011984385,0.3603592532,0.3676360357,0.9975585938,0.5,0.6908682667,0.3523410316,2.905054371,0.705191718,0
8101,1.5,anti_aligned_shunt,23.88716902,0.02093173953,0.395466295,0.3906440658,0.004822229206,0.3638318702,0.372829107,0.998046875,0.5,0.6908682667,0.3523410316,2.909278076,0.6979493994,0
8101,1.5,explicit_point_gate,23.88716902,0.02093173953,0.395466295,0.391772363,0.00369393202,0.3567216332,0.364209553,0.9951171875,0.5,0.6908682667,0.3523410316,2.908171475,0.7017524296,0
8101,1.5,aligned_clean_credit,23.88716902,0.02093173953,0.395466295,0.3920653682,0.003400926795,0.354021502,0.3613299674,0.9965820312,0.5,0.6908682667,0.3523410316,2.908171475,0.6981540263,0
8101,2,exact_clean_bp,23.88716902,0.02093173953,0.395466295,0.3909389283,0.004527366704,0.3362352105,0.3451716045,0.9975585938,0.5015017238,0.6464538489,0.1687856303,0,1,0
8101,2,noisy_no_shunt,23.88716902,0.02093173953,0.395466295,0.3955531704,-8.687531592e-05,0.364166965,0.3750948384,0.9765625,0.5015017238,0.6464538489,0.1687856303,0,1,0
8101,2,state_matched_additive,23.88716902,0.02093173953,0.395466295,0.3955531704,-8.687531592e-05,0.364166965,0.3750948384,0.9765625,0.5015017238,0.6464538489,0.1687856303,7.361003341,0.6477460518,0
8101,2,best_global_shunt,23.88716902,0.02093173953,0.395466295,0.3928898352,0.002576459819,0.3778706857,0.382951914,0.9970703125,0.5015017238,0.6464538489,0.1687856303,7.700399938,0.1790268312,0
8101,2,reliability_aligned_shunt,23.88716902,0.02093173953,0.395466295,0.3920988349,0.003367460108,0.3557365846,0.3629969002,0.9965820312,0.5015017238,0.6464538489,0.1687856303,7.361003341,0.6493068026,0
8101,2,shuffled_shunt,23.88716902,0.02093173953,0.395466295,0.3942625473,0.001203747728,0.3755372543,0.386433952,0.94140625,0.5015017238,0.6464538489,0.1687856303,7.357885076,0.6548995925,0
8101,2,anti_aligned_shunt,23.88716902,0.02093173953,0.395466295,0.3953989095,6.738553704e-05,0.3799846684,0.3907596195,0.970703125,0.5015017238,0.6464538489,0.1687856303,7.365204188,0.6551458654,0
8101,2,explicit_point_gate,23.88716902,0.02093173953,0.395466295,0.3920988349,0.003367460108,0.3557365846,0.3629969002,0.9965820312,0.5015017238,0.6464538489,0.1687856303,7.361003341,0.6493068026,0
8101,2,aligned_clean_credit,23.88716902,0.02093173953,0.395466295,0.3922862695,0.003180025503,0.3567293256,0.3636347982,0.9965820312,0.5015017238,0.6464538489,0.1687856303,7.361003341,0.6525666146,0
8102,0,exact_clean_bp,23.91049165,0.02091132241,0.3961535243,0.3921517915,0.004001732765,0.3572656899,0.3622061607,0.9985351562,0.5,1,1,0,1,0
8102,0,noisy_no_shunt,23.91049165,0.02091132241,0.3961535243,0.3936626196,0.002490904696,0.3577889746,0.3624355182,0.998046875,0.5,1,1,0,1,0
8102,0,state_matched_additive,23.91049165,0.02091132241,0.3961535243,0.3936626196,0.002490904696,0.3577889746,0.3624355182,0.998046875,0.5,1,1,0,1,0
8102,0,best_global_shunt,23.91049165,0.02091132241,0.3961535243,0.3936626196,0.002490904696,0.3577889746,0.3624355182,0.998046875,0.5,1,1,0,1,0
8102,0,reliability_aligned_shunt,23.91049165,0.02091132241,0.3961535243,0.3936626196,0.002490904696,0.3577889746,0.3624355182,0.998046875,0.5,1,1,0,1,0
8102,0,shuffled_shunt,23.91049165,0.02091132241,0.3961535243,0.3936626196,0.002490904696,0.3577889746,0.3624355182,0.998046875,0.5,1,1,0,1,0
8102,0,anti_aligned_shunt,23.91049165,0.02091132241,0.3961535243,0.3936626196,0.002490904696,0.3577889746,0.3624355182,0.998046875,0.5,1,1,0,1,0
8102,0,explicit_point_gate,23.91049165,0.02091132241,0.3961535243,0.3936626196,0.002490904696,0.3577889746,0.3624355182,0.998046875,0.5,1,1,0,1,0
8102,0,aligned_clean_credit,23.91049165,0.02091132241,0.3961535243,0.3921517915,0.004001732765,0.3572656899,0.3622061607,0.9985351562,0.5,1,1,0,1,0
8102,0.5,exact_clean_bp,23.91049165,0.02091132241,0.3961535243,0.3921517915,0.004001732765,0.3572656899,0.3622061607,0.9985351562,0.5,0.8641019525,0.8630904731,0,1,0
8102,0.5,noisy_no_shunt,23.91049165,0.02091132241,0.3961535243,0.3922649595,0.003888564831,0.3606292551,0.3651896684,1,0.5,0.8641019525,0.8630904731,0,1,0
8102,0.5,state_matched_additive,23.91049165,0.02091132241,0.3961535243,0.3922649595,0.003888564831,0.3606292551,0.3651896684,1,0.5,0.8641019525,0.8630904731,0.3355369501,0.8644682724,0
8102,0.5,best_global_shunt,23.91049165,0.02091132241,0.3961535243,0.3924391789,0.003714345453,0.3623157371,0.3667185674,1,0.5,0.8641019525,0.8630904731,0.2477865811,0.8639899782,0
8102,0.5,reliability_aligned_shunt,23.91049165,0.02091132241,0.3961535243,0.3924506853,0.003702839015,0.362672053,0.3671608673,1,0.5,0.8641019525,0.8630904731,0.3355369501,0.8692192199,0
8102,0.5,shuffled_shunt,23.91049165,0.02091132241,0.3961535243,0.3929519093,0.003201614989,0.3633764557,0.3680172182,1,0.5,0.8641019525,0.8630904731,0.3357939088,0.8706110124,0
8102,0.5,anti_aligned_shunt,23.91049165,0.02091132241,0.3961535243,0.3925948294,0.003558694858,0.3643569535,0.3687292413,1,0.5,0.8641019525,0.8630904731,0.337576252,0.8702804193,0
8102,0.5,explicit_point_gate,23.91049165,0.02091132241,0.3961535243,0.3924506853,0.003702839015,0.362672053,0.3671608673,1,0.5,0.8641019525,0.8630904731,0.3355369501,0.8692192199,0
8102,0.5,aligned_clean_credit,23.91049165,0.02091132241,0.3961535243,0.3924850564,0.003668467894,0.361888184,0.3666065659,0.998046875,0.5,0.8641019525,0.8630904731,0.3355369501,0.8735588379,0
8102,1,exact_clean_bp,23.91049165,0.02091132241,0.3961535243,0.3921517915,0.004001732765,0.3572656899,0.3622061607,0.9985351562,0.5,0.7598785813,0.5862495545,0,1,0
8102,1,noisy_no_shunt,23.91049165,0.02091132241,0.3961535243,0.3914079879,0.004745536441,0.3580790416,0.3634904436,0.9990234375,0.5,0.7598785813,0.5862495545,0,1,0
8102,1,state_matched_additive,23.91049165,0.02091132241,0.3961535243,0.3914079879,0.004745536441,0.3580790416,0.3634904436,0.9990234375,0.5,0.7598785813,0.5862495545,1.093413948,0.769630898,0
8102,1,best_global_shunt,23.91049165,0.02091132241,0.3961535243,0.3921836571,0.003969867171,0.3664219099,0.3709189913,0.9970703125,0.5,0.7598785813,0.5862495545,1.102443611,0.5990397395,0
8102,1,reliability_aligned_shunt,23.91049165,0.02091132241,0.3961535243,0.3919890138,0.004164510468,0.3666406581,0.3707621033,0.998046875,0.5,0.7598785813,0.5862495545,1.093413948,0.7719180582,0
8102,1,shuffled_shunt,23.91049165,0.02091132241,0.3961535243,0.3916979002,0.004455624059,0.3634937758,0.3683350274,0.9990234375,0.5,0.7598785813,0.5862495545,1.098467046,0.7708304239,0
8102,1,anti_aligned_shunt,23.91049165,0.02091132241,0.3961535243,0.3917762604,0.004377263931,0.3641144909,0.3696879564,0.9990234375,0.5,0.7598785813,0.5862495545,1.101256667,0.7661830444,0
8102,1,explicit_point_gate,23.91049165,0.02091132241,0.3961535243,0.3919890138,0.004164510468,0.3666406581,0.3707621033,0.998046875,0.5,0.7598785813,0.5862495545,1.093413948,0.7719180582,0
8102,1,aligned_clean_credit,23.91049165,0.02091132241,0.3961535243,0.392850157,0.003303367322,0.3666479552,0.370522592,0.9985351562,0.5,0.7598785813,0.5862495545,1.093413948,0.770325436,0
8102,1.5,exact_clean_bp,23.91049165,0.02091132241,0.3961535243,0.3921517915,0.004001732765,0.3572656899,0.3622061607,0.9985351562,0.5,0.6908682667,0.3201653746,0,1,0
8102,1.5,noisy_no_shunt,23.91049165,0.02091132241,0.3961535243,0.3931093568,0.003044167471,0.3720864134,0.3783741641,0.9956054688,0.5,0.6908682667,0.3201653746,0,1,0
8102,1.5,state_matched_additive,23.91049165,0.02091132241,0.3961535243,0.3931093568,0.003044167471,0.3720864134,0.3783741641,0.9956054688,0.5,0.6908682667,0.3201653746,2.890928874,0.7021665079,0
8102,1.5,best_global_shunt,23.91049165,0.02091132241,0.3961535243,0.3941974914,0.001956032905,0.381868488,0.3857497949,0.9946289062,0.5,0.6908682667,0.3201653746,3.316876909,0.3387969501,0
8102,1.5,reliability_aligned_shunt,23.91049165,0.02091132241,0.3961535243,0.3928456133,0.003307911012,0.372374071,0.3758036364,0.9985351562,0.5,0.6908682667,0.3201653746,2.890928874,0.6995265096,0
8102,1.5,shuffled_shunt,23.91049165,0.02091132241,0.3961535243,0.3940140845,0.002139439766,0.3740249594,0.3778598526,0.998046875,0.5,0.6908682667,0.3201653746,2.892726152,0.6987653346,0
8102,1.5,anti_aligned_shunt,23.91049165,0.02091132241,0.3961535243,0.3939774666,0.002176057667,0.3795396398,0.38651934,0.9956054688,0.5,0.6908682667,0.3201653746,2.914894738,0.6954456897,0
8102,1.5,explicit_point_gate,23.91049165,0.02091132241,0.3961535243,0.3928456133,0.003307911012,0.372374071,0.3758036364,0.9985351562,0.5,0.6908682667,0.3201653746,2.890928874,0.6995265096,0
8102,1.5,aligned_clean_credit,23.91049165,0.02091132241,0.3961535243,0.3931372917,0.003016232557,0.3699323187,0.3727996344,0.9990234375,0.5,0.6908682667,0.3201653746,2.890928874,0.6984109195,0
8102,2,exact_clean_bp,23.91049165,0.02091132241,0.3961535243,0.3921517915,0.004001732765,0.3572656899,0.3622061607,0.9985351562,0.5015017238,0.6464538489,0.1488946772,0,1,0
8102,2,noisy_no_shunt,23.91049165,0.02091132241,0.3961535243,0.3959898734,0.0001636509133,0.3637897092,0.3691966971,0.9970703125,0.5015017238,0.6464538489,0.1488946772,0,1,0
8102,2,state_matched_additive,23.91049165,0.02091132241,0.3961535243,0.3959898734,0.0001636509133,0.3637897092,0.3691966971,0.9970703125,0.5015017238,0.6464538489,0.1488946772,7.313095178,0.6542500493,0
8102,2,best_global_shunt,23.91049165,0.02091132241,0.3961535243,0.3956453741,0.0005081502128,0.3856679899,0.3882616837,0.9975585938,0.5015017238,0.6464538489,0.1488946772,8.929035932,0.1580663928,0
8102,2,reliability_aligned_shunt,23.91049165,0.02091132241,0.3961535243,0.3930506796,0.003102844752,0.3726745826,0.3746895921,0.9995117188,0.5015017238,0.6464538489,0.1488946772,7.313095178,0.6523396515,0
8102,2,shuffled_shunt,23.91049165,0.02091132241,0.3961535243,0.3926606615,0.003492862796,0.3692966844,0.3730268191,0.9985351562,0.5015017238,0.6464538489,0.1488946772,7.343278566,0.6497575998,0
8102,2,anti_aligned_shunt,23.91049165,0.02091132241,0.3961535243,0.3977420821,-0.001588557813,0.3759849326,0.3825750929,0.9916992188,0.5015017238,0.6464538489,0.1488946772,7.381344218,0.6543025597,0
8102,2,explicit_point_gate,23.91049165,0.02091132241,0.3961535243,0.3930506796,0.003102844752,0.3726745826,0.3746895921,0.9995117188,0.5015017238,0.6464538489,0.1488946772,7.313095178,0.6523396515,0
8102,2,aligned_clean_credit,23.91049165,0.02091132241,0.3961535243,0.3933332089,0.002820315446,0.3718665536,0.3739840166,0.9995117188,0.5015017238,0.6464538489,0.1488946772,7.313095178,0.6520042729,0
8103,0,exact_clean_bp,23.85588974,0.02095918473,0.3924030602,0.3880442392,0.004358821007,0.340419856,0.3453515051,0.9990234375,0.5,1,1,0,1,0
8103,0,noisy_no_shunt,23.85588974,0.02095918473,0.3924030602,0.3890480909,0.003354969239,0.3413694034,0.3459272363,0.9965820312,0.5,1,1,0,1,0
8103,0,state_matched_additive,23.85588974,0.02095918473,0.3924030602,0.3890480909,0.003354969239,0.3413694034,0.3459272363,0.9965820312,0.5,1,1,0,1,0
8103,0,best_global_shunt,23.85588974,0.02095918473,0.3924030602,0.3890480909,0.003354969239,0.3413694034,0.3459272363,0.9965820312,0.5,1,1,0,1,0
8103,0,reliability_aligned_shunt,23.85588974,0.02095918473,0.3924030602,0.3890480909,0.003354969239,0.3413694034,0.3459272363,0.9965820312,0.5,1,1,0,1,0
8103,0,shuffled_shunt,23.85588974,0.02095918473,0.3924030602,0.3890480909,0.003354969239,0.3413694034,0.3459272363,0.9965820312,0.5,1,1,0,1,0
