reliability_heterogeneity,method,n_seeds,mean_test_loss_after_one_step,ci95_low_test_loss_after_one_step,ci95_high_test_loss_after_one_step,mean_one_step_test_loss_decrease,ci95_low_one_step_test_loss_decrease,ci95_high_one_step_test_loss_decrease,mean_final_test_loss,ci95_low_final_test_loss,ci95_high_final_test_loss,mean_final_test_accuracy,ci95_low_final_test_accuracy,ci95_high_final_test_accuracy,mean_mean_final_physical_attenuation,ci95_low_mean_final_physical_attenuation,ci95_high_mean_final_physical_attenuation
0.5,best_global_shunt,50,0.3904570976,0.3900200235,0.3908876235,0.00387972923,0.003596907257,0.004143865884,0.3509214429,0.3483868009,0.3533282653,0.9975878906,0.9969726562,0.9981835937,0.8967105515,0.8912255869,0.9024917201
0.5,exact_clean_bp,50,0.3898338681,0.3894938622,0.3901707846,0.004502958763,0.00439777039,0.004611548871,0.3458400938,0.3432473738,0.3483537815,0.9985058594,0.9982226562,0.9987792969,1,1,1
0.5,explicit_point_gate,50,0.3904983862,0.3900860212,0.3908945988,0.003838440692,0.00359282157,0.004074461366,0.3525239969,0.3500592915,0.3549041958,0.9977441406,0.9971679688,0.9982910156,0.8722001116,0.8710664165,0.8733432193
0.5,noisy_no_shunt,50,0.3903297303,0.3898756575,0.3907819133,0.004007096614,0.003687665052,0.004309158242,0.3489495891,0.3463944493,0.3513706,0.9977050781,0.9970214844,0.9983398437,1,1,1
0.5,reliability_aligned_shunt,50,0.3904983862,0.3901028864,0.3909010687,0.003838440692,0.003592653852,0.004069862498,0.3525239969,0.3500742419,0.3548564157,0.9977441406,0.9971679688,0.9982910156,0.8722001116,0.8710698841,0.8733492876
0.5,shuffled_shunt,50,0.3905627513,0.3901152929,0.3910140125,0.003774075557,0.003486455451,0.004047264345,0.3526371839,0.3502726959,0.3549564615,0.9978027344,0.9972167969,0.998359375,0.8716390261,0.8707740579,0.8724932805
0.5,state_matched_additive,50,0.3903297303,0.3898750243,0.3907879952,0.004007096614,0.003691643266,0.004303865284,0.3489495891,0.3464002567,0.351426824,0.9977050781,0.9970117188,0.9983398437,0.8683672744,0.8670696219,0.8697003015
1,aligned_clean_credit,50,0.3905578436,0.3902197883,0.3908880141,0.003778983281,0.003689553639,0.003870401267,0.3552000002,0.3527929583,0.3575323773,0.9984667969,0.9981738281,0.99875,0.7695992903,0.7690453096,0.770155436
1,anti_aligned_shunt,50,0.391081406,0.3905448048,0.3916157822,0.003255420877,0.002835387186,0.003657697252,0.3589227677,0.3564844185,0.3613194143,0.9979882813,0.9973339844,0.9985839844,0.7697691335,0.7689644326,0.7705652346
1,best_global_shunt,50,0.3909349442,0.3905023644,0.3913611375,0.003401882644,0.003114393979,0.00367936184,0.3582910981,0.3559506294,0.360518255,0.9978027344,0.9972167969,0.9983398437,0.6508697494,0.6418082113,0.660427675
1,exact_clean_bp,50,0.3898338681,0.3894879908,0.3901726162,0.004502958763,0.004398375023,0.004613791209,0.3458400938,0.3433015211,0.3483627827,0.9985058594,0.9982226562,0.9987792969,1,1,1
1,explicit_point_gate,50,0.3907153372,0.3903281192,0.391099373,0.003621489638,0.003374240213,0.003866923066,0.3566838573,0.3542603848,0.3590338691,0.9982714844,0.9978125,0.9987011719,0.7689320735,0.7679843737,0.7698799896
1,noisy_no_shunt,50,0.3904349214,0.3899273021,0.390935422,0.003901905504,0.003509354955,0.004287541602,0.3503722002,0.347687207,0.3529489069,0.9979492187,0.9972753906,0.9985644531,1,1,1
1,reliability_aligned_shunt,50,0.3907153372,0.3903217737,0.3910996571,0.003621489638,0.003376063054,0.003870225386,0.3566838573,0.3542725401,0.3589550874,0.9982714844,0.9978027344,0.9987011719,0.7689320735,0.7679995516,0.7699018181
1,shuffled_shunt,50,0.3907011547,0.3902839372,0.3911279769,0.003635672184,0.003335084977,0.003930107289,0.3576684871,0.3551646263,0.3601200859,0.998125,0.9974902344,0.9986816406,0.7695778391,0.7685514016,0.7705991453
1,state_matched_additive,50,0.3904349214,0.3899351442,0.3909371943,0.003901905504,0.003514068965,0.004283936878,0.3503722002,0.347739279,0.3529613614,0.9979492187,0.997265625,0.9985546875,0.7640012877,0.7627102296,0.7653307321
1.5,aligned_clean_credit,50,0.3908672374,0.3905347659,0.3911983282,0.003469589477,0.003384970626,0.003557701004,0.3587078534,0.3563736245,0.3609755886,0.9985644531,0.9982714844,0.9988476563,0.6985128154,0.6981344183,0.6989234651
1.5,anti_aligned_shunt,50,0.3924180021,0.3917691615,0.3931094478,0.001918824745,0.001264354287,0.002499684032,0.3667859439,0.3641751216,0.3694077923,0.9957519531,0.9937695313,0.9973144531,0.6994175966,0.6985353493,0.7003106106
1.5,best_global_shunt,50,0.3922143373,0.3918126048,0.3926062294,0.002122489605,0.001883045227,0.002353247343,0.371079416,0.369127136,0.3729427824,0.9966699219,0.9959472656,0.9973535156,0.3861056365,0.3774725535,0.3949507378
1.5,exact_clean_bp,50,0.3898338681,0.389493136,0.3901732884,0.004502958763,0.004397181181,0.004610096864,0.3458400938,0.3432129599,0.3483051735,0.9985058594,0.9982226562,0.9987792969,1,1,1
1.5,explicit_point_gate,50,0.3909479392,0.390586202,0.3913151824,0.003388887709,0.003220046418,0.003557346406,0.3600878625,0.3576737852,0.3624345699,0.9978515625,0.9972851563,0.9983789063,0.6985053265,0.69766358,0.6993250865
1.5,noisy_no_shunt,50,0.391368652,0.390774115,0.3919987486,0.002968174853,0.002369090968,0.003504907823,0.3549282275,0.3519730802,0.3577909375,0.9963574219,0.9952634277,0.9973632812,1,1,1
1.5,reliability_aligned_shunt,50,0.3909479392,0.3905805851,0.3913097811,0.003388887709,0.003217782059,0.003562617284,0.3600878625,0.3576788663,0.3623700083,0.9978515625,0.9972753906,0.9983789063,0.6985053265,0.6976717945,0.6993192708
1.5,shuffled_shunt,50,0.3920275884,0.3914296264,0.3926802145,0.002309238453,0.001730540094,0.002824925399,0.3654203988,0.3633475682,0.367513474,0.9970703125,0.9959375,0.9980078125,0.7006813774,0.6993510971,0.7020870951
1.5,state_matched_additive,50,0.391368652,0.3907752322,0.3920015276,0.002968174853,0.002374234576,0.003493797855,0.3549282275,0.3519949298,0.3578313484,0.9963574219,0.9952539062,0.99734375,0.6967050852,0.6952132494,0.6981863939
2,aligned_clean_credit,50,0.3910851889,0.390751065,0.391412617,0.003251637922,0.003170188675,0.003337416995,0.3608441925,0.3585255977,0.3630646831,0.9986523438,0.9983789063,0.9989257812,0.6526967287,0.652328599,0.653063563
2,anti_aligned_shunt,50,0.3934401704,0.392564156,0.3943618379,0.0008966565077,6.391756963e-05,0.001687279855,0.3754926193,0.3721121116,0.3791349802,0.9957519531,0.9939648438,0.9972460937,0.6536371564,0.6525510758,0.6547412326
2,best_global_shunt,50,0.3928704471,0.3924618737,0.3932906803,0.001466379765,0.001242112169,0.001695443952,0.3821165087,0.3808391708,0.3833767671,0.9975292969,0.9967285156,0.998203125,0.1906566885,0.1850127394,0.1963982209
2,exact_clean_bp,50,0.3898338681,0.3894886193,0.3901690934,0.004502958763,0.004396181652,0.004610139221,0.3458400938,0.3432542141,0.3483227325,0.9985058594,0.9982226562,0.9987792969,1,1,1
2,explicit_point_gate,50,0.3910538617,0.3906876048,0.3914176311,0.003282965142,0.003098966809,0.003464875945,0.3617121003,0.3594702783,0.3639179442,0.9987109375,0.9984082031,0.9989941406,0.6522717714,0.6514652226,0.6530854271
2,noisy_no_shunt,50,0.3923925978,0.3915680543,0.3932454075,0.001944229099,0.001185396254,0.002700651727,0.3612868496,0.3577833824,0.3649561485,0.9961328125,0.9947460938,0.9973339844,1,1,1
2,reliability_aligned_shunt,50,0.3910538617,0.3906823616,0.3914163136,0.003282965142,0.003096696652,0.003463509017,0.3617121003,0.3593973863,0.3639271421,0.9987109375,0.9984082031,0.9989941406,0.6522717714,0.6514561627,0.6530917936
2,shuffled_shunt,50,0.392502192,0.3917708651,0.3932856024,0.001834634829,0.001123502956,0.002511536605,0.3709162644,0.3677643325,0.3741521354,0.9958984375,0.9930566406,0.9979296875,0.652154649,0.6506958149,0.6537747888
2,state_matched_additive,50,0.3923925978,0.3915724804,0.393266812,0.001944229099,0.001164924887,0.002702972614,0.3612868496,0.3578259754,0.3649066586,0.9961328125,0.9947558594,0.9973535156,0.6513557043,0.6501606331,0.6525966239
