seed,phase,task,step,model,optimizer,rule,rate,selected_rate,common_rate,test_nmse,validation_nmse,population_nmse,parameter_norm,max_abs_parameter,gradient_clipped_steps,parameter_projected_steps,elapsed_seconds
211200,fresh,matching,0,algebraic,sgd,exact,0.03,True,True,0.7264049613684997,0.8137030720200218,0.7222775963101632,2.799365378271724,1.6417789839476682,0,0,0.02902133599855
211200,fresh,matching,0,algebraic,sgd,unit_broadcast,0.01,True,False,0.7264049613684997,0.8137030720200218,0.7222775963101632,2.799365378271724,1.6417789839476682,0,0,0.0290547800250351
211200,fresh,matching,0,algebraic,sgd,unit_broadcast,0.03,False,True,0.7264049613684997,0.8137030720200218,0.7222775963101632,2.799365378271724,1.6417789839476682,0,0,0.0290750049753114
211200,fresh,matching,0,algebraic,sgd,calibrated_broadcast,0.03,True,True,0.7264049613684997,0.8137030720200218,0.7222775963101632,2.799365378271724,1.6417789839476682,0,0,0.0290934999939054
211200,fresh,matching,0,algebraic,sgd,sign_broadcast,0.01,True,False,0.7264049613684997,0.8137030720200218,0.7222775963101632,2.799365378271724,1.6417789839476682,0,0,0.0291135950246825
211200,fresh,matching,0,algebraic,sgd,sign_broadcast,0.03,False,True,0.7264049613684997,0.8137030720200218,0.7222775963101632,2.799365378271724,1.6417789839476682,0,0,0.0291309719905257
211200,fresh,matching,0,algebraic,adam,exact,0.003,True,True,0.7264049613684997,0.8137030720200218,0.7222775963101632,2.799365378271724,1.6417789839476682,0,0,0.0291477959835901
211200,fresh,matching,0,algebraic,adam,unit_broadcast,0.003,True,True,0.7264049613684997,0.8137030720200218,0.7222775963101632,2.799365378271724,1.6417789839476682,0,0,0.0291677699424326
211200,fresh,matching,0,algebraic,adam,calibrated_broadcast,0.003,False,True,0.7264049613684997,0.8137030720200218,0.7222775963101632,2.799365378271724,1.6417789839476682,0,0,0.0291844999883323
211200,fresh,matching,0,algebraic,adam,calibrated_broadcast,0.01,True,False,0.7264049613684997,0.8137030720200218,0.7222775963101632,2.799365378271724,1.6417789839476682,0,0,0.0292013370199129
211200,fresh,matching,0,algebraic,adam,sign_broadcast,0.003,False,True,0.7264049613684997,0.8137030720200218,0.7222775963101632,2.799365378271724,1.6417789839476682,0,0,0.0292190510081127
211200,fresh,matching,0,algebraic,adam,sign_broadcast,0.01,True,False,0.7264049613684997,0.8137030720200218,0.7222775963101632,2.799365378271724,1.6417789839476682,0,0,0.0292355829151347
211200,fresh,matching,1,algebraic,sgd,exact,0.03,True,True,0.7181500309805668,0.8037258718366495,0.7135423044001701,2.79870414965635,1.6417668231938325,0,0,0.0583602079423144
211200,fresh,matching,1,algebraic,sgd,unit_broadcast,0.01,True,False,0.7257561045952294,0.8130384676582025,0.7216820401324252,2.801958133414715,1.6463805527976991,0,0,0.0583859159378334
211200,fresh,matching,1,algebraic,sgd,unit_broadcast,0.03,False,True,0.7247354203087625,0.8120109711057455,0.7207749997375037,2.8073211249523293,1.655583690497761,0,0,0.0584050699835643
211200,fresh,matching,1,algebraic,sgd,calibrated_broadcast,0.03,True,True,0.719004769737833,0.8047457133872115,0.714470370170551,2.8011263509382065,1.6429851900667167,0,0,0.0584253019187599
