model,task,optimizer,rule,step,gradient_cosine,optimizer_update_cosine,path_uniform_oracle_capture,path_calibrated_oracle_capture,path_sign_oracle_capture,path_best_rank_one_capture,path_effective_rank,path_full_rank_capture,path_delivered_relative_squared_error,path_delivered_cosine,path_energy,credit_uniform_oracle_capture,credit_calibrated_oracle_capture,credit_sign_oracle_capture,credit_best_rank_one_capture,credit_effective_rank,credit_full_rank_capture,credit_delivered_relative_squared_error,credit_delivered_cosine,credit_energy
conductance,0,sgd,unit_broadcast,16,0.7937184670027202,0.7937184670027202,0.6949244886938842,0.9900866600232552,0.6949244886938842,0.9907543684556377,1.0187031455511242,1.0,6.7589261972489165,0.8307631402987914,272.17441541710747,0.6923453738927063,0.9887192034895909,0.6923453738927063,0.9898613712306001,1.0205342280188379,1.0,6.773800358680639,0.8290634426470664,9629.303069672105
conductance,0,sgd,unit_broadcast,64,0.8588662353888582,0.8588662353888582,0.7040984061232618,0.9860394604845542,0.7040984061232618,0.9908151010648989,1.0185796451498714,1.0,6.865314477518416,0.8365091656810522,267.0844095287795,0.705929754247694,0.9848356042977017,0.705929754247694,0.9895906169592814,1.0210885277676185,1.0,6.8203450604823574,0.8374267022700144,6342.313241886621
conductance,0,sgd,unit_broadcast,256,0.8728873540947621,0.8728873540947621,0.7203209732501609,0.9564167939099765,0.7203209732501609,0.9909870191160944,1.0182290287787226,1.0,7.04827380487024,0.846561583020474,259.47144903459883,0.7239973446129188,0.9557492992450696,0.7239973446129188,0.9903260434920282,1.0195813077087386,1.0,6.993987924008278,0.848561993465738,2311.375052994572
conductance,0,sgd,unit_broadcast,512,0.8617554285161881,0.8617554285161881,0.7231748558961509,0.9285187547216406,0.7231748558961509,0.9911253596448537,1.0179460675737588,1.0,7.064366324183652,0.8483739105104412,259.0268517685311,0.7291513782075711,0.9279822508757499,0.7291513782075711,0.9911340332001226,1.0179286795019802,1.0,6.9873305084463695,0.8517264998141867,971.7167274929336
conductance,0,sgd,unit_broadcast,1024,0.8425424810386071,0.8425424810386071,0.7241324486057366,0.9125554805073814,0.7241324486057366,0.9912425848504995,1.0177068094393038,1.0,7.03397139305722,0.8489991885203647,259.97096849950026,0.7327015701025921,0.9119933481594051,0.7327015701025921,0.9917571355160015,1.0166602471267563,1.0,6.918802589837361,0.8539579936333107,389.1545532849819
conductance,1,adam,calibrated_broadcast,0,0.9942035531374562,0.9942035531374562,0.6907500773331103,0.9907420564039049,0.6907500773331103,0.9907909685816403,1.0186289288718624,1.0,0.010391973926798326,0.9947918661109829,275.3308490282163,0.6916246273017419,0.9902898372090252,0.6916246273017419,0.9912507689068871,1.0176959750053483,1.0,0.01080688464505298,0.9946304729338683,25871.34829366191
conductance,1,adam,calibrated_broadcast,1,0.9922155694320203,0.7049843139562424,0.693993823587299,0.9901041764193297,0.693993823587299,0.990724581338708,1.0187644500573647,1.0,0.011078683445224054,0.9944709759055751,272.57401342993256,0.6935600959780086,0.9894409241197936,0.6935600959780086,0.9907136147761675,1.0187924770283039,1.0,0.01173863547826155,0.9941742549673567,18513.125775852728
conductance,1,adam,calibrated_broadcast,16,0.9578684289794633,0.4715313348566049,0.7173847670439639,0.930628974461747,0.7173847670439639,0.9909569203850177,1.0182907281817544,1.0,0.07873786188685004,0.9639569601888811,260.4765852540553,0.7250540368159328,0.9305656268113133,0.7250540368159328,0.9911261641476299,1.0179495885981844,1.0,0.07846077189962467,0.9639199939632774,2901.9357209179548
conductance,1,adam,calibrated_broadcast,64,0.9367647783972833,0.29909399386662494,0.7211600067294937,0.9117781096665899,0.7211600067294937,0.9911301014461579,1.017935271353843,1.0,0.10072754942183519,0.9538489666905363,260.21161167558745,0.7282140571268417,0.9100427296470086,0.7282140571268417,0.9909019250122253,1.018411572491693,1.0,0.10190562190999528,0.9528803686594152,389.77979146592253
conductance,1,adam,calibrated_broadcast,256,0.9383706576738321,0.18258586518503628,0.7246676517575187,0.9079006681431367,0.7246676517575187,0.9911496029339988,1.0178981138630776,1.0,0.10497410574175761,0.951619181531923,261.29790725705317,0.7312209443063724,0.9063024622744805,0.7312209443063724,0.9909532705373796,1.0183055511054204,1.0,0.10587259029894218,0.9507364957299984,56.49061739681325
conductance,1,adam,calibrated_broadcast,512,0.9319647889488136,-0.1071158620662449,0.7254154341354068,0.9047146024813927,0.7254154341354068,0.9911634477383935,1.0178703539543714,1.0,0.10860985465320713,0.9498344277894729,261.20720845000574,0.7332825283716649,0.9036722456801135,0.7332825283716649,0.9910018776338514,1.0182060987528894,1.0,0.10908542251983896,0.9492532262865803,6.37715716314686
conductance,1,adam,calibrated_broadcast,1024,0.9336554311536114,0.021565063639883926,0.725790607504324,0.9032023688806244,0.725790607504324,0.9911606835079223,1.0178761488216508,1.0,0.11024916802256693,0.949004667796828,261.6348412767749,0.7329212806992998,0.9021219951325767,0.7329212806992998,0.9909849308838563,1.0182366438309889,1.0,0.11122275713738113,0.9483789075343718,0.041220510119998346
conductance,1,adam,exact,0,1.0,1.0,0.6907500773331103,0.9907420564039049,0.6907500773331103,0.9907909685816403,1.0186289288718624,1.0,0.0,1.0,275.3308490282163,0.6916246273017419,0.9902898372090252,0.6916246273017419,0.9912507689068871,1.0176959750053483,1.0,0.0,1.0,25871.34829366191
conductance,1,adam,exact,1,1.0,0.7370288532757377,0.693993823587299,0.9901041764193297,0.693993823587299,0.990724581338708,1.0187644500573647,1.0,0.0,1.0,272.57401342993256,0.6935714846971566,0.989447292035187,0.6935714846971566,0.9906806381842811,1.018860339885292,1.0,0.0,1.0,18409.46571800693
conductance,1,adam,exact,16,1.0,0.44831041464561494,0.7180157587171996,0.9324822190223184,0.7180157587171996,0.9909973658903681,1.0182080494969816,1.0,0.0,1.0,260.85806065229207,0.7250792241842893,0.9322618745659275,0.7250792241842893,0.9912419055339445,1.0177164588333671,1.0,0.0,1.0,2704.037466956698
