sensitivity,model,task,optimizer,contrast,seed,difference
selected_rate,conductance,0,sgd,unit_broadcast minus exact,211205,-0.0071047624877692995
selected_rate,conductance,0,sgd,unit_broadcast minus exact,211206,-0.0076015366978189995
selected_rate,conductance,0,sgd,unit_broadcast minus exact,211207,-0.009199739485056601
selected_rate,conductance,0,sgd,unit_broadcast minus exact,211208,-0.0056659926508495
selected_rate,conductance,0,sgd,unit_broadcast minus exact,211209,-0.0095464964105
selected_rate,conductance,0,sgd,unit_broadcast minus exact,211210,-0.0215544032946689
selected_rate,conductance,0,sgd,unit_broadcast minus exact,211211,-0.019104248450969398
selected_rate,conductance,0,sgd,unit_broadcast minus exact,211212,-0.0089268841927674
selected_rate,conductance,0,sgd,unit_broadcast minus exact,211213,-0.032649962295311794
selected_rate,conductance,0,sgd,unit_broadcast minus exact,211214,-0.00286589803557
selected_rate,conductance,0,sgd,unit_broadcast minus exact,211215,-0.0086125498518415
selected_rate,conductance,0,sgd,unit_broadcast minus exact,211216,-0.0126772100731314
selected_rate,conductance,0,sgd,unit_broadcast minus exact,211217,-0.0083496128273778
selected_rate,conductance,0,sgd,unit_broadcast minus exact,211218,-0.033129502996808204
selected_rate,conductance,0,sgd,unit_broadcast minus exact,211219,-0.0045927170512382
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211200,0.0006244736738794995
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211201,0.0015558582303434008
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211202,0.0005164656803277011
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211203,0.0006817603576865991
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211204,0.0086609894412146
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211205,0.0014755998865517012
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211206,0.0032743266543839005
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211207,0.0022726184084725983
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211208,0.0005411106562515991
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211209,0.002841823883639299
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211210,0.010501653796885203
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211211,0.004251661321262201
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211212,0.00016538791553200038
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211213,0.0016595776444581004
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211214,0.00038263489386250026
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211215,0.0016909640647108995
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211216,0.009469942233405401
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211217,-0.000677621535058499
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211218,0.032312852085526804
selected_rate,conductance,0,sgd,calibrated_broadcast minus exact,211219,1.4988770243600305e-05
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211200,-0.0035317929080022
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211201,-0.0183245223883167
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211202,-0.0168773392664055
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211203,-0.0155503214756426
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211204,-0.0129536073589561
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211205,-0.0071047624877692995
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211206,-0.0076015366978189995
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211207,-0.009199739485056601
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211208,-0.0056659926508495
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211209,-0.0095464964105
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211210,-0.0215544032946689
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211211,-0.019104248450969398
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211212,-0.0089268841927674
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211213,-0.032649962295311794
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211214,-0.00286589803557
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211215,-0.0086125498518415
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211216,-0.0126772100731314
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211217,-0.0083496128273778
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211218,-0.033129502996808204
selected_rate,conductance,0,sgd,sign_broadcast minus exact,211219,-0.0045927170512382
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211200,-0.0041562665818816995
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211201,-0.019880380618660102
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211202,-0.0173938049467332
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211203,-0.0162320818333292
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211204,-0.0216145968001707
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211205,-0.008580362374321
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211206,-0.0108758633522029
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211207,-0.0114723578935292
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211208,-0.006207103307101099
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211209,-0.012388320294139298
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211210,-0.032056057091554103
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211211,-0.0233559097722316
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211212,-0.009092272108299401
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211213,-0.0343095399397699
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211214,-0.0032485329294325003
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211215,-0.0103035139165524
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211216,-0.0221471523065368
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211217,-0.0076719912923193
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211218,-0.06544235508233501
selected_rate,conductance,0,sgd,unit_broadcast minus calibrated_broadcast,211219,-0.0046077058214818
selected_rate,conductance,1,adam,unit_broadcast minus exact,211200,1.3487407580194146e-06
selected_rate,conductance,1,adam,unit_broadcast minus exact,211201,1.4910615226635093e-11
selected_rate,conductance,1,adam,unit_broadcast minus exact,211202,1.1299072212167814e-06
selected_rate,conductance,1,adam,unit_broadcast minus exact,211203,-9.358281107217771e-11
selected_rate,conductance,1,adam,unit_broadcast minus exact,211204,3.918736897881042e-08
selected_rate,conductance,1,adam,unit_broadcast minus exact,211205,-5.2698781126300624e-06
selected_rate,conductance,1,adam,unit_broadcast minus exact,211206,2.466892567144333e-07
selected_rate,conductance,1,adam,unit_broadcast minus exact,211207,-1.862371394529577e-08
selected_rate,conductance,1,adam,unit_broadcast minus exact,211208,-1.7374692231834724e-06
selected_rate,conductance,1,adam,unit_broadcast minus exact,211209,-6.896182866640277e-11
selected_rate,conductance,1,adam,unit_broadcast minus exact,211210,-8.13744758491347e-06
selected_rate,conductance,1,adam,unit_broadcast minus exact,211211,-3.879535403314045e-15
selected_rate,conductance,1,adam,unit_broadcast minus exact,211212,-2.9708492976457618e-08
selected_rate,conductance,1,adam,unit_broadcast minus exact,211213,-2.6811310536306704e-09
selected_rate,conductance,1,adam,unit_broadcast minus exact,211214,-2.523236260111946e-13
selected_rate,conductance,1,adam,unit_broadcast minus exact,211215,2.2152160860288436e-10
selected_rate,conductance,1,adam,unit_broadcast minus exact,211216,-1.949774827372546e-07
selected_rate,conductance,1,adam,unit_broadcast minus exact,211217,-0.00010137012484908504
selected_rate,conductance,1,adam,unit_broadcast minus exact,211218,-3.0203993649997006e-06
selected_rate,conductance,1,adam,unit_broadcast minus exact,211219,1.1972676118249031e-12
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211200,1.348755080921025e-06
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211201,1.491146629435505e-11
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211202,1.1299154033590476e-06
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211203,-9.358201974842713e-11
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211204,3.918766924096278e-08
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211205,-5.269866582746501e-06
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211206,2.466902564723876e-07
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211207,-1.8623709348856172e-08
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211208,-1.7374652796912465e-06
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211209,-6.896159397053675e-11
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211210,-8.137443799390788e-06
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211211,-3.879535386564603e-15
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211212,-2.9708491909269618e-08
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211213,-2.6811308305435743e-09
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211214,-2.523235587614343e-13
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211215,2.2153271537501402e-10
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211216,-1.9497466418939607e-07
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211217,-0.00010137011763964905
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211218,-3.0203986322605287e-06
selected_rate,conductance,1,adam,calibrated_broadcast minus exact,211219,1.1974108382659845e-12
selected_rate,conductance,1,adam,sign_broadcast minus exact,211200,1.3487407580194146e-06
selected_rate,conductance,1,adam,sign_broadcast minus exact,211201,1.4910615226635093e-11
selected_rate,conductance,1,adam,sign_broadcast minus exact,211202,1.1299072212167814e-06
selected_rate,conductance,1,adam,sign_broadcast minus exact,211203,-9.358281107217771e-11
selected_rate,conductance,1,adam,sign_broadcast minus exact,211204,3.918736897881042e-08
selected_rate,conductance,1,adam,sign_broadcast minus exact,211205,-5.2698781126300624e-06
selected_rate,conductance,1,adam,sign_broadcast minus exact,211206,2.466892567144333e-07
selected_rate,conductance,1,adam,sign_broadcast minus exact,211207,-1.862371394529577e-08
selected_rate,conductance,1,adam,sign_broadcast minus exact,211208,-1.7374692231834724e-06
selected_rate,conductance,1,adam,sign_broadcast minus exact,211209,-6.896182866640277e-11
selected_rate,conductance,1,adam,sign_broadcast minus exact,211210,-8.13744758491347e-06
selected_rate,conductance,1,adam,sign_broadcast minus exact,211211,-3.879535403314045e-15
selected_rate,conductance,1,adam,sign_broadcast minus exact,211212,-2.9708492976457618e-08
selected_rate,conductance,1,adam,sign_broadcast minus exact,211213,-2.6811310536306704e-09
selected_rate,conductance,1,adam,sign_broadcast minus exact,211214,-2.523236260111946e-13
selected_rate,conductance,1,adam,sign_broadcast minus exact,211215,2.2152160860288436e-10
selected_rate,conductance,1,adam,sign_broadcast minus exact,211216,-1.949774827372546e-07
selected_rate,conductance,1,adam,sign_broadcast minus exact,211217,-0.00010137012484908504
selected_rate,conductance,1,adam,sign_broadcast minus exact,211218,-3.0203993649997006e-06
selected_rate,conductance,1,adam,sign_broadcast minus exact,211219,1.1972676118249031e-12
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211200,-1.4322901610528617e-11
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211201,-8.510677199585448e-16
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211202,-8.182142266205514e-12
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211203,-7.913237505731663e-16
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211204,-3.0026215236573595e-13
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211205,-1.1529883560606953e-11
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211206,-9.997579542748765e-13
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211207,-4.596439599491997e-15
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211208,-3.943492225890011e-12
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211209,-2.3469586602006854e-16
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211210,-3.785522681445277e-12
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211211,-1.6749441347675722e-23
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211212,-1.0671880011205014e-15
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211213,-2.230870963568013e-16
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211214,-6.724976028836465e-20
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211215,-1.1106772129662369e-14
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211216,-2.8185478585329463e-12
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211217,-7.209435977809049e-12
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211218,-7.327391720183264e-13
selected_rate,conductance,1,adam,unit_broadcast minus calibrated_broadcast,211219,-1.4322644108138908e-16
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211200,-0.0037134942220684993
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211201,-0.021742435376346403
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211202,-0.023835544462358298
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211203,-0.0156435583536442
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211204,-0.013027152110835001
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211205,-0.010569425556853399
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211206,-0.010850777067927402
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211207,-0.0073519994745675004
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211208,-0.0044833857556311005
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211209,-0.011689588035459301
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211210,-0.0232652464137675
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211211,-0.0248025370925564
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211212,-0.009994644286637001
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211213,-0.0353411937196459
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211214,-0.005551004925771699
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211215,-0.0114023548825124
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211216,-0.014096377130015198
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211217,-0.0083895852772772
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211218,-0.029522898850477097
selected_rate,conductance,1,sgd,unit_broadcast minus exact,211219,-0.006568416410618499
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211200,-0.00014479523269439985
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211201,0.003948091616635299
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211202,0.0019893334712266023
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211203,0.00011059208871539924
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211204,0.0086598494845779
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211205,0.0022595125951123014
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211206,0.0132218612125749
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211207,0.0003146275512656005
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211208,0.0005966184045152999
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211209,0.004764677987875398
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211210,0.0099577267589631
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211211,0.003974273393544198
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211212,0.0028553860965823998
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211213,0.002085973589027998
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211214,0.0011064489491354
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211215,0.0024094945531582014
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211216,0.006049954790789902
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211217,0.0012832245660346006
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211218,0.024160268897128696
selected_rate,conductance,1,sgd,calibrated_broadcast minus exact,211219,0.0004555278921950009
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211200,-0.0037134942220684993
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211201,-0.021742435376346403
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211202,-0.023835544462358298
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211203,-0.0156435583536442
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211204,-0.013027152110835001
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211205,-0.010569425556853399
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211206,-0.010850777067927402
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211207,-0.0073519994745675004
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211208,-0.0044833857556311005
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211209,-0.011689588035459301
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211210,-0.0232652464137675
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211211,-0.0248025370925564
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211212,-0.009994644286637001
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211213,-0.0353411937196459
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211214,-0.005551004925771699
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211215,-0.0114023548825124
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211216,-0.014096377130015198
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211217,-0.0083895852772772
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211218,-0.029522898850477097
selected_rate,conductance,1,sgd,sign_broadcast minus exact,211219,-0.006568416410618499
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211200,-0.0035686989893740995
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211201,-0.025690526992981702
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211202,-0.0258248779335849
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211203,-0.0157541504423596
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211204,-0.0216870015954129
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211205,-0.0128289381519657
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211206,-0.024072638280502302
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211207,-0.007666627025833101
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211208,-0.0050800041601464
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211209,-0.016454266023334697
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211210,-0.0332229731727306
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211211,-0.028776810486100597
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211212,-0.0128500303832194
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211213,-0.037427167308673896
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211214,-0.006657453874907099
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211215,-0.013811849435670601
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211216,-0.020146331920805102
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211217,-0.0096728098433118
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211218,-0.053683167747605794
selected_rate,conductance,1,sgd,unit_broadcast minus calibrated_broadcast,211219,-0.0070239443028135
selected_rate,conductance,2,adam,unit_broadcast minus exact,211200,-6.2808181967116e-14
selected_rate,conductance,2,adam,unit_broadcast minus exact,211201,-2.4054563185505543e-06
selected_rate,conductance,2,adam,unit_broadcast minus exact,211202,1.171917817761339e-06
selected_rate,conductance,2,adam,unit_broadcast minus exact,211203,-8.181201698964021e-13
selected_rate,conductance,2,adam,unit_broadcast minus exact,211204,6.99067039347344e-11
selected_rate,conductance,2,adam,unit_broadcast minus exact,211205,-8.774935171726444e-07
selected_rate,conductance,2,adam,unit_broadcast minus exact,211206,-1.1200596681243423e-07
selected_rate,conductance,2,adam,unit_broadcast minus exact,211207,-3.2037613045188063e-15
selected_rate,conductance,2,adam,unit_broadcast minus exact,211208,7.524595857503056e-07
selected_rate,conductance,2,adam,unit_broadcast minus exact,211209,-4.303653759999662e-11
selected_rate,conductance,2,adam,unit_broadcast minus exact,211210,-2.860474462291275e-06
selected_rate,conductance,2,adam,unit_broadcast minus exact,211211,-6.402702828862565e-15
selected_rate,conductance,2,adam,unit_broadcast minus exact,211212,-2.255532791169968e-17
selected_rate,conductance,2,adam,unit_broadcast minus exact,211213,-5.293305403430073e-07
selected_rate,conductance,2,adam,unit_broadcast minus exact,211214,-3.173345028649306e-13
selected_rate,conductance,2,adam,unit_broadcast minus exact,211215,-8.868107116674173e-15
selected_rate,conductance,2,adam,unit_broadcast minus exact,211216,-2.0078233926582454e-08
selected_rate,conductance,2,adam,unit_broadcast minus exact,211217,-0.000277023603683057
selected_rate,conductance,2,adam,unit_broadcast minus exact,211218,-6.229914353845343e-06
selected_rate,conductance,2,adam,unit_broadcast minus exact,211219,1.1466706413692512e-09
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211200,-6.280817503695986e-14
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211201,-2.405456203315788e-06
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211202,1.1719251562759095e-06
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211203,-8.180314424216002e-13
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211204,7.010798140190402e-11
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211205,-8.774928598048035e-07
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211206,-1.1200523365206108e-07
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211207,-3.2037613005104865e-15
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211208,7.524638891759863e-07
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211209,-4.303651781473135e-11
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211210,-2.860469060718017e-06
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211211,-6.4027027832476465e-15
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211212,-2.2555326978802383e-17
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211213,-5.293303654969608e-07
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211214,-3.173343970571099e-13
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211215,-8.868103843060624e-15
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211216,-2.0078152193160105e-08
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211217,-0.0002770235734397306
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211218,-6.229911840253551e-06
selected_rate,conductance,2,adam,calibrated_broadcast minus exact,211219,1.1467342009836047e-09
selected_rate,conductance,2,adam,sign_broadcast minus exact,211200,-6.2808181967116e-14
selected_rate,conductance,2,adam,sign_broadcast minus exact,211201,-2.4054563185505543e-06
selected_rate,conductance,2,adam,sign_broadcast minus exact,211202,1.171917817761339e-06
selected_rate,conductance,2,adam,sign_broadcast minus exact,211203,-8.181201698964021e-13
selected_rate,conductance,2,adam,sign_broadcast minus exact,211204,6.99067039347344e-11
selected_rate,conductance,2,adam,sign_broadcast minus exact,211205,-8.774935171726444e-07
selected_rate,conductance,2,adam,sign_broadcast minus exact,211206,-1.1200596681243423e-07
selected_rate,conductance,2,adam,sign_broadcast minus exact,211207,-3.2037613045188063e-15
selected_rate,conductance,2,adam,sign_broadcast minus exact,211208,7.524595857503056e-07
selected_rate,conductance,2,adam,sign_broadcast minus exact,211209,-4.303653759999662e-11
selected_rate,conductance,2,adam,sign_broadcast minus exact,211210,-2.860474462291275e-06
selected_rate,conductance,2,adam,sign_broadcast minus exact,211211,-6.402702828862565e-15
selected_rate,conductance,2,adam,sign_broadcast minus exact,211212,-2.255532791169968e-17
selected_rate,conductance,2,adam,sign_broadcast minus exact,211213,-5.293305403430073e-07
selected_rate,conductance,2,adam,sign_broadcast minus exact,211214,-3.173345028649306e-13
selected_rate,conductance,2,adam,sign_broadcast minus exact,211215,-8.868107116674173e-15
selected_rate,conductance,2,adam,sign_broadcast minus exact,211216,-2.0078233926582454e-08
selected_rate,conductance,2,adam,sign_broadcast minus exact,211217,-0.000277023603683057
selected_rate,conductance,2,adam,sign_broadcast minus exact,211218,-6.229914353845343e-06
selected_rate,conductance,2,adam,sign_broadcast minus exact,211219,1.1466706413692512e-09
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211200,-6.930156151056793e-21
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211201,-1.1523476626664167e-13
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211202,-7.338514570546644e-12
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211203,-8.8727474801935e-17
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211204,-2.012774671696287e-13
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211205,-6.573678409460478e-13
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211206,-7.33160373153862e-13
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211207,-4.008319792600972e-24
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211208,-4.3034256806876825e-12
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211209,-1.9785265263444376e-17
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211210,-5.401573257927115e-12
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211211,-4.56149186159656e-23
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211212,-9.328972982379551e-25
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211213,-1.7484604648726964e-13
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211214,-1.0580782074638827e-19
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211215,-3.2736135489318706e-21
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211216,-8.173342235133805e-14
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211217,-3.024332639791488e-11
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211218,-2.5135917926020183e-12
selected_rate,conductance,2,adam,unit_broadcast minus calibrated_broadcast,211219,-6.355961435354571e-14
selected_rate,conductance,2,sgd,unit_broadcast minus exact,211200,-0.005469872518514299
selected_rate,conductance,2,sgd,unit_broadcast minus exact,211201,-0.0176536862153788
selected_rate,conductance,2,sgd,unit_broadcast minus exact,211202,-0.0232523351251425
selected_rate,conductance,2,sgd,unit_broadcast minus exact,211203,-0.0157310348792579
