seed,state,condition_id,architecture,feedback_family,budget_k,exact_field_energy,address_residual_energy,coefficient_residual_energy,total_field_error,address_capture,realized_field_score,decomposition_error,heldout_accuracy
4204,initialization,dendritic_tree__random_rank_k__k4,dendritic_tree,random_rank_k,4,5516.254678,2615.208383,1045.011427,3660.21981,0.5259086943,0.3364664933,0,0.767578125
4204,initialization,dendritic_tree__learned_rank_k_upper_bound__k4,dendritic_tree,learned_rank_k_upper_bound,4,5516.254678,2663.170151,3.381623999e-30,2663.170151,0.5172140688,0.5172140688,0,0.6884765625
4204,initialization,dendritic_tree__correct_ancestry_subtrees__k8,dendritic_tree,correct_ancestry_subtrees,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,dendritic_tree__within_neuron_route_derangement__k8,dendritic_tree,within_neuron_route_derangement,8,5516.254678,5516.254678,5066.876965,10583.13164,0,-0.9185357206,0,0.2309570312
4204,initialization,dendritic_tree__depth_interleaved_bins__k8,dendritic_tree,depth_interleaved_bins,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,dendritic_tree__random_sparse_matched__k8,dendritic_tree,random_sparse_matched,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,dendritic_tree__random_rank_k__k8,dendritic_tree,random_rank_k,8,5516.254678,6.939769194e-28,8.336282171e-30,6.856406372e-28,1,1,1.667256434e-29,0.8178710938
4204,initialization,dendritic_tree__learned_rank_k_upper_bound__k8,dendritic_tree,learned_rank_k_upper_bound,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,dendritic_tree__neuron_indexed_shared__k1,dendritic_tree,neuron_indexed_shared,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,dendritic_tree__exact_compartment_transport__k8,dendritic_tree,exact_compartment_transport,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,dendritic_tree__backpropagation__k8,dendritic_tree,backpropagation,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,point_neuron_explicit_gating__correct_ancestry_subtrees__k1,point_neuron_explicit_gating,correct_ancestry_subtrees,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,point_neuron_explicit_gating__within_neuron_route_derangement__k1,point_neuron_explicit_gating,within_neuron_route_derangement,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,point_neuron_explicit_gating__depth_interleaved_bins__k1,point_neuron_explicit_gating,depth_interleaved_bins,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,point_neuron_explicit_gating__random_sparse_matched__k1,point_neuron_explicit_gating,random_sparse_matched,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,point_neuron_explicit_gating__random_rank_k__k1,point_neuron_explicit_gating,random_rank_k,1,5516.254678,4656.014993,2733.193254,7389.208247,0.1559463322,-0.3395335565,0,0.8173828125
4204,initialization,point_neuron_explicit_gating__learned_rank_k_upper_bound__k1,point_neuron_explicit_gating,learned_rank_k_upper_bound,1,5516.254678,4764.931599,7.885727002e-31,4764.931599,0.1362016662,0.1362016662,0,0.5502929688
4204,initialization,point_neuron_explicit_gating__correct_ancestry_subtrees__k2,point_neuron_explicit_gating,correct_ancestry_subtrees,2,5516.254678,3791.140413,1358.346853,5149.487266,0.3127328895,0.06648848417,0,0.4125976562
4204,initialization,point_neuron_explicit_gating__within_neuron_route_derangement__k2,point_neuron_explicit_gating,within_neuron_route_derangement,2,5516.254678,5516.254678,5269.783543,10786.03822,0,-0.9553191162,0,0.1767578125
4204,initialization,point_neuron_explicit_gating__depth_interleaved_bins__k2,point_neuron_explicit_gating,depth_interleaved_bins,2,5516.254678,3832.903572,1421.761476,5254.665048,0.3051619629,0.04742160122,9.094947018e-13,0.19140625
4204,initialization,point_neuron_explicit_gating__random_sparse_matched__k2,point_neuron_explicit_gating,random_sparse_matched,2,5516.254678,3835.536814,1458.250374,5293.787188,0.3046846025,0.04032944497,9.094947018e-13,0.185546875
4204,initialization,point_neuron_explicit_gating__random_rank_k__k2,point_neuron_explicit_gating,random_rank_k,2,5516.254678,3896.762509,1928.140563,5824.903072,0.2935854603,-0.05595252795,0,0.7895507812
4204,initialization,point_neuron_explicit_gating__learned_rank_k_upper_bound__k2,point_neuron_explicit_gating,learned_rank_k_upper_bound,2,5516.254678,4052.413578,1.230241792e-30,4052.413578,0.2653686577,0.2653686577,0,0.603515625
4204,initialization,point_neuron_explicit_gating__correct_ancestry_subtrees__k4,point_neuron_explicit_gating,correct_ancestry_subtrees,4,5516.254678,2301.608304,621.935571,2923.543875,0.5827588756,0.4700128899,0,0.8017578125
4204,initialization,point_neuron_explicit_gating__within_neuron_route_derangement__k4,point_neuron_explicit_gating,within_neuron_route_derangement,4,5516.254678,5516.254678,5219.543337,10735.79801,0,-0.9462114501,0,0.18359375
4204,initialization,point_neuron_explicit_gating__depth_interleaved_bins__k4,point_neuron_explicit_gating,depth_interleaved_bins,4,5516.254678,2380.546751,682.2636177,3062.810368,0.568448723,0.4447663229,4.547473509e-13,0.7182617188
4204,initialization,point_neuron_explicit_gating__random_sparse_matched__k4,point_neuron_explicit_gating,random_sparse_matched,4,5516.254678,2385.057862,691.7376256,3076.795487,0.5676309378,0.4422310667,4.547473509e-13,0.7607421875
4204,initialization,point_neuron_explicit_gating__random_rank_k__k4,point_neuron_explicit_gating,random_rank_k,4,5516.254678,2615.208383,1045.011427,3660.21981,0.5259086943,0.3364664933,0,0.767578125
4204,initialization,point_neuron_explicit_gating__learned_rank_k_upper_bound__k4,point_neuron_explicit_gating,learned_rank_k_upper_bound,4,5516.254678,2663.170151,3.381623999e-30,2663.170151,0.5172140688,0.5172140688,0,0.6884765625
4204,initialization,point_neuron_explicit_gating__correct_ancestry_subtrees__k8,point_neuron_explicit_gating,correct_ancestry_subtrees,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,point_neuron_explicit_gating__within_neuron_route_derangement__k8,point_neuron_explicit_gating,within_neuron_route_derangement,8,5516.254678,5516.254678,5066.876965,10583.13164,0,-0.9185357206,0,0.2309570312
4204,initialization,point_neuron_explicit_gating__depth_interleaved_bins__k8,point_neuron_explicit_gating,depth_interleaved_bins,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,point_neuron_explicit_gating__random_sparse_matched__k8,point_neuron_explicit_gating,random_sparse_matched,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,point_neuron_explicit_gating__random_rank_k__k8,point_neuron_explicit_gating,random_rank_k,8,5516.254678,6.939769194e-28,8.336282171e-30,6.856406372e-28,1,1,1.667256434e-29,0.8178710938
4204,initialization,point_neuron_explicit_gating__learned_rank_k_upper_bound__k8,point_neuron_explicit_gating,learned_rank_k_upper_bound,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,point_neuron_explicit_gating__neuron_indexed_shared__k1,point_neuron_explicit_gating,neuron_indexed_shared,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,point_neuron_explicit_gating__exact_compartment_transport__k8,point_neuron_explicit_gating,exact_compartment_transport,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,point_neuron_explicit_gating__backpropagation__k8,point_neuron_explicit_gating,backpropagation,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,flat_compartment__correct_ancestry_subtrees__k1,flat_compartment,correct_ancestry_subtrees,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,flat_compartment__within_neuron_route_derangement__k1,flat_compartment,within_neuron_route_derangement,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,flat_compartment__depth_interleaved_bins__k1,flat_compartment,depth_interleaved_bins,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,flat_compartment__random_sparse_matched__k1,flat_compartment,random_sparse_matched,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,flat_compartment__random_rank_k__k1,flat_compartment,random_rank_k,1,5516.254678,4656.014993,2733.193254,7389.208247,0.1559463322,-0.3395335565,0,0.8173828125
4204,initialization,flat_compartment__learned_rank_k_upper_bound__k1,flat_compartment,learned_rank_k_upper_bound,1,5516.254678,4764.931599,7.885727002e-31,4764.931599,0.1362016662,0.1362016662,0,0.5502929688
4204,initialization,flat_compartment__correct_ancestry_subtrees__k2,flat_compartment,correct_ancestry_subtrees,2,5516.254678,3791.140413,1358.346853,5149.487266,0.3127328895,0.06648848417,0,0.4125976562
4204,initialization,flat_compartment__within_neuron_route_derangement__k2,flat_compartment,within_neuron_route_derangement,2,5516.254678,5516.254678,5269.783543,10786.03822,0,-0.9553191162,0,0.1767578125
4204,initialization,flat_compartment__depth_interleaved_bins__k2,flat_compartment,depth_interleaved_bins,2,5516.254678,3832.903572,1421.761476,5254.665048,0.3051619629,0.04742160122,9.094947018e-13,0.19140625
4204,initialization,flat_compartment__random_sparse_matched__k2,flat_compartment,random_sparse_matched,2,5516.254678,3835.536814,1458.250374,5293.787188,0.3046846025,0.04032944497,9.094947018e-13,0.185546875
4204,initialization,flat_compartment__random_rank_k__k2,flat_compartment,random_rank_k,2,5516.254678,3896.762509,1928.140563,5824.903072,0.2935854603,-0.05595252795,0,0.7895507812
4204,initialization,flat_compartment__learned_rank_k_upper_bound__k2,flat_compartment,learned_rank_k_upper_bound,2,5516.254678,4052.413578,1.230241792e-30,4052.413578,0.2653686577,0.2653686577,0,0.603515625
4204,initialization,flat_compartment__correct_ancestry_subtrees__k4,flat_compartment,correct_ancestry_subtrees,4,5516.254678,2301.608304,621.935571,2923.543875,0.5827588756,0.4700128899,0,0.8017578125
4204,initialization,flat_compartment__within_neuron_route_derangement__k4,flat_compartment,within_neuron_route_derangement,4,5516.254678,5516.254678,5219.543337,10735.79801,0,-0.9462114501,0,0.18359375
4204,initialization,flat_compartment__depth_interleaved_bins__k4,flat_compartment,depth_interleaved_bins,4,5516.254678,2380.546751,682.2636177,3062.810368,0.568448723,0.4447663229,4.547473509e-13,0.7182617188
4204,initialization,flat_compartment__random_sparse_matched__k4,flat_compartment,random_sparse_matched,4,5516.254678,2385.057862,691.7376256,3076.795487,0.5676309378,0.4422310667,4.547473509e-13,0.7607421875
4204,initialization,flat_compartment__random_rank_k__k4,flat_compartment,random_rank_k,4,5516.254678,2615.208383,1045.011427,3660.21981,0.5259086943,0.3364664933,0,0.767578125
4204,initialization,flat_compartment__learned_rank_k_upper_bound__k4,flat_compartment,learned_rank_k_upper_bound,4,5516.254678,2663.170151,3.381623999e-30,2663.170151,0.5172140688,0.5172140688,0,0.6884765625
4204,initialization,flat_compartment__correct_ancestry_subtrees__k8,flat_compartment,correct_ancestry_subtrees,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,flat_compartment__within_neuron_route_derangement__k8,flat_compartment,within_neuron_route_derangement,8,5516.254678,5516.254678,5066.876965,10583.13164,0,-0.9185357206,0,0.2309570312
4204,initialization,flat_compartment__depth_interleaved_bins__k8,flat_compartment,depth_interleaved_bins,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,flat_compartment__random_sparse_matched__k8,flat_compartment,random_sparse_matched,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,flat_compartment__random_rank_k__k8,flat_compartment,random_rank_k,8,5516.254678,6.939769194e-28,8.336282171e-30,6.856406372e-28,1,1,1.667256434e-29,0.8178710938
4204,initialization,flat_compartment__learned_rank_k_upper_bound__k8,flat_compartment,learned_rank_k_upper_bound,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,flat_compartment__neuron_indexed_shared__k1,flat_compartment,neuron_indexed_shared,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,flat_compartment__exact_compartment_transport__k8,flat_compartment,exact_compartment_transport,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,flat_compartment__backpropagation__k8,flat_compartment,backpropagation,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,grouped_point_subunits__correct_ancestry_subtrees__k1,grouped_point_subunits,correct_ancestry_subtrees,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,grouped_point_subunits__within_neuron_route_derangement__k1,grouped_point_subunits,within_neuron_route_derangement,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,grouped_point_subunits__depth_interleaved_bins__k1,grouped_point_subunits,depth_interleaved_bins,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,grouped_point_subunits__random_sparse_matched__k1,grouped_point_subunits,random_sparse_matched,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,grouped_point_subunits__random_rank_k__k1,grouped_point_subunits,random_rank_k,1,5516.254678,4656.014993,2733.193254,7389.208247,0.1559463322,-0.3395335565,0,0.8173828125
4204,initialization,grouped_point_subunits__learned_rank_k_upper_bound__k1,grouped_point_subunits,learned_rank_k_upper_bound,1,5516.254678,4764.931599,7.885727002e-31,4764.931599,0.1362016662,0.1362016662,0,0.5502929688
4204,initialization,grouped_point_subunits__correct_ancestry_subtrees__k2,grouped_point_subunits,correct_ancestry_subtrees,2,5516.254678,3791.140413,1358.346853,5149.487266,0.3127328895,0.06648848417,0,0.4125976562
4204,initialization,grouped_point_subunits__within_neuron_route_derangement__k2,grouped_point_subunits,within_neuron_route_derangement,2,5516.254678,5516.254678,5269.783543,10786.03822,0,-0.9553191162,0,0.1767578125
4204,initialization,grouped_point_subunits__depth_interleaved_bins__k2,grouped_point_subunits,depth_interleaved_bins,2,5516.254678,3832.903572,1421.761476,5254.665048,0.3051619629,0.04742160122,9.094947018e-13,0.19140625
4204,initialization,grouped_point_subunits__random_sparse_matched__k2,grouped_point_subunits,random_sparse_matched,2,5516.254678,3835.536814,1458.250374,5293.787188,0.3046846025,0.04032944497,9.094947018e-13,0.185546875
4204,initialization,grouped_point_subunits__random_rank_k__k2,grouped_point_subunits,random_rank_k,2,5516.254678,3896.762509,1928.140563,5824.903072,0.2935854603,-0.05595252795,0,0.7895507812
4204,initialization,grouped_point_subunits__learned_rank_k_upper_bound__k2,grouped_point_subunits,learned_rank_k_upper_bound,2,5516.254678,4052.413578,1.230241792e-30,4052.413578,0.2653686577,0.2653686577,0,0.603515625
4204,initialization,grouped_point_subunits__correct_ancestry_subtrees__k4,grouped_point_subunits,correct_ancestry_subtrees,4,5516.254678,2301.608304,621.935571,2923.543875,0.5827588756,0.4700128899,0,0.8017578125
4204,initialization,grouped_point_subunits__within_neuron_route_derangement__k4,grouped_point_subunits,within_neuron_route_derangement,4,5516.254678,5516.254678,5219.543337,10735.79801,0,-0.9462114501,0,0.18359375
4204,initialization,grouped_point_subunits__depth_interleaved_bins__k4,grouped_point_subunits,depth_interleaved_bins,4,5516.254678,2380.546751,682.2636177,3062.810368,0.568448723,0.4447663229,4.547473509e-13,0.7182617188
4204,initialization,grouped_point_subunits__random_sparse_matched__k4,grouped_point_subunits,random_sparse_matched,4,5516.254678,2385.057862,691.7376256,3076.795487,0.5676309378,0.4422310667,4.547473509e-13,0.7607421875
4204,initialization,grouped_point_subunits__random_rank_k__k4,grouped_point_subunits,random_rank_k,4,5516.254678,2615.208383,1045.011427,3660.21981,0.5259086943,0.3364664933,0,0.767578125
4204,initialization,grouped_point_subunits__learned_rank_k_upper_bound__k4,grouped_point_subunits,learned_rank_k_upper_bound,4,5516.254678,2663.170151,3.381623999e-30,2663.170151,0.5172140688,0.5172140688,0,0.6884765625
4204,initialization,grouped_point_subunits__correct_ancestry_subtrees__k8,grouped_point_subunits,correct_ancestry_subtrees,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,grouped_point_subunits__within_neuron_route_derangement__k8,grouped_point_subunits,within_neuron_route_derangement,8,5516.254678,5516.254678,5066.876965,10583.13164,0,-0.9185357206,0,0.2309570312
4204,initialization,grouped_point_subunits__depth_interleaved_bins__k8,grouped_point_subunits,depth_interleaved_bins,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,grouped_point_subunits__random_sparse_matched__k8,grouped_point_subunits,random_sparse_matched,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,grouped_point_subunits__random_rank_k__k8,grouped_point_subunits,random_rank_k,8,5516.254678,6.939769194e-28,8.336282171e-30,6.856406372e-28,1,1,1.667256434e-29,0.8178710938
4204,initialization,grouped_point_subunits__learned_rank_k_upper_bound__k8,grouped_point_subunits,learned_rank_k_upper_bound,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,grouped_point_subunits__neuron_indexed_shared__k1,grouped_point_subunits,neuron_indexed_shared,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,grouped_point_subunits__exact_compartment_transport__k8,grouped_point_subunits,exact_compartment_transport,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,grouped_point_subunits__backpropagation__k8,grouped_point_subunits,backpropagation,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k1,degree_depth_matched_rewired_tree,correct_ancestry_subtrees,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k1,degree_depth_matched_rewired_tree,within_neuron_route_derangement,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,degree_depth_matched_rewired_tree__depth_interleaved_bins__k1,degree_depth_matched_rewired_tree,depth_interleaved_bins,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,degree_depth_matched_rewired_tree__random_sparse_matched__k1,degree_depth_matched_rewired_tree,random_sparse_matched,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,degree_depth_matched_rewired_tree__random_rank_k__k1,degree_depth_matched_rewired_tree,random_rank_k,1,5516.254678,4635.309379,2664.233848,7299.543227,0.1596998961,-0.3232788647,0,0.78125
4204,initialization,degree_depth_matched_rewired_tree__learned_rank_k_upper_bound__k1,degree_depth_matched_rewired_tree,learned_rank_k_upper_bound,1,5516.254678,4764.931599,7.885727002e-31,4764.931599,0.1362016662,0.1362016662,0,0.5502929688
4204,initialization,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k2,degree_depth_matched_rewired_tree,correct_ancestry_subtrees,2,5516.254678,3817.95839,1431.247594,5249.205984,0.3078712618,0.04841123358,9.094947018e-13,0.2236328125
4204,initialization,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k2,degree_depth_matched_rewired_tree,within_neuron_route_derangement,2,5516.254678,5516.254678,5170.064825,10686.3195,0,-0.9372418656,1.818989404e-12,0.181640625
4204,initialization,degree_depth_matched_rewired_tree__depth_interleaved_bins__k2,degree_depth_matched_rewired_tree,depth_interleaved_bins,2,5516.254678,3823.603583,1418.691725,5242.295308,0.3068478874,0.04966401759,0,0.21875
4204,initialization,degree_depth_matched_rewired_tree__random_sparse_matched__k2,degree_depth_matched_rewired_tree,random_sparse_matched,2,5516.254678,3835.30971,1453.758077,5289.067788,0.3047257724,0.04118498934,9.094947018e-13,0.1923828125
4204,initialization,degree_depth_matched_rewired_tree__random_rank_k__k2,degree_depth_matched_rewired_tree,random_rank_k,2,5516.254678,3902.946947,1894.825689,5797.772636,0.2924643304,-0.0510342569,0,0.7822265625
4204,initialization,degree_depth_matched_rewired_tree__learned_rank_k_upper_bound__k2,degree_depth_matched_rewired_tree,learned_rank_k_upper_bound,2,5516.254678,4052.413578,1.230241792e-30,4052.413578,0.2653686577,0.2653686577,0,0.603515625
4204,initialization,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k4,degree_depth_matched_rewired_tree,correct_ancestry_subtrees,4,5516.254678,2367.520398,679.4936194,3047.014018,0.5708101716,0.4476299236,9.094947018e-13,0.7338867188
4204,initialization,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k4,degree_depth_matched_rewired_tree,within_neuron_route_derangement,4,5516.254678,5516.254678,5132.857806,10649.11248,0,-0.9304968872,1.818989404e-12,0.1826171875
4204,initialization,degree_depth_matched_rewired_tree__depth_interleaved_bins__k4,degree_depth_matched_rewired_tree,depth_interleaved_bins,4,5516.254678,2353.095116,684.1477602,3037.242877,0.5734252217,0.4494012597,4.547473509e-13,0.74609375
4204,initialization,degree_depth_matched_rewired_tree__random_sparse_matched__k4,degree_depth_matched_rewired_tree,random_sparse_matched,4,5516.254678,2349.806361,681.7887746,3031.595135,0.5740214152,0.4504250959,0,0.73828125
4204,initialization,degree_depth_matched_rewired_tree__random_rank_k__k4,degree_depth_matched_rewired_tree,random_rank_k,4,5516.254678,2550.632158,1043.563689,3594.195847,0.5376152287,0.3484354772,0,0.7866210938
4204,initialization,degree_depth_matched_rewired_tree__learned_rank_k_upper_bound__k4,degree_depth_matched_rewired_tree,learned_rank_k_upper_bound,4,5516.254678,2663.170151,3.381623999e-30,2663.170151,0.5172140688,0.5172140688,0,0.6884765625
4204,initialization,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k8,degree_depth_matched_rewired_tree,correct_ancestry_subtrees,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k8,degree_depth_matched_rewired_tree,within_neuron_route_derangement,8,5516.254678,5516.254678,5077.507369,10593.76205,0,-0.920462826,0,0.197265625
4204,initialization,degree_depth_matched_rewired_tree__depth_interleaved_bins__k8,degree_depth_matched_rewired_tree,depth_interleaved_bins,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,degree_depth_matched_rewired_tree__random_sparse_matched__k8,degree_depth_matched_rewired_tree,random_sparse_matched,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,degree_depth_matched_rewired_tree__random_rank_k__k8,degree_depth_matched_rewired_tree,random_rank_k,8,5516.254678,6.944812142e-28,8.336282171e-30,6.86144932e-28,1,1,1.667256434e-29,0.8178710938
4204,initialization,degree_depth_matched_rewired_tree__learned_rank_k_upper_bound__k8,degree_depth_matched_rewired_tree,learned_rank_k_upper_bound,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,degree_depth_matched_rewired_tree__neuron_indexed_shared__k1,degree_depth_matched_rewired_tree,neuron_indexed_shared,1,5516.254678,4636.577199,2188.731794,6825.308993,0.1594700626,-0.2373085348,0,0.1806640625
4204,initialization,degree_depth_matched_rewired_tree__exact_compartment_transport__k8,degree_depth_matched_rewired_tree,exact_compartment_transport,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,initialization,degree_depth_matched_rewired_tree__backpropagation__k8,degree_depth_matched_rewired_tree,backpropagation,8,5516.254678,8.336282171e-30,8.336282171e-30,0,1,1,1.667256434e-29,0.8178710938
4204,trained,dendritic_tree__correct_ancestry_subtrees__k1,dendritic_tree,correct_ancestry_subtrees,1,18519.59927,15493.02388,6795.108911,22288.13279,0.1634255334,-0.2034889343,0,0.1806640625
4204,trained,dendritic_tree__within_neuron_route_derangement__k1,dendritic_tree,within_neuron_route_derangement,1,18519.59927,15493.02388,6795.108911,22288.13279,0.1634255334,-0.2034889343,0,0.1806640625
4204,trained,dendritic_tree__depth_interleaved_bins__k1,dendritic_tree,depth_interleaved_bins,1,18519.59927,15493.02388,6795.108911,22288.13279,0.1634255334,-0.2034889343,0,0.1806640625
4204,trained,dendritic_tree__random_sparse_matched__k1,dendritic_tree,random_sparse_matched,1,18519.59927,15493.02388,6795.108911,22288.13279,0.1634255334,-0.2034889343,0,0.1806640625
4204,trained,dendritic_tree__random_rank_k__k1,dendritic_tree,random_rank_k,1,2895.118189,2488.456413,1766.631227,4255.08764,0.1404646545,-0.4697457453,9.094947018e-13,0.8173828125
4204,trained,dendritic_tree__learned_rank_k_upper_bound__k1,dendritic_tree,learned_rank_k_upper_bound,1,5056.824674,4764.931599,6.97727199e-31,4764.931599,0.0577226013,0.0577226013,0,0.5502929688
4204,trained,dendritic_tree__correct_ancestry_subtrees__k2,dendritic_tree,correct_ancestry_subtrees,2,7270.905822,4931.930798,1629.539805,6561.470603,0.3216896328,0.09757177932,9.094947018e-13,0.4125976562
4204,trained,dendritic_tree__within_neuron_route_derangement__k2,dendritic_tree,within_neuron_route_derangement,2,18641.42993,18641.42993,17137.83559,35779.26553,2.220446049e-16,-0.9193412554,0,0.1767578125
4204,trained,dendritic_tree__depth_interleaved_bins__k2,dendritic_tree,depth_interleaved_bins,2,17724.13757,12159.83784,4011.771255,16171.6091,0.3139390962,0.08759402078,0,0.19140625
4204,trained,dendritic_tree__random_sparse_matched__k2,dendritic_tree,random_sparse_matched,2,17855.1617,12247.01604,4134.210042,16381.22608,0.3140910041,0.08254955341,0,0.185546875
4204,trained,dendritic_tree__random_rank_k__k2,dendritic_tree,random_rank_k,2,2826.358124,2032.764475,1251.386847,3284.151322,0.2807831188,-0.161972821,0,0.7895507812
4204,trained,dendritic_tree__learned_rank_k_upper_bound__k2,dendritic_tree,learned_rank_k_upper_bound,2,4657.008331,4052.413578,1.226187812e-30,4052.413578,0.1298247092,0.1298247092,0,0.603515625
4204,trained,dendritic_tree__correct_ancestry_subtrees__k4,dendritic_tree,correct_ancestry_subtrees,4,2531.624704,1148.178098,381.1009404,1529.279038,0.5464659135,0.3959298014,2.273736754e-13,0.8017578125
4204,trained,dendritic_tree__within_neuron_route_derangement__k4,dendritic_tree,within_neuron_route_derangement,4,18280.29547,18280.29547,16518.15985,34798.45532,0,-0.9036046425,7.275957614e-12,0.18359375
4204,trained,dendritic_tree__depth_interleaved_bins__k4,dendritic_tree,depth_interleaved_bins,4,4193.831299,1866.121849,580.3328727,2446.454721,0.5550317322,0.416653998,4.547473509e-13,0.7182617188
