state,architecture,feedback_family,budget_k,n_seeds,mean_address_capture,ci95_low_address_capture,ci95_high_address_capture,mean_coefficient_residual_energy,ci95_low_coefficient_residual_energy,ci95_high_coefficient_residual_energy,mean_realized_field_score,ci95_low_realized_field_score,ci95_high_realized_field_score
trained,degree_depth_matched_rewired_tree,within_neuron_route_derangement,1,20,0.1620503511,0.161144152,0.1629083161,6816.929527,6770.707356,6865.364199,-0.2148391261,-0.2199548225,-0.2102307673
trained,degree_depth_matched_rewired_tree,within_neuron_route_derangement,2,20,0,-3.330669074e-17,3.330669074e-17,16523.81783,16448.51993,16606.77763,-0.911220581,-0.9181095375,-0.9050595217
trained,degree_depth_matched_rewired_tree,within_neuron_route_derangement,4,20,-3.330669074e-17,-6.661338148e-17,0,16293.49428,16198.88237,16381.87838,-0.9105529331,-0.9164175619,-0.9047913327
trained,degree_depth_matched_rewired_tree,within_neuron_route_derangement,8,20,-1.110223025e-17,-4.440892099e-17,2.220446049e-17,15643.02082,15452.19471,15824.19211,-0.9104576521,-0.916933543,-0.903868851
trained,dendritic_tree,backpropagation,8,20,1,1,1,5.645131658e-30,5.243049393e-30,6.068494909e-30,1,1,1
trained,dendritic_tree,correct_ancestry_subtrees,1,20,0.1620503511,0.1611596311,0.1629062845,6816.929527,6770.823349,6865.105877,-0.2148391261,-0.2199072777,-0.2102585877
trained,dendritic_tree,correct_ancestry_subtrees,2,20,0.3154783773,0.3135275409,0.3174038726,1634.903558,1579.986455,1690.090187,0.08046465158,0.07507617239,0.08576278231
trained,dendritic_tree,correct_ancestry_subtrees,4,20,0.5471082364,0.5439427815,0.550295691,402.886017,392.9505902,412.7379655,0.3956657809,0.3890416469,0.4020195966
trained,dendritic_tree,correct_ancestry_subtrees,8,20,1,1,1,5.645131658e-30,5.23391092e-30,6.070023048e-30,1,1,1
trained,dendritic_tree,depth_interleaved_bins,1,20,0.1620503511,0.1611501277,0.1629031399,6816.929527,6771.468328,6865.218163,-0.2148391261,-0.2199601643,-0.2102288455
trained,dendritic_tree,depth_interleaved_bins,2,20,0.3114736273,0.3100379346,0.3128571845,4069.487542,4032.61982,4111.005657,0.07164800206,0.06662766278,0.07632222693
trained,dendritic_tree,depth_interleaved_bins,4,20,0.5514801252,0.5501351334,0.5529721561,571.6352368,555.6005543,587.519101,0.4058525124,0.4021020694,0.4095332675
trained,dendritic_tree,depth_interleaved_bins,8,20,1,1,1,5.645131658e-30,5.236151116e-30,6.067291512e-30,1,1,1
trained,dendritic_tree,exact_compartment_transport,8,20,1,1,1,5.645131658e-30,5.234589902e-30,6.067007353e-30,1,1,1
trained,dendritic_tree,learned_rank_k_upper_bound,1,20,0.0615030789,0.05935758857,0.06362848793,7.167266726e-31,5.975909324e-31,8.436724964e-31,0.0615030789,0.05935535293,0.06367147376
trained,dendritic_tree,learned_rank_k_upper_bound,2,20,0.134815579,0.1311745895,0.138469517,1.537875098e-30,1.330840032e-30,1.759955777e-30,0.134815579,0.1310657658,0.1385016799
trained,dendritic_tree,learned_rank_k_upper_bound,4,20,0.320799235,0.3157589416,0.3257771133,2.969231523e-30,2.715737068e-30,3.231350916e-30,0.320799235,0.3157963294,0.3257061968
trained,dendritic_tree,learned_rank_k_upper_bound,8,20,1,1,1,5.645131658e-30,5.239488619e-30,6.070431271e-30,1,1,1
trained,dendritic_tree,neuron_indexed_shared,1,20,0.1620503511,0.161155901,0.1629089337,6816.929527,6771.722429,6864.648988,-0.2148391261,-0.2199465745,-0.21013858
trained,dendritic_tree,random_rank_k,1,20,0.1635835756,0.1536447732,0.1742868433,3821.578342,3044.041855,4665.407572,-0.3574455025,-0.3973399561,-0.3198422966
trained,dendritic_tree,random_rank_k,2,20,0.2817997419,0.2739218505,0.2896090569,2133.392505,1738.153556,2575.737815,-0.08156378286,-0.1068515167,-0.05677385378
trained,dendritic_tree,random_rank_k,4,20,0.5144644395,0.5082880653,0.5202875132,530.2435303,490.2823797,575.309538,0.3431402666,0.3316738951,0.3541943349
trained,dendritic_tree,random_rank_k,8,20,1,1,1,5.615595589e-30,5.251449165e-30,6.037224107e-30,1,1,1
trained,dendritic_tree,random_sparse_matched,1,20,0.1620503511,0.1611499071,0.1629102918,6816.929527,6770.565793,6864.986542,-0.2148391261,-0.2198671043,-0.2102450299
trained,dendritic_tree,random_sparse_matched,2,20,0.3131161827,0.3119352073,0.3143605137,3744.575592,3637.650683,3852.67284,0.07728328886,0.07420616253,0.08040459337
trained,dendritic_tree,random_sparse_matched,4,20,0.5477909566,0.5457523451,0.5497335371,506.6819649,485.4459994,528.7548518,0.3971987311,0.3938240728,0.4005649188
trained,dendritic_tree,random_sparse_matched,8,20,1,1,1,5.645131658e-30,5.232712753e-30,6.071644431e-30,1,1,1
trained,dendritic_tree,within_neuron_route_derangement,1,20,0.1620503511,0.1611435168,0.1629212219,6816.929527,6770.975919,6864.799889,-0.2148391261,-0.2198334381,-0.2101301006
trained,dendritic_tree,within_neuron_route_derangement,2,20,4.440892099e-17,1.110223025e-17,8.881784197e-17,16916.61762,16828.30111,17008.58796,-0.9276200015,-0.9339083784,-0.9218984706
trained,dendritic_tree,within_neuron_route_derangement,4,20,-2.220446049e-17,-6.661338148e-17,2.220446049e-17,16375.74007,16283.53637,16472.45447,-0.9114377005,-0.9179926699,-0.9052416173
trained,dendritic_tree,within_neuron_route_derangement,8,20,0,-4.440892099e-17,3.885780586e-17,14108.30772,13919.13779,14301.26828,-0.8927145822,-0.9016521569,-0.8844065533
trained,flat_compartment,backpropagation,8,20,1,1,1,5.645131658e-30,5.234564946e-30,6.072989454e-30,1,1,1
trained,flat_compartment,correct_ancestry_subtrees,1,20,0.1620503511,0.1611466225,0.1629139974,6816.929527,6771.136333,6865.370784,-0.2148391261,-0.2199334498,-0.2101716629
trained,flat_compartment,correct_ancestry_subtrees,2,20,0.3154783773,0.3135784294,0.3174356598,1634.903558,1580.144529,1689.231108,0.08046465158,0.07504051552,0.08587012363
trained,flat_compartment,correct_ancestry_subtrees,4,20,0.5471082364,0.5439584327,0.55028691,402.886017,393.1009517,412.739099,0.3956657809,0.3890321034,0.4021032861
trained,flat_compartment,correct_ancestry_subtrees,8,20,1,1,1,5.645131658e-30,5.235940099e-30,6.071143411e-30,1,1,1
trained,flat_compartment,depth_interleaved_bins,1,20,0.1620503511,0.1611415603,0.1629209139,6816.929527,6771.496459,6864.182327,-0.2148391261,-0.2198540777,-0.2101767355
trained,flat_compartment,depth_interleaved_bins,2,20,0.3114736273,0.3100332723,0.3128536681,4069.487542,4032.181906,4111.817259,0.07164800206,0.06647035286,0.0763286292
trained,flat_compartment,depth_interleaved_bins,4,20,0.5514801252,0.5501233914,0.5529816546,571.6352368,556.0015369,587.3798465,0.4058525124,0.4021186987,0.4095969681
trained,flat_compartment,depth_interleaved_bins,8,20,1,1,1,5.645131658e-30,5.239279596e-30,6.071570928e-30,1,1,1
trained,flat_compartment,exact_compartment_transport,8,20,1,1,1,5.645131658e-30,5.237644869e-30,6.072417871e-30,1,1,1
trained,flat_compartment,learned_rank_k_upper_bound,1,20,0.0615030789,0.05934232888,0.06362649707,7.167266726e-31,5.981883389e-31,8.428541545e-31,0.0615030789,0.05933338531,0.06360723518
trained,flat_compartment,learned_rank_k_upper_bound,2,20,0.134815579,0.1311010136,0.1385629599,1.537875098e-30,1.327897857e-30,1.759679523e-30,0.134815579,0.1311232518,0.1385275053
trained,flat_compartment,learned_rank_k_upper_bound,4,20,0.320799235,0.3158088743,0.3256895787,2.969231523e-30,2.716623583e-30,3.232001411e-30,0.320799235,0.3157741649,0.3257343265
trained,flat_compartment,learned_rank_k_upper_bound,8,20,1,1,1,5.645131658e-30,5.23406426e-30,6.07857017e-30,1,1,1
trained,flat_compartment,neuron_indexed_shared,1,20,0.1620503511,0.1611547202,0.1629134779,6816.929527,6770.667204,6865.906556,-0.2148391261,-0.2198841176,-0.2101965375
trained,flat_compartment,random_rank_k,1,20,0.1635835756,0.1536734664,0.1742017313,3821.578342,3047.284652,4678.160614,-0.3574455025,-0.3959712157,-0.3190248837
trained,flat_compartment,random_rank_k,2,20,0.2817997419,0.2740639648,0.2895746366,2133.392505,1739.06269,2568.096182,-0.08156378286,-0.107488519,-0.05692011848
trained,flat_compartment,random_rank_k,4,20,0.5144644395,0.5082387379,0.5203071466,530.2435303,489.7436073,575.62328,0.3431402666,0.3315338475,0.3542782469
trained,flat_compartment,random_rank_k,8,20,1,1,1,5.615595589e-30,5.24858311e-30,6.033831564e-30,1,1,1
trained,flat_compartment,random_sparse_matched,1,20,0.1620503511,0.1611567974,0.1628982397,6816.929527,6770.742594,6864.486446,-0.2148391261,-0.2198904627,-0.2101682839
trained,flat_compartment,random_sparse_matched,2,20,0.3131161827,0.3119189991,0.3143190737,3744.575592,3639.593614,3854.093109,0.07728328886,0.07417950093,0.0803532501
trained,flat_compartment,random_sparse_matched,4,20,0.5477909566,0.5456824963,0.5497046029,506.6819649,485.4447555,528.765856,0.3971987311,0.3937963127,0.4005669878
trained,flat_compartment,random_sparse_matched,8,20,1,1,1,5.645131658e-30,5.234063044e-30,6.071151908e-30,1,1,1
trained,flat_compartment,within_neuron_route_derangement,1,20,0.1620503511,0.1611505949,0.1629023328,6816.929527,6771.255402,6864.320708,-0.2148391261,-0.2200078622,-0.2101712239
trained,flat_compartment,within_neuron_route_derangement,2,20,4.440892099e-17,1.110223025e-17,8.881784197e-17,16916.61762,16827.90308,17008.20513,-0.9276200015,-0.9338581452,-0.9218312156
trained,flat_compartment,within_neuron_route_derangement,4,20,-2.220446049e-17,-6.661338148e-17,2.220446049e-17,16375.74007,16285.04351,16472.69549,-0.9114377005,-0.9179011477,-0.9052757769
trained,flat_compartment,within_neuron_route_derangement,8,20,0,-4.440892099e-17,3.885780586e-17,14108.30772,13917.85255,14305.81623,-0.8927145822,-0.9014594638,-0.884364166
trained,grouped_point_subunits,backpropagation,8,20,1,1,1,5.645131658e-30,5.232220928e-30,6.067065806e-30,1,1,1
trained,grouped_point_subunits,correct_ancestry_subtrees,1,20,0.1620503511,0.1611343516,0.1629020299,6816.929527,6771.547337,6865.724247,-0.2148391261,-0.2198979827,-0.210176738
trained,grouped_point_subunits,correct_ancestry_subtrees,2,20,0.3154783773,0.3135375202,0.3174267502,1634.903558,1580.328449,1689.183646,0.08046465158,0.07512058939,0.08586445407
trained,grouped_point_subunits,correct_ancestry_subtrees,4,20,0.5471082364,0.5439156763,0.5502921409,402.886017,392.9386361,412.5732303,0.3956657809,0.3890890551,0.4021126135
trained,grouped_point_subunits,correct_ancestry_subtrees,8,20,1,1,1,5.645131658e-30,5.233055391e-30,6.073916997e-30,1,1,1
trained,grouped_point_subunits,depth_interleaved_bins,1,20,0.1620503511,0.1611462072,0.162926501,6816.929527,6770.809916,6865.117852,-0.2148391261,-0.2199249201,-0.2101653627
trained,grouped_point_subunits,depth_interleaved_bins,2,20,0.3114736273,0.3100452885,0.3128635239,4069.487542,4032.648404,4111.639704,0.07164800206,0.06648064849,0.07634198329
trained,grouped_point_subunits,depth_interleaved_bins,4,20,0.5514801252,0.5501010237,0.5529525002,571.6352368,556.02136,587.7285103,0.4058525124,0.4020974154,0.4095856392
trained,grouped_point_subunits,depth_interleaved_bins,8,20,1,1,1,5.645131658e-30,5.239895065e-30,6.062929511e-30,1,1,1
trained,grouped_point_subunits,exact_compartment_transport,8,20,1,1,1,5.645131658e-30,5.242548804e-30,6.068264442e-30,1,1,1
trained,grouped_point_subunits,learned_rank_k_upper_bound,1,20,0.0615030789,0.05932696028,0.06361294132,7.167266726e-31,5.981550595e-31,8.472812338e-31,0.0615030789,0.0593398983,0.06357855891
trained,grouped_point_subunits,learned_rank_k_upper_bound,2,20,0.134815579,0.1311991411,0.1385381202,1.537875098e-30,1.331038731e-30,1.759737231e-30,0.134815579,0.1311286786,0.1385597758
trained,grouped_point_subunits,learned_rank_k_upper_bound,4,20,0.320799235,0.3157957819,0.3257244784,2.969231523e-30,2.715193721e-30,3.230158338e-30,0.320799235,0.3157654116,0.3257654971
trained,grouped_point_subunits,learned_rank_k_upper_bound,8,20,1,1,1,5.645131658e-30,5.240363756e-30,6.066839159e-30,1,1,1
trained,grouped_point_subunits,neuron_indexed_shared,1,20,0.1620503511,0.1611372288,0.1629141755,6816.929527,6771.388477,6864.909678,-0.2148391261,-0.2199048783,-0.2101932354
trained,grouped_point_subunits,random_rank_k,1,20,0.1635835756,0.1536219517,0.1743984516,3821.578342,3040.025437,4660.456528,-0.3574455025,-0.39632101,-0.3195472659
trained,grouped_point_subunits,random_rank_k,2,20,0.2817997419,0.2740038644,0.2897511442,2133.392505,1736.923208,2562.553856,-0.08156378286,-0.107397326,-0.05682048056
trained,grouped_point_subunits,random_rank_k,4,20,0.5144644395,0.5082279267,0.5204093308,530.2435303,490.0771992,576.513077,0.3431402666,0.33157345,0.3539566901
trained,grouped_point_subunits,random_rank_k,8,20,1,1,1,5.615595589e-30,5.248609544e-30,6.041631079e-30,1,1,1
trained,grouped_point_subunits,random_sparse_matched,1,20,0.1620503511,0.1611552935,0.1629030527,6816.929527,6770.880223,6864.478992,-0.2148391261,-0.2199365648,-0.2101392122
trained,grouped_point_subunits,random_sparse_matched,2,20,0.3131161827,0.3119272894,0.3143508107,3744.575592,3639.055454,3849.730517,0.07728328886,0.0742111635,0.08033250663
trained,grouped_point_subunits,random_sparse_matched,4,20,0.5477909566,0.5457010034,0.5496970455,506.6819649,485.3890379,529.0723725,0.3971987311,0.3938411822,0.4004934354
trained,grouped_point_subunits,random_sparse_matched,8,20,1,1,1,5.645131658e-30,5.235939494e-30,6.07244345e-30,1,1,1
trained,grouped_point_subunits,within_neuron_route_derangement,1,20,0.1620503511,0.1611580015,0.1629164708,6816.929527,6770.327763,6864.899047,-0.2148391261,-0.2199532025,-0.2101914756
trained,grouped_point_subunits,within_neuron_route_derangement,2,20,4.440892099e-17,1.110223025e-17,8.881784197e-17,16916.61762,16829.23021,17008.32375,-0.9276200015,-0.9338425788,-0.9217866336
trained,grouped_point_subunits,within_neuron_route_derangement,4,20,-2.220446049e-17,-6.661338148e-17,2.220446049e-17,16375.74007,16283.83357,16472.21503,-0.9114377005,-0.9180423199,-0.9052549206
trained,grouped_point_subunits,within_neuron_route_derangement,8,20,0,-3.885780586e-17,3.885780586e-17,14108.30772,13922.67152,14303.08998,-0.8927145822,-0.9015351046,-0.8843207073
trained,point_neuron_explicit_gating,backpropagation,8,20,1,1,1,5.645131658e-30,5.238213166e-30,6.067688761e-30,1,1,1
trained,point_neuron_explicit_gating,correct_ancestry_subtrees,1,20,0.1620503511,0.1611537657,0.1629186897,6816.929527,6771.412972,6865.442662,-0.2148391261,-0.21990176,-0.2101466769
trained,point_neuron_explicit_gating,correct_ancestry_subtrees,2,20,0.3154783773,0.3135646543,0.3174323294,1634.903558,1579.978832,1690.221251,0.08046465158,0.07512770811,0.08585278633
trained,point_neuron_explicit_gating,correct_ancestry_subtrees,4,20,0.5471082364,0.5439588495,0.55034835,402.886017,392.8210673,412.6617139,0.3956657809,0.3890225694,0.402034975
trained,point_neuron_explicit_gating,correct_ancestry_subtrees,8,20,1,1,1,5.645131658e-30,5.237841107e-30,6.074090467e-30,1,1,1
trained,point_neuron_explicit_gating,depth_interleaved_bins,1,20,0.1620503511,0.1611390747,0.1629195155,6816.929527,6770.905159,6865.878107,-0.2148391261,-0.2199369516,-0.2102052287
trained,point_neuron_explicit_gating,depth_interleaved_bins,2,20,0.3114736273,0.3100145185,0.312856337,4069.487542,4032.557463,4110.967376,0.07164800206,0.06660069514,0.07634564195
trained,point_neuron_explicit_gating,depth_interleaved_bins,4,20,0.5514801252,0.5501267539,0.5529718042,571.6352368,555.908523,587.5347905,0.4058525124,0.4021623261,0.4096455857
trained,point_neuron_explicit_gating,depth_interleaved_bins,8,20,1,1,1,5.645131658e-30,5.239061093e-30,6.073002717e-30,1,1,1
trained,point_neuron_explicit_gating,exact_compartment_transport,8,20,1,1,1,5.645131658e-30,5.231194357e-30,6.062201877e-30,1,1,1
trained,point_neuron_explicit_gating,learned_rank_k_upper_bound,1,20,0.0615030789,0.05935157257,0.0636226201,7.167266726e-31,5.971325553e-31,8.450402172e-31,0.0615030789,0.05933277926,0.06364031507
trained,point_neuron_explicit_gating,learned_rank_k_upper_bound,2,20,0.134815579,0.1311035096,0.1385600715,1.537875098e-30,1.328993248e-30,1.758063783e-30,0.134815579,0.1311485572,0.1384818554
trained,point_neuron_explicit_gating,learned_rank_k_upper_bound,4,20,0.320799235,0.3157443385,0.3257064897,2.969231523e-30,2.714975897e-30,3.229810561e-30,0.320799235,0.3157088167,0.3256619989
trained,point_neuron_explicit_gating,learned_rank_k_upper_bound,8,20,1,1,1,5.645131658e-30,5.236958231e-30,6.067835927e-30,1,1,1
trained,point_neuron_explicit_gating,neuron_indexed_shared,1,20,0.1620503511,0.1611419272,0.1629209923,6816.929527,6771.660897,6865.376218,-0.2148391261,-0.2198554927,-0.2102400952
trained,point_neuron_explicit_gating,random_rank_k,1,20,0.1635835756,0.1536034009,0.1742617446,3821.578342,3046.215144,4671.66732,-0.3574455025,-0.396828193,-0.3193592879
trained,point_neuron_explicit_gating,random_rank_k,2,20,0.2817997419,0.2739192443,0.2897318436,2133.392505,1740.819412,2564.127469,-0.08156378286,-0.1072360809,-0.05656816239
trained,point_neuron_explicit_gating,random_rank_k,4,20,0.5144644395,0.5082985219,0.5203121917,530.2435303,488.9129288,575.6046338,0.3431402666,0.3316477488,0.3539681336
trained,point_neuron_explicit_gating,random_rank_k,8,20,1,1,1,5.615595589e-30,5.246739633e-30,6.033608662e-30,1,1,1
trained,point_neuron_explicit_gating,random_sparse_matched,1,20,0.1620503511,0.1611613516,0.1629114183,6816.929527,6771.600375,6865.154839,-0.2148391261,-0.2198925956,-0.2102485647
trained,point_neuron_explicit_gating,random_sparse_matched,2,20,0.3131161827,0.3119428384,0.314344428,3744.575592,3640.031515,3852.41041,0.07728328886,0.07419560218,0.08034699061
trained,point_neuron_explicit_gating,random_sparse_matched,4,20,0.5477909566,0.5457277738,0.5497355764,506.6819649,485.1570268,528.4948307,0.3971987311,0.3937783308,0.4005528129
trained,point_neuron_explicit_gating,random_sparse_matched,8,20,1,1,1,5.645131658e-30,5.240893795e-30,6.062724346e-30,1,1,1
trained,point_neuron_explicit_gating,within_neuron_route_derangement,1,20,0.1620503511,0.1611512452,0.1629080756,6816.929527,6771.478269,6864.995931,-0.2148391261,-0.2200072094,-0.2101424984
trained,point_neuron_explicit_gating,within_neuron_route_derangement,2,20,4.440892099e-17,1.110223025e-17,8.881784197e-17,16916.61762,16826.92921,17008.30603,-0.9276200015,-0.9338331839,-0.9218479304
trained,point_neuron_explicit_gating,within_neuron_route_derangement,4,20,-2.220446049e-17,-6.661338148e-17,2.220446049e-17,16375.74007,16285.57619,16472.40462,-0.9114377005,-0.9178623388,-0.9052713417
trained,point_neuron_explicit_gating,within_neuron_route_derangement,8,20,0,-4.440892099e-17,3.885780586e-17,14108.30772,13917.10258,14304.75917,-0.8927145822,-0.9015960092,-0.884339048
