seed,condition_id,heldout_loss,reconstructed_heldout_loss,heldout_accuracy,reconstructed_heldout_accuracy
4200,dendritic_tree__learned_rank_k_upper_bound__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,dendritic_tree__neuron_indexed_shared__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,dendritic_tree__exact_compartment_transport__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,dendritic_tree__backpropagation__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,point_neuron_explicit_gating__correct_ancestry_subtrees__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,point_neuron_explicit_gating__within_neuron_route_derangement__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,point_neuron_explicit_gating__depth_interleaved_bins__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,point_neuron_explicit_gating__random_sparse_matched__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,point_neuron_explicit_gating__random_rank_k__k1,0.5498406751,0.5498406751,0.7758789062,0.7758789062
4200,point_neuron_explicit_gating__learned_rank_k_upper_bound__k1,0.6548356944,0.6548356944,0.5815429688,0.5815429688
4200,point_neuron_explicit_gating__correct_ancestry_subtrees__k2,0.8974996298,0.8974996298,0.4423828125,0.4423828125
4200,point_neuron_explicit_gating__within_neuron_route_derangement__k2,31.51988955,31.51988955,0.1831054688,0.1831054688
4200,point_neuron_explicit_gating__depth_interleaved_bins__k2,5.913975362,5.913975362,0.2055664062,0.2055664062
4200,point_neuron_explicit_gating__random_sparse_matched__k2,5.785445531,5.785445531,0.208984375,0.208984375
4200,point_neuron_explicit_gating__random_rank_k__k2,0.5246781884,0.5246781884,0.724609375,0.724609375
4200,point_neuron_explicit_gating__learned_rank_k_upper_bound__k2,0.6213765541,0.6213765541,0.6274414062,0.6274414062
4200,point_neuron_explicit_gating__correct_ancestry_subtrees__k4,0.4263004694,0.4263004694,0.7998046875,0.7998046875
4200,point_neuron_explicit_gating__within_neuron_route_derangement__k4,17.21032127,17.21032127,0.197265625,0.197265625
4200,point_neuron_explicit_gating__depth_interleaved_bins__k4,0.5549636485,0.5549636485,0.73046875,0.73046875
4200,point_neuron_explicit_gating__random_sparse_matched__k4,0.491309885,0.491309885,0.7690429688,0.7690429688
4200,point_neuron_explicit_gating__random_rank_k__k4,0.4695485127,0.4695485127,0.8129882812,0.8129882812
4200,point_neuron_explicit_gating__learned_rank_k_upper_bound__k4,0.5558968017,0.5558968017,0.7133789062,0.7133789062
4200,point_neuron_explicit_gating__correct_ancestry_subtrees__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,point_neuron_explicit_gating__within_neuron_route_derangement__k8,6.98274369,6.98274369,0.2641601562,0.2641601562
4200,point_neuron_explicit_gating__depth_interleaved_bins__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,point_neuron_explicit_gating__random_sparse_matched__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,point_neuron_explicit_gating__random_rank_k__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,point_neuron_explicit_gating__learned_rank_k_upper_bound__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,point_neuron_explicit_gating__neuron_indexed_shared__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,point_neuron_explicit_gating__exact_compartment_transport__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,point_neuron_explicit_gating__backpropagation__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,flat_compartment__correct_ancestry_subtrees__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,flat_compartment__within_neuron_route_derangement__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,flat_compartment__depth_interleaved_bins__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,flat_compartment__random_sparse_matched__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,flat_compartment__random_rank_k__k1,0.5498406751,0.5498406751,0.7758789062,0.7758789062
4200,flat_compartment__learned_rank_k_upper_bound__k1,0.6548356944,0.6548356944,0.5815429688,0.5815429688
4200,flat_compartment__correct_ancestry_subtrees__k2,0.8974996298,0.8974996298,0.4423828125,0.4423828125
4200,flat_compartment__within_neuron_route_derangement__k2,31.51988955,31.51988955,0.1831054688,0.1831054688
4200,flat_compartment__depth_interleaved_bins__k2,5.913975362,5.913975362,0.2055664062,0.2055664062
4200,flat_compartment__random_sparse_matched__k2,5.785445531,5.785445531,0.208984375,0.208984375
4200,flat_compartment__random_rank_k__k2,0.5246781884,0.5246781884,0.724609375,0.724609375
4200,flat_compartment__learned_rank_k_upper_bound__k2,0.6213765541,0.6213765541,0.6274414062,0.6274414062
4200,flat_compartment__correct_ancestry_subtrees__k4,0.4263004694,0.4263004694,0.7998046875,0.7998046875
4200,flat_compartment__within_neuron_route_derangement__k4,17.21032127,17.21032127,0.197265625,0.197265625
4200,flat_compartment__depth_interleaved_bins__k4,0.5549636485,0.5549636485,0.73046875,0.73046875
4200,flat_compartment__random_sparse_matched__k4,0.491309885,0.491309885,0.7690429688,0.7690429688
4200,flat_compartment__random_rank_k__k4,0.4695485127,0.4695485127,0.8129882812,0.8129882812
4200,flat_compartment__learned_rank_k_upper_bound__k4,0.5558968017,0.5558968017,0.7133789062,0.7133789062
4200,flat_compartment__correct_ancestry_subtrees__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,flat_compartment__within_neuron_route_derangement__k8,6.98274369,6.98274369,0.2641601562,0.2641601562
4200,flat_compartment__depth_interleaved_bins__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,flat_compartment__random_sparse_matched__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,flat_compartment__random_rank_k__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,flat_compartment__learned_rank_k_upper_bound__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,flat_compartment__neuron_indexed_shared__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,flat_compartment__exact_compartment_transport__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,flat_compartment__backpropagation__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,grouped_point_subunits__correct_ancestry_subtrees__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,grouped_point_subunits__within_neuron_route_derangement__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,grouped_point_subunits__depth_interleaved_bins__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,grouped_point_subunits__random_sparse_matched__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,grouped_point_subunits__random_rank_k__k1,0.5498406751,0.5498406751,0.7758789062,0.7758789062
4200,grouped_point_subunits__learned_rank_k_upper_bound__k1,0.6548356944,0.6548356944,0.5815429688,0.5815429688
4200,grouped_point_subunits__correct_ancestry_subtrees__k2,0.8974996298,0.8974996298,0.4423828125,0.4423828125
4200,grouped_point_subunits__within_neuron_route_derangement__k2,31.51988955,31.51988955,0.1831054688,0.1831054688
4200,grouped_point_subunits__depth_interleaved_bins__k2,5.913975362,5.913975362,0.2055664062,0.2055664062
4200,grouped_point_subunits__random_sparse_matched__k2,5.785445531,5.785445531,0.208984375,0.208984375
4200,grouped_point_subunits__random_rank_k__k2,0.5246781884,0.5246781884,0.724609375,0.724609375
4200,grouped_point_subunits__learned_rank_k_upper_bound__k2,0.6213765541,0.6213765541,0.6274414062,0.6274414062
4200,grouped_point_subunits__correct_ancestry_subtrees__k4,0.4263004694,0.4263004694,0.7998046875,0.7998046875
4200,grouped_point_subunits__within_neuron_route_derangement__k4,17.21032127,17.21032127,0.197265625,0.197265625
4200,grouped_point_subunits__depth_interleaved_bins__k4,0.5549636485,0.5549636485,0.73046875,0.73046875
4200,grouped_point_subunits__random_sparse_matched__k4,0.491309885,0.491309885,0.7690429688,0.7690429688
4200,grouped_point_subunits__random_rank_k__k4,0.4695485127,0.4695485127,0.8129882812,0.8129882812
4200,grouped_point_subunits__learned_rank_k_upper_bound__k4,0.5558968017,0.5558968017,0.7133789062,0.7133789062
4200,grouped_point_subunits__correct_ancestry_subtrees__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,grouped_point_subunits__within_neuron_route_derangement__k8,6.98274369,6.98274369,0.2641601562,0.2641601562
4200,grouped_point_subunits__depth_interleaved_bins__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,grouped_point_subunits__random_sparse_matched__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,grouped_point_subunits__random_rank_k__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,grouped_point_subunits__learned_rank_k_upper_bound__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,grouped_point_subunits__neuron_indexed_shared__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,grouped_point_subunits__exact_compartment_transport__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,grouped_point_subunits__backpropagation__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,degree_depth_matched_rewired_tree__depth_interleaved_bins__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,degree_depth_matched_rewired_tree__random_sparse_matched__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,degree_depth_matched_rewired_tree__random_rank_k__k1,0.460935147,0.460935147,0.8037109375,0.8037109375
4200,degree_depth_matched_rewired_tree__learned_rank_k_upper_bound__k1,0.6548356944,0.6548356944,0.5815429688,0.5815429688
4200,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k2,3.913128781,3.913128781,0.2392578125,0.2392578125
4200,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k2,25.02348271,25.02348271,0.185546875,0.185546875
4200,degree_depth_matched_rewired_tree__depth_interleaved_bins__k2,4.677474114,4.677474114,0.2124023438,0.2124023438
4200,degree_depth_matched_rewired_tree__random_sparse_matched__k2,3.662342685,3.662342685,0.2368164062,0.2368164062
4200,degree_depth_matched_rewired_tree__random_rank_k__k2,0.6405703241,0.6405703241,0.6362304688,0.6362304688
4200,degree_depth_matched_rewired_tree__learned_rank_k_upper_bound__k2,0.6213765541,0.6213765541,0.6274414062,0.6274414062
4200,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k4,0.4999842412,0.4999842412,0.7592773438,0.7592773438
4200,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k4,17.64449821,17.64449821,0.1928710938,0.1928710938
4200,degree_depth_matched_rewired_tree__depth_interleaved_bins__k4,0.506473946,0.506473946,0.7543945312,0.7543945312
4200,degree_depth_matched_rewired_tree__random_sparse_matched__k4,0.4943040579,0.4943040579,0.771484375,0.771484375
4200,degree_depth_matched_rewired_tree__random_rank_k__k4,0.4612233252,0.4612233252,0.7998046875,0.7998046875
4200,degree_depth_matched_rewired_tree__learned_rank_k_upper_bound__k4,0.5558968017,0.5558968017,0.7133789062,0.7133789062
4200,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k8,10.30793509,10.30793509,0.2158203125,0.2158203125
4200,degree_depth_matched_rewired_tree__depth_interleaved_bins__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,degree_depth_matched_rewired_tree__random_sparse_matched__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,degree_depth_matched_rewired_tree__random_rank_k__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,degree_depth_matched_rewired_tree__learned_rank_k_upper_bound__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,degree_depth_matched_rewired_tree__neuron_indexed_shared__k1,19.88165147,19.88165147,0.181640625,0.181640625
4200,degree_depth_matched_rewired_tree__exact_compartment_transport__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4200,degree_depth_matched_rewired_tree__backpropagation__k8,0.4111300619,0.4111300619,0.8095703125,0.8095703125
4201,dendritic_tree__correct_ancestry_subtrees__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,dendritic_tree__within_neuron_route_derangement__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,dendritic_tree__depth_interleaved_bins__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,dendritic_tree__random_sparse_matched__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,dendritic_tree__random_rank_k__k1,2.315546697,2.315546697,0.453125,0.453125
4201,dendritic_tree__learned_rank_k_upper_bound__k1,0.6513154152,0.6513154152,0.6279296875,0.6279296875
4201,dendritic_tree__correct_ancestry_subtrees__k2,0.9983028717,0.9983028717,0.408203125,0.408203125
4201,dendritic_tree__within_neuron_route_derangement__k2,29.92050388,29.92050388,0.19140625,0.19140625
4201,dendritic_tree__depth_interleaved_bins__k2,6.457308825,6.457308825,0.2104492188,0.2104492188
4201,dendritic_tree__random_sparse_matched__k2,3.918729994,3.918729994,0.22265625,0.22265625
4201,dendritic_tree__random_rank_k__k2,4.238829821,4.238829821,0.3520507812,0.3520507812
4201,dendritic_tree__learned_rank_k_upper_bound__k2,0.6215249022,0.6215249022,0.67578125,0.67578125
4201,dendritic_tree__correct_ancestry_subtrees__k4,0.4440898553,0.4440898553,0.791015625,0.791015625
4201,dendritic_tree__within_neuron_route_derangement__k4,16.66511998,16.66511998,0.1943359375,0.1943359375
4201,dendritic_tree__depth_interleaved_bins__k4,0.5736012559,0.5736012559,0.7280273438,0.7280273438
4201,dendritic_tree__random_sparse_matched__k4,0.5660048447,0.5660048447,0.7353515625,0.7353515625
4201,dendritic_tree__random_rank_k__k4,0.479161154,0.479161154,0.7963867188,0.7963867188
4201,dendritic_tree__learned_rank_k_upper_bound__k4,0.5549677121,0.5549677121,0.7333984375,0.7333984375
4201,dendritic_tree__correct_ancestry_subtrees__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,dendritic_tree__within_neuron_route_derangement__k8,6.240972899,6.240972899,0.2548828125,0.2548828125
4201,dendritic_tree__depth_interleaved_bins__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,dendritic_tree__random_sparse_matched__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,dendritic_tree__random_rank_k__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,dendritic_tree__learned_rank_k_upper_bound__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,dendritic_tree__neuron_indexed_shared__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,dendritic_tree__exact_compartment_transport__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,dendritic_tree__backpropagation__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,point_neuron_explicit_gating__correct_ancestry_subtrees__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,point_neuron_explicit_gating__within_neuron_route_derangement__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,point_neuron_explicit_gating__depth_interleaved_bins__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,point_neuron_explicit_gating__random_sparse_matched__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,point_neuron_explicit_gating__random_rank_k__k1,2.315546697,2.315546697,0.453125,0.453125
4201,point_neuron_explicit_gating__learned_rank_k_upper_bound__k1,0.6513154152,0.6513154152,0.6279296875,0.6279296875
4201,point_neuron_explicit_gating__correct_ancestry_subtrees__k2,0.9983028717,0.9983028717,0.408203125,0.408203125
4201,point_neuron_explicit_gating__within_neuron_route_derangement__k2,29.92050388,29.92050388,0.19140625,0.19140625
4201,point_neuron_explicit_gating__depth_interleaved_bins__k2,6.457308825,6.457308825,0.2104492188,0.2104492188
4201,point_neuron_explicit_gating__random_sparse_matched__k2,3.918729994,3.918729994,0.22265625,0.22265625
4201,point_neuron_explicit_gating__random_rank_k__k2,4.238829821,4.238829821,0.3520507812,0.3520507812
4201,point_neuron_explicit_gating__learned_rank_k_upper_bound__k2,0.6215249022,0.6215249022,0.67578125,0.67578125
4201,point_neuron_explicit_gating__correct_ancestry_subtrees__k4,0.4440898553,0.4440898553,0.791015625,0.791015625
4201,point_neuron_explicit_gating__within_neuron_route_derangement__k4,16.66511998,16.66511998,0.1943359375,0.1943359375
4201,point_neuron_explicit_gating__depth_interleaved_bins__k4,0.5736012559,0.5736012559,0.7280273438,0.7280273438
4201,point_neuron_explicit_gating__random_sparse_matched__k4,0.5660048447,0.5660048447,0.7353515625,0.7353515625
4201,point_neuron_explicit_gating__random_rank_k__k4,0.479161154,0.479161154,0.7963867188,0.7963867188
4201,point_neuron_explicit_gating__learned_rank_k_upper_bound__k4,0.5549677121,0.5549677121,0.7333984375,0.7333984375
4201,point_neuron_explicit_gating__correct_ancestry_subtrees__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,point_neuron_explicit_gating__within_neuron_route_derangement__k8,6.240972899,6.240972899,0.2548828125,0.2548828125
4201,point_neuron_explicit_gating__depth_interleaved_bins__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,point_neuron_explicit_gating__random_sparse_matched__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,point_neuron_explicit_gating__random_rank_k__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,point_neuron_explicit_gating__learned_rank_k_upper_bound__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,point_neuron_explicit_gating__neuron_indexed_shared__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,point_neuron_explicit_gating__exact_compartment_transport__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,point_neuron_explicit_gating__backpropagation__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,flat_compartment__correct_ancestry_subtrees__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,flat_compartment__within_neuron_route_derangement__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,flat_compartment__depth_interleaved_bins__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,flat_compartment__random_sparse_matched__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,flat_compartment__random_rank_k__k1,2.315546697,2.315546697,0.453125,0.453125
4201,flat_compartment__learned_rank_k_upper_bound__k1,0.6513154152,0.6513154152,0.6279296875,0.6279296875
4201,flat_compartment__correct_ancestry_subtrees__k2,0.9983028717,0.9983028717,0.408203125,0.408203125
4201,flat_compartment__within_neuron_route_derangement__k2,29.92050388,29.92050388,0.19140625,0.19140625
4201,flat_compartment__depth_interleaved_bins__k2,6.457308825,6.457308825,0.2104492188,0.2104492188
4201,flat_compartment__random_sparse_matched__k2,3.918729994,3.918729994,0.22265625,0.22265625
4201,flat_compartment__random_rank_k__k2,4.238829821,4.238829821,0.3520507812,0.3520507812
4201,flat_compartment__learned_rank_k_upper_bound__k2,0.6215249022,0.6215249022,0.67578125,0.67578125
4201,flat_compartment__correct_ancestry_subtrees__k4,0.4440898553,0.4440898553,0.791015625,0.791015625
4201,flat_compartment__within_neuron_route_derangement__k4,16.66511998,16.66511998,0.1943359375,0.1943359375
4201,flat_compartment__depth_interleaved_bins__k4,0.5736012559,0.5736012559,0.7280273438,0.7280273438
4201,flat_compartment__random_sparse_matched__k4,0.5660048447,0.5660048447,0.7353515625,0.7353515625
4201,flat_compartment__random_rank_k__k4,0.479161154,0.479161154,0.7963867188,0.7963867188
4201,flat_compartment__learned_rank_k_upper_bound__k4,0.5549677121,0.5549677121,0.7333984375,0.7333984375
4201,flat_compartment__correct_ancestry_subtrees__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,flat_compartment__within_neuron_route_derangement__k8,6.240972899,6.240972899,0.2548828125,0.2548828125
4201,flat_compartment__depth_interleaved_bins__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,flat_compartment__random_sparse_matched__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,flat_compartment__random_rank_k__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,flat_compartment__learned_rank_k_upper_bound__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,flat_compartment__neuron_indexed_shared__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,flat_compartment__exact_compartment_transport__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,flat_compartment__backpropagation__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,grouped_point_subunits__correct_ancestry_subtrees__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,grouped_point_subunits__within_neuron_route_derangement__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,grouped_point_subunits__depth_interleaved_bins__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,grouped_point_subunits__random_sparse_matched__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,grouped_point_subunits__random_rank_k__k1,2.315546697,2.315546697,0.453125,0.453125
4201,grouped_point_subunits__learned_rank_k_upper_bound__k1,0.6513154152,0.6513154152,0.6279296875,0.6279296875
4201,grouped_point_subunits__correct_ancestry_subtrees__k2,0.9983028717,0.9983028717,0.408203125,0.408203125
4201,grouped_point_subunits__within_neuron_route_derangement__k2,29.92050388,29.92050388,0.19140625,0.19140625
4201,grouped_point_subunits__depth_interleaved_bins__k2,6.457308825,6.457308825,0.2104492188,0.2104492188
4201,grouped_point_subunits__random_sparse_matched__k2,3.918729994,3.918729994,0.22265625,0.22265625
4201,grouped_point_subunits__random_rank_k__k2,4.238829821,4.238829821,0.3520507812,0.3520507812
4201,grouped_point_subunits__learned_rank_k_upper_bound__k2,0.6215249022,0.6215249022,0.67578125,0.67578125
4201,grouped_point_subunits__correct_ancestry_subtrees__k4,0.4440898553,0.4440898553,0.791015625,0.791015625
4201,grouped_point_subunits__within_neuron_route_derangement__k4,16.66511998,16.66511998,0.1943359375,0.1943359375
4201,grouped_point_subunits__depth_interleaved_bins__k4,0.5736012559,0.5736012559,0.7280273438,0.7280273438
4201,grouped_point_subunits__random_sparse_matched__k4,0.5660048447,0.5660048447,0.7353515625,0.7353515625
4201,grouped_point_subunits__random_rank_k__k4,0.479161154,0.479161154,0.7963867188,0.7963867188
4201,grouped_point_subunits__learned_rank_k_upper_bound__k4,0.5549677121,0.5549677121,0.7333984375,0.7333984375
4201,grouped_point_subunits__correct_ancestry_subtrees__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,grouped_point_subunits__within_neuron_route_derangement__k8,6.240972899,6.240972899,0.2548828125,0.2548828125
4201,grouped_point_subunits__depth_interleaved_bins__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,grouped_point_subunits__random_sparse_matched__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,grouped_point_subunits__random_rank_k__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,grouped_point_subunits__learned_rank_k_upper_bound__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,grouped_point_subunits__neuron_indexed_shared__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,grouped_point_subunits__exact_compartment_transport__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,grouped_point_subunits__backpropagation__k8,0.4289170028,0.4289170028,0.80078125,0.80078125
4201,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,degree_depth_matched_rewired_tree__depth_interleaved_bins__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,degree_depth_matched_rewired_tree__random_sparse_matched__k1,19.23654096,19.23654096,0.1938476562,0.1938476562
4201,degree_depth_matched_rewired_tree__random_rank_k__k1,2.531246327,2.531246327,0.443359375,0.443359375
4201,degree_depth_matched_rewired_tree__learned_rank_k_upper_bound__k1,0.6513154152,0.6513154152,0.6279296875,0.6279296875
4201,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k2,3.586669116,3.586669116,0.2338867188,0.2338867188
4201,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k2,24.14304138,24.14304138,0.1923828125,0.1923828125
4201,degree_depth_matched_rewired_tree__depth_interleaved_bins__k2,3.448066343,3.448066343,0.2451171875,0.2451171875
4201,degree_depth_matched_rewired_tree__random_sparse_matched__k2,4.399255415,4.399255415,0.2172851562,0.2172851562
4201,degree_depth_matched_rewired_tree__random_rank_k__k2,4.025180262,4.025180262,0.36328125,0.36328125
4201,degree_depth_matched_rewired_tree__learned_rank_k_upper_bound__k2,0.6215249022,0.6215249022,0.67578125,0.67578125
4201,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k4,0.5235548138,0.5235548138,0.7504882812,0.7504882812
4201,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k4,16.58629577,16.58629577,0.203125,0.203125
4201,degree_depth_matched_rewired_tree__depth_interleaved_bins__k4,0.5166376571,0.5166376571,0.7592773438,0.7592773438
4201,degree_depth_matched_rewired_tree__random_sparse_matched__k4,0.5285320582,0.5285320582,0.76171875,0.76171875
