cohort,regime,root_id,median_axial_to_leak_ratio,minimum_axial_to_leak_ratio,maximum_axial_to_leak_ratio,median_leak_ns,median_axial_ns,n_degenerate_lengths_imputed
original_eight,Ra100_Rm15000,864691135060651419,208.6245514565387,11.443449571460045,95924.7100386663,0.06639944173908456,11.08931744494472,0
original_eight,Ra100_Rm15000,864691135196576298,14.258115384325015,2.1661402773904124,10557.05608476812,0.16368806664286492,2.557080377664102,0
original_eight,Ra100_Rm15000,864691135277186789,135.83524812700105,16.233256473563586,42945.50665033139,0.08606560438897776,8.372064710216838,0
original_eight,Ra100_Rm15000,864691135324623260,29.531633446345083,6.961213261653698,12135.567621242184,0.12699083875338385,4.545247874885634,0
original_eight,Ra100_Rm15000,864691135409937097,107.56886821244754,9.21032484843006,32063045.058132175,0.08451656621460243,7.029777313308313,0
original_eight,Ra100_Rm15000,864691135739661169,96.47643426686261,2.9619757569274743,8558.304059907356,0.12733285348552276,8.311411867316318,0
original_eight,Ra100_Rm15000,864691135810666525,275.95399442623375,10.978337853332759,698525.2167960355,0.07733253113173012,15.80166956253398,0
original_eight,Ra100_Rm15000,864691136043380566,82.88126079046873,6.362655004963204,114268.48374471499,0.08497467231723768,5.837073870664672,0
original_eight,Ra150_Rm300,864691135060651419,2.781660686087183,0.15257932761946724,1278.9961338488838,3.3199720869542277,7.392878296629814,0
original_eight,Ra150_Rm300,864691135196576298,0.19010820512433352,0.028881870365205495,140.76074779690828,8.184403332143244,1.704720251776068,0
original_eight,Ra150_Rm300,864691135277186789,1.8111366416933474,0.21644341964751454,572.6067553377517,4.303280219448888,5.581376473477892,0
original_eight,Ra150_Rm300,864691135324623260,0.39375511261793444,0.0928161768220493,161.80756828322913,6.349541937669192,3.030165249923756,0
original_eight,Ra150_Rm300,864691135409937097,1.434251576165967,0.12280433131240082,427507.2674417624,4.225828310730121,4.686518208872209,0
original_eight,Ra150_Rm300,864691135739661169,1.2863524568915012,0.039493010092366325,114.1107207987647,6.366642674276138,5.540941244877546,0
original_eight,Ra150_Rm300,864691135810666525,3.6793865923497835,0.1463778380444368,9313.669557280471,3.866626556586506,10.534446375022654,0
original_eight,Ra150_Rm300,864691136043380566,1.1050834772062499,0.08483540006617607,1523.5797832628666,4.248733615861885,3.8913825804431155,0
original_eight,Ra150_Rm1000,864691135060651419,9.272202286957276,0.5085977587315575,4263.320446162945,0.9959916260862683,7.392878296629814,0
original_eight,Ra150_Rm1000,864691135196576298,0.6336940170811116,0.09627290121735164,469.20249265636096,2.4553209996429732,1.704720251776068,0
original_eight,Ra150_Rm1000,864691135277186789,6.037122138977825,0.7214780654917151,1908.6891844591726,1.290984065834666,5.581376473477892,0
original_eight,Ra150_Rm1000,864691135324623260,1.3125170420597814,0.30938725607349765,539.3585609440971,1.9048625813007578,3.030165249923756,0
original_eight,Ra150_Rm1000,864691135409937097,4.780838587219891,0.40934777104133613,1425024.2248058748,1.2677484932190364,4.686518208872209,0
original_eight,Ra150_Rm1000,864691135739661169,4.287841522971671,0.13164336697455442,380.36906932921573,1.909992802282841,5.540941244877546,0
original_eight,Ra150_Rm1000,864691135810666525,12.26462197449928,0.4879261268147894,31045.565190934907,1.1599879669759519,10.534446375022654,0
original_eight,Ra150_Rm1000,864691136043380566,3.6836115906874998,0.28278466688725357,5078.5992775428895,1.2746200847585656,3.8913825804431155,0
original_eight,Ra150_Rm3000,864691135060651419,27.81660686087183,1.5257932761946724,12789.961338488836,0.3319972086954228,7.392878296629814,0
original_eight,Ra150_Rm3000,864691135196576298,1.901082051243335,0.2888187036520549,1407.6074779690825,0.8184403332143246,1.704720251776068,0
original_eight,Ra150_Rm3000,864691135277186789,18.111366416933475,2.1644341964751455,5726.0675533775175,0.4303280219448888,5.581376473477892,0
original_eight,Ra150_Rm3000,864691135324623260,3.9375511261793443,0.9281617682204929,1618.0756828322912,0.6349541937669192,3.030165249923756,0
original_eight,Ra150_Rm3000,864691135409937097,14.342515761659673,1.2280433131240085,4275072.674417623,0.4225828310730121,4.686518208872209,0
original_eight,Ra150_Rm3000,864691135739661169,12.863524568915013,0.3949301009236634,1141.1072079876474,0.6366642674276137,5.540941244877546,0
original_eight,Ra150_Rm3000,864691135810666525,36.79386592349783,1.4637783804443683,93136.69557280473,0.3866626556586506,10.534446375022654,0
original_eight,Ra150_Rm3000,864691136043380566,11.050834772062501,0.8483540006617608,15235.797832628668,0.4248733615861885,3.8913825804431155,0
original_eight,Ra150_Rm5000,864691135060651419,46.36101143478638,2.5429887936577873,21316.602230814726,0.19919832521725367,7.392878296629814,0
original_eight,Ra150_Rm5000,864691135196576298,3.1684700854055587,0.48136450608675824,2346.0124632818047,0.49106419992859474,1.704720251776068,0
original_eight,Ra150_Rm5000,864691135277186789,30.18561069488912,3.6073903274585755,9543.445922295861,0.2581968131669332,5.581376473477892,0
original_eight,Ra150_Rm5000,864691135324623260,6.562585210298907,1.5469362803674882,2696.792804720486,0.38097251626015155,3.030165249923756,0
original_eight,Ra150_Rm5000,864691135409937097,23.904192936099452,2.0467388552066805,7125121.124029373,0.2535496986438073,4.686518208872209,0
original_eight,Ra150_Rm5000,864691135739661169,21.43920761485835,0.6582168348727722,1901.8453466460785,0.3819985604565682,5.540941244877546,0
original_eight,Ra150_Rm5000,864691135810666525,61.32310987249639,2.439630634073947,155227.8259546745,0.23199759339519038,10.534446375022654,0
original_eight,Ra150_Rm5000,864691136043380566,18.418057953437497,1.4139233344362678,25392.996387714447,0.2549240169517131,3.8913825804431155,0
original_eight,Ra150_Rm15000,864691135060651419,139.08303430435916,7.628966380973362,63949.80669244419,0.06639944173908456,7.392878296629814,0
original_eight,Ra150_Rm15000,864691135196576298,9.505410256216676,1.4440935182602745,7038.037389845414,0.16368806664286492,1.704720251776068,0
original_eight,Ra150_Rm15000,864691135277186789,90.55683208466738,10.822170982375726,28630.337766887584,0.08606560438897776,5.581376473477892,0
original_eight,Ra150_Rm15000,864691135324623260,19.687755630896724,4.640808841102465,8090.378414161456,0.12699083875338385,3.030165249923756,0
original_eight,Ra150_Rm15000,864691135409937097,71.71257880829836,6.140216565620041,21375363.372088116,0.08451656621460243,4.686518208872209,0
original_eight,Ra150_Rm15000,864691135739661169,64.31762284457507,1.9746505046183165,5705.536039938236,0.12733285348552276,5.540941244877546,0
original_eight,Ra150_Rm15000,864691135810666525,183.9693296174892,7.31889190222184,465683.47786402365,0.07733253113173012,10.534446375022654,0
original_eight,Ra150_Rm15000,864691136043380566,55.25417386031249,4.241770003308804,76178.98916314334,0.08497467231723768,3.8913825804431155,0
