network_type,init_policy,count,mean,std,sem
dendritic_additive,analytical,15,0.9092333078384399,0.005092385194969535,0.0013148482035060145
dendritic_additive,occupancy_quantile,15,0.9166266441345214,0.007862158221748707,0.0020300005238720305
dendritic_shunting,analytical,15,0.9091999729474386,0.004166708827499478,0.0010758395931600607
dendritic_shunting,occupancy_quantile,15,0.9098866422971089,0.005867940069541109,0.001515095611058394
