seed,task,budget,rule,rate,optimizer,primary_rate,best_step,validation_nmse,test_nmse,fixed_endpoint_test_nmse,parameters_sha256,n_changed_parameters,g_i0_changed,g_i1_changed
2026090804,aligned_strong,4096,exact,0.01,adam,False,4096,6.130416571947579e-05,5.937035240085691e-05,5.937035240085691e-05,caf51a325a13795921eba049add03055110aabb26f788203d4a3d3cae6fa275f,24,True,True
2026090804,aligned_strong,4096,unit_broadcast,0.01,adam,False,4096,0.0025427315406721294,0.002280376678710512,0.002280376678710512,e26ce416a4a447af6daa5803babde7dadd1249bcff45925fc23e25922b68b91d,24,True,True
2026090804,aligned_strong,4096,calibrated_broadcast,0.01,adam,False,4096,0.0025427374498561426,0.002280384380051461,0.002280384380051461,4d0889889df1ff810c1aeaa51c529975cbddc4e481530f02e1a589ce1e629bbc,24,True,True
2026090804,aligned_strong,4096,ancestry_three_oracle,0.01,adam,False,4096,6.439994134473272e-05,6.269725371765126e-05,6.269725371765126e-05,c9942f89c28f63e35fbc3516552d81231cde113bae06fee9652da6f62a7b4683,24,True,True
2026090804,aligned_strong,4096,hard_distal_unit_proximal,0.01,adam,False,4096,5.419987901492289e-05,5.239810538784044e-05,5.239810538784044e-05,c55ea0f201f6ab9953a8a00c751a8b9874a6b06b2ae30108a60ea41894028512,24,True,True
2026090804,aligned_strong,4096,swapped_distal_unit_proximal,0.01,adam,False,4096,0.008445165710044465,0.007450206590041562,0.007450206590041562,fe2b463c584fc9a56e771dc2ed1550b194281c1c72d2f9de9b98dac08d44f69d,24,True,True
2026090804,aligned_strong,4096,hard_distal_and_proximal,0.01,adam,False,4096,4.049200214009041e-05,3.853809761496678e-05,3.853809761496678e-05,1076943747a92bf2d99994d840421dff3947f211c5ef8caf1182340f3385794f,22,False,False
2026090804,aligned_strong,4096,ancestry_two_leaf_oracle_unit_proximal,0.01,adam,False,4096,6.405499916717929e-05,6.2367739851209e-05,6.2367739851209e-05,1113143d6db76e2815830ec959c29d80b2e8877e627541251e252113af076bb3,24,True,True
2026090804,aligned_strong,4096,shunt_proportional_unit_proximal,0.01,adam,False,4096,5.386388453841479e-05,5.2075318894637346e-05,5.2075318894637346e-05,b70924a7ef7332bd68795cde03ed4177a1d035bd2f8084f49951bb76a77d322a,24,True,True
2026090804,aligned_strong,4096,exact,0.03,adam,True,4096,4.9403491023777695e-06,4.792337365133682e-06,4.792337365133682e-06,5cdb5bdea435023e0ea1cf3a550adc788671f545f661390aa737b2eea8ed29d3,24,True,True
2026090804,aligned_strong,4096,unit_broadcast,0.03,adam,True,4096,0.0024524487732519805,0.0022077655825138223,0.0022077655825138223,510e30d2458bbce656031a8d80cd63382e0e02a9cdd4ad68dd653ad7a9b65430,24,True,True
2026090804,aligned_strong,4096,calibrated_broadcast,0.03,adam,True,4096,0.0024524289592518012,0.002207759868948008,0.002207759868948008,f9102778101875cb3e70104c797f4605e477d6b46c8bd73d039dd24e9a0b227a,24,True,True
2026090804,aligned_strong,4096,ancestry_three_oracle,0.03,adam,True,4096,5.773064041870635e-06,5.602303666750665e-06,5.602303666750665e-06,7ca21fedb73803b2df6e2e4b48b6c377e150beb78f8e797b06bb4869677c205d,24,True,True
2026090804,aligned_strong,4096,hard_distal_unit_proximal,0.03,adam,True,4096,4.392772449434217e-06,4.300076819071691e-06,4.300076819071691e-06,0d5b8060bba1e97ab5ad72cfdc14d2f31891d9e769a7e6aafa4230ade39ee6ef,24,True,True
2026090804,aligned_strong,4096,swapped_distal_unit_proximal,0.03,adam,True,2048,0.009411930419346187,0.008284163554324894,0.018736185680255212,1769cbc8d73cf547a3e2ef0516ba8c08c3947d8035ecd756de4c57e6143b6459,24,True,True
2026090804,aligned_strong,4096,hard_distal_and_proximal,0.03,adam,True,4096,3.16392595000132e-06,3.049571054807056e-06,3.049571054807056e-06,b34976f5ec302479c31aaced23fc915b8f9b102d68d1cfe1ccde5c02ae3705a8,22,False,False
2026090804,aligned_strong,4096,ancestry_two_leaf_oracle_unit_proximal,0.03,adam,True,4096,5.6632726144949125e-06,5.503399747985705e-06,5.503399747985705e-06,aa4d0fc38eb857e34ed547350509d748bc8404e75e0bb392387f67bb7c6e3193,24,True,True
2026090804,aligned_strong,4096,shunt_proportional_unit_proximal,0.03,adam,True,4096,4.386720695453065e-06,4.293857672954441e-06,4.293857672954441e-06,23818471d8334db212d6535b2dc783b2e1b5da69c20efedac0d05abf760120a3,24,True,True
2026090804,aligned_strong,4096,exact,0.1,adam,False,4096,4.933886313665597e-07,4.654059506933786e-07,4.654059506933786e-07,22bbd1869ea063e4668ac2c7dbbfc2fd8059ffdb87e4fd333c32a4c6cc5a9a3d,24,True,True
2026090804,aligned_strong,4096,unit_broadcast,0.1,adam,False,4096,0.0006109004452034594,0.0005558118086254808,0.0005558118086254808,550451f4b4dabf172bbc80c42d545076b2ba8ce4ea28f8e7beb503fb4c0f8ac9,24,True,True
2026090804,aligned_strong,4096,calibrated_broadcast,0.1,adam,False,4096,0.0006117636527922976,0.0005566100699507821,0.0005566100699507821,c5efb3fe223147cf54b46eccdd78497e7f84387e33c524b9791c618e133c97c1,24,True,True
2026090804,aligned_strong,4096,ancestry_three_oracle,0.1,adam,False,4096,1.2593028516245767e-06,1.121276925233327e-06,1.121276925233327e-06,bac69237e8df8ef136fe175ef5704feb4a96709da6bec975169ae8ed1fe1fafc,24,True,True
2026090804,aligned_strong,4096,hard_distal_unit_proximal,0.1,adam,False,4096,5.194100003190101e-07,4.648372432933152e-07,4.648372432933152e-07,f16fe8040aad51bbfa08c1392d1351ae498eeeff75eb613214e0c4590dfaf872,24,True,True
2026090804,aligned_strong,4096,swapped_distal_unit_proximal,0.1,adam,False,512,0.010846994441623722,0.009914376078159915,0.020163421259782814,1a5536246ebbfc010f18c76356e2cc7ed8d2ddd8f989847a6dabbbf0f97ca4c4,24,True,True
2026090804,aligned_strong,4096,hard_distal_and_proximal,0.1,adam,False,4096,2.0215806268387798e-07,2.0655972129489477e-07,2.0655972129489477e-07,db780fb1ddd17a5aa3526aee20df7424a6001831d3632e289edb4a0649e19616,22,False,False
