seed,task,budget,rule,rate,optimizer,primary_rate,best_step,validation_nmse,test_nmse,fixed_endpoint_test_nmse,parameters_sha256,n_changed_parameters,g_i0_changed,g_i1_changed
2026090813,aligned_strong,4096,exact,0.01,adam,False,4096,4.340302576342645e-05,4.4442522121456786e-05,4.4442522121456786e-05,f5f134a2e5cebf4e2b81dd21cdb091b909569dbec6e4e47c87c460c57cf52d11,24,True,True
2026090813,aligned_strong,4096,unit_broadcast,0.01,adam,False,4096,0.003184949473283305,0.0033111470383714496,0.0033111470383714496,2d2052016fddaf2bfbee1a143cc92be34f2f67517b10c36a693cedd510ae0017,24,True,True
2026090813,aligned_strong,4096,calibrated_broadcast,0.01,adam,False,4096,0.0031849549755344803,0.003311168351467513,0.003311168351467513,3cef470b465c004ceea1a3a477d3cd58a35e58b3e8fe81c661be2afb3388655e,24,True,True
2026090813,aligned_strong,4096,ancestry_three_oracle,0.01,adam,False,4096,4.206723951030337e-05,4.3509806404230744e-05,4.3509806404230744e-05,9f45ce7f11ce2939aba4443e06e4828f84128f7eea5390b9cc41b7e40b36aaa5,24,True,True
2026090813,aligned_strong,4096,hard_distal_unit_proximal,0.01,adam,False,4096,3.751125642985889e-05,3.914815319011686e-05,3.914815319011686e-05,fb473ed43ae92221910a9dd87ff344e5eeebd80469484ee75dcdead27f74819c,24,True,True
2026090813,aligned_strong,4096,swapped_distal_unit_proximal,0.01,adam,False,4096,0.01064845675564938,0.011148271857302081,0.011148271857302081,9cfc67896503e139d8ed793ddf7814c422bd3a5bea40409a32ab18dc32a3eec3,24,True,True
2026090813,aligned_strong,4096,hard_distal_and_proximal,0.01,adam,False,4096,5.0958289582675556e-05,5.311388886649547e-05,5.311388886649547e-05,2f86957722d8143a162d1629bb13449927ee3fff226cdfac13b7e1c020d48e42,22,False,False
2026090813,aligned_strong,4096,ancestry_two_leaf_oracle_unit_proximal,0.01,adam,False,4096,4.253161909122316e-05,4.395072241383295e-05,4.395072241383295e-05,6593f7c55f5bde7bfdb4ac5ed5929454788b57d14f87cf8ff5441768ca2ffade,24,True,True
2026090813,aligned_strong,4096,shunt_proportional_unit_proximal,0.01,adam,False,4096,3.7296149756000356e-05,3.890764721738505e-05,3.890764721738505e-05,306600fc7dcef91343c015ae53324e7e81e831f0ddb83c8b8d25c9fbc92e616e,24,True,True
2026090813,aligned_strong,4096,exact,0.03,adam,True,4096,4.7214362191028785e-06,5.010985546815742e-06,5.010985546815742e-06,3b6a9c8a31b2b3473ea7db061f9ec440e1d5fdd5b79b36460bab77e3cab1a6af,24,True,True
2026090813,aligned_strong,4096,unit_broadcast,0.03,adam,True,4096,0.0014697425329872405,0.0015493709084575134,0.0015493709084575134,9485dee0b6370544de4cc68c796e7e672e58294add0861948aabf89e23f48201,24,True,True
2026090813,aligned_strong,4096,calibrated_broadcast,0.03,adam,True,4096,0.0014699656464580903,0.001549588660692002,0.001549588660692002,1aebb40c1c73375ba54ef4bcb5e9140bdc4f575a6bbc2142a78f997d72596dfd,24,True,True
2026090813,aligned_strong,4096,ancestry_three_oracle,0.03,adam,True,4096,5.963048353173771e-06,6.354591903207534e-06,6.354591903207534e-06,36fa2fa9a00e8ae639f0ea86ed3bf470864842e59b2a15d15dde83cc6ff5650f,24,True,True
