seed,task,budget,rule,rate,optimizer,primary_rate,best_step,validation_nmse,test_nmse,fixed_endpoint_test_nmse,parameters_sha256,n_changed_parameters,g_i0_changed,g_i1_changed
2026090809,aligned_strong,4096,exact,0.01,adam,False,4096,4.1261827692294304e-05,4.0762264729109206e-05,4.0762264729109206e-05,1beca94eb015697e9748d0524e171604475c603809b9ec01075e4ad3bba550a0,24,True,True
2026090809,aligned_strong,4096,unit_broadcast,0.01,adam,False,4096,0.00014072388646781017,0.0001418973903838566,0.0001418973903838566,c852aee0b8890870704d55a4eefbcc840d47dcb93a773c00d00b098b65a053d7,24,True,True
2026090809,aligned_strong,4096,calibrated_broadcast,0.01,adam,False,4096,0.0001407170911619099,0.0001418928058978446,0.0001418928058978446,f1d279a0de61f80da68c36dcb45c78a3836d590519007f75c7d7c6d1a1649e90,24,True,True
2026090809,aligned_strong,4096,ancestry_three_oracle,0.01,adam,False,4096,3.9700944223647406e-05,3.922986855356614e-05,3.922986855356614e-05,a0b70581cb6a4e8340666fecbff7565938e49fc5b8f20eccbaf6d048a086daf7,24,True,True
2026090809,aligned_strong,4096,hard_distal_unit_proximal,0.01,adam,False,4096,4.5324142026396735e-05,4.476177614417661e-05,4.476177614417661e-05,5ab6fc2d68329180ee8eb67b46d52bb329b0969bdd1e1ef19f129283e49a41f9,24,True,True
2026090809,aligned_strong,4096,swapped_distal_unit_proximal,0.01,adam,False,4096,0.0044728027416938215,0.004356215665180493,0.004356215665180493,771dbf9e95901595ccdfb00e34d7d8b56bdfb01347eb5e744cd18c5bd3ed621e,24,True,True
2026090809,aligned_strong,4096,hard_distal_and_proximal,0.01,adam,False,4096,4.985987289191902e-05,4.9344418583648944e-05,4.9344418583648944e-05,81780dccac5f8a339e05303686d6ee7a9a96544d109a5fbae005dd91bd78dcf6,22,False,False
2026090809,aligned_strong,4096,ancestry_two_leaf_oracle_unit_proximal,0.01,adam,False,4096,4.029282780077638e-05,3.983349958473329e-05,3.983349958473329e-05,7d29971a6e9db942a00af5860b23be295cbe519cf0fdbfd7368df07111fd156d,24,True,True
2026090809,aligned_strong,4096,shunt_proportional_unit_proximal,0.01,adam,False,4096,4.5224640962111694e-05,4.465452506663674e-05,4.465452506663674e-05,a4cf7f16ca3d016a75cf2363c41c1800e4f9f1b58a1042dbffc92cc2331ad715,24,True,True
2026090809,aligned_strong,4096,exact,0.03,adam,True,4096,6.762897971612878e-06,6.241539523106259e-06,6.241539523106259e-06,e65f1c28701ff7bafd61f10ac70ad64f70f765cf28938de89832cc4d1002b771,24,True,True
2026090809,aligned_strong,4096,unit_broadcast,0.03,adam,True,4096,0.00013292965803734228,0.00013876798908264243,0.00013876798908264243,f932e5073ce301f68f62c41b073f0eee5694e94d235654b88628dcf68529fdac,24,True,True
2026090809,aligned_strong,4096,calibrated_broadcast,0.03,adam,True,4096,0.0001328958680072425,0.0001387410815369503,0.0001387410815369503,cfd71dd8cf5a5fb6e828d01347bd75efcc437602d9e56458db9e2e47eda30a97,24,True,True
2026090809,aligned_strong,4096,ancestry_three_oracle,0.03,adam,True,4096,8.125242195407729e-06,7.646878246438686e-06,7.646878246438686e-06,3464f5dee5f212612ebd40516b9d6d34e4c6086c45c87eace723e8ebcf1a52e1,24,True,True
2026090809,aligned_strong,4096,hard_distal_unit_proximal,0.03,adam,True,4096,1.1118253584399533e-05,1.0793043497389508e-05,1.0793043497389508e-05,56829f42b283a6841ccbaf2936029ba08f6ffff00fe441874fc3c946d1e609a3,24,True,True
2026090809,aligned_strong,4096,swapped_distal_unit_proximal,0.03,adam,True,4096,0.0042090794755327765,0.004119631140151831,0.004119631140151831,36a2cf3b01f2a255d6c25307084865f1d917fd1c796d58a4abb380f3eae1aab9,24,True,True
2026090809,aligned_strong,4096,hard_distal_and_proximal,0.03,adam,True,4096,1.0756921795517348e-05,1.0418741277014907e-05,1.0418741277014907e-05,5f14032347ac9aa327690522f051a4ec81a2b6141810cc3e79447d652520f450,22,False,False
2026090809,aligned_strong,4096,ancestry_two_leaf_oracle_unit_proximal,0.03,adam,True,4096,8.041584852079746e-06,7.549221077469995e-06,7.549221077469995e-06,989cb6e853ae87b6d98ebddf8460204eeee5073ac50d4133a711736255a39278,24,True,True
2026090809,aligned_strong,4096,shunt_proportional_unit_proximal,0.03,adam,True,4096,1.1075636587865935e-05,1.0752733403790386e-05,1.0752733403790386e-05,5fbc3f058ed13d43462626245de311915d07bae6df5168a6788f7d437fa42476,24,True,True
2026090809,aligned_strong,4096,exact,0.1,adam,False,4096,1.6983544364271121e-07,1.6356426573151862e-07,1.6356426573151862e-07,e686ec5b7413dbeec59c81308875fcc408cac4d4a5e1df64f2c655ba3e8acd5e,24,True,True
2026090809,aligned_strong,4096,unit_broadcast,0.1,adam,False,512,7.508868560897141e-05,7.620190390303426e-05,0.0002923542351288595,1c2a70d372275aade2e1f51ed31f8937167a4888e2270ddac8055a494af3383e,24,True,True
2026090809,aligned_strong,4096,calibrated_broadcast,0.1,adam,False,512,7.508844359507255e-05,7.620164750809856e-05,0.0002923250172304,bab9682bf531a24392ccc3e6f85d3149d8f07a56aeb54be74cb92479804d245f,24,True,True
2026090809,aligned_strong,4096,ancestry_three_oracle,0.1,adam,False,2048,6.212084474467139e-06,5.907608751805101e-06,0.0002301270824536979,0ef1b2c11b44d13bbc54fb7a7421808315879653f01f49ae96f941c6dc587306,24,True,True
2026090809,aligned_strong,4096,hard_distal_unit_proximal,0.1,adam,False,4096,2.45734479469434e-07,2.465067726741832e-07,2.465067726741832e-07,cd79da5cc60fd29d96718a5f7ca3c6308cce60e0fb63b96e330d99e05a6c4132,24,True,True
2026090809,aligned_strong,4096,swapped_distal_unit_proximal,0.1,adam,False,2048,0.004268002604764697,0.004183415995460191,0.004403446998473753,d2dac50feba9863b44973ba3f570b89c35341d017622c1b363a510e9119d28ee,24,True,True
2026090809,aligned_strong,4096,hard_distal_and_proximal,0.1,adam,False,4096,4.119615314667284e-07,4.1505605840433335e-07,4.1505605840433335e-07,3d005bc22faa5bcbe30b5ce7950b4f36316224544f8d1f8349da6dd7754f2237,22,False,False
2026090809,aligned_strong,4096,ancestry_two_leaf_oracle_unit_proximal,0.1,adam,False,4096,1.4484105695932737e-07,1.3860697839916175e-07,1.3860697839916175e-07,62a0f066bbbcaaadec15f2b88ac68163bf1e169e84e7a161346c31900b9d51d5,24,True,True
2026090809,aligned_strong,4096,shunt_proportional_unit_proximal,0.1,adam,False,4096,8.338680865984775e-08,8.259179261503902e-08,8.259179261503902e-08,7ecc7c97e6668d6589da1f3613996755c553c44dfe5e3899773f59a4b27c4f55,24,True,True
