seed,task,budget,rule,rate,optimizer,primary_rate,path_rank,rank_one_capture,three_profile_capture
2026090813,aligned_strong,4096,exact,0.01,adam,False,2,0.9151993795842206,0.9545475964544619
2026090813,aligned_strong,4096,unit_broadcast,0.01,adam,False,2,0.9432769542534241,0.8747130376439288
2026090813,aligned_strong,4096,calibrated_broadcast,0.01,adam,False,2,0.943267867756068,0.8747408021332008
2026090813,aligned_strong,4096,ancestry_three_oracle,0.01,adam,False,2,0.9153915246457569,0.9551770863958704
2026090813,aligned_strong,4096,hard_distal_unit_proximal,0.01,adam,False,2,0.9040061329153858,0.966253048720548
2026090813,aligned_strong,4096,swapped_distal_unit_proximal,0.01,adam,False,2,0.999834689751639,0.6231004453435256
2026090813,aligned_strong,4096,hard_distal_and_proximal,0.01,adam,False,2,0.9164959440113731,0.9540310475010266
2026090813,aligned_strong,4096,ancestry_two_leaf_oracle_unit_proximal,0.01,adam,False,2,0.915828469813447,0.9546765275890828
2026090813,aligned_strong,4096,shunt_proportional_unit_proximal,0.01,adam,False,2,0.9040086044092311,0.9662147746446891
2026090813,aligned_strong,4096,exact,0.03,adam,True,2,0.8972054608662982,0.9742721755397842
2026090813,aligned_strong,4096,unit_broadcast,0.03,adam,True,2,0.9447678953571069,0.9336073396390807
2026090813,aligned_strong,4096,calibrated_broadcast,0.03,adam,True,2,0.9447668725230892,0.9336040294164158
2026090813,aligned_strong,4096,ancestry_three_oracle,0.03,adam,True,2,0.896527880912704,0.9739447730441291
2026090813,aligned_strong,4096,hard_distal_unit_proximal,0.03,adam,True,2,0.8938060789298007,0.9797510000538483
2026090813,aligned_strong,4096,swapped_distal_unit_proximal,0.03,adam,True,2,0.9998001784680184,0.8372844910730598
2026090813,aligned_strong,4096,hard_distal_and_proximal,0.03,adam,True,2,0.9204447712753691,0.9588670058356041
2026090813,aligned_strong,4096,ancestry_two_leaf_oracle_unit_proximal,0.03,adam,True,2,0.8967467766270892,0.9735441480312265
2026090813,aligned_strong,4096,shunt_proportional_unit_proximal,0.03,adam,True,2,0.8937489925298951,0.9797443670843513
2026090813,aligned_strong,4096,exact,0.1,adam,False,2,0.8944548610412519,0.9804227644477259
2026090813,aligned_strong,4096,unit_broadcast,0.1,adam,False,2,0.8790813560028468,0.9760258733445912
2026090813,aligned_strong,4096,calibrated_broadcast,0.1,adam,False,2,0.8790821281146604,0.9760245391675451
2026090813,aligned_strong,4096,ancestry_three_oracle,0.1,adam,False,2,0.893990435438893,0.9755228890505502
2026090813,aligned_strong,4096,hard_distal_unit_proximal,0.1,adam,False,2,0.8867020349749464,0.9846215895467068
2026090813,aligned_strong,4096,swapped_distal_unit_proximal,0.1,adam,False,2,0.9997176980463868,0.7882575347483752
2026090813,aligned_strong,4096,hard_distal_and_proximal,0.1,adam,False,2,0.9302542562167264,0.9602573364241191
2026090813,aligned_strong,4096,ancestry_two_leaf_oracle_unit_proximal,0.1,adam,False,2,0.8943938777010345,0.9748427573993488
2026090813,aligned_strong,4096,shunt_proportional_unit_proximal,0.1,adam,False,2,0.8859676634994376,0.9842911842783401
2026090813,aligned_strong,16384,exact,0.01,adam,False,2,0.891383515624113,0.9782024244662618
2026090813,aligned_strong,16384,unit_broadcast,0.01,adam,False,2,0.8687037257647278,0.9861514424750859
2026090813,aligned_strong,16384,calibrated_broadcast,0.01,adam,False,2,0.8687092237552463,0.9861418514801865
2026090813,aligned_strong,16384,ancestry_three_oracle,0.01,adam,False,2,0.8895196030060546,0.9789525888151586
2026090813,aligned_strong,16384,hard_distal_unit_proximal,0.01,adam,False,2,0.8884810091849622,0.9855527004735269
2026090813,aligned_strong,16384,swapped_distal_unit_proximal,0.01,adam,False,2,0.999809060278447,0.8124985876220895
2026090813,aligned_strong,16384,hard_distal_and_proximal,0.01,adam,False,2,0.9329566548077011,0.9600263201885082
2026090813,aligned_strong,16384,ancestry_two_leaf_oracle_unit_proximal,0.01,adam,False,2,0.8895920758653229,0.9785322301175755
2026090813,aligned_strong,16384,shunt_proportional_unit_proximal,0.01,adam,False,2,0.8884094564119029,0.9855252806933275
2026090813,aligned_strong,16384,exact,0.03,adam,True,2,0.8972054608662982,0.9742721755397842
2026090813,aligned_strong,16384,unit_broadcast,0.03,adam,True,2,0.8515356500935155,0.9899377825483011
2026090813,aligned_strong,16384,calibrated_broadcast,0.03,adam,True,2,0.8515332076310742,0.9899367835525358
2026090813,aligned_strong,16384,ancestry_three_oracle,0.03,adam,True,2,0.8855921254107132,0.9844791450880364
2026090813,aligned_strong,16384,hard_distal_unit_proximal,0.03,adam,True,2,0.8881393818287836,0.9859564571344721
2026090813,aligned_strong,16384,swapped_distal_unit_proximal,0.03,adam,True,2,0.9998001784680184,0.8372844910730598
2026090813,aligned_strong,16384,hard_distal_and_proximal,0.03,adam,True,2,0.9204447712753691,0.9588670058356041
2026090813,aligned_strong,16384,ancestry_two_leaf_oracle_unit_proximal,0.03,adam,True,2,0.8882140085463239,0.9814886708664575
2026090813,aligned_strong,16384,shunt_proportional_unit_proximal,0.03,adam,True,2,0.8856883354173535,0.9873715494118005
2026090813,aligned_strong,16384,exact,0.1,adam,False,2,0.9030970321741539,0.9797073530026646
2026090813,aligned_strong,16384,unit_broadcast,0.1,adam,False,2,0.8790813560028468,0.9760258733445912
2026090813,aligned_strong,16384,calibrated_broadcast,0.1,adam,False,2,0.8790821281146604,0.9760245391675451
2026090813,aligned_strong,16384,ancestry_three_oracle,0.1,adam,False,2,0.8752339385645416,0.9955031949719569
2026090813,aligned_strong,16384,hard_distal_unit_proximal,0.1,adam,False,2,0.8785687632749892,0.9904238900031643
2026090813,aligned_strong,16384,swapped_distal_unit_proximal,0.1,adam,False,2,0.9997176980463868,0.7882575347483752
2026090813,aligned_strong,16384,hard_distal_and_proximal,0.1,adam,False,2,0.9302542562167264,0.9602573364241191
2026090813,aligned_strong,16384,ancestry_two_leaf_oracle_unit_proximal,0.1,adam,False,2,0.8778058404177786,0.9865519221505727
2026090813,aligned_strong,16384,shunt_proportional_unit_proximal,0.1,adam,False,2,0.8774234146228267,0.9889620597331574
2026090813,opposed_strong,4096,exact,0.01,adam,False,2,0.8708842392505414,0.9920189728576336
2026090813,opposed_strong,4096,unit_broadcast,0.01,adam,False,2,0.8430801271701523,0.9212788478473807
2026090813,opposed_strong,4096,calibrated_broadcast,0.01,adam,False,2,0.8430801271298448,0.9212788448537156
2026090813,opposed_strong,4096,ancestry_three_oracle,0.01,adam,False,2,0.8707926588449627,0.9919658864701377
2026090813,opposed_strong,4096,hard_distal_unit_proximal,0.01,adam,False,2,0.8700002504907866,0.9911025291716524
2026090813,opposed_strong,4096,swapped_distal_unit_proximal,0.01,adam,False,2,0.9999998517169093,0.9394150200893954
2026090813,opposed_strong,4096,hard_distal_and_proximal,0.01,adam,False,2,0.9135417914552498,0.9916758954514868
2026090813,opposed_strong,4096,ancestry_two_leaf_oracle_unit_proximal,0.01,adam,False,2,0.8708500292775685,0.9919831731506868
2026090813,opposed_strong,4096,shunt_proportional_unit_proximal,0.01,adam,False,2,0.8700579185146102,0.9911308794512196
2026090813,opposed_strong,4096,exact,0.03,adam,True,2,0.8772630655572938,0.993663305434132
2026090813,opposed_strong,4096,unit_broadcast,0.03,adam,True,2,0.8453101505893807,0.9030787564599629
2026090813,opposed_strong,4096,calibrated_broadcast,0.03,adam,True,2,0.8453101452670035,0.9030787970718226
2026090813,opposed_strong,4096,ancestry_three_oracle,0.03,adam,True,2,0.8771137987366652,0.9936130450215177
2026090813,opposed_strong,4096,hard_distal_unit_proximal,0.03,adam,True,2,0.8767221083235106,0.9932102886381106
2026090813,opposed_strong,4096,swapped_distal_unit_proximal,0.03,adam,True,2,0.9999999864982078,0.9353040461247758
2026090813,opposed_strong,4096,hard_distal_and_proximal,0.03,adam,True,2,0.9130645919033301,0.9967194765527339
