panel,record,block,block_size,eta,kappa,root_id,identity_residual,perturbation,category,mean,ci95_low,ci95_high,n_cells,regime,value,dose,condition,cells_positive,cohort,mean_signed_log_change,mean_absolute_log_change,maximum_sign_flip_fraction,membrane_resistance_ohm_cm2,background_leak_multiplier
F,cell_value,,,,,864691135739661169,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.011717929675824,,,,original_eight,,,,,
F,cell_value,,,,,864691135810666525,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0029346198535246,,,,original_eight,,,,,
F,cell_value,,,,,864691136043380566,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0042995046777594,,,,original_eight,,,,,
F,cell_value,,,,,864691135060651419,,matched additive,descendant,,,,,Ra150_Rm15000,0.0098113556564875,,,,original_eight,,,,,
F,cell_value,,,,,864691135196576298,,matched additive,descendant,,,,,Ra150_Rm15000,0.0011735807761814,,,,original_eight,,,,,
F,cell_value,,,,,864691135277186789,,matched additive,descendant,,,,,Ra150_Rm15000,0.0045847881287497,,,,original_eight,,,,,
F,cell_value,,,,,864691135324623260,,matched additive,descendant,,,,,Ra150_Rm15000,0.0142325048685542,,,,original_eight,,,,,
F,cell_value,,,,,864691135409937097,,matched additive,descendant,,,,,Ra150_Rm15000,0.0058117701725691,,,,original_eight,,,,,
F,cell_value,,,,,864691135739661169,,matched additive,descendant,,,,,Ra150_Rm15000,0.0371937409387468,,,,original_eight,,,,,
F,cell_value,,,,,864691135810666525,,matched additive,descendant,,,,,Ra150_Rm15000,0.0036555392244625,,,,original_eight,,,,,
F,cell_value,,,,,864691136043380566,,matched additive,descendant,,,,,Ra150_Rm15000,0.0028357210775881,,,,original_eight,,,,,
F,cell_value,,,,,864691135060651419,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,0.0002321313802984,,,,original_eight,,,,,
F,cell_value,,,,,864691135196576298,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,5.5511151231257815e-17,,,,original_eight,,,,,
F,cell_value,,,,,864691135277186789,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,0.0006647230024764,,,,original_eight,,,,,
F,cell_value,,,,,864691135324623260,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,0.000313436590318,,,,original_eight,,,,,
F,cell_value,,,,,864691135409937097,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,7.248250609613786e-05,,,,original_eight,,,,,
F,cell_value,,,,,864691135739661169,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,0.0007521453443232,,,,original_eight,,,,,
F,cell_value,,,,,864691135810666525,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,5.124513019952538e-05,,,,original_eight,,,,,
F,cell_value,,,,,864691136043380566,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,0.0001385719654988,,,,original_eight,,,,,
F,cell_value,,,,,864691135060651419,,focal shunt,descendant,,,,,Ra150_Rm300,-0.1353833025745904,,,,original_eight,,,,,
F,cell_value,,,,,864691135196576298,,focal shunt,descendant,,,,,Ra150_Rm300,-0.1138850904672142,,,,original_eight,,,,,
F,cell_value,,,,,864691135277186789,,focal shunt,descendant,,,,,Ra150_Rm300,-0.0973550527954716,,,,original_eight,,,,,
F,cell_value,,,,,864691135324623260,,focal shunt,descendant,,,,,Ra150_Rm300,-0.1670673951309598,,,,original_eight,,,,,
F,cell_value,,,,,864691135409937097,,focal shunt,descendant,,,,,Ra150_Rm300,-0.1104103991094769,,,,original_eight,,,,,
F,cell_value,,,,,864691135739661169,,focal shunt,descendant,,,,,Ra150_Rm300,-0.1556149633507723,,,,original_eight,,,,,
F,cell_value,,,,,864691135810666525,,focal shunt,descendant,,,,,Ra150_Rm300,-0.0747852213314656,,,,original_eight,,,,,
F,cell_value,,,,,864691136043380566,,focal shunt,descendant,,,,,Ra150_Rm300,-0.0778678005523044,,,,original_eight,,,,,
F,cell_value,,,,,864691135060651419,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm300,-0.0019713941997387,,,,original_eight,,,,,
F,cell_value,,,,,864691135196576298,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm300,-0.0186459298339535,,,,original_eight,,,,,
F,cell_value,,,,,864691135277186789,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm300,-0.0029509417609245,,,,original_eight,,,,,
F,cell_value,,,,,864691135324623260,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm300,-0.0090250949324356,,,,original_eight,,,,,
F,cell_value,,,,,864691135409937097,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm300,-0.002412633169411,,,,original_eight,,,,,
F,cell_value,,,,,864691135739661169,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm300,-0.0113576864685074,,,,original_eight,,,,,
F,cell_value,,,,,864691135810666525,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm300,-0.0016430782204183,,,,original_eight,,,,,
F,cell_value,,,,,864691136043380566,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm300,-0.0035810782212426,,,,original_eight,,,,,
F,cell_value,,,,,864691135060651419,,matched additive,descendant,,,,,Ra150_Rm300,0.0878577107163312,,,,original_eight,,,,,
F,cell_value,,,,,864691135196576298,,matched additive,descendant,,,,,Ra150_Rm300,0.0039131360952994,,,,original_eight,,,,,
F,cell_value,,,,,864691135277186789,,matched additive,descendant,,,,,Ra150_Rm300,0.0333320890978562,,,,original_eight,,,,,
F,cell_value,,,,,864691135324623260,,matched additive,descendant,,,,,Ra150_Rm300,0.0256131037291728,,,,original_eight,,,,,
F,cell_value,,,,,864691135409937097,,matched additive,descendant,,,,,Ra150_Rm300,0.05425266686284,,,,original_eight,,,,,
F,cell_value,,,,,864691135739661169,,matched additive,descendant,,,,,Ra150_Rm300,0.0801163462881617,,,,original_eight,,,,,
F,cell_value,,,,,864691135810666525,,matched additive,descendant,,,,,Ra150_Rm300,0.0353314889131156,,,,original_eight,,,,,
F,cell_value,,,,,864691136043380566,,matched additive,descendant,,,,,Ra150_Rm300,0.0226200836553014,,,,original_eight,,,,,
F,cell_value,,,,,864691135060651419,,matched additive,depth-matched unrelated,,,,,Ra150_Rm300,0.000104297604435,,,,original_eight,,,,,
F,cell_value,,,,,864691135196576298,,matched additive,depth-matched unrelated,,,,,Ra150_Rm300,0.0,,,,original_eight,,,,,
F,cell_value,,,,,864691135277186789,,matched additive,depth-matched unrelated,,,,,Ra150_Rm300,0.0004550454690901,,,,original_eight,,,,,
F,cell_value,,,,,864691135324623260,,matched additive,depth-matched unrelated,,,,,Ra150_Rm300,0.0002107699650951,,,,original_eight,,,,,
F,cell_value,,,,,864691135409937097,,matched additive,depth-matched unrelated,,,,,Ra150_Rm300,2.2362190509483345e-05,,,,original_eight,,,,,
F,cell_value,,,,,864691135739661169,,matched additive,depth-matched unrelated,,,,,Ra150_Rm300,0.0002814950175124,,,,original_eight,,,,,
F,cell_value,,,,,864691135810666525,,matched additive,depth-matched unrelated,,,,,Ra150_Rm300,0.0001466515234652,,,,original_eight,,,,,
F,cell_value,,,,,864691136043380566,,matched additive,depth-matched unrelated,,,,,Ra150_Rm300,3.5838583960158154e-05,,,,original_eight,,,,,
F,cell_value,,,,,864691134941194851,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0087098374975853,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135082534135,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0217041818617932,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135334986985,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0097405881831314,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135342193329,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0188380368924841,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135367232761,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0226349959288539,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135404231406,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0078655739741147,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135404277230,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0085583969745477,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135416557754,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0078099321746633,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135455195242,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0096961002025233,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135468547212,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0093572135562684,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135495249040,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0127129444749982,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135502788957,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0097582173324788,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135516884435,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0024707488833426,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135572379429,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0075790812565867,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135573814980,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0071331973265298,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135658994050,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0079486305021585,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135687601120,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0089961790284676,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135716106266,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0070846668928329,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135716174106,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0123415170752282,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135740320660,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0049445902772423,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135762339894,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0229588481702014,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135856802606,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0114239375491368,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135856845358,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0093930380153705,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135867632406,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0073439408018782,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135919106224,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0128150319334148,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135938349828,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0048702138702737,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135947212897,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0086938179423391,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135952698659,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0155575072609256,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135992368833,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0037021372529068,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136024229689,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0242183132643231,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136066506392,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0047055016838227,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136066697624,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0138900527261932,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136066733720,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0062004269575617,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136100511093,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0082928952111363,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136109892792,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.013179244724466,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136137737085,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0079680547861459,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136195348812,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0143966538835872,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136275165965,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0075027604903933,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136371808392,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0083385068203832,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136389026167,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0044600547249807,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136486753554,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.003154588102542,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136663284190,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.005346146165528,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136673975943,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0180840268239039,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136953057759,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0114599625692961,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691137197373249,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.013035608990049,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691134941194851,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0055454450919862,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135082534135,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0074220632357726,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135334986985,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.005447705689997,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135342193329,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0148147512518534,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135367232761,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.014172654781867,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135404231406,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0051286688758078,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135404277230,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0055163290769651,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135416557754,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0059678353759791,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135455195242,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0055322782881931,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135468547212,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0059632324490811,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135495249040,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0072542314225398,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135502788957,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0044423440885717,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135516884435,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0022554276335482,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135572379429,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.005282827102795,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135573814980,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0043081634642911,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135658994050,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.005375917543293,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135687601120,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0048657500355547,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135716106266,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0060388837845326,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135716174106,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0061147705402644,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135740320660,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0037253238323622,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135762339894,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0125159317970202,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135856802606,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0078441911946214,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135856845358,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0065532516833203,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135867632406,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0048022003177864,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135919106224,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0068761198036976,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135938349828,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0037184412787379,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135947212897,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0049122656982085,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135952698659,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0077482805481125,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135992368833,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0034720220580669,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136024229689,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0123618620141717,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136066506392,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0043684767768033,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136066697624,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0079568707760548,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136066733720,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0043501367830955,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136100511093,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.004768930474078,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136109892792,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0097846307001562,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136137737085,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0063686464558746,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136195348812,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0044193123636934,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136275165965,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0064910754437477,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136371808392,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.006524412590366,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136389026167,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0034368343615667,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136486753554,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.002566761660275,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136663284190,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0049319697245668,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136673975943,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0146794661862886,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136953057759,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0050941412983606,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691137197373249,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0082383890219165,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691134941194851,,matched additive,descendant,,,,,Ra150_Rm15000,0.0011904806487652,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135082534135,,matched additive,descendant,,,,,Ra150_Rm15000,0.0053331336870363,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135334986985,,matched additive,descendant,,,,,Ra150_Rm15000,0.0014755272550911,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135342193329,,matched additive,descendant,,,,,Ra150_Rm15000,0.0028357198764934,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135367232761,,matched additive,descendant,,,,,Ra150_Rm15000,0.0037452607079627,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135404231406,,matched additive,descendant,,,,,Ra150_Rm15000,0.0010510470765647,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135404277230,,matched additive,descendant,,,,,Ra150_Rm15000,0.0011539096972066,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135416557754,,matched additive,descendant,,,,,Ra150_Rm15000,0.0005945948756974,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135455195242,,matched additive,descendant,,,,,Ra150_Rm15000,0.0012663411436207,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135468547212,,matched additive,descendant,,,,,Ra150_Rm15000,0.0015409829371672,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135495249040,,matched additive,descendant,,,,,Ra150_Rm15000,0.002035034739117,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135502788957,,matched additive,descendant,,,,,Ra150_Rm15000,0.0023490399992186,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135516884435,,matched additive,descendant,,,,,Ra150_Rm15000,0.0001112957180898,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135572379429,,matched additive,descendant,,,,,Ra150_Rm15000,0.0012139953083241,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135573814980,,matched additive,descendant,,,,,Ra150_Rm15000,0.0013665800721629,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135658994050,,matched additive,descendant,,,,,Ra150_Rm15000,0.0011506012444064,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135687601120,,matched additive,descendant,,,,,Ra150_Rm15000,0.001786420457601,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135716106266,,matched additive,descendant,,,,,Ra150_Rm15000,0.0007802066511256,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135716174106,,matched additive,descendant,,,,,Ra150_Rm15000,0.0019903125332922,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135740320660,,matched additive,descendant,,,,,Ra150_Rm15000,0.0003563196632025,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135762339894,,matched additive,descendant,,,,,Ra150_Rm15000,0.0043507303782752,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135856802606,,matched additive,descendant,,,,,Ra150_Rm15000,0.0013133946740328,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135856845358,,matched additive,descendant,,,,,Ra150_Rm15000,0.0011188296417586,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135867632406,,matched additive,descendant,,,,,Ra150_Rm15000,0.0009267160160195,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135919106224,,matched additive,descendant,,,,,Ra150_Rm15000,0.0014719291068975,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135938349828,,matched additive,descendant,,,,,Ra150_Rm15000,0.0003373379699117,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135947212897,,matched additive,descendant,,,,,Ra150_Rm15000,0.0016052256664564,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135952698659,,matched additive,descendant,,,,,Ra150_Rm15000,0.0030139782881488,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135992368833,,matched additive,descendant,,,,,Ra150_Rm15000,7.154493233961704e-05,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136024229689,,matched additive,descendant,,,,,Ra150_Rm15000,0.0034019277035741,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136066506392,,matched additive,descendant,,,,,Ra150_Rm15000,0.0001087186666268,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136066697624,,matched additive,descendant,,,,,Ra150_Rm15000,0.0025141703991468,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136066733720,,matched additive,descendant,,,,,Ra150_Rm15000,0.0006185928516666,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136100511093,,matched additive,descendant,,,,,Ra150_Rm15000,0.0011107963291121,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136109892792,,matched additive,descendant,,,,,Ra150_Rm15000,0.001222777625773,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136137737085,,matched additive,descendant,,,,,Ra150_Rm15000,0.0005412019291885,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136195348812,,matched additive,descendant,,,,,Ra150_Rm15000,0.0042055034850605,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136275165965,,matched additive,descendant,,,,,Ra150_Rm15000,0.0005776950109398,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136371808392,,matched additive,descendant,,,,,Ra150_Rm15000,0.0016606239261453,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136389026167,,matched additive,descendant,,,,,Ra150_Rm15000,0.000278722600221,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136486753554,,matched additive,descendant,,,,,Ra150_Rm15000,0.0001820906771846,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136663284190,,matched additive,descendant,,,,,Ra150_Rm15000,0.0001150721636941,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136673975943,,matched additive,descendant,,,,,Ra150_Rm15000,0.0016812091676638,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691136953057759,,matched additive,descendant,,,,,Ra150_Rm15000,0.0026119927677879,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691137197373249,,matched additive,descendant,,,,,Ra150_Rm15000,0.001531115586214,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691134941194851,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,2.2995595048751588e-05,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135082534135,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,0.0,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135334986985,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,2.2610508098880022e-05,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135342193329,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,7.401486830834377e-17,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135367232761,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,0.0,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135404231406,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,3.897408928507505e-06,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135404277230,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,4.3445503568000825e-06,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135416557754,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,0.0,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135455195242,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,-3.7007434154171876e-17,,,,v661_disjoint,,,,,
F,cell_value,,,,,864691135468547212,,matched additive,depth-matched unrelated,,,,,Ra150_Rm15000,6.313293176993339e-05,,,,v661_disjoint,,,,,
