run_dir,run_name,dataset,network_type,strategy,rule_variant,error_broadcast_mode,ie_value,loss_name,loss_value,layer_index,layer_name,parameter_group,cosine,sign_agreement,relative_l2,norm_ratio,best_scale,scaled_relative_l2,scale_mismatch,r2,numel
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_18,config_18,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.22581958770751953,0,core_network.layers.0.excitatory_cells.branch_layers.0,exc_syn,1.000003457069397,1.0,1.0885391187774604e-07,1.0,1.0,1.0885391187774604e-07,0.0,0.9999999999999881,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_18,config_18,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.22581958770751953,0,core_network.layers.0.excitatory_cells.branch_layers.0,inh_syn,0.9999998807907104,1.0,9.6477217134204e-08,1.0,1.0,9.6477217134204e-08,0.0,0.9999999999999907,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_18,config_18,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.22581958770751953,1,core_network.layers.0.excitatory_cells.branch_layers.1,exc_syn,1.0000008344650269,1.0,1.204680491346758e-07,1.0,0.999998927116394,1.071305315923898e-06,0.0,0.9999999999999855,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_18,config_18,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.22581958770751953,1,core_network.layers.0.excitatory_cells.branch_layers.1,inh_syn,1.0,1.0,9.549045855306698e-08,1.0,0.9999986290931702,1.3888788916686604e-06,0.0,0.9999999999999909,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_18,config_18,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.22581958770751953,1,core_network.layers.0.excitatory_cells.branch_layers.1,dendritic_cond,1.0,1.0,4.890833776276373e-07,1.0,0.9999998807907104,5.088486052172185e-07,0.0,0.9999999999997606,1152
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_18,config_18,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.22581958770751953,2,core_network.layers.0.excitatory_cells.branch_layers.2,dendritic_cond,1.0,1.0,4.6691348518291383e-07,1.0000001080289376,0.9999998211860657,5.027523852041425e-07,4.691636893975914e-08,0.999999999999782,384
