target_root_id,target_nucleus_id,session,scan_idx,method,heldout_normalized_mse,heldout_normalized_mse_sd,common_checkpoint_error_field_capture,common_checkpoint_update_capture,common_checkpoint_update_cosine,final_training_objective,mean_learned_conductance
864691135060651419,256550,5,6,exact compartment error,0.8664693950471067,0.047646536536108654,1.0,1.0,1.0,0.4351180319341298,1.119442267853762
864691135060651419,256550,5,6,random anatomical routes,0.8984930190966798,0.049852086430801884,0.10899450714858461,0.11684255847987668,0.26941185420542546,0.4703477528720727,1.0293851873120645
864691135060651419,256550,5,6,site-shuffled routes,0.9368462194865709,0.037354423303028725,0.529340750800535,0.5574316637339718,0.5949894978348086,0.4781076418609376,0.7633311691461735
864691135060651419,256550,5,6,topology-matched routes,0.8979399643693396,0.032799687474888865,0.006408940791846762,0.001481061377906323,0.047388082551625785,0.47206536180765324,0.9474976110996776
864691135060651419,256550,5,7,exact compartment error,0.8118042866438564,0.09028604686011299,1.0,1.0,1.0,0.5538287151132464,0.3608572637400932
864691135060651419,256550,5,7,random anatomical routes,0.8614651841151684,0.09154649660334106,0.39404010736468015,0.4254026107862581,0.6123561710795835,0.5851423249586831,0.330776831067998
864691135060651419,256550,5,7,site-shuffled routes,0.8666235771883379,0.08747425718703435,0.6115282322539459,0.5725972251493255,0.7304552406266075,0.5890550574807589,0.27110378675822044
864691135060651419,256550,5,7,topology-matched routes,0.8269605012116843,0.09741805177092742,0.2201959322019102,0.20800745780818364,0.44426233694630335,0.5647579561380479,0.31164170301093497
864691135060651419,256550,9,4,exact compartment error,0.8414441897913856,0.040717605232729236,1.0,1.0,1.0,0.4302913805831647,0.5869904301769631
864691135060651419,256550,9,4,random anatomical routes,0.9208450931674486,0.08193728723841535,0.26800779619792436,0.24620514872078636,0.43644637602691405,0.487024311054996,0.4303508358277619
864691135060651419,256550,9,4,site-shuffled routes,0.9708903454205909,0.031359712312393616,0.2030941308899615,0.22236733869878753,0.3811511390776727,0.5024529055176256,0.310058703281296
864691135060651419,256550,9,4,topology-matched routes,0.8865488425568326,0.02964386657536553,0.006767159054365956,0.001170860577690569,0.043744330491519996,0.4879555246436347,0.500460080093322
864691135196576298,264888,7,3,exact compartment error,0.7602596605529113,0.08572219759263038,1.0,1.0,1.0,0.35669076075645284,0.46339264468551356
864691135196576298,264888,7,3,random anatomical routes,0.7927329921026718,0.12840062378332728,0.7342172067968472,0.6970396173587103,0.8298762369678769,0.36961354785556777,0.42906619991155
864691135196576298,264888,7,3,site-shuffled routes,0.8097907883699691,0.11057416637895752,0.5974260886746383,0.537210233246283,0.7339488545860695,0.37940039501425127,0.3935076937738335
864691135196576298,264888,7,3,topology-matched routes,0.777547305410297,0.0537815489696794,0.575978026369812,0.541670522719416,0.745811923941031,0.3810299024300045,0.2526193739019184
864691135277186789,258209,4,7,exact compartment error,0.852240983019473,0.0321794194826207,1.0,1.0,1.0,0.4354062231268337,0.6562650909316508
864691135277186789,258209,4,7,random anatomical routes,0.9135002218136608,0.041222494951303416,0.23124218833990612,0.1984251020943237,0.41410690450675175,0.4778424307239518,0.5309797592437384
