seed,task_group,task_group_name,compatible,phase,step,optimizer,learning_rate,student_group,student_group_name,credit_rule,rule_id,state,gradient_cosine,exact_gradient_norm,delivered_gradient_norm,gradient_relative_error,path_capture
15410,0,01_23,True,fresh,0,sgd,0.3,0,01_23,exact_path,0,common_exact_state,1.0000000000000002,0.48641788326247176,0.48641788326247176,0.0,1.0
15410,0,01_23,True,fresh,0,sgd,0.3,0,01_23,calibrated_broadcast,1,common_exact_state,0.9927750551324676,0.48641788326247176,0.5167147021455927,0.13867012172850512,0.9872803907576089
15410,0,01_23,True,fresh,0,sgd,0.3,0,01_23,subtree_projection,2,common_exact_state,0.993997601646656,0.48641788326247176,0.5023357348078753,0.11605408931785578,0.9895163337964366
15410,0,01_23,True,fresh,0,sgd,0.3,0,01_23,broadcast_projection,3,common_exact_state,0.9927580964150694,0.48641788326247176,0.5054549232077615,0.1287726072931416,0.9886783553662215
15410,0,01_23,False,fresh,0,sgd,0.3,1,02_13,exact_path,0,common_exact_state,0.9999999999999998,1.004169848959924,1.004169848959924,0.0,1.0
15410,0,01_23,False,fresh,0,sgd,0.3,1,02_13,calibrated_broadcast,1,common_exact_state,0.9998187819598269,1.004169848959924,1.0121402323669788,0.02069573265703256,0.9872803907576089
15410,0,01_23,False,fresh,0,sgd,0.3,1,02_13,subtree_projection,2,common_exact_state,0.9998055242489551,1.004169848959924,1.0077110144967383,0.020068857704285934,0.9895163337964366
15410,0,01_23,False,fresh,0,sgd,0.3,1,02_13,broadcast_projection,3,common_exact_state,0.9997989336612847,1.004169848959924,1.0091350332355447,0.02070192705500278,0.9886783553662215
15410,0,01_23,False,fresh,0,sgd,0.3,2,03_12,exact_path,0,common_exact_state,0.9999999999999998,1.081288856541707,1.081288856541707,0.0,1.0
15410,0,01_23,False,fresh,0,sgd,0.3,2,03_12,calibrated_broadcast,1,common_exact_state,0.9998856990040074,1.081288856541707,1.0902128394553525,0.017280112657263823,0.9872803907576089
15410,0,01_23,False,fresh,0,sgd,0.3,2,03_12,subtree_projection,2,common_exact_state,0.9998600618116695,1.081288856541707,1.0862213456556524,0.017377052892451363,0.9895163337964366
15410,0,01_23,False,fresh,0,sgd,0.3,2,03_12,broadcast_projection,3,common_exact_state,0.9998694514251364,1.081288856541707,1.0874084455302138,0.017164065397523548,0.9886783553662215
15410,0,01_23,True,fresh,0,adam,0.01,0,01_23,exact_path,0,common_exact_state,1.0000000000000002,0.48641788326247176,0.48641788326247176,0.0,1.0
15410,0,01_23,True,fresh,0,adam,0.01,0,01_23,calibrated_broadcast,1,common_exact_state,0.9927750551324676,0.48641788326247176,0.5167147021455927,0.13867012172850512,0.9872803907576089
15410,0,01_23,True,fresh,0,adam,0.01,0,01_23,subtree_projection,2,common_exact_state,0.993997601646656,0.48641788326247176,0.5023357348078753,0.11605408931785578,0.9895163337964366
15410,0,01_23,True,fresh,0,adam,0.01,0,01_23,broadcast_projection,3,common_exact_state,0.9927580964150694,0.48641788326247176,0.5054549232077615,0.1287726072931416,0.9886783553662215
15410,0,01_23,False,fresh,0,adam,0.01,1,02_13,exact_path,0,common_exact_state,0.9999999999999998,1.004169848959924,1.004169848959924,0.0,1.0
15410,0,01_23,False,fresh,0,adam,0.01,1,02_13,calibrated_broadcast,1,common_exact_state,0.9998187819598269,1.004169848959924,1.0121402323669788,0.02069573265703256,0.9872803907576089
15410,0,01_23,False,fresh,0,adam,0.01,1,02_13,subtree_projection,2,common_exact_state,0.9998055242489551,1.004169848959924,1.0077110144967383,0.020068857704285934,0.9895163337964366
15410,0,01_23,False,fresh,0,adam,0.01,1,02_13,broadcast_projection,3,common_exact_state,0.9997989336612847,1.004169848959924,1.0091350332355447,0.02070192705500278,0.9886783553662215
15410,0,01_23,False,fresh,0,adam,0.01,2,03_12,exact_path,0,common_exact_state,0.9999999999999998,1.081288856541707,1.081288856541707,0.0,1.0
15410,0,01_23,False,fresh,0,adam,0.01,2,03_12,calibrated_broadcast,1,common_exact_state,0.9998856990040074,1.081288856541707,1.0902128394553525,0.017280112657263823,0.9872803907576089
15410,0,01_23,False,fresh,0,adam,0.01,2,03_12,subtree_projection,2,common_exact_state,0.9998600618116695,1.081288856541707,1.0862213456556524,0.017377052892451363,0.9895163337964366
15410,0,01_23,False,fresh,0,adam,0.01,2,03_12,broadcast_projection,3,common_exact_state,0.9998694514251364,1.081288856541707,1.0874084455302138,0.017164065397523548,0.9886783553662215
15410,0,01_23,True,fresh,10,sgd,0.3,0,01_23,exact_path,0,common_exact_state,1.0000000000000002,0.1271415941258708,0.1271415941258708,0.0,1.0
15410,0,01_23,True,fresh,10,sgd,0.3,0,01_23,calibrated_broadcast,1,common_exact_state,0.9778269611877716,0.1271415941258708,0.13013709123156414,0.21435012109971469,0.9309010758528894
15410,0,01_23,True,fresh,10,sgd,0.3,0,01_23,subtree_projection,2,common_exact_state,0.9910375628598759,0.1271415941258708,0.1262288445583961,0.13359539530618536,0.9873880460306218
15410,0,01_23,True,fresh,10,sgd,0.3,0,01_23,broadcast_projection,3,common_exact_state,0.980821676262345,0.1271415941258708,0.12765968034963993,0.19628945633807968,0.9340560005790169
15410,0,01_23,False,fresh,10,sgd,0.3,1,02_13,exact_path,0,common_exact_state,1.0,0.046453355101189295,0.046453355101189295,0.0,1.0
15410,0,01_23,False,fresh,10,sgd,0.3,1,02_13,calibrated_broadcast,1,common_exact_state,0.9714017795188695,0.046453355101189295,0.05114502638676046,0.2705062391979707,0.972244258856582
15410,0,01_23,False,fresh,10,sgd,0.3,1,02_13,subtree_projection,2,common_exact_state,0.9798207785069224,0.046453355101189295,0.048196882857775535,0.20804309062447846,0.9882563228435729
15410,0,01_23,False,fresh,10,sgd,0.3,1,02_13,broadcast_projection,3,common_exact_state,0.976962164758212,0.046453355101189295,0.04972500987829065,0.23298271059707773,0.9734651962772685
15410,0,01_23,False,fresh,10,sgd,0.3,2,03_12,exact_path,0,common_exact_state,1.0000000000000002,0.08521973339089665,0.08521973339089665,0.0,1.0
15410,0,01_23,False,fresh,10,sgd,0.3,2,03_12,calibrated_broadcast,1,common_exact_state,0.9708521060131299,0.08521973339089665,0.08633302047694862,0.243368052448404,0.9373418645007675
15410,0,01_23,False,fresh,10,sgd,0.3,2,03_12,subtree_projection,2,common_exact_state,0.9858059100639344,0.08521973339089665,0.0851433021433815,0.16841473709494614,0.9841265355469779
15410,0,01_23,False,fresh,10,sgd,0.3,2,03_12,broadcast_projection,3,common_exact_state,0.9734283440923067,0.08521973339089665,0.08347947829605241,0.22907442448125173,0.9399304752629356
15410,0,01_23,True,fresh,10,adam,0.01,0,01_23,exact_path,0,common_exact_state,1.0000000000000002,0.3162947839689496,0.3162947839689496,0.0,1.0
