seed,task_group,task_group_name,compatible,phase,step,optimizer,learning_rate,student_group,student_group_name,credit_rule,rule_id,train_nmse,validation_nmse,test_nmse,test_mse,test_target_variance,conductance_sum,min_conductance,max_conductance,min_total_conductance,max_voltage,bound_events,training_seconds
15416,0,01_23,True,fresh,0,sgd,0.3,0,01_23,exact_path,0,0.8489694837992527,0.7264688296955417,0.759197595304197,0.00330400232018869,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,True,fresh,0,sgd,0.3,0,01_23,calibrated_broadcast,1,0.8489694837992527,0.7264688296955417,0.759197595304197,0.00330400232018869,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,True,fresh,0,sgd,0.3,0,01_23,subtree_projection,2,0.8489694837992527,0.7264688296955417,0.759197595304197,0.00330400232018869,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,True,fresh,0,sgd,0.3,0,01_23,broadcast_projection,3,0.8489694837992527,0.7264688296955417,0.759197595304197,0.00330400232018869,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,False,fresh,0,sgd,0.3,1,02_13,exact_path,0,1.5178527999666973,1.298378239995455,1.3644159261826576,0.005937892076704501,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,False,fresh,0,sgd,0.3,1,02_13,calibrated_broadcast,1,1.5178527999666973,1.298378239995455,1.3644159261826576,0.005937892076704501,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,False,fresh,0,sgd,0.3,1,02_13,subtree_projection,2,1.5178527999666973,1.298378239995455,1.3644159261826576,0.005937892076704501,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,False,fresh,0,sgd,0.3,1,02_13,broadcast_projection,3,1.5178527999666973,1.298378239995455,1.3644159261826576,0.005937892076704501,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,False,fresh,0,sgd,0.3,2,03_12,exact_path,0,0.7363880003444618,0.651798049894925,0.7056870979024731,0.003071126440887589,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,False,fresh,0,sgd,0.3,2,03_12,calibrated_broadcast,1,0.7363880003444618,0.651798049894925,0.7056870979024731,0.003071126440887589,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,False,fresh,0,sgd,0.3,2,03_12,subtree_projection,2,0.7363880003444618,0.651798049894925,0.7056870979024731,0.003071126440887589,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,False,fresh,0,sgd,0.3,2,03_12,broadcast_projection,3,0.7363880003444618,0.651798049894925,0.7056870979024731,0.003071126440887589,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,True,fresh,0,adam,0.01,0,01_23,exact_path,0,0.8489694837992527,0.7264688296955417,0.759197595304197,0.00330400232018869,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,True,fresh,0,adam,0.01,0,01_23,calibrated_broadcast,1,0.8489694837992527,0.7264688296955417,0.759197595304197,0.00330400232018869,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,True,fresh,0,adam,0.01,0,01_23,subtree_projection,2,0.8489694837992527,0.7264688296955417,0.759197595304197,0.00330400232018869,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,True,fresh,0,adam,0.01,0,01_23,broadcast_projection,3,0.8489694837992527,0.7264688296955417,0.759197595304197,0.00330400232018869,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,False,fresh,0,adam,0.01,1,02_13,exact_path,0,1.5178527999666973,1.298378239995455,1.3644159261826576,0.005937892076704501,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,False,fresh,0,adam,0.01,1,02_13,calibrated_broadcast,1,1.5178527999666973,1.298378239995455,1.3644159261826576,0.005937892076704501,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,False,fresh,0,adam,0.01,1,02_13,subtree_projection,2,1.5178527999666973,1.298378239995455,1.3644159261826576,0.005937892076704501,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,False,fresh,0,adam,0.01,1,02_13,broadcast_projection,3,1.5178527999666973,1.298378239995455,1.3644159261826576,0.005937892076704501,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
15416,0,01_23,False,fresh,0,adam,0.01,2,03_12,exact_path,0,0.7363880003444618,0.651798049894925,0.7056870979024731,0.003071126440887589,0.004351966260990112,37.56838634000755,0.457155101587298,5.181509046607076,1.2904572768471203,0.9676924492678202,0,0.0
