seed,phase,task,step,model,optimizer,rule,rate,selected_rate,common_rate,test_nmse,validation_nmse,population_nmse,parameter_norm,max_abs_parameter,gradient_clipped_steps,parameter_projected_steps,elapsed_seconds
210102,development,matching,0,algebraic,sgd,exact,0.003,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.048621567082591355
210102,development,matching,0,algebraic,sgd,exact,0.01,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.04864994308445603
210102,development,matching,0,algebraic,sgd,exact,0.03,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.04866810399107635
210102,development,matching,0,algebraic,sgd,unit_broadcast,0.003,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.04868517501745373
210102,development,matching,0,algebraic,sgd,unit_broadcast,0.01,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.048703517066314816
210102,development,matching,0,algebraic,sgd,unit_broadcast,0.03,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.04872019903268665
210102,development,matching,0,algebraic,sgd,calibrated_broadcast,0.003,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.04873590299393982
210102,development,matching,0,algebraic,sgd,calibrated_broadcast,0.01,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.04875722900032997
210102,development,matching,0,algebraic,sgd,calibrated_broadcast,0.03,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.04877295601181686
210102,development,matching,0,algebraic,sgd,sign_broadcast,0.003,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.0487898780265823
210102,development,matching,0,algebraic,sgd,sign_broadcast,0.01,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.04880612704437226
210102,development,matching,0,algebraic,sgd,sign_broadcast,0.03,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.048822045093402267
210102,development,matching,0,algebraic,adam,exact,0.003,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.04883785906713456
210102,development,matching,0,algebraic,adam,exact,0.01,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.048854110995307565
210102,development,matching,0,algebraic,adam,exact,0.03,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.048871881095692515
210102,development,matching,0,algebraic,adam,unit_broadcast,0.003,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.04888752300757915
210102,development,matching,0,algebraic,adam,unit_broadcast,0.01,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.04890309099573642
210102,development,matching,0,algebraic,adam,unit_broadcast,0.03,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.04891916608903557
210102,development,matching,0,algebraic,adam,calibrated_broadcast,0.003,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.04893499705940485
210102,development,matching,0,algebraic,adam,calibrated_broadcast,0.01,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.048950752010568976
210102,development,matching,0,algebraic,adam,calibrated_broadcast,0.03,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.04896639101207256
210102,development,matching,0,algebraic,adam,sign_broadcast,0.003,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.048982375068590045
210102,development,matching,0,algebraic,adam,sign_broadcast,0.01,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.04899828101042658
210102,development,matching,0,algebraic,adam,sign_broadcast,0.03,False,False,1.1769368003409724,1.1697886364755552,1.1579029888362533,2.2654849296886694,0.997519116319587,0,0,0.0490142940543592
210102,development,matching,1,algebraic,sgd,exact,0.003,False,False,1.1732369078267548,1.1660246794113036,1.1542982459879148,2.263642469671828,0.9967659530877773,0,0,0.10096553002949804
210102,development,matching,1,algebraic,sgd,exact,0.01,False,False,1.1647652067560694,1.1574112258979592,1.1460492648197749,2.2593509775786966,0.9950085722135548,0,0,0.1009904450038448
210102,development,matching,1,algebraic,sgd,exact,0.03,False,False,1.1417680799127,1.1340658699379516,1.1236931796406089,2.2471485337076764,0.9899874840014902,0,0,0.10100974806118757
210102,development,matching,1,algebraic,sgd,unit_broadcast,0.003,False,False,1.1733319151184372,1.1661317298336518,1.1544485093164487,2.264110325573152,0.9965806421918648,0,0,0.1010268060490489
