seed,budget_k,control,accuracy_difference_pp,comparator_families
4205,8,best_matched_nonanatomical_oracle,0,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4206,1,best_matched_nonanatomical_oracle,-56.73828125,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4206,2,best_matched_nonanatomical_oracle,-40.4296875,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4206,4,best_matched_nonanatomical_oracle,1.806640625,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4206,8,best_matched_nonanatomical_oracle,0,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4207,1,best_matched_nonanatomical_oracle,-34.86328125,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4207,2,best_matched_nonanatomical_oracle,-11.669921875,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4207,4,best_matched_nonanatomical_oracle,3.7109375,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4207,8,best_matched_nonanatomical_oracle,0,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4208,1,best_matched_nonanatomical_oracle,-26.123046875,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4208,2,best_matched_nonanatomical_oracle,-13.427734375,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4208,4,best_matched_nonanatomical_oracle,0.78125,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4208,8,best_matched_nonanatomical_oracle,0,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4209,1,best_matched_nonanatomical_oracle,-26.806640625,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4209,2,best_matched_nonanatomical_oracle,-24.609375,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4209,4,best_matched_nonanatomical_oracle,0.5859375,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4209,8,best_matched_nonanatomical_oracle,0,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4210,1,best_matched_nonanatomical_oracle,-26.416015625,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4210,2,best_matched_nonanatomical_oracle,16.50390625,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4210,4,best_matched_nonanatomical_oracle,-0.830078125,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4210,8,best_matched_nonanatomical_oracle,0,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4211,1,best_matched_nonanatomical_oracle,-8.59375,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4211,2,best_matched_nonanatomical_oracle,-0.244140625,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4211,4,best_matched_nonanatomical_oracle,0.146484375,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4211,8,best_matched_nonanatomical_oracle,0,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4212,1,best_matched_nonanatomical_oracle,-61.474609375,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4212,2,best_matched_nonanatomical_oracle,6.884765625,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4212,4,best_matched_nonanatomical_oracle,3.759765625,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4212,8,best_matched_nonanatomical_oracle,0,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4213,1,best_matched_nonanatomical_oracle,-59.912109375,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4213,2,best_matched_nonanatomical_oracle,0.9765625,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4213,4,best_matched_nonanatomical_oracle,1.611328125,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4213,8,best_matched_nonanatomical_oracle,0,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4214,1,best_matched_nonanatomical_oracle,-18.798828125,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4214,2,best_matched_nonanatomical_oracle,-7.91015625,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4214,4,best_matched_nonanatomical_oracle,3.02734375,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4214,8,best_matched_nonanatomical_oracle,0,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4215,1,best_matched_nonanatomical_oracle,-59.326171875,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4215,2,best_matched_nonanatomical_oracle,-33.154296875,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4215,4,best_matched_nonanatomical_oracle,-0.9765625,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4215,8,best_matched_nonanatomical_oracle,0,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4216,1,best_matched_nonanatomical_oracle,-25.341796875,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4216,2,best_matched_nonanatomical_oracle,-26.46484375,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4216,4,best_matched_nonanatomical_oracle,1.07421875,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4216,8,best_matched_nonanatomical_oracle,0,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4217,1,best_matched_nonanatomical_oracle,-7.03125,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4217,2,best_matched_nonanatomical_oracle,-36.328125,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4217,4,best_matched_nonanatomical_oracle,1.7578125,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4217,8,best_matched_nonanatomical_oracle,0,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4218,1,best_matched_nonanatomical_oracle,-7.568359375,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4218,2,best_matched_nonanatomical_oracle,-24.755859375,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4218,4,best_matched_nonanatomical_oracle,1.3671875,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4218,8,best_matched_nonanatomical_oracle,0,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4219,1,best_matched_nonanatomical_oracle,-39.0625,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4219,2,best_matched_nonanatomical_oracle,11.669921875,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4219,4,best_matched_nonanatomical_oracle,2.001953125,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4219,8,best_matched_nonanatomical_oracle,0,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
4200,1,legacy_interior_oracle_including_pca,-59.423828125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4200,2,legacy_interior_oracle_including_pca,-28.22265625,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4200,4,legacy_interior_oracle_including_pca,-1.318359375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4200,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4201,1,legacy_interior_oracle_including_pca,-43.408203125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4201,2,legacy_interior_oracle_including_pca,-26.7578125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4201,4,legacy_interior_oracle_including_pca,-0.537109375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4201,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4202,1,legacy_interior_oracle_including_pca,-35.83984375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4202,2,legacy_interior_oracle_including_pca,-31.640625,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4202,4,legacy_interior_oracle_including_pca,3.369140625,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4202,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4203,1,legacy_interior_oracle_including_pca,-56.103515625,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4203,2,legacy_interior_oracle_including_pca,-10.986328125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4203,4,legacy_interior_oracle_including_pca,0.732421875,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4203,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4204,1,legacy_interior_oracle_including_pca,-63.671875,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4204,2,legacy_interior_oracle_including_pca,-37.6953125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4204,4,legacy_interior_oracle_including_pca,3.41796875,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4204,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4205,1,legacy_interior_oracle_including_pca,-33.30078125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4205,2,legacy_interior_oracle_including_pca,-22.802734375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4205,4,legacy_interior_oracle_including_pca,-0.146484375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4205,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4206,1,legacy_interior_oracle_including_pca,-56.73828125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4206,2,legacy_interior_oracle_including_pca,-40.4296875,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4206,4,legacy_interior_oracle_including_pca,1.806640625,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4206,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4207,1,legacy_interior_oracle_including_pca,-46.2890625,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4207,2,legacy_interior_oracle_including_pca,-30.517578125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4207,4,legacy_interior_oracle_including_pca,3.7109375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4207,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4208,1,legacy_interior_oracle_including_pca,-40.087890625,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4208,2,legacy_interior_oracle_including_pca,-23.388671875,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4208,4,legacy_interior_oracle_including_pca,0.78125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4208,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4209,1,legacy_interior_oracle_including_pca,-32.6171875,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4209,2,legacy_interior_oracle_including_pca,-24.609375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4209,4,legacy_interior_oracle_including_pca,0.5859375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4209,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4210,1,legacy_interior_oracle_including_pca,-39.599609375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4210,2,legacy_interior_oracle_including_pca,-11.71875,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4210,4,legacy_interior_oracle_including_pca,-0.830078125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4210,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4211,1,legacy_interior_oracle_including_pca,-41.845703125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4211,2,legacy_interior_oracle_including_pca,-20.60546875,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4211,4,legacy_interior_oracle_including_pca,0.146484375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4211,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4212,1,legacy_interior_oracle_including_pca,-61.474609375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4212,2,legacy_interior_oracle_including_pca,-8.935546875,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4212,4,legacy_interior_oracle_including_pca,3.759765625,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4212,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4213,1,legacy_interior_oracle_including_pca,-59.912109375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4213,2,legacy_interior_oracle_including_pca,-20.3125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4213,4,legacy_interior_oracle_including_pca,1.611328125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4213,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4214,1,legacy_interior_oracle_including_pca,-33.203125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4214,2,legacy_interior_oracle_including_pca,-17.3828125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4214,4,legacy_interior_oracle_including_pca,3.02734375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4214,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4215,1,legacy_interior_oracle_including_pca,-59.326171875,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4215,2,legacy_interior_oracle_including_pca,-33.154296875,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4215,4,legacy_interior_oracle_including_pca,-0.9765625,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4215,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4216,1,legacy_interior_oracle_including_pca,-35.546875,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4216,2,legacy_interior_oracle_including_pca,-26.46484375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4216,4,legacy_interior_oracle_including_pca,1.07421875,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4216,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4217,1,legacy_interior_oracle_including_pca,-40.13671875,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4217,2,legacy_interior_oracle_including_pca,-36.328125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4217,4,legacy_interior_oracle_including_pca,1.7578125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4217,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4218,1,legacy_interior_oracle_including_pca,-28.955078125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4218,2,legacy_interior_oracle_including_pca,-24.755859375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4218,4,legacy_interior_oracle_including_pca,1.3671875,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4218,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4219,1,legacy_interior_oracle_including_pca,-39.6484375,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4219,2,legacy_interior_oracle_including_pca,-10.25390625,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4219,4,legacy_interior_oracle_including_pca,2.001953125,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
4219,8,legacy_interior_oracle_including_pca,0,depth_interleaved_bins;learned_rank_k_upper_bound;random_rank_k;random_sparse_matched
