root_id,method,channels,n_streams,credit_capture,wiring_nonzeros,wiring_density,oracle_capture,oracle_fraction,capture_per_wire,oracle_capture_per_wire,relative_capture_per_wire,capture_per_wire_vs_oracle
864691135196576298,depth-only bins,4,20,0.2289241061,21,0.25,0.4826599105,0.4744639887,0.9156964243,0.4826599105,1.897187656,1.897187656
864691135196576298,depth-only bins,8,20,0.3953582026,21,0.125,0.799648535,0.4944217481,3.162865621,0.799648535,3.955319722,3.955319722
864691135196576298,morphology-aware paths,1,20,0.1344384244,1,0.04761904762,0.146463678,0.9180156238,2.823206913,0.146463678,19.27581603,19.27581603
864691135196576298,morphology-aware paths,2,20,0.2326378453,4,0.09523809524,0.2718489581,0.8560311457,2.442697376,0.2718489581,8.985494715,8.985494715
864691135196576298,morphology-aware paths,4,20,0.4546566273,6,0.07142857143,0.4826599105,0.9420168993,6.365192782,0.4826599105,13.1877387,13.1877387
864691135196576298,morphology-aware paths,8,20,0.7012378848,12,0.07142857143,0.799648535,0.8769316453,9.817330387,0.799648535,12.27705668,12.27705668
864691135196576298,random paths,1,20,0.08488887338,3.14140625,0.1495907738,0.146463678,0.5809863415,0.5674739907,0.146463678,3.87450321,3.87450321
864691135196576298,random paths,2,20,0.1660044456,6.6359375,0.1579985119,0.2718489581,0.6112986678,1.050670944,0.2718489581,3.864907009,3.864907009
864691135196576298,random paths,4,20,0.3202643791,12.7109375,0.1513206845,0.4826599105,0.6638556136,2.116461342,0.4826599105,4.384995099,4.384995099
864691135196576298,random paths,8,20,0.5952451725,25.45625,0.1515252976,0.799648535,0.744409682,3.928355079,0.799648535,4.912602108,4.912602108
864691135196576298,shuffled ancestry,1,20,0.04823384346,1,0.04761904762,0.146463678,0.3306930716,1.012910713,0.146463678,6.915780938,6.915780938
864691135196576298,shuffled ancestry,2,20,0.123248932,4,0.09523809524,0.2718489581,0.4538118425,1.294113786,0.2718489581,4.760414735,4.760414735
864691135196576298,shuffled ancestry,4,20,0.2057045375,6,0.07142857143,0.4826599105,0.426353786,2.879863525,0.4826599105,5.966651596,5.966651596
864691135196576298,shuffled ancestry,8,20,0.3841310557,12,0.07142857143,0.799648535,0.4804181333,5.37783478,0.799648535,6.725248087,6.725248087
864691135277186789,dense PCA oracle,1,20,0.2099085953,95,1,0.2099085953,1,0.2099085953,0.2099085953,1,1
864691135277186789,dense PCA oracle,2,20,0.3091729191,190,1,0.3091729191,1,0.3091729191,0.3091729191,1,1
864691135277186789,dense PCA oracle,4,20,0.4008702033,380,1,0.4008702033,1,0.4008702033,0.4008702033,1,1
864691135277186789,dense PCA oracle,8,20,0.5333804196,760,1,0.5333804196,1,0.5333804196,0.5333804196,1,1
864691135277186789,depth-only bins,1,20,0.04384746793,95,1,0.2099085953,0.2091757064,0.04384746793,0.2099085953,0.2088883872,0.2088883872
864691135277186789,depth-only bins,2,20,0.05912594745,95,0.5,0.3091729191,0.191349174,0.1182518949,0.3091729191,0.3824781784,0.3824781784
864691135277186789,depth-only bins,4,20,0.1148650071,95,0.25,0.4008702033,0.2865927814,0.4594600283,0.4008702033,1.146156597,1.146156597
864691135277186789,depth-only bins,8,20,0.217258853,95,0.125,0.5333804196,0.4072588658,1.738070824,0.5333804196,3.258595104,3.258595104
864691135277186789,morphology-aware paths,1,20,0.2019658066,15,0.1578947368,0.2099085953,0.9621438959,1.279116775,0.2099085953,6.093684602,6.093684602
864691135277186789,morphology-aware paths,2,20,0.2982626032,17,0.08947368421,0.3091729191,0.9646500006,3.333523213,0.3091729191,10.78206727,10.78206727
864691135277186789,morphology-aware paths,4,20,0.3847498331,23,0.06052631579,0.4008702033,0.959800015,6.356736373,0.4008702033,15.85734315,15.85734315
864691135277186789,morphology-aware paths,8,20,0.4721280369,90,0.1184210526,0.5333804196,0.8851374527,3.986858978,0.5333804196,7.474700667,7.474700667
864691135277186789,random paths,1,20,0.0283745635,4.7046875,0.04952302632,0.2099085953,0.1360473574,0.572956978,0.2099085953,2.729554629,2.729554629
864691135277186789,random paths,2,20,0.05294275418,9.4578125,0.04977796053,0.3091729191,0.1714160888,1.063578211,0.3091729191,3.440075585,3.440075585
864691135277186789,random paths,4,20,0.1042988649,18.515625,0.04872532895,0.4008702033,0.2603551193,2.140547167,0.4008702033,5.339751245,5.339751245
864691135277186789,random paths,8,20,0.1976336469,37.82734375,0.04977282072,0.5333804196,0.370482378,3.970714217,0.5333804196,7.444431912,7.444431912
864691135277186789,shuffled ancestry,1,20,0.02035767487,15,0.1578947368,0.2099085953,0.09720533954,0.1289319409,0.2099085953,0.6142289727,0.6142289727
864691135277186789,shuffled ancestry,2,20,0.03379807776,17,0.08947368421,0.3091729191,0.1094745814,0.3777432221,0.3091729191,1.221786252,1.221786252
864691135277186789,shuffled ancestry,4,20,0.06426087787,23,0.06052631579,0.4008702033,0.1603459391,1.061701461,0.4008702033,2.648491835,2.648491835
864691135277186789,shuffled ancestry,8,20,0.1359182943,90,0.1184210526,0.5333804196,0.2548866857,1.147754485,0.5333804196,2.15184968,2.15184968
864691135324623260,dense PCA oracle,1,20,0.1278551317,34,1,0.1278551317,1,0.1278551317,0.1278551317,1,1
864691135324623260,dense PCA oracle,2,20,0.2120593543,68,1,0.2120593543,1,0.2120593543,0.2120593543,1,1
864691135324623260,dense PCA oracle,4,20,0.3596270916,136,1,0.3596270916,1,0.3596270916,0.3596270916,1,1
864691135324623260,dense PCA oracle,8,20,0.6001875329,272,1,0.6001875329,1,0.6001875329,0.6001875329,1,1
864691135324623260,depth-only bins,1,20,0.05235695778,34,1,0.1278551317,0.4102875327,0.05235695778,0.1278551317,0.4095022006,0.4095022006
864691135324623260,depth-only bins,2,20,0.08566067329,34,0.5,0.2120593543,0.4042804571,0.1713213466,0.2120593543,0.8078933708,0.8078933708
864691135324623260,depth-only bins,4,20,0.1436287626,34,0.25,0.3596270916,0.3995626528,0.5745150502,0.3596270916,1.597529951,1.597529951
864691135324623260,depth-only bins,8,20,0.2708213024,34,0.125,0.6001875329,0.4512595511,2.16657042,0.6001875329,3.609822432,3.609822432
864691135324623260,morphology-aware paths,1,20,0.1073336715,3,0.08823529412,0.1278551317,0.840065824,1.216448277,0.1278551317,9.514270261,9.514270261
864691135324623260,morphology-aware paths,2,20,0.1761115979,4,0.05882352941,0.2120593543,0.8306784959,2.993897164,0.2120593543,14.11820371,14.11820371
864691135324623260,morphology-aware paths,4,20,0.2922330356,6,0.04411764706,0.3596270916,0.8128990531,6.623948806,0.3596270916,18.41893717,18.41893717
864691135324623260,morphology-aware paths,8,20,0.483243207,14,0.05147058824,0.6001875329,0.8051757567,9.388725164,0.6001875329,15.64298598,15.64298598
864691135324623260,random paths,1,20,0.04423635224,3.5953125,0.1057444853,0.1278551317,0.3469562883,0.4183324749,0.1278551317,3.271925572,3.271925572
864691135324623260,random paths,2,20,0.08831161163,7.0578125,0.1037913603,0.2120593543,0.4167944745,0.8508570596,0.2120593543,4.012353344,4.012353344
864691135324623260,random paths,4,20,0.1717693905,13.65625,0.1004136029,0.3596270916,0.4778739278,1.710618735,0.3596270916,4.756645912,4.756645912
864691135324623260,random paths,8,20,0.3349287373,27.6609375,0.1016946232,0.6001875329,0.558081486,3.293475376,0.6001875329,5.48741051,5.48741051
864691135324623260,shuffled ancestry,1,20,0.04089416154,3,0.08823529412,0.1278551317,0.3202990487,0.4634671641,0.1278551317,3.624939867,3.624939867
864691135324623260,shuffled ancestry,2,20,0.07079658381,4,0.05882352941,0.2120593543,0.3342277502,1.203541925,0.2120593543,5.675495563,5.675495563
864691135324623260,shuffled ancestry,4,20,0.127015214,6,0.04411764706,0.3596270916,0.3531964582,2.879011517,0.3596270916,8.005546811,8.005546811
864691135324623260,shuffled ancestry,8,20,0.2455165534,14,0.05147058824,0.6001875329,0.4091583427,4.770035894,0.6001875329,7.94757577,7.94757577
864691135409937097,dense PCA oracle,1,20,0.1024811525,70,1,0.1024811525,1,0.1024811525,0.1024811525,1,1
864691135409937097,dense PCA oracle,2,20,0.1940196874,140,1,0.1940196874,1,0.1940196874,0.1940196874,1,1
864691135409937097,dense PCA oracle,4,20,0.3494090636,280,1,0.3494090636,1,0.3494090636,0.3494090636,1,1
864691135409937097,dense PCA oracle,8,20,0.5498063368,560,1,0.5498063368,1,0.5498063368,0.5498063368,1,1
864691135409937097,depth-only bins,1,20,0.03483050709,70,1,0.1024811525,0.3411626152,0.03483050709,0.1024811525,0.3398723203,0.3398723203
864691135409937097,depth-only bins,2,20,0.05069594934,70,0.5,0.1940196874,0.2619069002,0.1013918987,0.1940196874,0.5225856203,0.5225856203
864691135409937097,depth-only bins,4,20,0.09075507676,70,0.25,0.3494090636,0.2599484547,0.363020307,0.3494090636,1.038955038,1.038955038
864691135409937097,depth-only bins,8,20,0.1579795472,70,0.125,0.5498063368,0.2873780642,1.263836377,0.5498063368,2.298693727,2.298693727
864691135409937097,morphology-aware paths,1,20,0.09222323944,1,0.01428571429,0.1024811525,0.9000660161,6.455626761,0.1024811525,62.99330758,62.99330758
864691135409937097,morphology-aware paths,2,20,0.1813447578,2,0.01428571429,0.1940196874,0.9345872042,12.69413304,0.1940196874,65.42703585,65.42703585
864691135409937097,morphology-aware paths,4,20,0.2743253163,36,0.1285714286,0.3494090636,0.7851986939,2.133641349,0.3494090636,6.106428169,6.106428169
864691135409937097,morphology-aware paths,8,20,0.4603809698,54,0.09642857143,0.5498063368,0.8373607166,4.774321168,0.5498063368,8.683641581,8.683641581
864691135409937097,random paths,1,20,0.02605351347,4.10546875,0.05864955357,0.1024811525,0.2549715911,0.4442235598,0.1024811525,4.334685442,4.334685442
864691135409937097,random paths,2,20,0.05246736234,8.7546875,0.06253348214,0.1940196874,0.2708659103,0.839028318,0.1940196874,4.324449385,4.324449385
864691135409937097,random paths,4,20,0.1053005718,18.1625,0.06486607143,0.3494090636,0.3015977079,1.623353619,0.3494090636,4.64599745,4.64599745
864691135409937097,random paths,8,20,0.2021891242,35.05703125,0.06260184152,0.5498063368,0.3678311046,3.229763203,0.5498063368,5.874365184,5.874365184
864691135409937097,shuffled ancestry,1,20,0.0146326651,1,0.01428571429,0.1024811525,0.1429457254,1.024286557,0.1024811525,9.994877418,9.994877418
864691135409937097,shuffled ancestry,2,20,0.02921835446,2,0.01428571429,0.1940196874,0.1507146682,2.045284812,0.1940196874,10.54163544,10.54163544
864691135409937097,shuffled ancestry,4,20,0.08004536212,36,0.1285714286,0.3494090636,0.2291384483,0.6225750387,0.3494090636,1.781794188,1.781794188
864691135409937097,shuffled ancestry,8,20,0.1446157491,54,0.09642857143,0.5498063368,0.2630420939,1.49971888,0.5498063368,2.727722071,2.727722071
864691135739661169,dense PCA oracle,1,20,0.1615431703,32,1,0.1615431703,1,0.1615431703,0.1615431703,1,1
864691135739661169,dense PCA oracle,2,20,0.3032340571,64,1,0.3032340571,1,0.3032340571,0.3032340571,1,1
864691135739661169,dense PCA oracle,4,20,0.4830007759,128,1,0.4830007759,1,0.4830007759,0.4830007759,1,1
864691135739661169,dense PCA oracle,8,20,0.7319656357,256,1,0.7319656357,1,0.7319656357,0.7319656357,1,1
864691135739661169,depth-only bins,1,20,0.07407201622,32,1,0.1615431703,0.4597432771,0.07407201622,0.1615431703,0.458527687,0.458527687
864691135739661169,depth-only bins,2,20,0.1026869177,32,0.5,0.3032340571,0.3390268748,0.2053738354,0.3032340571,0.6772782628,0.6772782628
864691135739661169,depth-only bins,4,20,0.1745769237,32,0.25,0.4830007759,0.3615167249,0.6983076947,0.4830007759,1.445769302,1.445769302
864691135739661169,depth-only bins,8,20,0.3257761651,32,0.125,0.7319656357,0.4450969892,2.606209321,0.7319656357,3.5605624,3.5605624
864691135739661169,morphology-aware paths,1,20,0.1486664388,3,0.09375,0.1615431703,0.9204690243,1.585775347,0.1615431703,9.816418389,9.816418389
864691135739661169,morphology-aware paths,2,20,0.2952386323,6,0.09375,0.3032340571,0.9736211597,3.149212078,0.3032340571,10.38541682,10.38541682
864691135739661169,morphology-aware paths,4,20,0.4450769835,8,0.0625,0.4830007759,0.9216393408,7.121231736,0.4830007759,14.74372732,14.74372732
864691135739661169,morphology-aware paths,8,20,0.6791771587,20,0.078125,0.7319656357,0.9278889974,8.693467631,0.7319656357,11.87687947,11.87687947
864691135739661169,random paths,1,20,0.0596246114,3.6046875,0.1126464844,0.1615431703,0.3699127471,0.5293073435,0.1615431703,3.276568998,3.276568998
864691135739661169,random paths,2,20,0.1183670648,6.8421875,0.1069091797,0.3032340571,0.3903980567,1.107174006,0.3032340571,3.651219183,3.651219183
864691135739661169,random paths,4,20,0.227022184,13.24921875,0.1035095215,0.4830007759,0.470125937,2.193249285,0.4830007759,4.540881495,4.540881495
864691135739661169,random paths,8,20,0.4330278192,27.6921875,0.1081726074,0.7319656357,0.5916233723,4.003118992,0.7319656357,5.468998539,5.468998539
864691135739661169,shuffled ancestry,1,20,0.04848457104,3,0.09375,0.1615431703,0.3009029256,0.5171687577,0.1615431703,3.201427562,3.201427562
864691135739661169,shuffled ancestry,2,20,0.09543516525,6,0.09375,0.3032340571,0.3149936331,1.017975096,0.3032340571,3.357060568,3.357060568
864691135739661169,shuffled ancestry,4,20,0.1540815683,8,0.0625,0.4830007759,0.3191222567,2.465305093,0.4830007759,5.104143131,5.104143131
864691135739661169,shuffled ancestry,8,20,0.318576945,20,0.078125,0.7319656357,0.4352714455,4.077784897,0.7319656357,5.571005929,5.571005929
864691135810666525,dense PCA oracle,1,20,0.0830591551,116,1,0.0830591551,1,0.0830591551,0.0830591551,1,1
864691135810666525,dense PCA oracle,2,20,0.1503534487,232,1,0.1503534487,1,0.1503534487,0.1503534487,1,1
864691135810666525,dense PCA oracle,4,20,0.2661414885,464,1,0.2661414885,1,0.2661414885,0.2661414885,1,1
864691135810666525,dense PCA oracle,8,20,0.4388899268,928,1,0.4388899268,1,0.4388899268,0.4388899268,1,1
864691135810666525,depth-only bins,1,20,0.02680684619,116,1,0.0830591551,0.3234444459,0.02680684619,0.0830591551,0.3227440269,0.3227440269
864691135810666525,depth-only bins,2,20,0.03724996133,116,0.5,0.1503534487,0.2481752966,0.07449992265,0.1503534487,0.4954985955,0.4954985955
864691135810666525,depth-only bins,4,20,0.06445890269,116,0.25,0.2661414885,0.2423751385,0.2578356107,0.2661414885,0.9687914957,0.9687914957
864691135810666525,depth-only bins,8,20,0.1125703884,116,0.125,0.4388899268,0.2566023317,0.9005631076,0.4388899268,2.051911089,2.051911089
864691135810666525,morphology-aware paths,1,20,0.07799144331,3,0.02586206897,0.0830591551,0.9390145908,3.015669141,0.0830591551,36.30748637,36.30748637
864691135810666525,morphology-aware paths,2,20,0.1338211229,4,0.01724137931,0.1503534487,0.8907748449,7.761625127,0.1503534487,51.62252808,51.62252808
864691135810666525,morphology-aware paths,4,20,0.230727414,14,0.03017241379,0.2661414885,0.8668310191,7.646965722,0.2661414885,28.73270817,28.73270817
864691135810666525,morphology-aware paths,8,20,0.3896592154,42,0.04525862069,0.4388899268,0.8878248402,8.60961314,0.4388899268,19.61679368,19.61679368
864691135810666525,random paths,1,20,0.01860544575,6.68984375,0.05767106681,0.0830591551,0.2243197907,0.3226131713,0.0830591551,3.884137407,3.884137407
864691135810666525,random paths,2,20,0.03692484084,11.5859375,0.04993938578,0.1503534487,0.2461633601,0.7393931717,0.1503534487,4.917700114,4.917700114
864691135810666525,random paths,4,20,0.07224806267,22.51796875,0.04853010506,0.2661414885,0.2716490997,1.48872669,0.2661414885,5.593741503,5.593741503
864691135810666525,random paths,8,20,0.141935018,47.93125,0.05165005388,0.4388899268,0.3234716222,2.74801297,0.4388899268,6.261280569,6.261280569
864691135810666525,shuffled ancestry,1,20,0.01243802267,3,0.02586206897,0.0830591551,0.150180074,0.4809368767,0.0830591551,5.79029339,5.79029339
864691135810666525,shuffled ancestry,2,20,0.02175854564,4,0.01724137931,0.1503534487,0.1449102813,1.261995647,0.1503534487,8.393526443,8.393526443
864691135810666525,shuffled ancestry,4,20,0.04936352977,14,0.03017241379,0.2661414885,0.1855453608,1.636048415,0.2661414885,6.147288137,6.147288137
864691135810666525,shuffled ancestry,8,20,0.09413308867,42,0.04525862069,0.4388899268,0.2146053862,2.079893007,0.4388899268,4.738985518,4.738985518
864691136043380566,dense PCA oracle,1,20,0.103233391,55,1,0.103233391,1,0.103233391,0.103233391,1,1
864691136043380566,dense PCA oracle,2,20,0.1906318705,110,1,0.1906318705,1,0.1906318705,0.1906318705,1,1
864691136043380566,dense PCA oracle,4,20,0.3214405777,220,1,0.3214405777,1,0.3214405777,0.3214405777,1,1
864691136043380566,dense PCA oracle,8,20,0.530371933,440,1,0.530371933,1,0.530371933,0.530371933,1,1
864691136043380566,depth-only bins,1,20,0.04286383095,55,1,0.103233391,0.4161943958,0.04286383095,0.103233391,0.4152128544,0.4152128544
864691136043380566,depth-only bins,2,20,0.06455646674,55,0.5,0.1906318705,0.33906222,0.1291129335,0.1906318705,0.6772893386,0.6772893386
864691136043380566,depth-only bins,4,20,0.111188346,55,0.25,0.3214405777,0.3460497928,0.4447533841,0.3214405777,1.383625512,1.383625512
864691136043380566,depth-only bins,8,20,0.2019534356,55,0.125,0.530371933,0.3808599141,1.615627485,0.530371933,3.046216031,3.046216031
864691136043380566,morphology-aware paths,1,20,0.09684276572,1,0.01818181818,0.103233391,0.9380159193,5.326352115,0.103233391,51.59524512,51.59524512
864691136043380566,morphology-aware paths,2,20,0.1542076962,2,0.01818181818,0.1906318705,0.8094135266,8.481423289,0.1906318705,44.49110879,44.49110879
864691136043380566,morphology-aware paths,4,20,0.2776674126,21,0.09545454545,0.3214405777,0.863885543,2.908896703,0.3214405777,9.049562826,9.049562826
864691136043380566,morphology-aware paths,8,20,0.4233799053,27,0.06136363636,0.530371933,0.798365129,6.899524382,0.530371933,13.00884144,13.00884144
864691136043380566,random paths,1,20,0.03155421783,4.47734375,0.08140625,0.103233391,0.3069023314,0.3876141922,0.103233391,3.754736605,3.754736605
864691136043380566,random paths,2,20,0.06344808406,8.75078125,0.07955255682,0.1906318705,0.333301272,0.7975618458,0.1906318705,4.183780203,4.183780203
864691136043380566,random paths,4,20,0.1284164669,17.91875,0.08144886364,0.3214405777,0.3997232808,1.576651425,0.3214405777,4.904954552,4.904954552
864691136043380566,random paths,8,20,0.2461791686,33.659375,0.07649857955,0.530371933,0.4642718244,3.218088102,0.530371933,6.067606336,6.067606336
864691136043380566,shuffled ancestry,1,20,0.01784394996,1,0.01818181818,0.103233391,0.173529313,0.9814172476,0.103233391,9.50678107,9.50678107
864691136043380566,shuffled ancestry,2,20,0.03534744156,2,0.01818181818,0.1906318705,0.1859865516,1.944109286,0.1906318705,10.19823853,10.19823853
864691136043380566,shuffled ancestry,4,20,0.09629231148,21,0.09545454545,0.3214405777,0.2997125429,1.008776596,0.3214405777,3.138298853,3.138298853
864691136043380566,shuffled ancestry,8,20,0.1757023286,27,0.06136363636,0.530371933,0.3312761048,2.863297207,0.530371933,5.398658995,5.398658995
