seed,condition_id,architecture,feedback_family,budget_k,route_rank,objective_smoothness,retained_signal_inner_product,retained_signal_fraction,operator_gradient_norm_sq,admitted_gradient_noise,exact_gradient_noise,noise_retention_fraction,gradient_estimator_mse,full_stochastic_gradient_mse,projected_estimator_better,optimal_bound_step,maximum_guaranteed_decrease,spectral_capture,pca_rank_upper_bound,morphology_regret,route_gram_condition,route_coherence,minibatches_per_seed,minibatch_size
4202,dendritic_tree__within_neuron_route_derangement__k4,dendritic_tree,within_neuron_route_derangement,4,4,0.613060919,-1.622285639,-0.8403868438,1.647970489,2.503005619,2.560920374,0.9773851793,9.325950808,2.560920374,False,0,0,0.5,0.5089297817,0.008929781724,1,0,64,64
4202,dendritic_tree__depth_interleaved_bins__k4,dendritic_tree,depth_interleaved_bins,4,4,0.613060919,0.3778079427,0.1957145011,0.15099258,2.666762712,2.560920374,1.041329804,3.992542829,2.560920374,False,0.2187077526,0.04131476302,0.5,0.5089297817,0.008929781724,1,0,64,64
4202,dendritic_tree__random_sparse_matched__k4,dendritic_tree,random_sparse_matched,4,4,0.613060919,0.5794286555,0.3001593599,0.2459810198,2.629550413,2.560920374,1.026798974,3.647077544,2.560920374,False,0.3286837386,0.09522438836,0.5,0.5089297817,0.008929781724,1,0,64,64
4202,dendritic_tree__random_rank_k__k4,dendritic_tree,random_rank_k,4,4,0.613060919,1.146403849,0.5938674974,1.014694039,2.515272773,2.560920374,0.9821753143,3.167562536,2.560920374,False,0.5297407492,0.303648417,0.4997914559,0.5089297817,0.00913832583,1.753029321,0.8556353381,64,64
4202,dendritic_tree__learned_rank_k_upper_bound__k4,dendritic_tree,learned_rank_k_upper_bound,4,4,0.613060919,0.9708712502,0.5029369712,0.9708712502,1.225014733,2.560920374,0.4783494034,2.184546905,2.560920374,True,0.7211875526,0.3500901304,0.5089297817,0.5089297817,0,1,0,64,64
4202,dendritic_tree__correct_ancestry_subtrees__k8,dendritic_tree,correct_ancestry_subtrees,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,dendritic_tree__within_neuron_route_derangement__k8,dendritic_tree,within_neuron_route_derangement,8,8,0.613060919,-0.652247231,-0.3378813069,0.4439157727,2.50287302,2.560920374,0.9773334015,6.181686677,2.560920374,False,0,0,1,1,0,1,0,64,64
4202,dendritic_tree__depth_interleaved_bins__k8,dendritic_tree,depth_interleaved_bins,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,dendritic_tree__random_sparse_matched__k8,dendritic_tree,random_sparse_matched,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,dendritic_tree__random_rank_k__k8,dendritic_tree,random_rank_k,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,dendritic_tree__learned_rank_k_upper_bound__k8,dendritic_tree,learned_rank_k_upper_bound,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,dendritic_tree__neuron_indexed_shared__k1,dendritic_tree,neuron_indexed_shared,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,dendritic_tree__exact_compartment_transport__k8,dendritic_tree,exact_compartment_transport,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,dendritic_tree__backpropagation__k8,dendritic_tree,backpropagation,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,point_neuron_explicit_gating__correct_ancestry_subtrees__k1,point_neuron_explicit_gating,correct_ancestry_subtrees,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,point_neuron_explicit_gating__within_neuron_route_derangement__k1,point_neuron_explicit_gating,within_neuron_route_derangement,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,point_neuron_explicit_gating__depth_interleaved_bins__k1,point_neuron_explicit_gating,depth_interleaved_bins,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,point_neuron_explicit_gating__random_sparse_matched__k1,point_neuron_explicit_gating,random_sparse_matched,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,point_neuron_explicit_gating__random_rank_k__k1,point_neuron_explicit_gating,random_rank_k,1,1,0.613060919,1.083398851,0.5612292428,1.756937126,2.437063662,2.560920374,0.95163586,3.957606509,2.560920374,False,0.4213628384,0.2282520075,0.1245978011,0.1283880998,0.003790298709,1,1,64,64
4202,point_neuron_explicit_gating__learned_rank_k_upper_bound__k1,point_neuron_explicit_gating,learned_rank_k_upper_bound,1,1,0.613060919,0.2700461524,0.1398910452,0.2700461524,0.3023753947,2.560920374,0.1180729388,1.962732664,2.560920374,True,0.7695173016,0.1039025932,0.1283880998,0.1283880998,0,1,0,64,64
4202,point_neuron_explicit_gating__correct_ancestry_subtrees__k2,point_neuron_explicit_gating,correct_ancestry_subtrees,2,2,0.613060919,0.01362408566,0.007057636506,0.07369235286,2.437830419,2.560920374,0.9519352666,4.414678022,2.560920374,False,0.008848438028,6.027593884e-05,0.25,0.2566572945,0.006657294541,1,0,64,64
4202,point_neuron_explicit_gating__within_neuron_route_derangement__k2,point_neuron_explicit_gating,within_neuron_route_derangement,2,2,0.613060919,-2.835906407,-1.469074482,4.478855091,2.537976821,2.560920374,0.9910408959,14.61904815,2.560920374,False,0,0,0.25,0.2566572945,0.006657294541,1,0,64,64
4202,point_neuron_explicit_gating__depth_interleaved_bins__k2,point_neuron_explicit_gating,depth_interleaved_bins,2,2,0.613060919,-0.8186206177,-0.424067119,0.4952581337,2.686564241,2.560920374,1.049061997,6.749467032,2.560920374,False,0,0,0.25,0.2566572945,0.006657294541,1,0,64,64
4202,point_neuron_explicit_gating__random_sparse_matched__k2,point_neuron_explicit_gating,random_sparse_matched,2,2,0.613060919,-0.8499720192,-0.4403079737,0.5123257815,2.592006823,2.560920374,1.01213878,6.734680065,2.560920374,False,0,0,0.25,0.2566572945,0.006657294541,1,0,64,64
4202,point_neuron_explicit_gating__random_rank_k__k2,point_neuron_explicit_gating,random_rank_k,2,2,0.613060919,1.091687883,0.5655231807,0.7617387076,2.700145092,2.560920374,1.05436511,3.208911455,2.560920374,False,0.5143779838,0.2807701062,0.2498279035,0.2566572945,0.006829391036,1.920479188,0.9981548751,64,64
4202,point_neuron_explicit_gating__learned_rank_k_upper_bound__k2,point_neuron_explicit_gating,learned_rank_k_upper_bound,2,2,0.613060919,0.5393894123,0.2794179735,0.5393894123,0.6271909775,2.560920374,0.2449084259,2.018204987,2.560920374,True,0.7541958074,0.2034026167,0.2566572945,0.2566572945,0,1,0,64,64
4202,point_neuron_explicit_gating__correct_ancestry_subtrees__k4,point_neuron_explicit_gating,correct_ancestry_subtrees,4,4,0.613060919,1.169996031,0.6060888714,0.7523222031,2.53251608,2.560920374,0.9889085602,2.875249642,2.560920374,False,0.5809874661,0.3398765148,0.5,0.5089297817,0.008929781724,1,0,64,64
4202,point_neuron_explicit_gating__within_neuron_route_derangement__k4,point_neuron_explicit_gating,within_neuron_route_derangement,4,4,0.613060919,-1.622285639,-0.8403868438,1.647970489,2.503005619,2.560920374,0.9773851793,9.325950808,2.560920374,False,0,0,0.5,0.5089297817,0.008929781724,1,0,64,64
4202,point_neuron_explicit_gating__depth_interleaved_bins__k4,point_neuron_explicit_gating,depth_interleaved_bins,4,4,0.613060919,0.3778079427,0.1957145011,0.15099258,2.666762712,2.560920374,1.041329804,3.992542829,2.560920374,False,0.2187077526,0.04131476302,0.5,0.5089297817,0.008929781724,1,0,64,64
4202,point_neuron_explicit_gating__random_sparse_matched__k4,point_neuron_explicit_gating,random_sparse_matched,4,4,0.613060919,0.5794286555,0.3001593599,0.2459810198,2.629550413,2.560920374,1.026798974,3.647077544,2.560920374,False,0.3286837386,0.09522438836,0.5,0.5089297817,0.008929781724,1,0,64,64
4202,point_neuron_explicit_gating__random_rank_k__k4,point_neuron_explicit_gating,random_rank_k,4,4,0.613060919,1.146403849,0.5938674974,1.014694039,2.515272773,2.560920374,0.9821753143,3.167562536,2.560920374,False,0.5297407492,0.303648417,0.4997914559,0.5089297817,0.00913832583,1.753029321,0.8556353381,64,64
4202,point_neuron_explicit_gating__learned_rank_k_upper_bound__k4,point_neuron_explicit_gating,learned_rank_k_upper_bound,4,4,0.613060919,0.9708712502,0.5029369712,0.9708712502,1.225014733,2.560920374,0.4783494034,2.184546905,2.560920374,True,0.7211875526,0.3500901304,0.5089297817,0.5089297817,0,1,0,64,64
4202,point_neuron_explicit_gating__correct_ancestry_subtrees__k8,point_neuron_explicit_gating,correct_ancestry_subtrees,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,point_neuron_explicit_gating__within_neuron_route_derangement__k8,point_neuron_explicit_gating,within_neuron_route_derangement,8,8,0.613060919,-0.652247231,-0.3378813069,0.4439157727,2.50287302,2.560920374,0.9773334015,6.181686677,2.560920374,False,0,0,1,1,0,1,0,64,64
4202,point_neuron_explicit_gating__depth_interleaved_bins__k8,point_neuron_explicit_gating,depth_interleaved_bins,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,point_neuron_explicit_gating__random_sparse_matched__k8,point_neuron_explicit_gating,random_sparse_matched,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,point_neuron_explicit_gating__random_rank_k__k8,point_neuron_explicit_gating,random_rank_k,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,point_neuron_explicit_gating__learned_rank_k_upper_bound__k8,point_neuron_explicit_gating,learned_rank_k_upper_bound,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,point_neuron_explicit_gating__neuron_indexed_shared__k1,point_neuron_explicit_gating,neuron_indexed_shared,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,point_neuron_explicit_gating__exact_compartment_transport__k8,point_neuron_explicit_gating,exact_compartment_transport,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,point_neuron_explicit_gating__backpropagation__k8,point_neuron_explicit_gating,backpropagation,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,flat_compartment__correct_ancestry_subtrees__k1,flat_compartment,correct_ancestry_subtrees,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,flat_compartment__within_neuron_route_derangement__k1,flat_compartment,within_neuron_route_derangement,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,flat_compartment__depth_interleaved_bins__k1,flat_compartment,depth_interleaved_bins,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,flat_compartment__random_sparse_matched__k1,flat_compartment,random_sparse_matched,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,flat_compartment__random_rank_k__k1,flat_compartment,random_rank_k,1,1,0.613060919,1.083398851,0.5612292428,1.756937126,2.437063662,2.560920374,0.95163586,3.957606509,2.560920374,False,0.4213628384,0.2282520075,0.1245978011,0.1283880998,0.003790298709,1,1,64,64
4202,flat_compartment__learned_rank_k_upper_bound__k1,flat_compartment,learned_rank_k_upper_bound,1,1,0.613060919,0.2700461524,0.1398910452,0.2700461524,0.3023753947,2.560920374,0.1180729388,1.962732664,2.560920374,True,0.7695173016,0.1039025932,0.1283880998,0.1283880998,0,1,0,64,64
4202,flat_compartment__correct_ancestry_subtrees__k2,flat_compartment,correct_ancestry_subtrees,2,2,0.613060919,0.01362408566,0.007057636506,0.07369235286,2.437830419,2.560920374,0.9519352666,4.414678022,2.560920374,False,0.008848438028,6.027593884e-05,0.25,0.2566572945,0.006657294541,1,0,64,64
4202,flat_compartment__within_neuron_route_derangement__k2,flat_compartment,within_neuron_route_derangement,2,2,0.613060919,-2.835906407,-1.469074482,4.478855091,2.537976821,2.560920374,0.9910408959,14.61904815,2.560920374,False,0,0,0.25,0.2566572945,0.006657294541,1,0,64,64
4202,flat_compartment__depth_interleaved_bins__k2,flat_compartment,depth_interleaved_bins,2,2,0.613060919,-0.8186206177,-0.424067119,0.4952581337,2.686564241,2.560920374,1.049061997,6.749467032,2.560920374,False,0,0,0.25,0.2566572945,0.006657294541,1,0,64,64
4202,flat_compartment__random_sparse_matched__k2,flat_compartment,random_sparse_matched,2,2,0.613060919,-0.8499720192,-0.4403079737,0.5123257815,2.592006823,2.560920374,1.01213878,6.734680065,2.560920374,False,0,0,0.25,0.2566572945,0.006657294541,1,0,64,64
4202,flat_compartment__random_rank_k__k2,flat_compartment,random_rank_k,2,2,0.613060919,1.091687883,0.5655231807,0.7617387076,2.700145092,2.560920374,1.05436511,3.208911455,2.560920374,False,0.5143779838,0.2807701062,0.2498279035,0.2566572945,0.006829391036,1.920479188,0.9981548751,64,64
4202,flat_compartment__learned_rank_k_upper_bound__k2,flat_compartment,learned_rank_k_upper_bound,2,2,0.613060919,0.5393894123,0.2794179735,0.5393894123,0.6271909775,2.560920374,0.2449084259,2.018204987,2.560920374,True,0.7541958074,0.2034026167,0.2566572945,0.2566572945,0,1,0,64,64
4202,flat_compartment__correct_ancestry_subtrees__k4,flat_compartment,correct_ancestry_subtrees,4,4,0.613060919,1.169996031,0.6060888714,0.7523222031,2.53251608,2.560920374,0.9889085602,2.875249642,2.560920374,False,0.5809874661,0.3398765148,0.5,0.5089297817,0.008929781724,1,0,64,64
4202,flat_compartment__within_neuron_route_derangement__k4,flat_compartment,within_neuron_route_derangement,4,4,0.613060919,-1.622285639,-0.8403868438,1.647970489,2.503005619,2.560920374,0.9773851793,9.325950808,2.560920374,False,0,0,0.5,0.5089297817,0.008929781724,1,0,64,64
4202,flat_compartment__depth_interleaved_bins__k4,flat_compartment,depth_interleaved_bins,4,4,0.613060919,0.3778079427,0.1957145011,0.15099258,2.666762712,2.560920374,1.041329804,3.992542829,2.560920374,False,0.2187077526,0.04131476302,0.5,0.5089297817,0.008929781724,1,0,64,64
4202,flat_compartment__random_sparse_matched__k4,flat_compartment,random_sparse_matched,4,4,0.613060919,0.5794286555,0.3001593599,0.2459810198,2.629550413,2.560920374,1.026798974,3.647077544,2.560920374,False,0.3286837386,0.09522438836,0.5,0.5089297817,0.008929781724,1,0,64,64
4202,flat_compartment__random_rank_k__k4,flat_compartment,random_rank_k,4,4,0.613060919,1.146403849,0.5938674974,1.014694039,2.515272773,2.560920374,0.9821753143,3.167562536,2.560920374,False,0.5297407492,0.303648417,0.4997914559,0.5089297817,0.00913832583,1.753029321,0.8556353381,64,64
4202,flat_compartment__learned_rank_k_upper_bound__k4,flat_compartment,learned_rank_k_upper_bound,4,4,0.613060919,0.9708712502,0.5029369712,0.9708712502,1.225014733,2.560920374,0.4783494034,2.184546905,2.560920374,True,0.7211875526,0.3500901304,0.5089297817,0.5089297817,0,1,0,64,64
4202,flat_compartment__correct_ancestry_subtrees__k8,flat_compartment,correct_ancestry_subtrees,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,flat_compartment__within_neuron_route_derangement__k8,flat_compartment,within_neuron_route_derangement,8,8,0.613060919,-0.652247231,-0.3378813069,0.4439157727,2.50287302,2.560920374,0.9773334015,6.181686677,2.560920374,False,0,0,1,1,0,1,0,64,64
4202,flat_compartment__depth_interleaved_bins__k8,flat_compartment,depth_interleaved_bins,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,flat_compartment__random_sparse_matched__k8,flat_compartment,random_sparse_matched,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,flat_compartment__random_rank_k__k8,flat_compartment,random_rank_k,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,flat_compartment__learned_rank_k_upper_bound__k8,flat_compartment,learned_rank_k_upper_bound,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,flat_compartment__neuron_indexed_shared__k1,flat_compartment,neuron_indexed_shared,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,flat_compartment__exact_compartment_transport__k8,flat_compartment,exact_compartment_transport,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,flat_compartment__backpropagation__k8,flat_compartment,backpropagation,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,grouped_point_subunits__correct_ancestry_subtrees__k1,grouped_point_subunits,correct_ancestry_subtrees,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,grouped_point_subunits__within_neuron_route_derangement__k1,grouped_point_subunits,within_neuron_route_derangement,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,grouped_point_subunits__depth_interleaved_bins__k1,grouped_point_subunits,depth_interleaved_bins,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,grouped_point_subunits__random_sparse_matched__k1,grouped_point_subunits,random_sparse_matched,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,grouped_point_subunits__random_rank_k__k1,grouped_point_subunits,random_rank_k,1,1,0.613060919,1.083398851,0.5612292428,1.756937126,2.437063662,2.560920374,0.95163586,3.957606509,2.560920374,False,0.4213628384,0.2282520075,0.1245978011,0.1283880998,0.003790298709,1,1,64,64
4202,grouped_point_subunits__learned_rank_k_upper_bound__k1,grouped_point_subunits,learned_rank_k_upper_bound,1,1,0.613060919,0.2700461524,0.1398910452,0.2700461524,0.3023753947,2.560920374,0.1180729388,1.962732664,2.560920374,True,0.7695173016,0.1039025932,0.1283880998,0.1283880998,0,1,0,64,64
4202,grouped_point_subunits__correct_ancestry_subtrees__k2,grouped_point_subunits,correct_ancestry_subtrees,2,2,0.613060919,0.01362408566,0.007057636506,0.07369235286,2.437830419,2.560920374,0.9519352666,4.414678022,2.560920374,False,0.008848438028,6.027593884e-05,0.25,0.2566572945,0.006657294541,1,0,64,64
4202,grouped_point_subunits__within_neuron_route_derangement__k2,grouped_point_subunits,within_neuron_route_derangement,2,2,0.613060919,-2.835906407,-1.469074482,4.478855091,2.537976821,2.560920374,0.9910408959,14.61904815,2.560920374,False,0,0,0.25,0.2566572945,0.006657294541,1,0,64,64
4202,grouped_point_subunits__depth_interleaved_bins__k2,grouped_point_subunits,depth_interleaved_bins,2,2,0.613060919,-0.8186206177,-0.424067119,0.4952581337,2.686564241,2.560920374,1.049061997,6.749467032,2.560920374,False,0,0,0.25,0.2566572945,0.006657294541,1,0,64,64
4202,grouped_point_subunits__random_sparse_matched__k2,grouped_point_subunits,random_sparse_matched,2,2,0.613060919,-0.8499720192,-0.4403079737,0.5123257815,2.592006823,2.560920374,1.01213878,6.734680065,2.560920374,False,0,0,0.25,0.2566572945,0.006657294541,1,0,64,64
4202,grouped_point_subunits__random_rank_k__k2,grouped_point_subunits,random_rank_k,2,2,0.613060919,1.091687883,0.5655231807,0.7617387076,2.700145092,2.560920374,1.05436511,3.208911455,2.560920374,False,0.5143779838,0.2807701062,0.2498279035,0.2566572945,0.006829391036,1.920479188,0.9981548751,64,64
4202,grouped_point_subunits__learned_rank_k_upper_bound__k2,grouped_point_subunits,learned_rank_k_upper_bound,2,2,0.613060919,0.5393894123,0.2794179735,0.5393894123,0.6271909775,2.560920374,0.2449084259,2.018204987,2.560920374,True,0.7541958074,0.2034026167,0.2566572945,0.2566572945,0,1,0,64,64
4202,grouped_point_subunits__correct_ancestry_subtrees__k4,grouped_point_subunits,correct_ancestry_subtrees,4,4,0.613060919,1.169996031,0.6060888714,0.7523222031,2.53251608,2.560920374,0.9889085602,2.875249642,2.560920374,False,0.5809874661,0.3398765148,0.5,0.5089297817,0.008929781724,1,0,64,64
4202,grouped_point_subunits__within_neuron_route_derangement__k4,grouped_point_subunits,within_neuron_route_derangement,4,4,0.613060919,-1.622285639,-0.8403868438,1.647970489,2.503005619,2.560920374,0.9773851793,9.325950808,2.560920374,False,0,0,0.5,0.5089297817,0.008929781724,1,0,64,64
4202,grouped_point_subunits__depth_interleaved_bins__k4,grouped_point_subunits,depth_interleaved_bins,4,4,0.613060919,0.3778079427,0.1957145011,0.15099258,2.666762712,2.560920374,1.041329804,3.992542829,2.560920374,False,0.2187077526,0.04131476302,0.5,0.5089297817,0.008929781724,1,0,64,64
4202,grouped_point_subunits__random_sparse_matched__k4,grouped_point_subunits,random_sparse_matched,4,4,0.613060919,0.5794286555,0.3001593599,0.2459810198,2.629550413,2.560920374,1.026798974,3.647077544,2.560920374,False,0.3286837386,0.09522438836,0.5,0.5089297817,0.008929781724,1,0,64,64
4202,grouped_point_subunits__random_rank_k__k4,grouped_point_subunits,random_rank_k,4,4,0.613060919,1.146403849,0.5938674974,1.014694039,2.515272773,2.560920374,0.9821753143,3.167562536,2.560920374,False,0.5297407492,0.303648417,0.4997914559,0.5089297817,0.00913832583,1.753029321,0.8556353381,64,64
4202,grouped_point_subunits__learned_rank_k_upper_bound__k4,grouped_point_subunits,learned_rank_k_upper_bound,4,4,0.613060919,0.9708712502,0.5029369712,0.9708712502,1.225014733,2.560920374,0.4783494034,2.184546905,2.560920374,True,0.7211875526,0.3500901304,0.5089297817,0.5089297817,0,1,0,64,64
4202,grouped_point_subunits__correct_ancestry_subtrees__k8,grouped_point_subunits,correct_ancestry_subtrees,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,grouped_point_subunits__within_neuron_route_derangement__k8,grouped_point_subunits,within_neuron_route_derangement,8,8,0.613060919,-0.652247231,-0.3378813069,0.4439157727,2.50287302,2.560920374,0.9773334015,6.181686677,2.560920374,False,0,0,1,1,0,1,0,64,64
4202,grouped_point_subunits__depth_interleaved_bins__k8,grouped_point_subunits,depth_interleaved_bins,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,grouped_point_subunits__random_sparse_matched__k8,grouped_point_subunits,random_sparse_matched,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,grouped_point_subunits__random_rank_k__k8,grouped_point_subunits,random_rank_k,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,grouped_point_subunits__learned_rank_k_upper_bound__k8,grouped_point_subunits,learned_rank_k_upper_bound,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,grouped_point_subunits__neuron_indexed_shared__k1,grouped_point_subunits,neuron_indexed_shared,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,grouped_point_subunits__exact_compartment_transport__k8,grouped_point_subunits,exact_compartment_transport,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,grouped_point_subunits__backpropagation__k8,grouped_point_subunits,backpropagation,8,8,0.613060919,1.930403422,1,1.930403422,2.560920374,2.560920374,1,2.560920374,2.560920374,False,0.7010840403,0.6766875153,1,1,0,1,0,64,64
4202,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k1,degree_depth_matched_rewired_tree,correct_ancestry_subtrees,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k1,degree_depth_matched_rewired_tree,within_neuron_route_derangement,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
4202,degree_depth_matched_rewired_tree__depth_interleaved_bins__k1,degree_depth_matched_rewired_tree,depth_interleaved_bins,1,1,0.613060919,-1.995654968,-1.033802026,2.301469134,2.538413172,2.560920374,0.9912112841,10.76159566,2.560920374,False,0,0,0.125,0.1283880998,0.003388099816,1,0,64,64
