task_id,task_index,family,candidate_id,shape,permutation_index,restart,seed,sweep,normalized_mse,mse,variance,parameter_count,edges,credit_rank,credit_effective_rank,dead_coordinate_blocks,minimum_coordinate_rank,final_parameter_norm,maximum_parameter_norm,centered_cut_bound,centered_cut_sum,full_cut_bound,fit_seconds
matching_007,7,quadratic_matching,balanced_p0,balanced,0,0,4609750,0,1.2920991156389703,1.2920991156389703,1.0,28,14,8,8,29,4,2.5495097567963922,3.027736495048002,0.5,1.75,0.5,0.10558514902368188
matching_007,7,quadratic_matching,balanced_p0,balanced,0,0,4609750,2,0.5074619370830449,0.5074619370830449,1.0,28,14,8,8,29,4,2.5495097567963922,3.027736495048002,0.5,1.75,0.5,0.10559738497249782
matching_007,7,quadratic_matching,balanced_p0,balanced,0,0,4609750,8,0.5,0.5,1.0,28,14,8,8,29,4,2.5495097567963922,3.027736495048002,0.5,1.75,0.5,0.10560561600141227
matching_007,7,quadratic_matching,balanced_p0,balanced,0,0,4609750,32,0.5,0.5,1.0,28,14,8,8,29,4,2.5495097567963922,3.027736495048002,0.5,1.75,0.5,0.10561325901653618
matching_007,7,quadratic_matching,balanced_p0,balanced,0,1,4609751,0,1.2939169252411367,1.2939169252411367,1.0,28,14,8,8,0,4,2.5000000000000004,2.5086255962442485,0.5,1.75,0.5,0.07838413899298757
matching_007,7,quadratic_matching,balanced_p0,balanced,0,1,4609751,2,0.75,0.75,1.0,28,14,8,8,0,4,2.5000000000000004,2.5086255962442485,0.5,1.75,0.5,0.07839644805062562
matching_007,7,quadratic_matching,balanced_p0,balanced,0,1,4609751,8,0.75,0.75,1.0,28,14,8,8,0,4,2.5000000000000004,2.5086255962442485,0.5,1.75,0.5,0.07840481807943434
matching_007,7,quadratic_matching,balanced_p0,balanced,0,1,4609751,32,0.75,0.75,1.0,28,14,8,8,0,4,2.5000000000000004,2.5086255962442485,0.5,1.75,0.5,0.07841245201416314
matching_007,7,quadratic_matching,balanced_p0,balanced,0,2,4609752,0,1.233023807850929,1.233023807850929,1.0,28,14,8,8,29,4,2.5495097567963922,26.77143002091595,0.5,1.75,0.5,0.07800465007312596
matching_007,7,quadratic_matching,balanced_p0,balanced,0,2,4609752,2,0.5037529582089195,0.5037529582089195,1.0,28,14,8,8,29,4,2.5495097567963922,26.77143002091595,0.5,1.75,0.5,0.07801677705720067
