task_id,task_index,family,candidate_id,shape,permutation_index,restart,seed,sweep,normalized_mse,mse,variance,parameter_count,edges,credit_rank,credit_effective_rank,dead_coordinate_blocks,minimum_coordinate_rank,final_parameter_norm,maximum_parameter_norm,centered_cut_bound,centered_cut_sum,full_cut_bound,fit_seconds
matching_004,4,quadratic_matching,balanced_p0,balanced,0,0,4609450,0,1.5766480504146478,1.5766480504146478,1.0,28,14,8,8,31,4,2.5495097567963922,3.014774183740352,0.5,1.75,0.5,0.060558862052857876
matching_004,4,quadratic_matching,balanced_p0,balanced,0,0,4609450,2,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,3.014774183740352,0.5,1.75,0.5,0.06056904199067503
matching_004,4,quadratic_matching,balanced_p0,balanced,0,0,4609450,8,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,3.014774183740352,0.5,1.75,0.5,0.06057570700068027
matching_004,4,quadratic_matching,balanced_p0,balanced,0,0,4609450,32,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,3.014774183740352,0.5,1.75,0.5,0.06058180204126984
matching_004,4,quadratic_matching,balanced_p0,balanced,0,1,4609451,0,1.0916872082997497,1.0916872082997497,1.0,28,14,8,8,31,4,2.5495097567963922,3.312340947763477,0.5,1.75,0.5,0.058695913990959525
matching_004,4,quadratic_matching,balanced_p0,balanced,0,1,4609451,2,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,3.312340947763477,0.5,1.75,0.5,0.05870552407577634
matching_004,4,quadratic_matching,balanced_p0,balanced,0,1,4609451,8,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,3.312340947763477,0.5,1.75,0.5,0.05871211306657642
matching_004,4,quadratic_matching,balanced_p0,balanced,0,1,4609451,32,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,3.312340947763477,0.5,1.75,0.5,0.058718063053674996
matching_004,4,quadratic_matching,balanced_p0,balanced,0,2,4609452,0,0.8382706642517566,0.8382706642517566,1.0,28,14,8,8,31,4,2.5495097567963922,10.411025128408761,0.5,1.75,0.5,0.058585367049090564
matching_004,4,quadratic_matching,balanced_p0,balanced,0,2,4609452,2,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,10.411025128408761,0.5,1.75,0.5,0.058595177019014955
matching_004,4,quadratic_matching,balanced_p0,balanced,0,2,4609452,8,0.49999999999999994,0.49999999999999994,1.0,28,14,8,8,31,4,2.5495097567963922,10.411025128408761,0.5,1.75,0.5,0.05860155599657446
matching_004,4,quadratic_matching,balanced_p0,balanced,0,2,4609452,32,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,10.411025128408761,0.5,1.75,0.5,0.058607498998753726
matching_004,4,quadratic_matching,balanced_p0,balanced,0,3,4609453,0,1.3807535053489017,1.3807535053489017,1.0,28,14,8,8,31,4,2.5495097567963922,3.7121089979987416,0.5,1.75,0.5,0.05879500193987042
matching_004,4,quadratic_matching,balanced_p0,balanced,0,3,4609453,2,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,3.7121089979987416,0.5,1.75,0.5,0.058804900967516005
matching_004,4,quadratic_matching,balanced_p0,balanced,0,3,4609453,8,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,3.7121089979987416,0.5,1.75,0.5,0.058811209979467094
matching_004,4,quadratic_matching,balanced_p0,balanced,0,3,4609453,32,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,3.7121089979987416,0.5,1.75,0.5,0.05881712993141264
matching_004,4,quadratic_matching,balanced_p1,balanced,1,0,4609450,0,1.341625636150527,1.341625636150527,1.0,28,14,8,8,0,4,2.549509756796393,2.646494611526693,0.5,2.0,0.5,0.05812263290863484
matching_004,4,quadratic_matching,balanced_p1,balanced,1,0,4609450,2,0.5,0.5,1.0,28,14,8,8,0,4,2.549509756796393,2.646494611526693,0.5,2.0,0.5,0.05813221400603652
matching_004,4,quadratic_matching,balanced_p1,balanced,1,0,4609450,8,0.5,0.5,1.0,28,14,8,8,0,4,2.549509756796393,2.646494611526693,0.5,2.0,0.5,0.05813852697610855
matching_004,4,quadratic_matching,balanced_p1,balanced,1,0,4609450,32,0.5,0.5,1.0,28,14,8,8,0,4,2.549509756796393,2.646494611526693,0.5,2.0,0.5,0.058144361013546586
matching_004,4,quadratic_matching,balanced_p1,balanced,1,1,4609451,0,1.0979603026402847,1.0979603026402847,1.0,28,14,8,8,0,4,2.549509756796393,3.3073743567633764,0.5,2.0,0.5,0.058110511978156865
matching_004,4,quadratic_matching,balanced_p1,balanced,1,1,4609451,2,0.5,0.5,1.0,28,14,8,8,0,4,2.549509756796393,3.3073743567633764,0.5,2.0,0.5,0.05811973405070603
matching_004,4,quadratic_matching,balanced_p1,balanced,1,1,4609451,8,0.5,0.5,1.0,28,14,8,8,0,4,2.549509756796393,3.3073743567633764,0.5,2.0,0.5,0.05812591500580311
matching_004,4,quadratic_matching,balanced_p1,balanced,1,1,4609451,32,0.5,0.5,1.0,28,14,8,8,0,4,2.549509756796393,3.3073743567633764,0.5,2.0,0.5,0.05813181307166815
matching_004,4,quadratic_matching,balanced_p1,balanced,1,2,4609452,0,1.1422580131942253,1.1422580131942253,1.0,28,14,8,8,0,4,2.549509756796393,10.496789992901856,0.5,2.0,0.5,0.05781777808442712
matching_004,4,quadratic_matching,balanced_p1,balanced,1,2,4609452,2,0.5,0.5,1.0,28,14,8,8,0,4,2.549509756796393,10.496789992901856,0.5,2.0,0.5,0.05782708106562495
matching_004,4,quadratic_matching,balanced_p1,balanced,1,2,4609452,8,0.5,0.5,1.0,28,14,8,8,0,4,2.549509756796393,10.496789992901856,0.5,2.0,0.5,0.05783354502636939
matching_004,4,quadratic_matching,balanced_p1,balanced,1,2,4609452,32,0.5,0.5,1.0,28,14,8,8,0,4,2.549509756796393,10.496789992901856,0.5,2.0,0.5,0.05783971201162785
matching_004,4,quadratic_matching,balanced_p1,balanced,1,3,4609453,0,1.5790875103896371,1.5790875103896371,1.0,28,14,8,8,0,4,2.5495097567963927,3.712109677136611,0.5,2.0,0.5,0.05772354092914611
