task_id,task_index,family,candidate_id,shape,permutation_index,restart,seed,sweep,normalized_mse,mse,variance,parameter_count,edges,credit_rank,credit_effective_rank,dead_coordinate_blocks,minimum_coordinate_rank,final_parameter_norm,maximum_parameter_norm,centered_cut_bound,centered_cut_sum,full_cut_bound,fit_seconds
matching_013,13,quadratic_matching,balanced_p0,balanced,0,0,4610350,0,1.0003884891952586,1.0003884891952586,1.0,28,14,8,8,0,4,2.5,3.8041052345895503,0.5,1.75,0.5,0.07893130090087652
matching_013,13,quadratic_matching,balanced_p0,balanced,0,0,4610350,2,0.7500107329175586,0.7500107329175586,1.0,28,14,8,8,0,4,2.5,3.8041052345895503,0.5,1.75,0.5,0.07894356094766408
matching_013,13,quadratic_matching,balanced_p0,balanced,0,0,4610350,8,0.75,0.75,1.0,28,14,8,8,0,4,2.5,3.8041052345895503,0.5,1.75,0.5,0.07895199989434332
matching_013,13,quadratic_matching,balanced_p0,balanced,0,0,4610350,32,0.75,0.75,1.0,28,14,8,8,0,4,2.5,3.8041052345895503,0.5,1.75,0.5,0.07896025897935033
matching_013,13,quadratic_matching,balanced_p0,balanced,0,1,4610351,0,1.3043046394352098,1.3043046394352098,1.0,28,14,8,8,0,4,2.5,2.8586531362742966,0.5,1.75,0.5,0.07769734901376069
matching_013,13,quadratic_matching,balanced_p0,balanced,0,1,4610351,2,0.75,0.75,1.0,28,14,8,8,0,4,2.5,2.8586531362742966,0.5,1.75,0.5,0.07770939299371094
matching_013,13,quadratic_matching,balanced_p0,balanced,0,1,4610351,8,0.75,0.75,1.0,28,14,8,8,0,4,2.5,2.8586531362742966,0.5,1.75,0.5,0.0777181260054931
matching_013,13,quadratic_matching,balanced_p0,balanced,0,1,4610351,32,0.75,0.75,1.0,28,14,8,8,0,4,2.5,2.8586531362742966,0.5,1.75,0.5,0.07772589195519686
matching_013,13,quadratic_matching,balanced_p0,balanced,0,2,4610352,0,1.0528555865303195,1.0528555865303195,1.0,28,14,8,8,0,4,2.4999999999999996,2.824032347368708,0.5,1.75,0.5,0.07745854801032692
matching_013,13,quadratic_matching,balanced_p0,balanced,0,2,4610352,2,0.750000000000002,0.750000000000002,1.0,28,14,8,8,0,4,2.4999999999999996,2.824032347368708,0.5,1.75,0.5,0.07747095904778689
