task_id,task_index,family,candidate_id,shape,permutation_index,restart,seed,sweep,normalized_mse,mse,variance,parameter_count,edges,credit_rank,credit_effective_rank,dead_coordinate_blocks,minimum_coordinate_rank,final_parameter_norm,maximum_parameter_norm,centered_cut_bound,centered_cut_sum,full_cut_bound,fit_seconds
matching_011,11,quadratic_matching,balanced_p0,balanced,0,0,4610150,0,1.3623082974519678,1.3623082974519678,1.0,28,14,8,8,58,4,2.549509756796393,4.384748838164425,0.5,1.5,0.5,0.0804312420077622
matching_011,11,quadratic_matching,balanced_p0,balanced,0,0,4610150,2,0.5000000435313394,0.5000000435313394,1.0,28,14,8,8,58,4,2.549509756796393,4.384748838164425,0.5,1.5,0.5,0.0804453749442473
matching_011,11,quadratic_matching,balanced_p0,balanced,0,0,4610150,8,0.5,0.5,1.0,28,14,8,8,58,4,2.549509756796393,4.384748838164425,0.5,1.5,0.5,0.08045419096015394
matching_011,11,quadratic_matching,balanced_p0,balanced,0,0,4610150,32,0.5,0.5,1.0,28,14,8,8,58,4,2.549509756796393,4.384748838164425,0.5,1.5,0.5,0.08046219393145293
matching_011,11,quadratic_matching,balanced_p0,balanced,0,1,4610151,0,1.0231726535363048,1.0231726535363048,1.0,28,14,8,8,52,4,2.5495097567963927,3.939680020234897,0.5,1.5,0.5,0.07713925803545862
matching_011,11,quadratic_matching,balanced_p0,balanced,0,1,4610151,2,0.7400046852187501,0.7400046852187501,1.0,28,14,8,8,52,4,2.5495097567963927,3.939680020234897,0.5,1.5,0.5,0.07715198199730366
matching_011,11,quadratic_matching,balanced_p0,balanced,0,1,4610151,8,0.49999999999999994,0.49999999999999994,1.0,28,14,8,8,52,4,2.5495097567963927,3.939680020234897,0.5,1.5,0.5,0.07716056099161506
matching_011,11,quadratic_matching,balanced_p0,balanced,0,1,4610151,32,0.5,0.5,1.0,28,14,8,8,52,4,2.5495097567963927,3.939680020234897,0.5,1.5,0.5,0.07716818992048502
matching_011,11,quadratic_matching,balanced_p0,balanced,0,2,4610152,0,1.1240143781913106,1.1240143781913106,1.0,28,14,8,8,58,4,2.5495097567963922,3.785655456466457,0.5,1.5,0.5,0.07682609697803855
matching_011,11,quadratic_matching,balanced_p0,balanced,0,2,4610152,2,0.5000008217589775,0.5000008217589775,1.0,28,14,8,8,58,4,2.5495097567963922,3.785655456466457,0.5,1.5,0.5,0.07684210198931396
