task_id,task_index,family,candidate_id,shape,permutation_index,restart,seed,sweep,normalized_mse,mse,variance,parameter_count,edges,credit_rank,credit_effective_rank,dead_coordinate_blocks,minimum_coordinate_rank,final_parameter_norm,maximum_parameter_norm,centered_cut_bound,centered_cut_sum,full_cut_bound,fit_seconds
matching_010,10,quadratic_matching,balanced_p0,balanced,0,0,4610050,0,3.761962215797718,3.761962215797718,1.0,28,14,8,8,31,4,2.5495097567963922,17.588701235204063,0.5,1.75,0.5,0.07758663594722748
matching_010,10,quadratic_matching,balanced_p0,balanced,0,0,4610050,2,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,17.588701235204063,0.5,1.75,0.5,0.07759814092423767
matching_010,10,quadratic_matching,balanced_p0,balanced,0,0,4610050,8,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,17.588701235204063,0.5,1.75,0.5,0.07760648196563125
matching_010,10,quadratic_matching,balanced_p0,balanced,0,0,4610050,32,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,17.588701235204063,0.5,1.75,0.5,0.07761465397197753
matching_010,10,quadratic_matching,balanced_p0,balanced,0,1,4610051,0,1.2208512817602357,1.2208512817602357,1.0,28,14,8,8,31,4,2.5495097567963922,3.648239445879342,0.5,1.75,0.5,0.07627662806771696
matching_010,10,quadratic_matching,balanced_p0,balanced,0,1,4610051,2,0.5000000000000213,0.5000000000000213,1.0,28,14,8,8,31,4,2.5495097567963922,3.648239445879342,0.5,1.75,0.5,0.07628797099459916
matching_010,10,quadratic_matching,balanced_p0,balanced,0,1,4610051,8,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,3.648239445879342,0.5,1.75,0.5,0.07629623205866665
matching_010,10,quadratic_matching,balanced_p0,balanced,0,1,4610051,32,0.5,0.5,1.0,28,14,8,8,31,4,2.5495097567963922,3.648239445879342,0.5,1.75,0.5,0.07630365202203393
matching_010,10,quadratic_matching,balanced_p0,balanced,0,2,4610052,0,1.0123921600382035,1.0123921600382035,1.0,28,14,8,8,0,4,2.500000000000001,5.928240389533842,0.5,1.75,0.5,0.07590905099641532
matching_010,10,quadratic_matching,balanced_p0,balanced,0,2,4610052,2,0.7500000000000413,0.7500000000000413,1.0,28,14,8,8,0,4,2.500000000000001,5.928240389533842,0.5,1.75,0.5,0.07592049904633313
matching_010,10,quadratic_matching,balanced_p0,balanced,0,2,4610052,8,0.75,0.75,1.0,28,14,8,8,0,4,2.500000000000001,5.928240389533842,0.5,1.75,0.5,0.07592881505843252
matching_010,10,quadratic_matching,balanced_p0,balanced,0,2,4610052,32,0.75,0.75,1.0,28,14,8,8,0,4,2.500000000000001,5.928240389533842,0.5,1.75,0.5,0.07593678904231638
matching_010,10,quadratic_matching,balanced_p0,balanced,0,3,4610053,0,1.5956881139135726,1.5956881139135726,1.0,28,14,8,8,31,4,2.549509756796392,6.410123771973937,0.5,1.75,0.5,0.07624521700199693
matching_010,10,quadratic_matching,balanced_p0,balanced,0,3,4610053,2,0.5,0.5,1.0,28,14,8,8,31,4,2.549509756796392,6.410123771973937,0.5,1.75,0.5,0.07625692896544933
matching_010,10,quadratic_matching,balanced_p0,balanced,0,3,4610053,8,0.5,0.5,1.0,28,14,8,8,31,4,2.549509756796392,6.410123771973937,0.5,1.75,0.5,0.07626538898330182
