task_id,task_index,family,candidate_id,shape,permutation_index,restart,seed,sweep,normalized_mse,mse,variance,parameter_count,edges,credit_rank,credit_effective_rank,dead_coordinate_blocks,minimum_coordinate_rank,final_parameter_norm,maximum_parameter_norm,centered_cut_bound,centered_cut_sum,full_cut_bound,fit_seconds
matching_001,1,quadratic_matching,balanced_p0,balanced,0,0,4609150,0,1.087570776073047,1.087570776073047,1.0,28,14,8,8,0,4,2.598076211353316,3.6454108410884674,0.25,0.5,0.25,0.09978768101427704
matching_001,1,quadratic_matching,balanced_p0,balanced,0,0,4609150,2,0.25,0.25,1.0,28,14,8,8,0,4,2.598076211353316,3.6454108410884674,0.25,0.5,0.25,0.09979889600072056
matching_001,1,quadratic_matching,balanced_p0,balanced,0,0,4609150,8,0.25,0.25,1.0,28,14,8,8,0,4,2.598076211353316,3.6454108410884674,0.25,0.5,0.25,0.09980674192775041
matching_001,1,quadratic_matching,balanced_p0,balanced,0,0,4609150,32,0.25,0.25,1.0,28,14,8,8,0,4,2.598076211353316,3.6454108410884674,0.25,0.5,0.25,0.0998143230099231
matching_001,1,quadratic_matching,balanced_p0,balanced,0,1,4609151,0,1.0716122287820642,1.0716122287820642,1.0,28,14,8,8,0,4,2.5980762113533165,20.303050189403983,0.25,0.5,0.25,0.07828301005065441
matching_001,1,quadratic_matching,balanced_p0,balanced,0,1,4609151,2,0.24999999999999997,0.24999999999999997,1.0,28,14,8,8,0,4,2.5980762113533165,20.303050189403983,0.25,0.5,0.25,0.07829448801930994
matching_001,1,quadratic_matching,balanced_p0,balanced,0,1,4609151,8,0.25,0.25,1.0,28,14,8,8,0,4,2.5980762113533165,20.303050189403983,0.25,0.5,0.25,0.07830235303845257
matching_001,1,quadratic_matching,balanced_p0,balanced,0,1,4609151,32,0.25,0.25,1.0,28,14,8,8,0,4,2.5980762113533165,20.303050189403983,0.25,0.5,0.25,0.07830935704987496
matching_001,1,quadratic_matching,balanced_p0,balanced,0,2,4609152,0,1.6805879251410982,1.6805879251410982,1.0,28,14,8,8,0,4,2.598076211353316,2.5980762113533165,0.25,0.5,0.25,0.07818718103226274
matching_001,1,quadratic_matching,balanced_p0,balanced,0,2,4609152,2,0.24999999999999997,0.24999999999999997,1.0,28,14,8,8,0,4,2.598076211353316,2.5980762113533165,0.25,0.5,0.25,0.0781981460750103
matching_001,1,quadratic_matching,balanced_p0,balanced,0,2,4609152,8,0.25,0.25,1.0,28,14,8,8,0,4,2.598076211353316,2.5980762113533165,0.25,0.5,0.25,0.07820590503979474
matching_001,1,quadratic_matching,balanced_p0,balanced,0,2,4609152,32,0.25,0.25,1.0,28,14,8,8,0,4,2.598076211353316,2.5980762113533165,0.25,0.5,0.25,0.07821342104580253
matching_001,1,quadratic_matching,balanced_p0,balanced,0,3,4609153,0,1.083941582540306,1.083941582540306,1.0,28,14,8,8,0,4,2.598076211353316,6.511290484383017,0.25,0.5,0.25,0.07821114803664386
matching_001,1,quadratic_matching,balanced_p0,balanced,0,3,4609153,2,0.25,0.25,1.0,28,14,8,8,0,4,2.598076211353316,6.511290484383017,0.25,0.5,0.25,0.07822312007192522
matching_001,1,quadratic_matching,balanced_p0,balanced,0,3,4609153,8,0.25,0.25,1.0,28,14,8,8,0,4,2.598076211353316,6.511290484383017,0.25,0.5,0.25,0.07823111000470817
matching_001,1,quadratic_matching,balanced_p0,balanced,0,3,4609153,32,0.25,0.25,1.0,28,14,8,8,0,4,2.598076211353316,6.511290484383017,0.25,0.5,0.25,0.07823866000398993
matching_001,1,quadratic_matching,balanced_p1,balanced,1,0,4609150,0,1.094112115897133,1.094112115897133,1.0,28,14,8,8,33,2,2.5000000000000004,2.685746949837545,0.5,2.0,0.5,0.07707193598616868
matching_001,1,quadratic_matching,balanced_p1,balanced,1,0,4609150,2,0.8634766452475777,0.8634766452475777,1.0,28,14,8,8,33,2,2.5000000000000004,2.685746949837545,0.5,2.0,0.5,0.07708365400321782
matching_001,1,quadratic_matching,balanced_p1,balanced,1,0,4609150,8,0.75,0.75,1.0,28,14,8,8,33,2,2.5000000000000004,2.685746949837545,0.5,2.0,0.5,0.07709132099989802
matching_001,1,quadratic_matching,balanced_p1,balanced,1,0,4609150,32,0.75,0.75,1.0,28,14,8,8,33,2,2.5000000000000004,2.685746949837545,0.5,2.0,0.5,0.07711432408541441
matching_001,1,quadratic_matching,balanced_p1,balanced,1,1,4609151,0,1.0158916124200807,1.0158916124200807,1.0,28,14,8,8,0,4,2.5,12.306456790675922,0.5,2.0,0.5,0.07687950308900326
matching_001,1,quadratic_matching,balanced_p1,balanced,1,1,4609151,2,0.7500000243442768,0.7500000243442768,1.0,28,14,8,8,0,4,2.5,12.306456790675922,0.5,2.0,0.5,0.07689071702770889
matching_001,1,quadratic_matching,balanced_p1,balanced,1,1,4609151,8,0.75,0.75,1.0,28,14,8,8,0,4,2.5,12.306456790675922,0.5,2.0,0.5,0.07689860707614571
matching_001,1,quadratic_matching,balanced_p1,balanced,1,1,4609151,32,0.75,0.75,1.0,28,14,8,8,0,4,2.5,12.306456790675922,0.5,2.0,0.5,0.07690615602768958
matching_001,1,quadratic_matching,balanced_p1,balanced,1,2,4609152,0,1.4455829394456756,1.4455829394456756,1.0,28,14,8,8,0,4,2.4999999999999996,4.421234423320641,0.5,2.0,0.5,0.07760471291840076
matching_001,1,quadratic_matching,balanced_p1,balanced,1,2,4609152,2,0.7741591497728527,0.7741591497728527,1.0,28,14,8,8,0,4,2.4999999999999996,4.421234423320641,0.5,2.0,0.5,0.07761652197223157
matching_001,1,quadratic_matching,balanced_p1,balanced,1,2,4609152,8,0.75,0.75,1.0,28,14,8,8,0,4,2.4999999999999996,4.421234423320641,0.5,2.0,0.5,0.07762425392866135
matching_001,1,quadratic_matching,balanced_p1,balanced,1,2,4609152,32,0.75,0.75,1.0,28,14,8,8,0,4,2.4999999999999996,4.421234423320641,0.5,2.0,0.5,0.07763153593987226
matching_001,1,quadratic_matching,balanced_p1,balanced,1,3,4609153,0,1.1830045526812087,1.1830045526812087,1.0,28,14,8,8,0,4,2.5,2.704129745307765,0.5,2.0,0.5,0.07752615795470774
matching_001,1,quadratic_matching,balanced_p1,balanced,1,3,4609153,2,0.75,0.75,1.0,28,14,8,8,0,4,2.5,2.704129745307765,0.5,2.0,0.5,0.07753718597814441
matching_001,1,quadratic_matching,balanced_p1,balanced,1,3,4609153,8,0.75,0.75,1.0,28,14,8,8,0,4,2.5,2.704129745307765,0.5,2.0,0.5,0.07754486193880439
matching_001,1,quadratic_matching,balanced_p1,balanced,1,3,4609153,32,0.75,0.75,1.0,28,14,8,8,0,4,2.5,2.704129745307765,0.5,2.0,0.5,0.07755206304136664
matching_001,1,quadratic_matching,balanced_p2,balanced,2,0,4609150,0,1.1603499564621482,1.1603499564621482,1.0,28,14,8,8,28,0,2.3452078799117144,2.875492954633697,0.5,1.75,0.5,0.07713488303124905
matching_001,1,quadratic_matching,balanced_p2,balanced,2,0,4609150,2,0.5109804528933751,0.5109804528933751,1.0,28,14,8,8,28,0,2.3452078799117144,2.875492954633697,0.5,1.75,0.5,0.07715375197585672
matching_001,1,quadratic_matching,balanced_p2,balanced,2,0,4609150,8,0.5,0.5,1.0,28,14,8,8,28,0,2.3452078799117144,2.875492954633697,0.5,1.75,0.5,0.07716188696213067
matching_001,1,quadratic_matching,balanced_p2,balanced,2,0,4609150,32,0.5,0.5,1.0,28,14,8,8,28,0,2.3452078799117144,2.875492954633697,0.5,1.75,0.5,0.07716958492528647
matching_001,1,quadratic_matching,balanced_p2,balanced,2,1,4609151,0,1.0214207372491864,1.0214207372491864,1.0,28,14,8,8,0,4,2.5,13.223408093730495,0.5,1.75,0.5,0.0772217019693926
matching_001,1,quadratic_matching,balanced_p2,balanced,2,1,4609151,2,0.7500000000000002,0.7500000000000002,1.0,28,14,8,8,0,4,2.5,13.223408093730495,0.5,1.75,0.5,0.07723250892013311
matching_001,1,quadratic_matching,balanced_p2,balanced,2,1,4609151,8,0.75,0.75,1.0,28,14,8,8,0,4,2.5,13.223408093730495,0.5,1.75,0.5,0.07724036800209433
matching_001,1,quadratic_matching,balanced_p2,balanced,2,1,4609151,32,0.75,0.75,1.0,28,14,8,8,0,4,2.5,13.223408093730495,0.5,1.75,0.5,0.07724760589189827
matching_001,1,quadratic_matching,balanced_p2,balanced,2,2,4609152,0,1.4829934111159218,1.4829934111159218,1.0,28,14,8,8,26,4,2.5,4.062095505596896,0.5,1.75,0.5,0.07709323090966791
matching_001,1,quadratic_matching,balanced_p2,balanced,2,2,4609152,2,0.76078403820405,0.76078403820405,1.0,28,14,8,8,26,4,2.5,4.062095505596896,0.5,1.75,0.5,0.0771053199423477
