arm,policy,rank,noise_sd,angle_pi,regret,test_loss,penalized_test_loss
joint_forward_feedback,development_best,1,0.75,0.375,0.07430756007994757,0.2885161454526962,0.37241549271127206
joint_forward_feedback,development_best,2,0.0,0.125,0.059999999999999956,1.3554811439446616e-18,0.0838993472585758
joint_forward_feedback,development_best,2,0.0,0.375,0.05981659459880432,3.093081237355131e-13,0.08389934725888512
joint_forward_feedback,development_best,2,0.75,0.125,0.060741312337665776,0.29127654180511664,0.3751758890636925
joint_forward_feedback,development_best,2,0.75,0.375,0.06288589806187403,0.28992941767901403,0.3738287649375899
joint_forward_feedback,development_best,4,0.0,0.125,0.03999999123347971,4.580851017308891e-09,0.08389935183942683
joint_forward_feedback,development_best,4,0.0,0.375,0.03616695554309274,4.538657889070555e-07,0.08389980112436471
joint_forward_feedback,development_best,4,0.75,0.125,0.0402771915955833,0.28979946541213514,0.373698812670711
joint_forward_feedback,development_best,4,0.75,0.375,0.03792219690420199,0.2887728388017262,0.37267218606030206
joint_forward_feedback,development_best,8,0.0,0.125,3.9561830304371545e-05,0.000998261737913385,0.08489760899648927
joint_forward_feedback,development_best,8,0.0,0.375,3.132323089670014e-05,0.001017780411114745,0.0849171276696906
joint_forward_feedback,development_best,8,0.75,0.125,4.883740929426117e-06,0.29480225716288155,0.3787016044214574
joint_forward_feedback,development_best,8,0.75,0.375,0.0,0.2946143379042313,0.3785136851628072
joint_forward_feedback,maximum_budget,1,0.0,0.125,0.06999999999999999,4.979043534058946e-32,0.0838993472585758
joint_forward_feedback,maximum_budget,1,0.0,0.375,0.0699992985528687,3.967980644176942e-27,0.0838993472585758
joint_forward_feedback,maximum_budget,1,0.75,0.125,0.07083127678118561,0.2904132316379401,0.3743125788965159
joint_forward_feedback,maximum_budget,1,0.75,0.375,0.07430756007994757,0.2885161454526962,0.37241549271127206
joint_forward_feedback,maximum_budget,2,0.0,0.125,0.059999999999999956,1.3554811439446616e-18,0.0838993472585758
joint_forward_feedback,maximum_budget,2,0.0,0.375,0.05981659459880432,3.093081237355131e-13,0.08389934725888512
joint_forward_feedback,maximum_budget,2,0.75,0.125,0.060741312337665776,0.29127654180511664,0.3751758890636925
joint_forward_feedback,maximum_budget,2,0.75,0.375,0.06288589806187403,0.28992941767901403,0.3738287649375899
joint_forward_feedback,maximum_budget,4,0.0,0.125,0.03999999123347971,4.580851017308891e-09,0.08389935183942683
joint_forward_feedback,maximum_budget,4,0.0,0.375,0.03616695554309274,4.538657889070555e-07,0.08389980112436471
joint_forward_feedback,maximum_budget,4,0.75,0.125,0.0402771915955833,0.28979946541213514,0.373698812670711
joint_forward_feedback,maximum_budget,4,0.75,0.375,0.03792219690420199,0.2887728388017262,0.37267218606030206
joint_forward_feedback,maximum_budget,8,0.0,0.125,3.9561830304371545e-05,0.000998261737913385,0.08489760899648927
joint_forward_feedback,maximum_budget,8,0.0,0.375,3.132323089670014e-05,0.001017780411114745,0.0849171276696906
joint_forward_feedback,maximum_budget,8,0.75,0.125,4.883740929426117e-06,0.29480225716288155,0.3787016044214574
joint_forward_feedback,maximum_budget,8,0.75,0.375,0.0,0.2946143379042313,0.3785136851628072
joint_forward_feedback,moment_selector,1,0.0,0.125,0.04055480790742506,5.086214258861339e-32,0.05445415516600086
joint_forward_feedback,moment_selector,1,0.0,0.375,0.071546537701267,4.994396444193203e-32,0.0854465864069741
joint_forward_feedback,moment_selector,1,0.75,0.125,0.04041712489736044,0.29258830181421636,0.3438984270126907
joint_forward_feedback,moment_selector,1,0.75,0.375,0.07987431650807372,0.2925356627324241,0.3779822491393982
joint_forward_feedback,moment_selector,2,0.0,0.125,0.05369058746728215,4.241472089300948e-16,0.077589934725858
joint_forward_feedback,moment_selector,2,0.0,0.375,0.06349792651407749,2.0977272224308485e-20,0.08758067917415827
joint_forward_feedback,moment_selector,2,0.75,0.125,0.0507980230802282,0.29284769771746855,0.36523259980625494
joint_forward_feedback,moment_selector,2,0.75,0.375,0.06956871463934465,0.2929285338995866,0.3805115815150605
joint_forward_feedback,moment_selector,4,0.0,0.125,0.00220503133946322,1.204976330204611e-08,0.046104391945410335
joint_forward_feedback,moment_selector,4,0.0,0.375,0.035857095910733876,6.766148301460632e-09,0.08358994149200585
joint_forward_feedback,moment_selector,4,0.75,0.125,0.002284328241569389,0.28960156942105,0.33570594931669706
joint_forward_feedback,moment_selector,4,0.75,0.375,0.04292712323520152,0.29622363887394376,0.3776771123913016
joint_forward_feedback,moment_selector,8,0.0,0.125,0.26237612883779976,0.3090782158694504,0.34723417600398465
joint_forward_feedback,moment_selector,8,0.0,0.375,0.3008259992033501,0.35604656763841847,0.385711803642144
joint_forward_feedback,moment_selector,8,0.75,0.125,0.2468325344160225,0.5857833602361586,0.6255292550965504
joint_forward_feedback,moment_selector,8,0.75,0.375,0.3013605692301714,0.6522531764305797,0.6798742543929785
joint_forward_feedback,rank_only,1,0.0,0.125,0.011220053390893001,5.066921490056988e-32,0.025119400649468805
joint_forward_feedback,rank_only,1,0.0,0.375,0.011219381287227641,2.9343465935248447e-08,0.02511942999293474
joint_forward_feedback,rank_only,1,0.75,0.125,0.012697853233169368,0.29105975469903084,0.31617915534849966
joint_forward_feedback,rank_only,1,0.75,0.375,0.012531884606579053,0.2855204165884347,0.31063981723790357
joint_forward_feedback,rank_only,2,0.0,0.125,0.019999999999999973,1.3695655572789901e-17,0.04389934725857582
joint_forward_feedback,rank_only,2,0.0,0.375,0.01983635455775529,1.9759959260258295e-05,0.04391910721783608
joint_forward_feedback,rank_only,2,0.75,0.125,0.020434334878953693,0.2909695643464046,0.33486891160498045
joint_forward_feedback,rank_only,2,0.75,0.375,0.021408353637558705,0.2884518732546987,0.3323512205132746
joint_forward_feedback,rank_only,4,0.0,0.125,0.0,1.3347371288182174e-08,0.04389936060594711
joint_forward_feedback,rank_only,4,0.0,0.375,0.0010016217115807649,0.004835120034276869,0.04873446729285274
joint_forward_feedback,rank_only,4,0.75,0.125,0.0,0.2895222738165518,0.3334216210751277
joint_forward_feedback,rank_only,4,0.75,0.375,0.0009172000117026735,0.2917678419092269,0.33566718916780275
joint_forward_feedback,rank_only,8,0.0,0.125,3.9561830304371545e-05,0.000998261737913385,0.08489760899648927
joint_forward_feedback,rank_only,8,0.0,0.375,3.132323089670014e-05,0.001017780411114745,0.0849171276696906
joint_forward_feedback,rank_only,8,0.75,0.125,4.883740929426117e-06,0.29480225716288155,0.3787016044214574
joint_forward_feedback,rank_only,8,0.75,0.375,0.0,0.2946143379042313,0.3785136851628072
joint_forward_feedback,sampled_random,1,0.0,0.125,0.039819895519858574,5.023145719174483e-32,0.05371924277843437
joint_forward_feedback,sampled_random,1,0.0,0.375,0.02628423819323302,5.603924407479491e-08,0.040184286898940116
joint_forward_feedback,sampled_random,1,0.75,0.125,0.015554918435509078,0.2910172735268449,0.31903622055083936
joint_forward_feedback,sampled_random,1,0.75,0.375,0.030355757947061485,0.2872359630085144,0.328463690578386
joint_forward_feedback,sampled_random,2,0.0,0.125,0.06971640534191353,0.053890393471933404,0.09361575260048938
joint_forward_feedback,sampled_random,2,0.0,0.375,0.10744251218757432,0.09505532217672955,0.13152526484765512
joint_forward_feedback,sampled_random,2,0.75,0.125,0.0990391373572175,0.3707750070366457,0.4134737140832442
joint_forward_feedback,sampled_random,2,0.75,0.375,0.07330130654880915,0.3263551078238288,0.38424417342452505
joint_forward_feedback,sampled_random,4,0.0,0.125,0.1707131540779386,0.1705616949427307,0.2146125146838857
joint_forward_feedback,sampled_random,4,0.0,0.375,0.18987138886963237,0.1976297527934187,0.23760423445090434
joint_forward_feedback,sampled_random,4,0.75,0.125,0.1515666526519258,0.43651142362825224,0.48498827372705355
joint_forward_feedback,sampled_random,4,0.75,0.375,0.16335670613407044,0.4536367526192449,0.49810669529017054
joint_forward_feedback,sampled_random,8,0.0,0.125,0.1757772007096656,0.20778200144185094,0.2606352478758505
joint_forward_feedback,sampled_random,8,0.0,0.375,0.2031828549576465,0.24032511265987222,0.28806865939644044
joint_forward_feedback,sampled_random,8,0.75,0.125,0.2212865648527485,0.556918691571354,0.5999832855332764
joint_forward_feedback,sampled_random,8,0.75,0.375,0.22187350043083298,0.5581449818368662,0.6003871855936402
joint_forward_feedback,uniform_random_expectation,1,0.0,0.125,0.02907296385366534,5.053020240485273e-32,0.04297231111224114
joint_forward_feedback,uniform_random_expectation,1,0.0,0.375,0.029072340043122934,7.763658889030635e-08,0.04297238874883004
joint_forward_feedback,uniform_random_expectation,1,0.75,0.125,0.0307625764895675,0.2912715674926566,0.3342438786048978
joint_forward_feedback,uniform_random_expectation,1,0.75,0.375,0.03195453481182904,0.28709015633091234,0.3300624674431535
joint_forward_feedback,uniform_random_expectation,2,0.0,0.125,0.11021135701724201,0.09113839316357668,0.13411070427581787
joint_forward_feedback,uniform_random_expectation,2,0.0,0.375,0.09956550398308715,0.08067594553092679,0.12364825664316795
joint_forward_feedback,uniform_random_expectation,2,0.75,0.125,0.10869233476810677,0.3801546003818923,0.4231269114941335
joint_forward_feedback,uniform_random_expectation,2,0.75,0.375,0.10017538126697381,0.3681459370304485,0.4111182481426897
joint_forward_feedback,uniform_random_expectation,4,0.0,0.125,0.1808060427480773,0.18173309224178322,0.2247054033540244
joint_forward_feedback,uniform_random_expectation,4,0.0,0.375,0.16921407942240435,0.17397461389143515,0.21694692500367632
joint_forward_feedback,uniform_random_expectation,4,0.75,0.125,0.1766284118694031,0.46707772183228957,0.5100500329445308
joint_forward_feedback,uniform_random_expectation,4,0.75,0.375,0.16867964168363364,0.4604573197274925,0.5034296308397337
joint_forward_feedback,uniform_random_expectation,8,0.0,0.125,0.22626035905827352,0.2681460951122172,0.3111184062244584
joint_forward_feedback,uniform_random_expectation,8,0.0,0.375,0.22714937865723966,0.26906287198379236,0.31203518309603356
joint_forward_feedback,uniform_random_expectation,8,0.75,0.125,0.22148399431556384,0.5572084038838506,0.6001807149960918
joint_forward_feedback,uniform_random_expectation,8,0.75,0.375,0.2219810899071534,0.5575224639577193,0.6004947750699606
