task_id,arm,seed,rank,noise_sd,angle_pi,utility_vs_negative_loss_rho
s7210_r1_n000_a125,feedback_only,7210,1,0.0,0.125,-0.6356589147286823
s7210_r1_n000_a125,joint_forward_feedback,7210,1,0.0,0.125,0.33684210526315783
s7210_r1_n000_a375,feedback_only,7210,1,0.0,0.375,0.9054263565891475
s7210_r1_n000_a375,joint_forward_feedback,7210,1,0.0,0.375,0.9984962406015038
s7210_r1_n750_a125,feedback_only,7210,1,0.75,0.125,-1.0
s7210_r1_n750_a125,joint_forward_feedback,7210,1,0.75,0.125,-0.9969924812030074
s7210_r1_n750_a375,feedback_only,7210,1,0.75,0.375,-1.0
s7210_r1_n750_a375,joint_forward_feedback,7210,1,0.75,0.375,-0.9984962406015038
s7210_r2_n000_a125,feedback_only,7210,2,0.0,0.125,0.9860465116279072
s7210_r2_n000_a125,joint_forward_feedback,7210,2,0.0,0.125,0.9248120300751879
s7210_r2_n000_a375,feedback_only,7210,2,0.0,0.375,0.9441860465116282
s7210_r2_n000_a375,joint_forward_feedback,7210,2,0.0,0.375,0.9052631578947368
s7210_r2_n750_a125,feedback_only,7210,2,0.75,0.125,0.6527131782945736
s7210_r2_n750_a125,joint_forward_feedback,7210,2,0.75,0.125,0.732330827067669
s7210_r2_n750_a375,feedback_only,7210,2,0.75,0.375,0.5348837209302326
s7210_r2_n750_a375,joint_forward_feedback,7210,2,0.75,0.375,0.5458646616541353
s7210_r4_n000_a125,feedback_only,7210,4,0.0,0.125,0.9875968992248063
s7210_r4_n000_a125,joint_forward_feedback,7210,4,0.0,0.125,0.9729323308270676
s7210_r4_n000_a375,feedback_only,7210,4,0.0,0.375,0.9643410852713179
s7210_r4_n000_a375,joint_forward_feedback,7210,4,0.0,0.375,0.9383458646616539
s7210_r4_n750_a125,feedback_only,7210,4,0.75,0.125,0.9550387596899227
s7210_r4_n750_a125,joint_forward_feedback,7210,4,0.75,0.125,0.9067669172932331
s7210_r4_n750_a375,feedback_only,7210,4,0.75,0.375,0.9054263565891475
s7210_r4_n750_a375,joint_forward_feedback,7210,4,0.75,0.375,0.9142857142857143
s7210_r8_n000_a125,feedback_only,7210,8,0.0,0.125,0.9627906976744188
s7210_r8_n000_a125,joint_forward_feedback,7210,8,0.0,0.125,0.9473684210526315
s7210_r8_n000_a375,feedback_only,7210,8,0.0,0.375,0.972093023255814
s7210_r8_n000_a375,joint_forward_feedback,7210,8,0.0,0.375,0.9714285714285714
s7210_r8_n750_a125,feedback_only,7210,8,0.75,0.125,0.9550387596899227
s7210_r8_n750_a125,joint_forward_feedback,7210,8,0.75,0.125,0.9353383458646616
s7210_r8_n750_a375,feedback_only,7210,8,0.75,0.375,0.9410852713178296
s7210_r8_n750_a375,joint_forward_feedback,7210,8,0.75,0.375,0.9593984962406013
s7211_r1_n000_a125,feedback_only,7211,1,0.0,0.125,-0.6527131782945736
s7211_r1_n000_a125,joint_forward_feedback,7211,1,0.0,0.125,0.17525386722634312
s7211_r1_n000_a375,feedback_only,7211,1,0.0,0.375,0.9007751937984497
s7211_r1_n000_a375,joint_forward_feedback,7211,1,0.0,0.375,0.9894736842105262
s7211_r1_n750_a125,feedback_only,7211,1,0.75,0.125,-0.1674418604651163
s7211_r1_n750_a125,joint_forward_feedback,7211,1,0.75,0.125,-0.9804511278195487
s7211_r1_n750_a375,feedback_only,7211,1,0.75,0.375,0.8310077519379846
s7211_r1_n750_a375,joint_forward_feedback,7211,1,0.75,0.375,0.9067669172932331
s7211_r2_n000_a125,feedback_only,7211,2,0.0,0.125,0.9891472868217055
s7211_r2_n000_a125,joint_forward_feedback,7211,2,0.0,0.125,0.8766917293233082
s7211_r2_n000_a375,feedback_only,7211,2,0.0,0.375,0.9751937984496124
s7211_r2_n000_a375,joint_forward_feedback,7211,2,0.0,0.375,0.9714285714285714
s7211_r2_n750_a125,feedback_only,7211,2,0.75,0.125,0.7534883720930234
s7211_r2_n750_a125,joint_forward_feedback,7211,2,0.75,0.125,0.7744360902255639
s7211_r2_n750_a375,feedback_only,7211,2,0.75,0.375,0.64031007751938
s7211_r2_n750_a375,joint_forward_feedback,7211,2,0.75,0.375,0.675187969924812
s7211_r4_n000_a125,feedback_only,7211,4,0.0,0.125,0.9875968992248063
s7211_r4_n000_a125,joint_forward_feedback,7211,4,0.0,0.125,0.9669172932330825
s7211_r4_n000_a375,feedback_only,7211,4,0.0,0.375,0.9782945736434111
s7211_r4_n000_a375,joint_forward_feedback,7211,4,0.0,0.375,0.9819548872180449
s7211_r4_n750_a125,feedback_only,7211,4,0.75,0.125,0.9612403100775194
s7211_r4_n750_a125,joint_forward_feedback,7211,4,0.75,0.125,0.9112781954887217
s7211_r4_n750_a375,feedback_only,7211,4,0.75,0.375,0.9550387596899227
s7211_r4_n750_a375,joint_forward_feedback,7211,4,0.75,0.375,0.9097744360902256
s7211_r8_n000_a125,feedback_only,7211,8,0.0,0.125,0.9906976744186047
s7211_r8_n000_a125,joint_forward_feedback,7211,8,0.0,0.125,0.9533834586466164
s7211_r8_n000_a375,feedback_only,7211,8,0.0,0.375,0.9565891472868218
s7211_r8_n000_a375,joint_forward_feedback,7211,8,0.0,0.375,0.9248120300751879
s7211_r8_n750_a125,feedback_only,7211,8,0.75,0.125,0.972093023255814
s7211_r8_n750_a125,joint_forward_feedback,7211,8,0.75,0.125,0.9157894736842105
s7211_r8_n750_a375,feedback_only,7211,8,0.75,0.375,0.9612403100775194
s7211_r8_n750_a375,joint_forward_feedback,7211,8,0.75,0.375,0.9278195488721804
s7212_r1_n000_a125,feedback_only,7212,1,0.0,0.125,0.4186046511627907
s7212_r1_n000_a125,joint_forward_feedback,7212,1,0.0,0.125,0.34586466165413526
s7212_r1_n000_a375,feedback_only,7212,1,0.0,0.375,0.9767441860465117
s7212_r1_n000_a375,joint_forward_feedback,7212,1,0.0,0.375,0.9774436090225563
s7212_r1_n750_a125,feedback_only,7212,1,0.75,0.125,-1.0
s7212_r1_n750_a125,joint_forward_feedback,7212,1,0.75,0.125,0.669172932330827
s7212_r1_n750_a375,feedback_only,7212,1,0.75,0.375,-0.951937984496124
s7212_r1_n750_a375,joint_forward_feedback,7212,1,0.75,0.375,-0.8451127819548873
s7212_r2_n000_a125,feedback_only,7212,2,0.0,0.125,0.9968992248062016
s7212_r2_n000_a125,joint_forward_feedback,7212,2,0.0,0.125,0.9533834586466164
s7212_r2_n000_a375,feedback_only,7212,2,0.0,0.375,0.9968992248062016
s7212_r2_n000_a375,joint_forward_feedback,7212,2,0.0,0.375,0.9518796992481202
s7212_r2_n750_a125,feedback_only,7212,2,0.75,0.125,0.6000000000000001
s7212_r2_n750_a125,joint_forward_feedback,7212,2,0.75,0.125,0.7654135338345864
s7212_r2_n750_a375,feedback_only,7212,2,0.75,0.375,0.4186046511627907
s7212_r2_n750_a375,joint_forward_feedback,7212,2,0.75,0.375,0.6045112781954887
s7212_r4_n000_a125,feedback_only,7212,4,0.0,0.125,0.9875968992248063
s7212_r4_n000_a125,joint_forward_feedback,7212,4,0.0,0.125,0.9578947368421054
s7212_r4_n000_a375,feedback_only,7212,4,0.0,0.375,0.9860465116279072
s7212_r4_n000_a375,joint_forward_feedback,7212,4,0.0,0.375,0.9383458646616539
s7212_r4_n750_a125,feedback_only,7212,4,0.75,0.125,0.9596899224806201
s7212_r4_n750_a125,joint_forward_feedback,7212,4,0.75,0.125,0.8977443609022555
s7212_r4_n750_a375,feedback_only,7212,4,0.75,0.375,0.9565891472868218
s7212_r4_n750_a375,joint_forward_feedback,7212,4,0.75,0.375,0.8932330827067668
s7212_r8_n000_a125,feedback_only,7212,8,0.0,0.125,0.9534883720930233
s7212_r8_n000_a125,joint_forward_feedback,7212,8,0.0,0.125,0.9624060150375938
s7212_r8_n000_a375,feedback_only,7212,8,0.0,0.375,0.9457364341085271
s7212_r8_n000_a375,joint_forward_feedback,7212,8,0.0,0.375,0.9082706766917292
s7212_r8_n750_a125,feedback_only,7212,8,0.75,0.125,0.951937984496124
s7212_r8_n750_a125,joint_forward_feedback,7212,8,0.75,0.125,0.8992481203007519
s7212_r8_n750_a375,feedback_only,7212,8,0.75,0.375,0.9488372093023256
s7212_r8_n750_a375,joint_forward_feedback,7212,8,0.75,0.375,0.8796992481203006
s7213_r1_n000_a125,feedback_only,7213,1,0.0,0.125,0.392248062015504
s7213_r1_n000_a125,joint_forward_feedback,7213,1,0.0,0.125,-0.07368421052631578
s7213_r1_n000_a375,feedback_only,7213,1,0.0,0.375,0.8790697674418606
s7213_r1_n000_a375,joint_forward_feedback,7213,1,0.0,0.375,0.9894736842105262
s7213_r1_n750_a125,feedback_only,7213,1,0.75,0.125,-1.0
s7213_r1_n750_a125,joint_forward_feedback,7213,1,0.75,0.125,-0.9819548872180449
s7213_r1_n750_a375,feedback_only,7213,1,0.75,0.375,-1.0
s7213_r1_n750_a375,joint_forward_feedback,7213,1,0.75,0.375,-0.9969924812030074
s7213_r2_n000_a125,feedback_only,7213,2,0.0,0.125,0.9798449612403102
s7213_r2_n000_a125,joint_forward_feedback,7213,2,0.0,0.125,0.9338345864661652
s7213_r2_n000_a375,feedback_only,7213,2,0.0,0.375,0.9410852713178296
s7213_r2_n000_a375,joint_forward_feedback,7213,2,0.0,0.375,0.9308270676691727
s7213_r2_n750_a125,feedback_only,7213,2,0.75,0.125,0.4310077519379845
s7213_r2_n750_a125,joint_forward_feedback,7213,2,0.75,0.125,0.6902255639097743
s7213_r2_n750_a375,feedback_only,7213,2,0.75,0.375,0.5333333333333334
s7213_r2_n750_a375,joint_forward_feedback,7213,2,0.75,0.375,0.5323308270676691
s7213_r4_n000_a125,feedback_only,7213,4,0.0,0.125,0.9906976744186047
s7213_r4_n000_a125,joint_forward_feedback,7213,4,0.0,0.125,0.9624060150375938
s7213_r4_n000_a375,feedback_only,7213,4,0.0,0.375,0.970542635658915
s7213_r4_n000_a375,joint_forward_feedback,7213,4,0.0,0.375,0.9518796992481202
s7213_r4_n750_a125,feedback_only,7213,4,0.75,0.125,0.9612403100775194
s7213_r4_n750_a125,joint_forward_feedback,7213,4,0.75,0.125,0.900751879699248
s7213_r4_n750_a375,feedback_only,7213,4,0.75,0.375,0.9441860465116282
s7213_r4_n750_a375,joint_forward_feedback,7213,4,0.75,0.375,0.9142857142857143
s7213_r8_n000_a125,feedback_only,7213,8,0.0,0.125,0.9550387596899227
s7213_r8_n000_a125,joint_forward_feedback,7213,8,0.0,0.125,0.9338345864661652
s7213_r8_n000_a375,feedback_only,7213,8,0.0,0.375,0.9875968992248063
s7213_r8_n000_a375,joint_forward_feedback,7213,8,0.0,0.375,0.9684210526315788
s7213_r8_n750_a125,feedback_only,7213,8,0.75,0.125,0.9689922480620156
s7213_r8_n750_a125,joint_forward_feedback,7213,8,0.75,0.125,0.9368421052631578
s7213_r8_n750_a375,feedback_only,7213,8,0.75,0.375,0.950387596899225
s7213_r8_n750_a375,joint_forward_feedback,7213,8,0.75,0.375,0.9308270676691727
s7214_r1_n000_a125,feedback_only,7214,1,0.0,0.125,-0.8868217054263567
s7214_r1_n000_a125,joint_forward_feedback,7214,1,0.0,0.125,0.3699248120300751
s7214_r1_n000_a375,feedback_only,7214,1,0.0,0.375,0.8558139534883722
s7214_r1_n000_a375,joint_forward_feedback,7214,1,0.0,0.375,0.9729323308270676
s7214_r1_n750_a125,feedback_only,7214,1,0.75,0.125,-1.0
s7214_r1_n750_a125,joint_forward_feedback,7214,1,0.75,0.125,-0.9894736842105262
s7214_r1_n750_a375,feedback_only,7214,1,0.75,0.375,-1.0
s7214_r1_n750_a375,joint_forward_feedback,7214,1,0.75,0.375,-0.9879699248120299
s7214_r2_n000_a125,feedback_only,7214,2,0.0,0.125,0.992248062015504
s7214_r2_n000_a125,joint_forward_feedback,7214,2,0.0,0.125,0.9533834586466164
s7214_r2_n000_a375,feedback_only,7214,2,0.0,0.375,0.9782945736434111
s7214_r2_n000_a375,joint_forward_feedback,7214,2,0.0,0.375,0.9729323308270676
s7214_r2_n750_a125,feedback_only,7214,2,0.75,0.125,0.8403100775193799
s7214_r2_n750_a125,joint_forward_feedback,7214,2,0.75,0.125,0.8541353383458646
s7214_r2_n750_a375,feedback_only,7214,2,0.75,0.375,0.29457364341085274
s7214_r2_n750_a375,joint_forward_feedback,7214,2,0.75,0.375,0.38796992481203
s7214_r4_n000_a125,feedback_only,7214,4,0.0,0.125,0.9937984496124034
s7214_r4_n000_a125,joint_forward_feedback,7214,4,0.0,0.125,0.9413533834586465
s7214_r4_n000_a375,feedback_only,7214,4,0.0,0.375,0.9565891472868218
s7214_r4_n000_a375,joint_forward_feedback,7214,4,0.0,0.375,0.9203007518796992
s7214_r4_n750_a125,feedback_only,7214,4,0.75,0.125,0.9689922480620156
s7214_r4_n750_a125,joint_forward_feedback,7214,4,0.75,0.125,0.9278195488721804
s7214_r4_n750_a375,feedback_only,7214,4,0.75,0.375,0.8573643410852715
s7214_r4_n750_a375,joint_forward_feedback,7214,4,0.75,0.375,0.8977443609022555
s7214_r8_n000_a125,feedback_only,7214,8,0.0,0.125,0.9472868217054266
s7214_r8_n000_a125,joint_forward_feedback,7214,8,0.0,0.125,0.9398496240601503
s7214_r8_n000_a375,feedback_only,7214,8,0.0,0.375,0.9643410852713179
s7214_r8_n000_a375,joint_forward_feedback,7214,8,0.0,0.375,0.9639097744360902
s7214_r8_n750_a125,feedback_only,7214,8,0.75,0.125,0.9658914728682173
s7214_r8_n750_a125,joint_forward_feedback,7214,8,0.75,0.125,0.918796992481203
s7214_r8_n750_a375,feedback_only,7214,8,0.75,0.375,0.9534883720930233
s7214_r8_n750_a375,joint_forward_feedback,7214,8,0.75,0.375,0.9233082706766916
s7215_r1_n000_a125,feedback_only,7215,1,0.0,0.125,0.2666666666666667
s7215_r1_n000_a125,joint_forward_feedback,7215,1,0.0,0.125,0.21436631828114935
s7215_r1_n000_a375,feedback_only,7215,1,0.0,0.375,0.8604651162790699
s7215_r1_n000_a375,joint_forward_feedback,7215,1,0.0,0.375,0.9909774436090225
s7215_r1_n750_a125,feedback_only,7215,1,0.75,0.125,-1.0
s7215_r1_n750_a125,joint_forward_feedback,7215,1,0.75,0.125,-0.9834586466165413
s7215_r1_n750_a375,feedback_only,7215,1,0.75,0.375,-1.0
s7215_r1_n750_a375,joint_forward_feedback,7215,1,0.75,0.375,-1.0
s7215_r2_n000_a125,feedback_only,7215,2,0.0,0.125,0.9891472868217055
s7215_r2_n000_a125,joint_forward_feedback,7215,2,0.0,0.125,0.9398496240601503
s7215_r2_n000_a375,feedback_only,7215,2,0.0,0.375,0.9813953488372094
s7215_r2_n000_a375,joint_forward_feedback,7215,2,0.0,0.375,0.9443609022556391
s7215_r2_n750_a125,feedback_only,7215,2,0.75,0.125,0.6790697674418605
s7215_r2_n750_a125,joint_forward_feedback,7215,2,0.75,0.125,0.7774436090225564
s7215_r2_n750_a375,feedback_only,7215,2,0.75,0.375,0.4790697674418606
s7215_r2_n750_a375,joint_forward_feedback,7215,2,0.75,0.375,0.5503759398496241
s7215_r4_n000_a125,feedback_only,7215,4,0.0,0.125,0.9829457364341085
s7215_r4_n000_a125,joint_forward_feedback,7215,4,0.0,0.125,0.9669172932330825
s7215_r4_n000_a375,feedback_only,7215,4,0.0,0.375,0.9643410852713179
s7215_r4_n000_a375,joint_forward_feedback,7215,4,0.0,0.375,0.9518796992481202
s7215_r4_n750_a125,feedback_only,7215,4,0.75,0.125,0.9271317829457366
s7215_r4_n750_a125,joint_forward_feedback,7215,4,0.75,0.125,0.9157894736842105
s7215_r4_n750_a375,feedback_only,7215,4,0.75,0.375,0.8418604651162792
s7215_r4_n750_a375,joint_forward_feedback,7215,4,0.75,0.375,0.8646616541353382
s7215_r8_n000_a125,feedback_only,7215,8,0.0,0.125,0.972093023255814
s7215_r8_n000_a125,joint_forward_feedback,7215,8,0.0,0.125,0.9428571428571428
s7215_r8_n000_a375,feedback_only,7215,8,0.0,0.375,0.9643410852713179
s7215_r8_n000_a375,joint_forward_feedback,7215,8,0.0,0.375,0.9443609022556391
s7215_r8_n750_a125,feedback_only,7215,8,0.75,0.125,0.970542635658915
s7215_r8_n750_a125,joint_forward_feedback,7215,8,0.75,0.125,0.9233082706766916
s7215_r8_n750_a375,feedback_only,7215,8,0.75,0.375,0.970542635658915
s7215_r8_n750_a375,joint_forward_feedback,7215,8,0.75,0.375,0.9157894736842105
s7216_r1_n000_a125,feedback_only,7216,1,0.0,0.125,0.262015503875969
s7216_r1_n000_a125,joint_forward_feedback,7216,1,0.0,0.125,0.07371192698790399
s7216_r1_n000_a375,feedback_only,7216,1,0.0,0.375,0.9984496124031008
s7216_r1_n000_a375,joint_forward_feedback,7216,1,0.0,0.375,0.9714285714285714
s7216_r1_n750_a125,feedback_only,7216,1,0.75,0.125,-1.0
s7216_r1_n750_a125,joint_forward_feedback,7216,1,0.75,0.125,-0.9849624060150375
s7216_r1_n750_a375,feedback_only,7216,1,0.75,0.375,-1.0
s7216_r1_n750_a375,joint_forward_feedback,7216,1,0.75,0.375,-0.9954887218045112
s7216_r2_n000_a125,feedback_only,7216,2,0.0,0.125,0.9937984496124034
s7216_r2_n000_a125,joint_forward_feedback,7216,2,0.0,0.125,0.9263157894736842
s7216_r2_n000_a375,feedback_only,7216,2,0.0,0.375,0.9596899224806201
s7216_r2_n000_a375,joint_forward_feedback,7216,2,0.0,0.375,0.9293233082706768
s7216_r2_n750_a125,feedback_only,7216,2,0.75,0.125,0.6589147286821706
s7216_r2_n750_a125,joint_forward_feedback,7216,2,0.75,0.125,0.7293233082706766
s7216_r2_n750_a375,feedback_only,7216,2,0.75,0.375,0.5937984496124031
s7216_r2_n750_a375,joint_forward_feedback,7216,2,0.75,0.375,0.6180451127819548
s7216_r4_n000_a125,feedback_only,7216,4,0.0,0.125,0.9798449612403102
s7216_r4_n000_a125,joint_forward_feedback,7216,4,0.0,0.125,0.9383458646616539
s7216_r4_n000_a375,feedback_only,7216,4,0.0,0.375,0.9937984496124034
s7216_r4_n000_a375,joint_forward_feedback,7216,4,0.0,0.375,0.9819548872180449
s7216_r4_n750_a125,feedback_only,7216,4,0.75,0.125,0.9565891472868218
s7216_r4_n750_a125,joint_forward_feedback,7216,4,0.75,0.125,0.9293233082706768
s7216_r4_n750_a375,feedback_only,7216,4,0.75,0.375,0.9379844961240312
s7216_r4_n750_a375,joint_forward_feedback,7216,4,0.75,0.375,0.9428571428571428
s7216_r8_n000_a125,feedback_only,7216,8,0.0,0.125,0.9581395348837212
s7216_r8_n000_a125,joint_forward_feedback,7216,8,0.0,0.125,0.9533834586466164
s7216_r8_n000_a375,feedback_only,7216,8,0.0,0.375,0.9534883720930233
s7216_r8_n000_a375,joint_forward_feedback,7216,8,0.0,0.375,0.9353383458646616
s7216_r8_n750_a125,feedback_only,7216,8,0.75,0.125,0.9565891472868218
s7216_r8_n750_a125,joint_forward_feedback,7216,8,0.75,0.125,0.9142857142857143
s7216_r8_n750_a375,feedback_only,7216,8,0.75,0.375,0.9689922480620156
s7216_r8_n750_a375,joint_forward_feedback,7216,8,0.75,0.375,0.9052631578947368
s7217_r1_n000_a125,feedback_only,7217,1,0.0,0.125,0.38449612403100786
s7217_r1_n000_a125,joint_forward_feedback,7217,1,0.0,0.125,-0.06468597674448717
s7217_r1_n000_a375,feedback_only,7217,1,0.0,0.375,0.7798449612403101
s7217_r1_n000_a375,joint_forward_feedback,7217,1,0.0,0.375,0.9789473684210527
s7217_r1_n750_a125,feedback_only,7217,1,0.75,0.125,-1.0
s7217_r1_n750_a125,joint_forward_feedback,7217,1,0.75,0.125,-0.9879699248120299
s7217_r1_n750_a375,feedback_only,7217,1,0.75,0.375,-1.0
s7217_r1_n750_a375,joint_forward_feedback,7217,1,0.75,0.375,-0.9984962406015038
s7217_r2_n000_a125,feedback_only,7217,2,0.0,0.125,0.992248062015504
s7217_r2_n000_a125,joint_forward_feedback,7217,2,0.0,0.125,0.9263157894736842
s7217_r2_n000_a375,feedback_only,7217,2,0.0,0.375,0.9627906976744188
s7217_r2_n000_a375,joint_forward_feedback,7217,2,0.0,0.375,0.9413533834586465
s7217_r2_n750_a125,feedback_only,7217,2,0.75,0.125,0.8356589147286823
s7217_r2_n750_a125,joint_forward_feedback,7217,2,0.75,0.125,0.7819548872180451
s7217_r2_n750_a375,feedback_only,7217,2,0.75,0.375,0.4248062015503877
s7217_r2_n750_a375,joint_forward_feedback,7217,2,0.75,0.375,0.4300751879699248
s7217_r4_n000_a125,feedback_only,7217,4,0.0,0.125,0.9813953488372094
s7217_r4_n000_a125,joint_forward_feedback,7217,4,0.0,0.125,0.9669172932330825
s7217_r4_n000_a375,feedback_only,7217,4,0.0,0.375,0.9813953488372094
s7217_r4_n000_a375,joint_forward_feedback,7217,4,0.0,0.375,0.9624060150375938
s7217_r4_n750_a125,feedback_only,7217,4,0.75,0.125,0.9550387596899227
s7217_r4_n750_a125,joint_forward_feedback,7217,4,0.75,0.125,0.9127819548872179
s7217_r4_n750_a375,feedback_only,7217,4,0.75,0.375,0.9271317829457366
s7217_r4_n750_a375,joint_forward_feedback,7217,4,0.75,0.375,0.9142857142857143
s7217_r8_n000_a125,feedback_only,7217,8,0.0,0.125,0.9441860465116282
s7217_r8_n000_a125,joint_forward_feedback,7217,8,0.0,0.125,0.9488721804511278
s7217_r8_n000_a375,feedback_only,7217,8,0.0,0.375,0.9658914728682173
s7217_r8_n000_a375,joint_forward_feedback,7217,8,0.0,0.375,0.9518796992481202
s7217_r8_n750_a125,feedback_only,7217,8,0.75,0.125,0.9488372093023256
s7217_r8_n750_a125,joint_forward_feedback,7217,8,0.75,0.125,0.9338345864661652
s7217_r8_n750_a375,feedback_only,7217,8,0.75,0.375,0.9674418604651163
s7217_r8_n750_a375,joint_forward_feedback,7217,8,0.75,0.375,0.9308270676691727
s7218_r1_n000_a125,feedback_only,7218,1,0.0,0.125,-0.6139534883720931
s7218_r1_n000_a125,joint_forward_feedback,7218,1,0.0,0.125,0.17744360902255638
s7218_r1_n000_a375,feedback_only,7218,1,0.0,0.375,0.9457364341085271
s7218_r1_n000_a375,joint_forward_feedback,7218,1,0.0,0.375,0.9909774436090225
s7218_r1_n750_a125,feedback_only,7218,1,0.75,0.125,-1.0
s7218_r1_n750_a125,joint_forward_feedback,7218,1,0.75,0.125,-0.9864661654135337
s7218_r1_n750_a375,feedback_only,7218,1,0.75,0.375,-1.0
s7218_r1_n750_a375,joint_forward_feedback,7218,1,0.75,0.375,-0.9924812030075187
s7218_r2_n000_a125,feedback_only,7218,2,0.0,0.125,0.9953488372093025
s7218_r2_n000_a125,joint_forward_feedback,7218,2,0.0,0.125,0.9518796992481202
s7218_r2_n000_a375,feedback_only,7218,2,0.0,0.375,0.9379844961240312
s7218_r2_n000_a375,joint_forward_feedback,7218,2,0.0,0.375,0.9142857142857143
s7218_r2_n750_a125,feedback_only,7218,2,0.75,0.125,0.5813953488372093
s7218_r2_n750_a125,joint_forward_feedback,7218,2,0.75,0.125,0.7654135338345864
s7218_r2_n750_a375,feedback_only,7218,2,0.75,0.375,0.1751937984496124
s7218_r2_n750_a375,joint_forward_feedback,7218,2,0.75,0.375,0.23909774436090225
s7218_r4_n000_a125,feedback_only,7218,4,0.0,0.125,0.9860465116279072
s7218_r4_n000_a125,joint_forward_feedback,7218,4,0.0,0.125,0.9503759398496241
s7218_r4_n000_a375,feedback_only,7218,4,0.0,0.375,0.950387596899225
s7218_r4_n000_a375,joint_forward_feedback,7218,4,0.0,0.375,0.9353383458646616
s7218_r4_n750_a125,feedback_only,7218,4,0.75,0.125,0.9596899224806201
s7218_r4_n750_a125,joint_forward_feedback,7218,4,0.75,0.125,0.9112781954887217
s7218_r4_n750_a375,feedback_only,7218,4,0.75,0.375,0.8263565891472869
s7218_r4_n750_a375,joint_forward_feedback,7218,4,0.75,0.375,0.8676691729323308
s7218_r8_n000_a125,feedback_only,7218,8,0.0,0.125,0.972093023255814
s7218_r8_n000_a125,joint_forward_feedback,7218,8,0.0,0.125,0.956390977443609
s7218_r8_n000_a375,feedback_only,7218,8,0.0,0.375,0.9612403100775194
s7218_r8_n000_a375,joint_forward_feedback,7218,8,0.0,0.375,0.9473684210526315
s7218_r8_n750_a125,feedback_only,7218,8,0.75,0.125,0.9596899224806201
s7218_r8_n750_a125,joint_forward_feedback,7218,8,0.75,0.125,0.9082706766917292
s7218_r8_n750_a375,feedback_only,7218,8,0.75,0.375,0.9565891472868218
s7218_r8_n750_a375,joint_forward_feedback,7218,8,0.75,0.375,0.9157894736842105
s7219_r1_n000_a125,feedback_only,7219,1,0.0,0.125,0.4930232558139536
s7219_r1_n000_a125,joint_forward_feedback,7219,1,0.0,0.125,-0.04136893861566039
s7219_r1_n000_a375,feedback_only,7219,1,0.0,0.375,0.9953488372093025
s7219_r1_n000_a375,joint_forward_feedback,7219,1,0.0,0.375,0.9789473684210527
s7219_r1_n750_a125,feedback_only,7219,1,0.75,0.125,-1.0
s7219_r1_n750_a125,joint_forward_feedback,7219,1,0.75,0.125,-0.9924812030075187
s7219_r1_n750_a375,feedback_only,7219,1,0.75,0.375,-1.0
s7219_r1_n750_a375,joint_forward_feedback,7219,1,0.75,0.375,-0.9969924812030074
s7219_r2_n000_a125,feedback_only,7219,2,0.0,0.125,0.9937984496124034
s7219_r2_n000_a125,joint_forward_feedback,7219,2,0.0,0.125,0.9744360902255638
s7219_r2_n000_a375,feedback_only,7219,2,0.0,0.375,0.9565891472868218
s7219_r2_n000_a375,joint_forward_feedback,7219,2,0.0,0.375,0.9533834586466164
s7219_r2_n750_a125,feedback_only,7219,2,0.75,0.125,0.5736434108527132
s7219_r2_n750_a125,joint_forward_feedback,7219,2,0.75,0.125,0.6075187969924812
s7219_r2_n750_a375,feedback_only,7219,2,0.75,0.375,0.44961240310077527
s7219_r2_n750_a375,joint_forward_feedback,7219,2,0.75,0.375,0.5022556390977443
s7219_r4_n000_a125,feedback_only,7219,4,0.0,0.125,0.9937984496124034
s7219_r4_n000_a125,joint_forward_feedback,7219,4,0.0,0.125,0.9879699248120299
s7219_r4_n000_a375,feedback_only,7219,4,0.0,0.375,0.9565891472868218
s7219_r4_n000_a375,joint_forward_feedback,7219,4,0.0,0.375,0.9248120300751879
s7219_r4_n750_a125,feedback_only,7219,4,0.75,0.125,0.9658914728682173
s7219_r4_n750_a125,joint_forward_feedback,7219,4,0.75,0.125,0.9458646616541352
s7219_r4_n750_a375,feedback_only,7219,4,0.75,0.375,0.8511627906976745
s7219_r4_n750_a375,joint_forward_feedback,7219,4,0.75,0.375,0.8646616541353382
s7219_r8_n000_a125,feedback_only,7219,8,0.0,0.125,0.9829457364341085
s7219_r8_n000_a125,joint_forward_feedback,7219,8,0.0,0.125,0.9578947368421054
s7219_r8_n000_a375,feedback_only,7219,8,0.0,0.375,0.9550387596899227
s7219_r8_n000_a375,joint_forward_feedback,7219,8,0.0,0.375,0.9624060150375938
s7219_r8_n750_a125,feedback_only,7219,8,0.75,0.125,0.9891472868217055
s7219_r8_n750_a125,joint_forward_feedback,7219,8,0.75,0.125,0.9233082706766916
s7219_r8_n750_a375,feedback_only,7219,8,0.75,0.375,0.9751937984496124
s7219_r8_n750_a375,joint_forward_feedback,7219,8,0.75,0.375,0.9278195488721804
