JobID	JobName	Partition	Account	AllocCPUS	ElapsedRaw	TotalCPU	State	ExitCode	Start	End	NodeList
44624938_14.extern	extern		kempner_dev	1	8	00:00:00	COMPLETED	0:0	2026-09-05T12:19:23	2026-09-05T12:19:31	holy7c24603
44624938_15	tree_select_step1	shared	kempner_dev	1	8	00:03.291	COMPLETED	0:0	2026-09-05T12:19:36	2026-09-05T12:19:44	holy7c24604
44624938_15.batch	batch		kempner_dev	1	8	00:03.291	COMPLETED	0:0	2026-09-05T12:19:36	2026-09-05T12:19:44	holy7c24604
44624938_15.extern	extern		kempner_dev	1	8	00:00:00	COMPLETED	0:0	2026-09-05T12:19:36	2026-09-05T12:19:44	holy7c24604
44624938_16	tree_select_step1	shared	kempner_dev	1	8	00:03.295	COMPLETED	0:0	2026-09-05T12:19:36	2026-09-05T12:19:44	holy7c24604
44624938_16.batch	batch		kempner_dev	1	8	00:03.295	COMPLETED	0:0	2026-09-05T12:19:36	2026-09-05T12:19:44	holy7c24604
44624938_16.extern	extern		kempner_dev	1	8	00:00:00	COMPLETED	0:0	2026-09-05T12:19:36	2026-09-05T12:19:44	holy7c24604
44624938_17	tree_select_step1	shared	kempner_dev	1	8	00:03.293	COMPLETED	0:0	2026-09-05T12:19:36	2026-09-05T12:19:44	holy7c24604
44624938_17.batch	batch		kempner_dev	1	8	00:03.293	COMPLETED	0:0	2026-09-05T12:19:36	2026-09-05T12:19:44	holy7c24604
44624938_17.extern	extern		kempner_dev	1	8	00:00:00	COMPLETED	0:0	2026-09-05T12:19:36	2026-09-05T12:19:44	holy7c24604
44624938_18	tree_select_step1	shared	kempner_dev	1	8	00:03.320	COMPLETED	0:0	2026-09-05T12:19:36	2026-09-05T12:19:44	holy7c24603
44624938_18.batch	batch		kempner_dev	1	8	00:03.320	COMPLETED	0:0	2026-09-05T12:19:36	2026-09-05T12:19:44	holy7c24603
44624938_18.extern	extern		kempner_dev	1	8	00:00:00	COMPLETED	0:0	2026-09-05T12:19:36	2026-09-05T12:19:44	holy7c24603
44624938_19	tree_select_step1	shared	kempner_dev	1	8	00:03.326	COMPLETED	0:0	2026-09-05T12:19:36	2026-09-05T12:19:44	holy7c24603
44624938_19.batch	batch		kempner_dev	1	8	00:03.326	COMPLETED	0:0	2026-09-05T12:19:36	2026-09-05T12:19:44	holy7c24603
44624938_19.extern	extern		kempner_dev	1	8	00:00:00	COMPLETED	0:0	2026-09-05T12:19:36	2026-09-05T12:19:44	holy7c24603
