task_id,arm,seed,rank,noise_sd,angle_pi,endpoint,spearman_rho
s7207_r8_n000_a125,joint_forward_feedback,7207,8,0.0,0.125,actual_training_first_step_test_decrease,0.9609022556390976
s7207_r8_n000_a375,feedback_only,7207,8,0.0,0.375,exact_expected_calibration_decrease,1.0
s7207_r8_n000_a375,feedback_only,7207,8,0.0,0.375,actual_training_first_step_test_decrease,0.970542635658915
s7207_r8_n000_a375,joint_forward_feedback,7207,8,0.0,0.375,exact_expected_calibration_decrease,1.0
s7207_r8_n000_a375,joint_forward_feedback,7207,8,0.0,0.375,actual_training_first_step_test_decrease,0.9609022556390976
s7207_r8_n750_a125,feedback_only,7207,8,0.75,0.125,exact_expected_calibration_decrease,1.0
s7207_r8_n750_a125,feedback_only,7207,8,0.75,0.125,actual_training_first_step_test_decrease,0.9736434108527134
s7207_r8_n750_a125,joint_forward_feedback,7207,8,0.75,0.125,exact_expected_calibration_decrease,1.0
s7207_r8_n750_a125,joint_forward_feedback,7207,8,0.75,0.125,actual_training_first_step_test_decrease,0.956390977443609
s7207_r8_n750_a375,feedback_only,7207,8,0.75,0.375,exact_expected_calibration_decrease,1.0
s7207_r8_n750_a375,feedback_only,7207,8,0.75,0.375,actual_training_first_step_test_decrease,0.9674418604651163
s7207_r8_n750_a375,joint_forward_feedback,7207,8,0.75,0.375,exact_expected_calibration_decrease,1.0
s7207_r8_n750_a375,joint_forward_feedback,7207,8,0.75,0.375,actual_training_first_step_test_decrease,0.9473684210526315
s7208_r1_n000_a125,feedback_only,7208,1,0.0,0.125,exact_expected_calibration_decrease,1.0
s7208_r1_n000_a125,feedback_only,7208,1,0.0,0.125,actual_training_first_step_test_decrease,1.0
s7208_r1_n000_a125,joint_forward_feedback,7208,1,0.0,0.125,exact_expected_calibration_decrease,0.9969924812030074
s7208_r1_n000_a125,joint_forward_feedback,7208,1,0.0,0.125,actual_training_first_step_test_decrease,0.9969924812030074
s7208_r1_n000_a375,feedback_only,7208,1,0.0,0.375,exact_expected_calibration_decrease,1.0
s7208_r1_n000_a375,feedback_only,7208,1,0.0,0.375,actual_training_first_step_test_decrease,1.0
s7208_r1_n000_a375,joint_forward_feedback,7208,1,0.0,0.375,exact_expected_calibration_decrease,0.9954887218045112
s7208_r1_n000_a375,joint_forward_feedback,7208,1,0.0,0.375,actual_training_first_step_test_decrease,0.9954887218045112
s7208_r1_n750_a125,feedback_only,7208,1,0.75,0.125,exact_expected_calibration_decrease,1.0
s7208_r1_n750_a125,feedback_only,7208,1,0.75,0.125,actual_training_first_step_test_decrease,1.0
s7208_r1_n750_a125,joint_forward_feedback,7208,1,0.75,0.125,exact_expected_calibration_decrease,0.993984962406015
s7208_r1_n750_a125,joint_forward_feedback,7208,1,0.75,0.125,actual_training_first_step_test_decrease,0.993984962406015
s7208_r1_n750_a375,feedback_only,7208,1,0.75,0.375,exact_expected_calibration_decrease,1.0
s7208_r1_n750_a375,feedback_only,7208,1,0.75,0.375,actual_training_first_step_test_decrease,1.0
s7208_r1_n750_a375,joint_forward_feedback,7208,1,0.75,0.375,exact_expected_calibration_decrease,0.9954887218045112
s7208_r1_n750_a375,joint_forward_feedback,7208,1,0.75,0.375,actual_training_first_step_test_decrease,0.9954887218045112
s7208_r2_n000_a125,feedback_only,7208,2,0.0,0.125,exact_expected_calibration_decrease,1.0
s7208_r2_n000_a125,feedback_only,7208,2,0.0,0.125,actual_training_first_step_test_decrease,0.9860465116279072
s7208_r2_n000_a125,joint_forward_feedback,7208,2,0.0,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7208_r2_n000_a125,joint_forward_feedback,7208,2,0.0,0.125,actual_training_first_step_test_decrease,0.8090225563909773
s7208_r2_n000_a375,feedback_only,7208,2,0.0,0.375,exact_expected_calibration_decrease,1.0
s7208_r2_n000_a375,feedback_only,7208,2,0.0,0.375,actual_training_first_step_test_decrease,0.9860465116279072
s7208_r2_n000_a375,joint_forward_feedback,7208,2,0.0,0.375,exact_expected_calibration_decrease,1.0
s7208_r2_n000_a375,joint_forward_feedback,7208,2,0.0,0.375,actual_training_first_step_test_decrease,0.9804511278195487
s7208_r2_n750_a125,feedback_only,7208,2,0.75,0.125,exact_expected_calibration_decrease,1.0
s7208_r2_n750_a125,feedback_only,7208,2,0.75,0.125,actual_training_first_step_test_decrease,0.9860465116279072
s7208_r2_n750_a125,joint_forward_feedback,7208,2,0.75,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7208_r2_n750_a125,joint_forward_feedback,7208,2,0.75,0.125,actual_training_first_step_test_decrease,0.8962406015037594
s7208_r2_n750_a375,feedback_only,7208,2,0.75,0.375,exact_expected_calibration_decrease,0.9984496124031008
s7208_r2_n750_a375,feedback_only,7208,2,0.75,0.375,actual_training_first_step_test_decrease,0.9875968992248063
s7208_r2_n750_a375,joint_forward_feedback,7208,2,0.75,0.375,exact_expected_calibration_decrease,0.9969924812030074
s7208_r2_n750_a375,joint_forward_feedback,7208,2,0.75,0.375,actual_training_first_step_test_decrease,0.9789473684210527
s7208_r4_n000_a125,feedback_only,7208,4,0.0,0.125,exact_expected_calibration_decrease,1.0
s7208_r4_n000_a125,feedback_only,7208,4,0.0,0.125,actual_training_first_step_test_decrease,0.9736434108527134
s7208_r4_n000_a125,joint_forward_feedback,7208,4,0.0,0.125,exact_expected_calibration_decrease,1.0
s7208_r4_n000_a125,joint_forward_feedback,7208,4,0.0,0.125,actual_training_first_step_test_decrease,0.8902255639097743
s7208_r4_n000_a375,feedback_only,7208,4,0.0,0.375,exact_expected_calibration_decrease,0.9984496124031008
s7208_r4_n000_a375,feedback_only,7208,4,0.0,0.375,actual_training_first_step_test_decrease,0.9658914728682173
s7208_r4_n000_a375,joint_forward_feedback,7208,4,0.0,0.375,exact_expected_calibration_decrease,1.0
s7208_r4_n000_a375,joint_forward_feedback,7208,4,0.0,0.375,actual_training_first_step_test_decrease,0.9774436090225563
s7208_r4_n750_a125,feedback_only,7208,4,0.75,0.125,exact_expected_calibration_decrease,1.0
s7208_r4_n750_a125,feedback_only,7208,4,0.75,0.125,actual_training_first_step_test_decrease,0.9782945736434111
s7208_r4_n750_a125,joint_forward_feedback,7208,4,0.75,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7208_r4_n750_a125,joint_forward_feedback,7208,4,0.75,0.125,actual_training_first_step_test_decrease,0.9278195488721804
s7208_r4_n750_a375,feedback_only,7208,4,0.75,0.375,exact_expected_calibration_decrease,1.0
s7208_r4_n750_a375,feedback_only,7208,4,0.75,0.375,actual_training_first_step_test_decrease,0.9875968992248063
s7208_r4_n750_a375,joint_forward_feedback,7208,4,0.75,0.375,exact_expected_calibration_decrease,1.0
s7208_r4_n750_a375,joint_forward_feedback,7208,4,0.75,0.375,actual_training_first_step_test_decrease,0.9774436090225563
s7208_r8_n000_a125,feedback_only,7208,8,0.0,0.125,exact_expected_calibration_decrease,1.0
s7208_r8_n000_a125,feedback_only,7208,8,0.0,0.125,actual_training_first_step_test_decrease,0.9860465116279072
s7208_r8_n000_a125,joint_forward_feedback,7208,8,0.0,0.125,exact_expected_calibration_decrease,0.9969924812030074
s7208_r8_n000_a125,joint_forward_feedback,7208,8,0.0,0.125,actual_training_first_step_test_decrease,0.9548872180451128
s7208_r8_n000_a375,feedback_only,7208,8,0.0,0.375,exact_expected_calibration_decrease,1.0
s7208_r8_n000_a375,feedback_only,7208,8,0.0,0.375,actual_training_first_step_test_decrease,0.951937984496124
s7208_r8_n000_a375,joint_forward_feedback,7208,8,0.0,0.375,exact_expected_calibration_decrease,1.0
s7208_r8_n000_a375,joint_forward_feedback,7208,8,0.0,0.375,actual_training_first_step_test_decrease,0.9684210526315788
s7208_r8_n750_a125,feedback_only,7208,8,0.75,0.125,exact_expected_calibration_decrease,1.0
s7208_r8_n750_a125,feedback_only,7208,8,0.75,0.125,actual_training_first_step_test_decrease,0.9395348837209304
s7208_r8_n750_a125,joint_forward_feedback,7208,8,0.75,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7208_r8_n750_a125,joint_forward_feedback,7208,8,0.75,0.125,actual_training_first_step_test_decrease,0.918796992481203
s7208_r8_n750_a375,feedback_only,7208,8,0.75,0.375,exact_expected_calibration_decrease,1.0
s7208_r8_n750_a375,feedback_only,7208,8,0.75,0.375,actual_training_first_step_test_decrease,0.9410852713178296
s7208_r8_n750_a375,joint_forward_feedback,7208,8,0.75,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7208_r8_n750_a375,joint_forward_feedback,7208,8,0.75,0.375,actual_training_first_step_test_decrease,0.9533834586466164
s7209_r1_n000_a125,feedback_only,7209,1,0.0,0.125,exact_expected_calibration_decrease,1.0
s7209_r1_n000_a125,feedback_only,7209,1,0.0,0.125,actual_training_first_step_test_decrease,1.0
s7209_r1_n000_a125,joint_forward_feedback,7209,1,0.0,0.125,exact_expected_calibration_decrease,0.993984962406015
s7209_r1_n000_a125,joint_forward_feedback,7209,1,0.0,0.125,actual_training_first_step_test_decrease,0.993984962406015
s7209_r1_n000_a375,feedback_only,7209,1,0.0,0.375,exact_expected_calibration_decrease,1.0
s7209_r1_n000_a375,feedback_only,7209,1,0.0,0.375,actual_training_first_step_test_decrease,1.0
s7209_r1_n000_a375,joint_forward_feedback,7209,1,0.0,0.375,exact_expected_calibration_decrease,0.993984962406015
s7209_r1_n000_a375,joint_forward_feedback,7209,1,0.0,0.375,actual_training_first_step_test_decrease,0.993984962406015
s7209_r1_n750_a125,feedback_only,7209,1,0.75,0.125,exact_expected_calibration_decrease,1.0
s7209_r1_n750_a125,feedback_only,7209,1,0.75,0.125,actual_training_first_step_test_decrease,1.0
s7209_r1_n750_a125,joint_forward_feedback,7209,1,0.75,0.125,exact_expected_calibration_decrease,0.993984962406015
s7209_r1_n750_a125,joint_forward_feedback,7209,1,0.75,0.125,actual_training_first_step_test_decrease,0.993984962406015
s7209_r1_n750_a375,feedback_only,7209,1,0.75,0.375,exact_expected_calibration_decrease,1.0
s7209_r1_n750_a375,feedback_only,7209,1,0.75,0.375,actual_training_first_step_test_decrease,1.0
s7209_r1_n750_a375,joint_forward_feedback,7209,1,0.75,0.375,exact_expected_calibration_decrease,0.993984962406015
s7209_r1_n750_a375,joint_forward_feedback,7209,1,0.75,0.375,actual_training_first_step_test_decrease,0.993984962406015
s7209_r2_n000_a125,feedback_only,7209,2,0.0,0.125,exact_expected_calibration_decrease,0.9984496124031008
s7209_r2_n000_a125,feedback_only,7209,2,0.0,0.125,actual_training_first_step_test_decrease,0.9968992248062016
s7209_r2_n000_a125,joint_forward_feedback,7209,2,0.0,0.125,exact_expected_calibration_decrease,0.9969924812030074
s7209_r2_n000_a125,joint_forward_feedback,7209,2,0.0,0.125,actual_training_first_step_test_decrease,0.9789473684210527
s7209_r2_n000_a375,feedback_only,7209,2,0.0,0.375,exact_expected_calibration_decrease,1.0
s7209_r2_n000_a375,feedback_only,7209,2,0.0,0.375,actual_training_first_step_test_decrease,0.9968992248062016
s7209_r2_n000_a375,joint_forward_feedback,7209,2,0.0,0.375,exact_expected_calibration_decrease,1.0
s7209_r2_n000_a375,joint_forward_feedback,7209,2,0.0,0.375,actual_training_first_step_test_decrease,0.993984962406015
s7209_r2_n750_a125,feedback_only,7209,2,0.75,0.125,exact_expected_calibration_decrease,0.9984496124031008
s7209_r2_n750_a125,feedback_only,7209,2,0.75,0.125,actual_training_first_step_test_decrease,0.9844961240310078
s7209_r2_n750_a125,joint_forward_feedback,7209,2,0.75,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7209_r2_n750_a125,joint_forward_feedback,7209,2,0.75,0.125,actual_training_first_step_test_decrease,0.7428571428571428
s7209_r2_n750_a375,feedback_only,7209,2,0.75,0.375,exact_expected_calibration_decrease,0.9984496124031008
s7209_r2_n750_a375,feedback_only,7209,2,0.75,0.375,actual_training_first_step_test_decrease,0.9937984496124034
s7209_r2_n750_a375,joint_forward_feedback,7209,2,0.75,0.375,exact_expected_calibration_decrease,1.0
s7209_r2_n750_a375,joint_forward_feedback,7209,2,0.75,0.375,actual_training_first_step_test_decrease,0.9879699248120299
s7209_r4_n000_a125,feedback_only,7209,4,0.0,0.125,exact_expected_calibration_decrease,1.0
s7209_r4_n000_a125,feedback_only,7209,4,0.0,0.125,actual_training_first_step_test_decrease,0.9906976744186047
s7209_r4_n000_a125,joint_forward_feedback,7209,4,0.0,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7209_r4_n000_a125,joint_forward_feedback,7209,4,0.0,0.125,actual_training_first_step_test_decrease,0.9789473684210527
s7209_r4_n000_a375,feedback_only,7209,4,0.0,0.375,exact_expected_calibration_decrease,1.0
s7209_r4_n000_a375,feedback_only,7209,4,0.0,0.375,actual_training_first_step_test_decrease,0.9968992248062016
s7209_r4_n000_a375,joint_forward_feedback,7209,4,0.0,0.375,exact_expected_calibration_decrease,1.0
s7209_r4_n000_a375,joint_forward_feedback,7209,4,0.0,0.375,actual_training_first_step_test_decrease,0.993984962406015
s7209_r4_n750_a125,feedback_only,7209,4,0.75,0.125,exact_expected_calibration_decrease,1.0
s7209_r4_n750_a125,feedback_only,7209,4,0.75,0.125,actual_training_first_step_test_decrease,0.992248062015504
s7209_r4_n750_a125,joint_forward_feedback,7209,4,0.75,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7209_r4_n750_a125,joint_forward_feedback,7209,4,0.75,0.125,actual_training_first_step_test_decrease,0.9849624060150375
s7209_r4_n750_a375,feedback_only,7209,4,0.75,0.375,exact_expected_calibration_decrease,1.0
s7209_r4_n750_a375,feedback_only,7209,4,0.75,0.375,actual_training_first_step_test_decrease,0.9891472868217055
s7209_r4_n750_a375,joint_forward_feedback,7209,4,0.75,0.375,exact_expected_calibration_decrease,0.9969924812030074
s7209_r4_n750_a375,joint_forward_feedback,7209,4,0.75,0.375,actual_training_first_step_test_decrease,0.9954887218045112
s7209_r8_n000_a125,feedback_only,7209,8,0.0,0.125,exact_expected_calibration_decrease,1.0
s7209_r8_n000_a125,feedback_only,7209,8,0.0,0.125,actual_training_first_step_test_decrease,0.9782945736434111
s7209_r8_n000_a125,joint_forward_feedback,7209,8,0.0,0.125,exact_expected_calibration_decrease,1.0
s7209_r8_n000_a125,joint_forward_feedback,7209,8,0.0,0.125,actual_training_first_step_test_decrease,0.9729323308270676
s7209_r8_n000_a375,feedback_only,7209,8,0.0,0.375,exact_expected_calibration_decrease,1.0
s7209_r8_n000_a375,feedback_only,7209,8,0.0,0.375,actual_training_first_step_test_decrease,0.9751937984496124
s7209_r8_n000_a375,joint_forward_feedback,7209,8,0.0,0.375,exact_expected_calibration_decrease,1.0
s7209_r8_n000_a375,joint_forward_feedback,7209,8,0.0,0.375,actual_training_first_step_test_decrease,0.9699248120300751
s7209_r8_n750_a125,feedback_only,7209,8,0.75,0.125,exact_expected_calibration_decrease,1.0
s7209_r8_n750_a125,feedback_only,7209,8,0.75,0.125,actual_training_first_step_test_decrease,0.9736434108527134
s7209_r8_n750_a125,joint_forward_feedback,7209,8,0.75,0.125,exact_expected_calibration_decrease,0.9954887218045112
s7209_r8_n750_a125,joint_forward_feedback,7209,8,0.75,0.125,actual_training_first_step_test_decrease,0.9759398496240601
s7209_r8_n750_a375,feedback_only,7209,8,0.75,0.375,exact_expected_calibration_decrease,1.0
s7209_r8_n750_a375,feedback_only,7209,8,0.75,0.375,actual_training_first_step_test_decrease,0.9751937984496124
s7209_r8_n750_a375,joint_forward_feedback,7209,8,0.75,0.375,exact_expected_calibration_decrease,1.0
s7209_r8_n750_a375,joint_forward_feedback,7209,8,0.75,0.375,actual_training_first_step_test_decrease,0.9789473684210527
s7210_r1_n000_a125,feedback_only,7210,1,0.0,0.125,exact_expected_calibration_decrease,1.0
s7210_r1_n000_a125,feedback_only,7210,1,0.0,0.125,actual_training_first_step_test_decrease,1.0
s7210_r1_n000_a125,joint_forward_feedback,7210,1,0.0,0.125,exact_expected_calibration_decrease,0.9969924812030074
s7210_r1_n000_a125,joint_forward_feedback,7210,1,0.0,0.125,actual_training_first_step_test_decrease,0.9969924812030074
s7210_r1_n000_a375,feedback_only,7210,1,0.0,0.375,exact_expected_calibration_decrease,1.0
s7210_r1_n000_a375,feedback_only,7210,1,0.0,0.375,actual_training_first_step_test_decrease,1.0
s7210_r1_n000_a375,joint_forward_feedback,7210,1,0.0,0.375,exact_expected_calibration_decrease,1.0
s7210_r1_n000_a375,joint_forward_feedback,7210,1,0.0,0.375,actual_training_first_step_test_decrease,1.0
s7210_r1_n750_a125,feedback_only,7210,1,0.75,0.125,exact_expected_calibration_decrease,1.0
s7210_r1_n750_a125,feedback_only,7210,1,0.75,0.125,actual_training_first_step_test_decrease,1.0
s7210_r1_n750_a125,joint_forward_feedback,7210,1,0.75,0.125,exact_expected_calibration_decrease,0.9969924812030074
s7210_r1_n750_a125,joint_forward_feedback,7210,1,0.75,0.125,actual_training_first_step_test_decrease,0.9969924812030074
s7210_r1_n750_a375,feedback_only,7210,1,0.75,0.375,exact_expected_calibration_decrease,1.0
s7210_r1_n750_a375,feedback_only,7210,1,0.75,0.375,actual_training_first_step_test_decrease,1.0
s7210_r1_n750_a375,joint_forward_feedback,7210,1,0.75,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7210_r1_n750_a375,joint_forward_feedback,7210,1,0.75,0.375,actual_training_first_step_test_decrease,0.9984962406015038
s7210_r2_n000_a125,feedback_only,7210,2,0.0,0.125,exact_expected_calibration_decrease,0.9984496124031008
s7210_r2_n000_a125,feedback_only,7210,2,0.0,0.125,actual_training_first_step_test_decrease,0.9968992248062016
s7210_r2_n000_a125,joint_forward_feedback,7210,2,0.0,0.125,exact_expected_calibration_decrease,0.9969924812030074
s7210_r2_n000_a125,joint_forward_feedback,7210,2,0.0,0.125,actual_training_first_step_test_decrease,0.9984962406015038
s7210_r2_n000_a375,feedback_only,7210,2,0.0,0.375,exact_expected_calibration_decrease,1.0
s7210_r2_n000_a375,feedback_only,7210,2,0.0,0.375,actual_training_first_step_test_decrease,0.9937984496124034
s7210_r2_n000_a375,joint_forward_feedback,7210,2,0.0,0.375,exact_expected_calibration_decrease,0.9969924812030074
s7210_r2_n000_a375,joint_forward_feedback,7210,2,0.0,0.375,actual_training_first_step_test_decrease,0.9759398496240601
s7210_r2_n750_a125,feedback_only,7210,2,0.75,0.125,exact_expected_calibration_decrease,0.9968992248062016
s7210_r2_n750_a125,feedback_only,7210,2,0.75,0.125,actual_training_first_step_test_decrease,0.9968992248062016
s7210_r2_n750_a125,joint_forward_feedback,7210,2,0.75,0.125,exact_expected_calibration_decrease,0.9924812030075187
s7210_r2_n750_a125,joint_forward_feedback,7210,2,0.75,0.125,actual_training_first_step_test_decrease,0.9894736842105262
s7210_r2_n750_a375,feedback_only,7210,2,0.75,0.375,exact_expected_calibration_decrease,0.9968992248062016
s7210_r2_n750_a375,feedback_only,7210,2,0.75,0.375,actual_training_first_step_test_decrease,0.992248062015504
s7210_r2_n750_a375,joint_forward_feedback,7210,2,0.75,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7210_r2_n750_a375,joint_forward_feedback,7210,2,0.75,0.375,actual_training_first_step_test_decrease,0.9759398496240601
s7210_r4_n000_a125,feedback_only,7210,4,0.0,0.125,exact_expected_calibration_decrease,1.0
s7210_r4_n000_a125,feedback_only,7210,4,0.0,0.125,actual_training_first_step_test_decrease,0.9984496124031008
s7210_r4_n000_a125,joint_forward_feedback,7210,4,0.0,0.125,exact_expected_calibration_decrease,1.0
s7210_r4_n000_a125,joint_forward_feedback,7210,4,0.0,0.125,actual_training_first_step_test_decrease,0.9969924812030074
s7210_r4_n000_a375,feedback_only,7210,4,0.0,0.375,exact_expected_calibration_decrease,0.9984496124031008
s7210_r4_n000_a375,feedback_only,7210,4,0.0,0.375,actual_training_first_step_test_decrease,0.9751937984496124
s7210_r4_n000_a375,joint_forward_feedback,7210,4,0.0,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7210_r4_n000_a375,joint_forward_feedback,7210,4,0.0,0.375,actual_training_first_step_test_decrease,0.9759398496240601
s7210_r4_n750_a125,feedback_only,7210,4,0.75,0.125,exact_expected_calibration_decrease,1.0
s7210_r4_n750_a125,feedback_only,7210,4,0.75,0.125,actual_training_first_step_test_decrease,0.9968992248062016
s7210_r4_n750_a125,joint_forward_feedback,7210,4,0.75,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7210_r4_n750_a125,joint_forward_feedback,7210,4,0.75,0.125,actual_training_first_step_test_decrease,0.9819548872180449
s7210_r4_n750_a375,feedback_only,7210,4,0.75,0.375,exact_expected_calibration_decrease,1.0
s7210_r4_n750_a375,feedback_only,7210,4,0.75,0.375,actual_training_first_step_test_decrease,0.9782945736434111
s7210_r4_n750_a375,joint_forward_feedback,7210,4,0.75,0.375,exact_expected_calibration_decrease,1.0
s7210_r4_n750_a375,joint_forward_feedback,7210,4,0.75,0.375,actual_training_first_step_test_decrease,0.9714285714285714
s7210_r8_n000_a125,feedback_only,7210,8,0.0,0.125,exact_expected_calibration_decrease,1.0
s7210_r8_n000_a125,feedback_only,7210,8,0.0,0.125,actual_training_first_step_test_decrease,0.9798449612403102
s7210_r8_n000_a125,joint_forward_feedback,7210,8,0.0,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7210_r8_n000_a125,joint_forward_feedback,7210,8,0.0,0.125,actual_training_first_step_test_decrease,0.9518796992481202
s7210_r8_n000_a375,feedback_only,7210,8,0.0,0.375,exact_expected_calibration_decrease,1.0
s7210_r8_n000_a375,feedback_only,7210,8,0.0,0.375,actual_training_first_step_test_decrease,0.9906976744186047
s7210_r8_n000_a375,joint_forward_feedback,7210,8,0.0,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7210_r8_n000_a375,joint_forward_feedback,7210,8,0.0,0.375,actual_training_first_step_test_decrease,0.9684210526315788
s7210_r8_n750_a125,feedback_only,7210,8,0.75,0.125,exact_expected_calibration_decrease,1.0
s7210_r8_n750_a125,feedback_only,7210,8,0.75,0.125,actual_training_first_step_test_decrease,0.951937984496124
s7210_r8_n750_a125,joint_forward_feedback,7210,8,0.75,0.125,exact_expected_calibration_decrease,1.0
s7210_r8_n750_a125,joint_forward_feedback,7210,8,0.75,0.125,actual_training_first_step_test_decrease,0.9473684210526315
s7210_r8_n750_a375,feedback_only,7210,8,0.75,0.375,exact_expected_calibration_decrease,1.0
s7210_r8_n750_a375,feedback_only,7210,8,0.75,0.375,actual_training_first_step_test_decrease,0.9472868217054266
s7210_r8_n750_a375,joint_forward_feedback,7210,8,0.75,0.375,exact_expected_calibration_decrease,0.9984962406015038
s7210_r8_n750_a375,joint_forward_feedback,7210,8,0.75,0.375,actual_training_first_step_test_decrease,0.9293233082706768
s7211_r1_n000_a125,feedback_only,7211,1,0.0,0.125,exact_expected_calibration_decrease,1.0
s7211_r1_n000_a125,feedback_only,7211,1,0.0,0.125,actual_training_first_step_test_decrease,1.0
s7211_r1_n000_a125,joint_forward_feedback,7211,1,0.0,0.125,exact_expected_calibration_decrease,0.9909774436090225
s7211_r1_n000_a125,joint_forward_feedback,7211,1,0.0,0.125,actual_training_first_step_test_decrease,0.9909774436090225
s7211_r1_n000_a375,feedback_only,7211,1,0.0,0.375,exact_expected_calibration_decrease,1.0
s7211_r1_n000_a375,feedback_only,7211,1,0.0,0.375,actual_training_first_step_test_decrease,1.0
s7211_r1_n000_a375,joint_forward_feedback,7211,1,0.0,0.375,exact_expected_calibration_decrease,0.9909774436090225
s7211_r1_n000_a375,joint_forward_feedback,7211,1,0.0,0.375,actual_training_first_step_test_decrease,0.9909774436090225
s7211_r1_n750_a125,feedback_only,7211,1,0.75,0.125,exact_expected_calibration_decrease,1.0
s7211_r1_n750_a125,feedback_only,7211,1,0.75,0.125,actual_training_first_step_test_decrease,1.0
s7211_r1_n750_a125,joint_forward_feedback,7211,1,0.75,0.125,exact_expected_calibration_decrease,0.9804511278195487
s7211_r1_n750_a125,joint_forward_feedback,7211,1,0.75,0.125,actual_training_first_step_test_decrease,0.9804511278195487
s7211_r1_n750_a375,feedback_only,7211,1,0.75,0.375,exact_expected_calibration_decrease,1.0
s7211_r1_n750_a375,feedback_only,7211,1,0.75,0.375,actual_training_first_step_test_decrease,1.0
s7211_r1_n750_a375,joint_forward_feedback,7211,1,0.75,0.375,exact_expected_calibration_decrease,0.9864661654135337
s7211_r1_n750_a375,joint_forward_feedback,7211,1,0.75,0.375,actual_training_first_step_test_decrease,0.9864661654135337
s7211_r2_n000_a125,feedback_only,7211,2,0.0,0.125,exact_expected_calibration_decrease,1.0
s7211_r2_n000_a125,feedback_only,7211,2,0.0,0.125,actual_training_first_step_test_decrease,0.9937984496124034
s7211_r2_n000_a125,joint_forward_feedback,7211,2,0.0,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7211_r2_n000_a125,joint_forward_feedback,7211,2,0.0,0.125,actual_training_first_step_test_decrease,0.9849624060150375
s7211_r2_n000_a375,feedback_only,7211,2,0.0,0.375,exact_expected_calibration_decrease,0.9984496124031008
s7211_r2_n000_a375,feedback_only,7211,2,0.0,0.375,actual_training_first_step_test_decrease,1.0
s7211_r2_n000_a375,joint_forward_feedback,7211,2,0.0,0.375,exact_expected_calibration_decrease,1.0
s7211_r2_n000_a375,joint_forward_feedback,7211,2,0.0,0.375,actual_training_first_step_test_decrease,0.9984962406015038
s7211_r2_n750_a125,feedback_only,7211,2,0.75,0.125,exact_expected_calibration_decrease,1.0
s7211_r2_n750_a125,feedback_only,7211,2,0.75,0.125,actual_training_first_step_test_decrease,0.9937984496124034
s7211_r2_n750_a125,joint_forward_feedback,7211,2,0.75,0.125,exact_expected_calibration_decrease,0.9984962406015038
s7211_r2_n750_a125,joint_forward_feedback,7211,2,0.75,0.125,actual_training_first_step_test_decrease,0.9849624060150375
s7211_r2_n750_a375,feedback_only,7211,2,0.75,0.375,exact_expected_calibration_decrease,1.0
s7211_r2_n750_a375,feedback_only,7211,2,0.75,0.375,actual_training_first_step_test_decrease,0.9984496124031008
s7211_r2_n750_a375,joint_forward_feedback,7211,2,0.75,0.375,exact_expected_calibration_decrease,1.0
s7211_r2_n750_a375,joint_forward_feedback,7211,2,0.75,0.375,actual_training_first_step_test_decrease,0.9969924812030074
s7211_r4_n000_a125,feedback_only,7211,4,0.0,0.125,exact_expected_calibration_decrease,1.0
s7211_r4_n000_a125,feedback_only,7211,4,0.0,0.125,actual_training_first_step_test_decrease,0.9937984496124034
s7211_r4_n000_a125,joint_forward_feedback,7211,4,0.0,0.125,exact_expected_calibration_decrease,1.0
s7211_r4_n000_a125,joint_forward_feedback,7211,4,0.0,0.125,actual_training_first_step_test_decrease,0.9428571428571428
s7211_r4_n000_a375,feedback_only,7211,4,0.0,0.375,exact_expected_calibration_decrease,1.0
s7211_r4_n000_a375,feedback_only,7211,4,0.0,0.375,actual_training_first_step_test_decrease,0.9860465116279072
s7211_r4_n000_a375,joint_forward_feedback,7211,4,0.0,0.375,exact_expected_calibration_decrease,1.0
s7211_r4_n000_a375,joint_forward_feedback,7211,4,0.0,0.375,actual_training_first_step_test_decrease,0.9849624060150375
s7211_r4_n750_a125,feedback_only,7211,4,0.75,0.125,exact_expected_calibration_decrease,1.0
s7211_r4_n750_a125,feedback_only,7211,4,0.75,0.125,actual_training_first_step_test_decrease,0.9937984496124034
s7211_r4_n750_a125,joint_forward_feedback,7211,4,0.75,0.125,exact_expected_calibration_decrease,1.0
s7211_r4_n750_a125,joint_forward_feedback,7211,4,0.75,0.125,actual_training_first_step_test_decrease,0.9894736842105262
s7211_r4_n750_a375,feedback_only,7211,4,0.75,0.375,exact_expected_calibration_decrease,1.0
s7211_r4_n750_a375,feedback_only,7211,4,0.75,0.375,actual_training_first_step_test_decrease,0.9860465116279072
