arm,left_policy,right_policy,mean_left_advantage,ci95_low,ci95_high,n_seed_blocks,positive_seed_blocks
feedback_only,rank_only,development_best,0.036638691026356654,0.036301694046301645,0.03697044434575371,20,20
feedback_only,rank_only,maximum_budget,0.036638691026356654,0.036301694046301645,0.03697044434575371,20,20
feedback_only,moment_selector,rank_only,-0.0722412610757773,-0.07955690137182093,-0.06433500202894835,20,0
feedback_only,moment_selector,development_best,-0.03560257004942066,-0.04300109371843754,-0.027620607406425572,20,0
joint_forward_feedback,rank_only,development_best,0.034480077398330214,0.034270956301845776,0.03468111495731233,20,20
joint_forward_feedback,rank_only,maximum_budget,0.034480077398330214,0.034270956301845776,0.03468111495731233,20,20
joint_forward_feedback,moment_selector,rank_only,-0.09582962768823873,-0.09973398474202042,-0.09154028464953902,20,0
joint_forward_feedback,moment_selector,development_best,-0.06134955028990852,-0.06522588092651314,-0.0570596733743166,20,0
