arm,policy,seed,regret,test_loss,penalized_test_loss
joint_forward_feedback,moment_selector,7213,0.10879747435752057,0.23169832178945748,0.29570633901116317
joint_forward_feedback,moment_selector,7214,0.11583088963749334,0.23979843676714166,0.3015911276315368
joint_forward_feedback,moment_selector,7215,0.10851348894204649,0.22580858945882776,0.2927470138329916
joint_forward_feedback,moment_selector,7216,0.1103700017407396,0.2291362609310425,0.29824595378438495
joint_forward_feedback,moment_selector,7217,0.10140985572125542,0.22614827306558877,0.29087940067657175
joint_forward_feedback,moment_selector,7218,0.11013773889730666,0.2283204641720185,0.29786859377194874
joint_forward_feedback,moment_selector,7219,0.10954468973826476,0.2343976239621352,0.2944974607767792
joint_forward_feedback,rank_only,7200,0.00880395642912079,0.14479067113042485,0.19399503173672394
joint_forward_feedback,rank_only,7201,0.00808980393710036,0.1465169322874503,0.1957212928937494
joint_forward_feedback,rank_only,7202,0.008244887912279576,0.14607658360021095,0.19528094420651004
joint_forward_feedback,rank_only,7203,0.008025244435870839,0.1439806396442488,0.19318500025054786
joint_forward_feedback,rank_only,7204,0.008669842187833938,0.1469810595294404,0.1961854201357395
joint_forward_feedback,rank_only,7205,0.007896218208096958,0.14616729755604907,0.19537165816234817
joint_forward_feedback,rank_only,7206,0.008579821885417463,0.14999637086260317,0.19920073146890227
joint_forward_feedback,rank_only,7207,0.007786257344982867,0.1442694620569697,0.1934738226632688
joint_forward_feedback,rank_only,7208,0.007915750121678156,0.1454155854167475,0.19461994602304658
joint_forward_feedback,rank_only,7209,0.007865294531364298,0.14667393691246003,0.19587829751875913
joint_forward_feedback,rank_only,7210,0.00799569076968921,0.14575832958714202,0.19496269019344112
joint_forward_feedback,rank_only,7211,0.00794689719579086,0.14406639796436224,0.1932707585706613
joint_forward_feedback,rank_only,7212,0.007992759258406262,0.14541352945950703,0.19461789006580613
joint_forward_feedback,rank_only,7213,0.008354612020481288,0.1460591160678248,0.1952634766741239
joint_forward_feedback,rank_only,7214,0.008243002079528968,0.14479887946727332,0.1940032400735724
joint_forward_feedback,rank_only,7215,0.008996447011466362,0.14402561129611244,0.1932299719024115
joint_forward_feedback,rank_only,7216,0.008324471604992768,0.146996063042339,0.1962004236486381
joint_forward_feedback,rank_only,7217,0.008288492439708188,0.14855367678872544,0.1977580373950245
joint_forward_feedback,rank_only,7218,0.008056170784983508,0.14658266505332654,0.19578702565962564
joint_forward_feedback,rank_only,7219,0.008102887488145664,0.14385129792036103,0.19305565852666012
joint_forward_feedback,sampled_random,7200,0.12374551223517075,0.26832463847876475,0.30893658754277387
joint_forward_feedback,sampled_random,7201,0.11273582604005622,0.2582134893598159,0.30036731499670527
joint_forward_feedback,sampled_random,7202,0.11133042784779645,0.25583377307827804,0.2983664841420269
joint_forward_feedback,sampled_random,7203,0.14515327857728894,0.2805785635118475,0.33031303439196597
joint_forward_feedback,sampled_random,7204,0.12613427909420982,0.25987649553762615,0.31364985704211534
joint_forward_feedback,sampled_random,7205,0.11358621596460791,0.2618527928225616,0.30106165591885914
joint_forward_feedback,sampled_random,7206,0.11697292291638833,0.2562747089956442,0.30759383249987315
joint_forward_feedback,sampled_random,7207,0.13857522199421213,0.28686720087053835,0.324262787312498
joint_forward_feedback,sampled_random,7208,0.10216746886221617,0.23746400240256196,0.2888716647635846
joint_forward_feedback,sampled_random,7209,0.10778566431490805,0.2404398011128993,0.29579866730230286
joint_forward_feedback,sampled_random,7210,0.11597929109646557,0.2606174964664051,0.3029462905202175
joint_forward_feedback,sampled_random,7211,0.1482757841661516,0.29155848568154363,0.33359964554102206
joint_forward_feedback,sampled_random,7212,0.13091405767584557,0.2706799272039269,0.31753918848324547
joint_forward_feedback,sampled_random,7213,0.15681123327809476,0.30692848110137005,0.34372009793173736
joint_forward_feedback,sampled_random,7214,0.1283316497050585,0.27987060310237644,0.31409188769910196
joint_forward_feedback,sampled_random,7215,0.1061158424092199,0.2499392013583868,0.29034936730016503
joint_forward_feedback,sampled_random,7216,0.09488973609954734,0.23356814711643034,0.28276568814319264
joint_forward_feedback,sampled_random,7217,0.1509001584301204,0.3006074289528178,0.3403697033854367
joint_forward_feedback,sampled_random,7218,0.10956185945637711,0.25881830909039916,0.2972927143310192
joint_forward_feedback,sampled_random,7219,0.10896131260581146,0.2489858719774695,0.2939140836443259
