task_id,arm,oracle_candidate_id,oracle_budget_k,oracle_tree_id,oracle_penalized_loss
s7208_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3039281509055747
s7208_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3025514403117558
s7208_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7208_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7208_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993475495477
s7208_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0239060742639185
s7208_r2_n750_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3096395393512232
s7208_r2_n750_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3078747069086119
s7208_r2_n750_a375,feedback_only,balanced_permutation_a_k2,2,balanced_permutation_a,0.3062240828630761
s7208_r2_n750_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3063844521828184
s7208_r4_n000_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438993472585764
s7208_r4_n000_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993569613001
s7208_r4_n000_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0442522025755567
s7208_r4_n000_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0525399257508
s7208_r4_n750_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3340594161772902
s7208_r4_n750_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3315732737288175
s7208_r4_n750_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3311180816196096
s7208_r4_n750_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3360913853848822
s7208_r8_n000_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993747952479
s7208_r8_n000_a125,joint_forward_feedback,balanced_permutation_b_k8,8,balanced_permutation_b,0.0852526456362677
s7208_r8_n000_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993748515015
s7208_r8_n000_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0851146313469283
s7208_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3844469596576154
s7208_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3743647047876685
s7208_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3844459660402179
s7208_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3743747844576
s7209_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7209_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7209_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472623417
s7209_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0139000922092473
s7209_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3163657794624722
s7209_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3082498863399179
s7209_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.304613408234535
s7209_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3046192499639938
s7209_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7209_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7209_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472590831
s7209_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238995577485391
s7209_r2_n750_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3216060415580248
s7209_r2_n750_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3132299898875884
s7209_r2_n750_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3112863073611681
s7209_r2_n750_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3092407298982196
s7209_r4_n000_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438993472585762
s7209_r4_n000_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993536286868
s7209_r4_n000_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0442275688503278
s7209_r4_n000_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.052664755325266
s7209_r4_n750_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.337272852252533
s7209_r4_n750_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3294210943155647
s7209_r4_n750_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3293933046976888
s7209_r4_n750_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3371390188174433
s7209_r8_n000_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993665729989
s7209_r8_n000_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0848293104605494
s7209_r8_n000_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993781798455
s7209_r8_n000_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.084832157148227
s7209_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3876514022119354
s7209_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3822978960707478
s7209_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3876507682742534
s7209_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3821862614671745
s7210_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7210_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7210_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.01389934726244
s7210_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0139001069425556
s7210_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.31077336055306
s7210_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.2987113060595953
s7210_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.2952505662454907
s7210_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.2944217273487993
s7210_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7210_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7210_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993496474524
s7210_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0239157398070385
s7210_r2_n750_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3181093542164759
s7210_r2_n750_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.313064723059331
s7210_r2_n750_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3103552260505119
s7210_r2_n750_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3095797065304261
s7210_r4_n000_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438993472585785
s7210_r4_n000_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993581743373
s7210_r4_n000_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0444179149220103
s7210_r4_n000_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0552294195773425
s7210_r4_n750_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3354893184583323
s7210_r4_n750_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3310986684522541
s7210_r4_n750_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3329419948030199
s7210_r4_n750_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3413087766232572
s7210_r8_n000_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993743209852
s7210_r8_n000_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0848300792561877
s7210_r8_n000_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993906260711
s7210_r8_n000_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0850866687990103
s7210_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3833204201764603
s7210_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3796634452625729
s7210_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3833135198645617
s7210_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3789635703701713
s7211_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7211_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7211_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.013899347259905
s7211_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.01389983428836
s7211_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.2906617517934958
s7211_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.2906090566945791
s7211_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.2911167257734515
s7211_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.2915045965527472
s7211_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7211_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7211_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0239001914423321
s7211_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0243547512391048
s7211_r2_n750_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.315521043682413
s7211_r2_n750_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3104705246280353
s7211_r2_n750_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3077595320032986
s7211_r2_n750_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3076299203348121
s7211_r4_n000_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438993472585758
s7211_r4_n000_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993489132573
s7211_r4_n000_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438994357408739
s7211_r4_n000_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.044024043124041
s7211_r4_n750_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3612502431914096
s7211_r4_n750_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3462104553699119
s7211_r4_n750_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3483305659132051
s7211_r4_n750_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3402755696327309
s7211_r8_n000_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.083899395323174
s7211_r8_n000_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0845651179877842
s7211_r8_n000_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993759561923
s7211_r8_n000_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0848146374516622
s7211_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3826449309663053
s7211_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3722635709007953
s7211_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3826481264986558
s7211_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3728616603629543
s7212_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7212_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7212_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472650536
s7212_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.013900124315036
s7212_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.302452149682896
s7212_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.301949191795106
s7212_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3014718805910371
s7212_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3001290511513728
s7212_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7212_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585759
s7212_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7212_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472614543
s7212_r2_n750_a125,feedback_only,comb_contiguous_k2,2,comb_contiguous,0.3250596864737407
s7212_r2_n750_a125,joint_forward_feedback,comb_contiguous_k2,2,comb_contiguous,0.324529706580184
s7212_r2_n750_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3273932123223439
s7212_r2_n750_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3245935469562144
s7212_r4_n000_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438993472585759
s7212_r4_n000_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993513413835
s7212_r4_n000_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.043899347258577
s7212_r4_n000_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993542550704
s7212_r4_n750_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3297326975202138
s7212_r4_n750_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3243223089750093
s7212_r4_n750_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3290945674748376
s7212_r4_n750_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3241201810583775
s7212_r8_n000_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993755194863
s7212_r8_n000_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0849272122176618
s7212_r8_n000_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993730959228
s7212_r8_n000_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.08495289110402
s7212_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3839339548906925
s7212_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3767701235988284
s7212_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3839331178498925
s7212_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.376311007791528
s7213_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7213_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7213_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472683041
s7213_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0139004025689002
s7213_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.319724128564157
s7213_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3111451522983596
s7213_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3067879290823111
s7213_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3058990300498947
s7213_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7213_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7213_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238995810630319
s7213_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0241102520070387
s7213_r2_n750_a125,feedback_only,comb_contiguous_k2,2,comb_contiguous,0.3149408726656829
s7213_r2_n750_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3102110999742598
s7213_r2_n750_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3068806457376264
s7213_r2_n750_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3042489118969283
s7213_r4_n000_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438993472585768
s7213_r4_n000_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993568590827
s7213_r4_n000_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0441710363351674
s7213_r4_n000_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.051181753556701
s7213_r4_n750_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3324031981728135
s7213_r4_n750_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.329560540175447
s7213_r4_n750_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.328841449161923
s7213_r4_n750_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3334563117486945
s7213_r8_n000_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.083899361804134
s7213_r8_n000_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.084930249436206
s7213_r8_n000_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993712727644
s7213_r8_n000_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.085070142349537
s7213_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3907180315156703
s7213_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3771949313918309
s7213_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3907222682230325
s7213_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3779350056282495
s7214_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7214_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7214_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472644458
s7214_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0139001457730788
s7214_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3123019235708532
s7214_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3042119683844924
s7214_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.2969666343439563
s7214_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.2955257307724274
s7214_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7214_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585762
s7214_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0239002645752479
s7214_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0243228128855185
s7214_r2_n750_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3097632877477242
s7214_r2_n750_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3078414789286571
s7214_r2_n750_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3068054817947608
s7214_r2_n750_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3070111062175303
s7214_r4_n000_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438993472585758
s7214_r4_n000_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993482856732
s7214_r4_n000_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0439195633091127
s7214_r4_n000_a375,joint_forward_feedback,balanced_interleaved_k4,4,balanced_interleaved,0.0457025261829954
s7214_r4_n750_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3329339418928335
s7214_r4_n750_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3313858484483838
s7214_r4_n750_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3319584656279327
s7214_r4_n750_a375,joint_forward_feedback,balanced_interleaved_k4,4,balanced_interleaved,0.33272508390472
s7214_r8_n000_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993600122209
s7214_r8_n000_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0846124833986327
s7214_r8_n000_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993847793276
s7214_r8_n000_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0849121735246557
s7214_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3868425111130478
s7214_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3797722314046468
s7214_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3868349986060692
s7214_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.378542175276131
s7215_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7215_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7215_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472635518
s7215_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0139002881278131
s7215_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3066172064075342
s7215_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3053834234553395
s7215_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3028850893074676
s7215_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3017409030174391
s7215_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7215_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7215_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472588524
s7215_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238995220123297
s7215_r2_n750_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3129085306473986
s7215_r2_n750_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3074206837046773
s7215_r2_n750_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3065746206925828
s7215_r2_n750_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3050382249943763
s7215_r4_n000_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438993472585834
s7215_r4_n000_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993756986467
s7215_r4_n000_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0443151159486222
s7215_r4_n000_a375,joint_forward_feedback,balanced_permutation_a_k4,4,balanced_permutation_a,0.0451410114008947
s7215_r4_n750_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3319816128592984
s7215_r4_n750_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3256016029047217
s7215_r4_n750_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3259815263717208
s7215_r4_n750_a375,joint_forward_feedback,balanced_permutation_a_k4,4,balanced_permutation_a,0.3257684769167333
s7215_r8_n000_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993519362143
s7215_r8_n000_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0846545403618587
s7215_r8_n000_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993534545322
s7215_r8_n000_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0848098123635006
s7215_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3765760646785392
s7215_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3723197773697799
s7215_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3765726363401697
s7215_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3703600614098604
s7216_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7216_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7216_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472631745
s7216_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0139001812760941
s7216_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3141309095024686
s7216_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.301053132687339
s7216_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.2925148044842292
s7216_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.2907407804815702
s7216_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7216_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585759
s7216_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238997154347018
s7216_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0241689819227867
s7216_r2_n750_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3157476239480863
