task_id,split,seed,rank,noise_sd,angle_pi,arm,candidate_id,tree_id,shape,budget_k,resource_cost,channel_cost,cable_cost,parameter_count,decoder_coefficients,encoder_coefficients,utility_actual_step,utility_optimized_step,gradient_alignment,update_mean_square,minibatch_covariance_trace,single_trial_second_moment,actual_update_second_moment,global_calibration_curvature,initial_calibration_loss,reference_credit_effective_rank,reference_capture,transported_credit_effective_rank,predicted_penalized_loss,policy,utility_to_loss_scale
s7200_r1_n750_a125,confirmatory,7200,1,0.75,0.125,feedback_only,balanced_permutation_b_k4,balanced_permutation_b,balanced,4,0.5634003977894598,0.5,0.6340039778945984,64,64,32,0.2747099506537844,0.3464783279488239,1.0787895165694157,1.0787895165694148,0.4155352386149008,14.375917152246242,1.4943247551843155,1.1238862895029509,0.7973954512080631,1,0.991942106220024,1.0,0.32528741736738553,moment_selector,1.8826404519857887
s7200_r1_n750_a125,confirmatory,7200,1,0.75,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.2769415159727585,0.3492928929785455,1.0875529023365482,1.0875529023365482,0.4189107771605478,14.49269777147408,1.506463679497096,1.1238862895029509,0.7973954512080631,1,1.0,1.0,0.3599134976620554,development_best,1.8826404519857887
s7200_r1_n750_a125,confirmatory,7200,1,0.75,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.2769415159727585,0.3492928929785455,1.0875529023365482,1.0875529023365482,0.4189107771605478,14.49269777147408,1.506463679497096,1.1238862895029509,0.7973954512080631,1,1.0,1.0,0.3599134976620554,maximum_budget,1.8826404519857887
s7200_r1_n750_a125,confirmatory,7200,1,0.75,0.125,feedback_only,balanced_permutation_a_k2,balanced_permutation_a,balanced,2,0.3139925081183606,0.25,0.6399250811836067,64,64,16,0.237818265739332,0.2999486362723704,0.9339153944650768,0.933915394465077,0.3597316717715841,12.445328891155768,1.293647066236661,1.1238862895029509,0.7973954512080631,1,0.858731002840055,1.0,0.3747885645555595,rank_only,1.8826404519857887
s7200_r1_n750_a125,confirmatory,7200,1,0.75,0.125,feedback_only,comb_contiguous_k2,comb_contiguous,comb,2,0.35,0.25,1.0,64,64,16,0.2365454343322099,0.2983432757943432,0.928916969125566,0.928916969125566,0.357806345436603,12.378720023096864,1.286723314562169,1.1238862895029509,0.7973954512080631,1,0.8541349732319579,1.0,0.3800654478016967,sampled_random,1.8826404519857887
s7200_r1_n750_a375,confirmatory,7200,1,0.75,0.375,feedback_only,balanced_permutation_b_k4,balanced_permutation_b,balanced,4,0.5634003977894598,0.5,0.6340039778945984,64,64,32,0.2215013197880522,0.2737462363645941,0.8808908396972578,0.8808908396972586,0.3801921330131985,13.04703909611961,1.261082972710457,1.123886289502951,0.7564104670049008,1,0.9530351533244652,1.0,0.38447515402683025,moment_selector,1.8826404519857887
s7200_r1_n750_a375,confirmatory,7200,1,0.75,0.375,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.2324167361669614,0.2872362424509599,0.9243004695309004,0.9243004695309004,0.3989277118341094,13.6899872482224,1.3232281813650095,1.123886289502951,0.7564104670049008,1,1.0,1.0,0.4027526650370466,development_best,1.8826404519857887
s7200_r1_n750_a375,confirmatory,7200,1,0.75,0.375,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.2324167361669614,0.2872362424509599,0.9243004695309004,0.9243004695309004,0.3989277118341094,13.6899872482224,1.3232281813650095,1.123886289502951,0.7564104670049008,1,1.0,1.0,0.4027526650370466,maximum_budget,1.8826404519857887
s7200_r1_n750_a375,confirmatory,7200,1,0.75,0.375,feedback_only,balanced_permutation_a_k2,balanced_permutation_a,balanced,2,0.3139925081183606,0.25,0.6399250811836067,64,64,16,0.0410503608414709,0.0507327983079915,0.163253595356091,0.1632535953560911,0.0704601862608052,2.417979555701859,0.2337137816168963,1.123886289502951,0.7564104670049008,1,0.1766239450672844,1.0,0.7042467977656031,rank_only,1.8826404519857887
s7200_r1_n750_a375,confirmatory,7200,1,0.75,0.375,feedback_only,balanced_permutation_a_k2,balanced_permutation_a,balanced,2,0.3139925081183606,0.25,0.6399250811836067,64,64,16,0.0410503608414709,0.0507327983079915,0.163253595356091,0.1632535953560911,0.0704601862608052,2.417979555701859,0.2337137816168963,1.123886289502951,0.7564104670049008,1,0.1766239450672844,1.0,0.7042467977656031,sampled_random,1.8826404519857887
s7200_r2_n000_a125,confirmatory,7200,2,0.0,0.125,feedback_only,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,0.1356305809638707,0.249789640925417,0.4624203883865729,0.4624203883865725,0.2642912925388431,8.919741749629553,0.7267116809254157,0.5889892766600232,0.5151631204409188,2,0.8609089193412018,2.0,0.283718849450578,moment_selector,1.8826404519857887
s7200_r2_n000_a125,confirmatory,7200,2,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.1575434728538532,0.2901464200377492,0.5371304420221756,0.5371304420221756,0.3069910028822656,10.360842534254676,0.8441214449044413,0.5889892766600232,0.5151631204409188,2,0.9999999999999998,2.0,0.30246475275850565,development_best,1.8826404519857887
s7200_r2_n000_a125,confirmatory,7200,2,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.1575434728538532,0.2901464200377492,0.5371304420221756,0.5371304420221756,0.3069910028822656,10.360842534254676,0.8441214449044413,0.5889892766600232,0.5151631204409188,2,0.9999999999999998,2.0,0.30246475275850565,maximum_budget,1.8826404519857887
s7200_r2_n000_a125,confirmatory,7200,2,0.0,0.125,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,0.1388521107007737,0.2557398021011142,0.4733963235648976,0.4733963235648973,0.2705028107213478,9.129486266648026,0.7438991342862451,0.5889892766600232,0.5151631204409188,2,0.8809501028563419,2.0,0.2976538672506093,rank_only,1.8826404519857887
s7200_r2_n000_a125,confirmatory,7200,2,0.0,0.125,feedback_only,balanced_permutation_b_k4,balanced_permutation_b,balanced,4,0.5634003977894598,0.5,0.6340039778945984,64,64,32,0.0871735706410293,0.1615700537816785,0.2967610366609198,0.2967610366609197,0.1659560169399853,5.607353578740449,0.462717053600905,0.5889892766600232,0.5151631204409188,2,0.5363677533184172,2.0,0.3961186618312331,sampled_random,1.8826404519857887
s7200_r2_n000_a375,confirmatory,7200,2,0.0,0.375,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.1661986136552976,0.3107000885923749,0.5646392047374811,0.5646392047374811,0.3064513365208887,10.37108197340592,0.8710905412583698,0.5889892766600232,0.5287688590437369,2,0.9999999999999998,2.0000000000000004,0.2997759731708919,moment_selector,1.8826404519857887
s7200_r2_n000_a375,confirmatory,7200,2,0.0,0.375,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.1661986136552976,0.3107000885923749,0.5646392047374811,0.5646392047374811,0.3064513365208887,10.37108197340592,0.8710905412583698,0.5889892766600232,0.5287688590437369,2,0.9999999999999998,2.0000000000000004,0.2997759731708919,development_best,1.8826404519857887
s7200_r2_n000_a375,confirmatory,7200,2,0.0,0.375,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.1661986136552976,0.3107000885923749,0.5646392047374811,0.5646392047374811,0.3064513365208887,10.37108197340592,0.8710905412583698,0.5889892766600232,0.5287688590437369,2,0.9999999999999998,2.0000000000000004,0.2997759731708919,maximum_budget,1.8826404519857887
s7200_r2_n000_a375,confirmatory,7200,2,0.0,0.375,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,0.0534866368288918,0.1007426996439496,0.181399139252728,0.1813991392527279,0.0958814547315493,3.249605690662306,0.2772805939842772,0.5889892766600232,0.5287688590437369,2,0.3061263502896612,2.0000000000000004,0.47197210016756824,rank_only,1.8826404519857887
s7200_r2_n000_a375,confirmatory,7200,2,0.0,0.375,feedback_only,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,0.0167651954839284,0.0315954037235417,0.0568514784019243,0.0568514784019243,0.0299890051287043,1.016499642520463,0.0868404835306286,0.5889892766600232,0.5287688590437369,2,0.0946588863390007,2.0000000000000004,0.5111053710988197,sampled_random,1.8826404519857887
s7200_r2_n750_a125,confirmatory,7200,2,0.75,0.125,feedback_only,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,0.13183945170534,0.2136190189833925,0.4654064927540574,0.4654064927540574,0.3953644054640997,13.11706746760525,0.8607708982181571,0.5889892766600232,0.8193342110951463,2,0.8609089193412018,2.0,0.5950272734056222,moment_selector,1.8826404519857887
s7200_r2_n750_a125,confirmatory,7200,2,0.75,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.1531398371458716,0.2481319616793624,0.5405989905531503,0.5405989905531503,0.4592406892086176,15.236301045228911,0.999839679761768,0.5889892766600232,0.8193342110951463,2,0.9999999999999998,2.0,0.6149263061323884,development_best,1.8826404519857887
s7200_r2_n750_a125,confirmatory,7200,2,0.75,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.1531398371458716,0.2481319616793624,0.5405989905531503,0.5405989905531503,0.4592406892086176,15.236301045228911,0.999839679761768,0.5889892766600232,0.8193342110951463,2,0.9999999999999998,2.0,0.6149263061323884,maximum_budget,1.8826404519857887
s7200_r2_n750_a125,confirmatory,7200,2,0.75,0.125,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,0.1345494685832218,0.2179410141426122,0.4750194904950864,0.4750194904950863,0.4038947637569609,13.399651930717836,0.8789142542520473,0.5889892766600232,0.8193342110951463,2,0.8809501028563419,2.0,0.6099252860057578,rank_only,1.8826404519857887
s7200_r2_n750_a125,confirmatory,7200,2,0.75,0.125,feedback_only,balanced_interleaved_k2,balanced_interleaved,balanced,2,0.3158846978750554,0.25,0.6588469787505544,64,64,16,0.0707987682944252,0.1158320861645376,0.2491891832746414,0.2491891832746415,0.205895387691766,6.837841589411156,0.4550845709664076,0.5889892766600232,0.8193342110951463,2,0.4805739905369382,2.0,0.7113163617832969,sampled_random,1.8826404519857887
s7200_r2_n750_a375,confirmatory,7200,2,0.75,0.375,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.1630600366272213,0.2688459865343144,0.5725941426893797,0.5725941426893797,0.4626740263395482,15.37816298555492,1.0352681690289278,0.5889892766600232,0.8427446864417444,2,0.9999999999999998,2.0000000000000004,0.619660612643629,moment_selector,1.8826404519857887
s7200_r2_n750_a375,confirmatory,7200,2,0.75,0.375,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.1630600366272213,0.2688459865343144,0.5725941426893797,0.5725941426893797,0.4626740263395482,15.37816298555492,1.0352681690289278,0.5889892766600232,0.8427446864417444,2,0.9999999999999998,2.0000000000000004,0.619660612643629,development_best,1.8826404519857887
s7200_r2_n750_a375,confirmatory,7200,2,0.75,0.375,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.1630600366272213,0.2688459865343144,0.5725941426893797,0.5725941426893797,0.4626740263395482,15.37816298555492,1.0352681690289278,0.5889892766600232,0.8427446864417444,2,0.9999999999999998,2.0000000000000004,0.619660612643629,maximum_budget,1.8826404519857887
s7200_r2_n750_a375,confirmatory,7200,2,0.75,0.375,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,0.0507822583544167,0.0841817426802408,0.1780398136254206,0.1780398136254205,0.1416133200600541,4.709666055547151,0.3196531336854746,0.5889892766600232,0.8427446864417444,2,0.3061263502896612,2.0000000000000004,0.7910392998791022,rank_only,1.8826404519857887
s7200_r2_n750_a375,confirmatory,7200,2,0.75,0.375,feedback_only,comb_contiguous_k1,comb_contiguous,comb,1,0.225,0.125,1.0,64,64,8,0.0164947354269206,0.0277757024352611,0.057567891065204,0.057567891065204,0.04372015778562,1.4566129402050447,0.101288048850824,0.5889892766600232,0.8427446864417444,2,0.0946588863390007,2.0000000000000004,0.8296910302822206,sampled_random,1.8826404519857887
s7200_r4_n000_a125,confirmatory,7200,4,0.0,0.125,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,0.0726902381371803,0.1747645268370661,0.2354396536291102,0.2354396536291101,0.2583323488623229,8.502074817223443,0.493772002491433,0.3211807278479836,0.5088847787085358,4,0.8841525326479044,4.000000000000001,0.41593454318557593,moment_selector,1.8826404519857887
s7200_r4_n000_a125,confirmatory,7200,4,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.082260100541044,0.1977473554099215,0.2664411832648524,0.2664411832648524,0.2924310715579453,9.624235473119102,0.5588722548227977,0.3211807278479836,0.5088847787085358,4,1.0,4.000000000000001,0.4379179331041241,development_best,1.8826404519857887
s7200_r4_n000_a125,confirmatory,7200,4,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.082260100541044,0.1977473554099215,0.2664411832648524,0.2664411832648524,0.2924310715579453,9.624235473119102,0.5588722548227977,0.3211807278479836,0.5088847787085358,4,1.0,4.000000000000001,0.4379179331041241,maximum_budget,1.8826404519857887
s7200_r4_n000_a125,confirmatory,7200,4,0.0,0.125,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,0.0726902381371803,0.1747645268370661,0.2354396536291102,0.2354396536291101,0.2583323488623229,8.502074817223443,0.493772002491433,0.3211807278479836,0.5088847787085358,4,0.8841525326479044,4.000000000000001,0.41593454318557593,rank_only,1.8826404519857887
s7200_r4_n000_a125,confirmatory,7200,4,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.082260100541044,0.1977473554099215,0.2664411832648524,0.2664411832648524,0.2924310715579453,9.624235473119102,0.5588722548227977,0.3211807278479836,0.5088847787085358,4,1.0,4.000000000000001,0.4379179331041241,sampled_random,1.8826404519857887
s7200_r4_n000_a375,confirmatory,7200,4,0.0,0.375,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.0808025292037425,0.1915647617747083,0.2622873251639899,0.2622873251639899,0.2967740787819886,9.759057846187629,0.5590614039459786,0.3211807278479834,0.5062482223357766,4,0.9999999999999998,4.000000000000001,0.4380254594926237,moment_selector,1.8826404519857887
s7200_r4_n000_a375,confirmatory,7200,4,0.0,0.375,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.0808025292037425,0.1915647617747083,0.2622873251639899,0.2622873251639899,0.2967740787819886,9.759057846187629,0.5590614039459786,0.3211807278479834,0.5062482223357766,4,0.9999999999999998,4.000000000000001,0.4380254594926237,development_best,1.8826404519857887
s7200_r4_n000_a375,confirmatory,7200,4,0.0,0.375,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.0808025292037425,0.1915647617747083,0.2622873251639899,0.2622873251639899,0.2967740787819886,9.759057846187629,0.5590614039459786,0.3211807278479834,0.5062482223357766,4,0.9999999999999998,4.000000000000001,0.4380254594926237,maximum_budget,1.8826404519857887
s7200_r4_n000_a375,confirmatory,7200,4,0.0,0.375,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,0.0272491043706139,0.065445853730717,0.0882723716995659,0.0882723716995659,0.0970756605585826,3.194693509574209,0.1853480322581485,0.3211807278479834,0.5062482223357766,4,0.3247914789518991,4.000000000000001,0.498847303425852,rank_only,1.8826404519857887
s7200_r4_n000_a375,confirmatory,7200,4,0.0,0.375,feedback_only,balanced_permutation_b_k8,balanced_permutation_b,balanced,8,1.06340039778946,1.0,0.6340039778945984,64,64,64,0.0808025292037425,0.1915647617747083,0.2622873251639899,0.2622873251639899,0.2967740787819886,9.759057846187629,0.5590614039459786,0.3211807278479834,0.5062482223357766,4,0.9999999999999998,4.000000000000001,0.4391981440572047,sampled_random,1.8826404519857887
s7200_r4_n750_a125,confirmatory,7200,4,0.75,0.125,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,0.0728109467640904,0.1443665094955622,0.2441644917329309,0.2441644917329309,0.3986994720494456,13.002547597315193,0.6428639637823765,0.3211807278479836,0.8092153475462461,4,0.8841525326479044,4.000000000000001,0.7160378610793617,moment_selector,1.8826404519857887
s7200_r4_n750_a125,confirmatory,7200,4,0.75,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.0823746547358796,0.1632540185698255,0.276262150152435,0.276262150152435,0.451516684404864,14.724796051108084,0.7277788345572991,0.3211807278479836,0.8092153475462461,4,1.0,4.000000000000001,0.7380328375806924,development_best,1.8826404519857887
s7200_r4_n750_a125,confirmatory,7200,4,0.75,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.0823746547358796,0.1632540185698255,0.276262150152435,0.276262150152435,0.451516684404864,14.724796051108084,0.7277788345572991,0.3211807278479836,0.8092153475462461,4,1.0,4.000000000000001,0.7380328375806924,maximum_budget,1.8826404519857887
s7200_r4_n750_a125,confirmatory,7200,4,0.75,0.125,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,0.0728109467640904,0.1443665094955622,0.2441644917329309,0.2441644917329309,0.3986994720494456,13.002547597315193,0.6428639637823765,0.3211807278479836,0.8092153475462461,4,0.8841525326479044,4.000000000000001,0.7160378610793617,rank_only,1.8826404519857887
s7200_r4_n750_a125,confirmatory,7200,4,0.75,0.125,feedback_only,balanced_permutation_b_k8,balanced_permutation_b,balanced,8,1.06340039778946,1.0,0.6340039778945984,64,64,64,0.0823746547358796,0.1632540185698255,0.276262150152435,0.276262150152435,0.451516684404864,14.724796051108084,0.7277788345572991,0.3211807278479836,0.8092153475462461,4,1.0,4.000000000000001,0.7392055221452734,sampled_random,1.8826404519857887
s7200_r4_n750_a375,confirmatory,7200,4,0.75,0.375,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.0812365132488034,0.1586070817801558,0.2733153627120293,0.2733153627120293,0.4598906855755246,14.989817301128816,0.7332060482875539,0.3211807278479834,0.806620797102123,4,0.9999999999999998,4.000000000000001,0.7375809983402221,moment_selector,1.8826404519857887
s7200_r4_n750_a375,confirmatory,7200,4,0.75,0.375,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.0812365132488034,0.1586070817801558,0.2733153627120293,0.2733153627120293,0.4598906855755246,14.989817301128816,0.7332060482875539,0.3211807278479834,0.806620797102123,4,0.9999999999999998,4.000000000000001,0.7375809983402221,development_best,1.8826404519857887
s7200_r4_n750_a375,confirmatory,7200,4,0.75,0.375,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.0812365132488034,0.1586070817801558,0.2733153627120293,0.2733153627120293,0.4598906855755246,14.989817301128816,0.7332060482875539,0.3211807278479834,0.806620797102123,4,0.9999999999999998,4.000000000000001,0.7375809983402221,maximum_budget,1.8826404519857887
s7200_r4_n750_a375,confirmatory,7200,4,0.75,0.375,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,0.0273893437893707,0.0545806699459977,0.0917507515710865,0.0917507515710865,0.14835409428279,4.839081768620368,0.2401048458538766,0.3211807278479834,0.806620797102123,4,0.3247914789518991,4.000000000000001,0.7989558577894839,rank_only,1.8826404519857887
s7200_r4_n750_a375,confirmatory,7200,4,0.75,0.375,feedback_only,balanced_permutation_b_k4,balanced_permutation_b,balanced,4,0.5634003977894598,0.5,0.6340039778945984,64,64,32,0.0452302177491798,0.0902887174477103,0.1514611055358159,0.151461105535816,0.2440778727956451,7.961953034996461,0.3955389783314611,0.3211807278479834,0.806620797102123,4,0.5127688572104923,4.000000000000001,0.7665405913385482,sampled_random,1.8826404519857887
s7200_r8_n000_a125,confirmatory,7200,8,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.0489021506353445,0.1167965789198118,0.1585539826553831,0.1585539826553831,0.3383779139909022,10.986647230364254,0.4969318966462853,0.2165695126525575,0.5372889698649397,8,0.9999999999999998,8.0,0.5291231501483135,moment_selector,1.8826404519857887
s7200_r8_n000_a125,confirmatory,7200,8,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.0489021506353445,0.1167965789198118,0.1585539826553831,0.1585539826553831,0.3383779139909022,10.986647230364254,0.4969318966462853,0.2165695126525575,0.5372889698649397,8,0.9999999999999998,8.0,0.5291231501483135,development_best,1.8826404519857887
s7200_r8_n000_a125,confirmatory,7200,8,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.0489021506353445,0.1167965789198118,0.1585539826553831,0.1585539826553831,0.3383779139909022,10.986647230364254,0.4969318966462853,0.2165695126525575,0.5372889698649397,8,0.9999999999999998,8.0,0.5291231501483135,maximum_budget,1.8826404519857887
s7200_r8_n000_a125,confirmatory,7200,8,0.0,0.125,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,0.0489021506353445,0.1167965789198118,0.1585539826553831,0.1585539826553831,0.3383779139909022,10.986647230364254,0.4969318966462853,0.2165695126525575,0.5372889698649397,8,0.9999999999999998,8.0,0.5291231501483135,rank_only,1.8826404519857887
