seed,rule,rate,test_nmse,selected_step,bounds,ood_3.0
2026100200,broadcast,0.03,0.047346619034292506,3840,0,0.10804546585831208
2026100200,derivative,0.03,5.500050018569224e-05,3968,0,0.0016395584186787
2026100200,exact,0.03,6.96269681954128e-05,2944,0,0.0028178544445283
2026100200,full_chain,0.03,6.96269681954206e-05,2944,0,0.0028178544445283
2026100200,resistance,0.03,0.05120491756717279,1280,941,0.057661349688995736
2026100200,shuffled_derivative,0.03,0.047411236427129286,1408,1229,0.05358310729645468
2026100201,broadcast,0.03,0.05143281838095953,3584,0,0.061754809787994275
2026100201,derivative,0.03,3.7046720188405e-05,3712,0,0.0010196330717514
2026100201,exact,0.03,5.6898506404020425e-05,2560,0,0.0017894239344704
2026100201,full_chain,0.03,5.689850640402425e-05,2560,0,0.0017894239344704
2026100201,resistance,0.03,0.04954768163126866,1024,864,0.05306531075258199
2026100201,shuffled_derivative,0.03,0.046294795216905674,1152,1136,0.04892150781308354
2026100202,broadcast,0.03,0.054018697181513205,3840,0,0.13046114331551997
2026100202,derivative,0.03,0.0001126488613041,2304,0,0.0037406063003881
2026100202,exact,0.03,2.5185966394292803e-05,3584,0,0.0038232624217777
2026100202,full_chain,0.03,2.51859663945e-05,3584,0,0.0038232624217928
2026100202,resistance,0.03,0.05134250282760025,768,1301,0.05486810787643269
2026100202,shuffled_derivative,0.03,0.04717594299223751,1920,1455,0.05704954077485697
2026100203,broadcast,0.03,0.05050441581559837,2944,0,0.07122490999165428
2026100203,derivative,0.03,2.4133960299418124e-05,3584,0,0.000589287130878
2026100203,exact,0.03,3.835441783903417e-05,2816,0,0.0015610596545016
2026100203,full_chain,0.03,3.835441783903455e-05,2816,0,0.0015610596545016
2026100203,resistance,0.03,0.04961449389221053,1024,1503,0.053049273215097004
2026100203,shuffled_derivative,0.03,0.046640833767197354,1280,1452,0.0510830656584196
2026100204,broadcast,0.03,0.054708197395703304,2944,0,0.08224809560898967
2026100204,derivative,0.03,5.834774751445357e-05,3456,0,0.0022353473117378
2026100204,exact,0.03,4.100657566622551e-05,3328,0,0.0051113103696388
2026100204,full_chain,0.03,4.100657566617592e-05,3328,0,0.0051113103696379
2026100204,resistance,0.03,0.05147078835615906,640,1067,0.05463452254164236
2026100204,shuffled_derivative,0.03,0.04610313961267193,1408,1175,0.05563192209965823
2026100205,broadcast,0.03,0.05074293247455467,3840,0,0.07125379169131221
2026100205,derivative,0.03,7.242411728076814e-05,2304,0,0.003368640388428
2026100205,exact,0.03,3.016089589644238e-05,3840,0,0.002955573218296
2026100205,full_chain,0.03,3.016089589562907e-05,3840,0,0.0029555732182996
2026100205,resistance,0.03,0.049842540812936674,1152,1111,0.05406899694521608
2026100205,shuffled_derivative,0.03,0.04645275818328647,1152,1244,0.050662459857078346
2026100206,broadcast,0.03,0.05204130280658757,3840,0,0.0629539936715806
2026100206,derivative,0.03,6.37630497056546e-05,2944,0,0.0010613065242087
2026100206,exact,0.03,3.155306363107287e-05,3968,0,0.0011177750176084
2026100206,full_chain,0.03,3.1553063631688014e-05,3968,0,0.0011177750176083
2026100206,resistance,0.03,0.051340436770016075,1024,229,0.053548753975382044
2026100206,shuffled_derivative,0.03,0.0489576736059502,1024,378,0.05149265671909672
2026100207,broadcast,0.03,0.051648651482436005,3712,0,0.0858877683988938
2026100207,derivative,0.03,4.274821302901309e-05,4096,0,0.0012051941683383
2026100207,exact,0.03,3.274010801560978e-05,3584,0,0.0024952883464421
2026100207,full_chain,0.03,3.274010801563186e-05,3584,0,0.0024952883464424
2026100207,resistance,0.03,0.04904180699536119,1024,825,0.0514910580420502
2026100207,shuffled_derivative,0.03,0.047109508050224035,1024,728,0.04954089356708212
2026100208,broadcast,0.03,0.042570482720933944,4096,0,0.07482651055279314
2026100208,derivative,0.03,7.85339724656298e-05,3840,0,0.0017572898982429
2026100208,exact,0.03,7.244161838365717e-05,2944,0,0.0036853561194379
2026100208,full_chain,0.03,7.24416183836524e-05,2944,0,0.0036853561194379
2026100208,resistance,0.03,0.05230203733782221,1152,718,0.054060860924489765
2026100208,shuffled_derivative,0.03,0.04701309988138471,1664,776,0.051364407838619446
2026100209,broadcast,0.03,0.05643475341001412,3712,0,0.06652294984640461
2026100209,derivative,0.03,9.79813175434296e-05,3584,0,0.0018807019973101
2026100209,exact,0.03,5.014440499244646e-05,3584,0,0.0017018858199449
2026100209,full_chain,0.03,5.014440499248076e-05,3584,0,0.0017018858199448
2026100209,resistance,0.03,0.051619278048994445,1152,1578,0.05695999507012102
2026100209,shuffled_derivative,0.03,0.04978452064616948,1152,1617,0.055575727291725566
2026100210,broadcast,0.03,0.05224711553812326,3200,0,0.07604960659421665
2026100210,derivative,0.03,5.344597255606038e-05,3712,0,0.0013054642706257
2026100210,exact,0.03,4.993510143767036e-05,3584,0,0.0025626124307061
2026100210,full_chain,0.03,4.9935101439007736e-05,3584,0,0.0025626124307088
2026100210,resistance,0.03,0.050593317479458375,1024,671,0.05386303725589192
2026100210,shuffled_derivative,0.03,0.048976228360045115,1024,1438,0.053260214111524734
2026100211,broadcast,0.03,0.04645450081331368,3712,0,0.0632324143140064
2026100211,derivative,0.03,5.903448657425741e-05,3712,0,0.0009170797031327
2026100211,exact,0.03,5.199425143186586e-05,3968,0,0.0009956608056265
2026100211,full_chain,0.03,5.199425143177615e-05,3968,0,0.0009956608056249
2026100211,resistance,0.03,0.05039678243335139,896,412,0.0534270559906474
2026100211,shuffled_derivative,0.03,0.04875139218931938,896,540,0.05174439508189759
2026100212,broadcast,0.03,0.049713668033517455,4096,0,0.09081131284610573
2026100212,derivative,0.03,5.457721556505567e-05,3840,0,0.0023119950375382
2026100212,exact,0.03,4.5188960027607895e-05,3968,0,0.0053290038886704
2026100212,full_chain,0.03,4.51889600382565e-05,3968,0,0.005329003888763
2026100212,resistance,0.03,0.052293862877580435,1024,713,0.052502646897239595
2026100212,shuffled_derivative,0.03,0.0489897254639938,1408,884,0.052549215960480976
2026100213,broadcast,0.03,0.04399947792027461,4096,0,0.09195574312271997
2026100213,derivative,0.03,8.41493794000142e-05,3072,0,0.0011180982604046
2026100213,exact,0.03,4.740084209903538e-05,3712,0,0.00250290558177
2026100213,full_chain,0.03,4.7400842099090736e-05,3712,0,0.0025029055817703
2026100213,resistance,0.03,0.0514450753752286,1280,0,0.056594165304554016
2026100213,shuffled_derivative,0.03,0.046312948425285404,1536,0,0.05569806732105922
2026100214,broadcast,0.03,0.04312671419138208,3840,0,0.09139801364020128
2026100214,derivative,0.03,4.258630107237098e-05,3840,0,0.0013491359515301
2026100214,exact,0.03,4.343013377657788e-05,3456,0,0.002409642065285
2026100214,full_chain,0.03,4.343013377655836e-05,3456,0,0.0024096420652851
2026100214,resistance,0.03,0.05159064340904392,896,1742,0.05654382010287174
2026100214,shuffled_derivative,0.03,0.048128977127686934,1408,1909,0.05373153412537181
2026100215,broadcast,0.03,0.05160795059955358,2432,0,0.07672062858094959
2026100215,derivative,0.03,8.336221962889171e-05,2304,0,0.0035737452971932
2026100215,exact,0.03,3.852345799806522e-05,4096,0,0.0021903348848916
2026100215,full_chain,0.03,3.85234579982816e-05,4096,0,0.0021903348848819
2026100215,resistance,0.03,0.05064759604798146,1024,1642,0.051890935979074695
2026100215,shuffled_derivative,0.03,0.04890036040263018,2816,1952,0.055301027320711064
2026100216,broadcast,0.03,0.048022491840712576,3968,0,0.06700231120137776
