seed,variant,forward,trained_rule,delivered_rule,block,source_context,recipient_context,n_source,n_recipient,cosine,delivered_norm,exact_norm,dot,defined
2026092200,interaction,shunt,broadcast,exact,soma,0,2,496,511,-0.5550961547158163,0.002492101087686409,0.03274961587303263,-4.5304368803972176e-05,True
2026092200,interaction,shunt,broadcast,exact,readout,0,2,496,511,0.798572760820161,0.014754627884442748,0.1899069394498946,0.0022376058463398647,True
2026092200,interaction,shunt,broadcast,broadcast,terminal,0,2,496,511,0.1718016238421552,0.05496726386872603,0.0741040554657983,0.000699799068288924,True
2026092200,interaction,shunt,broadcast,broadcast,proximal,0,2,496,511,0.11376297139032061,0.007032039105744927,0.08007098175097195,6.405563747135303e-05,True
2026092200,interaction,shunt,broadcast,broadcast,soma,0,2,496,511,-0.5550961547158163,0.002492101087686409,0.03274961587303263,-4.5304368803972176e-05,True
2026092200,interaction,shunt,broadcast,broadcast,readout,0,2,496,511,0.798572760820161,0.014754627884442748,0.1899069394498946,0.0022376058463398647,True
2026092200,interaction,shunt,broadcast,resistance,terminal,0,2,496,511,0.019520678536066687,0.02411502377472538,0.0741040554657983,3.488386363697317e-05,True
2026092200,interaction,shunt,broadcast,resistance,proximal,0,2,496,511,0.11376297139032061,0.007032039105744927,0.08007098175097195,6.405563747135303e-05,True
2026092200,interaction,shunt,broadcast,resistance,soma,0,2,496,511,-0.5550961547158163,0.002492101087686409,0.03274961587303263,-4.5304368803972176e-05,True
2026092200,interaction,shunt,broadcast,resistance,readout,0,2,496,511,0.798572760820161,0.014754627884442748,0.1899069394498946,0.0022376058463398647,True
2026092200,interaction,shunt,broadcast,swapped,terminal,0,2,496,511,0.008113474856481642,0.03357529522439983,0.0741040554657983,2.0186857196737656e-05,True
2026092200,interaction,shunt,broadcast,swapped,proximal,0,2,496,511,0.11376297139032061,0.007032039105744927,0.08007098175097195,6.405563747135303e-05,True
2026092200,interaction,shunt,broadcast,swapped,soma,0,2,496,511,-0.5550961547158163,0.002492101087686409,0.03274961587303263,-4.5304368803972176e-05,True
2026092200,interaction,shunt,broadcast,swapped,readout,0,2,496,511,0.798572760820161,0.014754627884442748,0.1899069394498946,0.0022376058463398647,True
2026092200,interaction,shunt,broadcast,uniform_rms,terminal,0,2,496,511,0.17143468563221592,0.027622854174941012,0.0741040554657983,0.00035092089006177033,True
2026092200,interaction,shunt,broadcast,uniform_rms,proximal,0,2,496,511,0.11376297139032061,0.007032039105744927,0.08007098175097195,6.405563747135303e-05,True
2026092200,interaction,shunt,broadcast,uniform_rms,soma,0,2,496,511,-0.5550961547158163,0.002492101087686409,0.03274961587303263,-4.5304368803972176e-05,True
2026092200,interaction,shunt,broadcast,uniform_rms,readout,0,2,496,511,0.798572760820161,0.014754627884442748,0.1899069394498946,0.0022376058463398647,True
2026092200,interaction,shunt,broadcast,exact,terminal,0,3,496,541,0.0036463967914405174,0.009262677941346642,0.008450389111122544,2.854152649937171e-07,True
2026092200,interaction,shunt,broadcast,exact,proximal,0,3,496,541,0.23751680936601952,0.003863942754216008,0.007935642511863296,7.282946664521513e-06,True
2026092200,interaction,shunt,broadcast,exact,soma,0,3,496,541,-0.005694690195646302,0.002492101087686409,0.00770895802725052,-1.0940355598185141e-07,True
2026092200,interaction,shunt,broadcast,exact,readout,0,3,496,541,0.7927902516818632,0.014754627884442748,0.03343887898601123,0.00039114544028394913,True
2026092200,interaction,shunt,broadcast,broadcast,terminal,0,3,496,541,0.05545281897859257,0.05496726386872603,0.008450389111122544,2.5757544289983067e-05,True
2026092200,interaction,shunt,broadcast,broadcast,proximal,0,3,496,541,0.18196316663274437,0.007032039105744927,0.007935642511863296,1.0154226782057764e-05,True
2026092200,interaction,shunt,broadcast,broadcast,soma,0,3,496,541,-0.005694690195646302,0.002492101087686409,0.00770895802725052,-1.0940355598185141e-07,True
2026092200,interaction,shunt,broadcast,broadcast,readout,0,3,496,541,0.7927902516818632,0.014754627884442748,0.03343887898601123,0.00039114544028394913,True
2026092200,interaction,shunt,broadcast,resistance,terminal,0,3,496,541,0.006300808701369157,0.02411502377472538,0.008450389111122544,1.2839872044625974e-06,True
2026092200,interaction,shunt,broadcast,resistance,proximal,0,3,496,541,0.18196316663274437,0.007032039105744927,0.007935642511863296,1.0154226782057764e-05,True
2026092200,interaction,shunt,broadcast,resistance,soma,0,3,496,541,-0.005694690195646302,0.002492101087686409,0.00770895802725052,-1.0940355598185141e-07,True
2026092200,interaction,shunt,broadcast,resistance,readout,0,3,496,541,0.7927902516818632,0.014754627884442748,0.03343887898601123,0.00039114544028394913,True
2026092200,interaction,shunt,broadcast,swapped,terminal,0,3,496,541,0.010117565110557537,0.03357529522439983,0.008450389111122544,2.8705991714450092e-06,True
2026092200,interaction,shunt,broadcast,swapped,proximal,0,3,496,541,0.18196316663274437,0.007032039105744927,0.007935642511863296,1.0154226782057764e-05,True
2026092200,interaction,shunt,broadcast,swapped,soma,0,3,496,541,-0.005694690195646302,0.002492101087686409,0.00770895802725052,-1.0940355598185141e-07,True
2026092200,interaction,shunt,broadcast,swapped,readout,0,3,496,541,0.7927902516818632,0.014754627884442748,0.03343887898601123,0.00039114544028394913,True
2026092200,interaction,shunt,broadcast,uniform_rms,terminal,0,3,496,541,0.05575119101270663,0.027622854174941012,0.008450389111122544,1.3013658547986748e-05,True
2026092200,interaction,shunt,broadcast,uniform_rms,proximal,0,3,496,541,0.18196316663274437,0.007032039105744927,0.007935642511863296,1.0154226782057764e-05,True
2026092200,interaction,shunt,broadcast,uniform_rms,soma,0,3,496,541,-0.005694690195646302,0.002492101087686409,0.00770895802725052,-1.0940355598185141e-07,True
2026092200,interaction,shunt,broadcast,uniform_rms,readout,0,3,496,541,0.7927902516818632,0.014754627884442748,0.03343887898601123,0.00039114544028394913,True
2026092200,interaction,shunt,broadcast,exact,terminal,1,0,500,496,0.001954909338856144,0.012145420465404656,0.009262677941346642,2.1992557684732796e-07,True
2026092200,interaction,shunt,broadcast,exact,proximal,1,0,500,496,0.37120424721227574,0.006551722369697044,0.003863942754216008,9.397213762301366e-06,True
2026092200,interaction,shunt,broadcast,exact,soma,1,0,500,496,-0.031319985860798975,0.0014074835122896202,0.002492101087686409,-1.0985770653507103e-07,True
2026092200,interaction,shunt,broadcast,exact,readout,1,0,500,496,0.8024045400372404,0.03433282286217461,0.014754627884442748,0.00040647248354213006,True
2026092200,interaction,shunt,broadcast,broadcast,terminal,1,0,500,496,0.03957477674126453,0.10838811548989814,0.009262677941346642,3.9731659326575e-05,True
2026092200,interaction,shunt,broadcast,broadcast,proximal,1,0,500,496,0.09940965895565393,0.026576994201568012,0.003863942754216008,1.0208575124215716e-05,True
2026092200,interaction,shunt,broadcast,broadcast,soma,1,0,500,496,-0.031319985860798975,0.0014074835122896202,0.002492101087686409,-1.0985770653507103e-07,True
2026092200,interaction,shunt,broadcast,broadcast,readout,1,0,500,496,0.8024045400372404,0.03433282286217461,0.014754627884442748,0.00040647248354213006,True
2026092200,interaction,shunt,broadcast,resistance,terminal,1,0,500,496,0.0009599854216366629,0.059361230120067526,0.009262677941346642,5.278421827071962e-07,True
2026092200,interaction,shunt,broadcast,resistance,proximal,1,0,500,496,0.09940965895565393,0.026576994201568012,0.003863942754216008,1.0208575124215716e-05,True
2026092200,interaction,shunt,broadcast,resistance,soma,1,0,500,496,-0.031319985860798975,0.0014074835122896202,0.002492101087686409,-1.0985770653507103e-07,True
2026092200,interaction,shunt,broadcast,resistance,readout,1,0,500,496,0.8024045400372404,0.03433282286217461,0.014754627884442748,0.00040647248354213006,True
2026092200,interaction,shunt,broadcast,swapped,terminal,1,0,500,496,0.008024652924100293,0.052877424394656,0.009262677941346642,3.930367090989844e-06,True
2026092200,interaction,shunt,broadcast,swapped,proximal,1,0,500,496,0.09940965895565393,0.026576994201568012,0.003863942754216008,1.0208575124215716e-05,True
2026092200,interaction,shunt,broadcast,swapped,soma,1,0,500,496,-0.031319985860798975,0.0014074835122896202,0.002492101087686409,-1.0985770653507103e-07,True
2026092200,interaction,shunt,broadcast,swapped,readout,1,0,500,496,0.8024045400372404,0.03433282286217461,0.014754627884442748,0.00040647248354213006,True
2026092200,interaction,shunt,broadcast,uniform_rms,terminal,1,0,500,496,0.03950173207422457,0.05432819467920099,0.009262677941346642,1.9878242155012373e-05,True
2026092200,interaction,shunt,broadcast,uniform_rms,proximal,1,0,500,496,0.09940965895565393,0.026576994201568012,0.003863942754216008,1.0208575124215716e-05,True
2026092200,interaction,shunt,broadcast,uniform_rms,soma,1,0,500,496,-0.031319985860798975,0.0014074835122896202,0.002492101087686409,-1.0985770653507103e-07,True
2026092200,interaction,shunt,broadcast,uniform_rms,readout,1,0,500,496,0.8024045400372404,0.03433282286217461,0.014754627884442748,0.00040647248354213006,True
2026092200,interaction,shunt,broadcast,exact,terminal,1,1,500,500,1.0000000000000002,0.012145420465404656,0.012145420465404656,0.00014751123828147028,True
2026092200,interaction,shunt,broadcast,exact,proximal,1,1,500,500,1.0,0.006551722369697044,0.006551722369697044,4.292506600958865e-05,True
2026092200,interaction,shunt,broadcast,exact,soma,1,1,500,500,1.0,0.0014074835122896202,0.0014074835122896202,1.9810098373671254e-06,True
2026092200,interaction,shunt,broadcast,exact,readout,1,1,500,500,1.0,0.03433282286217461,0.03433282286217461,0.0011787427256854594,True
2026092200,interaction,shunt,broadcast,broadcast,terminal,1,1,500,500,0.21620248591618596,0.10838811548989814,0.012145420465404656,0.0002846131113478749,True
2026092200,interaction,shunt,broadcast,broadcast,proximal,1,1,500,500,0.3151072955592217,0.026576994201568012,0.006551722369697044,5.486808538899265e-05,True
2026092200,interaction,shunt,broadcast,broadcast,soma,1,1,500,500,1.0,0.0014074835122896202,0.0014074835122896202,1.9810098373671254e-06,True
2026092200,interaction,shunt,broadcast,broadcast,readout,1,1,500,500,1.0,0.03433282286217461,0.03433282286217461,0.0011787427256854594,True
2026092200,interaction,shunt,broadcast,resistance,terminal,1,1,500,500,0.35948593551648517,0.059361230120067526,0.012145420465404656,0.00025917753211521417,True
2026092200,interaction,shunt,broadcast,resistance,proximal,1,1,500,500,0.3151072955592217,0.026576994201568012,0.006551722369697044,5.486808538899265e-05,True
2026092200,interaction,shunt,broadcast,resistance,soma,1,1,500,500,1.0,0.0014074835122896202,0.0014074835122896202,1.9810098373671254e-06,True
2026092200,interaction,shunt,broadcast,resistance,readout,1,1,500,500,1.0,0.03433282286217461,0.03433282286217461,0.0011787427256854594,True
2026092200,interaction,shunt,broadcast,swapped,terminal,1,1,500,500,0.037252422958962764,0.052877424394656,0.012145420465404656,2.3924197146125247e-05,True
2026092200,interaction,shunt,broadcast,swapped,proximal,1,1,500,500,0.3151072955592217,0.026576994201568012,0.006551722369697044,5.486808538899265e-05,True
2026092200,interaction,shunt,broadcast,swapped,soma,1,1,500,500,1.0,0.0014074835122896202,0.0014074835122896202,1.9810098373671254e-06,True
2026092200,interaction,shunt,broadcast,swapped,readout,1,1,500,500,1.0,0.03433282286217461,0.03433282286217461,0.0011787427256854594,True
2026092200,interaction,shunt,broadcast,uniform_rms,terminal,1,1,500,500,0.21637052598438888,0.05432819467920099,0.012145420465404656,0.00014276966119000314,True
2026092200,interaction,shunt,broadcast,uniform_rms,proximal,1,1,500,500,0.3151072955592217,0.026576994201568012,0.006551722369697044,5.486808538899265e-05,True
2026092200,interaction,shunt,broadcast,uniform_rms,soma,1,1,500,500,1.0,0.0014074835122896202,0.0014074835122896202,1.9810098373671254e-06,True
2026092200,interaction,shunt,broadcast,uniform_rms,readout,1,1,500,500,1.0,0.03433282286217461,0.03433282286217461,0.0011787427256854594,True
2026092200,interaction,shunt,broadcast,exact,terminal,1,2,500,511,0.013255883208754328,0.012145420465404656,0.0741040554657983,1.1930625116105553e-05,True
2026092200,interaction,shunt,broadcast,exact,proximal,1,2,500,511,0.21687481538188783,0.006551722369697044,0.08007098175097195,0.00011377314457293987,True
2026092200,interaction,shunt,broadcast,exact,soma,1,2,500,511,-0.10882776075850714,0.0014074835122896202,0.03274961587303263,-5.016366047527065e-06,True
2026092200,interaction,shunt,broadcast,exact,readout,1,2,500,511,0.868285072790025,0.03433282286217461,0.1899069394498946,0.005661254545558077,True
2026092200,interaction,shunt,broadcast,broadcast,terminal,1,2,500,511,0.08331718667196955,0.10838811548989814,0.0741040554657983,0.0006692035535413943,True
2026092200,interaction,shunt,broadcast,broadcast,proximal,1,2,500,511,0.05818566898286866,0.026576994201568012,0.08007098175097195,0.0001238217811667533,True
2026092200,interaction,shunt,broadcast,broadcast,soma,1,2,500,511,-0.10882776075850714,0.0014074835122896202,0.03274961587303263,-5.016366047527065e-06,True
2026092200,interaction,shunt,broadcast,broadcast,readout,1,2,500,511,0.868285072790025,0.03433282286217461,0.1899069394498946,0.005661254545558077,True
2026092200,interaction,shunt,broadcast,resistance,terminal,1,2,500,511,0.008523913729243052,0.059361230120067526,0.0741040554657983,3.749591135158245e-05,True
2026092200,interaction,shunt,broadcast,resistance,proximal,1,2,500,511,0.05818566898286866,0.026576994201568012,0.08007098175097195,0.0001238217811667533,True
2026092200,interaction,shunt,broadcast,resistance,soma,1,2,500,511,-0.10882776075850714,0.0014074835122896202,0.03274961587303263,-5.016366047527065e-06,True
2026092200,interaction,shunt,broadcast,resistance,readout,1,2,500,511,0.868285072790025,0.03433282286217461,0.1899069394498946,0.005661254545558077,True
2026092200,interaction,shunt,broadcast,swapped,terminal,1,2,500,511,0.16307558106234502,0.052877424394656,0.0741040554657983,0.0006390005084298294,True
2026092200,interaction,shunt,broadcast,swapped,proximal,1,2,500,511,0.05818566898286866,0.026576994201568012,0.08007098175097195,0.0001238217811667533,True
2026092200,interaction,shunt,broadcast,swapped,soma,1,2,500,511,-0.10882776075850714,0.0014074835122896202,0.03274961587303263,-5.016366047527065e-06,True
2026092200,interaction,shunt,broadcast,swapped,readout,1,2,500,511,0.868285072790025,0.03433282286217461,0.1899069394498946,0.005661254545558077,True
2026092200,interaction,shunt,broadcast,uniform_rms,terminal,1,2,500,511,0.08334783161819595,0.05432819467920099,0.0741040554657983,0.0003355533318738125,True
2026092200,interaction,shunt,broadcast,uniform_rms,proximal,1,2,500,511,0.05818566898286866,0.026576994201568012,0.08007098175097195,0.0001238217811667533,True
2026092200,interaction,shunt,broadcast,uniform_rms,soma,1,2,500,511,-0.10882776075850714,0.0014074835122896202,0.03274961587303263,-5.016366047527065e-06,True
2026092200,interaction,shunt,broadcast,uniform_rms,readout,1,2,500,511,0.868285072790025,0.03433282286217461,0.1899069394498946,0.005661254545558077,True
2026092200,interaction,shunt,broadcast,exact,terminal,1,3,500,541,0.016984165412138652,0.012145420465404656,0.008450389111122544,1.743144830834518e-06,True
2026092200,interaction,shunt,broadcast,exact,proximal,1,3,500,541,0.3394741023203636,0.006551722369697044,0.007935642511863296,1.764998049266504e-05,True
2026092200,interaction,shunt,broadcast,exact,soma,1,3,500,541,-0.11780952233414432,0.0014074835122896202,0.00770895802725052,-1.2782605690580805e-06,True
2026092200,interaction,shunt,broadcast,exact,readout,1,3,500,541,0.8632854629897942,0.03433282286217461,0.03343887898601123,0.000991095833114121,True
2026092200,interaction,shunt,broadcast,broadcast,terminal,1,3,500,541,0.12079904395467317,0.10838811548989814,0.008450389111122544,0.0001106424718473304,True
2026092200,interaction,shunt,broadcast,broadcast,proximal,1,3,500,541,0.09239137199021556,0.026576994201568012,0.007935642511863296,1.9485850817238593e-05,True
2026092200,interaction,shunt,broadcast,broadcast,soma,1,3,500,541,-0.11780952233414432,0.0014074835122896202,0.00770895802725052,-1.2782605690580805e-06,True
2026092200,interaction,shunt,broadcast,broadcast,readout,1,3,500,541,0.8632854629897942,0.03433282286217461,0.03343887898601123,0.000991095833114121,True
2026092200,interaction,shunt,broadcast,resistance,terminal,1,3,500,541,0.013494184611839034,0.059361230120067526,0.008450389111122544,6.769027003546609e-06,True
2026092200,interaction,shunt,broadcast,resistance,proximal,1,3,500,541,0.09239137199021556,0.026576994201568012,0.007935642511863296,1.9485850817238593e-05,True
2026092200,interaction,shunt,broadcast,resistance,soma,1,3,500,541,-0.11780952233414432,0.0014074835122896202,0.00770895802725052,-1.2782605690580805e-06,True
2026092200,interaction,shunt,broadcast,resistance,readout,1,3,500,541,0.8632854629897942,0.03433282286217461,0.03343887898601123,0.000991095833114121,True
2026092200,interaction,shunt,broadcast,swapped,terminal,1,3,500,541,0.019606925363021367,0.052877424394656,0.008450389111122544,8.761056795323647e-06,True
2026092200,interaction,shunt,broadcast,swapped,proximal,1,3,500,541,0.09239137199021556,0.026576994201568012,0.007935642511863296,1.9485850817238593e-05,True
2026092200,interaction,shunt,broadcast,swapped,soma,1,3,500,541,-0.11780952233414432,0.0014074835122896202,0.00770895802725052,-1.2782605690580805e-06,True
2026092200,interaction,shunt,broadcast,swapped,readout,1,3,500,541,0.8632854629897942,0.03433282286217461,0.03343887898601123,0.000991095833114121,True
2026092200,interaction,shunt,broadcast,uniform_rms,terminal,1,3,500,541,0.12089199273586196,0.05432819467920099,0.008450389111122544,5.550083502555462e-05,True
2026092200,interaction,shunt,broadcast,uniform_rms,proximal,1,3,500,541,0.09239137199021556,0.026576994201568012,0.007935642511863296,1.9485850817238593e-05,True
2026092200,interaction,shunt,broadcast,uniform_rms,soma,1,3,500,541,-0.11780952233414432,0.0014074835122896202,0.00770895802725052,-1.2782605690580805e-06,True
2026092200,interaction,shunt,broadcast,uniform_rms,readout,1,3,500,541,0.8632854629897942,0.03433282286217461,0.03343887898601123,0.000991095833114121,True
2026092200,interaction,shunt,broadcast,exact,terminal,2,0,511,496,0.02431145898942387,0.0741040554657983,0.009262677941346642,1.6687434071492978e-05,True
2026092200,interaction,shunt,broadcast,exact,proximal,2,0,511,496,0.1553385527241766,0.08007098175097195,0.003863942754216008,4.806014663504297e-05,True
2026092200,interaction,shunt,broadcast,exact,soma,2,0,511,496,-0.5550961547158163,0.03274961587303263,0.002492101087686409,-4.5304368803972176e-05,True
2026092200,interaction,shunt,broadcast,exact,readout,2,0,511,496,0.798572760820161,0.1899069394498946,0.014754627884442748,0.0022376058463398647,True
2026092200,interaction,shunt,broadcast,broadcast,terminal,2,0,511,496,0.1417601284673309,0.5545085384835662,0.009262677941346642,0.0007281131927698392,True
2026092200,interaction,shunt,broadcast,broadcast,proximal,2,0,511,496,0.12691390590556392,0.13062234129357986,0.003863942754216008,6.405563747135298e-05,True
2026092200,interaction,shunt,broadcast,broadcast,soma,2,0,511,496,-0.5550961547158163,0.03274961587303263,0.002492101087686409,-4.5304368803972176e-05,True
2026092200,interaction,shunt,broadcast,broadcast,readout,2,0,511,496,0.798572760820161,0.1899069394498946,0.014754627884442748,0.0022376058463398647,True
2026092200,interaction,shunt,broadcast,resistance,terminal,2,0,511,496,0.01553285199910225,0.31580870611792944,0.009262677941346642,4.543723200135343e-05,True
2026092200,interaction,shunt,broadcast,resistance,proximal,2,0,511,496,0.12691390590556392,0.13062234129357986,0.003863942754216008,6.405563747135298e-05,True
2026092200,interaction,shunt,broadcast,resistance,soma,2,0,511,496,-0.5550961547158163,0.03274961587303263,0.002492101087686409,-4.5304368803972176e-05,True
2026092200,interaction,shunt,broadcast,resistance,readout,2,0,511,496,0.798572760820161,0.1899069394498946,0.014754627884442748,0.0022376058463398647,True
2026092200,interaction,shunt,broadcast,swapped,terminal,2,0,511,496,0.011307503533800875,0.2386510808492425,0.009262677941346642,2.4995780477950952e-05,True
2026092200,interaction,shunt,broadcast,swapped,proximal,2,0,511,496,0.12691390590556392,0.13062234129357986,0.003863942754216008,6.405563747135298e-05,True
2026092200,interaction,shunt,broadcast,swapped,soma,2,0,511,496,-0.5550961547158163,0.03274961587303263,0.002492101087686409,-4.5304368803972176e-05,True
2026092200,interaction,shunt,broadcast,swapped,readout,2,0,511,496,0.798572760820161,0.1899069394498946,0.014754627884442748,0.0022376058463398647,True
2026092200,interaction,shunt,broadcast,uniform_rms,terminal,2,0,511,496,0.1409472070879082,0.2796483834456455,0.009262677941346642,0.0003650945515811763,True
2026092200,interaction,shunt,broadcast,uniform_rms,proximal,2,0,511,496,0.12691390590556392,0.13062234129357986,0.003863942754216008,6.405563747135298e-05,True
2026092200,interaction,shunt,broadcast,uniform_rms,soma,2,0,511,496,-0.5550961547158163,0.03274961587303263,0.002492101087686409,-4.5304368803972176e-05,True
2026092200,interaction,shunt,broadcast,uniform_rms,readout,2,0,511,496,0.798572760820161,0.1899069394498946,0.014754627884442748,0.0022376058463398647,True
2026092200,interaction,shunt,broadcast,exact,terminal,2,1,511,500,0.013255883208754328,0.0741040554657983,0.012145420465404656,1.1930625116105553e-05,True
2026092200,interaction,shunt,broadcast,exact,proximal,2,1,511,500,0.21687481538188783,0.08007098175097195,0.006551722369697044,0.00011377314457293987,True
2026092200,interaction,shunt,broadcast,exact,soma,2,1,511,500,-0.10882776075850714,0.03274961587303263,0.0014074835122896202,-5.016366047527065e-06,True
2026092200,interaction,shunt,broadcast,exact,readout,2,1,511,500,0.868285072790025,0.1899069394498946,0.03433282286217461,0.005661254545558077,True
2026092200,interaction,shunt,broadcast,broadcast,terminal,2,1,511,500,0.06610063228448071,0.5545085384835662,0.012145420465404656,0.00044517052940796294,True
2026092200,interaction,shunt,broadcast,broadcast,proximal,2,1,511,500,0.1446851961237814,0.13062234129357986,0.006551722369697044,0.00012382178116675358,True
