seed,task,step,noise,rule,rate,selected_rate,common_rate,sigma,variance,noise_floor,clips,bounds,population_nmse,validation_nmse,test_nmse
2026092100,matching,16,relative_matched,calibrated_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.8591229689234694,0.9090578547714696,0.8927583166919257
2026092100,matching,16,relative_matched,calibrated_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.7245889564662216,0.7663421291481438,0.7650017166741463
2026092100,matching,16,relative_matched,sign_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.8591229631996261,0.9090578493051348,0.8927583114910964
2026092100,matching,16,relative_matched,sign_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.7245889343336007,0.7663421065435341,0.7650016959418184
2026092100,matching,64,fixed_absolute,exact,0.003,True,True,0.15,1.0,0.0225,0,0,0.645694596651627,0.6823903772565725,0.6824623908283075
2026092100,matching,64,fixed_absolute,unit_broadcast,0.003,True,True,0.15,1.0,0.0225,0,0,0.8180680416909216,0.8679176934043629,0.8511400780430887
2026092100,matching,64,fixed_absolute,calibrated_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.6823920755079601,0.7233865304272671,0.7216106524605705
2026092100,matching,64,fixed_absolute,calibrated_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.2884805157256305,0.3148338553950751,0.307116537942077
2026092100,matching,64,fixed_absolute,sign_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.6823920183034572,0.7233864722211549,0.7216105959979194
2026092100,matching,64,fixed_absolute,sign_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.2884802573940195,0.3148335716987221,0.3071162790140158
2026092100,matching,64,noise_free,exact,0.003,True,True,0.0,1.0,0.0,0,0,0.6465480006146569,0.6619104321685044,0.6607369874066162
2026092100,matching,64,noise_free,unit_broadcast,0.003,True,True,0.0,1.0,0.0,0,0,0.8181388397019806,0.8457020256552036,0.8283520225803047
2026092100,matching,64,noise_free,calibrated_broadcast,0.003,False,True,0.0,1.0,0.0,0,0,0.6824642353172653,0.7019620343157291,0.6993096814121766
2026092100,matching,64,noise_free,calibrated_broadcast,0.01,True,False,0.0,1.0,0.0,0,0,0.2858111536811947,0.2859284915578521,0.2871444548664101
2026092100,matching,64,noise_free,sign_broadcast,0.003,False,True,0.0,1.0,0.0,0,0,0.6824641773350447,0.7019619743569188,0.6993096244565764
2026092100,matching,64,noise_free,sign_broadcast,0.01,True,False,0.0,1.0,0.0,0,0,0.2858108962387228,0.2859282119688909,0.2871441950396765
2026092100,matching,64,relative_matched,exact,0.003,True,True,0.15,1.0,0.0225,0,0,0.645694596651627,0.6823903772565725,0.6824623908283075
2026092100,matching,64,relative_matched,unit_broadcast,0.003,True,True,0.15,1.0,0.0225,0,0,0.8180680416909216,0.8679176934043629,0.8511400780430887
2026092100,matching,64,relative_matched,calibrated_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.6823920755079601,0.7233865304272671,0.7216106524605705
2026092100,matching,64,relative_matched,calibrated_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.2884805157256305,0.3148338553950751,0.307116537942077
2026092100,matching,64,relative_matched,sign_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.6823920183034572,0.7233864722211549,0.7216105959979194
2026092100,matching,64,relative_matched,sign_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.2884802573940195,0.3148335716987221,0.3071162790140158
2026092100,matching,256,fixed_absolute,exact,0.003,True,True,0.15,1.0,0.0225,0,0,0.0454945030393992,0.0671994589996929,0.0658068192026204
2026092100,matching,256,fixed_absolute,unit_broadcast,0.003,True,True,0.15,1.0,0.0225,0,0,0.5810963538082627,0.6434126154443376,0.6083740260750816
2026092100,matching,256,fixed_absolute,calibrated_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.2622814940016947,0.2878647525134231,0.2840124412843633
2026092100,matching,256,fixed_absolute,calibrated_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.0009009088429916,0.025932733967268,0.0232695227782862
2026092100,matching,256,fixed_absolute,sign_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.2622812792623145,0.2878645161389643,0.2840122247974287
2026092100,matching,256,fixed_absolute,sign_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.0009009102117585,0.0259327352271473,0.0232695239870459
2026092100,matching,256,noise_free,exact,0.003,True,True,0.0,1.0,0.0,0,0,0.0399792941403413,0.0379465385451249,0.0401079047308299
2026092100,matching,256,noise_free,unit_broadcast,0.003,True,True,0.0,1.0,0.0,0,0,0.5815306907305444,0.6152992764953689,0.5901595469321408
2026092100,matching,256,noise_free,calibrated_broadcast,0.003,False,True,0.0,1.0,0.0,0,0,0.2601853792829943,0.260933201382652,0.2634196426114648
2026092100,matching,256,noise_free,calibrated_broadcast,0.01,True,False,0.0,1.0,0.0,0,0,4.119215050453437e-06,4.0306401106774765e-06,4.111127382958645e-06
2026092100,matching,256,noise_free,sign_broadcast,0.003,False,True,0.0,1.0,0.0,0,0,0.2601851668781024,0.2609329714526391,0.2634194236212555
2026092100,matching,256,noise_free,sign_broadcast,0.01,True,False,0.0,1.0,0.0,0,0,4.11924793052122e-06,4.030670914088305e-06,4.111159077260608e-06
2026092100,matching,256,relative_matched,exact,0.003,True,True,0.15,1.0,0.0225,0,0,0.0454945030393992,0.0671994589996929,0.0658068192026204
2026092100,matching,256,relative_matched,unit_broadcast,0.003,True,True,0.15,1.0,0.0225,0,0,0.5810963538082627,0.6434126154443376,0.6083740260750816
2026092100,matching,256,relative_matched,calibrated_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.2622814940016947,0.2878647525134231,0.2840124412843633
2026092100,matching,256,relative_matched,calibrated_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.0009009088429916,0.025932733967268,0.0232695227782862
2026092100,matching,256,relative_matched,sign_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.2622812792623145,0.2878645161389643,0.2840122247974287
2026092100,matching,256,relative_matched,sign_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.0009009102117585,0.0259327352271473,0.0232695239870459
2026092100,matching,512,fixed_absolute,exact,0.003,True,True,0.15,1.0,0.0225,0,0,0.0005328923988972,0.025948158606152,0.0230493569635479
2026092100,matching,512,fixed_absolute,unit_broadcast,0.003,True,True,0.15,1.0,0.0225,0,0,0.4846305113627612,0.540350608734485,0.5049405385202499
2026092100,matching,512,fixed_absolute,calibrated_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0402417879623013,0.0679748337329132,0.0626866348030146
2026092100,matching,512,fixed_absolute,calibrated_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.0007219067224676,0.0261980195568425,0.0232041914090746
2026092100,matching,512,fixed_absolute,sign_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0402414339795762,0.0679744626765105,0.0626862770229024
2026092100,matching,512,fixed_absolute,sign_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.0007219099455616,0.0261980239645311,0.0232041937286103
2026092100,matching,512,noise_free,exact,0.003,True,True,0.0,1.0,0.0,0,0,1.0273622521777308e-10,9.519589975603804e-11,9.966261385234708e-11
2026092100,matching,512,noise_free,unit_broadcast,0.003,True,True,0.0,1.0,0.0,0,0,0.4852488516353984,0.5098947005633899,0.4864818775940057
2026092100,matching,512,noise_free,calibrated_broadcast,0.003,False,True,0.0,1.0,0.0,0,0,0.03324715330191,0.0347023148927061,0.0337473405914549
2026092100,matching,512,noise_free,calibrated_broadcast,0.01,True,False,0.0,1.0,0.0,0,0,1.0403282257956849e-17,1.0659127768863808e-17,1.0622891914919313e-17
2026092100,matching,512,noise_free,sign_broadcast,0.003,False,True,0.0,1.0,0.0,0,0,0.0332468092617005,0.0347019565010371,0.0337469891895556
2026092100,matching,512,noise_free,sign_broadcast,0.01,True,False,0.0,1.0,0.0,0,0,1.0402509614610209e-17,1.0658355176097253e-17,1.0622083887455036e-17
2026092100,matching,512,relative_matched,exact,0.003,True,True,0.15,1.0,0.0225,0,0,0.0005328923988972,0.025948158606152,0.0230493569635479
2026092100,matching,512,relative_matched,unit_broadcast,0.003,True,True,0.15,1.0,0.0225,0,0,0.4846305113627612,0.540350608734485,0.5049405385202499
2026092100,matching,512,relative_matched,calibrated_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0402417879623013,0.0679748337329132,0.0626866348030146
2026092100,matching,512,relative_matched,calibrated_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.0007219067224676,0.0261980195568425,0.0232041914090746
2026092100,matching,512,relative_matched,sign_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0402414339795762,0.0679744626765105,0.0626862770229024
2026092100,matching,512,relative_matched,sign_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.0007219099455616,0.0261980239645311,0.0232041937286103
2026092100,matching,1024,fixed_absolute,exact,0.003,True,True,0.15,1.0,0.0225,0,0,0.0003638491629618,0.0253878781571841,0.0227860913459851
2026092100,matching,1024,fixed_absolute,unit_broadcast,0.003,True,True,0.15,1.0,0.0225,0,0,0.0013704554914637,0.0266815911151074,0.0234270723341488
2026092100,matching,1024,fixed_absolute,calibrated_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0002769712021212,0.0253144393396071,0.0227107251166886
2026092100,matching,1024,fixed_absolute,calibrated_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.001093329498365,0.0264287355847454,0.0234571092833655
2026092100,matching,1024,fixed_absolute,sign_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0002769711566965,0.0253144392112584,0.0227107248094079
2026092100,matching,1024,fixed_absolute,sign_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.0010933363194648,0.0264287447914558,0.0234571141259556
2026092100,matching,1024,noise_free,exact,0.003,True,True,0.0,1.0,0.0,0,0,2.562706472046421e-31,2.6708002892648584e-31,2.5814330925476743e-31
2026092100,matching,1024,noise_free,unit_broadcast,0.003,True,True,0.0,1.0,0.0,0,0,0.0011879900214127,0.0011286075544266,0.0011845224006238
2026092100,matching,1024,noise_free,calibrated_broadcast,0.003,False,True,0.0,1.0,0.0,0,0,1.103303096878474e-11,1.0708891670558834e-11,1.1032903214778816e-11
2026092100,matching,1024,noise_free,calibrated_broadcast,0.01,True,False,0.0,1.0,0.0,0,0,1.2339339815408304e-31,1.2029887785692738e-31,1.215946583160773e-31
2026092100,matching,1024,noise_free,sign_broadcast,0.003,False,True,0.0,1.0,0.0,0,0,1.103147356635208e-11,1.0707376095675996e-11,1.1031340437077878e-11
2026092100,matching,1024,noise_free,sign_broadcast,0.01,True,False,0.0,1.0,0.0,0,0,8.993959079850386e-32,8.77126411987016e-32,8.89396445922361e-32
2026092100,matching,1024,relative_matched,exact,0.003,True,True,0.15,1.0,0.0225,0,0,0.0003638491629618,0.0253878781571841,0.0227860913459851
2026092100,matching,1024,relative_matched,unit_broadcast,0.003,True,True,0.15,1.0,0.0225,0,0,0.0013704554914637,0.0266815911151074,0.0234270723341488
2026092100,matching,1024,relative_matched,calibrated_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0002769712021212,0.0253144393396071,0.0227107251166886
2026092100,matching,1024,relative_matched,calibrated_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.001093329498365,0.0264287355847454,0.0234571092833655
2026092100,matching,1024,relative_matched,sign_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0002769711566965,0.0253144392112584,0.0227107248094079
2026092100,matching,1024,relative_matched,sign_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.0010933363194648,0.0264287447914558,0.0234571141259556
2026092100,matching,4096,fixed_absolute,exact,0.003,True,True,0.15,1.0,0.0225,0,0,0.0003652725737533,0.0254226932799174,0.0228953645319135
2026092100,matching,4096,fixed_absolute,unit_broadcast,0.003,True,True,0.15,1.0,0.0225,0,0,0.0004033633615995,0.0255042044442762,0.022939913174206
2026092100,matching,4096,fixed_absolute,calibrated_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0003367169011062,0.0254571560469239,0.0228852655528931
2026092100,matching,4096,fixed_absolute,calibrated_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.0030363281465094,0.0287574154350203,0.0255488051048668
2026092100,matching,4096,fixed_absolute,sign_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0003367162811944,0.0254571540035017,0.0228852654102254
2026092100,matching,4096,fixed_absolute,sign_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.0030363715761234,0.028757480830863,0.025548843939475
2026092100,matching,4096,noise_free,exact,0.003,True,True,0.0,1.0,0.0,0,0,1.3445623197965297e-32,1.3914034971760364e-32,1.3308165949224138e-32
2026092100,matching,4096,noise_free,unit_broadcast,0.003,True,True,0.0,1.0,0.0,0,0,1.8328145660214428e-31,1.785432924368066e-31,1.8438104575759988e-31
2026092100,matching,4096,noise_free,calibrated_broadcast,0.003,False,True,0.0,1.0,0.0,0,0,6.72125706870148e-32,6.837483643659115e-32,6.624427316374901e-32
2026092100,matching,4096,noise_free,calibrated_broadcast,0.01,True,False,0.0,1.0,0.0,0,0,4.219917173365702e-32,4.3477891045793476e-32,4.227150505264957e-32
2026092100,matching,4096,noise_free,sign_broadcast,0.003,False,True,0.0,1.0,0.0,0,0,1.1887570476435023e-31,1.1533908421985439e-31,1.1935806788937388e-31
2026092100,matching,4096,noise_free,sign_broadcast,0.01,True,False,0.0,1.0,0.0,0,0,5.483104776397958e-60,5.601302114458192e-60,5.462752300285414e-60
2026092100,matching,4096,relative_matched,exact,0.003,True,True,0.15,1.0,0.0225,0,0,0.0003652725737533,0.0254226932799174,0.0228953645319135
2026092100,matching,4096,relative_matched,unit_broadcast,0.003,True,True,0.15,1.0,0.0225,0,0,0.0004033633615995,0.0255042044442762,0.022939913174206
2026092100,matching,4096,relative_matched,calibrated_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0003367169011062,0.0254571560469239,0.0228852655528931
2026092100,matching,4096,relative_matched,calibrated_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.0030363281465094,0.0287574154350203,0.0255488051048668
2026092100,matching,4096,relative_matched,sign_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0003367162811944,0.0254571540035017,0.0228852654102254
2026092100,matching,4096,relative_matched,sign_broadcast,0.01,True,False,0.15,1.0,0.0225,0,0,0.0030363715761234,0.028757480830863,0.025548843939475
2026092100,matching,8192,fixed_absolute,exact,0.003,True,True,0.15,1.0,0.0225,0,0,0.0006815527531973,0.0255018778561951,0.0231023228508024
2026092100,matching,8192,fixed_absolute,unit_broadcast,0.003,True,True,0.15,1.0,0.0225,0,0,0.0006764380070439,0.0254953286082352,0.0230806888393334
2026092100,matching,8192,fixed_absolute,calibrated_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0006960813205662,0.0254949336874887,0.0231206375834358
2026092100,matching,8192,fixed_absolute,calibrated_broadcast,0.01,True,False,0.15,1.0,0.0225,0,437,0.0010923425657657,0.0261396273635223,0.0234894730825897
2026092100,matching,8192,fixed_absolute,sign_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0006960865813226,0.0254949338860372,0.0231206438721341
2026092100,matching,8192,fixed_absolute,sign_broadcast,0.01,True,False,0.15,1.0,0.0225,0,437,0.0010923461291032,0.0261396275501318,0.0234894782687346
2026092100,matching,8192,noise_free,exact,0.003,True,True,0.0,1.0,0.0,0,0,2.083952518356685e-30,2.1366286606835412e-30,2.075132523950228e-30
2026092100,matching,8192,noise_free,unit_broadcast,0.003,True,True,0.0,1.0,0.0,0,0,5.5723946217236816e-33,5.630079897094674e-33,5.524017758819365e-33
2026092100,matching,8192,noise_free,calibrated_broadcast,0.003,False,True,0.0,1.0,0.0,0,0,5.655714607732863e-32,5.765878435387361e-32,5.688695088933735e-32
2026092100,matching,8192,noise_free,calibrated_broadcast,0.01,True,False,0.0,1.0,0.0,0,0,2.3496360543967922e-07,2.261969843857012e-07,2.363305423445421e-07
2026092100,matching,8192,noise_free,sign_broadcast,0.003,False,True,0.0,1.0,0.0,0,0,1.4881560143474146e-58,1.515439634684066e-58,1.481882819181248e-58
2026092100,matching,8192,noise_free,sign_broadcast,0.01,True,False,0.0,1.0,0.0,0,0,9.588780945752463e-203,1.026299210600068e-202,9.626237121321808e-203
2026092100,matching,8192,relative_matched,exact,0.003,True,True,0.15,1.0,0.0225,0,0,0.0006815527531973,0.0255018778561951,0.0231023228508024
2026092100,matching,8192,relative_matched,unit_broadcast,0.003,True,True,0.15,1.0,0.0225,0,0,0.0006764380070439,0.0254953286082352,0.0230806888393334
2026092100,matching,8192,relative_matched,calibrated_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0006960813205662,0.0254949336874887,0.0231206375834358
2026092100,matching,8192,relative_matched,calibrated_broadcast,0.01,True,False,0.15,1.0,0.0225,0,437,0.0010923425657657,0.0261396273635223,0.0234894730825897
2026092100,matching,8192,relative_matched,sign_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0006960865813226,0.0254949338860372,0.0231206438721341
2026092100,matching,8192,relative_matched,sign_broadcast,0.01,True,False,0.15,1.0,0.0225,0,437,0.0010923461291032,0.0261396275501318,0.0234894782687346
2026092100,matching,16384,fixed_absolute,exact,0.003,True,True,0.15,1.0,0.0225,0,0,0.0011218830653866,0.0258089012345913,0.0236342244547866
2026092100,matching,16384,fixed_absolute,unit_broadcast,0.003,True,True,0.15,1.0,0.0225,0,0,0.0013059952920759,0.0259453925435394,0.02381941170543
2026092100,matching,16384,fixed_absolute,calibrated_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0011960135645293,0.0258458068060737,0.0236875678245258
2026092100,matching,16384,fixed_absolute,calibrated_broadcast,0.01,True,False,0.15,1.0,0.0225,0,3030,0.0103007453277061,0.0380439093548367,0.0329727584215783
2026092100,matching,16384,fixed_absolute,sign_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0011960184911055,0.0258458097391922,0.0236875732645855
2026092100,matching,16384,fixed_absolute,sign_broadcast,0.01,True,False,0.15,1.0,0.0225,0,3030,0.0103007530992347,0.0380439167811567,0.0329727681072062
2026092100,matching,16384,noise_free,exact,0.003,True,True,0.0,1.0,0.0,0,0,7.072225434572595e-18,7.353489807893758e-18,6.9151555746150075e-18
2026092100,matching,16384,noise_free,unit_broadcast,0.003,True,True,0.0,1.0,0.0,0,0,4.6713232670104204e-15,4.50641596523769e-15,4.877489854223748e-15
2026092100,matching,16384,noise_free,calibrated_broadcast,0.003,False,True,0.0,1.0,0.0,0,0,0.0001160328746683,0.000114727979569,0.0001187362564444
2026092100,matching,16384,noise_free,calibrated_broadcast,0.01,True,False,0.0,1.0,0.0,0,0,2.2577714020157042e-12,2.3904458245761517e-12,2.2732775767325888e-12
2026092100,matching,16384,noise_free,sign_broadcast,0.003,False,True,0.0,1.0,0.0,0,0,5.911400952151805e-22,5.446692384456383e-22,5.900492154030684e-22
2026092100,matching,16384,noise_free,sign_broadcast,0.01,True,False,0.0,1.0,0.0,0,0,1.7305341689657462e-06,1.8531871680202152e-06,1.7895351286356558e-06
2026092100,matching,16384,relative_matched,exact,0.003,True,True,0.15,1.0,0.0225,0,0,0.0011218830653866,0.0258089012345913,0.0236342244547866
2026092100,matching,16384,relative_matched,unit_broadcast,0.003,True,True,0.15,1.0,0.0225,0,0,0.0013059952920759,0.0259453925435394,0.02381941170543
2026092100,matching,16384,relative_matched,calibrated_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0011960135645293,0.0258458068060737,0.0236875678245258
2026092100,matching,16384,relative_matched,calibrated_broadcast,0.01,True,False,0.15,1.0,0.0225,0,3030,0.0103007453277061,0.0380439093548367,0.0329727584215783
2026092100,matching,16384,relative_matched,sign_broadcast,0.003,False,True,0.15,1.0,0.0225,0,0,0.0011960184911055,0.0258458097391922,0.0236875732645855
2026092100,matching,16384,relative_matched,sign_broadcast,0.01,True,False,0.15,1.0,0.0225,0,3030,0.0103007530992347,0.0380439167811567,0.0329727681072062
