seed,variant,forward,rule,rate,test_nmse,validation_nmse,selected_step,bound_steps,clip_steps,ood_1.0,ood_1.5,ood_2.0,ood_2.5,ood_3.0
2026092216,interaction,shunt,broadcast,0.1,0.05119922629146095,0.04885782770523082,2560,1046,0,0.05186406719474156,0.05305455972412313,0.055001598654408866,0.057120431378603335,0.05913090960864901
2026092217,interaction,shunt,broadcast,0.1,0.03911188332342766,0.03858158974982483,2688,1166,0,0.03958839328132749,0.04035280110319893,0.041476650036056516,0.042455273053924325,0.04321189607175362
2026092218,interaction,shunt,broadcast,0.1,0.051456394451882895,0.049093919657131654,3584,1396,0,0.05067684742535757,0.05117600401623353,0.051975897833294975,0.052780316493715486,0.05359021033502734
2026092219,interaction,shunt,broadcast,0.1,0.04187464185495254,0.04003730654468844,3328,1149,0,0.043795715156390795,0.04385688727332567,0.0437695240626255,0.04364019322615852,0.04353451668270993
2026092200,interaction,shunt,exact,0.03,3.89016427696336e-05,3.9371641592161946e-05,3456,12,0,4.090234405398947e-05,0.000143482453753852,0.0005845560826084148,0.001620769268096611,0.003289747831120042
2026092201,interaction,shunt,exact,0.03,3.681957907433177e-05,3.973719700588371e-05,3328,0,0,3.456458027173076e-05,0.00019419864528319976,0.0007967692148605479,0.0019042732907494388,0.0032822860408509426
2026092202,interaction,shunt,exact,0.03,6.281468563489432e-05,6.331144690790903e-05,3584,0,0,6.34874690659231e-05,0.00012851094415193654,0.000349317849230947,0.0006908093115297375,0.0010649609782019743
2026092203,interaction,shunt,exact,0.03,7.250159655452907e-05,7.043900583208023e-05,3200,0,0,7.504572323988394e-05,0.00023835502049573837,0.0007409798100757964,0.0015619885829980822,0.002521636261347734
2026092204,interaction,shunt,exact,0.03,3.497091608706317e-05,3.460802505741284e-05,4096,0,0,3.785004422190533e-05,8.567007441297045e-05,0.00039164808449932955,0.0010262589652134608,0.0018413017866709318
2026092205,interaction,shunt,exact,0.03,4.2004138267041926e-05,4.132010066305321e-05,3456,0,0,3.8875492927954926e-05,0.00016735157393237725,0.000797423726169936,0.0022655991602805975,0.004631255391313496
2026092206,interaction,shunt,exact,0.03,3.7629633854535565e-05,4.094713375614088e-05,4096,0,0,3.8974127118915325e-05,0.00012321969816316022,0.00046532994658889993,0.0011295675572084891,0.002006711880560264
2026092207,interaction,shunt,exact,0.03,6.930074957925591e-05,6.761630586489248e-05,4096,0,0,7.372559034976694e-05,0.00015805846090872117,0.00042107412717885676,0.0008727597298599868,0.0014266921441253883
2026092208,interaction,shunt,exact,0.03,4.386437098168186e-05,4.246003488430855e-05,3712,0,0,4.2978948447138834e-05,0.0001479197528322427,0.0005962100067928216,0.0014616356449569951,0.002599897695023345
2026092209,interaction,shunt,exact,0.03,5.9058208345721334e-05,6.258581735554635e-05,2688,0,0,5.919462542592161e-05,0.00018255042322617393,0.0005310649250730935,0.001103847945930455,0.0018569295456953706
2026092210,interaction,shunt,exact,0.03,6.479557551239244e-05,6.225124930408014e-05,3968,0,0,6.374070118517966e-05,0.00019046058894138236,0.0006047332633355572,0.0013555776440968075,0.0023165201230536795
2026092211,interaction,shunt,exact,0.03,7.966280811008334e-05,7.759496773765922e-05,3584,0,0,7.876342016679763e-05,0.00020955438222214392,0.0005741328325848376,0.001165043095521174,0.0018613753873550872
2026092212,interaction,shunt,exact,0.03,3.8921882266190405e-05,4.255506933863289e-05,3456,0,0,3.978480697986154e-05,0.0001754740579331135,0.0005618965932147326,0.0011735801564395755,0.0018726717334601537
2026092213,interaction,shunt,exact,0.03,3.109053588889345e-05,3.6446669412351956e-05,4096,0,0,3.325923745660274e-05,0.000134947962399157,0.0005447045004435491,0.0013291247847546299,0.0023386090237075895
2026092214,interaction,shunt,exact,0.03,5.6053189536244745e-05,5.182581401068103e-05,3712,0,0,5.6797365891458745e-05,0.00013330132585956446,0.0003651240362944315,0.0007917643030864045,0.0013622389546777507
2026092215,interaction,shunt,exact,0.03,6.854538878082057e-05,6.930176777593446e-05,3072,814,0,6.766042537529201e-05,0.0002822259383563441,0.0010308318559960187,0.0023471225783953,0.004049884019907112
2026092216,interaction,shunt,exact,0.03,4.50021375027378e-05,4.5014597140476016e-05,3328,0,0,4.7694097461112885e-05,0.00019760223672379566,0.0008265034919855149,0.0020737474527829955,0.0037062302477208924
2026092217,interaction,shunt,exact,0.03,6.712420769096679e-05,6.34920964852063e-05,2816,0,0,6.700522192190116e-05,0.00018225050837981121,0.0005479048327440433,0.0011218723400755054,0.0017576916495235927
2026092218,interaction,shunt,exact,0.03,3.697548634026695e-05,3.6334382346781475e-05,3072,0,0,3.789639088655072e-05,0.00016280075029314565,0.0007022486626376233,0.0016555042186287363,0.0027709715725078962
2026092219,interaction,shunt,exact,0.03,2.5338691176637253e-05,2.4764906036525667e-05,3840,0,0,2.6890395753437513e-05,6.594202638311547e-05,0.0001805772268191503,0.0003734208693371865,0.0006057306066468362
2026092200,interaction,shunt,resistance,0.03,0.050822239568854344,0.05030887945448137,1280,1105,0,0.05002185726499897,0.050593631821011835,0.051571293194278105,0.05327153037051096,0.055637106368873
2026092201,interaction,shunt,resistance,0.03,0.052840441533913,0.056451323914565955,640,1021,0,0.05188364042000665,0.05296283057926942,0.05399080009625648,0.05489458420022906,0.055642586463298505
2026092202,interaction,shunt,resistance,0.03,0.04952812862538165,0.049723010415916015,768,1312,0,0.05039598518055172,0.05096879159513236,0.051554436437050724,0.05211304066658294,0.052601084874160445
2026092203,interaction,shunt,resistance,0.03,0.05281384036292005,0.04860848618228249,1152,412,0,0.05138312349088802,0.05197347721038758,0.05287056647622249,0.0541221920148039,0.05555424682418086
2026092204,interaction,shunt,resistance,0.03,0.05126668707453117,0.04751560361442718,1152,831,0,0.050943917829537465,0.05121186115987805,0.05204711641928513,0.053513036031659425,0.05538656354407504
2026092205,interaction,shunt,resistance,0.03,0.05134497070048544,0.04424761600760273,1024,361,0,0.04853074611374563,0.04882660994953078,0.04944093203101798,0.05059980980583445,0.052218430180164165
2026092206,interaction,shunt,resistance,0.03,0.05274562206033823,0.055372028836798,640,871,0,0.053637365940274614,0.05453545372042039,0.055480005765865946,0.05641072119849558,0.05724163971157764
2026092207,interaction,shunt,resistance,0.03,0.05165146038766895,0.05218850315312517,1280,0,0,0.05421339195633376,0.05517814799626689,0.05661184210227532,0.05827035189112405,0.05988801400951689
2026092208,interaction,shunt,resistance,0.03,0.0502102592560974,0.04984866105875637,1024,478,0,0.048707225966115604,0.04918480053872911,0.04991870120059936,0.05091590656238364,0.05200979344432175
2026092209,interaction,shunt,resistance,0.03,0.05309550485543659,0.05393127541717569,768,710,0,0.05165217633820048,0.05217547819422189,0.052605938424310605,0.05299087592592616,0.05335178377651858
2026092210,interaction,shunt,resistance,0.03,0.0523808905869928,0.05205668354980751,1024,717,0,0.05340507740433008,0.0543219722075421,0.05551615946353353,0.05685718366067873,0.05814647671900243
2026092211,interaction,shunt,resistance,0.03,0.05164956842296524,0.051628234901889995,1152,1601,0,0.05221686178293617,0.0530436173723746,0.05428413181295562,0.055969767818321574,0.0579394681328767
2026092212,interaction,shunt,resistance,0.03,0.051091351680943586,0.05212741972242638,1024,830,0,0.0529823810653255,0.05335037797964748,0.05385153865182858,0.054478830626110454,0.055125479574747796
2026092213,interaction,shunt,resistance,0.03,0.04887285436884329,0.05079785557811784,1024,749,0,0.05201431713701988,0.052725695706588464,0.05362508502103766,0.054711375272895435,0.0559016669134381
2026092214,interaction,shunt,resistance,0.03,0.0507518595769326,0.04719630740782697,896,934,0,0.05267828592827462,0.05317690942272457,0.053710815022340645,0.05426148478942829,0.05477148249307389
2026092215,interaction,shunt,resistance,0.03,0.04857054167522175,0.04910048754798493,1536,1831,0,0.047738778466979895,0.04866395807529281,0.05006059210900059,0.052103760883204224,0.054838766479111026
2026092216,interaction,shunt,resistance,0.03,0.05066480820795303,0.049405975799355996,1024,317,0,0.051543815797145606,0.05243661511397878,0.05350060347811359,0.054725163720672064,0.05596721100687056
2026092217,interaction,shunt,resistance,0.03,0.0514928436076581,0.05005845416728184,896,101,0,0.05090017720628509,0.051273395243636034,0.051733182712355774,0.0522875428293312,0.052858216048892306
2026092218,interaction,shunt,resistance,0.03,0.04947139459142211,0.04756626951330167,896,0,0,0.04798776679360998,0.04861498989602136,0.04955041892813487,0.05068124258856584,0.05181235892591855
2026092219,interaction,shunt,resistance,0.03,0.05055676087725144,0.04919202554221659,768,1371,0,0.05250321933294028,0.05309112594054786,0.05361089383058753,0.054044187913146614,0.05438577743519667
2026092200,interaction,shunt,swapped,0.03,0.06014140601981767,0.06084017089496772,4096,201,0,0.059637566643203056,0.06127607062683907,0.0664045976192318,0.0741833674722552,0.08356697094733334
2026092201,interaction,shunt,swapped,0.03,0.05609255388231044,0.05914166803780461,3840,0,0,0.05390610736165483,0.06029616117980633,0.07735602550632409,0.10455085452372133,0.13790624633939205
2026092202,interaction,shunt,swapped,0.03,0.051177357445884065,0.05076624325070012,2432,0,0,0.0511492136840192,0.05440385132467906,0.06542107070712752,0.08830155433767183,0.12205427107084044
2026092203,interaction,shunt,swapped,0.03,0.057112022202303186,0.05422301670530525,4096,189,0,0.05640115502992641,0.05769187682519889,0.06428461841926884,0.07606159722931809,0.09168128014512758
2026092204,interaction,shunt,swapped,0.03,0.06514502531424508,0.06028771745681772,2304,0,0,0.0642313889386223,0.06665016825040014,0.07077935545561605,0.07690228719176677,0.08460428865917083
2026092205,interaction,shunt,swapped,0.03,0.048767527098418306,0.04095023324598655,4096,0,0,0.046336739632837236,0.0572471520080234,0.1027880938000108,0.20709386579722913,0.37464163219030217
2026092206,interaction,shunt,swapped,0.03,0.057251408801548644,0.06091661622904206,3712,0,0,0.058761067264886536,0.060147639436891054,0.06447556603743773,0.07275084214890906,0.08407588537461803
2026092207,interaction,shunt,swapped,0.03,0.056454050108330454,0.05547525948893818,3968,0,0,0.0574493041348931,0.061429234474575614,0.06898983933004807,0.08236778756449983,0.10187751672100287
2026092208,interaction,shunt,swapped,0.03,0.05484847600767657,0.05343489747047556,3456,0,0,0.05303027818306174,0.058725891062970034,0.0794962069358383,0.12239118168407728,0.1904711043628849
2026092209,interaction,shunt,swapped,0.03,0.05930774018462918,0.05853482217196735,3968,0,0,0.05734797254609808,0.05933079150068723,0.06410992053697287,0.07041659721163356,0.0769649075007453
2026092210,interaction,shunt,swapped,0.03,0.05259907997972698,0.05066511863408743,3968,259,0,0.05441326543090968,0.05931654214723147,0.07345434841169438,0.10103378082158575,0.14032864244533724
2026092211,interaction,shunt,swapped,0.03,0.06328832279800709,0.061287857247741495,3072,0,0,0.06318912318567702,0.06776687962061594,0.07633587560382339,0.08862385419963946,0.10439494648338432
2026092212,interaction,shunt,swapped,0.03,0.05867439843545063,0.05856322634931012,3072,0,0,0.060330513715887976,0.06218435140172932,0.06951148542307331,0.08619723627715578,0.11060470180536065
2026092213,interaction,shunt,swapped,0.03,0.055734214548221986,0.05921304022391284,3584,0,0,0.05967826808790839,0.06140587552655094,0.06437757821565938,0.06830822369353054,0.0729456641670829
2026092214,interaction,shunt,swapped,0.03,0.06019145203976024,0.056144412985269246,3968,99,0,0.06120146757474411,0.06242535633725341,0.06452968522133969,0.06709321516950366,0.06964394992878414
2026092215,interaction,shunt,swapped,0.03,0.05209094750445214,0.05196673484241148,3584,0,0,0.05059249944429777,0.05466789058368816,0.07406278290719281,0.12863802077312889,0.23966986167967785
2026092216,interaction,shunt,swapped,0.03,0.06460530196300185,0.06234157583049567,3840,0,0,0.06674845478779487,0.06856809977138964,0.071688344814276,0.07531682192897884,0.07872270133395122
2026092217,interaction,shunt,swapped,0.03,0.04087076931720867,0.03926938806966258,3968,0,0,0.04047747959432079,0.046220002528014836,0.07471255101443097,0.14587696615042947,0.26914938911763003
2026092218,interaction,shunt,swapped,0.03,0.06144613137954638,0.06003196245541555,4096,337,0,0.05960758532007375,0.06084440186122548,0.06345170521404513,0.06725978334244836,0.07182960600335116
2026092219,interaction,shunt,swapped,0.03,0.05135964661190424,0.051618814058430385,4096,448,0,0.05352584572861801,0.055450367128172126,0.05919200472438358,0.06496164945992974,0.07249604661475371
2026092200,interaction,shunt,uniform_rms,0.1,0.05522998838739686,0.05561088908931658,3968,754,0,0.055077822781197605,0.05690959135168009,0.05869572819062358,0.06007928897812738,0.06118803568453025
2026092201,interaction,shunt,uniform_rms,0.1,0.04597939967064922,0.04689685360700565,1920,1394,0,0.04435710439510517,0.045389612140383055,0.04727976665575244,0.050177548152510784,0.053803849467206566
2026092202,interaction,shunt,uniform_rms,0.1,0.041967979898214575,0.04233746415851453,3200,892,0,0.04260551077842163,0.04304423364458994,0.04341038447197693,0.04373780493266877,0.04411903778638886
2026092203,interaction,shunt,uniform_rms,0.1,0.05419094698623235,0.05161513177539638,2688,723,0,0.054176961982965434,0.05677422460679333,0.06355113769674552,0.07016868727375306,0.0750873997837912
2026092204,interaction,shunt,uniform_rms,0.1,0.057565651816004156,0.05419460661732814,1024,1695,0,0.05753181221959602,0.059181898677384354,0.06158043239880656,0.06417398147546709,0.06670473765119748
2026092205,interaction,shunt,uniform_rms,0.1,0.053016019710052736,0.043942857703908586,3584,1161,0,0.04964596953886669,0.050682734065065876,0.05248764452609593,0.05523319705722104,0.059095148170166964
2026092206,interaction,shunt,uniform_rms,0.1,0.038517830692374334,0.04080079270146607,3584,52,0,0.038858426902638396,0.03916173786694558,0.03952127824569288,0.03984570092874864,0.04017703720228555
2026092207,interaction,shunt,uniform_rms,0.1,0.05312243499181731,0.052816759952562894,1280,3,0,0.054815054019222036,0.05540455497323144,0.05631529960337695,0.05733947549715373,0.05832507640920527
2026092208,interaction,shunt,uniform_rms,0.1,0.02544118953294893,0.025451137197513858,2944,53,0,0.025289953505018906,0.02566219185793885,0.02616830209310269,0.026748478403065445,0.027405505736864167
2026092209,interaction,shunt,uniform_rms,0.1,0.052419835887510674,0.04812812727896729,3968,1108,0,0.05128370269638133,0.05196982654954584,0.05286482031787211,0.05400460421480808,0.055407245430267774
2026092210,interaction,shunt,uniform_rms,0.1,0.053240508968093764,0.052797140951685306,3968,0,0,0.055095124989071376,0.05538193366289156,0.05566340981863604,0.05590374917392883,0.056130249819712916
2026092211,interaction,shunt,uniform_rms,0.1,0.056425633640014065,0.055409719121674555,896,1572,0,0.05618104243582344,0.056435862687852514,0.056976254267948785,0.057837307828841535,0.0589793991794697
2026092212,interaction,shunt,uniform_rms,0.1,0.05067989983881099,0.051553178369893336,2688,504,0,0.052462279173519415,0.05392359931581068,0.05535372095749306,0.0566867743979064,0.058022006541467934
2026092213,interaction,shunt,uniform_rms,0.1,0.04517870807661529,0.049199539325028505,3840,1342,0,0.04852321243411895,0.04977545953334982,0.051074417872097475,0.05215648546409075,0.053013409901850043
2026092214,interaction,shunt,uniform_rms,0.1,0.056996931447653214,0.051934855259155595,2048,1669,0,0.05791129653300638,0.058270709065075026,0.05965737068918776,0.06217732327497795,0.06692820498661277
2026092215,interaction,shunt,uniform_rms,0.1,0.0489162995848371,0.04847063589955252,1024,1420,0,0.04768063741555629,0.04818126377647167,0.048784746137748164,0.049533326086481616,0.05062646837325348
2026092216,interaction,shunt,uniform_rms,0.1,0.04966399876730267,0.047073855244490724,2816,1269,0,0.05051741254185566,0.05213288735062793,0.054297815852235455,0.056589721337967566,0.0587383643271567
2026092217,interaction,shunt,uniform_rms,0.1,0.03777065148716416,0.03751610104286666,2688,1156,0,0.03832536623214139,0.03893327261969043,0.039931999528579454,0.040829498307836005,0.0415317350209982
2026092218,interaction,shunt,uniform_rms,0.1,0.04923858705947523,0.04779474826353884,3968,1459,0,0.04900719514079071,0.05034078077540806,0.051626439553953386,0.05280608492853914,0.053985687728759627
2026092219,interaction,shunt,uniform_rms,0.1,0.052994341741262,0.05205235358803435,2432,1247,0,0.054641538410922195,0.05497403379597721,0.0554138905341033,0.056033918581360254,0.057028245376233126
2026092200,separable,current,broadcast,0.1,0.00021913659205502614,0.00021990149069691216,3200,775,0,0.00021708347810455746,0.001364332167028657,0.0240325345179919,0.14073821546210008,0.44958073849081276
2026092201,separable,current,broadcast,0.1,0.0003233396599882874,0.00030027311045744326,3584,0,0,0.0002949893039522356,0.0019119816375032018,0.0241116825062977,0.1275295828209155,0.3919163469267639
2026092202,separable,current,broadcast,0.1,0.00024942927973832215,0.00025433615727409514,3840,0,0,0.0002540022348431118,0.0028883086383966767,0.03909522613983306,0.19092958400527985,0.5199979400373873
2026092203,separable,current,broadcast,0.1,0.00029532834262707935,0.00030484695032452936,2816,113,0,0.00030784213600489453,0.004019892673675989,0.049165688390206824,0.22893434113868383,0.601622051663386
2026092204,separable,current,broadcast,0.1,0.0002915084747284617,0.00027355782991119755,4096,0,0,0.0002830026549301179,0.0018097917079032794,0.022626073799944333,0.12228875970837318,0.3755210947890246
2026092205,separable,current,broadcast,0.1,0.000360214364166086,0.00032532270834961986,2304,0,0,0.00034256337507440246,0.003571469400756391,0.04522638779910278,0.22158507122179227,0.6004334842562811
2026092206,separable,current,broadcast,0.1,0.00034442815068219993,0.0003449328437075418,3072,0,0,0.00033849197754223597,0.0038716706428258436,0.0508326733578295,0.24202810554598767,0.6387854749296007
2026092207,separable,current,broadcast,0.1,0.00024309596356301557,0.00023361157261687562,3968,0,0,0.00023626063906637072,0.0019121681694587512,0.02744868346369599,0.13181393826524795,0.34910963569579806
2026092208,separable,current,broadcast,0.1,0.0003484156747189264,0.00031204268570195963,3456,0,0,0.0003373623056130133,0.002285780793095229,0.03157013253405869,0.16913979288679243,0.49519559290251763
2026092209,separable,current,broadcast,0.1,0.00047149135258661685,0.0004411729671411609,2688,0,0,0.00047539313231414684,0.004858894633288319,0.05185370341544011,0.2390497943400805,0.6378955453367857
2026092210,separable,current,broadcast,0.1,0.00020354477927468306,0.0001996697873805885,3584,0,0,0.0002037063658555014,0.002611163381977779,0.0380034785526941,0.19111488007931293,0.5246506672234451
2026092211,separable,current,broadcast,0.1,0.0002482119603664927,0.0002569815758305597,3584,0,0,0.0002370430358643423,0.003396524520669931,0.04834374438976836,0.2332078965042925,0.6142434053647969
2026092212,separable,current,broadcast,0.1,0.0005263155629294661,0.0005119639512480892,3072,0,0,0.0005294053467547317,0.003653592316103308,0.04226503796406082,0.2094852010795943,0.5859514157846067
2026092213,separable,current,broadcast,0.1,0.0002514247549631523,0.0002580998435341527,3200,0,0,0.00026335817470078275,0.0030235114282563843,0.03570450432156167,0.18273847547543126,0.5423631717961037
2026092214,separable,current,broadcast,0.1,0.00035250834638670656,0.00031785062615610527,3456,0,0,0.000352670834511431,0.0030671357287831475,0.03838973400301399,0.19220417261300385,0.5427633864412884
2026092215,separable,current,broadcast,0.1,0.0004069927217007517,0.0004359021329634928,3712,0,0,0.00040367123484936866,0.002420946312121481,0.03088619292657286,0.15889006124454302,0.45123085181219885
2026092216,separable,current,broadcast,0.1,0.00062661930435265,0.0006537022601060992,3456,663,0,0.0006683362416988873,0.003220441124108567,0.027748549814736602,0.12496594961278445,0.3612239300476939
2026092217,separable,current,broadcast,0.1,0.00017502437957051204,0.00018190673911573827,3072,0,0,0.00018226060895091268,0.0025537530999286038,0.03447480143802331,0.17952900209601455,0.5258790727707294
2026092218,separable,current,broadcast,0.1,0.00022191013539351578,0.000246647791699244,2944,0,0,0.00023831217901399432,0.0022139696561109742,0.0327934803407907,0.1737984726626804,0.4945686717923547
2026092219,separable,current,broadcast,0.1,0.0002775885432729724,0.00028145910125712634,3200,0,0,0.0002904789083600927,0.002537859877632337,0.03913451315099613,0.20707286470938835,0.5860094116270785
2026092200,separable,current,exact,0.1,0.001009452236425335,0.0009666275743537439,2816,3707,0,0.0010403902046354431,0.001427321606671676,0.008316281471969035,0.05298714004933018,0.2033163622950663
2026092201,separable,current,exact,0.1,0.00042715582959499234,0.00045391240969430306,3072,511,0,0.00040674629440838936,0.0014400129732068982,0.01641944758254415,0.0950786897900434,0.318874182653106
2026092202,separable,current,exact,0.1,0.000294688885721659,0.0002772169913044115,3584,1216,0,0.00029610322204287875,0.0009396499200100627,0.01341544879767618,0.08409370654457755,0.2827792665531669
2026092203,separable,current,exact,0.1,0.00017470609072602376,0.00018995872187602432,3584,2111,0,0.00018437742417155975,0.0006696919025249426,0.010270097228747242,0.07178101430948582,0.25833493628120346
2026092204,separable,current,exact,0.1,0.00015499767966638365,0.00014393535323506306,3328,711,0,0.00015234999216188878,0.0007970689117048064,0.011538672653992922,0.07519396148538361,0.2613226704509156
2026092205,separable,current,exact,0.1,0.00023047623861574342,0.0002133501771754544,2944,1715,0,0.0002158910831851783,0.0008465216156607815,0.011341522516382398,0.07328909822266028,0.2667768543380329
2026092206,separable,current,exact,0.1,0.000371215388807525,0.00040727753723291516,3712,761,0,0.00037250651659769305,0.001241113913137764,0.017508539741959157,0.1148162506840537,0.38579325089550526
2026092207,separable,current,exact,0.1,0.0004569243895940163,0.00042457520275507586,3328,1302,0,0.0004830201095084928,0.001938833021982974,0.023047379532364857,0.12666487921757505,0.3903757239745119
2026092208,separable,current,exact,0.1,0.00013105203392968967,0.0001284436155430719,3200,613,0,0.00013582214454275712,0.0007872057837027592,0.012847667828075069,0.08339480722141988,0.29667797336891233
2026092209,separable,current,exact,0.1,0.0003362529658607333,0.0003401079902189169,2560,449,0,0.00031480382950310504,0.0018731391650543385,0.02720047850544918,0.14933639346186484,0.4418574800768787
2026092210,separable,current,exact,0.1,0.00024003378809572535,0.0002350819114316199,2688,1147,0,0.0002427180373311584,0.0012942866675005027,0.01717271475818525,0.10179926209610589,0.33000282411365167
2026092211,separable,current,exact,0.1,0.0003379935717987256,0.00033960470363510246,3072,2362,0,0.0003247372531205592,0.0015414492530440296,0.018777610285066252,0.10711336721164029,0.34828154293085195
2026092212,separable,current,exact,0.1,0.00029559639490781215,0.0003092325222300696,3584,1827,0,0.00029742626552240614,0.001169312100360828,0.013149157360938517,0.07994967194882675,0.2810873537884957
2026092213,separable,current,exact,0.1,0.00015191196608290247,0.00016292784511590512,3968,2256,0,0.00015424536614133517,0.0006093223210652078,0.005492033761290692,0.035949052442497915,0.15632761053447167
2026092214,separable,current,exact,0.1,0.0003298444075610593,0.000327393884342238,3072,1118,0,0.00033759293564064087,0.00137412605150543,0.01880320934109612,0.10994162432340358,0.34423319496595806
2026092215,separable,current,exact,0.1,0.0002503736827593496,0.0002498960271572351,2688,376,0,0.0002462937714678791,0.0011627270384274562,0.018425130681059082,0.11541106572496308,0.37658904078425914
2026092216,separable,current,exact,0.1,0.0005545530610693092,0.0005955853848761819,3456,1789,0,0.000576622600261719,0.0015393809101782714,0.012233897234319278,0.06470934331082373,0.21600923935528132
2026092217,separable,current,exact,0.1,0.00014669784680070158,0.000140828013608621,3712,1222,0,0.00015401931213445793,0.0007770693751114773,0.009482182767395837,0.06184220227366464,0.2330011215276368
2026092218,separable,current,exact,0.1,0.00040403674776965943,0.00042873373507285414,1792,1928,0,0.00040247205008740684,0.0021366593435339616,0.024427748394719406,0.1314593762142496,0.4017458932485296
2026092219,separable,current,exact,0.1,0.0005300045131355341,0.0005129885430533308,3968,756,0,0.0005937724802055673,0.0017523103781027889,0.01589870632693025,0.09247395269046747,0.3192342217291675
2026092200,separable,current,resistance,0.1,0.00011987022221991521,0.00011315589166046468,2944,3879,0,0.00012686786466521762,0.0004272461468550181,0.00322542052596304,0.020749894584366123,0.10009674669002544
2026092201,separable,current,resistance,0.1,0.00020449512348545874,0.0002040231158752853,3712,525,0,0.00019689575870747916,0.0008539970019228097,0.009849762632726387,0.0628335705544968,0.24134631576015078
2026092202,separable,current,resistance,0.1,0.0001528979591910026,0.0001560667044323722,1920,674,0,0.00015708249153809436,0.001539763793044177,0.021635533327367194,0.12523069140374457,0.4112801484648745
2026092203,separable,current,resistance,0.1,0.0001407996551477204,0.00014315814068259754,3840,3898,0,0.00014177077742472629,0.00045307571588779896,0.005210652660407827,0.03513077362708487,0.1479438325994826
2026092204,separable,current,resistance,0.1,0.00018013827506067152,0.00018718867598491903,3328,1472,0,0.00018237850530965615,0.0007102581690188428,0.008931125658627984,0.058177442696204895,0.21788496844453994
2026092205,separable,current,resistance,0.1,0.00032917597896385385,0.0002852257843113414,2816,3258,0,0.00031540883306864205,0.0006959507298452026,0.0027708731731048604,0.013521407665968904,0.060919791922479954
2026092206,separable,current,resistance,0.1,0.00013451240509808058,0.00014063631559503475,1152,0,0,0.0001308427081599931,0.0014574260382348553,0.021620613028222938,0.12537904286712376,0.41032797524368014
2026092207,separable,current,resistance,0.1,0.00015574631866417383,0.00014679559814409723,3968,1090,0,0.00014700894624740548,0.0004068829293130126,0.006120474106756456,0.04435307049864901,0.18521077632506233
