seed,variant,forward,rule,rate,test_nmse,validation_nmse,selected_step,bound_steps,clip_steps,ood_1.0,ood_1.5,ood_2.0,ood_2.5,ood_3.0
2026092208,separable,current,resistance,0.1,9.686437946740474e-05,9.281014868975761e-05,4096,724,0,9.503394877162216e-05,0.00027736115308238423,0.004671224027389625,0.03646862795168326,0.16313785932469904
2026092209,separable,current,resistance,0.1,0.00012828720727282657,0.0001377632689659724,4096,228,0,0.00012557249391562269,0.0004790224588196145,0.007438838432485814,0.05320780784646727,0.21932228435519882
2026092210,separable,current,resistance,0.1,0.00013286395172389234,0.00013531968218660743,3072,1227,0,0.0001342127809235977,0.0007938092196805008,0.011444041498875648,0.07425268557010618,0.27997197399760765
2026092211,separable,current,resistance,0.1,8.180352717790601e-05,7.430220256991402e-05,3456,414,0,7.89654340677095e-05,0.000765549509394826,0.011791037134551135,0.07622050858512779,0.28363239430516196
2026092212,separable,current,resistance,0.1,0.00011417347148716109,0.00011595385712948885,3584,589,0,0.00011852902165984733,0.0004376594988008787,0.006320825789070616,0.04743781035222261,0.20540986678051015
2026092213,separable,current,resistance,0.1,0.00017610070496951576,0.00018411084021860357,2432,818,0,0.0001833062882545217,0.0014033940651312453,0.01619206972801465,0.09526257436950933,0.3331840100610216
2026092214,separable,current,resistance,0.1,0.00010229791556310948,9.673697201026246e-05,3968,2427,0,0.00010001260032101527,0.0004925199008651086,0.005787504878765157,0.03758670394211797,0.15505844259549584
2026092215,separable,current,resistance,0.1,0.00022178938867326478,0.00023370599296035382,3328,1983,0,0.00022087095859804373,0.0010214111627299544,0.011341730544599946,0.06773898059501193,0.24494750397299772
2026092216,separable,current,resistance,0.1,0.00012509457249630402,0.00013516466132781291,3968,2072,0,0.00013204680201547902,0.0003942111670933476,0.0034498094755896235,0.023177320636261496,0.10873700856632507
2026092217,separable,current,resistance,0.1,0.00019339788144211905,0.00019566818549926493,2944,2428,0,0.00019046731314084056,0.000908174011297412,0.011073138945649772,0.06915001202876281,0.2539581778368329
2026092218,separable,current,resistance,0.1,0.00021304087375623943,0.00023368098164463073,3456,867,0,0.00023091922661757578,0.0008626703539781844,0.010449769301862465,0.06594617031670783,0.24642679027192937
2026092219,separable,current,resistance,0.1,0.00014268306333980907,0.00013993163281164538,3072,1617,0,0.00014524492971399337,0.0007261321451996749,0.009156843916759989,0.05951769055573928,0.23050015882135313
2026092200,separable,current,swapped,0.1,0.0010915992155624162,0.0010594510296697242,4096,943,0,0.0011503741240484898,0.002878604775001821,0.014649128141015438,0.059896203478302844,0.17479981701743397
2026092201,separable,current,swapped,0.1,0.0005537148907379045,0.0005279819876914532,3584,849,0,0.0005283676325291847,0.006220796474860093,0.0786416735033501,0.33315106857210475,0.7787299836269156
2026092202,separable,current,swapped,0.1,0.0004960109623484823,0.000491242068844165,3200,0,0,0.0004925633822457106,0.003649928665131865,0.04477382032198235,0.20993554520147953,0.5346813376808
2026092203,separable,current,swapped,0.1,0.001190134345826513,0.0012440442548219035,3328,190,0,0.0012698474882949064,0.004175680537869631,0.0343390076268836,0.13393121693252788,0.31088607083801395
2026092204,separable,current,swapped,0.1,0.0004755014119931692,0.0004500690054810579,3840,0,0,0.00046509346567169145,0.003894416255802119,0.05176976623679994,0.23383045781111284,0.5837582043143686
2026092205,separable,current,swapped,0.1,0.0005186742545133101,0.0004682234475731039,3328,136,0,0.000478582262551718,0.006207924489734594,0.0806776291763774,0.32997048327035705,0.7558446394000549
2026092206,separable,current,swapped,0.1,0.0008658203327044482,0.0008671243610371526,3584,0,0,0.000835623702361926,0.0034124761662207817,0.04250913092664431,0.1822157973542893,0.42710990755598105
2026092207,separable,current,swapped,0.1,0.0006548451644630562,0.0005902225900165096,3712,0,0,0.0006210400743844339,0.0033831846695695834,0.04844473252297267,0.23626528612496026,0.6061921554814725
2026092208,separable,current,swapped,0.1,0.00043267571503981185,0.00042903044958519774,3072,444,0,0.0004411182074066002,0.004528700708795505,0.05970149228704913,0.26494005627092804,0.6496749193027512
2026092209,separable,current,swapped,0.1,0.0003664620845721706,0.0003728098344428551,3072,0,0,0.00035832081784430505,0.004736577848268177,0.06684188870241092,0.31473903434787903,0.7926356692215428
2026092210,separable,current,swapped,0.1,0.0008474412424380402,0.0009075089481887635,3968,1136,0,0.0008619734074060727,0.00294873860280744,0.03252904617193475,0.14116088884774647,0.3343460474357015
2026092211,separable,current,swapped,0.1,0.0003805827462343994,0.00037064291590988024,3328,0,0,0.0003758347773562748,0.006083542160998975,0.073866240551474,0.3138274596500888,0.740843487522067
2026092212,separable,current,swapped,0.1,0.0002907727170761359,0.00028952359078389297,3840,0,0,0.00029502285305567545,0.004974664937125171,0.06980652997015148,0.325799751325521,0.8162421837836038
2026092213,separable,current,swapped,0.1,0.0015870145172175638,0.0015888083853225687,2304,287,0,0.0016929863518297737,0.006154423802590915,0.04680600023494553,0.17940323983592232,0.422556798210296
2026092214,separable,current,swapped,0.1,0.0004172200539929748,0.00039804035488137684,3968,317,0,0.0004190986516648414,0.003022522278744956,0.045753691697731774,0.2283040030005704,0.6020130917833264
2026092215,separable,current,swapped,0.1,0.00037253575660560646,0.00033888477146771584,3200,0,0,0.0003680724198061836,0.004601648801102355,0.06463108366568682,0.2991735638462103,0.7373850749146811
2026092216,separable,current,swapped,0.1,0.0005171975744016338,0.0005635288820341566,4096,287,0,0.0005141959563607167,0.004149723366131784,0.03606769460972659,0.14194161955645782,0.3435606525401407
2026092217,separable,current,swapped,0.1,0.00023985077048570313,0.00022004730465434772,4096,0,0,0.00023233167135076684,0.004533192013945143,0.06514952696255047,0.30661222260414805,0.7830432643511488
2026092218,separable,current,swapped,0.1,0.0003678278588709836,0.00040857666705563264,3712,0,0,0.0003799884764741246,0.003360153293377853,0.055137357685081906,0.2803338755755308,0.7441896456282426
2026092219,separable,current,swapped,0.1,0.0002687213610718097,0.0002585031361842098,3456,0,0,0.0002768260221481403,0.0032857585923523145,0.048644242520002406,0.2427702307349246,0.6397541562892398
2026092200,separable,current,uniform_rms,0.1,0.00023375808100217432,0.0002219916931955254,3072,1185,0,0.00022921116345934773,0.0011465253836744843,0.016927371329146703,0.10092498220026783,0.34212191226639205
2026092201,separable,current,uniform_rms,0.1,0.0004645419299478644,0.0004523117292840353,3584,0,0,0.00045095204465885866,0.0020926882909779437,0.023573759075519084,0.12249831140817666,0.3726586827694738
2026092202,separable,current,uniform_rms,0.1,0.00021585609324261787,0.00020537843050173684,3584,0,0,0.0002109430553278006,0.0026134260578058676,0.03756445140166268,0.18633085052204829,0.5117624782558348
2026092203,separable,current,uniform_rms,0.1,0.00029010511085160326,0.00030459917123053145,2688,719,0,0.00029917334165638896,0.0032013201823541675,0.040886827040179374,0.20127677796202617,0.5519388349747516
2026092204,separable,current,uniform_rms,0.1,0.00022617217937796372,0.0002262654500633438,4096,0,0,0.0002281736551562025,0.0012971503665277905,0.019806611775287006,0.11427915831140124,0.35862767158731285
2026092205,separable,current,uniform_rms,0.1,0.00029053716086503446,0.00026266183200821024,3968,0,0,0.0002764907411581404,0.001972216229519616,0.027123384090178036,0.14712920364977658,0.445201064697321
2026092206,separable,current,uniform_rms,0.1,0.00020552714769737676,0.00021533037125938206,3712,0,0,0.0002102570856563955,0.0024638623647610415,0.037830029243378846,0.19493763913997592,0.5434031587987856
2026092207,separable,current,uniform_rms,0.1,0.0003745154003289633,0.0003530294436647058,3072,0,0,0.00036833637402869444,0.0022116052839538393,0.02844405493032871,0.13254568756035928,0.34633008986730035
2026092208,separable,current,uniform_rms,0.1,0.0002135302963148853,0.00020318680449151765,3584,0,0,0.00020994726404758026,0.0017061212574659241,0.025649395130795973,0.1466888625257914,0.45071118207778077
2026092209,separable,current,uniform_rms,0.1,0.0003626518728020653,0.00035188885453898565,3840,0,0,0.0003637285733263649,0.0024674350364804836,0.02773658667831115,0.14640157221976124,0.4466157949220789
2026092210,separable,current,uniform_rms,0.1,0.00023368910542153658,0.00023782039054236944,3072,0,0,0.00023246928116122295,0.002600025623822294,0.03766576156805004,0.1834917741768629,0.49166652069261463
2026092211,separable,current,uniform_rms,0.1,0.00035888071048475936,0.00035366312156698233,3200,0,0,0.0003553877128142369,0.004467681231128576,0.05703579623910712,0.2622881490807609,0.6661534220894461
2026092212,separable,current,uniform_rms,0.1,0.00024395383902953748,0.00023108558714353568,3840,0,0,0.0002469254612525567,0.001628287629689353,0.023953774750011904,0.13965317650620512,0.43850166207402863
2026092213,separable,current,uniform_rms,0.1,0.0002343463947561998,0.00023947737052197043,3200,0,0,0.00024259223509887575,0.0025971650581696408,0.03204514190957666,0.16955557118340078,0.5172205748587309
2026092214,separable,current,uniform_rms,0.1,0.0004437456793150626,0.00041238326757892267,1920,0,0,0.00042814440423463295,0.004756642069930873,0.054559467240567865,0.24877856212022437,0.6486616498123884
2026092215,separable,current,uniform_rms,0.1,0.00039785002695484883,0.00041210597887026096,2816,89,0,0.0003884359330976585,0.0026887658379663336,0.035821171174915574,0.18133353089059442,0.49840943985760383
2026092216,separable,current,uniform_rms,0.1,0.0004174014142937594,0.0004340825954821621,3840,922,0,0.0004318206336717362,0.0023786719117051616,0.021919922949418004,0.10047947418580534,0.2998256527757156
2026092217,separable,current,uniform_rms,0.1,0.0002762221646915678,0.00027257504525184144,3200,0,0,0.000278300488975641,0.002256670533841671,0.03034272322809813,0.16784391699055862,0.5146528746704442
2026092218,separable,current,uniform_rms,0.1,0.0002551731039343676,0.00026913399393351146,2944,0,0,0.00025731436776424714,0.0017957853351023014,0.028119034461702722,0.15819315798487568,0.4697640231848238
2026092219,separable,current,uniform_rms,0.1,0.00021224050889612523,0.00021593964529425727,3968,0,0,0.0002309654070197523,0.001665475152014615,0.027265576952312878,0.15757667684811785,0.4887376918211272
2026092200,separable,shunt,broadcast,0.03,0.00010115415949866978,0.00010204710075978182,3456,0,0,0.00011123616903265905,0.00039968433519182626,0.0024014755589809233,0.007539286827240205,0.015248609570504525
2026092201,separable,shunt,broadcast,0.03,0.0001987769136493817,0.0001920058045667092,3840,0,0,0.00019415483549062066,0.0005340828581110916,0.002275997841793622,0.0057751328282438195,0.010048815906416646
2026092202,separable,shunt,broadcast,0.03,0.0001548981674146925,0.0001528961643004567,3072,0,0,0.00015662692701577254,0.0003525085155688344,0.0012971058808345514,0.003221651891266932,0.005597843876074551
2026092203,separable,shunt,broadcast,0.03,0.00019336024495918388,0.0001902879232439549,4096,0,0,0.00019494965666402397,0.0003166496033538487,0.001200501620486507,0.0033353156796093507,0.006161287759820247
2026092204,separable,shunt,broadcast,0.03,0.00013128350912971682,0.00013084125271990013,3840,0,0,0.00013325086635762674,0.0003682190846434126,0.0016283980138614494,0.004492823038408491,0.008431704364121356
2026092205,separable,shunt,broadcast,0.03,7.995695013932992e-05,7.667168410622913e-05,3968,0,0,7.632551543837815e-05,0.0002609237504028343,0.001550564442019754,0.004548747875743501,0.008586730375232315
2026092206,separable,shunt,broadcast,0.03,0.00015518404564067128,0.0001547257902075545,3968,0,0,0.0001527793383398727,0.0003600948285384092,0.0017213754793268799,0.004950619716542562,0.009508135208180852
2026092207,separable,shunt,broadcast,0.03,0.0001453078116506401,0.0001312009550475115,3200,0,0,0.00014690386800266626,0.0004222669378930812,0.001962957487639649,0.005301161425814885,0.009533321011002434
2026092208,separable,shunt,broadcast,0.03,0.00014545192941612688,0.00013339082898817742,3712,0,0,0.00014011568333501697,0.00036810968507806864,0.0016997431529735191,0.0049040619969648565,0.009476762604696888
2026092209,separable,shunt,broadcast,0.03,0.0001483030296443701,0.00014129409050849475,4096,0,0,0.00014250034729230821,0.0003899271658040062,0.002540054252184339,0.008385156340854877,0.017284445915430043
2026092210,separable,shunt,broadcast,0.03,0.00014457371260347615,0.00014518049181773618,3968,0,0,0.00014556628943665902,0.000457213018528077,0.0025680717993824846,0.007821227718371937,0.015311837841319419
2026092211,separable,shunt,broadcast,0.03,0.00017181492873943432,0.00016424888483295165,2560,0,0,0.00017014993823732933,0.0006365493087279996,0.0029074695420352997,0.007495918358902028,0.013223586746834447
2026092212,separable,shunt,broadcast,0.03,0.00018146225117737116,0.00017697907670189116,3840,0,0,0.00018394228190156587,0.0004798506243143685,0.0018877762943842588,0.00475219966346191,0.008315563466188914
2026092213,separable,shunt,broadcast,0.03,0.000147814466888958,0.00015140266058738175,4096,0,0,0.00015693548946526045,0.0003797067311259199,0.0016741568395000448,0.004428389544397855,0.007903838328523687
2026092214,separable,shunt,broadcast,0.03,0.0002385638934229951,0.00020608876880620514,2560,0,0,0.00024049707420644494,0.0008877089638966772,0.004453545084111547,0.012491645938628455,0.02357596247316251
2026092215,separable,shunt,broadcast,0.03,0.0001412353603498312,0.00014978270378671881,3712,0,0,0.00014267028894202437,0.0004304096140169866,0.0017566439876178811,0.004300422996586435,0.007344621717069639
2026092216,separable,shunt,broadcast,0.03,0.00017532635524900757,0.00018225333022399177,3712,0,0,0.0001755304803916343,0.0004862743546764542,0.001995543297004436,0.005036104796032834,0.008763963634189284
2026092217,separable,shunt,broadcast,0.03,0.00024103002859403557,0.0002528206130304736,4096,0,0,0.000243414598979762,0.0003410076200902315,0.001115119399131931,0.0029159101012544825,0.0053069271709625205
2026092218,separable,shunt,broadcast,0.03,0.00012750135224026267,0.00013505089115080208,3584,0,0,0.00013186228572670218,0.00046609639868582713,0.0022678106076922245,0.006106062449320028,0.010869040508488886
2026092219,separable,shunt,broadcast,0.03,0.00012897859651242347,0.00012119917633353755,4096,0,0,0.00013081541330819794,0.00035421734969301113,0.0017373326137213778,0.005028803575829759,0.009627232227257518
2026092200,separable,shunt,exact,0.1,7.974287032748822e-05,7.72598764795715e-05,2304,0,0,8.569161286619206e-05,9.209944156473474e-05,9.583689353787472e-05,9.823875058704485e-05,9.993975398233903e-05
2026092201,separable,shunt,exact,0.1,5.066313589031892e-05,4.9861449708295683e-05,2944,388,0,4.871979627411723e-05,5.258768238761137e-05,5.681250835384379e-05,6.13624096225694e-05,6.584924574506431e-05
2026092202,separable,shunt,exact,0.1,9.063639125966158e-05,9.46696715938814e-05,3072,909,0,8.833796265567984e-05,8.992135990189543e-05,9.110157107053504e-05,9.22634345795737e-05,9.363593947231642e-05
2026092203,separable,shunt,exact,0.1,0.00012942425601795963,0.00012819731005481348,2944,0,0,0.0001369967230611755,0.00014272176683227593,0.00014633463571263046,0.00014882578909515258,0.0001506335737798266
2026092204,separable,shunt,exact,0.1,8.812082646932202e-05,9.519661041930255e-05,3456,2562,0,9.294915600413246e-05,9.590068013341923e-05,9.999630592568018e-05,0.0001057647491317843,0.00011303575617717691
2026092205,separable,shunt,exact,0.1,0.00011557619473006288,0.00010171578102376142,2304,0,0,0.00011158060932480169,0.00012689641144877638,0.0001413448796554913,0.00015307164694786178,0.0001622882576439738
2026092206,separable,shunt,exact,0.1,7.9058976517258e-05,8.923784411850288e-05,4096,0,0,7.843714638849191e-05,8.157916311423161e-05,8.451788172584608e-05,8.747359592856106e-05,9.04219797871846e-05
2026092207,separable,shunt,exact,0.1,0.00011820450027095134,0.00011325574603469157,3072,683,0,0.00011179972225323491,0.00011773319089898432,0.0001230070890069699,0.00012796994665400488,0.00013274649054573638
2026092208,separable,shunt,exact,0.1,8.311247674701231e-05,8.502830437197847e-05,3968,2027,0,8.428133689718195e-05,8.658400626113152e-05,8.880101650673855e-05,9.089204479478792e-05,9.269077101725827e-05
2026092209,separable,shunt,exact,0.1,6.548219519347905e-05,6.733532351993151e-05,3584,0,0,6.424874778266397e-05,6.609839218056303e-05,6.839073370362384e-05,7.123579828972063e-05,7.443311358655528e-05
2026092210,separable,shunt,exact,0.1,0.0001055458792431688,0.00011335402087098678,4096,1110,0,0.00010778290372308322,0.0001117566798958829,0.00011607884390854738,0.00012073538355367725,0.0001254156142471472
2026092211,separable,shunt,exact,0.1,0.00011134209142252097,0.00011106905312654348,2944,1843,0,0.00010955315163421002,0.00011619436472666553,0.0001220583412646862,0.0001271255882390587,0.00013124377741643552
2026092212,separable,shunt,exact,0.1,0.00016666515249100496,0.00016146208537339175,3200,988,0,0.00017348333354364384,0.00018023749349312885,0.00018677210475790662,0.00019287358526837042,0.00019841575164078666
2026092213,separable,shunt,exact,0.1,8.075420799687879e-05,8.554977624435084e-05,2944,162,0,8.379813567906672e-05,8.762187908776162e-05,9.135758933792689e-05,9.543696025543902e-05,9.971020648896147e-05
2026092214,separable,shunt,exact,0.1,7.36631770134333e-05,7.416489903418693e-05,4096,45,0,7.664912001425105e-05,7.841291579394596e-05,8.019861525075996e-05,8.221652362614363e-05,8.43810626980572e-05
2026092215,separable,shunt,exact,0.1,5.919503768752613e-05,4.9991513963478794e-05,2560,0,0,5.694061609222998e-05,8.327062004609615e-05,0.00010977931916335114,0.0001312901287557229,0.00014810315746900565
2026092216,separable,shunt,exact,0.1,0.00010942348933438379,0.0001099625180810881,2560,0,0,0.00011355299862811691,0.00012148431407123402,0.0001277321071675899,0.00013319805555974805,0.00013795827718728054
2026092217,separable,shunt,exact,0.1,9.741147126729324e-05,9.940775623979929e-05,4096,466,0,9.855168999517406e-05,0.00010168039364151708,0.00010568335813162964,0.00011057548916198679,0.00011568942859661474
2026092218,separable,shunt,exact,0.1,0.00012752023759624652,0.00012931137564572935,2560,0,0,0.00013196796725760865,0.0001383388846583939,0.00014380378949157053,0.00014874776167539782,0.00015316989077625385
2026092219,separable,shunt,exact,0.1,9.56570349029327e-05,9.149618415611486e-05,3456,718,0,0.00010013100622436753,0.00010289705302201709,0.00010563182889987953,0.000108947795113694,0.0001127628355505281
2026092200,separable,shunt,resistance,0.1,0.00011036474434987671,0.00010429935522076762,3072,0,0,0.00012098120165344549,0.00012902271404615826,0.00013370718215991682,0.00013629818661950956,0.00013779334459055947
2026092201,separable,shunt,resistance,0.1,6.789422507984792e-05,7.228917519291123e-05,3328,167,0,7.052031301320355e-05,7.618772552335408e-05,8.240407875014966e-05,8.875761124415055e-05,9.472098934809532e-05
2026092202,separable,shunt,resistance,0.1,4.890429614799116e-05,5.477166860916922e-05,3584,937,0,5.046805698122728e-05,5.378564384427556e-05,5.707661766694934e-05,6.042512725465448e-05,6.366157129632649e-05
2026092203,separable,shunt,resistance,0.1,0.0001031448433126071,9.921297079063695e-05,3200,0,0,0.00010975964812249711,0.00011662799350780068,0.00012108563558291294,0.00012422390198302212,0.00012655185305874108
2026092204,separable,shunt,resistance,0.1,7.737996006113067e-05,8.174909716845384e-05,3456,1064,0,7.909811838412194e-05,8.554903789674949e-05,9.358316799631567e-05,0.0001028121876404599,0.00011242456281939879
2026092205,separable,shunt,resistance,0.1,4.760886776482748e-05,4.369743257742052e-05,3840,0,0,4.474242182513376e-05,4.898230509377829e-05,5.289750024371831e-05,5.642621637898117e-05,5.948681868568638e-05
2026092206,separable,shunt,resistance,0.1,0.00015313521413881336,0.00017570744072317753,2048,1285,0,0.00015346717424116695,0.00016949916931238208,0.00018481785090445263,0.00019898474966703963,0.00021126328505566836
2026092207,separable,shunt,resistance,0.1,9.904682424003584e-05,9.036043348455941e-05,3072,340,0,9.417563564648399e-05,0.00010213102954854643,0.0001095947223571789,0.00011691674995713149,0.00012400258519042236
2026092208,separable,shunt,resistance,0.1,5.4303310538634065e-05,5.022963406661785e-05,3840,662,0,5.178384995818053e-05,5.4944774043254325e-05,5.759495823195044e-05,5.997436870736338e-05,6.20940671580116e-05
2026092209,separable,shunt,resistance,0.1,8.606097608665707e-05,8.639749384200981e-05,2816,0,0,8.398442375863914e-05,8.99343544230266e-05,9.5738469912049e-05,0.00010245543826837844,0.00010965507713361324
2026092210,separable,shunt,resistance,0.1,5.376713188335472e-05,5.331710399834566e-05,3968,0,0,5.398333911978196e-05,5.775597715940115e-05,6.143943108870273e-05,6.528008108001656e-05,6.901857240140867e-05
2026092211,separable,shunt,resistance,0.1,0.0001350814152505135,0.00012698012078744917,3712,0,0,0.00012749832791465702,0.00013400744718624933,0.00014013151765478461,0.00014552614509503247,0.0001498840579256892
2026092212,separable,shunt,resistance,0.1,6.52249088801436e-05,6.558162621150602e-05,3328,0,0,6.443677440140115e-05,6.824761359806133e-05,7.232588025418599e-05,7.67108807138453e-05,8.107121765375844e-05
2026092213,separable,shunt,resistance,0.1,7.024046128870342e-05,7.116870999897015e-05,3328,0,0,7.384551122302071e-05,7.84272023124472e-05,8.274918719366464e-05,8.698537238243189e-05,9.10155255384274e-05
2026092214,separable,shunt,resistance,0.1,0.00012728612601956048,0.0001298078996192414,2944,0,0,0.00013230666464039231,0.00013801526694283273,0.00014398942739693462,0.00015042221848458146,0.00015686836730765942
2026092215,separable,shunt,resistance,0.1,0.00011112817638992691,9.946457432635348e-05,2688,0,0,0.00010766895374230723,0.00011949071491032996,0.00013651928610718773,0.00015172966442992807,0.00016402812295004412
2026092216,separable,shunt,resistance,0.1,0.00014348656672252773,0.00014399094816004002,2304,0,0,0.00014843858017706023,0.00015950106075198834,0.00016711718880627944,0.00017285840267874578,0.0001773225358841059
2026092217,separable,shunt,resistance,0.1,0.00014170940988420802,0.00014068823423488388,2048,0,0,0.0001461909076802962,0.00016256504954414197,0.00017798905308190812,0.0001923141120423074,0.00020500343153296893
2026092218,separable,shunt,resistance,0.1,8.123526607288483e-05,8.735301135104127e-05,4096,0,0,8.560680288081593e-05,8.778554821230884e-05,9.017308331626446e-05,9.277342129454974e-05,9.530709027570442e-05
2026092219,separable,shunt,resistance,0.1,0.00012349583424815767,0.00011679074564492711,3968,868,0,0.00012790046180271254,0.00012941927592453387,0.0001305409621121621,0.00013215780403411982,0.0001344066487135554
2026092200,separable,shunt,swapped,0.03,0.0008761453864079553,0.0008891995955529997,4096,898,0,0.0008810603681181434,0.001397367272758896,0.004763869235351319,0.015016486203974059,0.03606029302766665
2026092201,separable,shunt,swapped,0.03,0.00037330898977805047,0.0003719391090049226,3968,0,0,0.0003475194980499066,0.0010068040083010348,0.004616715929592882,0.012521195607977497,0.02334934076808982
2026092202,separable,shunt,swapped,0.03,0.0005632407030171801,0.0005084084300294522,3584,0,0,0.000556676080184185,0.000627188759382257,0.0009097255354786923,0.0014034946988585064,0.001991970924197053
2026092203,separable,shunt,swapped,0.03,0.0012857762795723106,0.0012252985841007908,3968,0,0,0.001355781006940255,0.0021217591707719348,0.004665339855169048,0.009441171363861044,0.015437850262786415
2026092204,separable,shunt,swapped,0.03,0.0011026792526991562,0.0010741768453147284,3840,0,0,0.0011066972650112313,0.002420947961353026,0.010177064672159994,0.03111701616977458,0.06686677984905606
2026092205,separable,shunt,swapped,0.03,0.000909220716235853,0.0007569334981390891,3712,0,0,0.0008408396795368034,0.002670121280038317,0.01547901871095404,0.053529653205917634,0.12274912971106958
2026092206,separable,shunt,swapped,0.03,0.0010341363455866825,0.0010804662984491092,3968,0,0,0.0009581938630314269,0.0017227826130459983,0.005603523921106913,0.015632285792362473,0.032312670140787536
2026092207,separable,shunt,swapped,0.03,0.0008029960713823168,0.0007708930061854895,4096,0,0,0.0007983644188283434,0.0016045313580346548,0.005780740042646896,0.015754477431786932,0.03128740298586877
2026092208,separable,shunt,swapped,0.03,0.0016265416964855593,0.0016390067925418817,3712,0,0,0.0015746207634850821,0.004008507287680134,0.015558417666406756,0.04338376600796704,0.08858646493259496
2026092209,separable,shunt,swapped,0.03,0.0006838199951323411,0.000694271679045006,2048,0,0,0.0006899981968805951,0.001625875513128681,0.006360059253747786,0.015709543793213515,0.02733789959177331
2026092210,separable,shunt,swapped,0.03,0.001058726186081498,0.0010676275731842336,3712,0,0,0.0010912778815179436,0.0018796605253275063,0.005920295125029532,0.015805691786784724,0.031365441643208064
2026092211,separable,shunt,swapped,0.03,0.0015374400578690764,0.0016297102349079398,4096,0,0,0.0015155469215428089,0.003200421586614223,0.015073196635124584,0.049624804680858184,0.10837512409603559
2026092212,separable,shunt,swapped,0.03,0.0012273770114028444,0.0012728004663762765,4096,0,0,0.001238175991720012,0.005389583363790501,0.033543454081338485,0.1097514054364118,0.2384501542799926
2026092213,separable,shunt,swapped,0.03,0.0006611591255119774,0.0007149127919465864,3840,0,0,0.0006583862117130472,0.0016986624814948413,0.00803009786633025,0.025117024925860914,0.05342163439185874
2026092214,separable,shunt,swapped,0.03,0.0012635402764816302,0.0012254259566647837,2944,0,0,0.0012597849919514666,0.0015645742645147333,0.002654408248276821,0.0044174703887341765,0.006297819987588177
2026092215,separable,shunt,swapped,0.03,0.0006923403576643399,0.0006448113273568318,3328,0,0,0.0006832855867636646,0.003561077349136,0.022040164231752504,0.07329955327224937,0.15985208324539596
2026092216,separable,shunt,swapped,0.03,0.0014381929496139092,0.001558672729003102,3584,0,0,0.0014789955656808378,0.0026907992732728894,0.008375276089288801,0.02121180762178233,0.04141524046144509
2026092217,separable,shunt,swapped,0.03,0.0006198027724578085,0.0005761157021740546,3712,0,0,0.0005993481041361164,0.001093268295848844,0.004926979196016313,0.0162437270791461,0.03461128585176151
2026092218,separable,shunt,swapped,0.03,0.000772899682742632,0.0008253659481094918,3968,0,0,0.0008229302584684866,0.0013208028023685948,0.0040213210995914475,0.009408257316694466,0.01586627067916933
2026092219,separable,shunt,swapped,0.03,0.0013596453727535826,0.0012813028881275884,4096,0,0,0.00143013868012606,0.002062861371039825,0.0085983750932089,0.02982092668129849,0.06769364355096351
2026092200,separable,shunt,uniform_rms,0.03,0.00010659742114868158,0.00011109587086181718,3712,0,0,0.00011674269020984846,0.0002858745503925453,0.0017913629530007802,0.005862353898717142,0.012071534289751622
2026092201,separable,shunt,uniform_rms,0.03,0.00018326577373004407,0.0001753612158343037,3840,0,0,0.00017745437427507362,0.0004953560281535263,0.002172478612628532,0.005586847821737965,0.009813284401645975
2026092202,separable,shunt,uniform_rms,0.03,0.00013645364375692432,0.00013512995419516833,3072,0,0,0.00013868793696093724,0.00030458701331302716,0.001123104464425789,0.0027782354361993106,0.004801870844481
2026092203,separable,shunt,uniform_rms,0.03,0.00022599643546633043,0.00021303951778414227,4096,0,0,0.00022731764884899232,0.00034601311683420143,0.001138320580798792,0.002958907797014138,0.005270036098051472
2026092204,separable,shunt,uniform_rms,0.03,0.0001076501371880089,0.00010177149289965861,3456,0,0,0.0001066043242395014,0.0003428845278960546,0.0016748699643025595,0.0046847568201761,0.008769786710856764
2026092205,separable,shunt,uniform_rms,0.03,0.00010516586754432403,9.602217281972717e-05,2944,0,0,0.00010065700402663589,0.00038605731630435785,0.0020402616639551173,0.005577741712052034,0.010125953365945328
2026092206,separable,shunt,uniform_rms,0.03,0.00014455652128877268,0.00014164062429613454,3712,0,0,0.0001401724695936456,0.0003783741458790874,0.001838388778933237,0.00523625085768042,0.010000687841460673
2026092207,separable,shunt,uniform_rms,0.03,0.00019218795349408593,0.0001700937789909536,3712,0,0,0.00018768913215186524,0.0003929779562939389,0.0016031048103380522,0.004352684519966033,0.007939298235994275
2026092208,separable,shunt,uniform_rms,0.03,0.0001359175176421932,0.00012626045187086004,3968,0,0,0.00013014427268089282,0.00032432639404331897,0.001472210452723497,0.00425465322069525,0.008258240055487007
2026092209,separable,shunt,uniform_rms,0.03,0.00016725724371511333,0.00016211687133838287,3584,0,0,0.0001523100832162212,0.0006038410066174703,0.003203029576485498,0.009439229730453413,0.018418251170178045
2026092210,separable,shunt,uniform_rms,0.03,0.00015435974844387962,0.00016817910038344192,3200,0,0,0.0001547061812842375,0.0005549248267241575,0.0030760492179679583,0.009042688571465786,0.01729265239885051
2026092211,separable,shunt,uniform_rms,0.03,0.00013253134545055135,0.0001321388131291542,3712,0,0,0.00013556598759505842,0.00047814879616604104,0.0022151369234170936,0.005987700602910735,0.010987466100832803
2026092212,separable,shunt,uniform_rms,0.03,0.0001922017089376922,0.00016622791221550828,2688,0,0,0.0001915768920079741,0.0005103497553645769,0.0021520630622391184,0.005375756939196212,0.009242750881685758
