seed,optimizer,bound,trained_rule,state,rule,terminal_norm,terminal_cosine,interaction_norm,exact_interaction_norm,interaction_projection,interaction_cosine
2026100200,adam,9,exact,initial,exact,0.015509372097476165,0.9999999999999999,0.0008701526410278529,0.0008701526410278529,1.0000000000000002,0.9999999999999999
2026100200,adam,9,exact,initial,broadcast,0.4009543594300098,0.8491804421639972,0.026186008619720126,0.0008701526410278529,23.10847655709283,0.767887240789408
2026100200,adam,9,exact,initial,resistance,0.24468031809690252,0.9551376219804,0.014102048492073782,0.0008701526410278529,15.404013767488031,0.9504890916906784
2026100200,adam,9,exact,initial,derivative,0.2212958551303186,0.9541346739570804,0.0128999365455108,0.0008701526410278529,14.100710620164774,0.9511496853661475
2026100200,adam,9,exact,initial,shuffled_derivative,0.22166777306153565,0.953938351159051,0.01280912066123365,0.0008701526410278529,13.988679540837964,0.9502827531160227
2026100200,adam,9,exact,initial,full_chain,0.015509372097476166,0.9999999999999998,0.0008701526410278531,0.0008701526410278529,1.0000000000000007,0.9999999999999999
2026100200,adam,9,exact,selected,exact,0.0013904949197638752,0.9999999999999998,0.0061363345254447955,0.0061363345254447955,1.0000000000000002,1.0
2026100200,adam,9,exact,selected,broadcast,0.024687955877659894,0.45497089172901245,0.11384738337007091,0.0061363345254447955,5.85425653990956,0.3155423995111504
2026100200,adam,9,exact,selected,resistance,0.010883096508456992,0.5650911163242945,0.046731520297987064,0.0061363345254447955,3.8774985951954366,0.5091558834452545
2026100200,adam,9,exact,selected,derivative,0.009111528944572147,0.5269392566875034,0.04207250850964307,0.0061363345254447955,3.5844389996281203,0.5227954682741934
2026100200,adam,9,exact,selected,shuffled_derivative,0.009179117663806599,0.5208039259588861,0.03968867398558653,0.0061363345254447955,2.855426867024135,0.44148248629737935
2026100200,adam,9,exact,selected,full_chain,0.0013904949197638752,0.9999999999999998,0.006136334525444796,0.0061363345254447955,1.0000000000000004,1.0
2026100200,adam,9,broadcast,initial,exact,0.015509372097476165,0.9999999999999999,0.0008701526410278529,0.0008701526410278529,1.0000000000000002,0.9999999999999999
2026100200,adam,9,broadcast,initial,broadcast,0.4009543594300098,0.8491804421639972,0.026186008619720126,0.0008701526410278529,23.10847655709283,0.767887240789408
2026100200,adam,9,broadcast,initial,resistance,0.24468031809690252,0.9551376219804,0.014102048492073782,0.0008701526410278529,15.404013767488031,0.9504890916906784
2026100200,adam,9,broadcast,initial,derivative,0.2212958551303186,0.9541346739570804,0.0128999365455108,0.0008701526410278529,14.100710620164774,0.9511496853661475
2026100200,adam,9,broadcast,initial,shuffled_derivative,0.22166777306153565,0.953938351159051,0.01280912066123365,0.0008701526410278529,13.988679540837964,0.9502827531160227
2026100200,adam,9,broadcast,initial,full_chain,0.015509372097476166,0.9999999999999998,0.0008701526410278531,0.0008701526410278529,1.0000000000000007,0.9999999999999999
2026100200,adam,9,broadcast,selected,exact,0.011181732934450845,1.0000000000000002,0.005794093252701873,0.005794093252701873,1.0,1.0
2026100200,adam,9,broadcast,selected,broadcast,0.11794972812129588,0.209508271427254,0.0646629280282718,0.005794093252701873,2.5766162699140334,0.23087656868528247
2026100200,adam,9,broadcast,selected,resistance,0.06328597357663511,0.48893347928773534,0.029518878143516676,0.005794093252701873,2.3202139799532495,0.45542164918026634
2026100200,adam,9,broadcast,selected,derivative,0.05733401452120769,0.4978862110419992,0.026789388018481637,0.005794093252701873,2.158359377824357,0.4668167671217567
2026100200,adam,9,broadcast,selected,shuffled_derivative,0.05587411629846969,0.4685220264722692,0.02554816704639879,0.005794093252701873,1.8461801193168466,0.41869695595692036
2026100200,adam,9,broadcast,selected,full_chain,0.011181732934450848,1.0,0.005794093252701873,0.005794093252701873,1.0,1.0
2026100200,adam,9,resistance,initial,exact,0.015509372097476165,0.9999999999999999,0.0008701526410278529,0.0008701526410278529,1.0000000000000002,0.9999999999999999
2026100200,adam,9,resistance,initial,broadcast,0.4009543594300098,0.8491804421639972,0.026186008619720126,0.0008701526410278529,23.10847655709283,0.767887240789408
