seed,somata,streams,active_parameters,stored_parameters,task,forward,rule,rate,steps,best_step,validation_nmse,final_validation_nmse,test_nmse,bound_steps,clip_steps,elapsed_seconds,protocol_sha256,job_id,phase,torch_version,checkpoint_sha256,ood_1.0,ood_2.0,ood_3.0
2026091900,16,2,529,1713,mixture,current,broadcast,0.03,1024,896,0.10215052464595764,0.12209454492918667,0.10151341113618982,0,0,6.229167979909107,21f7581e517b4ce1e89b61151531362996867945fba67c74ac7696003fee6ce6,46950530,Exploratory development; not preregistered or confirmatory,2.9.1+cu128,036d9f4a89989912aeb48e5f38a80ee060d1942fa3cbeccea1a817967bf01960,0.10074867119434647,,
2026091900,16,2,529,1713,mixture,current,exact,0.03,1024,896,0.1144569356079181,0.11657217574362444,0.11483653302708814,0,0,5.866223928052932,21f7581e517b4ce1e89b61151531362996867945fba67c74ac7696003fee6ce6,46950530,Exploratory development; not preregistered or confirmatory,2.9.1+cu128,3ac4493405fd34b9e93f6510c942eea55d897b322195c284c7b802995f39ca04,0.11459220837760416,,
2026091900,16,2,529,1713,mixture,current,resistance,0.03,1024,1024,0.12883392083496434,0.12883392083496434,0.12890985570046495,0,0,6.561056609963998,21f7581e517b4ce1e89b61151531362996867945fba67c74ac7696003fee6ce6,46950530,Exploratory development; not preregistered or confirmatory,2.9.1+cu128,481a83bfc0787e01d67fe0076aaecc7583238747ccb295e3ad5e7d970f944a11,0.1260280146697587,,
2026091900,16,2,529,1713,mixture,current,swapped,0.03,1024,896,0.0712177178582077,0.07233534676728427,0.07165589841754212,0,0,6.726324124028906,21f7581e517b4ce1e89b61151531362996867945fba67c74ac7696003fee6ce6,46950530,Exploratory development; not preregistered or confirmatory,2.9.1+cu128,e0df3068da049a97e80534d85137f812b715ac1bf46410399e299f0e03998ec2,0.07076117356506084,,
2026091900,16,2,529,1713,mixture,current,uniform_rms,0.03,1024,896,0.10282141803275119,0.1340821521564334,0.10072675027096224,0,0,6.662070621969178,21f7581e517b4ce1e89b61151531362996867945fba67c74ac7696003fee6ce6,46950530,Exploratory development; not preregistered or confirmatory,2.9.1+cu128,dd1967cb1fa777f0b07309f78314fee068687badb90f0d0120a1786aebb00f4d,0.10073610152508085,,
2026091900,16,2,529,1713,mixture,shunt,broadcast,0.03,1024,896,0.09507947459025727,0.10904180527555961,0.09291310041746276,0,0,5.454503055894747,21f7581e517b4ce1e89b61151531362996867945fba67c74ac7696003fee6ce6,46950528,Exploratory development; not preregistered or confirmatory,2.9.1+cu128,23541f062d0228c19820576c790216eb3a5b60f8beefac0a103503dbccee3162,0.09286360581262292,,
2026091900,16,2,529,1713,mixture,shunt,exact,0.03,1024,256,0.10209741678845442,0.10441432843013981,0.09982556714753132,0,0,5.080216991947964,21f7581e517b4ce1e89b61151531362996867945fba67c74ac7696003fee6ce6,46950528,Exploratory development; not preregistered or confirmatory,2.9.1+cu128,f3e635996a318dad87c23bc5f68c05c6ac21904a0992955366773d32d24a0a9d,0.10093440091924465,,
2026091900,16,2,529,1713,mixture,shunt,resistance,0.03,1024,256,0.10227690685571221,0.10425853046518163,0.09996486228218238,0,0,5.739595104940236,21f7581e517b4ce1e89b61151531362996867945fba67c74ac7696003fee6ce6,46950528,Exploratory development; not preregistered or confirmatory,2.9.1+cu128,e49b7435b4f15ce7392ef065d96a95b21921fdc29b8ff21a68cece083a620462,0.10104904335021776,,
2026091900,16,2,529,1713,mixture,shunt,swapped,0.03,1024,896,0.08966046032672216,0.1094856287436051,0.08925262772167773,0,0,5.807238806039095,21f7581e517b4ce1e89b61151531362996867945fba67c74ac7696003fee6ce6,46950528,Exploratory development; not preregistered or confirmatory,2.9.1+cu128,5dcc64810961b281721cd9f570df71e6d9a3336d81e34e632c20075747517dc5,0.08974333489762816,,
2026091900,16,2,529,1713,mixture,shunt,uniform_rms,0.03,1024,896,0.09782792962689832,0.11970818750187645,0.09639888493041118,0,0,5.914994799066335,21f7581e517b4ce1e89b61151531362996867945fba67c74ac7696003fee6ce6,46950528,Exploratory development; not preregistered or confirmatory,2.9.1+cu128,f890cc144f0a0e65327703dc32d7240390b394e1e963ff73615c23ccdbb9d352,0.0964156615286571,,
2026091900,16,2,529,1713,mixture,tonic,broadcast,0.03,1024,896,0.10667032145556134,0.1226389864401481,0.10526618031606289,0,0,5.443237647879869,21f7581e517b4ce1e89b61151531362996867945fba67c74ac7696003fee6ce6,46950529,Exploratory development; not preregistered or confirmatory,2.9.1+cu128,c7d8b8b615da95888360806e50f981ed71caa5354496ec6804d3ad7ca314c66d,0.10551237613367033,,
2026091900,16,2,529,1713,mixture,tonic,exact,0.03,1024,1024,0.11343388014222727,0.11343388014222727,0.11143222047229272,0,0,5.09157893108204,21f7581e517b4ce1e89b61151531362996867945fba67c74ac7696003fee6ce6,46950529,Exploratory development; not preregistered or confirmatory,2.9.1+cu128,34d58f138fe7b55a9f18a8303247753a54f00226ff2e3e22c8e8f2c7458132c2,0.11172794461307663,,
2026091900,16,2,529,1713,mixture,tonic,resistance,0.03,1024,896,0.10883265368735087,0.11008627130715316,0.10998528318732473,0,0,5.7526378750335425,21f7581e517b4ce1e89b61151531362996867945fba67c74ac7696003fee6ce6,46950529,Exploratory development; not preregistered or confirmatory,2.9.1+cu128,d3c368ebb3291bcfaf58fdb6955d92fb8662146af954273be9477da5920ab2d5,0.11150016945745844,,
