seed,rule,optimizer,bound,rate,selected_step,test_nmse,validation_nmse,endpoint_validation_nmse,bounds,clips,first_bound_step,selected_bound_fraction,ood_1.0,ood_2.0,ood_3.0
2026100201,exact,sgd,9,0.1,4096,0.16758286756190785,0.18194799402995848,0.18194799402995848,0,0,,0.0,0.16926679655835905,0.21310830975310768,0.2325224296144802
2026100201,broadcast,sgd,9,0.1,4096,0.10033113848098892,0.10716381834795559,0.10716381834795559,0,0,,0.0,0.1011847478444125,0.11769382624810225,0.130370938371523
2026100201,resistance,sgd,9,0.1,4096,0.07505181316218201,0.08095823209860639,0.08095823209860639,0,0,,0.0,0.07476788460893859,0.08409526981762462,0.08809111037383237
2026100201,derivative,sgd,9,0.1,4096,0.07363466693130247,0.07950060951136344,0.07950060951136344,0,0,,0.0,0.07328585375868954,0.08276239185718193,0.08682951991809
2026100201,shuffled_derivative,sgd,9,0.1,4096,0.0751985710712207,0.08118425162851316,0.08118425162851316,0,0,,0.0,0.07489532099582932,0.08434459417428022,0.08840961741337652
2026100201,full_chain,sgd,9,0.1,4096,0.16758286756190785,0.18194799402995854,0.18194799402995854,0,0,,0.0,0.16926679655835905,0.21310830975310768,0.2325224296144802
2026100201,exact,adam,12,0.03,2560,5.6898506404020425e-05,5.501981358826111e-05,0.00017051625078060047,0,0,,0.0,5.5957725251091936e-05,0.0006519323822064359,0.0017894239344704286
2026100201,resistance,adam,12,0.01,2688,0.04911059046057787,0.052250072153507125,0.05424134370657527,0,0,,0.0,0.04871573652571823,0.05022304471368935,0.052806061413370284
2026100201,derivative,adam,12,0.03,3712,3.7046720188405e-05,3.749572508825024e-05,0.00023721741905392645,0,0,,0.0,3.495279107840025e-05,0.0003213006506517954,0.0010196330717514167
2026100201,shuffled_derivative,adam,12,0.1,1024,0.04769945550737681,0.050784161391404695,0.06331109927532144,134,0,3782.0,0.0,0.046562286691956147,0.04653560040187889,0.04652962737608846
2026100202,exact,adam,9,0.03,3584,2.5185966394292803e-05,2.6836679536498884e-05,8.899083512833449e-05,0,0,,0.0,2.5399748687542916e-05,0.0009046576189505283,0.0038232624217777603
2026100202,broadcast,adam,9,0.1,1280,0.056289418448684285,0.051872263068267394,0.058583355621854565,843,0,2946.0,0.0,0.0554470782170552,0.06364594738446433,0.08142292545332158
2026100202,resistance,adam,9,0.01,2304,0.05046226973232592,0.04867625276313467,0.05256815159895174,0,0,,0.0,0.04973583235373314,0.051659550057520424,0.055010235067836706
2026100202,derivative,adam,9,0.03,2304,0.00011264886130415426,0.00011694946375802,0.002553557611641676,0,0,,0.0,0.0001170182765662501,0.0013884203012385712,0.0037406063003881766
2026100202,shuffled_derivative,adam,9,0.1,3968,0.03582288392995401,0.03484454063580215,0.038889924193869364,1974,0,1810.0,0.003125,0.034918470912652017,0.03690392604940618,0.04045976727628608
2026100202,full_chain,adam,9,0.03,3584,2.51859663945e-05,2.683667953663844e-05,8.899083508623089e-05,0,0,,0.0,2.539974868771291e-05,0.0009046576189566697,0.003823262421792855
2026100202,exact,sgd,9,0.1,4096,0.16505412142238207,0.16640793581926439,0.16640793581926439,0,0,,0.0,0.16734253313918804,0.21933555348367892,0.2425361277503993
2026100202,broadcast,sgd,9,0.1,4096,0.09580908941089165,0.09718709560366773,0.09718709560366773,0,0,,0.0,0.09708490981016064,0.11625818486148093,0.13197754224678973
2026100202,resistance,sgd,9,0.1,4096,0.07771419371334225,0.07333170980942709,0.07333170980942709,0,0,,0.0,0.07641267723589441,0.08553625935098991,0.08934710661826784
2026100202,derivative,sgd,9,0.1,4096,0.07667564760411678,0.07239308737482719,0.07239308737482719,0,0,,0.0,0.07543867807087763,0.0848832494495122,0.08885430671864769
2026100202,shuffled_derivative,sgd,9,0.1,4096,0.07795425987189283,0.07359881005290683,0.07359881005290683,0,0,,0.0,0.07667415442431647,0.08605145810251352,0.08999584058566257
2026100202,full_chain,sgd,9,0.1,4096,0.16505412142238207,0.1664079358192644,0.1664079358192644,0,0,,0.0,0.16734253313918807,0.21933555348367895,0.2425361277503993
2026100202,exact,adam,12,0.03,3584,2.5185966394292803e-05,2.6836679536498884e-05,8.899083512833449e-05,0,0,,0.0,2.5399748687542916e-05,0.0009046576189505283,0.0038232624217777603
2026100202,resistance,adam,12,0.01,2304,0.05046226973232592,0.04867625276313467,0.05256815159895174,0,0,,0.0,0.04973583235373314,0.051659550057520424,0.055010235067836706
2026100202,derivative,adam,12,0.03,2304,0.00011264886130415426,0.00011694946375802,0.002553557611641676,0,0,,0.0,0.0001170182765662501,0.0013884203012385712,0.0037406063003881766
2026100202,shuffled_derivative,adam,12,0.1,3968,0.036087588211024146,0.035092020561182546,0.03880450982933658,764,0,2784.0,0.00078125,0.03512286084475978,0.03648376379916506,0.039489763632636864
2026100203,exact,adam,9,0.03,2816,3.835441783903417e-05,3.733619063259419e-05,6.333483119888515e-05,0,0,,0.0,3.779750679331465e-05,0.0004629777361565081,0.0015610596545016138
2026100203,broadcast,adam,9,0.1,3200,0.048818595015018985,0.049565159763451126,0.05478207001200739,1244,0,2609.0,0.00078125,0.04904048783871273,0.04929562342196613,0.0503244510298491
2026100203,resistance,adam,9,0.01,2048,0.04933390249521298,0.05113865090630441,0.054103839390033145,0,0,,0.0,0.04924070612549144,0.050780889683383255,0.05233793987069833
2026100203,derivative,adam,9,0.03,3584,2.4133960299418124e-05,2.3711356723928805e-05,0.0005926336082338249,0,0,,0.0,2.4111248301066526e-05,0.00017776987591719512,0.0005892871308780802
2026100203,shuffled_derivative,adam,9,0.1,1536,0.04081103176767511,0.0403823019696092,0.050644390655171755,2827,0,1257.0,0.003125,0.041116210839841634,0.041743290819486904,0.04321715598192252
2026100203,full_chain,adam,9,0.03,2816,3.835441783903455e-05,3.733619063259529e-05,6.333483119889234e-05,0,0,,0.0,3.779750679331523e-05,0.0004629777361565087,0.001561059654501613
2026100203,exact,sgd,9,0.1,4096,0.1510358360486134,0.15629390892210962,0.15629390892210962,0,0,,0.0,0.1524773257823483,0.1977309970030833,0.2175502972770078
2026100203,broadcast,sgd,9,0.1,4096,0.09656963961078967,0.10212252475188546,0.10212252475188546,0,0,,0.0,0.09706311339428154,0.11385530806826216,0.12650921561990158
2026100203,resistance,sgd,9,0.1,4096,0.07605353427674832,0.0788966634872642,0.0788966634872642,0,0,,0.0,0.07504782657735172,0.08443269519167654,0.08837038698730333
2026100203,derivative,sgd,9,0.1,4096,0.07499448604374646,0.07786207321849985,0.07786207321849985,0,0,,0.0,0.07404137897643778,0.08373486920559087,0.08781562043381852
2026100203,shuffled_derivative,sgd,9,0.1,4096,0.07625289437627279,0.07910129917088767,0.07910129917088767,0,0,,0.0,0.07524990220967875,0.08485905775252418,0.08890965439804441
2026100203,full_chain,sgd,9,0.1,4096,0.1510358360486134,0.15629390892210962,0.15629390892210962,0,0,,0.0,0.1524773257823483,0.19773099700308336,0.21755029727700784
2026100203,exact,adam,12,0.03,2816,3.835441783903417e-05,3.733619063259419e-05,6.333483119888515e-05,0,0,,0.0,3.779750679331465e-05,0.0004629777361565081,0.0015610596545016138
2026100203,resistance,adam,12,0.01,2048,0.04933390249521298,0.05113865090630441,0.054103839390033145,0,0,,0.0,0.04924070612549144,0.050780889683383255,0.05233793987069833
2026100203,derivative,adam,12,0.03,3584,2.4133960299418124e-05,2.3711356723928805e-05,0.0005926336082338249,0,0,,0.0,2.4111248301066526e-05,0.00017776987591719512,0.0005892871308780802
2026100203,shuffled_derivative,adam,12,0.1,1536,0.040810270140240475,0.040381268913413745,0.050559000162542896,1059,0,2234.0,0.0,0.041116454647662656,0.041748190592504834,0.04321464848074215
2026100204,exact,adam,9,0.03,3328,4.100657566622551e-05,3.9359271593102134e-05,0.0009716854545569266,0,0,,0.0,4.053395901995938e-05,0.0010302527014722457,0.005111310369638897
2026100204,broadcast,adam,9,0.1,3712,0.053759162410481696,0.05032133331297213,0.05909390472586715,1266,0,2703.0,0.0,0.05282218570409296,0.056241199252841205,0.05903753518565835
2026100204,resistance,adam,9,0.01,2176,0.05175615065111022,0.05027899787324699,0.05393995248699831,0,0,,0.0,0.05089799536514217,0.053138661401474725,0.05653662923480409
2026100204,derivative,adam,9,0.03,3456,5.8347747514453564e-05,5.365671110307181e-05,0.000768192368946849,0,0,,0.0,5.826292474751695e-05,0.0005522571784461678,0.0022353473117378195
2026100204,shuffled_derivative,adam,9,0.1,896,0.04440556072012434,0.04442271121835201,0.05757327783735059,2875,0,926.0,0.0,0.04299486630270931,0.043596216366464394,0.04457904213997863
2026100204,full_chain,adam,9,0.03,3328,4.1006575666175915e-05,3.93592715930518e-05,0.0009716854545009493,0,0,,0.0,4.053395901991069e-05,0.001030252701471855,0.005111310369637935
2026100204,exact,sgd,9,0.1,4096,0.14546016279871937,0.1449163906763449,0.1449163906763449,0,0,,0.0,0.14893034170632458,0.18478930628447918,0.20063910431416346
2026100204,broadcast,sgd,9,0.1,4096,0.10316007483011358,0.10079109209659332,0.10079109209659332,0,0,,0.0,0.10336018957153599,0.12004047265008833,0.13079494094898556
2026100204,resistance,sgd,9,0.1,4096,0.07769517238499025,0.0750265691147043,0.0750265691147043,0,0,,0.0,0.0772083322979075,0.08787039953685896,0.09234460407620783
2026100204,derivative,sgd,9,0.1,4096,0.07665000718228909,0.07399800429620937,0.07399800429620937,0,0,,0.0,0.07608239802889231,0.0868607171281788,0.09139772511722571
2026100204,shuffled_derivative,sgd,9,0.1,4096,0.07774052813475042,0.07506660858802845,0.07506660858802845,0,0,,0.0,0.07724382299551816,0.08802888142470248,0.09257873103761467
2026100204,full_chain,sgd,9,0.1,4096,0.14546016279871943,0.14491639067634493,0.14491639067634493,0,0,,0.0,0.1489303417063246,0.1847893062844792,0.20063910431416349
2026100204,exact,adam,12,0.03,3328,4.100657566622551e-05,3.9359271593102134e-05,0.0009716854545569266,0,0,,0.0,4.053395901995938e-05,0.0010302527014722457,0.005111310369638897
2026100204,resistance,adam,12,0.01,2176,0.05175615065111022,0.05027899787324699,0.05393995248699831,0,0,,0.0,0.05089799536514217,0.053138661401474725,0.05653662923480409
2026100204,derivative,adam,12,0.03,3456,5.8347747514453564e-05,5.365671110307181e-05,0.000768192368946849,0,0,,0.0,5.826292474751695e-05,0.0005522571784461678,0.0022353473117378195
2026100204,shuffled_derivative,adam,12,0.1,896,0.04440556072012434,0.04442271121835201,0.057551551666344854,1463,0,2199.0,0.0,0.04299486630270931,0.043596216366464394,0.04457904213997863
2026100205,exact,adam,9,0.03,3840,3.016089589644238e-05,3.089202268290522e-05,6.0358182374408056e-05,0,0,,0.0,3.0959902230126967e-05,0.0006479520299308521,0.0029555732182960153
2026100205,broadcast,adam,9,0.1,2944,0.04809480507627962,0.044199983576881846,0.04745110072847721,665,0,3247.0,0.0,0.04712757664999111,0.047439097114637375,0.04860443196150107
2026100205,resistance,adam,9,0.01,2432,0.04956693446915632,0.04597973231372671,0.04844248362052156,0,0,,0.0,0.04984134340323078,0.05192696770963499,0.0553754491758944
2026100205,derivative,adam,9,0.03,2304,7.242411728076814e-05,6.552942462569516e-05,0.00011628291398793851,0,0,,0.0,7.636555779501424e-05,0.0010883823625704636,0.0033686403884280115
2026100205,shuffled_derivative,adam,9,0.1,1024,0.04164571699729015,0.03970325629711661,0.0483593338371843,3032,0,800.0,0.00078125,0.04237310482730063,0.04269077618492031,0.04347104346825511
2026100205,full_chain,adam,9,0.03,3840,3.016089589562907e-05,3.0892022682047675e-05,6.03581823910506e-05,0,0,,0.0,3.095990222934598e-05,0.0006479520299324401,0.0029555732182996505
2026100205,exact,sgd,9,0.1,4096,0.1482010175848823,0.13913977288146184,0.13913977288146184,0,0,,0.0,0.14712888757062947,0.18723752798876372,0.20458571730181696
2026100205,broadcast,sgd,9,0.1,4096,0.0960413089146684,0.09211051002705228,0.09211051002705228,0,0,,0.0,0.09449253512066899,0.11151115400697545,0.12498108865129479
2026100205,resistance,sgd,9,0.1,4096,0.07630212044524333,0.07074898497310497,0.07074898497310497,0,0,,0.0,0.07729972879180744,0.08750946035388825,0.09177887340087379
2026100205,derivative,sgd,9,0.1,4096,0.07497033179447966,0.06973616777667964,0.06973616777667964,0,0,,0.0,0.0759071783328469,0.08614461554193506,0.09044005183802106
2026100205,shuffled_derivative,sgd,9,0.1,4096,0.07632495878623341,0.07075185954531212,0.07075185954531212,0,0,,0.0,0.07728202720231926,0.08753452252928444,0.09184071019584251
2026100205,full_chain,sgd,9,0.1,4096,0.1482010175848823,0.13913977288146182,0.13913977288146182,0,0,,0.0,0.14712888757062945,0.18723752798876367,0.20458571730181696
2026100205,exact,adam,12,0.03,3840,3.016089589644238e-05,3.089202268290522e-05,6.0358182374408056e-05,0,0,,0.0,3.0959902230126967e-05,0.0006479520299308521,0.0029555732182960153
2026100205,resistance,adam,12,0.01,2432,0.04956693446915632,0.04597973231372671,0.04844248362052156,0,0,,0.0,0.04984134340323078,0.05192696770963499,0.0553754491758944
2026100205,derivative,adam,12,0.03,2304,7.242411728076814e-05,6.552942462569516e-05,0.00011628291398793851,0,0,,0.0,7.636555779501424e-05,0.0010883823625704636,0.0033686403884280115
2026100205,shuffled_derivative,adam,12,0.1,1024,0.04164568893841729,0.03970322827657127,0.0483576780253223,1336,0,1457.0,0.0,0.04237306680304945,0.042690699815203494,0.0434702126841618
2026100206,exact,adam,9,0.03,3968,3.155306363107287e-05,3.0344379081691282e-05,0.00022045393764786564,0,0,,0.0,3.064112246503183e-05,0.00031283956393203896,0.001117775017608483
2026100206,broadcast,adam,9,0.1,3712,0.03153878284662521,0.03280242146018456,0.03852916285406818,47,0,4039.0,0.0,0.030874591309739862,0.031934647367475574,0.033805079867463436
2026100206,resistance,adam,9,0.01,2304,0.0516579746814511,0.05434430140544064,0.05734676516597241,0,0,,0.0,0.05050179518417697,0.05213064054582976,0.053913971362558995
2026100206,derivative,adam,9,0.03,2944,6.37630497056546e-05,6.810382410439236e-05,0.0018650019290205606,0,0,,0.0,6.406148765949602e-05,0.0003809612846047916,0.001061306524208744
2026100206,shuffled_derivative,adam,9,0.1,1536,0.046825954912104034,0.04745776413159605,0.0565071266800113,2109,0,1563.0,0.0,0.04597205105731232,0.04499937323998726,0.04437999516394227
2026100206,full_chain,adam,9,0.03,3968,3.1553063631688014e-05,3.03443790823351e-05,0.00022045393763276853,0,0,,0.0,3.0641122465605494e-05,0.0003128395639320712,0.0011177750176083793
2026100206,exact,sgd,9,0.1,4096,0.13719191724192492,0.1422551438883244,0.1422551438883244,0,0,,0.0,0.13075136286032543,0.168681365608644,0.18518787876190826
2026100206,broadcast,sgd,9,0.1,4096,0.0954646021095228,0.09864130710786786,0.09864130710786786,0,0,,0.0,0.09279152064148888,0.10919244803252005,0.12091333998233195
2026100206,resistance,sgd,9,0.1,4096,0.07512560719176102,0.07774924574388939,0.07774924574388939,0,0,,0.0,0.07179681188931067,0.07928583789555778,0.08236169780684285
2026100206,derivative,sgd,9,0.1,4096,0.07377864939088433,0.07646891873307618,0.07646891873307618,0,0,,0.0,0.0704814182676906,0.0781089088277809,0.08125392097510181
2026100206,shuffled_derivative,sgd,9,0.1,4096,0.07516440228165454,0.07783802256239761,0.07783802256239761,0,0,,0.0,0.07184579376135941,0.07945255068457527,0.08259238715290848
2026100206,full_chain,sgd,9,0.1,4096,0.13719191724192495,0.14225514388832441,0.14225514388832441,0,0,,0.0,0.1307513628603255,0.16868136560864402,0.1851878787619083
2026100206,exact,adam,12,0.03,3968,3.155306363107287e-05,3.0344379081691282e-05,0.00022045393764786564,0,0,,0.0,3.064112246503183e-05,0.00031283956393203896,0.001117775017608483
2026100206,resistance,adam,12,0.01,2304,0.0516579746814511,0.05434430140544064,0.05734676516597241,0,0,,0.0,0.05050179518417697,0.05213064054582976,0.053913971362558995
2026100206,derivative,adam,12,0.03,2944,6.37630497056546e-05,6.810382410439236e-05,0.0018650019290205606,0,0,,0.0,6.406148765949602e-05,0.0003809612846047916,0.001061306524208744
2026100206,shuffled_derivative,adam,12,0.1,1536,0.046825954912104034,0.04745776413159605,0.056488152523889806,340,0,3675.0,0.0,0.04597205105731232,0.04499937323998726,0.04437999516394227
2026100207,exact,adam,9,0.03,3584,3.274010801560978e-05,3.497726546081342e-05,4.130119655513471e-05,0,0,,0.0,3.352386036180675e-05,0.0005795924173296379,0.002495288346442141
2026100207,broadcast,adam,9,0.1,1024,0.05749845951952471,0.055704296610568874,0.06669499947700748,1606,0,1813.0,0.0,0.05670346833804105,0.059284734507216476,0.06585591848195022
2026100207,resistance,adam,9,0.01,2048,0.04969605269020754,0.049270091681506166,0.05197478477681489,0,0,,0.0,0.04908727619237908,0.050305332976427065,0.052242824330783345
2026100207,derivative,adam,9,0.03,4096,4.274821302901309e-05,4.193444074979762e-05,4.193444074979762e-05,0,0,,0.0,4.203000792257466e-05,0.00032543153700252323,0.001205194168338329
2026100207,shuffled_derivative,adam,9,0.1,1152,0.042990373519316706,0.04265542570798276,0.05309785442018772,2408,0,1315.0,0.0,0.041623409321711824,0.0415351110454354,0.04233919395166511
2026100207,full_chain,adam,9,0.03,3584,3.274010801563186e-05,3.4977265460834386e-05,4.130119655520969e-05,0,0,,0.0,3.352386036182687e-05,0.0005795924173297533,0.0024952883464424308
2026100207,exact,sgd,9,0.1,4096,0.1676807354358549,0.16062316487746447,0.16062316487746447,0,0,,0.0,0.16353172090274012,0.20471793441774858,0.2232883037524056
2026100207,broadcast,sgd,9,0.1,4096,0.10900755081723701,0.10547921788268036,0.10547921788268036,0,0,,0.0,0.10671889648510817,0.12330180798791492,0.13598249171756013
2026100207,resistance,sgd,9,0.1,4096,0.07828457684798062,0.07657796688616338,0.07657796688616338,0,0,,0.0,0.07554609690572794,0.08564099438458055,0.0900821706032084
2026100207,derivative,sgd,9,0.1,4096,0.07725656285086269,0.07557191829289846,0.07557191829289846,0,0,,0.0,0.07453352237373022,0.08489873076182965,0.08947266141358631
2026100207,shuffled_derivative,sgd,9,0.1,4096,0.07859726716242205,0.07685885516586663,0.07685885516586663,0,0,,0.0,0.07585822001202158,0.0861511745541283,0.09070234908426517
2026100207,full_chain,sgd,9,0.1,4096,0.1676807354358549,0.16062316487746445,0.16062316487746445,0,0,,0.0,0.16353172090274012,0.20471793441774855,0.2232883037524056
2026100207,exact,adam,12,0.03,3584,3.274010801560978e-05,3.497726546081342e-05,4.130119655513471e-05,0,0,,0.0,3.352386036180675e-05,0.0005795924173296379,0.002495288346442141
2026100207,resistance,adam,12,0.01,2048,0.04969605269020754,0.049270091681506166,0.05197478477681489,0,0,,0.0,0.04908727619237908,0.050305332976427065,0.052242824330783345
2026100207,derivative,adam,12,0.03,4096,4.274821302901309e-05,4.193444074979762e-05,4.193444074979762e-05,0,0,,0.0,4.203000792257466e-05,0.00032543153700252323,0.001205194168338329
2026100207,shuffled_derivative,adam,12,0.1,1152,0.042990373519316706,0.04265542570798276,0.05306139050518422,1035,0,2823.0,0.0,0.041623409321711824,0.0415351110454354,0.04233919395166511
2026100208,exact,adam,9,0.03,2944,7.244161838365717e-05,6.931641416799967e-05,0.0002610510359771924,0,0,,0.0,7.115180615726239e-05,0.0009590690988523714,0.0036853561194379715
2026100208,broadcast,adam,9,0.1,2816,0.04478470545015215,0.04304062905078505,0.05177232717758011,464,0,3229.0,0.0,0.04361043282064734,0.04293021666785446,0.04375122802619527
2026100208,resistance,adam,9,0.01,2944,0.04923567152396083,0.04833149894874649,0.05159539153737131,0,0,,0.0,0.048907216538159964,0.05110804987848129,0.05527526050013055
2026100208,derivative,adam,9,0.03,3840,7.85339724656298e-05,7.844299954029793e-05,0.00027717269234300347,0,0,,0.0,7.622895956270448e-05,0.0005760992624319661,0.0017572898982429446
2026100208,shuffled_derivative,adam,9,0.1,1536,0.04012520727208587,0.04030123381181307,0.055188107977391175,2811,0,996.0,0.00234375,0.03937407384007549,0.0409609135558995,0.043822143831973415
2026100208,full_chain,adam,9,0.03,2944,7.24416183836524e-05,6.931641416799582e-05,0.0002610510359694668,0,0,,0.0,7.115180615725752e-05,0.0009590690988523749,0.00368535611943799
2026100208,exact,sgd,9,0.1,4096,0.14407781571288258,0.15139260313308517,0.15139260313308517,0,0,,0.0,0.14677788471294834,0.18965141167210584,0.20815828087938926
2026100208,broadcast,sgd,9,0.1,4096,0.09695435639733829,0.09876389091375228,0.09876389091375228,0,0,,0.0,0.09555906821824528,0.11503459916864535,0.1296600442832188
2026100208,resistance,sgd,9,0.1,4096,0.07465646685292301,0.07564377206696198,0.07564377206696198,0,0,,0.0,0.07551569157461377,0.08499701709077227,0.08885190944659305
2026100208,derivative,sgd,9,0.1,4096,0.07355544336723344,0.07468438058909808,0.07468438058909808,0,0,,0.0,0.0744597579795669,0.08421654992280372,0.08819949756567375
2026100208,shuffled_derivative,sgd,9,0.1,4096,0.0749986959413579,0.07600955294181365,0.07600955294181365,0,0,,0.0,0.07584409655149242,0.08552723590228598,0.08949016499340962
2026100208,full_chain,sgd,9,0.1,4096,0.14407781571288253,0.1513926031330851,0.1513926031330851,0,0,,0.0,0.1467778847129483,0.18965141167210584,0.20815828087938923
2026100208,exact,adam,12,0.03,2944,7.244161838365717e-05,6.931641416799967e-05,0.0002610510359771924,0,0,,0.0,7.115180615726239e-05,0.0009590690988523714,0.0036853561194379715
2026100208,resistance,adam,12,0.01,2944,0.04923567152396083,0.04833149894874649,0.05159539153737131,0,0,,0.0,0.048907216538159964,0.05110804987848129,0.05527526050013055
2026100208,derivative,adam,12,0.03,3840,7.85339724656298e-05,7.844299954029793e-05,0.00027717269234300347,0,0,,0.0,7.622895956270448e-05,0.0005760992624319661,0.0017572898982429446
2026100208,shuffled_derivative,adam,12,0.1,1536,0.04012524174266597,0.040301152241178605,0.055189428490618496,91,0,3885.0,0.0,0.039374006288951845,0.04095479929858423,0.04375971030245702
2026100209,exact,adam,9,0.03,3584,5.014440499244646e-05,5.246873239034724e-05,5.63615811002705e-05,0,0,,0.0,4.9159365628758296e-05,0.0005521954471935483,0.0017018858199449212
2026100209,broadcast,adam,9,0.1,3456,0.05400882094713738,0.05534608158527073,0.06502613165728108,109,0,3534.0,0.0,0.05515947537884506,0.056107509034790747,0.056267546792080146
2026100209,resistance,adam,9,0.01,2816,0.051409766600662835,0.05191041086957067,0.055783126312768896,0,0,,0.0,0.051159015082765706,0.05310109624775618,0.05661879167129983
2026100209,derivative,adam,9,0.03,3584,9.798131754342959e-05,9.634062306011566e-05,0.00013004678075541953,0,0,,0.0,9.71378731060552e-05,0.000629678365001853,0.001880701997310131
2026100209,shuffled_derivative,adam,9,0.1,896,0.0508190382270908,0.051182803774334436,0.0790952753994611,3177,0,867.0,0.00078125,0.05236377985654492,0.052709174860691314,0.05365095988488507
2026100209,full_chain,adam,9,0.03,3584,5.014440499248076e-05,5.2468732390383854e-05,5.6361581099727166e-05,0,0,,0.0,4.915936562879599e-05,0.0005521954471935091,0.0017018858199448093
2026100209,exact,sgd,9,0.1,4096,0.13455542567170148,0.13942945519271824,0.13942945519271824,0,0,,0.0,0.13012885926057055,0.16546768813941637,0.1812533463230708
2026100209,broadcast,sgd,9,0.1,4096,0.11367701684447795,0.11961037461536188,0.11961037461536188,0,0,,0.0,0.1091819710364241,0.12842237975936002,0.1444004155364902
2026100209,resistance,sgd,9,0.1,4096,0.07934574684107328,0.08156783221092928,0.08156783221092928,0,0,,0.0,0.07783251612768728,0.08701226012623751,0.09097179815742894
2026100209,derivative,sgd,9,0.1,4096,0.07793759076071813,0.08018025924853787,0.08018025924853787,0,0,,0.0,0.07640162996082171,0.08585253141047798,0.08994756307285492
