panel,record,architecture,arm,cohort,contrast,basis,profiles_k,checkpoint,site_display_position,site_index,profile_column,seed,value,mean,ci_low,ci_high,n,positive_seeds,unit,source_table,inference_status,convergence_flag_seed,pixel_row,pixel_col
G,seed,additive,,,,subtrees_k3,3.0,trained,,,,50304.0,0.8596145450720698,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
G,seed,additive,,,,subtrees_k3,3.0,trained,,,,50305.0,0.8561699795114214,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
G,seed,additive,,,,subtrees_k3,3.0,trained,,,,50306.0,0.8640853387086753,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
G,seed,additive,,,,subtrees_k3,3.0,trained,,,,50307.0,0.855890299756358,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
G,seed,additive,,,,subtrees_k3,3.0,trained,,,,50308.0,0.8585452105575384,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
G,seed,additive,,,,subtrees_k3,3.0,trained,,,,50309.0,0.8595213897348649,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
G,capture mean,additive,,,,exact_k12,12.0,trained,,,,,,1.0,1.0,1.0,10.0,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture_summary.csv,,,,
G,seed,additive,,,,exact_k12,12.0,trained,,,,50300.0,1.0,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
G,seed,additive,,,,exact_k12,12.0,trained,,,,50301.0,1.0,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
G,seed,additive,,,,exact_k12,12.0,trained,,,,50302.0,1.0,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
G,seed,additive,,,,exact_k12,12.0,trained,,,,50303.0,1.0,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
G,seed,additive,,,,exact_k12,12.0,trained,,,,50304.0,1.0,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
G,seed,additive,,,,exact_k12,12.0,trained,,,,50305.0,1.0,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
G,seed,additive,,,,exact_k12,12.0,trained,,,,50306.0,1.0,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
G,seed,additive,,,,exact_k12,12.0,trained,,,,50307.0,1.0,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
G,seed,additive,,,,exact_k12,12.0,trained,,,,50308.0,1.0,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
G,seed,additive,,,,exact_k12,12.0,trained,,,,50309.0,1.0,,,,,,mean activation-error capture (fraction),source_data/image_ladder_controls/summaries/delivery_coordinate_capture.csv,,,,
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,0.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,1.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,2.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,3.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,4.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,5.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,6.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,7.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,8.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,9.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,10.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,11.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,12.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,13.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,14.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,15.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,16.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,17.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,18.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,19.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,20.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,21.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,22.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,23.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,24.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,25.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,26.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,0.0,27.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,0.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,1.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,2.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,3.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,4.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,5.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,6.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,7.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,8.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,9.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,10.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,11.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,12.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,13.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,14.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,15.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,16.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,17.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,18.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,19.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,20.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,21.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,22.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,23.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,24.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,25.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,26.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,1.0,27.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,0.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,1.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,2.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,3.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,4.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,5.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,6.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,7.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,8.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,9.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,10.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,11.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,12.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,13.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,14.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,15.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,16.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,17.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,18.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,19.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,20.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,21.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,22.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,23.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,24.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,25.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,26.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,2.0,27.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,0.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,1.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,2.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,3.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,4.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,5.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,6.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,7.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,8.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,9.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,10.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,11.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,12.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,13.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,14.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,15.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,16.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,17.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,18.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,19.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,20.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,21.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,22.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,23.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,24.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,25.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,26.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,3.0,27.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,0.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,1.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,2.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,3.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,4.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,5.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,6.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,7.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,8.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,9.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,10.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,11.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,12.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,13.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,14.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,15.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,16.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,17.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,18.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,19.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,20.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,21.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,22.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,23.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,24.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,25.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,26.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,4.0,27.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,0.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,1.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,2.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,3.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,4.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,5.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,6.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,7.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,8.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,9.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,10.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,11.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,12.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,13.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,14.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,15.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,16.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,17.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,18.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,19.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,20.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,21.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,22.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,23.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,24.0
A,input digit pixel,,,,,,,,,,,,0.0,,,,,,pixel intensity (0 to 1),source_data/curated_publication/figure_01_input_digit.json,,,5.0,25.0
