panel,record,architecture,arm,cohort,contrast,basis,profiles_k,checkpoint,site_display_position,site_index,profile_column,seed,value,mean,ci_low,ci_high,n,positive_seeds,unit,source_table,inference_status,convergence_flag_seed,pixel_row,pixel_col
D,seed,additive,subtree_k3,,,,,,,,,50300.0,97.45999574661255,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,subtree_k3,,,,,,,,,50301.0,97.29999899864197,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,subtree_k3,,,,,,,,,50302.0,97.31999635696411,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,subtree_k3,,,,,,,,,50303.0,97.22999930381775,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,subtree_k3,,,,,,,,,50304.0,97.35999703407288,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,subtree_k3,,,,,,,,,50305.0,97.32999801635742,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,subtree_k3,,,,,,,,,50306.0,97.15999960899353,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,subtree_k3,,,,,,,,,50307.0,97.39999771118164,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,subtree_k3,,,,,,,,,50308.0,97.50999808311462,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,subtree_k3,,,,,,,,,50309.0,97.32999801635742,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,arm mean,additive,exact_path,,,,,,,,,,,97.2959977388382,97.23699748516083,97.35799789428711,10.0,,test accuracy (%),source_data/image_ladder_controls/summaries/condition_summary_six_rules.csv,,,,
D,seed,additive,exact_path,,,,,,,,,50300.0,97.16999530792236,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,exact_path,,,,,,,,,50301.0,97.39999771118164,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,exact_path,,,,,,,,,50302.0,97.47999906539917,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,exact_path,,,,,,,,,50303.0,97.3800003528595,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,exact_path,,,,,,,,,50304.0,97.22999930381775,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,exact_path,,,,,,,,,50305.0,97.16999530792236,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,exact_path,,,,,,,,,50306.0,97.32999801635742,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,exact_path,,,,,,,,,50307.0,97.22999930381775,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,exact_path,,,,,,,,,50308.0,97.3099946975708,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,exact_path,,,,,,,,,50309.0,97.2599983215332,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,arm mean,additive,decoder_only,,,,,,,,,,,89.56799805164337,89.33799862861633,89.79299783706665,10.0,,test accuracy (%),source_data/image_ladder_controls/summaries/condition_summary_six_rules.csv,,,,
D,seed,additive,decoder_only,,,,,,,,,50300.0,90.20999670028687,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,decoder_only,,,,,,,,,50301.0,89.95999693870544,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,decoder_only,,,,,,,,,50302.0,89.70999717712402,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,decoder_only,,,,,,,,,50303.0,89.70999717712402,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,decoder_only,,,,,,,,,50304.0,89.19000029563904,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,decoder_only,,,,,,,,,50305.0,88.919997215271,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,decoder_only,,,,,,,,,50306.0,89.37000036239624,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,decoder_only,,,,,,,,,50307.0,89.21999931335449,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,decoder_only,,,,,,,,,50308.0,89.60999846458435,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,seed,additive,decoder_only,,,,,,,,,50309.0,89.77999687194824,,,,,,test accuracy (%),source_data/image_ladder_controls/summaries/fresh_analysis_rows_six_rules.csv,,,,
D,headline contrast,shunting,,,neuron_shared_minus_strict_scalar,,,,,,,,,9.22999918460846,8.593000173568726,9.82999862730503,10.0,10.0,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
D,headline contrast,additive,,,neuron_shared_minus_strict_scalar,,,,,,,,,7.45599925518036,6.912999153137207,8.086998462677002,10.0,10.0,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
D,within-tree note,shunting,,,subtree_k3_minus_projected_k1,,,,,,,,,0.04900038242340088,-0.04802575707435594,0.1410001516342163,10.0,7.0,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
D,within-tree note,additive,,,subtree_k3_minus_projected_k1,,,,,,,,,0.036000609397888184,-0.05599856376647949,0.12200057506561279,10.0,5.0,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
D,within-tree note,shunting,,,exact_path_minus_subtree_k3,,,,,,,,,-0.09299993515014648,-0.1949995756149292,0.009000897407531738,10.0,3.0,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
D,within-tree note,additive,,,exact_path_minus_subtree_k3,,,,,,,,,-0.04400014877319336,-0.14300107955932617,0.0580000877380371,10.0,4.0,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,cohort contrast,shunting,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,,,9.22999918460846,8.593000173568726,9.82999862730503,10.0,10.0,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,shunting,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50300.0,10.519999265670776,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,shunting,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50301.0,9.489995241165161,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,shunting,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50302.0,8.42999815940857,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,shunting,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50303.0,7.480001449584961,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,shunting,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50304.0,8.390003442764282,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,shunting,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50305.0,9.850001335144043,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,shunting,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50306.0,10.289996862411499,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,shunting,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50307.0,9.679996967315674,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,shunting,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50308.0,10.159999132156372,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,shunting,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50309.0,8.009999990463257,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,cohort contrast,shunting,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,,,0.010000467300415039,-0.061997175216674805,0.07499933242797852,10.0,5.0,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,shunting,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50300.0,-0.04000067710876465,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,shunting,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50301.0,-0.21999478340148926,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,shunting,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50302.0,0.09000301361083984,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,shunting,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50303.0,0.15000104904174805,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,shunting,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50304.0,0.0899970531463623,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,shunting,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50305.0,0.0599980354309082,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,shunting,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50306.0,-0.07999539375305176,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,shunting,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50307.0,-0.0800013542175293,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,shunting,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50308.0,0.0,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,shunting,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50309.0,0.12999773025512695,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,cohort contrast,additive,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,,,7.45599925518036,6.912999153137207,8.086998462677002,10.0,10.0,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,additive,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50300.0,8.789998292922974,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,additive,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50301.0,6.599998474121094,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,additive,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50302.0,6.439995765686035,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,additive,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50303.0,7.389998435974121,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,additive,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50304.0,7.080000638961792,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,additive,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50305.0,7.969999313354492,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,additive,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50306.0,9.529995918273926,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,additive,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50307.0,6.9499969482421875,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,additive,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50308.0,6.740003824234009,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,seed,additive,,mnist_fresh,neuron_shared_minus_strict_scalar,,,,,,,50309.0,7.070004940032959,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,cohort contrast,additive,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,,,0.18200039863586426,0.11400043964385985,0.252000093460083,10.0,10.0,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,additive,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50300.0,0.0599980354309082,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,additive,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50301.0,0.270003080368042,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,additive,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50302.0,0.3800034523010254,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,additive,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50303.0,0.06000399589538574,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,additive,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50304.0,0.279998779296875,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,additive,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50305.0,0.20999908447265625,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,additive,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50306.0,0.12000203132629395,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,additive,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50307.0,0.010001659393310547,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,additive,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50308.0,0.2599954605102539,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
F,seed,additive,,mnist_fresh,exact_path_minus_neuron_shared,,,,,,,50309.0,0.1699984073638916,,,,,,percentage points,source_data/image_ladder_controls/summaries/paired_contrasts_six_rules.csv,,,,
E,cohort contrast,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,,,11.033332745234171,10.248001009225845,11.840664555629095,15.0,15.0,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,42.0,8.710002899169922,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,43.0,14.089995622634888,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,44.0,11.100000143051147,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,45.0,10.96000075340271,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,46.0,8.77000093460083,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,47.0,12.459999322891235,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,48.0,10.649996995925903,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,49.0,9.270000457763672,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,50.0,9.390002489089966,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,51.0,12.469995021820068,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,52.0,11.559998989105225,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,53.0,9.729999303817749,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,54.0,11.04000210762024,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,55.0,12.540000677108765,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,shunting,,mnist_dfa,dfa within: neuron - scalar,,,,,,,56.0,12.759995460510254,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,cohort contrast,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,,,0.028000275293986004,-0.056666930516560875,0.10533254345258077,15.0,9.0,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,42.0,0.1999974250793457,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,43.0,0.06999969482421875,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,44.0,0.10000467300415039,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,45.0,0.1399993896484375,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,46.0,-0.3500044345855713,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,47.0,0.0,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,48.0,0.2400040626525879,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,49.0,0.15000104904174805,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,50.0,0.1199960708618164,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,51.0,-0.019997358322143555,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,52.0,-0.1699984073638916,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,53.0,-0.12000203132629395,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,54.0,0.1999974250793457,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,55.0,0.010001659393310547,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,shunting,,mnist_dfa,dfa within: exact path - neuron,,,,,,,56.0,-0.1499950885772705,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,cohort contrast,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,,,10.796667337417603,9.718001266320545,11.914666891098022,15.0,15.0,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,42.0,9.920001029968262,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,43.0,14.410001039505005,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,44.0,11.410003900527954,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,45.0,8.43999981880188,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,46.0,9.049999713897705,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,47.0,12.949997186660767,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,48.0,8.140003681182861,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,49.0,9.32999849319458,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,50.0,9.18000340461731,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,51.0,11.750000715255737,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,52.0,11.990004777908325,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,53.0,7.479995489120483,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,54.0,11.030000448226929,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,55.0,14.849996566772461,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
E,seed,additive,,mnist_dfa,dfa within: neuron - scalar,,,,,,,56.0,12.02000379562378,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,cohort contrast,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,,,0.08666555086771648,0.008665323257446289,0.16866564750671387,15.0,9.0,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,42.0,-0.010001659393310547,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,43.0,0.40000081062316895,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,44.0,-0.020003318786621094,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,45.0,0.1399993896484375,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,46.0,0.15000104904174805,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,47.0,-0.04000067710876465,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,48.0,0.009995698928833008,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,49.0,-0.010001659393310547,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,50.0,0.37999749183654785,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,51.0,0.1699984073638916,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,52.0,0.1999974250793457,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,53.0,-0.21999478340148926,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,54.0,-0.050002336502075195,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,55.0,0.12000203132629395,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
F,seed,additive,,mnist_dfa,dfa within: exact path - neuron,,,,,,,56.0,0.07999539375305176,,,,,,percentage points,source_data/mnist_between_within_factorial/paired_contrasts.csv,,,,
