seed,task,rule,rate,selected_step,validation_nmse,test_nmse,bound_steps,clipped_steps,fixed_development_rate
2026091801,sensory_selection,swapped_gate,0.01,384,0.789361120785611,0.8020201671223004,2743,0,False
2026091801,sensory_selection,exact,0.03,4096,6.915737656657254e-05,7.438149519532822e-05,0,0,False
2026091801,sensory_selection,unit_broadcast,0.03,3904,0.0002674609559721332,0.00029329519391844196,755,0,False
2026091801,sensory_selection,proportional_gate,0.03,4096,7.793104393530366e-05,8.775967026447012e-05,0,0,False
2026091801,sensory_selection,resistance_gate,0.03,4096,7.894732774057971e-05,8.890559941249933e-05,0,0,False
2026091801,sensory_selection,swapped_gate,0.03,128,0.8415268248944008,0.8543948898046092,3506,0,True
2026091801,sensory_selection,exact,0.1,3648,3.9447744277898234e-05,3.9971012554480785e-05,396,0,True
2026091801,sensory_selection,unit_broadcast,0.1,3712,0.0002072838438866501,0.00020680176971166997,1829,0,True
2026091801,sensory_selection,proportional_gate,0.1,3968,2.5280491825876583e-05,2.755279404471457e-05,654,0,True
2026091801,sensory_selection,resistance_gate,0.1,3584,2.7372859741799537e-05,2.8637089457373238e-05,634,0,True
2026091801,sensory_selection,swapped_gate,0.1,3968,0.6933179796682573,0.7511688955449304,3882,0,False
2026091801,graded_sensory_mixture,exact,0.01,3904,0.08900064591769447,0.09693182334860581,0,0,False
2026091801,graded_sensory_mixture,unit_broadcast,0.01,640,0.09810900922896462,0.1065007262125044,0,0,False
2026091801,graded_sensory_mixture,proportional_gate,0.01,2560,0.11671715084858252,0.12480450834808052,0,0,False
2026091801,graded_sensory_mixture,resistance_gate,0.01,3904,0.08906184869489057,0.09703110650488442,0,0,False
2026091801,graded_sensory_mixture,swapped_gate,0.01,4032,0.31224109278796247,0.32298233207648386,0,0,False
2026091801,graded_sensory_mixture,exact,0.03,3904,0.08867235421403064,0.09643409494086973,1213,0,True
2026091801,graded_sensory_mixture,unit_broadcast,0.03,320,0.09781760280437815,0.10566635548083352,0,0,False
2026091801,graded_sensory_mixture,proportional_gate,0.03,2112,0.11697150993042674,0.1265680663529124,16,0,False
2026091801,graded_sensory_mixture,resistance_gate,0.03,3904,0.08869813180679376,0.09644501682788344,0,0,True
2026091801,graded_sensory_mixture,swapped_gate,0.03,2880,0.2959520985476676,0.3059941834905632,529,0,False
2026091801,graded_sensory_mixture,exact,0.1,1984,0.08887808002146662,0.0962245530810302,3107,0,False
2026091801,graded_sensory_mixture,unit_broadcast,0.1,128,0.09425101266934319,0.10208831377709264,0,0,True
2026091801,graded_sensory_mixture,proportional_gate,0.1,3776,0.12086956856979192,0.13257987878953395,2534,0,True
2026091801,graded_sensory_mixture,resistance_gate,0.1,1984,0.08891959656301195,0.096220966729259,0,0,False
2026091801,graded_sensory_mixture,swapped_gate,0.1,1344,0.3069990623004107,0.3231640458357499,2069,0,True
2026091802,graded_teacher,exact,0.01,3840,2.620502149910052e-05,2.6147885818521056e-05,0,0,False
2026091802,graded_teacher,unit_broadcast,0.01,128,0.015331588421698407,0.015261918237675644,0,0,False
2026091802,graded_teacher,proportional_gate,0.01,4096,2.1192390154488645e-05,2.1175640755580898e-05,0,0,False
2026091802,graded_teacher,resistance_gate,0.01,3840,2.6679419141801206e-05,2.6248786370613835e-05,0,0,False
2026091802,graded_teacher,swapped_gate,0.01,384,0.10767185414538238,0.10020128867216996,0,0,False
2026091802,graded_teacher,exact,0.03,3904,2.2212607290544326e-05,2.1844666459771938e-05,0,0,True
2026091802,graded_teacher,unit_broadcast,0.03,128,0.00932113197270783,0.0093421202700991,1274,0,False
2026091802,graded_teacher,proportional_gate,0.03,3904,1.4916260213722395e-05,1.4475450305831963e-05,0,0,False
2026091802,graded_teacher,resistance_gate,0.03,3200,2.2474588087360058e-05,2.1656222971636428e-05,0,0,True
2026091802,graded_teacher,swapped_gate,0.03,576,0.11760568919395939,0.11097886667232802,1469,0,True
2026091802,graded_teacher,exact,0.1,3456,1.8347219716763544e-05,1.898326013930517e-05,0,2,False
2026091802,graded_teacher,unit_broadcast,0.1,192,0.002429157888021406,0.0025564298668196337,2339,3,True
2026091802,graded_teacher,proportional_gate,0.1,3648,1.585692597355503e-05,1.553257647890179e-05,0,2,True
2026091802,graded_teacher,resistance_gate,0.1,3136,2.2658624755538728e-05,2.339454366622668e-05,0,3,False
2026091802,graded_teacher,swapped_gate,0.1,192,0.08138334832170623,0.07920250435925512,2649,131,False
2026091802,sensory_selection,exact,0.01,4032,0.00021713263015633137,0.00020574028517722116,0,0,False
2026091802,sensory_selection,unit_broadcast,0.01,3904,0.0008028434780036543,0.0007724053642758759,0,0,False
2026091802,sensory_selection,proportional_gate,0.01,4096,0.0002247528817119697,0.0002163539428335969,0,0,False
2026091802,sensory_selection,resistance_gate,0.01,4096,0.00023118736248115007,0.0002226413943835153,0,0,False
2026091802,sensory_selection,swapped_gate,0.01,768,0.594546100299561,0.5747155585970123,0,0,False
2026091802,sensory_selection,exact,0.03,4096,7.69329082081094e-05,7.743459960269962e-05,0,0,False
2026091802,sensory_selection,unit_broadcast,0.03,3776,0.00038991806495763335,0.00037956415010405027,364,0,False
2026091802,sensory_selection,proportional_gate,0.03,4096,7.749358580179951e-05,7.95501536912529e-05,0,0,False
2026091802,sensory_selection,resistance_gate,0.03,4096,7.876402897131406e-05,8.089000980116276e-05,0,0,False
2026091802,sensory_selection,swapped_gate,0.03,192,0.47890926740401035,0.45999066463038607,0,0,True
2026091802,sensory_selection,exact,0.1,3904,3.279477123319778e-05,3.099718184954835e-05,0,0,True
2026091802,sensory_selection,unit_broadcast,0.1,2752,0.00021283979083429102,0.00022126166961717653,1676,0,True
2026091802,sensory_selection,proportional_gate,0.1,2944,4.033113118100999e-05,3.937391765526475e-05,0,0,True
2026091802,sensory_selection,resistance_gate,0.1,3904,3.024453577748641e-05,2.9959502284780973e-05,0,0,True
2026091802,sensory_selection,swapped_gate,0.1,64,0.45241446217527054,0.4557870637813165,482,0,False
2026091802,graded_sensory_mixture,exact,0.01,3456,0.10511355556167738,0.10127613106920538,0,0,False
2026091802,graded_sensory_mixture,unit_broadcast,0.01,640,0.12064308497215168,0.11421750134496414,0,0,False
2026091802,graded_sensory_mixture,proportional_gate,0.01,1408,0.13516053820811355,0.1259602576716847,0,0,False
2026091802,graded_sensory_mixture,resistance_gate,0.01,3456,0.10540785465030696,0.10148069589173499,0,0,False
2026091802,graded_sensory_mixture,swapped_gate,0.01,3520,0.3557588154703674,0.3157734344021667,0,0,False
2026091802,graded_sensory_mixture,exact,0.03,3456,0.10475814343351793,0.10132591748893637,1105,0,True
2026091802,graded_sensory_mixture,unit_broadcast,0.03,192,0.1178372998391487,0.11224220932331666,0,0,False
2026091802,graded_sensory_mixture,proportional_gate,0.03,1408,0.13232390677989123,0.12288910769893242,1093,0,False
2026091802,graded_sensory_mixture,resistance_gate,0.03,3456,0.10482942382569961,0.10137580586479665,0,0,True
2026091802,graded_sensory_mixture,swapped_gate,0.03,3520,0.3366911830866937,0.29390047775648864,1187,0,False
2026091802,graded_sensory_mixture,exact,0.1,2048,0.10611635480774137,0.10221592144799281,3140,0,False
2026091802,graded_sensory_mixture,unit_broadcast,0.1,128,0.1115990917466132,0.10691779002637061,0,0,True
2026091802,graded_sensory_mixture,proportional_gate,0.1,1408,0.13244442702790787,0.12553889905184998,3066,0,True
2026091802,graded_sensory_mixture,resistance_gate,0.1,2048,0.10616687512878867,0.10226197200606389,0,0,False
2026091802,graded_sensory_mixture,swapped_gate,0.1,1856,0.33464153127529267,0.29082163752547846,2955,0,True
2026091803,graded_teacher,exact,0.01,4096,3.14202126314921e-05,2.9919266398636474e-05,0,0,False
2026091803,graded_teacher,unit_broadcast,0.01,384,0.018645099365066333,0.020083286577554035,0,0,False
2026091803,graded_teacher,proportional_gate,0.01,4096,6.0074362686508885e-05,5.78101344001351e-05,0,0,False
2026091803,graded_teacher,resistance_gate,0.01,3776,4.0573539112928066e-05,3.956888814484201e-05,0,0,False
2026091803,graded_teacher,swapped_gate,0.01,384,0.13207037838951904,0.1437280511871189,0,0,False
2026091803,graded_teacher,exact,0.03,3392,1.533524091872576e-05,1.5911430375733577e-05,0,0,True
2026091803,graded_teacher,unit_broadcast,0.03,128,0.010420156024744137,0.011521143281708831,0,0,False
2026091803,graded_teacher,proportional_gate,0.03,3648,4.146865878537531e-05,4.034767106328291e-05,0,0,False
2026091803,graded_teacher,resistance_gate,0.03,3712,1.5134989324551272e-05,1.5854921406009472e-05,0,0,True
2026091803,graded_teacher,swapped_gate,0.03,192,0.128317559324201,0.1461830482259595,1724,9,True
2026091803,graded_teacher,exact,0.1,4032,1.9879903591639646e-05,2.2238789415004214e-05,0,3,False
2026091803,graded_teacher,unit_broadcast,0.1,4032,0.002120248196397103,0.0021211892820154,0,4,True
2026091803,graded_teacher,proportional_gate,0.1,4096,1.0030407685253807e-05,1.0708260923665803e-05,0,3,True
2026091803,graded_teacher,resistance_gate,0.1,4096,1.684066211848848e-05,1.7006366051677376e-05,0,3,False
2026091803,graded_teacher,swapped_gate,0.1,1024,0.22914608617288668,0.22441607058985158,3073,138,False
2026091803,sensory_selection,exact,0.01,3968,0.0002955975419621583,0.00029428458231510186,0,0,False
2026091803,sensory_selection,unit_broadcast,0.01,4096,0.0008492661143165854,0.0008552443578751695,0,0,False
2026091803,sensory_selection,proportional_gate,0.01,3968,0.0003046316644827824,0.00029949115313881205,0,0,False
2026091803,sensory_selection,resistance_gate,0.01,3968,0.0003119661342023543,0.00030723628174794394,0,0,False
2026091803,sensory_selection,swapped_gate,0.01,3840,0.8557546108760343,0.8585335893951365,0,0,False
2026091803,sensory_selection,exact,0.03,4032,0.00011118581318419035,0.00010644733248545382,0,0,False
2026091803,sensory_selection,unit_broadcast,0.03,3968,0.00036585307693802043,0.0003674375435053907,0,0,False
2026091803,sensory_selection,proportional_gate,0.03,3968,0.00011650480335434519,0.00011129935645161934,0,0,False
2026091803,sensory_selection,resistance_gate,0.03,3968,0.00011622740202239921,0.0001111342610047126,0,0,False
2026091803,sensory_selection,swapped_gate,0.03,3648,0.7871224418966866,0.7989877870197042,480,0,True
2026091803,sensory_selection,exact,0.1,3456,4.28241037131723e-05,3.957898192221622e-05,0,0,True
2026091803,sensory_selection,unit_broadcast,0.1,3904,0.0001956800239556913,0.00019829947243846265,1583,0,True
2026091803,sensory_selection,proportional_gate,0.1,3840,3.575135369522971e-05,3.5645359750012944e-05,0,0,True
2026091803,sensory_selection,resistance_gate,0.1,3712,3.5167555240880194e-05,3.38390873527071e-05,0,0,True
2026091803,sensory_selection,swapped_gate,0.1,3520,0.7195027802632207,0.7369793725855796,148,0,False
2026091803,graded_sensory_mixture,exact,0.01,3456,0.08052257052032492,0.0939166288302498,0,0,False
2026091803,graded_sensory_mixture,unit_broadcast,0.01,512,0.08968221023723019,0.10359863219579572,0,0,False
2026091803,graded_sensory_mixture,proportional_gate,0.01,3200,0.10306308079449765,0.11553816061678646,0,0,False
2026091803,graded_sensory_mixture,resistance_gate,0.01,3968,0.08070811788060031,0.0943839516821656,0,0,False
2026091803,graded_sensory_mixture,swapped_gate,0.01,3648,0.28247982706195174,0.2931475801217233,0,0,False
2026091803,graded_sensory_mixture,exact,0.03,2944,0.08022349598321092,0.09437254044764043,813,0,True
2026091803,graded_sensory_mixture,unit_broadcast,0.03,192,0.08844799924155403,0.10142382887255987,0,0,False
2026091803,graded_sensory_mixture,proportional_gate,0.03,2048,0.10420870912324216,0.11686485198160826,132,0,False
2026091803,graded_sensory_mixture,resistance_gate,0.03,2944,0.08024535148238131,0.09442776953457764,0,0,True
2026091803,graded_sensory_mixture,swapped_gate,0.03,2880,0.2720269392342487,0.2845015088346573,0,0,False
2026091803,graded_sensory_mixture,exact,0.1,2304,0.07995879228590493,0.09534585592571282,2877,0,False
2026091803,graded_sensory_mixture,unit_broadcast,0.1,192,0.08684912269967125,0.09935665511378025,0,0,True
2026091803,graded_sensory_mixture,proportional_gate,0.1,3584,0.10119051302881873,0.11546201957158606,2481,0,True
2026091803,graded_sensory_mixture,resistance_gate,0.1,2304,0.07990969789176747,0.0952791946451233,0,0,False
2026091803,graded_sensory_mixture,swapped_gate,0.1,3264,0.24929704920614162,0.263031575683882,1511,0,True
2026091804,graded_teacher,exact,0.01,4032,3.629318543706996e-05,3.695003561860899e-05,0,0,False
2026091804,graded_teacher,unit_broadcast,0.01,320,0.011979660218671662,0.012821611200121059,0,0,False
2026091804,graded_teacher,proportional_gate,0.01,3968,5.3917519742194045e-05,5.7587590431685785e-05,0,0,False
2026091804,graded_teacher,resistance_gate,0.01,4032,3.5972401808077046e-05,3.661123900193668e-05,0,0,False
2026091804,graded_teacher,swapped_gate,0.01,192,0.0565005505878984,0.05950919885396179,0,0,False
2026091804,graded_teacher,exact,0.03,4096,1.5639598622368245e-05,1.6716422272554536e-05,0,0,True
2026091804,graded_teacher,unit_broadcast,0.03,192,0.005179334963733748,0.005557359957000299,0,0,False
2026091804,graded_teacher,proportional_gate,0.03,4096,2.7719189367205507e-05,2.8854695283318402e-05,0,0,False
2026091804,graded_teacher,resistance_gate,0.03,4096,1.9094066905491652e-05,1.9801812901968323e-05,0,0,True
2026091804,graded_teacher,swapped_gate,0.03,64,0.07853737439086185,0.07855216881830461,0,0,True
2026091804,graded_teacher,exact,0.1,3392,1.997637468744185e-05,1.9847788961084104e-05,0,2,False
2026091804,graded_teacher,unit_broadcast,0.1,4096,0.00041488849722226524,0.00044766247285326694,0,3,True
2026091804,graded_teacher,proportional_gate,0.1,3392,2.072511052942994e-05,2.1196731661567285e-05,0,2,True
2026091804,graded_teacher,resistance_gate,0.1,2816,1.4164164791429524e-05,1.5148161821490477e-05,0,2,False
2026091804,graded_teacher,swapped_gate,0.1,64,0.21205489981020909,0.210162969308964,3301,43,False
2026091804,sensory_selection,exact,0.01,3904,0.0001460927313381898,0.00016493208051278238,0,0,False
2026091804,sensory_selection,unit_broadcast,0.01,3968,0.0005554505512586329,0.0006042009800123622,154,0,False
2026091804,sensory_selection,proportional_gate,0.01,3840,0.00020095194016884628,0.00022011800682486025,0,0,False
2026091804,sensory_selection,resistance_gate,0.01,3840,0.0002045801035839726,0.00022403401232821472,0,0,False
2026091804,sensory_selection,swapped_gate,0.01,384,0.7180789340645597,0.7188757302279218,0,0,False
2026091804,sensory_selection,exact,0.03,4096,5.952354004734678e-05,6.699022796381627e-05,0,0,False
2026091804,sensory_selection,unit_broadcast,0.03,3584,0.0002859952587553732,0.00030753588168531905,1803,0,False
2026091804,sensory_selection,proportional_gate,0.03,4096,7.1055022495822e-05,7.881972956323234e-05,0,0,False
2026091804,sensory_selection,resistance_gate,0.03,4096,7.314973488985245e-05,8.108030997179795e-05,0,0,False
2026091804,sensory_selection,swapped_gate,0.03,128,0.6625619225502866,0.6624158814912998,0,0,True
2026091804,sensory_selection,exact,0.1,3456,4.680920252776502e-05,5.002799153066022e-05,0,0,True
2026091804,sensory_selection,unit_broadcast,0.1,3328,0.00011817793518610167,0.00012633488401542111,2264,0,True
2026091804,sensory_selection,proportional_gate,0.1,4096,2.29069910644207e-05,2.5127285541884322e-05,0,0,True
2026091804,sensory_selection,resistance_gate,0.1,3328,2.9395020732850033e-05,3.1597958913049336e-05,1,0,True
2026091804,sensory_selection,swapped_gate,0.1,768,0.6988505649423477,0.7127218259284394,1956,0,False
2026091804,graded_sensory_mixture,exact,0.01,3904,0.08176866047981708,0.09823079973980632,0,0,False
2026091804,graded_sensory_mixture,unit_broadcast,0.01,512,0.09090113562837457,0.10800663058187074,0,0,False
2026091804,graded_sensory_mixture,proportional_gate,0.01,2880,0.10563189497356297,0.11918108480142019,0,0,False
2026091804,graded_sensory_mixture,resistance_gate,0.01,3904,0.08192088705426281,0.09835961749603019,0,0,False
2026091804,graded_sensory_mixture,swapped_gate,0.01,1856,0.2939634435605624,0.30100227785974387,0,0,False
2026091804,graded_sensory_mixture,exact,0.03,4096,0.08158056368129113,0.09790794179574258,765,0,True
2026091804,graded_sensory_mixture,unit_broadcast,0.03,192,0.0885434035139203,0.10503160041299217,0,0,False
2026091804,graded_sensory_mixture,proportional_gate,0.03,2688,0.10639970447758647,0.11983115226727864,705,0,False
2026091804,graded_sensory_mixture,resistance_gate,0.03,4096,0.08156814667836688,0.09785205550399957,0,0,True
2026091804,graded_sensory_mixture,swapped_gate,0.03,1792,0.2753723177506317,0.28745330278738096,0,0,False
2026091804,graded_sensory_mixture,exact,0.1,4096,0.08190965695904501,0.0973466957579348,2973,0,False
2026091804,graded_sensory_mixture,unit_broadcast,0.1,128,0.08736470624948456,0.10299704709925282,0,0,True
2026091804,graded_sensory_mixture,proportional_gate,0.1,64,0.10557243670313367,0.12118236917870195,2790,0,True
2026091804,graded_sensory_mixture,resistance_gate,0.1,3712,0.08189926002348161,0.09849920155338698,0,0,False
2026091804,graded_sensory_mixture,swapped_gate,0.1,3200,0.27665832733690265,0.29584789695523167,1178,0,True
2026091805,graded_teacher,exact,0.01,3904,3.6851225493314156e-05,3.511295223417139e-05,0,0,False
2026091805,graded_teacher,unit_broadcast,0.01,192,0.02302662852830489,0.022475198992493787,0,0,False
2026091805,graded_teacher,proportional_gate,0.01,3968,3.286967508286452e-05,3.176331068795416e-05,0,0,False
2026091805,graded_teacher,resistance_gate,0.01,3904,3.7206744213084525e-05,3.5465217516002484e-05,0,0,False
2026091805,graded_teacher,swapped_gate,0.01,128,0.10795349469801664,0.11008285033711801,0,0,False
2026091805,graded_teacher,exact,0.03,3712,1.6824752695774415e-05,1.696329580530227e-05,0,0,True
2026091805,graded_teacher,unit_broadcast,0.03,128,0.011970790851246362,0.011600654617244629,694,0,False
2026091805,graded_teacher,proportional_gate,0.03,3968,1.4327223640100849e-05,1.3693299504835767e-05,0,0,False
2026091805,graded_teacher,resistance_gate,0.03,3712,1.4215631346254455e-05,1.4165589132517046e-05,0,0,True
2026091805,graded_teacher,swapped_gate,0.03,64,0.08242963078774394,0.085711938541447,188,24,True
2026091805,graded_teacher,exact,0.1,2688,2.589977192990643e-05,2.6702374458875853e-05,0,2,False
2026091805,graded_teacher,unit_broadcast,0.1,4032,0.0014054099849981332,0.0013694613971746584,1728,2,True
2026091805,graded_teacher,proportional_gate,0.1,3328,1.6834447292082098e-05,1.7565595071490038e-05,0,2,True
2026091805,graded_teacher,resistance_gate,0.1,3712,1.387817803560853e-05,1.3777826867179267e-05,0,2,False
2026091805,graded_teacher,swapped_gate,0.1,384,0.16953683576284462,0.1724293578637835,507,6,False
2026091805,sensory_selection,exact,0.01,4032,0.00024475383192469857,0.00026088334310193234,0,0,False
2026091805,sensory_selection,unit_broadcast,0.01,4032,0.0007239782360705025,0.0007881651672583943,0,0,False
2026091805,sensory_selection,proportional_gate,0.01,4032,0.0002743012826712103,0.00028824059315759584,0,0,False
2026091805,sensory_selection,resistance_gate,0.01,4032,0.00028144838324567685,0.000295736196615421,0,0,False
2026091805,sensory_selection,swapped_gate,0.01,320,0.6216525069665129,0.6192480753670293,0,0,False
2026091805,sensory_selection,exact,0.03,3840,9.909686235731203e-05,0.00010342025263256112,0,0,False
2026091805,sensory_selection,unit_broadcast,0.03,3840,0.0003619880293026607,0.00038720362801641743,873,0,False
2026091805,sensory_selection,proportional_gate,0.03,4032,8.742992764245582e-05,9.041037400334529e-05,0,0,False
2026091805,sensory_selection,resistance_gate,0.03,4032,9.080500219848153e-05,9.374017715749818e-05,0,0,False
2026091805,sensory_selection,swapped_gate,0.03,128,0.5971664541782155,0.5934499196297065,0,0,True
2026091805,sensory_selection,exact,0.1,3776,3.507644226727095e-05,3.844917214573069e-05,0,0,True
2026091805,sensory_selection,unit_broadcast,0.1,3648,0.00020242210548957002,0.00021773912553346085,2241,0,True
2026091805,sensory_selection,proportional_gate,0.1,3712,3.355822805651075e-05,3.247448223313674e-05,68,0,True
2026091805,sensory_selection,resistance_gate,0.1,3712,4.092923736710188e-05,4.421280348326308e-05,104,0,True
2026091805,sensory_selection,swapped_gate,0.1,1792,0.8194163274717052,0.8382494213903456,211,0,False
2026091805,graded_sensory_mixture,exact,0.01,3840,0.10118453743149144,0.10255909862892007,0,0,False
2026091805,graded_sensory_mixture,unit_broadcast,0.01,384,0.11488090653119161,0.11640652353107232,0,0,False
2026091805,graded_sensory_mixture,proportional_gate,0.01,3200,0.1228190118269159,0.12629816946896644,0,0,False
2026091805,graded_sensory_mixture,resistance_gate,0.01,3840,0.10129634869613659,0.10270010369015135,0,0,False
2026091805,graded_sensory_mixture,swapped_gate,0.01,3840,0.29167832054758264,0.3082688189020676,0,0,False
2026091805,graded_sensory_mixture,exact,0.03,2688,0.1006538208366565,0.10168114246765447,550,0,True
2026091805,graded_sensory_mixture,unit_broadcast,0.03,256,0.11427488647768883,0.1155655018732904,0,0,False
2026091805,graded_sensory_mixture,proportional_gate,0.03,3392,0.1241770565352625,0.12711902781027676,0,0,False
2026091805,graded_sensory_mixture,resistance_gate,0.03,3840,0.10063882491828854,0.10180311557635832,0,0,True
