variant,forward,trained_rule,delivered_rule,block,relation,mean,ci_low,ci_high,n
separable,current,resistance,exact,terminal,within,1.0,0.9999999999999998,1.0,20
separable,current,resistance,resistance,proximal,cross,0.1492906088433886,0.026099841986992476,0.27849998380779883,20
separable,current,resistance,resistance,proximal,within,0.6644734028873021,0.6346698218345067,0.696124769721087,20
separable,current,resistance,resistance,readout,cross,0.2247887213577589,-0.004466435317846671,0.46766054010181674,20
separable,current,resistance,resistance,readout,within,1.0,1.0,1.0,20
separable,current,resistance,resistance,soma,cross,0.14178072752638998,0.02879425165078418,0.2709768196607946,20
separable,current,resistance,resistance,soma,within,1.0,1.0,1.0,20
separable,current,resistance,resistance,terminal,cross,0.005365002573194882,-0.000567222077831494,0.011763564392839772,20
separable,current,resistance,resistance,terminal,within,0.5419250381883841,0.5115144258220345,0.5701831377729462,20
separable,current,resistance,swapped,proximal,cross,0.1492906088433886,0.0260607617798471,0.27997599451676874,20
separable,current,resistance,swapped,proximal,within,0.6644734028873021,0.6339439766106472,0.696174763918056,20
separable,current,resistance,swapped,readout,cross,0.2247887213577589,-0.003993224557892362,0.46720448693154926,20
separable,current,resistance,swapped,readout,within,1.0,1.0,1.0,20
separable,current,resistance,swapped,soma,cross,0.14178072752638998,0.02904315210593835,0.2680266762747223,20
separable,current,resistance,swapped,soma,within,1.0,1.0,1.0,20
separable,current,resistance,swapped,terminal,cross,0.005720104684571644,-7.575654415640826e-05,0.012189451125903705,20
separable,current,resistance,swapped,terminal,within,0.39163033526916646,0.3417281975240357,0.4384768577303581,20
separable,current,resistance,uniform_rms,proximal,cross,0.1492906088433886,0.0228958527191251,0.280541325379997,20
separable,current,resistance,uniform_rms,proximal,within,0.6644734028873021,0.6340383178040825,0.6963021852172067,20
separable,current,resistance,uniform_rms,readout,cross,0.2247887213577589,0.002264105449985734,0.4634826764168953,20
separable,current,resistance,uniform_rms,readout,within,1.0,1.0,1.0,20
separable,current,resistance,uniform_rms,soma,cross,0.14178072752638998,0.030706110765683123,0.2704113268932058,20
separable,current,resistance,uniform_rms,soma,within,1.0,1.0,1.0,20
separable,current,resistance,uniform_rms,terminal,cross,0.00613140542223937,-0.0004851974160388524,0.013070033024957834,20
separable,current,resistance,uniform_rms,terminal,within,0.49695560281515644,0.4635744534442667,0.5281329492543521,20
separable,current,swapped,broadcast,proximal,cross,0.11743585499839868,0.028990531753839907,0.2114897700919068,20
separable,current,swapped,broadcast,proximal,within,0.64221860359912,0.6148286591009063,0.6725405046826888,20
separable,current,swapped,broadcast,readout,cross,0.19664302422891616,0.013195651170281368,0.3955651522651702,20
separable,current,swapped,broadcast,readout,within,1.0,1.0,1.0,20
separable,current,swapped,broadcast,soma,cross,0.12973936940337943,0.041086457442794454,0.22483702929647967,20
separable,current,swapped,broadcast,soma,within,1.0,1.0,1.0,20
separable,current,swapped,broadcast,terminal,cross,0.024020344891552286,0.006359303255292855,0.043866011661929515,20
separable,current,swapped,broadcast,terminal,within,0.43307261099259853,0.4134479939174016,0.45243116210920997,20
separable,current,swapped,exact,proximal,cross,0.18768635224160907,0.03558301313293649,0.3498738002584229,20
separable,current,swapped,exact,proximal,within,1.0,1.0,1.0,20
separable,current,swapped,exact,readout,cross,0.19664302422891616,0.014748956696982958,0.39537679675898546,20
separable,current,swapped,exact,readout,within,1.0,1.0,1.0,20
separable,current,swapped,exact,soma,cross,0.12973936940337943,0.04176029871654943,0.2241132973584553,20
separable,current,swapped,exact,soma,within,1.0,1.0,1.0,20
separable,current,swapped,exact,terminal,cross,0.042507258495790554,0.013172716716322804,0.07600143680712708,20
separable,current,swapped,exact,terminal,within,1.0,1.0,1.0,20
separable,current,swapped,resistance,proximal,cross,0.11743585499839868,0.027159673953936304,0.21410516628701348,20
separable,current,swapped,resistance,proximal,within,0.64221860359912,0.6148816605165829,0.6721078939608875,20
separable,current,swapped,resistance,readout,cross,0.19664302422891616,0.01785958423822691,0.4002361212923609,20
separable,current,swapped,resistance,readout,within,1.0,1.0,1.0,20
separable,current,swapped,resistance,soma,cross,0.12973936940337943,0.03942731785585589,0.2229467442439585,20
separable,current,swapped,resistance,soma,within,1.0,1.0,1.0,20
separable,current,swapped,resistance,terminal,cross,0.024138207783469503,0.006666777564436388,0.04417694144921534,20
separable,current,swapped,resistance,terminal,within,0.4688674733089517,0.4499841879005327,0.48800115090719054,20
separable,current,swapped,swapped,proximal,cross,0.11743585499839868,0.026826878552563847,0.21373772270775582,20
separable,current,swapped,swapped,proximal,within,0.64221860359912,0.6147487473416486,0.6723302906077241,20
separable,current,swapped,swapped,readout,cross,0.19664302422891616,0.014500050904364566,0.394957600386189,20
separable,current,swapped,swapped,readout,within,1.0,1.0,1.0,20
separable,current,swapped,swapped,soma,cross,0.12973936940337943,0.040175465887433516,0.22545239211364632,20
separable,current,swapped,swapped,soma,within,1.0,1.0,1.0,20
separable,current,swapped,swapped,terminal,cross,0.020752074966300008,0.004793605395087425,0.03807154611476482,20
separable,current,swapped,swapped,terminal,within,0.4145774030494704,0.38992491040953536,0.4396403979552473,20
separable,current,swapped,uniform_rms,proximal,cross,0.11743585499839868,0.028570055591827355,0.21491660223877437,20
separable,current,swapped,uniform_rms,proximal,within,0.64221860359912,0.6148829120251406,0.6717051194629944,20
separable,current,swapped,uniform_rms,readout,cross,0.19664302422891616,0.010620574647762388,0.4000706311249863,20
separable,current,swapped,uniform_rms,readout,within,1.0,1.0,1.0,20
separable,current,swapped,uniform_rms,soma,cross,0.12973936940337943,0.041381861772735666,0.2255631164572711,20
separable,current,swapped,uniform_rms,soma,within,1.0,1.0,1.0,20
separable,current,swapped,uniform_rms,terminal,cross,0.023326031438015236,0.006518976211321146,0.042304116498993904,20
separable,current,swapped,uniform_rms,terminal,within,0.4377936718604973,0.41701795889578497,0.4584590462233464,20
separable,current,uniform_rms,broadcast,proximal,cross,0.11540373619543484,-0.0004129860454683319,0.240480271994384,20
separable,current,uniform_rms,broadcast,proximal,within,0.6294060361901866,0.6028862808258546,0.6549903290352272,20
separable,current,uniform_rms,broadcast,readout,cross,0.18428142894152427,-0.023363794969010417,0.4090819365771886,20
separable,current,uniform_rms,broadcast,readout,within,1.0,1.0,1.0,20
separable,current,uniform_rms,broadcast,soma,cross,0.12100568014258499,0.046953816194803426,0.20606012009142977,20
separable,current,uniform_rms,broadcast,soma,within,1.0,1.0,1.0,20
separable,current,uniform_rms,broadcast,terminal,cross,0.011143100295170839,-0.0007747136906855085,0.024707157440136438,20
separable,current,uniform_rms,broadcast,terminal,within,0.5064932058723766,0.4824469230362676,0.5302664726402148,20
separable,current,uniform_rms,exact,proximal,cross,0.17964905073350423,-0.00470554671472951,0.37516354563652504,20
separable,current,uniform_rms,exact,proximal,within,1.0,1.0,1.0,20
separable,current,uniform_rms,exact,readout,cross,0.18428142894152427,-0.023013101853519305,0.4105652019603133,20
separable,current,uniform_rms,exact,readout,within,1.0,1.0,1.0,20
separable,current,uniform_rms,exact,soma,cross,0.12100568014258499,0.04522753044081392,0.207058389758825,20
separable,current,uniform_rms,exact,soma,within,1.0,1.0,1.0,20
separable,current,uniform_rms,exact,terminal,cross,0.013087097061362202,-0.0025428425498553197,0.03075436218039646,20
separable,current,uniform_rms,exact,terminal,within,1.0,0.9999999999999998,1.0,20
separable,current,uniform_rms,resistance,proximal,cross,0.11540373619543484,0.002347417911200551,0.23613201605871123,20
separable,current,uniform_rms,resistance,proximal,within,0.6294060361901866,0.6018560204184921,0.6552548374529639,20
separable,current,uniform_rms,resistance,readout,cross,0.18428142894152427,-0.01949181643329063,0.4096483740216381,20
separable,current,uniform_rms,resistance,readout,within,1.0,1.0,1.0,20
separable,current,uniform_rms,resistance,soma,cross,0.12100568014258499,0.046693834589951605,0.20556884535412592,20
separable,current,uniform_rms,resistance,soma,within,1.0,1.0,1.0,20
separable,current,uniform_rms,resistance,terminal,cross,0.01104491489564649,-0.0002504052429974348,0.023800319416796875,20
separable,current,uniform_rms,resistance,terminal,within,0.5423474279210028,0.5203579132408734,0.5638857344683681,20
separable,current,uniform_rms,swapped,proximal,cross,0.11540373619543484,0.0018564786119063968,0.23886981223225073,20
separable,current,uniform_rms,swapped,proximal,within,0.6294060361901866,0.6019324816830847,0.6554197483975794,20
separable,current,uniform_rms,swapped,readout,cross,0.18428142894152427,-0.024611046164078273,0.4054061094186882,20
separable,current,uniform_rms,swapped,readout,within,1.0,1.0,1.0,20
separable,current,uniform_rms,swapped,soma,cross,0.12100568014258499,0.04675679180935307,0.2090001075511299,20
separable,current,uniform_rms,swapped,soma,within,1.0,1.0,1.0,20
separable,current,uniform_rms,swapped,terminal,cross,0.009601944495829792,-0.0013580701769557695,0.022143248226627544,20
separable,current,uniform_rms,swapped,terminal,within,0.43080607211390004,0.3878298283158957,0.4699314876904163,20
separable,current,uniform_rms,uniform_rms,proximal,cross,0.11540373619543484,-0.0005810213872012484,0.23726356031225457,20
separable,current,uniform_rms,uniform_rms,proximal,within,0.6294060361901866,0.6026880706286951,0.6557699125974698,20
separable,current,uniform_rms,uniform_rms,readout,cross,0.18428142894152427,-0.026771201590742956,0.4156432879748492,20
separable,current,uniform_rms,uniform_rms,readout,within,1.0,1.0,1.0,20
separable,current,uniform_rms,uniform_rms,soma,cross,0.12100568014258499,0.04580550347229345,0.2061836735593323,20
separable,current,uniform_rms,uniform_rms,soma,within,1.0,1.0,1.0,20
separable,current,uniform_rms,uniform_rms,terminal,cross,0.011201793117433112,-0.0005093606189046874,0.025018831666165364,20
separable,current,uniform_rms,uniform_rms,terminal,within,0.5000451611097938,0.47187972983300963,0.5265188466605202,20
separable,shunt,broadcast,broadcast,proximal,cross,0.03474320827814843,-0.061819319259064906,0.14010336866532933,20
separable,shunt,broadcast,broadcast,proximal,within,0.6528931186839839,0.6325379061358662,0.6739416258803473,20
separable,shunt,broadcast,broadcast,readout,cross,0.07625252968922089,-0.09584846587571029,0.26809801971957453,20
separable,shunt,broadcast,broadcast,readout,within,1.0,1.0,1.0,20
separable,shunt,broadcast,broadcast,soma,cross,0.003274727812978095,-0.05921812604350201,0.06147492007702418,20
separable,shunt,broadcast,broadcast,soma,within,1.0,1.0,1.0,20
separable,shunt,broadcast,broadcast,terminal,cross,0.009902902188960411,-0.014000925124474768,0.03693756456420086,20
separable,shunt,broadcast,broadcast,terminal,within,0.3780127057131818,0.3677087561756534,0.3890042733749803,20
separable,shunt,broadcast,exact,proximal,cross,0.047379508666125225,-0.09545029187195951,0.20595662530297407,20
separable,shunt,broadcast,exact,proximal,within,1.0,1.0,1.0,20
separable,shunt,broadcast,exact,readout,cross,0.07625252968922089,-0.09498827632087171,0.2668367531544706,20
separable,shunt,broadcast,exact,readout,within,1.0,1.0,1.0,20
separable,shunt,broadcast,exact,soma,cross,0.003274727812978095,-0.06200102187107827,0.06172024828261566,20
separable,shunt,broadcast,exact,soma,within,1.0,1.0,1.0,20
separable,shunt,broadcast,exact,terminal,cross,0.003952680060861636,-0.004461417726785545,0.01342760958433241,20
separable,shunt,broadcast,exact,terminal,within,1.0,1.0,1.0,20
separable,shunt,broadcast,resistance,proximal,cross,0.03474320827814843,-0.05949586691056786,0.13772714102996836,20
separable,shunt,broadcast,resistance,proximal,within,0.6528931186839839,0.6324506972674219,0.6743675359356032,20
separable,shunt,broadcast,resistance,readout,cross,0.07625252968922089,-0.09337920462455498,0.2681958243516477,20
separable,shunt,broadcast,resistance,readout,within,1.0,1.0,1.0,20
separable,shunt,broadcast,resistance,soma,cross,0.003274727812978095,-0.06015264783571282,0.06261266635383607,20
separable,shunt,broadcast,resistance,soma,within,1.0,1.0,1.0,20
separable,shunt,broadcast,resistance,terminal,cross,0.0028585625896554237,-0.00315847490232551,0.009517424867017696,20
separable,shunt,broadcast,resistance,terminal,within,0.5519477556009516,0.5400356907244268,0.5643661930000402,20
separable,shunt,broadcast,swapped,proximal,cross,0.03474320827814843,-0.056949437089560885,0.13742239826679567,20
separable,shunt,broadcast,swapped,proximal,within,0.6528931186839839,0.6326052966251479,0.6743210102788195,20
separable,shunt,broadcast,swapped,readout,cross,0.07625252968922089,-0.09569388937072779,0.2702363627025391,20
separable,shunt,broadcast,swapped,readout,within,1.0,1.0,1.0,20
separable,shunt,broadcast,swapped,soma,cross,0.003274727812978095,-0.060522627530558024,0.06194254779830404,20
separable,shunt,broadcast,swapped,soma,within,1.0,1.0,1.0,20
separable,shunt,broadcast,swapped,terminal,cross,0.008749345240353252,-0.011363351852398715,0.031045556581870207,20
separable,shunt,broadcast,swapped,terminal,within,0.1271339734922274,0.1195076090130734,0.1352538249325927,20
separable,shunt,broadcast,uniform_rms,proximal,cross,0.03474320827814843,-0.05889284591898068,0.13856110121729687,20
separable,shunt,broadcast,uniform_rms,proximal,within,0.6528931186839839,0.6325403782017408,0.6735561388819531,20
separable,shunt,broadcast,uniform_rms,readout,cross,0.07625252968922089,-0.09403560060228947,0.2680252668341585,20
separable,shunt,broadcast,uniform_rms,readout,within,1.0,1.0,1.0,20
separable,shunt,broadcast,uniform_rms,soma,cross,0.003274727812978095,-0.05833119399192092,0.06177714358531674,20
separable,shunt,broadcast,uniform_rms,soma,within,1.0,1.0,1.0,20
separable,shunt,broadcast,uniform_rms,terminal,cross,0.010015375847778113,-0.013819770842480766,0.03722627319771967,20
separable,shunt,broadcast,uniform_rms,terminal,within,0.380612327202615,0.3702473830939477,0.3918413411396929,20
separable,shunt,exact,broadcast,proximal,cross,0.002603271527293699,4.7637874115345154e-05,0.006067460336503722,20
separable,shunt,exact,broadcast,proximal,within,0.6599648912331855,0.6420126016111087,0.6777249820793794,20
separable,shunt,exact,broadcast,readout,cross,0.19788937185194444,0.024419485221346758,0.38752707671652564,20
separable,shunt,exact,broadcast,readout,within,1.0,1.0,1.0,20
separable,shunt,exact,broadcast,soma,cross,-0.051084307559161754,-0.10686085462327427,-0.0018160889101306815,20
separable,shunt,exact,broadcast,soma,within,1.0,1.0,1.0,20
separable,shunt,exact,broadcast,terminal,cross,0.04148997259918965,0.00526541708964451,0.08094676398143939,20
separable,shunt,exact,broadcast,terminal,within,0.3019575936268153,0.28923063304588437,0.3151507238102239,20
separable,shunt,exact,exact,proximal,cross,0.002671012612892722,-0.0002230721650142427,0.006198905438285277,20
separable,shunt,exact,exact,proximal,within,1.0,1.0,1.0,20
separable,shunt,exact,exact,readout,cross,0.19788937185194444,0.027119108241968705,0.3872862989156542,20
separable,shunt,exact,exact,readout,within,1.0,1.0,1.0,20
separable,shunt,exact,exact,soma,cross,-0.051084307559161754,-0.10731910381197608,-0.00221927492587825,20
separable,shunt,exact,exact,soma,within,1.0,1.0,1.0,20
separable,shunt,exact,exact,terminal,cross,0.0006531331922229868,0.00010214704920430173,0.0013573142942842969,20
separable,shunt,exact,exact,terminal,within,1.0,1.0,1.0,20
separable,shunt,exact,resistance,proximal,cross,0.002603271527293699,2.7315016353738898e-05,0.006121310102088501,20
separable,shunt,exact,resistance,proximal,within,0.6599648912331855,0.6417406389455405,0.6777398520012529,20
separable,shunt,exact,resistance,readout,cross,0.19788937185194444,0.024664109888169538,0.3875994799993389,20
separable,shunt,exact,resistance,readout,within,1.0,1.0,1.0,20
separable,shunt,exact,resistance,soma,cross,-0.051084307559161754,-0.10897229991096546,-0.00017286886485492212,20
separable,shunt,exact,resistance,soma,within,1.0,1.0,1.0,20
separable,shunt,exact,resistance,terminal,cross,0.0007775924224596975,0.00016018273193519207,0.0015522724695779559,20
separable,shunt,exact,resistance,terminal,within,0.541151604192329,0.5178661750066003,0.5653497620383292,20
separable,shunt,exact,swapped,proximal,cross,0.002603271527293699,-1.4901387548449123e-05,0.006068290918865426,20
separable,shunt,exact,swapped,proximal,within,0.6599648912331855,0.6416019482080482,0.6776889434845845,20
separable,shunt,exact,swapped,readout,cross,0.19788937185194444,0.027326998604329283,0.3852535335683713,20
separable,shunt,exact,swapped,readout,within,1.0,1.0,1.0,20
separable,shunt,exact,swapped,soma,cross,-0.051084307559161754,-0.10679297859501612,-0.0016357654685014717,20
separable,shunt,exact,swapped,soma,within,1.0,1.0,1.0,20
separable,shunt,exact,swapped,terminal,cross,0.032921225252628375,0.00848599393528138,0.0596827911380559,20
separable,shunt,exact,swapped,terminal,within,0.010755629186043112,0.008948932256795286,0.012792087944290719,20
separable,shunt,exact,uniform_rms,proximal,cross,0.002603271527293699,2.7456449907690638e-05,0.006054087876276811,20
separable,shunt,exact,uniform_rms,proximal,within,0.6599648912331855,0.6413294921519739,0.677810817801082,20
separable,shunt,exact,uniform_rms,readout,cross,0.19788937185194444,0.024993577874715667,0.38360478065279774,20
separable,shunt,exact,uniform_rms,readout,within,1.0,1.0,1.0,20
separable,shunt,exact,uniform_rms,soma,cross,-0.051084307559161754,-0.10698676623379266,2.3319174094290523e-05,20
separable,shunt,exact,uniform_rms,soma,within,1.0,1.0,1.0,20
separable,shunt,exact,uniform_rms,terminal,cross,0.0414848920018255,0.005888661682233311,0.08066135166455587,20
separable,shunt,exact,uniform_rms,terminal,within,0.3020013288434352,0.2889834818267421,0.3148758663117708,20
separable,shunt,resistance,broadcast,proximal,cross,-9.686933543102101e-05,-0.0019454202533577688,0.001986793005521694,20
separable,shunt,resistance,broadcast,proximal,within,0.6834685830991678,0.6554056600383016,0.7132719432944588,20
separable,shunt,resistance,broadcast,readout,cross,0.06233489575031723,-0.08126453267452062,0.23199900269431215,20
separable,shunt,resistance,broadcast,readout,within,1.0,1.0,1.0,20
separable,shunt,resistance,broadcast,soma,cross,-0.007989475682811638,-0.058485453010996113,0.0372139124441408,20
separable,shunt,resistance,broadcast,soma,within,1.0,1.0,1.0,20
separable,shunt,resistance,broadcast,terminal,cross,0.0176658389106646,-0.016870627998824696,0.058559482370598055,20
separable,shunt,resistance,broadcast,terminal,within,0.3424919713076092,0.31971019443403886,0.36482745555233415,20
separable,shunt,resistance,exact,proximal,cross,-0.00021379586799500397,-0.002176587353509216,0.0019703160136554,20
separable,shunt,resistance,exact,proximal,within,1.0,0.9999999999999998,1.0,20
separable,shunt,resistance,exact,readout,cross,0.06233489575031723,-0.08533836764016484,0.23329185146005696,20
separable,shunt,resistance,exact,readout,within,1.0,1.0,1.0,20
separable,shunt,resistance,exact,soma,cross,-0.007989475682811638,-0.05760567287123719,0.03815396356699698,20
separable,shunt,resistance,exact,soma,within,1.0,1.0,1.0,20
separable,shunt,resistance,exact,terminal,cross,0.00011664318011022369,-0.00036768523499312915,0.0006161878135197347,20
separable,shunt,resistance,exact,terminal,within,1.0,1.0,1.0,20
separable,shunt,resistance,resistance,proximal,cross,-9.686933543102101e-05,-0.001954550155369084,0.0020511429501599166,20
separable,shunt,resistance,resistance,proximal,within,0.6834685830991678,0.6549246972402389,0.7128600723275054,20
separable,shunt,resistance,resistance,readout,cross,0.06233489575031723,-0.08218318643968864,0.23416570702718079,20
separable,shunt,resistance,resistance,readout,within,1.0,1.0,1.0,20
separable,shunt,resistance,resistance,soma,cross,-0.007989475682811638,-0.058824931646210624,0.0386297323496307,20
separable,shunt,resistance,resistance,soma,within,1.0,1.0,1.0,20
separable,shunt,resistance,resistance,terminal,cross,0.00010297206043379422,-0.0002489697039858149,0.00046475237460786304,20
separable,shunt,resistance,resistance,terminal,within,0.6045966792447203,0.5770863845996247,0.6327892353009521,20
separable,shunt,resistance,swapped,proximal,cross,-9.686933543102101e-05,-0.0019462756906628356,0.0020697779956367853,20
separable,shunt,resistance,swapped,proximal,within,0.6834685830991678,0.6548716875545287,0.7131293661066822,20
separable,shunt,resistance,swapped,readout,cross,0.06233489575031723,-0.08229271694893069,0.24003428284072345,20
separable,shunt,resistance,swapped,readout,within,1.0,1.0,1.0,20
separable,shunt,resistance,swapped,soma,cross,-0.007989475682811638,-0.05820426638049301,0.03839377469099584,20
separable,shunt,resistance,swapped,soma,within,1.0,1.0,1.0,20
separable,shunt,resistance,swapped,terminal,cross,-0.010941970890678353,-0.04967857792590984,0.029318594302154177,20
separable,shunt,resistance,swapped,terminal,within,0.006821699969311416,0.005085619199261926,0.009600890891312164,20
separable,shunt,resistance,uniform_rms,proximal,cross,-9.686933543102101e-05,-0.0019640197812994583,0.001989808767103936,20
separable,shunt,resistance,uniform_rms,proximal,within,0.6834685830991678,0.6551784526536646,0.7137023817529886,20
separable,shunt,resistance,uniform_rms,readout,cross,0.06233489575031723,-0.08406508551808002,0.2281527061299575,20
separable,shunt,resistance,uniform_rms,readout,within,1.0,1.0,1.0,20
separable,shunt,resistance,uniform_rms,soma,cross,-0.007989475682811638,-0.06026938342324269,0.037630923724109026,20
separable,shunt,resistance,uniform_rms,soma,within,1.0,1.0,1.0,20
separable,shunt,resistance,uniform_rms,terminal,cross,0.01767322885101008,-0.01696262543536664,0.05809566833660377,20
separable,shunt,resistance,uniform_rms,terminal,within,0.3425184034882516,0.3199719813918735,0.36479495411385293,20
separable,shunt,swapped,broadcast,proximal,cross,0.10040705270194206,0.019658396813071362,0.188669427987209,20
separable,shunt,swapped,broadcast,proximal,within,0.5243009283604172,0.4863165976110994,0.5624052410233724,20
separable,shunt,swapped,broadcast,readout,cross,0.2130747975402511,0.04129826474056266,0.3978685537354603,20
separable,shunt,swapped,broadcast,readout,within,1.0,1.0,1.0,20
separable,shunt,swapped,broadcast,soma,cross,0.037818568193348404,-0.04729045028750247,0.13074215961099803,20
separable,shunt,swapped,broadcast,soma,within,1.0,1.0,1.0,20
separable,shunt,swapped,broadcast,terminal,cross,0.041255161278941806,0.005882570211253064,0.07874001879505527,20
separable,shunt,swapped,broadcast,terminal,within,0.3450487040225304,0.3260248071421667,0.3630938071882655,20
separable,shunt,swapped,exact,proximal,cross,0.19268177755262186,0.04326777580723706,0.35000963069612523,20
separable,shunt,swapped,exact,proximal,within,1.0,1.0,1.0,20
separable,shunt,swapped,exact,readout,cross,0.2130747975402511,0.04089775031425096,0.39486714221714164,20
separable,shunt,swapped,exact,readout,within,1.0,1.0,1.0,20
separable,shunt,swapped,exact,soma,cross,0.037818568193348404,-0.04584348879523613,0.13129478131311015,20
separable,shunt,swapped,exact,soma,within,1.0,1.0,1.0,20
separable,shunt,swapped,exact,terminal,cross,0.027527767228385614,0.00829898190524224,0.04803328024219394,20
separable,shunt,swapped,exact,terminal,within,1.0,1.0,1.0,20
separable,shunt,swapped,resistance,proximal,cross,0.10040705270194206,0.01845853451819509,0.1889616497922018,20
separable,shunt,swapped,resistance,proximal,within,0.5243009283604172,0.4867386819098717,0.5636870087308227,20
separable,shunt,swapped,resistance,readout,cross,0.2130747975402511,0.043345286140510274,0.39974635990731666,20
separable,shunt,swapped,resistance,readout,within,1.0,1.0,1.0,20
separable,shunt,swapped,resistance,soma,cross,0.037818568193348404,-0.04769852540244219,0.12991800829479372,20
separable,shunt,swapped,resistance,soma,within,1.0,1.0,1.0,20
separable,shunt,swapped,resistance,terminal,cross,0.013421423530134462,0.0032996293006638216,0.02448099470304797,20
separable,shunt,swapped,resistance,terminal,within,0.45254361533286963,0.43009014026140985,0.4741924643351876,20
separable,shunt,swapped,swapped,proximal,cross,0.10040705270194206,0.018150061357129342,0.18635218066612186,20
separable,shunt,swapped,swapped,proximal,within,0.5243009283604172,0.48658651578187817,0.563546452156648,20
separable,shunt,swapped,swapped,readout,cross,0.2130747975402511,0.04430775227560109,0.4011404210481904,20
separable,shunt,swapped,swapped,readout,within,1.0,1.0,1.0,20
separable,shunt,swapped,swapped,soma,cross,0.037818568193348404,-0.04796928436159548,0.1321284245110554,20
separable,shunt,swapped,swapped,soma,within,1.0,1.0,1.0,20
separable,shunt,swapped,swapped,terminal,cross,0.04506345186931623,0.006862183171096482,0.08699630620777975,20
separable,shunt,swapped,swapped,terminal,within,0.30402336498285315,0.2761230506005933,0.33227352651347397,20
separable,shunt,swapped,uniform_rms,proximal,cross,0.10040705270194206,0.020044875798872624,0.18802074453331813,20
separable,shunt,swapped,uniform_rms,proximal,within,0.5243009283604172,0.4864922382253052,0.5630035176114917,20
separable,shunt,swapped,uniform_rms,readout,cross,0.2130747975402511,0.042241172558663234,0.3936676448253958,20
separable,shunt,swapped,uniform_rms,readout,within,1.0,1.0,1.0,20
separable,shunt,swapped,uniform_rms,soma,cross,0.037818568193348404,-0.04842013403882219,0.12956807206744292,20
separable,shunt,swapped,uniform_rms,soma,within,1.0,1.0,1.0,20
separable,shunt,swapped,uniform_rms,terminal,cross,0.040682840726969205,0.007155977972413992,0.07778441793604084,20
separable,shunt,swapped,uniform_rms,terminal,within,0.3563731610998764,0.3373425062708128,0.37470887460673696,20
separable,shunt,uniform_rms,broadcast,proximal,cross,0.07971915382511235,-0.020110863793129215,0.18921543247911016,20
separable,shunt,uniform_rms,broadcast,proximal,within,0.638559417254214,0.6196726203610222,0.6583091960441287,20
separable,shunt,uniform_rms,broadcast,readout,cross,0.12671044166830028,-0.05340216690353304,0.3195712685993345,20
separable,shunt,uniform_rms,broadcast,readout,within,1.0,1.0,1.0,20
separable,shunt,uniform_rms,broadcast,soma,cross,-0.03413957444327713,-0.10036710406928533,0.027745769788924398,20
separable,shunt,uniform_rms,broadcast,soma,within,1.0,1.0,1.0,20
separable,shunt,uniform_rms,broadcast,terminal,cross,0.020187562226267948,-0.0043704126215376084,0.04623148043207647,20
separable,shunt,uniform_rms,broadcast,terminal,within,0.37156966207577324,0.3606723272883928,0.382408422815537,20
separable,shunt,uniform_rms,exact,proximal,cross,0.11914843401471409,-0.032848596633637414,0.2872905200032007,20
separable,shunt,uniform_rms,exact,proximal,within,1.0,1.0,1.0,20
separable,shunt,uniform_rms,exact,readout,cross,0.12671044166830028,-0.046382647591344466,0.3163682923055608,20
separable,shunt,uniform_rms,exact,readout,within,1.0,1.0,1.0,20
separable,shunt,uniform_rms,exact,soma,cross,-0.03413957444327713,-0.09907353751241137,0.027815713228088016,20
separable,shunt,uniform_rms,exact,soma,within,1.0,1.0,1.0,20
separable,shunt,uniform_rms,exact,terminal,cross,0.007953698104716748,-0.0004417318321374217,0.01700941282719627,20
separable,shunt,uniform_rms,exact,terminal,within,1.0,1.0,1.0,20
separable,shunt,uniform_rms,resistance,proximal,cross,0.07971915382511235,-0.018492850146266428,0.1892200706463479,20
separable,shunt,uniform_rms,resistance,proximal,within,0.638559417254214,0.6194284453334745,0.6576356661629925,20
separable,shunt,uniform_rms,resistance,readout,cross,0.12671044166830028,-0.046557441558612404,0.3254747027393951,20
separable,shunt,uniform_rms,resistance,readout,within,1.0,1.0,1.0,20
separable,shunt,uniform_rms,resistance,soma,cross,-0.03413957444327713,-0.10197858121685331,0.02731257215617281,20
separable,shunt,uniform_rms,resistance,soma,within,1.0,1.0,1.0,20
separable,shunt,uniform_rms,resistance,terminal,cross,0.005633431044400352,-0.00023091630264744702,0.012223048576207094,20
separable,shunt,uniform_rms,resistance,terminal,within,0.5477673148826308,0.5397680159565229,0.5569364216307418,20
separable,shunt,uniform_rms,swapped,proximal,cross,0.07971915382511235,-0.021343847948837515,0.18927179489573698,20
separable,shunt,uniform_rms,swapped,proximal,within,0.638559417254214,0.6189221842480349,0.6578979448909154,20
separable,shunt,uniform_rms,swapped,readout,cross,0.12671044166830028,-0.04599595618906191,0.31877161801271775,20
separable,shunt,uniform_rms,swapped,readout,within,1.0,1.0,1.0,20
separable,shunt,uniform_rms,swapped,soma,cross,-0.03413957444327713,-0.10133947617680364,0.027145472633567532,20
separable,shunt,uniform_rms,swapped,soma,within,1.0,1.0,1.0,20
separable,shunt,uniform_rms,swapped,terminal,cross,0.019856513753301126,0.002053822008623846,0.03964678528980891,20
separable,shunt,uniform_rms,swapped,terminal,within,0.12549768994576965,0.11633642111925117,0.13535116140914502,20
separable,shunt,uniform_rms,uniform_rms,proximal,cross,0.07971915382511235,-0.021402368752992805,0.18879760758214148,20
