task,left,right,mean,ci_low,ci_high,positive,n
graded_teacher,unit_broadcast,resistance_gate,0.0024203539743328536,0.001474363425427406,0.00362317502896924,20,20
graded_teacher,proportional_gate,resistance_gate,-8.192006833649556e-06,-1.230016649373308e-05,-4.521882561741369e-06,4,20
graded_teacher,resistance_gate,exact,2.2698535726039648e-06,-3.9131317203018057e-07,5.0898741711514476e-06,12,20
sensory_selection,unit_broadcast,resistance_gate,0.00015739912953252917,0.00014108973511749162,0.00017349342924444008,20,20
sensory_selection,proportional_gate,resistance_gate,1.420950793926947e-06,-3.713408991463222e-06,6.291489867264639e-06,12,20
sensory_selection,resistance_gate,exact,-7.471935758314945e-06,-1.1780470403101099e-05,-3.0875105469346395e-06,5,20
graded_sensory_mixture,unit_broadcast,resistance_gate,0.007758905573431232,0.006551654260855762,0.009027444515449243,20,20
graded_sensory_mixture,proportional_gate,resistance_gate,0.02535123506111194,0.02254708649202333,0.02847505999134794,20,20
graded_sensory_mixture,resistance_gate,exact,2.6958984368617016e-05,1.2361096597818065e-05,4.2003614126489616e-05,17,20
