seed,state,trained_rule,parameter,relative_l2_residual,max_absolute_residual,exact_norm,kappa_min,kappa_max
2026100200,initial,paired_initialization,branch_excitation.pre_w,4.553912750104972e-16,1.951563910473908e-18,0.011151209984984688,0.02993293081421298,0.12187076847324188
2026100200,initial,paired_initialization,branch_inhibition.pre_w,5.0467310105853045e-16,2.6020852139652106e-18,0.010779199354717864,0.02993293081421298,0.12187076847324188
2026100200,selected,broadcast,branch_excitation.pre_w,6.18759940278252e-16,4.336808689942018e-18,0.009342485953428063,2.0413386686342122e-07,0.9068732903943517
2026100200,selected,broadcast,branch_inhibition.pre_w,4.702352741970587e-16,1.734723475976807e-18,0.006144030243039335,2.0413386686342122e-07,0.9068732903943517
2026100200,selected,derivative,branch_excitation.pre_w,5.302211663840667e-16,2.710505431213761e-19,0.00104890031370092,0.002475833710196634,0.4074810643103638
2026100200,selected,derivative,branch_inhibition.pre_w,3.8711119551441144e-16,2.439454888092385e-19,0.001050911696909972,0.002475833710196634,0.4074810643103638
2026100200,selected,exact,branch_excitation.pre_w,5.221162883475316e-16,3.2526065174565133e-19,0.0010183011200010944,0.0012967356840233007,0.5238172098940097
2026100200,selected,exact,branch_inhibition.pre_w,5.657026090413958e-16,3.7947076036992655e-19,0.0009468574078992314,0.0012967356840233007,0.5238172098940097
2026100200,selected,full_chain,branch_excitation.pre_w,6.435648308054778e-16,4.336808689942018e-19,0.0010183011200015238,0.001296735684023315,0.523817209894011
2026100200,selected,full_chain,branch_inhibition.pre_w,4.00541489814266e-16,2.168404344971009e-19,0.0009468574078996819,0.001296735684023315,0.523817209894011
2026100200,selected,resistance,branch_excitation.pre_w,7.135701397125776e-16,2.6020852139652106e-18,0.005802426538563516,0.00010690096542981057,0.38390721113080495
2026100200,selected,resistance,branch_inhibition.pre_w,5.837973592516814e-16,1.0842021724855044e-18,0.004660899878693975,0.00010690096542981057,0.38390721113080495
2026100200,selected,shuffled_derivative,branch_excitation.pre_w,2.5798150343872503e-16,1.734723475976807e-18,0.013833913798154823,1.6615551764967913e-05,0.8433122774512313
2026100200,selected,shuffled_derivative,branch_inhibition.pre_w,4.3170894022509107e-16,3.0357660829594124e-18,0.009924581392908123,1.6615551764967913e-05,0.8433122774512313
2026100201,initial,paired_initialization,branch_excitation.pre_w,4.423747608273581e-16,1.951563910473908e-18,0.012080605670094894,0.03468064785930742,0.11173987288045391
2026100201,initial,paired_initialization,branch_inhibition.pre_w,5.264809372823618e-16,3.0357660829594124e-18,0.011822203939590228,0.03468064785930742,0.11173987288045391
2026100201,selected,broadcast,branch_excitation.pre_w,5.6101389312539365e-16,6.938893903907228e-18,0.02115151424351924,1.5735311763274533e-07,0.9058319136881812
2026100201,selected,broadcast,branch_inhibition.pre_w,3.346446515246145e-16,2.6020852139652106e-18,0.013629578798064665,1.5735311763274533e-07,0.9058319136881812
2026100201,selected,derivative,branch_excitation.pre_w,4.929776697843343e-16,1.6263032587282567e-19,0.000664111204819003,0.006923366788999898,0.4895380960371633
2026100201,selected,derivative,branch_inhibition.pre_w,4.804442218066485e-16,1.6263032587282567e-19,0.0006405854349478126,0.006923366788999898,0.4895380960371633
2026100201,selected,exact,branch_excitation.pre_w,4.797798054586158e-16,1.6263032587282567e-19,0.0007012527257069575,0.00013867149102447343,0.5325410202740406
2026100201,selected,exact,branch_inhibition.pre_w,4.053304840290125e-16,1.6263032587282567e-19,0.0006796440433237419,0.00013867149102447343,0.5325410202740406
2026100201,selected,full_chain,branch_excitation.pre_w,4.826970823877992e-16,2.168404344971009e-19,0.0007012527257071273,0.00013867149102447435,0.532541020274041
2026100201,selected,full_chain,branch_inhibition.pre_w,6.045915539141909e-16,3.2526065174565133e-19,0.0006796440433239066,0.00013867149102447435,0.532541020274041
2026100201,selected,resistance,branch_excitation.pre_w,5.989679859541517e-16,7.047314121155779e-19,0.002849157352101877,0.00017752216355911937,0.3448262257880546
2026100201,selected,resistance,branch_inhibition.pre_w,6.931412004398319e-16,8.673617379884035e-19,0.0027168707990453,0.00017752216355911937,0.3448262257880546
2026100201,selected,shuffled_derivative,branch_excitation.pre_w,9.731011188446238e-16,6.938893903907228e-18,0.007769285423743573,1.2535964280989575e-05,0.5719683664146991
2026100201,selected,shuffled_derivative,branch_inhibition.pre_w,4.4196327063854335e-16,2.168404344971009e-18,0.006576635991142574,1.2535964280989575e-05,0.5719683664146991
2026100202,initial,paired_initialization,branch_excitation.pre_w,3.9112333271051806e-16,1.0842021724855044e-18,0.010056651314034907,0.027002175316468254,0.13283656772225824
2026100202,initial,paired_initialization,branch_inhibition.pre_w,4.416101084502308e-16,1.3010426069826053e-18,0.009804854218726929,0.027002175316468254,0.13283656772225824
2026100202,selected,broadcast,branch_excitation.pre_w,4.925841272406559e-16,8.239936510889834e-18,0.026723625712767686,7.839808991943268e-07,0.9424227130340022
2026100202,selected,broadcast,branch_inhibition.pre_w,4.122817891691146e-16,3.903127820947816e-18,0.016932038261203253,7.839808991943268e-07,0.9424227130340022
2026100202,selected,derivative,branch_excitation.pre_w,4.636490337752512e-16,1.8973538018496328e-19,0.0009279157375240575,0.005840578124972333,0.4724558553778202
2026100202,selected,derivative,branch_inhibition.pre_w,4.393687133374333e-16,1.6263032587282567e-19,0.0009065650158484981,0.005840578124972333,0.4724558553778202
2026100202,selected,exact,branch_excitation.pre_w,5.750815604465474e-16,6.776263578034403e-20,0.0002363096758034642,0.000931652294798866,0.5094539323705976
2026100202,selected,exact,branch_inhibition.pre_w,7.065967171982041e-16,9.486769009248164e-20,0.00022086694441787337,0.000931652294798866,0.5094539323705976
2026100202,selected,full_chain,branch_excitation.pre_w,6.843004804122075e-16,9.486769009248164e-20,0.0002363096758297983,0.0009316522947986519,0.5094539323706152
2026100202,selected,full_chain,branch_inhibition.pre_w,5.266608748167654e-16,4.0657581468206416e-20,0.00022086694444311335,0.0009316522947986519,0.5094539323706152
2026100202,selected,resistance,branch_excitation.pre_w,8.184072827075686e-16,5.421010862427522e-19,0.0020064493476380963,0.00020711569350555543,0.3686047299687693
2026100202,selected,resistance,branch_inhibition.pre_w,1.0704283512801933e-15,1.3010426069826053e-18,0.001805809942413864,0.00020711569350555543,0.3686047299687693
2026100202,selected,shuffled_derivative,branch_excitation.pre_w,7.83535014355426e-16,2.439454888092385e-18,0.004941880398805666,2.823805927566066e-07,0.8234150789808684
2026100202,selected,shuffled_derivative,branch_inhibition.pre_w,5.48548823666197e-16,9.75781955236954e-19,0.004437051935598261,2.823805927566066e-07,0.8234150789808684
2026100203,initial,paired_initialization,branch_excitation.pre_w,3.817095056100439e-16,3.469446951953614e-18,0.026150752337105558,0.03279768461124777,0.1192181930838706
2026100203,initial,paired_initialization,branch_inhibition.pre_w,5.037876781837404e-16,6.938893903907228e-18,0.024884318718747835,0.03279768461124777,0.1192181930838706
2026100203,selected,broadcast,branch_excitation.pre_w,5.346178555360081e-16,6.938893903907228e-18,0.017895292518214374,4.513755770885435e-08,0.9676927129975448
2026100203,selected,broadcast,branch_inhibition.pre_w,5.119576867352997e-16,3.469446951953614e-18,0.010201991764917968,4.513755770885435e-08,0.9676927129975448
