rate,mean,minimum,maximum,n,success_seeds
0.003,0.8885348601800279,0.8518970756953577,0.9098775918903553,3,0
0.01,0.22586962242352393,0.22019693404789312,0.23666785533890575,3,0
0.03,0.08043916015118223,0.07697647324713827,0.08269944472647019,3,0
0.1,0.05826827735254778,0.05533854931591271,0.060878499570923325,3,0
0.3,0.03205616602887914,0.025003131945878637,0.041144902864760614,3,0
1.0,1.0841144765105104,1.009097289117868,1.149854689898098,3,0
