variant,forward,trained_rule,delivered_rule,block,relation,seed,cosine,defined
interaction,shunt,uniform_rms,swapped,soma,within,2026092213,0.9999999999999999,4
interaction,shunt,uniform_rms,swapped,soma,within,2026092214,1.0,4
interaction,shunt,uniform_rms,swapped,soma,within,2026092215,1.0,4
interaction,shunt,uniform_rms,swapped,soma,within,2026092216,1.0,4
interaction,shunt,uniform_rms,swapped,soma,within,2026092217,1.0,4
interaction,shunt,uniform_rms,swapped,soma,within,2026092218,1.0,4
interaction,shunt,uniform_rms,swapped,soma,within,2026092219,1.0,4
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092200,-0.020557052994784792,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092201,-0.05170363806286638,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092202,-0.04239283723495318,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092203,-0.022662508698953837,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092204,-0.06724925912416822,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092205,0.02352440356115865,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092206,0.008645567181483814,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092207,-0.06698186171812101,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092208,0.031912220949524096,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092209,-0.015023449951968986,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092210,-0.0608668364191093,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092211,0.01686028888944372,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092212,0.07832484900545493,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092213,-0.019334457068115946,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092214,0.02840803171102704,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092215,-0.022030543445499512,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092216,0.012631389671872715,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092217,-0.041723311826551986,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092218,0.09262571779387706,12
interaction,shunt,uniform_rms,swapped,terminal,cross,2026092219,0.08121500918392285,12
interaction,shunt,uniform_rms,swapped,terminal,within,2026092200,0.023812115949649583,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092201,0.04606117365865917,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092202,0.02027071114991462,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092203,0.08724861773198124,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092204,0.058744301107623145,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092205,0.039695205442901664,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092206,0.1200228668562387,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092207,0.054385639060033915,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092208,0.021706924439083747,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092209,0.018905306251267365,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092210,0.019654500492475333,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092211,0.03785618887203118,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092212,0.05258614527592077,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092213,0.08356790793632446,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092214,0.06246868412610774,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092215,0.043222779007578746,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092216,0.03502285482861151,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092217,0.03699620505349838,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092218,0.0216267696492048,4
interaction,shunt,uniform_rms,swapped,terminal,within,2026092219,0.05444224350310008,4
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092200,-0.0061289808855239545,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092201,-0.09267557170950225,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092202,-0.010421074857973604,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092203,-0.04278025235089195,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092204,-0.03440456599510322,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092205,0.06585537920061886,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092206,-0.004754139408221505,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092207,-0.010957197659183732,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092208,-0.022526080570434415,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092209,0.010744337314732242,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092210,-0.022912313605705434,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092211,0.02593491464399243,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092212,0.11384477090055196,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092213,-0.030354898059667453,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092214,0.03910753916630962,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092215,-0.04455655784432497,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092216,0.0074305945765233625,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092217,-0.020593382731908326,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092218,0.140749327117108,12
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,2026092219,0.13682885092548377,12
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092200,0.6887039606764007,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092201,0.6489224430523985,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092202,0.7051091349007655,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092203,0.7545416074944853,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092204,0.38658912650765176,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092205,0.5806709161296887,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092206,0.8381567100352705,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092207,0.49353635076969604,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092208,0.7572214578388109,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092209,0.7554605534334825,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092210,0.7731137855779142,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092211,0.5609979935259256,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092212,0.6672123411754682,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092213,0.7745537568339285,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092214,0.6447159091142272,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092215,0.6579012217561534,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092216,0.7842589782503636,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092217,0.565018914161756,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092218,0.6570307285301301,4
interaction,shunt,uniform_rms,uniform_rms,proximal,within,2026092219,0.6597044950003854,4
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092200,-0.09142384113145675,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092201,-0.28865120685916446,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092202,0.005747462187504031,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092203,0.01658234829276504,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092204,-0.2852683038475257,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092205,0.09767821241660045,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092206,-0.16709340509883278,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092207,-0.2510558494770529,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092208,-0.2816392666567374,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092209,-0.01597690480942421,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092210,-0.2404145235979506,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092211,-0.007682017273082727,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092212,0.8472269563434512,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092213,-0.28329046715470474,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092214,-0.041084376341704885,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092215,-0.04599785719486097,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092216,-0.139706790440678,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092217,-0.23912216702325936,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092218,0.7182459560689218,12
interaction,shunt,uniform_rms,uniform_rms,readout,cross,2026092219,0.6167918962550707,12
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092200,1.0,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092201,1.0,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092202,1.0000000000000002,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092203,0.9999999999999999,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092204,1.0,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092205,1.0,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092206,1.0,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092207,1.0,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092208,0.9999999999999999,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092209,1.0,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092210,1.0,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092211,1.0,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092212,1.0,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092213,1.0,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092214,1.0000000000000002,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092215,1.0,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092216,1.0,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092217,0.9999999999999999,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092218,0.9999999999999999,4
interaction,shunt,uniform_rms,uniform_rms,readout,within,2026092219,1.0,4
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092200,-0.05096800876619203,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092201,0.012799655836341217,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092202,0.048018980493206444,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092203,-0.1238711661955148,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092204,0.10016259787415543,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092205,-0.16728297474423778,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092206,-0.07921275286445136,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092207,-0.09810663778732436,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092208,0.31642864166246426,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092209,0.11488390548417031,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092210,0.14701180363509317,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092211,-0.09934022273360399,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092212,-0.22502248529758326,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092213,0.16665931081214755,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092214,-0.08839745043995247,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092215,0.11109661766626099,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092216,0.01970749548058443,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092217,0.11368685506633781,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092218,-0.21656025993502648,12
interaction,shunt,uniform_rms,uniform_rms,soma,cross,2026092219,-0.10848775270850881,12
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092200,0.9999999999999998,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092201,1.0,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092202,1.0,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092203,1.0,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092204,0.9999999999999998,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092205,1.0,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092206,1.0,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092207,1.0,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092208,1.0,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092209,1.0000000000000002,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092210,1.0,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092211,0.9999999999999999,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092212,1.0,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092213,0.9999999999999999,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092214,1.0,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092215,1.0,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092216,1.0,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092217,1.0,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092218,1.0,4
interaction,shunt,uniform_rms,uniform_rms,soma,within,2026092219,1.0,4
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092200,0.006521654879972121,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092201,-0.027948368803203356,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092202,-0.029383669158814078,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092203,0.004471908825163765,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092204,-0.03124257281766395,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092205,-0.01346842524480151,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092206,-0.012635349064975326,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092207,-0.03866222687600915,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092208,-0.014062131012064905,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092209,0.001052629116850443,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092210,-0.03106975587591661,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092211,0.04265972862049434,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092212,0.12191337723170047,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092213,-0.05743336568942117,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092214,0.014881255431733726,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092215,1.4571557967619705e-05,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092216,-0.004462951839437609,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092217,-0.023558873046534683,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092218,0.10251459439854181,12
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,2026092219,0.07130043191690148,12
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092200,0.24622879528985983,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092201,0.37654114473067757,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092202,0.37191475113523126,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092203,0.2750936299715864,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092204,0.29060631005399606,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092205,0.2510708498715425,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092206,0.30838910223125776,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092207,0.3112236353914547,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092208,0.3411842066769722,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092209,0.27420267505676227,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092210,0.3356289573459809,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092211,0.3034198571098645,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092212,0.2721732888520596,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092213,0.35707172583135355,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092214,0.26001007664873194,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092215,0.2896434392555325,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092216,0.390014014666584,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092217,0.3120561772024109,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092218,0.30169032150955133,4
interaction,shunt,uniform_rms,uniform_rms,terminal,within,2026092219,0.37334051388233885,4
separable,current,broadcast,broadcast,proximal,cross,2026092200,0.4589014973393896,12
separable,current,broadcast,broadcast,proximal,cross,2026092201,-0.20745194646533915,12
separable,current,broadcast,broadcast,proximal,cross,2026092202,-0.152507973009515,12
separable,current,broadcast,broadcast,proximal,cross,2026092203,-0.015274404273261571,12
separable,current,broadcast,broadcast,proximal,cross,2026092204,-0.021158748611426543,12
separable,current,broadcast,broadcast,proximal,cross,2026092205,-0.1920133145306271,12
separable,current,broadcast,broadcast,proximal,cross,2026092206,-0.04942018940810086,12
separable,current,broadcast,broadcast,proximal,cross,2026092207,-0.15806411322764072,12
separable,current,broadcast,broadcast,proximal,cross,2026092208,-0.014882650692974952,12
separable,current,broadcast,broadcast,proximal,cross,2026092209,0.5839036626037369,12
separable,current,broadcast,broadcast,proximal,cross,2026092210,0.04083676651974129,12
separable,current,broadcast,broadcast,proximal,cross,2026092211,0.1145473766716979,12
separable,current,broadcast,broadcast,proximal,cross,2026092212,-0.13446325098505504,12
separable,current,broadcast,broadcast,proximal,cross,2026092213,0.0055695021986001915,12
separable,current,broadcast,broadcast,proximal,cross,2026092214,-0.1629888513135865,12
separable,current,broadcast,broadcast,proximal,cross,2026092215,0.6165422761357878,12
separable,current,broadcast,broadcast,proximal,cross,2026092216,-0.027731529009253766,12
separable,current,broadcast,broadcast,proximal,cross,2026092217,-0.08510390073737045,12
separable,current,broadcast,broadcast,proximal,cross,2026092218,-0.16838194436884746,12
separable,current,broadcast,broadcast,proximal,cross,2026092219,0.01329368177051172,12
separable,current,broadcast,broadcast,proximal,within,2026092200,0.5298016347801257,4
separable,current,broadcast,broadcast,proximal,within,2026092201,0.7040728987367375,4
separable,current,broadcast,broadcast,proximal,within,2026092202,0.6421505762835508,4
separable,current,broadcast,broadcast,proximal,within,2026092203,0.5569936272518391,4
separable,current,broadcast,broadcast,proximal,within,2026092204,0.580550604184148,4
separable,current,broadcast,broadcast,proximal,within,2026092205,0.6800392543688648,4
separable,current,broadcast,broadcast,proximal,within,2026092206,0.6513499229412824,4
separable,current,broadcast,broadcast,proximal,within,2026092207,0.6450848247811356,4
separable,current,broadcast,broadcast,proximal,within,2026092208,0.6981951358344362,4
separable,current,broadcast,broadcast,proximal,within,2026092209,0.6511025126458118,4
separable,current,broadcast,broadcast,proximal,within,2026092210,0.640087140063101,4
separable,current,broadcast,broadcast,proximal,within,2026092211,0.6058318131085279,4
separable,current,broadcast,broadcast,proximal,within,2026092212,0.7015337086317537,4
separable,current,broadcast,broadcast,proximal,within,2026092213,0.5179274152658363,4
separable,current,broadcast,broadcast,proximal,within,2026092214,0.624017810880269,4
separable,current,broadcast,broadcast,proximal,within,2026092215,0.6923473826016655,4
separable,current,broadcast,broadcast,proximal,within,2026092216,0.6374601894377785,4
separable,current,broadcast,broadcast,proximal,within,2026092217,0.7292027597560649,4
separable,current,broadcast,broadcast,proximal,within,2026092218,0.6253523491209626,4
separable,current,broadcast,broadcast,proximal,within,2026092219,0.5862641882670674,4
separable,current,broadcast,broadcast,readout,cross,2026092200,0.962146650667307,12
separable,current,broadcast,broadcast,readout,cross,2026092201,-0.321418672335977,12
separable,current,broadcast,broadcast,readout,cross,2026092202,-0.32296422252791146,12
separable,current,broadcast,broadcast,readout,cross,2026092203,-0.014936146911357473,12
separable,current,broadcast,broadcast,readout,cross,2026092204,0.003528923061542085,12
separable,current,broadcast,broadcast,readout,cross,2026092205,-0.3266043197252693,12
separable,current,broadcast,broadcast,readout,cross,2026092206,0.013867941826398536,12
separable,current,broadcast,broadcast,readout,cross,2026092207,-0.3132684684546176,12
separable,current,broadcast,broadcast,readout,cross,2026092208,0.0010699324372080061,12
separable,current,broadcast,broadcast,readout,cross,2026092209,0.9698475677673112,12
separable,current,broadcast,broadcast,readout,cross,2026092210,0.007764977587577715,12
separable,current,broadcast,broadcast,readout,cross,2026092211,6.711337032026347e-05,12
separable,current,broadcast,broadcast,readout,cross,2026092212,-0.2998152966700378,12
separable,current,broadcast,broadcast,readout,cross,2026092213,0.003960925960990291,12
separable,current,broadcast,broadcast,readout,cross,2026092214,-0.3266432505310979,12
separable,current,broadcast,broadcast,readout,cross,2026092215,0.9689178699656379,12
separable,current,broadcast,broadcast,readout,cross,2026092216,-0.005864012728886259,12
separable,current,broadcast,broadcast,readout,cross,2026092217,-0.07138018235735377,12
separable,current,broadcast,broadcast,readout,cross,2026092218,-0.3160596528955461,12
separable,current,broadcast,broadcast,readout,cross,2026092219,0.0021985519076942648,12
separable,current,broadcast,broadcast,readout,within,2026092200,0.9999999999999999,4
separable,current,broadcast,broadcast,readout,within,2026092201,1.0,4
separable,current,broadcast,broadcast,readout,within,2026092202,1.0,4
separable,current,broadcast,broadcast,readout,within,2026092203,0.9999999999999998,4
separable,current,broadcast,broadcast,readout,within,2026092204,0.9999999999999998,4
separable,current,broadcast,broadcast,readout,within,2026092205,1.0,4
separable,current,broadcast,broadcast,readout,within,2026092206,1.0,4
separable,current,broadcast,broadcast,readout,within,2026092207,1.0,4
separable,current,broadcast,broadcast,readout,within,2026092208,0.9999999999999998,4
separable,current,broadcast,broadcast,readout,within,2026092209,1.0,4
separable,current,broadcast,broadcast,readout,within,2026092210,1.0,4
separable,current,broadcast,broadcast,readout,within,2026092211,1.0,4
separable,current,broadcast,broadcast,readout,within,2026092212,1.0,4
separable,current,broadcast,broadcast,readout,within,2026092213,1.0,4
separable,current,broadcast,broadcast,readout,within,2026092214,1.0,4
separable,current,broadcast,broadcast,readout,within,2026092215,1.0,4
separable,current,broadcast,broadcast,readout,within,2026092216,1.0,4
separable,current,broadcast,broadcast,readout,within,2026092217,0.9999999999999999,4
separable,current,broadcast,broadcast,readout,within,2026092218,1.0,4
separable,current,broadcast,broadcast,readout,within,2026092219,0.9999999999999999,4
separable,current,broadcast,broadcast,soma,cross,2026092200,0.40050479300282427,12
separable,current,broadcast,broadcast,soma,cross,2026092201,-0.1880984516930276,12
separable,current,broadcast,broadcast,soma,cross,2026092202,0.10993988313222906,12
separable,current,broadcast,broadcast,soma,cross,2026092203,0.07523075262429192,12
separable,current,broadcast,broadcast,soma,cross,2026092204,-0.04405127070207913,12
separable,current,broadcast,broadcast,soma,cross,2026092205,-0.11455211990216395,12
separable,current,broadcast,broadcast,soma,cross,2026092206,-0.13978240851265247,12
separable,current,broadcast,broadcast,soma,cross,2026092207,-0.07088863779149818,12
separable,current,broadcast,broadcast,soma,cross,2026092208,0.07763212463456556,12
separable,current,broadcast,broadcast,soma,cross,2026092209,0.5707193487983871,12
separable,current,broadcast,broadcast,soma,cross,2026092210,0.06635172274400292,12
separable,current,broadcast,broadcast,soma,cross,2026092211,-0.12473267928496874,12
separable,current,broadcast,broadcast,soma,cross,2026092212,-0.011800335206318494,12
separable,current,broadcast,broadcast,soma,cross,2026092213,0.0995991391108819,12
separable,current,broadcast,broadcast,soma,cross,2026092214,-0.07531028274324393,12
separable,current,broadcast,broadcast,soma,cross,2026092215,0.4837428374465674,12
separable,current,broadcast,broadcast,soma,cross,2026092216,0.024996650733821124,12
separable,current,broadcast,broadcast,soma,cross,2026092217,-0.09408132045718502,12
separable,current,broadcast,broadcast,soma,cross,2026092218,-0.1914308295911272,12
separable,current,broadcast,broadcast,soma,cross,2026092219,0.15898029534626648,12
separable,current,broadcast,broadcast,soma,within,2026092200,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092201,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092202,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092203,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092204,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092205,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092206,0.9999999999999998,4
separable,current,broadcast,broadcast,soma,within,2026092207,1.0000000000000002,4
separable,current,broadcast,broadcast,soma,within,2026092208,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092209,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092210,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092211,1.0000000000000002,4
separable,current,broadcast,broadcast,soma,within,2026092212,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092213,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092214,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092215,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092216,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092217,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092218,1.0,4
separable,current,broadcast,broadcast,soma,within,2026092219,1.0000000000000004,4
separable,current,broadcast,broadcast,terminal,cross,2026092200,0.050725581242898464,12
separable,current,broadcast,broadcast,terminal,cross,2026092201,-0.02358518344854869,12
separable,current,broadcast,broadcast,terminal,cross,2026092202,-0.02169988607175097,12
separable,current,broadcast,broadcast,terminal,cross,2026092203,0.005709195954695312,12
separable,current,broadcast,broadcast,terminal,cross,2026092204,-0.0019423484211783086,12
separable,current,broadcast,broadcast,terminal,cross,2026092205,-0.016329624437948605,12
separable,current,broadcast,broadcast,terminal,cross,2026092206,0.010809823987355244,12
separable,current,broadcast,broadcast,terminal,cross,2026092207,-0.01437371757638716,12
separable,current,broadcast,broadcast,terminal,cross,2026092208,0.0036596850880473864,12
separable,current,broadcast,broadcast,terminal,cross,2026092209,0.08993944959109945,12
separable,current,broadcast,broadcast,terminal,cross,2026092210,-0.002885457226060057,12
separable,current,broadcast,broadcast,terminal,cross,2026092211,0.04699467929481465,12
separable,current,broadcast,broadcast,terminal,cross,2026092212,-0.019983613134493084,12
separable,current,broadcast,broadcast,terminal,cross,2026092213,0.00040745274539618893,12
separable,current,broadcast,broadcast,terminal,cross,2026092214,-0.024696636153879264,12
separable,current,broadcast,broadcast,terminal,cross,2026092215,0.0639592282975305,12
separable,current,broadcast,broadcast,terminal,cross,2026092216,-0.0032847178593164703,12
separable,current,broadcast,broadcast,terminal,cross,2026092217,-0.02326775402523013,12
separable,current,broadcast,broadcast,terminal,cross,2026092218,-0.01433872353863676,12
separable,current,broadcast,broadcast,terminal,cross,2026092219,-0.006522041827692067,12
