seed,variant,forward,trained_rule,rate,state,rule,core_gradient_norm,exact_core_cosine,same_norm_nmse_decrease,displacement_norm,baseline_nmse
2026092200,interaction,shunt,broadcast,0.1,initial,exact,0.19210336935898065,0.9999999999999998,0.00038415676796432763,0.001,2.3475951944653346
2026092200,interaction,shunt,broadcast,0.1,initial,broadcast,2.886848685049238,0.5879095299255641,0.00022586657448275815,0.001,2.3475951944653346
2026092200,interaction,shunt,broadcast,0.1,initial,resistance,1.4130264305595135,0.7706766237288301,0.00029607498680572775,0.001,2.3475951944653346
2026092200,interaction,shunt,broadcast,0.1,initial,swapped,1.3898904750500114,0.7358386305664504,0.00028269095342547956,0.001,2.3475951944653346
2026092200,interaction,shunt,broadcast,0.1,initial,uniform_rms,1.6707367584237298,0.7057905191206276,0.00027114950727913367,0.001,2.3475951944653346
2026092200,interaction,shunt,broadcast,0.1,selected,exact,0.042401610101139076,0.9999999999999999,8.446745523512517e-05,0.001,0.06135961952990369
2026092200,interaction,shunt,broadcast,0.1,selected,broadcast,0.2900880188538777,0.36825297716654665,3.1178999193311185e-05,0.001,0.06135961952990369
2026092200,interaction,shunt,broadcast,0.1,selected,resistance,0.13772891263107911,0.5761789791894132,4.8747008421209936e-05,0.001,0.06135961952990369
2026092200,interaction,shunt,broadcast,0.1,selected,swapped,0.12144116750195423,0.26015023317103964,2.203563220327248e-05,0.001,0.06135961952990369
2026092200,interaction,shunt,broadcast,0.1,selected,uniform_rms,0.15346894190231622,0.4277948412223288,3.621310233668795e-05,0.001,0.06135961952990369
2026092200,interaction,shunt,exact,0.03,initial,exact,0.19210336935898065,0.9999999999999998,0.00038415676796432763,0.001,2.3475951944653346
2026092200,interaction,shunt,exact,0.03,initial,broadcast,2.886848685049238,0.5879095299255641,0.00022586657448275815,0.001,2.3475951944653346
2026092200,interaction,shunt,exact,0.03,initial,resistance,1.4130264305595135,0.7706766237288301,0.00029607498680572775,0.001,2.3475951944653346
2026092200,interaction,shunt,exact,0.03,initial,swapped,1.3898904750500114,0.7358386305664504,0.00028269095342547956,0.001,2.3475951944653346
2026092200,interaction,shunt,exact,0.03,initial,uniform_rms,1.6707367584237298,0.7057905191206276,0.00027114950727913367,0.001,2.3475951944653346
2026092200,interaction,shunt,exact,0.03,selected,exact,0.0018986177735501653,0.9999999999999999,3.519366986092053e-06,0.001,4.617455438175988e-05
2026092200,interaction,shunt,exact,0.03,selected,broadcast,0.01501823182883378,0.2907684158974376,1.0557995713665302e-06,0.001,4.617455438175988e-05
2026092200,interaction,shunt,exact,0.03,selected,resistance,0.007036945351622232,0.4853858709406844,1.7716672009281465e-06,0.001,4.617455438175988e-05
2026092200,interaction,shunt,exact,0.03,selected,swapped,0.0060791232392034605,0.2845591491595142,1.0301260548843604e-06,0.001,4.617455438175988e-05
2026092200,interaction,shunt,exact,0.03,selected,uniform_rms,0.007992906373158925,0.37025136121838614,1.3463522273771244e-06,0.001,4.617455438175988e-05
2026092200,interaction,shunt,resistance,0.03,initial,exact,0.19210336935898065,0.9999999999999998,0.00038415676796432763,0.001,2.3475951944653346
2026092200,interaction,shunt,resistance,0.03,initial,broadcast,2.886848685049238,0.5879095299255641,0.00022586657448275815,0.001,2.3475951944653346
2026092200,interaction,shunt,resistance,0.03,initial,resistance,1.4130264305595135,0.7706766237288301,0.00029607498680572775,0.001,2.3475951944653346
2026092200,interaction,shunt,resistance,0.03,initial,swapped,1.3898904750500114,0.7358386305664504,0.00028269095342547956,0.001,2.3475951944653346
2026092200,interaction,shunt,resistance,0.03,initial,uniform_rms,1.6707367584237298,0.7057905191206276,0.00027114950727913367,0.001,2.3475951944653346
2026092200,interaction,shunt,resistance,0.03,selected,exact,0.012949292397670592,1.0000000000000002,2.584051397114262e-05,0.001,0.05336840642824114
2026092200,interaction,shunt,resistance,0.03,selected,broadcast,0.07339537397480912,0.2898112376815333,7.50175040676454e-06,0.001,0.05336840642824114
2026092200,interaction,shunt,resistance,0.03,selected,resistance,0.05178530303161467,0.49832729601038916,1.2890912653863718e-05,0.001,0.05336840642824114
2026092200,interaction,shunt,resistance,0.03,selected,swapped,0.04152101108959924,0.3433134934940144,8.88378390610789e-06,0.001,0.05336840642824114
