panel,record,endpoint,comparison,unit,n_targets,mean,ci95_low,ci95_high,positive_targets,target_root_id,effect,session,scan_idx,reliability,lambda_value,lambda,n_replicates,n_positive_detections,power,power_ci95_low,power_ci95_high,mean_target_effect,target_effect_sd_across_datasets,mean_effect_mc_se,n_two_sided_rejections,two_sided_rejection_rate,two_sided_ci95_low,two_sided_ci95_high,drawn,scan,partner_index,measured_split_half_spearman,clipped_measured_spearman,pearson_signal_fraction,simulated_mean_split_half_spearman,simulated_se,n_simulated,pre_pt_root_id,repeat_reliability,input_row,route_column,site_segment_id,route_segment_id,value,n_sites,n_routes,coverage,sites_per_route,one_site_routes
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target291111_ses6_scan4_automatic_conservative,0.0,0.3133485997805448,0.3133485997805448,0.3266676967882775,0.3121885215400029,0.002518249526617,1000.0,864691135941120001,0.3133485997805448,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target291111_ses6_scan4_automatic_conservative,1.0,0.031568150374505,0.031568150374505,0.0330565844921531,0.0319800295787414,0.0026133101614439,1000.0,864691134887635962,0.031568150374505,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target291111_ses6_scan4_automatic_conservative,2.0,0.317069796288345,0.317069796288345,0.3305115710969357,0.3177828061638281,0.0025030999625606,1000.0,864691136603811281,0.317069796288345,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target291111_ses6_scan4_automatic_conservative,3.0,0.1271456514479271,0.1271456514479271,0.1330482855509823,0.1274893802776585,0.0027379483062325,1000.0,864691135774429435,0.127145651447927,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target291111_ses6_scan4_automatic_conservative,4.0,0.1731596774963026,0.1731596774963026,0.1810840561094205,0.1713451934545107,0.0026605885816844,1000.0,864691136144827444,0.1731596774963026,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target291111_ses6_scan4_automatic_conservative,5.0,0.4383998855016459,0.4383998855016459,0.4550702162805752,0.4411891799055388,0.0023098641585806,1000.0,864691135572346349,0.4383998855016458,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target291111_ses6_scan4_automatic_conservative,6.0,0.0942369161776632,0.0942369161776632,0.0986446286950795,0.0993420876866561,0.0026956766693096,1000.0,864691135750642473,0.0942369161776632,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target291111_ses6_scan4_automatic_conservative,7.0,0.2453079528648442,0.2453079528648442,0.2561801369401433,0.2486726682887267,0.0025723260960444,1000.0,864691135496369296,0.2453079528648442,,,,,,,,,,
D-inset,repeat_reliability,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,target291111_ses6_scan4_automatic_conservative,8.0,0.261251848671342,0.261251848671342,0.2727298903703974,0.2604191784743094,0.0025747733272153,1000.0,864691135739689073,0.261251848671342,,,,,,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,8680.0,8680.0,1.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,8680.0,9358.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,8680.0,10368.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,8680.0,10052.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,10176.0,8680.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,10176.0,9358.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,10176.0,10368.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,10176.0,10052.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,9723.0,8680.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,9723.0,9358.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,9723.0,10368.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,9723.0,10052.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,10052.0,8680.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,10052.0,9358.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,10052.0,10368.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,10052.0,10052.0,1.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,8900.0,8680.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,8900.0,9358.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,8900.0,10368.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,8900.0,10052.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,8971.0,8680.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,8971.0,9358.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,8971.0,10368.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,8971.0,10052.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,10368.0,8680.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,10368.0,9358.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,10368.0,10368.0,1.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,10368.0,10052.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,9105.0,8680.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,9105.0,9358.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,9105.0,10368.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,9105.0,10052.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,9358.0,8680.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,9358.0,9358.0,1.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,9358.0,10368.0,0.0,,,,,
E,support_entry,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,4.0,9358.0,10052.0,0.0,,,,,
F,scan_support,,,,,,,,,864691135324623260,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,0.8,1.75,False
F,scan_support,,,,,,,,,864691135739661169,,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,0.8333333333333334,1.75,False
F,scan_support,,,,,,,,,864691135810666525,,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,0.5,1.0,True
F,scan_support,,,,,,,,,864691135060651419,,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,0.5,1.0,True
F,scan_support,,,,,,,,,864691135196576298,,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,4.0,0.6666666666666666,2.0,False
F,scan_support,,,,,,,,,864691135409937097,,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,4.0,0.4444444444444444,1.0,True
F,scan_support,,,,,,,,,864691135810666525,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,4.0,0.4444444444444444,1.0,True
F,scan_support,,,,,,,,,864691135060651419,,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,0.4,1.0,True
F,scan_support,,,,,,,,,864691135810666525,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,0.4,1.75,False
F,scan_support,,,,,,,,,864691135810666525,,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,4.0,0.45454545454545453,1.25,False
F,scan_support,,,,,,,,,864691135277186789,,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,4.0,0.25,1.25,False
F,scan_support,,,,,,,,,864691135060651419,,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,4.0,0.3076923076923077,1.0,True
F,scan_support,,,,,,,,,864691135277186789,,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,4.0,0.23529411764705882,1.25,False
