rate,metric,left,right,positive,mean,ci_low,ci_high,n
0.03,test_nmse,broadcast,resistance,18,5.014622374617605e-05,2.817034592376182e-05,7.122160943418794e-05,20
0.03,test_nmse,uniform_rms,resistance,18,4.744975182785956e-05,2.923650109757111e-05,6.5467926866658e-05,20
0.03,ood_3,broadcast,resistance,20,0.01031124846471429,0.00857144811161827,0.012364975429607745,20
0.03,ood_3,uniform_rms,resistance,20,0.009521442010953937,0.008089916397903752,0.011129813501531556,20
0.1,test_nmse,broadcast,resistance,20,8.697325385784811e-05,6.118527416725135e-05,0.00011471888931396472,20
0.1,test_nmse,uniform_rms,resistance,19,7.85240709139793e-05,5.2045413327831204e-05,0.000106971415982243,20
0.1,ood_3,broadcast,resistance,20,0.0006814211932610406,0.0005429062123165439,0.0008489320982368161,20
0.1,ood_3,uniform_rms,resistance,20,0.0008712213046825597,0.0006436155089550839,0.00112466166915413,20
