seed,family,family_index,structure,rule,optimizer,rate,step,test_nmse,clean_test_nmse,population_nmse,true_cut_bound,status,gradient_clipped_steps,parameter_projected_steps,max_abs_parameter,parameter_norm,parameters,edges,seconds
721000,random_interactions,3,estimated_dp,exact,adam,0.01,0,2.5903813417893433,2.575492257556646,2.560261320393173,0.12643363392150525,completed,0,0,1.3316073986984789,2.9025585947465067,28,14,0.002549279946833849
721000,random_interactions,3,estimated_dp,broadcast,adam,0.003,0,2.5903813417893433,2.575492257556646,2.560261320393173,0.12643363392150525,completed,0,0,1.3316073986984789,2.9025585947465067,28,14,0.0025644029956310987
721000,random_interactions,3,development_fixed,exact,adam,0.01,0,2.1981127980665986,2.183925993008298,2.1946950790294277,0.3554602607675328,completed,0,0,1.3316073986984789,2.9025585947465067,28,14,0.002573431935161352
721000,random_interactions,3,development_fixed,broadcast,adam,0.003,0,2.1981127980665986,2.183925993008298,2.1946950790294277,0.3554602607675328,completed,0,0,1.3316073986984789,2.9025585947465067,28,14,0.0025814849650487304
721000,random_interactions,3,oracle_dp,exact,adam,0.01,0,3.3128058557338163,3.3071274538356015,3.392520319498635,0.12643363392150525,completed,0,0,1.3316073986984789,2.9025585947465067,28,14,0.002589029958471656
721000,random_interactions,3,oracle_dp,broadcast,adam,0.003,0,3.3128058557338163,3.3071274538356015,3.392520319498635,0.12643363392150525,completed,0,0,1.3316073986984789,2.9025585947465067,28,14,0.0025962350191548467
721000,random_interactions,3,estimated_dp,exact,adam,0.01,1,2.437765730256616,2.423100168840658,2.4093328434158936,0.12643363392150525,completed,0,0,1.321607399177722,2.878872369681439,28,14,0.00495320197660476
721000,random_interactions,3,estimated_dp,broadcast,adam,0.003,1,2.5767870614783495,2.5618805430672253,2.5472110125110734,0.12643363392150525,completed,0,0,1.3346073977764044,2.9019034974877638,28,14,0.004972081980668008
721000,random_interactions,3,development_fixed,exact,adam,0.01,1,2.0489380432703252,2.034723646009224,2.043803127580628,0.3554602607675328,completed,0,0,1.3216073988654384,2.869355880712331,28,14,0.0049815879901871085
721000,random_interactions,3,development_fixed,broadcast,adam,0.003,1,2.217409176450598,2.203267715821064,2.2146588851181495,0.3554602607675328,completed,0,0,1.3286073988207445,2.9007718154039335,28,14,0.004989790963009
721000,random_interactions,3,oracle_dp,exact,adam,0.01,1,3.1081243077271132,3.1019806799209775,3.1782623910141843,0.12643363392150525,completed,0,0,1.321607398774908,2.871936328831917,28,14,0.004997498006559908
721000,random_interactions,3,oracle_dp,broadcast,adam,0.003,1,3.284779567373386,3.2791396130192334,3.3626422819575845,0.12643363392150525,completed,0,0,1.3286073987272877,2.899297018770594,28,14,0.005005148006603122
721000,random_interactions,3,estimated_dp,exact,adam,0.01,16,1.3186332132128273,1.3040283876302348,1.283518556184243,0.12643363392150525,completed,0,0,1.2091541420295147,2.5355807310003984,28,14,0.012258874950930476
721000,random_interactions,3,estimated_dp,broadcast,adam,0.003,16,2.414823690430715,2.3996165484005223,2.385624608453068,0.12643363392150525,completed,0,0,1.3379344015362484,2.8664768279940662,28,14,0.012271055951714516
721000,random_interactions,3,development_fixed,exact,adam,0.01,16,1.1874203472803166,1.1738920004281548,1.149044790443957,0.3554602607675328,completed,0,0,1.2056505061407095,2.5140929190977293,28,14,0.01227868301793933
721000,random_interactions,3,development_fixed,broadcast,adam,0.003,16,2.2413647519033217,2.2269614369625614,2.241222148868622,0.3554602607675328,completed,0,0,1.287748041613961,2.8496507301710636,28,14,0.012285462929867208
721000,random_interactions,3,oracle_dp,exact,adam,0.01,16,1.5882547808173726,1.578293504578677,1.5893539059932897,0.12643363392150525,completed,0,0,1.1827856386593811,2.5339825936261,28,14,0.012292371946386993
721000,random_interactions,3,oracle_dp,broadcast,adam,0.003,16,2.9775888679513076,2.971625060927495,3.0371637405092047,0.12643363392150525,completed,0,0,1.283876321390068,2.8492527502530263,28,14,0.012298983987420797
