epoch,rule_variant,error_broadcast_mode,parameter_name,component,numel,cosine_similarity,local_grad_norm,backprop_grad_norm,norm_ratio
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_excitation.pre_w,excitatory_synapse,141120,0.13494575377595133,0.0020349782425910234,2.234023895653081e-06,910.9022225090873
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_inhibition.pre_w,inhibitory_synapse,141120,-0.13455099726030328,0.005477277562022209,1.1956293747061864e-05,458.10827500452797
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.b,reactivation,180,0.20177127242590187,0.002671044785529375,1.617224006622564e-05,165.16231576015934
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.log_m,reactivation,180,0.13860954492785083,0.0021755734924227,1.7519194443593733e-05,124.18227192152507
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_excitation.pre_w,excitatory_synapse,47040,0.024775505794929088,0.00013929799024481326,2.545630013628397e-05,5.47204362091183
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_inhibition.pre_w,inhibitory_synapse,47040,-0.008746868436045909,0.001425466500222683,0.00013556788326241076,10.514780163298052
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branches_to_output.log_weight,dendritic_conductance,180,-0.1888164800496632,0.003005866426974535,9.725132258608937e-05,30.90823154004341
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.reactivation.b,reactivation,60,0.20098604193097988,0.0015415909001603723,0.00018808725872077048,8.196147375686044
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.reactivation.log_m,reactivation,60,0.33221006218386506,0.0011923587881028652,0.00017894187476485968,6.663385990597841
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.branches_to_output.log_weight,dendritic_conductance,60,-0.9948866235630669,0.012458995915949345,0.001234304392710328,10.093941153768004
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.reactivation.b,reactivation,20,0.9999998721206933,0.004365323577076197,0.0021826617885380983,1.9999999990836876
0,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.reactivation.log_m,reactivation,20,0.9999998430721223,0.004571270663291216,0.0022856350988149643,2.000000202858841
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_excitation.pre_w,excitatory_synapse,141120,0.13494483758275622,0.001974531915038824,2.234023895653081e-06,883.8450810825015
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_inhibition.pre_w,inhibitory_synapse,141120,-0.13455094973162382,0.005314582027494907,1.1956293747061864e-05,444.50075378084097
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.b,reactivation,180,0.20177114097513243,0.0025917047169059515,1.617224006622564e-05,160.25637425838946
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.log_m,reactivation,180,0.1386094327787705,0.0021109506487846375,1.7519194443593733e-05,120.49358405648427
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_excitation.pre_w,excitatory_synapse,47040,0.0247726105075078,9.849444177234545e-05,2.545630013628397e-05,3.8691576299730777
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_inhibition.pre_w,inhibitory_synapse,47040,-0.008746850315121244,0.0010079150088131428,0.00013556788326241076,7.434762401854566
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branches_to_output.log_weight,dendritic_conductance,180,-0.18881621831233433,0.0021253798622637987,9.725132258608937e-05,21.85450833872053
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.reactivation.b,reactivation,60,0.20098578542163095,0.0010900238994508982,0.00018808725872077048,5.7953095869923335
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.reactivation.log_m,reactivation,60,0.33220940082384404,0.000843089772388339,0.00017894187476485968,4.711528639032539
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.branches_to_output.log_weight,dendritic_conductance,60,-0.9948867482408094,0.007191212847828865,0.001234304392710328,5.826125941439798
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.reactivation.b,reactivation,20,0.9999997655423187,0.0025196229107677937,0.0021826617885380983,1.1543808220058702
0,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.reactivation.log_m,reactivation,20,0.9999997857134174,0.0026384934317320585,0.0022856350988149643,1.1543808685584414
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_excitation.pre_w,excitatory_synapse,141120,0.13494507209059667,0.0019888088572770357,2.234023895653081e-06,890.2357628810755
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_inhibition.pre_w,inhibitory_synapse,141120,-0.13455093733648585,0.005353010259568691,1.1956293747061864e-05,447.7148123906981
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.b,reactivation,180,0.2017711470886954,0.002610444324091077,1.617224006622564e-05,161.41512567128186
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.log_m,reactivation,180,0.13860944030818378,0.002126214327290654,1.7519194443593733e-05,121.36483859298173
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_excitation.pre_w,excitatory_synapse,47040,0.024768631965956824,7.015580195002258e-05,2.545630013628397e-05,2.7559307055032622
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_inhibition.pre_w,inhibitory_synapse,47040,-0.00874682846094436,0.0007179194944910705,0.00013556788326241076,5.2956457821635405
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branches_to_output.log_weight,dendritic_conductance,180,-0.188815851008629,0.0015138693852350116,9.725132258608937e-05,15.566568447728072
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.reactivation.b,reactivation,60,0.2009853276500374,0.000776404223870486,0.00018808725872077048,4.127893750077043
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.reactivation.log_m,reactivation,60,0.33220848786732843,0.0006005175528116524,0.00017894187476485968,3.355936391327251
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.branches_to_output.log_weight,dendritic_conductance,60,-0.9948866650689268,0.0045358240604400635,0.001234304392710328,3.674801842684318
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.reactivation.b,reactivation,20,0.999999600192626,0.0015892405062913895,0.0021826617885380983,0.7281203684001402
0,5f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.reactivation.log_m,reactivation,20,0.9999996832690821,0.0016642173286527395,0.0022856350988149643,0.7281203061623738
2,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_excitation.pre_w,excitatory_synapse,141120,0.08110718936077922,0.0005979632260277867,2.1201972231210675e-06,282.03175510049556
2,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_inhibition.pre_w,inhibitory_synapse,141120,-0.01012106015465734,0.0019586163107305765,1.1904232451342978e-05,164.5310736500732
2,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.b,reactivation,180,0.03649130071080006,0.0004320727603044361,1.7908170775626786e-05,24.127128425945287
2,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.log_m,reactivation,180,-0.1233746772605576,0.0007471220451407135,2.839851367752999e-05,26.308490201843743
2,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_excitation.pre_w,excitatory_synapse,47040,0.08186283126979478,7.028530671959743e-05,2.3327247617999092e-05,3.013013144866383
2,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_inhibition.pre_w,inhibitory_synapse,47040,0.019422346038503152,0.0005191377131268382,0.00012522266479209065,4.145716830440038
2,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branches_to_output.log_weight,dendritic_conductance,180,0.34537318706793657,0.0013073972659185529,0.00010682426363928244,12.238766822624907
2,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.reactivation.b,reactivation,60,0.06311536776529132,0.00024434173246845603,0.00019930650887545198,1.2259596167789344
2,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.reactivation.log_m,reactivation,60,-0.6836927038076991,0.0005564257735386491,0.00036567036295309663,1.52165947364009
2,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.branches_to_output.log_weight,dendritic_conductance,60,-0.9957367242186976,0.013319822028279305,0.0013214601203799248,10.079624661219576
2,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.reactivation.b,reactivation,20,0.9999998870493138,0.004443557467311621,0.0022217787336558104,1.9999999990998203
2,3f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.2.reactivation.log_m,reactivation,20,0.9999999951726949,0.005043395329266787,0.0025216976646333933,1.9999999992068835
2,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_excitation.pre_w,excitatory_synapse,141120,0.08110351938698769,0.0005655930144712329,2.1201972231210675e-06,266.7642149226235
2,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.branch_inhibition.pre_w,inhibitory_synapse,141120,-0.010121045542338815,0.00185258814599365,1.1904232451342978e-05,155.6243124402647
2,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.b,reactivation,180,0.03649101777511113,0.000408682826673612,1.7908170775626786e-05,22.821024490609016
2,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.0.reactivation.log_m,reactivation,180,-0.12337437588823531,0.0007066770922392607,2.839851367752999e-05,24.88429765653945
2,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_excitation.pre_w,excitatory_synapse,47040,0.08184215470474812,4.969287329004146e-05,2.3327247617999092e-05,2.1302500823735766
2,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branch_inhibition.pre_w,inhibitory_synapse,47040,0.01942222802918417,0.0003670389123726636,0.00012522266479209065,2.9310900710424472
2,4f,per_soma,core_network.layers.0.excitatory_cells.branch_layers.1.branches_to_output.log_weight,dendritic_conductance,180,0.3453721020040647,0.0009243514505214989,0.00010682426363928244,8.653010190547922
